gml_id,sa3_name16,sa3_code16,neg_nil_inc_fam_households,neg_nil_inc_non_fam_househlds,negative_nil_income_tot,hi_1_149_family_households,hi_1_149_non_family_hseholds,hi_1_149_tot,hi_150_299_family_households,hi_150_299_non_fam_househlds,hi_150_299_tot,hi_300_399_family_households,hi_300_399_non_fam_househlds,hi_300_399_tot,hi_400_499_family_households,hi_400_499_non_fam_househlds,hi_400_499_tot,hi_500_649_family_households,hi_500_649_non_fam_househlds,hi_500_649_tot,hi_650_799_family_households,hi_650_799_non_fam_househlds,hi_650_799_tot,hi_800_999_fam_households,hi_800_999_non_fam_hsehlds,hi_800_999_tot,hi_1000_1249_fam_households,hi_1000_1249_non_fam_hsehlds,hi_1000_1249_tot,hi_1250_1499_fam_households,hi_1250_1499_non_fam_hsehlds,hi_1250_1499_tot,hi_1500_1749_fam_households,hi_1500_1749_non_fam_hsehlds,hi_1500_1749_tot,hi_1750_1999_fam_households,hi_1750_1999_non_fam_hsehlds,hi_1750_1999_tot,hi_2000_2499_fam_households,hi_2000_2499_non_fam_hsehlds,hi_2000_2499_tot,hi_2500_2999_fam_households,hi_2500_2999_non_fam_hsehlds,hi_2500_2999_tot,hi_3000_3499_fam_households,hi_3000_3499_non_fam_hsehlds,hi_3000_3499_tot,hi_3500_3999_fam_households,hi_3500_3999_non_fam_hsehlds,hi_3500_3999_tot,hi_4000_more_fam_households,hi_4000_more_non_fam_hsehlds,hi_4000_more_tot,part_inc_stated_fam_household,part_inc_std_non_fam_hhds,partial_income_stated_tot,all_incomes_ns_famly_househld,all_inc_ns_non_famly_househld,all_incomes_not_stated_tot,tot_family_households,tot_non_family_households,tot_tot
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e0e,Warrnambool,"21704","113","119","227","74","86","153","99","366","467","106","565","666","405","1069","1469","417","645","1064","1061","544","1610","920","578","1500","1156","516","1668","1199","308","1511","892","249","1141","955","166","1127","1583","171","1756","984","52","1033","492","31","520","295","104","399","546","42","585","1142","116","1253","227","437","662","12658","6153","18813"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e0d,Capalaba,"30101","97","127","219","68","55","121","98","269","371","81","412","495","365","956","1321","417","487","904","1177","466","1642","985","521","1510","1434","523","1962","1443","361","1802","1236","287","1523","1382","196","1571","2853","301","3152","2010","39","2052","1316","24","1340","870","88","953","1675","23","1695","1783","101","1888","219","230","448","19516","5476","24991"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e0c,Cleveland - Stradbroke,"30102","170","195","365","96","112","209","90","410","499","123","664","788","537","1603","2143","606","806","1412","1734","644","2369","1349","576","1930","1692","585","2270","1649","352","2005","1356","282","1634","1442","244","1687","2858","294","3151","2130","59","2195","1320","50","1372","1008","117","1117","2009","49","2058","2135","146","2278","332","465","800","22624","7651","30272"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e0b,Wynnum - Manly,"30103","82","127","209","43","71","116","89","273","364","76","466","546","334","1144","1476","349","554","903","974","444","1413","886","510","1397","1246","581","1828","1235","398","1635","996","309","1306","1176","269","1446","2409","379","2793","1970","65","2028","1391","54","1438","1031","110","1140","2055","50","2107","1811","162","1977","217","305","526","18369","6268","24638"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e0a,Bald Hills - Everton Park,"30201","60","65","131","44","26","72","49","106","155","28","180","211","167","455","623","181","329","506","525","265","788","497","279","771","721","358","1085","781","273","1050","652","234","888","703","159","866","1580","237","1812","1149","67","1216","881","31","908","630","72","696","1423","23","1446","978","100","1075","111","122","233","11157","3361","14523"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e09,Chermside,"30202","121","167","290","50","101","152","88","338","424","87","625","711","304","1319","1626","311","793","1106","983","644","1622","935","722","1659","1285","830","2110","1241","645","1880","1038","590","1635","1100","443","1544","2349","629","2981","1925","148","2074","1427","80","1506","994","218","1210","2012","69","2080","1514","285","1800","232","425","654","18002","9067","27067"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e08,Nundah,"30203","55","116","169","36","64","101","46","182","227","49","315","364","147","665","809","204","385","585","428","367","795","460","438","898","669","511","1181","680","410","1091","622","415","1041","703","296","1001","1464","433","1898","1124","106","1233","736","64","802","471","137","607","948","55","1004","798","185","986","92","189","278","9738","5321","15055"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e07,Sandgate,"30204","102","139","240","53","61","109","69","261","329","83","517","603","300","1183","1483","348","638","988","969","472","1437","874","545","1417","1231","614","1849","1207","440","1649","1062","396","1452","1087","237","1327","2248","333","2584","1552","68","1618","953","33","986","620","97","716","966","16","989","1362","149","1517","179","325","500","15254","6531","21788"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e06,Carindale,"30301","108","80","192","53","47","102","50","173","226","40","270","309","183","716","902","211","433","643","581","309","896","496","404","907","763","402","1170","718","339","1056","714","315","1032","743","250","988","1661","381","2041","1354","110","1462","1053","68","1123","866","134","1007","2245","58","2301","1167","176","1343","125","193","320","13143","4867","18011"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e05,Holland Park - Yeronga,"30302","104","289","401","52","116","173","95","478","569","82","736","818","284","1217","1508","258","741","1000","679","674","1350","681","816","1500","955","1049","2008","979","818","1800","925","793","1716","971","616","1583","2154","983","3138","1821","276","2092","1336","136","1465","1090","316","1405","2644","129","2776","1395","582","1980","126","355","485","16635","11127","27767"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e04,Mt Gravatt,"30303","262","303","568","95","104","200","148","265","413","102","431","528","343","918","1263","396","507","899","1016","456","1467","907","494","1395","1313","529","1845","1220","413","1633","1035","382","1419","1157","261","1416","2237","413","2650","1798","137","1934","1260","75","1333","943","120","1064","1790","43","1838","1543","240","1789","168","317","488","17746","6397","24142"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e03,Nathan,"30304","90","135","229","39","57","100","56","173","229","51","268","321","186","568","751","213","350","562","486","291","773","415","333","757","677","365","1039","634","305","940","573","241","817","575","198","770","1195","284","1478","1016","83","1101","750","49","796","534","91","620","1049","35","1087","758","174","931","89","174","265","9397","4174","13571"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e02,Rocklea - Acacia Ridge,"30305","205","130","335","94","45","137","131","139","278","97","200","294","307","398","701","321","260","575","854","252","1111","897","321","1221","1180","369","1551","1211","301","1507","1036","224","1263","1045","148","1192","2218","219","2434","1561","58","1619","963","18","978","645","56","700","969","20","988","1359","159","1515","144","134","281","15232","3441","18675"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e01,Mudgeeraba - Tallebudgera,"30905","64","52","111","36","23","57","45","62","114","38","112","151","157","253","409","191","149","341","473","131","606","457","169","632","655","187","845","679","113","791","580","87","669","590","66","653","1204","93","1298","862","21","886","546","7","550","388","27","417","805","15","819","905","53","964","120","73","197","8812","1690","10501"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6e00,Nerang,"30906","143","134","275","63","58","121","93","261","354","92","383","471","395","903","1295","456","490","942","1229","442","1671","1000","474","1468","1451","491","1943","1527","284","1812","1298","228","1527","1328","171","1498","2530","224","2752","1633","44","1671","955","27","977","586","76","662","1013","24","1034","1626","148","1777","221","360","581","17640","5206","22843"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dff,Ormeau - Oxenford,"30907","256","174","427","97","64","164","136","206","342","163","320","485","527","865","1391","757","496","1248","1693","526","2216","1545","637","2185","2393","699","3091","2570","497","3068","2401","396","2800","2468","277","2751","4627","429","5061","3184","107","3289","1914","51","1964","1287","155","1439","2291","49","2344","2944","215","3164","369","332","709","31623","6502","38121"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dfe,Outback - South,"31503","73","107","186","39","47","83","38","168","208","32","267","301","154","600","749","113","248","362","345","402","750","275","389","666","367","422","782","384","264","647","235","129","357","295","148","444","479","177","655","326","56","383","192","31","224","103","65","167","168","40","209","582","62","644","132","357","485","4331","3985","8310"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dfd,Buderim,"31601","114","98","217","54","43","98","107","218","323","74","319","401","330","976","1308","349","516","869","1081","418","1500","913","415","1325","1214","365","1576","1202","290","1488","972","212","1186","986","158","1147","1834","234","2071","1223","61","1286","797","35","831","522","90","612","1097","32","1123","1447","161","1607","174","264","438","14487","4913","19406"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dfc,Caloundra,"31602","156","210","364","97","90","195","111","381","487","104","749","856","625","1732","2354","672","1097","1772","2099","787","2882","1587","813","2403","2100","745","2846","1980","492","2470","1473","371","1844","1414","265","1680","2562","357","2913","1716","88","1806","987","59","1046","643","179","818","1253","55","1309","2083","225","2304","318","543","861","21963","9246","31205"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dfb,Maroochy,"31603","133","190","322","74","91","162","106","388","492","104","652","753","400","1320","1717","456","861","1316","1187","917","2106","1044","960","2008","1417","986","2405","1455","672","2136","993","450","1443","987","330","1316","1709","487","2194","1058","142","1203","613","61","672","411","193","605","742","102","841","1356","319","1671","185","564","748","14429","9663","24092"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dfa,Noosa,"31605","117","122","239","60","58","119","78","229","307","75","368","439","331","825","1156","337","529","862","991","472","1468","844","433","1277","1086","463","1550","1063","315","1374","794","230","1024","732","195","926","1239","211","1457","771","57","826","490","34","528","314","129","446","696","91","783","1190","121","1308","147","396","537","11342","5277","16614"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6df9,Sunshine Coast Hinterland,"31606","96","114","213","71","67","142","101","253","354","95","369","462","414","886","1300","404","467","867","1208","351","1556","1083","380","1463","1352","357","1710","1220","222","1441","871","156","1024","895","115","1013","1590","158","1752","1050","18","1071","573","10","584","365","55","421","647","21","661","1462","95","1555","175","223","398","13668","4318","17984"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6df8,Nambour,"31607","89","92","174","53","55","103","77","245","319","70","349","419","291","876","1167","339","519","856","1015","394","1410","828","373","1202","1044","335","1377","1054","208","1263","834","126","959","769","109","880","1410","118","1527","869","18","892","484","7","492","262","45","309","454","11","463","1042","92","1134","172","263","434","11152","4238","15389"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6df7,Noosa Hinterland,"31608","50","55","102","30","27","55","62","144","204","38","168","207","184","377","559","192","212","399","533","162","690","474","171","642","613","149","766","540","99","637","434","73","508","391","46","435","639","69","711","402","13","417","223","9","232","160","32","189","271","9","282","703","44","750","81","136","215","6020","1997","8015"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6df6,Charters Towers - Ayr - Ingham,"31801","114","111","226","62","99","160","84","361","449","110","523","635","411","1111","1521","338","458","796","1074","611","1690","743","526","1271","983","494","1469","966","312","1277","678","209","887","677","144","817","1196","170","1368","731","41","770","424","27","448","221","72","291","396","33","427","1171","86","1257","279","590","867","10660","5979","16639"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6df5,Townsville,"31802","347","513","860","196","256","449","317","979","1293","333","1410","1744","1099","2857","3952","1338","1635","2973","2982","1652","4634","2773","1932","4702","3589","1989","5576","3744","1589","5336","3192","1187","4376","3171","846","4014","6242","1085","7326","4447","268","4713","2625","118","2749","1632","332","1969","2587","155","2742","5459","722","6178","614","1144","1757","46681","20676","67352"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6df4,Bundaberg,"31901","205","222","426","150","148","300","213","691","900","211","991","1206","1017","2508","3521","988","1137","2118","3163","1028","4199","2103","990","3090","2362","912","3282","2147","528","2675","1510","336","1849","1380","235","1611","2245","277","2523","1243","63","1302","733","23","759","411","112","524","696","50","741","2117","176","2291","483","965","1449","23369","11396","34770"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6df3,Burnett,"31902","141","143","282","100","95","194","146","427","570","117","642","762","677","1580","2250","563","582","1151","1824","591","2415","1136","581","1719","1266","446","1706","1187","265","1449","734","153","886","669","117","793","1082","185","1274","576","43","622","309","20","330","194","93","284","300","32","329","1192","91","1282","333","630","960","12535","6724","19258"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6df2,Gympie - Cooloola,"31903","127","144","271","87","88","180","118","374","494","131","613","744","577","1585","2163","634","635","1271","1841","503","2342","1196","544","1742","1403","465","1871","1238","283","1530","799","187","978","768","127","891","1113","140","1259","647","35","681","326","13","340","187","68","249","296","24","321","1207","103","1311","265","500","765","12963","6430","19392"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6df1,Hervey Bay,"31904","129","166","295","97","100","197","159","397","555","138","727","860","696","1738","2433","665","858","1525","2427","718","3148","1452","642","2099","1762","622","2380","1435","336","1774","871","215","1079","801","160","966","1336","203","1543","691","56","748","380","26","409","243","64","304","418","29","453","1329","130","1461","321","581","900","15353","7773","23124"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6df0,Innisfail - Cassowary Coast,"30603","77","132","213","68","89","161","63","292","357","82","420","507","326","876","1203","283","390","674","896","510","1407","717","513","1227","892","477","1371","870","294","1164","598","180","781","601","132","733","889","172","1066","464","52","516","258","20","278","144","67","208","267","44","309","877","81","961","181","431","611","8556","5176","13733"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6def,Sunnybank,"30306","201","232","428","75","70","150","132","159","292","99","194","294","281","473","761","327","280","608","675","257","935","752","294","1050","1056","323","1380","1034","278","1315","801","207","1007","826","150","977","1561","224","1778","1038","67","1101","627","31","658","438","51","492","757","32","789","1129","178","1309","111","174","286","11934","3675","15608"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dee,Centenary,"30401","68","51","123","45","26","67","52","70","122","45","87","132","122","229","348","154","188","338","339","160","501","389","155","539","530","196","727","554","156","710","500","148","648","538","103","642","1234","157","1386","987","38","1023","782","15","796","540","71","613","1239","11","1253","862","55","916","61","65","125","9032","1979","11016"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6ded,Kenmore - Brookfield - Moggill,"30402","87","74","161","41","34","74","49","84","138","32","137","170","153","292","449","136","217","355","343","152","499","455","189","643","613","251","863","609","146","755","575","157","732","608","120","724","1401","188","1589","1200","29","1230","962","19","983","891","114","1011","2713","22","2733","1410","74","1480","98","102","198","12376","2399","14780"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dec,Sherwood - Indooroopilly,"30403","167","503","673","59","135","190","83","288","374","63","267","328","156","581","736","209","507","714","386","451","831","405","519","929","637","575","1217","658","529","1189","581","529","1110","598","363","963","1236","589","1824","974","138","1109","735","85","820","764","286","1054","2266","74","2344","1067","443","1510","70","247","317","11124","7100","18224"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6deb,The Gap - Enoggera,"30404","66","89","155","39","40","84","65","196","261","72","310","375","184","621","803","262","361","624","526","328","854","586","356","938","861","391","1250","789","308","1100","709","274","983","793","191","991","1735","320","2058","1464","61","1532","1106","21","1134","851","106","958","1786","15","1795","1251","139","1393","99","185","285","13239","4322","17564"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dea,Brisbane Inner,"30501","245","627","871","66","159","228","91","564","654","77","696","767","196","956","1156","225","732","960","427","769","1194","464","1005","1467","684","1252","1931","804","1155","1954","659","1048","1707","798","871","1673","1791","1606","3395","1279","352","1634","979","249","1232","964","1061","2026","2333","325","2658","1236","831","2068","86","824","913","13409","15082","28491"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6de9,Brisbane Inner - East,"30502","59","88","150","31","49","77","39","171","208","43","222","265","97","455","552","134","274","408","246","316","566","298","351","656","432","472","909","462","426","887","441","404","847","452","320","770","1154","575","1733","1020","150","1172","804","109","916","832","274","1104","2396","122","2517","988","304","1293","77","186","266","10005","5283","15288"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6de8,Brisbane Inner - North,"30503","203","507","707","72","167","235","107","435","544","66","593","658","256","1158","1417","298","895","1199","584","834","1418","679","1075","1749","1028","1387","2419","1097","1136","2238","987","1058","2046","1052","853","1902","2319","1612","3931","1862","304","2168","1416","205","1617","1458","738","2198","4495","234","4728","1890","700","2587","165","473","633","20020","14379","34396"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6de7,Brisbane Inner - West,"30504","112","292","398","52","87","137","53","250","300","51","322","375","144","536","689","154","500","655","318","424","742","376","554","927","544","676","1220","647","640","1293","578","604","1187","622","407","1029","1393","798","2195","1118","202","1325","998","132","1134","1006","434","1446","3445","174","3621","1238","490","1725","63","241","305","12929","7754","20687"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6de6,Cairns - North,"30601","130","181","309","56","71","131","87","217","306","87","303","390","263","666","930","335","452","786","752","484","1232","715","592","1309","993","588","1586","1131","417","1543","972","318","1297","981","244","1229","2021","345","2367","1325","87","1413","849","45","896","545","108","654","959","67","1023","1642","185","1826","161","319","472","13998","5691","19688"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6de5,Cairns - South,"30602","187","309","500","110","146","260","187","705","890","226","1020","1245","652","1876","2527","869","1089","1963","1671","1195","2871","1638","1221","2855","2119","1213","3329","2096","823","2920","1687","630","2315","1556","471","2031","3009","611","3622","1882","135","2011","990","86","1075","659","207","863","1062","94","1158","2607","381","2988","408","811","1219","23633","13015","36653"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6de4,Port Douglas - Daintree,"30604","26","47","76","11","26","35","26","100","127","28","139","164","74","271","344","105","148","252","202","211","409","188","203","391","255","208","461","276","136","410","189","83","275","216","82","296","353","125","479","168","51","221","91","29","121","55","41","98","101","92","192","306","55","362","48","247","295","2716","2304","5024"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6de3,Tablelands (East) - Kuranda,"30605","95","130","226","90","75","165","112","342","450","90","551","646","420","1136","1562","365","495","857","1186","478","1668","828","476","1303","1086","411","1500","864","258","1126","637","139","767","614","102","713","1017","138","1154","653","34","684","348","14","363","178","57","237","336","31","369","1225","96","1314","234","506","737","10387","5452","15838"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6de2,Darling Downs (West) - Maranoa,"30701","166","139","301","67","62","135","93","267","362","87","430","523","358","916","1273","321","403","729","850","460","1315","663","527","1189","912","556","1466","882","375","1249","689","231","921","728","197","927","1276","297","1571","789","49","837","447","24","473","263","118","385","530","51","584","1248","76","1326","236","435","670","10605","5615","16225"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6de1,Darling Downs - East,"30702","83","100","186","85","74","160","71","218","287","96","348","446","383","869","1255","371","387","761","1046","388","1426","750","435","1183","992","402","1390","982","229","1219","694","153","851","734","126","856","1243","157","1400","741","41","776","403","17","418","257","64","328","408","21","427","1190","65","1261","174","267","442","10702","4370","15064"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6de0,Granite Belt,"30703","100","115","213","73","89","163","96","311","410","79","452","532","427","1150","1580","406","525","931","1371","422","1790","890","441","1330","1179","322","1499","1110","195","1306","689","113","798","708","88","796","1038","99","1136","547","21","574","268","12","271","141","58","194","248","16","262","1014","64","1075","225","354","580","10613","4832","15447"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6ddf,Central Highlands (Qld),"30801","50","77","131","28","54","83","44","166","210","42","184","229","130","384","509","143","167","307","296","294","591","247","295","547","363","369","731","440","266","706","364","206","567","470","179","652","945","332","1284","652","44","695","391","41","427","357","168","523","737","71","810","858","59","921","113","276","395","6666","3638","10304"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dde,Rockhampton,"30803","223","307","530","149","177","331","238","702","936","245","1068","1313","894","2406","3303","959","1078","2041","2437","1132","3570","1886","1130","3012","2314","1184","3501","2289","766","3053","1866","586","2453","1941","413","2348","3521","585","4104","2350","122","2470","1431","60","1494","861","217","1083","1561","89","1652","3580","274","3853","459","977","1438","29201","13273","42478"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6ddd,Biloela,"30804","45","37","84","26","25","51","24","75","99","32","116","142","84","233","317","70","107","181","210","162","372","171","139","314","233","159","392","243","106","349","214","68","284","240","77","313","483","168","646","340","12","354","240","14","256","142","73","214","304","28","334","396","31","431","91","166","263","3596","1802","5394"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6ddc,Gladstone,"30805","177","215","396","116","88","204","120","368","488","138","494","632","461","875","1336","489","406","893","1029","477","1505","788","519","1308","936","581","1519","1005","446","1449","833","351","1188","887","323","1214","2109","525","2638","1469","72","1550","937","46","981","813","266","1079","1477","66","1540","1845","136","1982","234","368","599","15882","6633","22516"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6ddb,Broadbeach - Burleigh,"30901","138","191","334","59","97","155","80","326","409","80","545","627","372","1275","1648","388","758","1148","1121","713","1842","918","889","1810","1272","879","2150","1286","663","1945","944","526","1473","1022","395","1417","1876","539","2411","1390","187","1575","922","93","1015","607","252","857","1352","119","1471","1403","413","1810","242","577","819","15474","9444","24916"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dda,Coolangatta,"30902","82","173","252","65","97","160","79","325","397","75","537","616","329","1350","1683","389","759","1148","1042","704","1745","920","746","1666","1184","709","1897","1135","450","1584","941","360","1302","993","265","1254","1699","318","2020","1144","93","1236","687","40","728","436","137","569","756","55","810","1353","257","1611","194","481","669","13495","7856","21347"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dd9,Gold Coast - North,"30903","188","244","438","82","116","200","117","406","521","127","715","846","545","1714","2255","592","997","1593","1621","817","2443","1355","857","2214","1666","866","2530","1575","539","2110","1087","376","1455","1094","295","1390","2049","393","2433","1208","86","1295","730","29","760","498","174","665","1030","38","1068","1438","238","1676","271","553","828","17258","9460","26722"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p28_total_hsehold_income_by_hsehold_census_2016.fid--7a4d496e_1724c35c6d1_-6dd8,Gold Coast Hinterland,"30904","38","44","79","21","24","41","27","73","103","24","121","145","134","297","433","124","158","283","370","139","506","276","146","422","403","136","541","437","99","534","317","95","410","330","44","376","642","59","703","410","9","422","278","6","287","177","21","194","310","11","319","506","40","542","71","97","171","4894","1624","6510"
