gml_id,sa3_name16,sa3_code16,p_55_64_ud_wk_l_5_hrs,p_55_64_ud_wk_5_14_hrs,p_55_64_ud_wk_15_29_hrs,p_55_64_ud_wk_30h_more,p_55_64_no_ud_wk,p_55_64_ud_wk_ns,p_55_64_os_v,p_55_64_yr_tot,p_65_74_ud_wk_l_5_hrs,p_65_74_ud_wk_5_14_hrs,p_65_74_ud_wk_15_29_hrs,p_65_74_ud_wk_30h_more,p_65_74_no_ud_wk,p_65_74_ud_wk_ns,p_65_74_os_v,p_65_74_yr_tot,p_75_84_ud_wk_l_5_hrs,p_75_84_ud_wk_5_14_hrs,p_75_84_ud_wk_15_29_hrs,p_75_84_ud_wk_30h_more,p_75_84_no_ud_wk,p_75_84_ud_wk_ns,p_75_84_os_v,p_75_84_yr_tot,p_85ov_ud_wk_l_5_h,p_85ov_ud_wk_5_14_h,p_85ov_ud_wk_15_29_h,p_85ov_ud_wk_30h_more,p_85ov_no_ud_wk,p_85ov_ud_wk_ns,p_85ov_os_v,p_85_yr_over_tot,p_tot_ud_wk_l_5_hrs,p_tot_ud_wk_5_14_hrs,p_tot_ud_wk_15_29_hrs,p_tot_ud_wk_30h_more,p_tot_no_ud_wk,p_tot_ud_wk_ns,p_total_os_v,p_total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-746b,Bribie - Beachmere,"31301","852","1512","880","643","1067","387","27","5374","678","1564","1276","1072","1500","622","36","6758","314","646","549","435","1042","515","26","3532","123","142","80","65","382","327","3","1123","4855","7020","4160","3364","6356","2666","210","28623"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-746a,Caboolture,"31302","1168","1950","1040","850","1491","652","44","7196","585","1171","893","879","1411","666","35","5637","246","410","277","275","771","551","13","2550","106","120","54","44","332","530","0","1195","10780","13034","6131","5492","11557","4979","763","52728"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7469,Caboolture Hinterland,"31303","261","507","275","250","308","223","6","1832","126","335","290","315","308","206","6","1584","45","108","76","78","195","116","3","616","12","26","12","10","130","42","0","229","1699","2547","1357","1269","1911","2129","59","10967"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7468,Narangba - Burpengary,"31304","1192","2153","1102","836","1214","429","34","6960","563","1204","829","826","1262","440","33","5159","238","425","328","283","721","400","17","2408","94","89","52","47","272","277","0","830","10716","13450","6003","5012","9328","3528","236","48267"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7467,Redcliffe,"31305","1568","2572","1148","713","1548","598","81","8231","927","1750","1218","946","1801","755","88","7488","431","742","527","454","1347","703","33","4236","166","196","97","91","863","534","9","1954","10700","13089","5843","4507","10913","4601","682","50331"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7466,The Hills District,"31401","1753","3651","1873","1067","1023","349","69","9791","809","1881","1498","1237","1137","336","59","6967","281","541","400","386","570","240","12","2429","117","134","64","39","301","126","8","780","16468","20836","9566","6698","9375","2636","407","65984"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7465,North Lakes,"31402","1074","1858","834","584","1087","277","99","5811","513","1056","763","620","1001","316","74","4342","216","346","274","217","609","228","33","1932","83","101","37","34","475","170","4","905","12762","15451","6195","5064","10116","3146","453","53185"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7464,Strathpine,"31403","769","1382","639","464","716","211","26","4204","359","768","568","488","729","226","30","3166","145","220","164","155","355","184","3","1235","49","49","28","23","149","174","0","478","6848","8308","3522","2784","5659","1875","146","29146"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7463,Far North,"31501","932","1105","480","386","1027","744","47","4719","400","562","361","306","827","544","43","3033","115","110","85","103","267","148","14","844","26","24","12","9","75","32","0","182","6208","6066","2693","2355","5878","4886","586","28672"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7462,Outback - North,"31502","711","1043","431","318","1002","667","44","4219","402","638","369","304","975","617","27","3326","93","136","88","110","318","219","3","969","19","28","8","10","74","45","0","184","5508","6469","2649","2161","6357","4378","242","27762"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7461,Toowoomba,"31701","2936","5552","2705","1766","2856","1296","99","17200","1474","3093","2444","2295","2841","1325","66","13538","777","1391","1059","1116","2133","1347","25","7848","329","436","233","209","1298","943","6","3456","25448","32296","15044","12172","22821","10393","945","119124"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7460,Maryborough,"31905","1040","1977","1198","1035","1426","784","40","7500","619","1436","1202","1287","1810","997","22","7374","259","483","375","451","1032","627","13","3242","93","116","61","62","466","233","3","1033","6027","8949","5118","4954","8140","4973","330","38493"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-745f,Mitcham,"40303","1500","2988","1424","647","892","341","107","7893","785","1899","1329","913","978","405","53","6359","407","843","654","499","919","462","9","3798","235","361","185","125","1040","408","3","2352","12282","15871","7443","4492","8912","2804","543","52342"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-745e,Onkaparinga,"40304","3730","7290","3467","2001","3365","1084","81","21020","1807","4320","3245","2451","3611","1170","75","16667","797","1441","1166","990","2419","986","17","7822","317","424","219","193","1627","623","3","3399","29598","39053","17963","13077","25210","8244","595","133735"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-745d,Charles Sturt,"40401","2415","4231","2017","1195","2665","696","153","13373","1221","2367","1752","1309","2559","763","76","10047","793","1315","940","723","2186","722","15","6690","390","436","252","184","1798","464","5","3520","20571","24570","10552","7355","21461","5741","640","90891"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-745c,Port Adelaide - West,"40402","1399","2328","1083","624","1872","493","75","7873","599","1107","766","647","1484","489","47","5138","302","451","333","268","1085","396","8","2848","161","194","96","54","802","276","3","1591","10300","12482","5298","3741","12820","3458","425","48524"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-745b,Campbelltown (SA),"40104","1049","1844","841","538","1011","194","142","5620","579","1253","911","708","1094","256","71","4869","412","800","646","434","1125","356","18","3799","176","238","118","87","870","169","7","1659","9552","11453","5372","3812","9458","1935","487","42074"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-745a,Prospect - Walkerville,"40106","762","1330","535","268","501","170","57","3631","300","679","447","281","440","147","32","2327","186","319","220","130","422","124","8","1406","84","121","73","35","394","76","0","781","5816","6852","2838","1678","4627","1280","279","23371"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7459,West Torrens,"40403","1287","2177","903","478","1213","336","138","6525","645","1312","823","531","1201","369","61","4941","437","739","548","448","1143","451","15","3780","243","312","151","137","846","499","0","2186","12461","14256","5666","3783","11965","3346","584","52057"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7458,Barossa,"40501","914","1647","925","632","688","379","10","5187","381","839","750","721","710","344","5","3758","171","335","304","284","507","245","0","1841","74","95","70","51","388","130","0","810","5806","8077","4306","3412","4577","2172","154","28498"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7457,Lower North,"40502","596","1093","582","471","618","265","7","3630","304","645","563","516","631","298","14","2971","109","245","209","188","445","222","4","1422","59","75","47","44","332","113","0","664","3334","4723","2626","2382","3523","1606","62","18257"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7456,Mid North,"40503","620","1157","681","553","797","337","8","4158","318","668","503","642","910","411","9","3445","152","284","235","279","653","304","0","1905","64","83","65","50","418","131","0","812","3767","5449","3028","2916","5330","2138","81","22710"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7455,Yorke Peninsula,"40504","692","1142","733","527","744","307","5","4146","383","861","780","722","958","423","4","4132","179","373","310","314","683","334","6","2195","66","110","57","58","409","200","0","900","3491","5221","3127","2740","4342","1939","49","20900"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7454,Adelaide City,"40101","580","842","275","126","491","548","259","3120","385","584","298","129","453","450","137","2431","114","188","107","70","308","222","29","1040","42","64","25","23","256","145","0","563","6522","5897","1666","860","6647","4506","2228","28321"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7453,Adelaide Hills,"40102","1665","3659","1802","1056","1106","528","27","9841","842","1973","1542","1272","1096","457","23","7212","271","613","503","483","735","365","3","2977","113","187","107","98","598","163","3","1270","12500","17730","8654","6233","7927","3349","245","56656"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7452,Norwood - Payneham - St Peters,"40105","853","1495","651","274","623","183","86","4161","478","943","614","346","674","188","46","3293","278","523","328","261","619","211","12","2230","129","187","127","65","621","138","3","1277","7528","8764","3559","2094","6208","1652","378","30179"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7451,Unley,"40107","915","1758","785","345","571","201","50","4629","523","1094","681","328","617","205","48","3497","237","423","285","212","623","172","14","1965","119","179","107","69","974","180","0","1622","7913","9373","3896","2191","6119","1589","355","31427"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7450,Gawler - Two Wells,"40201","700","1401","695","463","750","294","13","4327","291","655","546","482","799","295","8","3079","189","299","231","219","642","239","3","1825","83","82","59","58","329","134","3","753","5724","7702","3667","2826","5580","1974","80","27548"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-744f,Playford,"40202","1450","2519","1250","893","2320","770","28","9231","583","1167","936","799","1841","666","25","6014","317","566","393","387","1417","673","13","3759","127","150","64","69","730","307","3","1450","13546","16895","7718","6749","17811","6226","197","69148"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-744e,Port Adelaide - East,"40203","1140","2024","922","573","1514","441","261","6874","597","1183","836","649","1413","473","133","5282","322","547","362","383","1067","410","18","3113","176","192","129","90","800","212","4","1603","12073","14271","5971","4610","14057","4399","807","56188"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-744d,Salisbury,"40204","2613","4308","2126","1416","3588","871","245","15172","1162","2344","1808","1420","3229","846","121","10935","582","978","667","640","2114","700","15","5701","176","217","110","106","1169","271","7","2051","22844","27625","12294","9727","28982","6840","937","109255"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-744c,Tea Tree Gully,"40205","2185","4081","1992","1170","1873","380","127","11806","1079","2474","1938","1419","2034","465","85","9495","526","943","771","612","1519","546","15","4936","169","241","158","98","1054","309","0","2024","17270","21957","10274","6942","15406","3368","478","75708"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-744b,Burnside,"40103","1132","2084","985","480","639","245","95","5656","721","1470","1076","592","753","270","76","4954","345","684","530","337","644","274","23","2842","198","275","169","100","648","227","4","1617","8856","10382","5139","3130","6532","1813","515","36366"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-744a,Eyre Peninsula and South West,"40601","1318","2219","1244","832","1658","867","26","8160","644","1218","909","985","1556","777","11","6096","278","465","427","449","992","548","10","3162","146","161","83","86","557","276","0","1308","8765","12069","6084","5107","9532","5392","209","47151"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7449,Outback - North and East,"40602","566","1118","483","336","978","686","37","4203","306","535","341","342","803","466","21","2809","96","181","109","130","354","215","7","1093","33","36","29","19","147","66","0","327","4142","5814","2657","2089","5709","4287","266","24970"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7448,Fleurieu - Kangaroo Island,"40701","1267","2640","1411","882","1157","547","50","7951","872","2161","1830","1410","1574","637","21","8521","394","828","719","695","1220","638","11","4512","155","238","147","132","812","361","4","1853","7189","11528","6637","5163","7344","3607","399","41872"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7447,Limestone Coast,"40702","1471","2652","1363","971","1547","625","28","8661","725","1385","1148","1010","1522","683","26","6495","378","599","495","451","1024","626","3","3573","152","182","112","95","698","406","0","1644","10291","13695","6893","5553","9845","4754","317","51358"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7446,Murray and Mallee,"40703","1606","2930","1597","1040","1874","818","41","9901","889","1812","1454","1357","1970","1000","22","8500","390","765","580","646","1407","693","9","4492","201","231","146","123","836","356","0","1898","10674","14547","7617","6322","11975","6063","745","57942"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7445,Augusta - Margaret River - Busselton,"50101","1033","2116","1137","697","888","589","84","6540","564","1303","994","907","929","559","71","5322","245","492","382","384","642","433","31","2606","108","131","95","93","378","270","7","1064","7789","10983","5654","4683","6203","3912","879","40100"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7444,Bunbury,"50102","1999","3691","2058","1574","2126","986","68","12512","882","1966","1597","1549","1991","1026","39","9049","425","778","610","658","1275","820","16","4588","175","243","126","118","791","334","0","1782","15571","20858","10371","9655","14708","7439","468","79059"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7443,Manjimup,"50103","541","1096","669","505","535","361","31","3730","307","688","574","553","534","362","7","3033","124","218","178","207","342","285","6","1360","49","69","47","26","155","97","0","445","3150","4766","2754","2508","2971","2105","285","18533"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7442,Mandurah,"50201","1795","3442","1901","1480","2198","823","113","11749","1178","2479","1911","1850","2778","1069","69","11318","628","1245","904","963","2141","1004","16","6897","202","306","170","158","1074","468","4","2379","14145","19289","9729","9179","16658","6327","428","75754"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7441,Cottesloe - Claremont,"50301","1691","2913","1351","717","893","478","102","8135","948","1954","1233","768","972","496","77","6452","460","922","676","467","853","451","25","3866","259","342","199","128","770","397","8","2111","14673","14675","6928","4897","9963","3806","1268","56210"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7440,Perth City,"50302","2325","3557","1425","690","1812","1316","513","11643","1072","1892","1037","613","1718","982","226","7537","434","748","514","309","1248","667","53","3977","198","261","120","99","982","400","9","2073","24922","23969","8051","5224","17551","11615","4276","95614"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-743f,Bayswater - Bassendean,"50401","1686","2857","1272","814","1742","591","169","9133","832","1670","1056","836","1621","621","110","6750","421","763","467","436","1205","615","23","3928","195","213","128","88","713","438","3","1781","15908","17928","7077","5374","14517","4984","806","66578"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-743e,Mundaring,"50402","897","1802","982","660","766","386","26","5521","416","1077","792","802","753","411","18","4264","188","404","273","270","498","272","7","1923","73","107","61","49","245","142","3","670","6694","9079","4413","3792","5565","4054","152","33750"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-743d,Swan,"50403","2215","3769","1830","1352","2728","898","285","13068","894","1818","1233","1073","1993","788","160","7956","364","661","455","433","1124","631","60","3727","129","161","95","79","490","369","4","1332","22290","25618","10928","9521","21978","8035","987","99368"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-743c,Joondalup,"50501","3845","7197","3427","2067","2859","775","191","20367","1651","3833","2587","1999","2659","710","151","13600","647","1251","806","711","1667","566","56","5706","275","318","190","126","1180","374","9","2472","30138","35545","16204","11775","22914","5542","1081","123204"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-743b,Stirling,"50502","3997","6387","2876","1741","3576","1263","448","20285","2044","3983","2473","1936","3510","1281","222","15451","1217","2033","1488","1211","2846","1322","44","10158","482","656","382","275","1685","946","12","4429","38642","41633","16723","12828","34280","11854","2013","157974"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-743a,Wanneroo,"50503","2915","4857","2284","1589","3519","1040","312","16512","1300","2605","1755","1488","2750","904","197","10997","605","1022","743","659","1691","788","67","5571","151","182","126","85","877","419","15","1849","32668","37416","15918","13262","31731","9769","1351","142120"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7439,Armadale,"50601","1252","2337","1257","904","1606","552","262","8176","608","1246","871","870","1334","547","114","5581","227","460","317","333","781","430","33","2590","99","116","69","51","362","252","8","954","12874","16153","7193","6643","13076","4588","747","61272"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7438,Belmont - Victoria Park,"50602","1245","2130","876","555","1447","775","235","7267","553","1036","672","468","1217","638","130","4705","292","468","289","277","871","484","19","2699","144","150","85","65","521","261","3","1242","14173","14976","5310","4108","13812","6940","1138","60461"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7437,Canning,"50603","1787","3094","1530","994","1711","452","381","9959","849","1825","1143","984","1593","462","188","7035","400","728","530","463","1215","494","56","3881","214","265","160","92","1030","392","7","2171","18037","19023","8182","6686","19180","4830","1755","77687"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7436,Gosnells,"50604","1987","3392","1739","1264","2575","728","472","12154","878","1919","1251","1109","2240","682","249","8325","419","753","517","429","1299","602","45","4075","136","185","95","61","577","336","4","1396","19787","22606","9910","8815","23414","7053","1328","92909"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7435,Kalamunda,"50605","1113","2205","1106","748","1070","448","82","6767","617","1348","1024","918","1077","416","52","5446","260","597","443","432","742","366","22","2860","89","140","82","64","329","190","3","898","9908","12476","5856","5028","8630","3021","336","45252"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7434,Serpentine - Jarrahdale,"50606","386","813","399","311","430","205","46","2597","167","351","256","291","385","126","25","1608","40","139","82","96","209","90","5","654","13","18","16","16","94","26","0","187","4356","5481","2334","2395","3722","1625","151","20051"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7433,South Perth,"50607","1005","1745","799","451","752","353","99","5195","536","998","617","377","763","284","80","3649","203","382","235","200","512","244","20","1802","109","151","81","54","445","284","3","1124","9492","9767","3757","2609","6963","2829","719","36142"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7432,Cockburn,"50701","1882","3098","1469","1000","2081","664","225","10416","788","1632","1067","894","1727","582","157","6846","394","679","442","394","1112","595","21","3630","119","193","76","78","580","343","6","1391","18824","21605","9046","7225","16924","5728","950","80311"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7431,Fremantle,"50702","1038","1719","702","347","738","444","53","5047","493","1011","578","372","653","383","36","3537","243","418","300","210","550","366","6","2090","98","107","60","49","344","257","3","916","7764","8762","3597","2348","5221","3384","565","31654"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-7430,Kwinana,"50703","476","889","439","365","746","294","126","3345","212","450","306","272","588","279","53","2160","97","171","109","121","389","190","19","1103","35","30","12","23","146","73","3","321","6124","7436","3090","2921","6380","3451","316","29715"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-742f,Melville,"50704","2403","4508","2274","1367","1725","598","205","13090","1237","2672","1820","1328","1781","605","139","9583","673","1236","892","744","1509","739","38","5831","363","513","270","203","1193","726","13","3276","20152","22979","10629","7906","15485","5062","1214","83430"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-742e,Rockingham,"50705","2014","3575","1787","1337","2377","857","144","12084","904","1865","1454","1331","2112","812","101","8572","458","816","565","610","1525","785","37","4791","152","206","123","117","711","401","4","1706","19672","24841","11340","10230","19692","8110","628","94512"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-742d,Albany,"50901","1385","2606","1372","949","1214","786","66","8376","730","1482","1097","1137","1295","732","42","6517","339","624","469","528","930","569","8","3476","137","214","102","96","573","326","4","1442","9153","12358","6269","5559","8246","5263","414","47263"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-742c,Wheat Belt - North,"50902","1280","2384","1342","1122","1667","964","53","8805","733","1355","1095","1277","1548","883","18","6918","318","492","410","509","851","593","6","3180","108","141","72","71","377","191","0","960","8006","11040","5790","6024","9118","5941","540","46454"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-742b,Wheat Belt - South,"50903","538","792","434","391","562","368","16","3098","226","487","300","365","504","292","7","2176","101","207","140","167","301","224","0","1135","56","45","39","22","150","89","0","415","3189","4081","2075","2060","3032","2097","109","16634"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p20b_unpaid_domestic_work_hrs_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-742a,Kimberley,"51001","1306","1803","743","400","1656","975","143","7024","798","1150","625","449","1576","813","103","5510","165","216","135","74","450","228","29","1294","27","13","11","8","96","30","0","194","8119","8806","3591","2488","8243","6172","1270","38687"
