sa3_code16,nsq_ce_ii_indst_nsp,nsq_crt_ii_totm,nsq_crt_ii_totf,nsq_crt_ii_totp,nsq_crt_iii_ovr_ind_m,nsq_crt_iii_ovr_ind_f,nsq_crt_iii_ovr_ind_p,nsq_cer_iii_ov_no_in_m,nsq_cer_iii_ov_no_in_f,nsq_cer_iii_ov_no_in_p,nsq_ce_iii_ov_ind_s_nsm,nsq_ce_iii_ov_ind_s_nsf,nsq_ce_iii_ov_ind_s_nsp,nsq_crt_iii_ovr_totm,nsq_crt_iii_ovr_totf,nsq_crt_iii_ovr_totp,mig_sme_add_1_yr_ago_indig_m,mig_sme_add_1_yr_ago_indig_f,mig_sme_add_1_yr_ago_indig_p,mig_sme_add_1_yr_ago_no_ind_m,mig_sme_add_1_yr_ago_no_ind_f,mig_sme_add_1_yr_ago_no_ind_p,mig_sa_ad_1_yr_ag_indst_nsm,mig_sa_ad_1_yr_ag_indst_nsf,mig_sa_ad_1_yr_ag_indst_nsp,mig_sme_add_1_yr_ago_totm,mig_sme_add_1_yr_ago_totf,mig_sme_add_1_yr_ago_totp,mig_diff_add_1_yr_ago_indig_m,mig_diff_add_1_yr_ago_indig_f,mig_diff_add_1_yr_ago_indig_p,mig_diff_ad_1_yr_ago_no_ind_m,mig_diff_ad_1_yr_ago_no_ind_f,mig_diff_ad_1_yr_ago_no_ind_p,mig_dif_ad_1_yr_ag_in_st_nsm,mig_dif_ad_1_yr_ag_in_st_nsf,mig_dif_ad_1_yr_ag_in_st_nsp,mig_diff_add_1_yr_ago_totm,mig_diff_add_1_yr_ago_totf,mig_diff_add_1_yr_ago_totp,mig_sme_add_5_ago_indig_m,mig_sme_add_5_ago_indig_f,mig_sme_add_5_ago_indig_p,mig_sme_ad_5_ago_no_ind_m,mig_sme_ad_5_ago_no_ind_f,mig_sme_ad_5_ago_no_ind_p,mig_sa_ad_5_ag_in_st_nsm,mig_sa_ad_5_ag_in_st_nsf,mig_sa_ad_5_ag_in_st_nsp,mig_sme_add_5_ago_totm,mig_sme_add_5_ago_totf,mig_sme_add_5_ago_totp,mig_diff_add_5_ago_ind_m,mig_diff_add_5_ago_ind_f,mig_diff_add_5_ago_ind_p,mig_diff_ad_5_ag_no_ind_m,mig_diff_ad_5_ag_no_ind_f,mig_diff_ad_5_ag_no_ind_p,mi_dif_ad_5_ag_in_st_nsm,mi_dif_ad_5_ag_in_st_nsf,mi_dif_ad_5_ag_in_st_nsp,mig_diff_add_5_ago_totm,mig_diff_add_5_ago_totf,mig_diff_add_5_ago_totp,sa3_name16
50704,0,210,370,574,46,18,61,6764,2792,9555,40,23,61,6844,2826,9675,249,259,510,37805,40828,78636,214,230,444,38271,41326,79598,65,55,115,6390,6845,13235,34,35,69,6488,6933,13422,157,172,329,25754,28183,53936,169,190,359,26079,28542,54620,130,126,253,17274,18374,35649,79,70,149,17475,18572,36052,Melville
50705,12,486,943,1422,176,157,332,15008,7157,22167,101,47,145,15283,7362,22652,876,909,1781,43974,44929,88906,323,348,668,45178,46188,91361,310,346,658,9535,10127,19658,72,59,137,9920,10538,20455,419,443,860,24990,25326,50312,199,210,412,25609,25980,51584,631,675,1307,25837,27208,53051,162,163,323,26633,28053,54682,Rockingham
50901,0,260,476,740,115,86,202,5769,2854,8618,39,26,68,5923,2971,8891,743,733,1483,21131,21510,42648,241,263,508,22120,22513,44631,177,163,342,3752,3876,7629,40,35,73,3972,4069,8046,446,471,919,14280,14331,28609,167,190,352,14887,14989,29875,379,364,743,9618,10167,19785,95,87,177,10091,10617,20704,Albany
50902,4,184,410,594,83,98,185,5854,2205,8059,43,17,61,5982,2321,8308,926,906,1831,20780,19447,40221,251,267,518,21956,20623,42576,193,235,433,3169,3074,6238,31,26,53,3391,3335,6726,564,521,1079,14430,13260,27689,175,186,360,15166,13968,29131,429,518,944,8376,8212,16591,82,82,158,8886,8811,17697,Wheat Belt - North
50903,0,92,135,232,35,26,66,1787,776,2560,17,8,30,1842,810,2656,313,333,648,7447,7002,14450,96,97,194,7854,7435,15287,112,125,238,1059,1159,2222,20,10,27,1195,1294,2488,175,207,380,5279,4905,10185,55,60,120,5516,5165,10683,199,197,394,2756,2792,5545,39,27,70,2994,3019,6012,Wheat Belt - South
51001,0,197,298,492,626,400,1028,2233,813,3046,24,7,37,2881,1226,4111,5228,5776,11003,6049,5548,11593,115,95,211,11385,11421,22806,1169,1280,2448,2109,2247,4364,32,36,68,3311,3566,6879,3787,4155,7945,3076,2595,5670,68,45,114,6933,6793,13726,1918,2192,4109,4633,4798,9433,59,59,122,6608,7056,13667,Kimberley
51002,0,111,176,284,315,149,463,3649,776,4424,39,10,49,4000,940,4937,1659,1582,3240,6655,4180,10837,87,55,145,8405,5822,14222,521,486,1006,2883,2234,5115,33,24,61,3435,2744,6175,941,989,1930,2713,1437,4154,46,28,71,3708,2456,6157,1035,896,1927,6278,4476,10753,59,45,105,7375,5416,12785,East Pilbara
51003,3,143,231,369,274,116,392,5888,1187,7071,53,10,63,6209,1313,7522,1328,1213,2539,10724,6721,17451,125,72,197,12178,8012,20185,478,456,932,4738,2919,7653,37,20,61,5255,3395,8649,610,564,1174,3868,2238,6106,60,36,93,4544,2837,7380,1001,929,1922,10689,6600,17292,90,51,144,11781,7572,19356,West Pilbara
51101,0,67,149,213,22,22,45,1568,684,2250,20,12,28,1615,712,2324,232,219,450,5563,5482,11046,96,86,185,5888,5787,11678,50,65,112,1025,998,2018,9,18,26,1079,1077,2158,133,127,263,3691,3568,7255,58,57,118,3884,3750,7631,119,127,249,2543,2576,5117,36,40,81,2698,2748,5445,Esperance
51102,0,49,92,139,51,28,81,1010,320,1337,9,6,13,1071,358,1427,507,494,1005,2898,2560,5460,37,32,69,3443,3089,6526,79,83,165,684,667,1350,8,8,16,779,755,1535,360,361,719,1807,1504,3311,29,19,48,2193,1885,4072,180,179,358,1596,1550,3151,14,16,31,1790,1740,3537,Gascoyne
51103,3,129,255,383,171,106,282,4489,1424,5918,25,17,46,4694,1548,6238,1611,1762,3367,12355,10791,23141,104,117,222,14069,12661,26736,547,558,1111,3060,2714,5781,25,20,42,3636,3299,6933,1082,1188,2272,7048,5995,13038,75,63,141,8206,7250,15456,834,907,1739,7547,6735,14280,48,54,105,8423,7697,16127,Goldfields
51104,0,258,450,713,251,181,441,5821,2296,8121,50,19,73,6129,2501,8627,1678,1783,3463,18167,17495,35654,199,193,390,20042,19471,39517,494,615,1110,3299,3348,6645,48,38,84,3843,3998,7838,964,1032,1998,12183,11450,23635,134,126,264,13291,12605,25896,945,1126,2071,8380,8572,16954,71,77,152,9404,9772,19169,Mid West
60101,3,78,173,249,88,70,156,1561,856,2413,18,4,27,1667,932,2599,602,629,1226,5865,6028,11890,109,103,212,6575,6756,13324,101,118,219,837,956,1795,12,15,27,951,1086,2035,378,377,750,4253,4264,8520,70,69,140,4700,4711,9414,249,284,534,2020,2381,4409,33,27,57,2305,2690,4994,Brighton
60102,3,173,344,520,140,110,248,4988,2354,7345,41,19,61,5173,2482,7651,726,752,1471,19088,20757,39845,171,243,413,19983,21753,41731,142,125,263,2779,3015,5799,27,14,44,2952,3160,6105,475,487,968,13569,14596,28162,123,188,308,14166,15269,29434,314,322,637,7531,8454,15987,67,65,129,7910,8842,16750,Hobart - North East
60103,8,234,490,725,195,164,356,5136,2789,7924,44,18,66,5378,2972,8346,924,1008,1923,18696,19885,38583,259,254,515,19879,21146,41023,209,249,459,3005,3294,6299,37,41,72,3248,3580,6828,595,600,1189,13208,13996,27202,203,205,412,14002,14797,28799,446,560,1001,7719,8366,16084,65,68,135,8227,9000,17226,Hobart - North West
60104,0,104,215,317,106,78,187,2711,1317,4030,20,9,35,2839,1409,4252,472,465,935,11994,13033,25023,101,124,219,12559,13618,26178,87,96,178,1881,2108,3983,20,14,34,1986,2220,4204,267,284,559,8245,8925,17166,69,91,157,8580,9302,17881,232,224,463,5122,5719,10840,49,48,95,5407,5991,11397,Hobart - South and West
60105,5,168,195,364,52,31,83,2633,1308,3939,33,0,32,2712,1342,4057,245,250,493,17385,18499,35882,128,122,251,17760,18868,36632,101,81,180,4443,4671,9112,17,23,44,4562,4774,9339,133,145,279,11048,12047,23090,104,86,184,11284,12272,23559,187,174,354,10305,10733,21038,47,53,101,10533,10955,21488,Hobart Inner
60106,3,62,148,212,58,45,105,1862,897,2756,14,3,16,1936,945,2880,245,218,464,5955,6083,12038,67,68,137,6264,6369,12638,64,60,129,866,935,1807,5,7,18,938,1004,1945,150,134,286,4236,4235,8467,48,52,96,4429,4425,8849,142,121,262,2304,2525,4830,22,23,39,2461,2673,5136,Sorell - Dodges Ferry
60201,8,326,676,1001,173,132,303,7251,3698,10948,59,25,86,7487,3854,11343,960,972,1934,28112,30447,58560,292,330,620,29362,31750,61115,232,286,519,5413,5816,11220,45,56,96,5684,6157,11835,561,570,1132,19084,20588,39674,211,245,456,19863,21401,41263,530,588,1122,13269,14469,27736,94,118,203,13893,15164,29062,Launceston
60202,0,80,203,282,38,35,73,2377,1070,3448,32,3,35,2448,1112,3557,250,289,538,8598,8669,17265,139,96,239,8984,9054,18041,52,56,112,1062,1184,2249,11,14,26,1126,1258,2387,152,159,314,6375,6287,12660,117,80,193,6646,6526,13165,118,154,269,2940,3230,6171,30,31,62,3095,3411,6510,Meander Valley - West Tamar
60203,13,164,327,493,91,60,148,3974,1634,5609,33,12,50,4104,1701,5805,506,507,1010,14075,13837,27911,199,188,386,14783,14531,29312,91,113,203,1860,2020,3878,27,27,51,1978,2162,4138,306,318,624,10551,10245,20796,152,147,299,11007,10703,21715,227,261,487,4721,4979,9699,54,53,110,5001,5293,10293,North East
60301,0,45,102,147,40,37,82,1135,501,1633,19,3,21,1200,541,1740,234,257,494,4549,4032,8581,71,67,138,4856,4352,9211,28,40,70,421,439,865,7,8,16,459,488,947,164,165,330,3531,3071,6603,61,63,120,3758,3296,7051,71,108,180,1259,1215,2472,11,3,12,1340,1323,2666,Central Highlands (Tas.)
60302,9,84,142,229,141,86,226,1809,742,2547,14,14,27,1968,837,2806,677,691,1373,6906,6698,13604,112,121,234,7694,7510,15205,79,88,171,993,1081,2070,13,17,31,1087,1182,2274,500,481,982,4881,4629,9512,81,86,172,5463,5197,10660,197,237,431,2762,2856,5616,34,34,75,2993,3124,6123,Huon - Bruny Island
60303,3,22,56,70,20,17,33,724,288,1010,6,5,12,754,302,1057,134,122,261,2516,2363,4883,43,41,77,2693,2530,5220,25,29,59,340,350,691,4,0,7,371,379,752,99,99,196,1873,1698,3572,29,27,59,1993,1828,3823,46,43,90,907,915,1825,11,8,19,964,970,1932,South East Coast
40302,5,368,484,847,79,52,128,8280,3993,12272,50,20,70,8406,4068,12473,366,367,737,33204,36044,69251,233,277,510,33810,36687,70488,119,128,246,5990,6370,12362,41,41,86,6152,6538,12689,227,217,449,22622,24429,47052,169,186,358,23024,24837,47859,213,250,468,15177,16763,31942,85,111,194,15479,17120,32598,Marion
60401,3,236,444,680,311,205,515,4926,2316,7238,46,18,64,5281,2536,7813,1281,1368,2648,16611,17849,34454,235,269,498,18125,19478,37606,277,300,582,2423,2624,5047,30,21,52,2729,2950,5678,779,870,1649,12129,12726,24856,169,181,353,13078,13787,26863,626,662,1290,6237,7055,13288,68,85,150,6929,7802,14733,Burnie - Ulverstone
60402,3,202,427,626,199,174,371,4700,2277,6975,44,18,60,4946,2466,7407,966,1026,1990,15634,16651,32284,171,209,382,16772,17888,34656,205,204,412,2420,2673,5091,28,36,57,2647,2913,5560,625,596,1224,11319,11757,23082,130,162,291,12077,12521,24594,445,525,968,6166,6941,13111,57,65,121,6673,7533,14199,Devonport
60403,3,60,152,214,151,110,262,1767,741,2514,30,10,37,1946,861,2809,755,729,1478,6065,5583,11641,131,108,235,6942,6420,13359,148,161,310,949,950,1899,11,9,22,1107,1122,2231,511,460,974,4457,4030,8490,87,77,165,5057,4568,9626,302,340,648,2243,2245,4485,40,26,65,2592,2612,5200,West Coast
70101,3,86,87,170,95,60,155,2419,881,3295,11,3,18,2522,944,3469,412,422,834,7291,6291,13583,48,42,94,7753,6759,14514,160,163,326,3620,3368,6984,21,16,34,3794,3552,7350,256,280,536,3120,2765,5888,34,35,70,3411,3084,6492,283,287,566,7522,6553,14072,28,25,57,7836,6863,14700,Darwin City
70102,0,176,240,416,272,218,487,4368,1769,6134,43,17,54,4675,1998,6677,1609,1754,3364,16307,15817,32123,194,184,375,18106,17755,35865,426,478,905,4765,4842,9612,36,44,77,5227,5364,10595,992,1114,2112,9655,9393,19047,129,117,251,10780,10623,21403,866,937,1806,10471,10325,20791,77,91,168,11419,11348,22770,Darwin Suburbs
70103,3,76,131,202,169,74,240,3496,1027,4520,54,11,66,3715,1112,4830,661,562,1218,7712,6139,13849,149,138,283,8520,6830,15348,137,125,259,1705,1141,2852,33,12,44,1875,1286,3158,418,371,792,4912,4001,8917,112,82,193,5441,4457,9901,318,249,570,4116,2913,7035,50,43,93,4481,3207,7695,Litchfield
70203,0,79,110,188,228,136,362,579,176,757,12,3,19,825,314,1142,4779,4925,9705,1696,1322,3023,44,43,86,6522,6293,12809,301,305,606,406,375,783,15,15,25,724,692,1415,4169,4331,8498,1041,690,1736,28,21,54,5240,5046,10286,465,485,944,981,903,1883,23,25,45,1461,1407,2868,Daly - Tiwi - West Arnhem
70204,0,60,78,138,111,131,240,508,161,664,0,4,8,617,296,915,3910,4029,7939,1333,1198,2527,17,25,49,5265,5255,10516,224,227,451,432,442,880,5,3,11,666,681,1338,3530,3651,7178,586,432,1017,12,15,28,4127,4098,8225,295,330,627,1046,1072,2122,11,16,28,1356,1419,2770,East Arnhem
70205,0,92,132,221,253,164,422,1005,373,1378,15,8,22,1268,550,1826,3846,3925,7765,2664,2267,4935,61,52,118,6575,6244,12818,377,418,786,996,884,1877,14,18,27,1382,1315,2692,3169,3295,6468,1369,1160,2531,42,34,73,4583,4491,9076,644,686,1330,2044,1778,3818,27,30,60,2709,2501,5212,Katherine
80101,6,308,438,738,122,87,216,5924,3150,9074,28,17,44,6073,3254,9327,579,615,1193,35184,36445,71632,216,217,431,35975,37281,73259,162,148,318,7084,7108,14188,41,34,69,7280,7294,14575,316,380,691,23400,24671,48072,151,157,302,23864,25203,49069,350,332,679,17176,17358,34534,71,79,146,17598,17762,35359,Belconnen
80103,0,8,3,11,4,0,4,125,29,156,0,0,0,129,31,159,11,3,16,430,317,750,7,5,11,450,328,780,4,0,6,78,67,144,3,0,3,81,72,154,11,3,15,296,212,513,9,0,7,313,218,538,4,3,4,194,155,351,0,0,0,205,154,361,Canberra East
40301,4,108,157,260,14,9,23,2640,1240,3880,17,4,22,2666,1257,3927,78,76,151,12043,13388,25432,81,78,162,12201,13539,25742,27,31,63,2332,2488,4819,9,15,23,2368,2532,4902,48,46,86,7966,8964,16929,59,67,123,8066,9067,17138,48,58,108,6112,6653,12765,24,29,49,6182,6738,12922,Holdfast Bay
70104,10,172,255,427,235,216,453,3750,1788,5535,29,10,38,4012,2011,6024,1214,1271,2488,9418,9116,18530,87,84,178,10721,10475,21197,475,481,957,3625,3624,7247,38,33,73,4134,4136,8270,642,675,1321,4398,4174,8574,57,51,102,5097,4900,9996,815,880,1693,7716,7679,15394,51,58,108,8577,8617,17200,Palmerston
70202,0,24,45,70,125,84,205,226,92,323,6,0,9,360,172,535,1438,1456,2897,603,515,1123,14,14,25,2056,1993,4048,191,142,332,240,247,493,3,9,13,438,400,837,1149,1162,2314,308,255,562,10,4,17,1462,1422,2889,310,288,601,490,466,956,6,13,20,802,771,1575,Barkly
70201,3,137,189,327,356,272,632,2191,987,3171,35,12,42,2576,1272,3846,4671,5291,9956,7143,7050,14191,95,92,185,11903,12431,24333,700,772,1464,2110,2307,4418,33,40,73,2842,3115,5955,3656,4240,7895,3908,3815,7723,71,70,143,7637,8122,15758,1221,1357,2585,4954,5178,10130,55,47,97,6235,6584,12811,Alice Springs
80104,3,152,293,445,52,47,97,3779,2407,6188,18,5,19,3847,2459,6310,341,331,670,25317,26073,51398,115,113,224,25772,26519,52290,114,113,227,6338,6516,12856,32,32,59,6481,6664,13145,142,144,291,11342,11790,23130,62,58,119,11548,12000,23544,262,245,507,18251,18869,37126,63,69,126,18570,19188,37760,Gungahlin
80105,0,136,127,262,30,31,58,1707,950,2656,4,10,16,1743,983,2726,203,191,399,16468,16736,33203,86,99,189,16757,17026,33788,90,79,167,6716,6794,13511,22,25,53,6830,6898,13728,89,92,183,8395,9105,17502,54,62,122,8541,9262,17804,179,163,343,14380,14023,28404,46,55,102,14604,14239,28844,North Canberra
80106,0,34,72,110,26,27,45,826,463,1295,4,6,9,853,494,1348,123,124,246,8654,9254,17902,43,53,90,8814,9431,18244,33,36,65,2743,2900,5643,8,11,17,2780,2946,5729,67,57,130,4941,5305,10248,21,41,67,5035,5412,10442,73,88,161,6249,6643,12893,23,17,41,6346,6747,13088,South Canberra
80107,3,290,473,760,117,127,241,6776,3564,10342,40,16,54,6929,3712,10637,780,834,1611,32975,34272,67247,168,191,357,33925,35300,69220,174,184,365,4296,4504,8799,6,29,36,4480,4718,9192,508,541,1050,23807,24940,48743,138,148,284,24445,25635,50078,375,405,781,11897,12512,24410,34,52,90,12304,12977,25278,Tuggeranong
80108,3,52,75,125,16,10,27,1298,646,1940,15,8,15,1322,663,1984,123,114,236,8588,9228,17819,65,53,122,8771,9400,18176,28,37,65,1294,1357,2647,4,4,11,1326,1397,2724,74,69,140,6126,6638,12762,48,39,84,6245,6747,12994,58,70,119,3394,3601,6999,19,22,35,3465,3691,7154,Weston Creek
80109,0,65,120,179,11,18,29,1474,752,2227,7,0,7,1499,769,2265,157,143,301,12445,13216,25660,74,77,147,12676,13434,26108,25,51,70,2632,2847,5475,12,15,32,2668,2911,5577,98,97,189,8005,8716,16722,48,46,93,8147,8855,17004,86,76,163,6722,6970,13691,28,40,70,6834,7090,13930,Woden Valley
80110,0,15,12,30,3,0,3,188,118,301,0,0,0,187,118,305,6,16,15,1027,1060,2096,8,10,16,1040,1085,2126,13,10,18,953,1011,1964,0,3,4,967,1027,1997,0,0,0,44,55,95,0,0,0,44,55,96,12,15,35,1783,1892,3672,7,12,15,1799,1926,3719,Molonglo
80111,0,0,0,0,0,0,0,68,27,103,0,0,0,72,27,100,3,0,3,263,223,486,0,6,4,269,225,499,0,0,0,14,23,33,0,0,0,13,23,34,0,0,0,140,128,268,0,0,0,145,130,274,0,0,0,116,117,234,0,0,0,116,118,236,Urriarra - Namadgi
90101,0,12,14,23,0,0,0,171,53,217,3,0,3,168,51,222,0,3,3,600,491,1092,11,6,18,612,498,1112,0,0,0,106,88,200,0,0,0,106,86,200,0,0,0,418,349,769,7,5,16,425,352,781,0,3,3,246,208,454,0,0,0,247,212,461,Christmas Island
90102,0,0,3,6,0,0,0,46,17,65,0,0,0,48,17,65,0,0,0,212,226,432,13,9,16,225,229,453,0,0,0,22,21,38,0,0,0,22,21,38,0,0,0,167,176,345,9,3,15,178,182,355,0,0,0,42,40,83,0,0,0,42,40,83,Cocos (Keeling) Islands
90103,0,3,3,6,9,3,12,7,7,15,0,0,0,22,15,33,78,77,157,33,23,52,0,3,3,113,100,216,7,13,18,54,25,80,0,0,0,59,34,98,74,71,142,11,7,26,0,3,3,86,83,167,14,12,23,66,30,100,0,0,0,80,41,122,Jervis Bay
90104,0,6,12,17,0,0,0,215,62,275,4,3,4,215,64,282,3,7,5,640,722,1364,6,11,19,653,737,1396,0,3,3,104,111,214,0,0,0,104,109,214,3,3,8,505,556,1068,7,17,22,516,578,1089,0,3,3,202,240,441,3,0,3,208,241,447,Norfolk Island
