sa3_name16,sa3_code16,south_africa_before_1946,south_africa_1946_1955,south_africa_1956_1965,south_africa_1966_1975,south_africa_1976_1985,south_africa_1986_1995,south_africa_1996_2005,south_africa_2006_2010,south_africa_2011,south_africa_2012,south_africa_2013,south_africa_2014,south_africa_2015,south_africa_2016,south_africa_yr_arrival_notstated,south_africa_tot,sri_lanka_before_1946,sri_lanka_1946_1955,sri_lanka_1956_1965,sri_lanka_1966_1975,sri_lanka_1976_1985,sri_lanka_1986_1995,sri_lanka_1996_2005,sri_lanka_2006_2010,sri_lanka_2011,sri_lanka_2012,sri_lanka_2013,sri_lanka_2014,sri_lanka_2015,sri_lanka_2016,sri_lanka_yr_arrival_notstated,sri_lanka_tot,thailand_before_1946,thailand_1946_1955,thailand_1956_1965,thailand_1966_1975,thailand_1976_1985,thailand_1986_1995,thailand_1996_2005,thailand_2006_2010,thailand_2011,thailand_2012,thailand_2013,thailand_2014,thailand_2015,thailand_2016,thailand_yr_arrival_notstated,thailand_tot,fmr_yugoslav_rep_of_macedonia_before_1946,fmr_yugoslav_rep_of_macedonia_1946_1955,fmr_yugoslav_rep_of_macedonia_1956_1965,fmr_yugoslav_rep_of_macedonia_1966_1975,fmr_yugoslav_rep_of_macedonia_1976_1985,fmr_yugoslav_rep_of_macedonia_1986_1995,fmr_yugoslav_rep_of_macedonia_1996_2005,fmr_yugoslav_rep_of_macedonia_2006_2010,fmr_yugoslav_rep_of_macedonia_2011,fmr_yugoslav_rep_of_macedonia_2012,fmr_yugoslav_rep_of_macedonia_2013,fmr_yugoslav_rep_of_macedonia_2014,fmr_yugoslav_rep_of_macedonia_2015,fmr_yugoslav_rep_of_macedonia_2016,fmr_yugoslav_rep_of_macedonia_arrival_notstated,fmr_yugoslav_rep_of_macedonia_tot,turkey_before_1946,turkey_1946_1955,turkey_1956_1965,turkey_1966_1975,turkey_1976_1985,turkey_1986_1995,turkey_1996_2005,turkey_2006_2010,turkey_2011,turkey_2012,turkey_2013,turkey_2014,turkey_2015,turkey_2016,turkey_yr_arrival_notstated,turkey_tot,united_kingdom_before_1946,united_kingdom_1946_1955,united_kingdom_1956_1965,united_kingdom_1966_1975,united_kingdom_1976_1985,united_kingdom_1986_1995,united_kingdom_1996_2005,united_kingdom_2006_2010,united_kingdom_2011,united_kingdom_2012,united_kingdom_2013,united_kingdom_2014,united_kingdom_2015,united_kingdom_2016,united_kingdom_yr_arrival_notstated,united_kingdom_tot,usa_before_1946,usa_1946_1955,usa_1956_1965,usa_1966_1975,usa_1976_1985,usa_1986_1995,usa_1996_2005,usa_2006_2010,united_states_america_2011,united_states_america_2012,united_states_america_2013,united_states_america_2014,united_states_america_2015,united_states_america_2016,usa_year_of_arrival_notstated,usa_total,vietnam_before_1946,vietnam_1946_1955,vietnam_1956_1965,vietnam_1966_1975,vietnam_1976_1985,vietnam_1986_1995,vietnam_1996_2005,vietnam_2006_2010,vietnam_2011,vietnam_2012,vietnam_2013,vietnam_2014,vietnam_2015,vietnam_2016,vietnam_yr_arrival_notstated,vietnam_tot,zimbabwe_before_1946,zimbabwe_1946_1955,zimbabwe_1956_1965,zimbabwe_1966_1975,zimbabwe_1976_1985,zimbabwe_1986_1995,zimbabwe_1996_2005,zimbabwe_2006_2010,zimbabwe_2011,zimbabwe_2012,zimbabwe_2013,zimbabwe_2014,zimbabwe_2015,zimbabwe_2016,zimbabwe_yr_arrival_notstated,zimbabwe_tot,born_elsewhere_before_1946,born_elsewhere_1946_1955,born_elsewhere_1956_1965,born_elsewhere_1966_1975,born_elsewhere_1976_1985,born_elsewhere_1986_1995,born_elsewhere_1996_2005,born_elsewhere_2006_2010,born_elsewhere_2011,born_elsewhere_2012,born_elsewhere_2013,born_elsewhere_2014,born_elsewhere_2015,born_elsewhere_2016,born_elsewhere_yr_arrival_notstated,born_elsewhere_tot,tot_before_1946,tot_1946_1955,tot_1956_1965,tot_1966_1975,tot_1976_1985,tot_1986_1995,tot_1996_2005,tot_2006_2010,tot_2011,tot_2012,tot_2013,tot_2014,tot_2015,tot_2016,tot_yr_arrival_notstated,tot_tot
Wyndham,21305,0,7,16,24,61,49,288,344,55,74,50,61,84,38,34,1181,0,3,9,33,33,274,458,695,100,106,114,86,77,36,28,2057,0,0,0,4,42,72,182,679,93,79,84,113,147,90,39,1620,0,3,22,249,84,103,99,43,8,7,6,0,3,0,30,658,0,0,3,46,28,32,26,16,4,0,3,3,0,0,8,176,11,282,1025,1473,585,470,625,893,197,257,168,121,112,42,163,6438,0,0,9,32,35,45,120,127,33,29,39,27,23,24,22,563,0,0,4,9,390,498,252,218,44,54,41,48,35,32,77,1708,0,0,0,5,8,14,63,113,10,13,14,14,14,12,0,287,3,107,236,920,1090,2223,4304,4466,735,666,747,747,715,448,552,17966,41,1310,3061,4513,4230,7855,18386,26029,4193,4582,4488,4216,4183,2541,2781,92404
Frankston,21401,0,0,11,27,110,87,245,163,46,37,36,20,30,6,31,852,0,7,44,107,53,104,100,83,16,12,12,15,10,10,18,594,0,0,0,0,14,19,54,71,10,15,22,21,26,11,16,274,0,3,0,15,4,4,7,6,0,0,0,0,0,0,0,44,0,0,0,41,10,11,18,9,0,0,0,0,0,0,6,91,34,618,1654,2476,1288,840,767,678,146,140,111,66,50,41,309,9222,0,6,10,38,36,59,93,61,16,20,7,10,11,7,10,385,0,0,0,0,29,37,34,25,5,8,14,6,6,6,10,183,0,0,4,4,11,12,65,68,4,5,4,4,0,0,3,182,0,139,264,615,491,718,989,625,102,100,105,93,72,40,131,4489,59,1460,3043,4428,3295,3539,4483,3783,746,699,711,609,512,307,971,28637
Mornington Peninsula,21402,3,3,25,50,138,87,160,128,15,7,14,22,10,3,7,673,0,7,37,66,10,25,16,3,0,3,0,3,0,0,6,179,0,0,0,0,7,16,36,49,13,18,14,14,9,15,8,199,0,7,6,20,6,11,3,0,0,0,0,0,0,0,0,47,0,3,3,24,12,4,6,9,0,0,0,0,0,0,0,62,80,987,2175,3142,1504,997,1460,1501,265,228,186,146,127,51,440,13286,0,13,18,81,61,71,142,47,12,4,17,7,19,3,21,521,0,0,0,5,14,8,6,13,0,3,0,3,5,4,4,70,0,0,0,0,7,10,23,15,0,0,4,0,5,0,0,66,22,210,283,581,343,261,261,198,33,38,33,39,30,30,84,2458,161,2453,4198,5378,3121,2382,3125,2647,533,471,441,422,357,197,965,26867
Grampians,21501,0,0,4,6,4,10,29,13,6,11,0,3,3,0,3,88,0,0,0,0,0,3,5,11,6,9,0,0,0,3,11,49,0,0,0,0,3,4,12,53,8,3,0,11,0,0,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,19,0,0,0,0,0,0,3,37,4,147,294,361,86,62,51,36,7,13,13,9,4,5,91,1175,0,3,4,16,6,7,16,14,5,5,0,0,4,0,0,78,0,0,0,0,0,3,3,10,0,0,7,0,3,0,12,41,0,0,0,4,0,0,6,11,0,0,0,0,0,0,0,28,3,31,53,70,30,36,71,165,23,20,23,27,48,10,79,692,19,341,559,614,315,271,389,717,123,127,132,110,125,63,377,4282
Mildura,21502,0,0,0,0,12,3,21,23,4,3,3,3,10,3,0,97,0,0,3,0,3,4,10,9,3,15,9,3,0,0,0,71,0,0,0,0,0,3,6,11,3,8,8,0,0,9,5,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,97,44,54,52,14,12,0,0,0,4,0,3,277,16,105,157,271,74,62,72,54,11,13,10,10,39,22,50,966,0,0,3,5,3,3,7,13,4,0,0,3,4,0,0,54,0,0,0,0,27,31,25,27,0,8,5,4,11,3,4,147,0,0,0,0,0,4,9,3,0,0,0,3,0,0,0,21,4,32,71,65,79,98,211,218,58,65,64,66,89,45,124,1285,43,472,662,664,373,461,727,765,185,216,220,191,296,246,405,5921
Murray River - Swan Hill,21503,0,0,0,3,3,3,38,20,4,0,0,8,0,4,0,79,0,0,0,0,0,0,4,17,0,10,8,0,3,0,7,50,0,0,0,0,7,12,12,17,0,4,0,4,4,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,8,60,137,141,40,23,20,10,4,4,3,7,3,4,33,497,0,0,0,5,3,4,11,4,3,0,3,0,3,0,0,37,0,0,0,0,17,35,42,37,11,6,3,6,5,0,13,172,0,0,0,0,3,0,14,4,0,0,3,0,0,0,0,21,3,10,17,36,50,59,117,106,46,39,27,27,37,29,36,639,13,231,327,301,209,244,422,547,112,149,155,143,133,94,205,3294
Campaspe,21601,0,0,0,5,6,4,8,11,4,0,0,0,0,0,0,41,0,0,0,3,0,0,0,16,4,8,7,0,0,0,0,36,0,0,0,0,0,3,3,7,3,0,4,3,0,0,0,25,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,13,5,127,213,214,78,39,19,28,3,10,0,3,3,3,40,792,0,0,0,8,8,5,12,3,3,0,5,0,3,0,4,53,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,10,0,0,0,0,4,0,3,3,0,0,5,0,0,0,0,10,0,30,38,33,21,25,24,21,4,9,13,10,3,3,11,243,17,319,404,365,227,201,238,269,71,76,67,53,74,42,142,2554
Moira,21602,0,0,0,3,0,0,16,3,0,0,0,0,0,0,0,35,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,13,0,0,0,0,0,3,3,9,0,4,3,0,0,0,0,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,92,183,225,66,33,44,28,4,8,9,0,9,9,38,751,0,0,0,4,3,3,4,3,4,0,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,41,20,18,16,41,3,9,10,4,13,3,4,240,10,286,409,393,176,159,309,342,60,59,88,58,84,59,111,2593
Shepparton,21603,0,0,0,0,3,3,37,33,5,5,0,18,8,4,4,117,0,0,0,0,4,8,20,43,4,16,4,11,17,5,5,141,0,0,0,0,0,13,28,17,0,0,4,3,0,0,9,74,0,6,36,18,3,6,3,0,0,0,0,0,0,0,7,76,0,0,0,59,31,57,54,11,3,0,0,5,0,6,15,237,6,115,246,275,74,58,80,52,32,22,15,9,10,7,51,1053,0,3,0,4,5,3,22,14,3,4,8,0,3,7,3,86,0,0,0,0,3,5,10,9,0,3,4,3,0,0,7,49,0,0,0,0,0,0,5,19,0,0,3,3,5,3,0,34,3,43,53,67,40,98,505,597,95,114,233,149,164,78,99,2328,28,596,874,714,396,573,1497,1877,336,382,557,473,450,237,430,9415
Glenelg - Southern Grampians,21701,0,0,0,7,3,3,34,35,0,0,4,3,3,0,4,88,0,0,0,0,0,0,3,7,0,0,0,0,3,0,3,27,0,0,0,0,4,7,3,8,0,0,8,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,116,247,245,85,46,46,48,4,6,4,11,3,0,39,918,0,0,3,21,3,8,7,9,3,0,0,0,0,0,0,51,0,0,0,0,6,4,5,3,0,0,3,0,0,0,0,18,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,32,0,21,24,30,17,28,27,41,13,12,0,3,3,5,10,233,13,266,388,398,240,215,318,325,47,75,77,57,54,43,107,2619
Colac - Corangamite,21703,0,0,0,5,3,3,3,4,0,3,0,0,4,0,0,26,0,0,0,0,0,0,4,3,0,3,0,0,4,0,0,24,0,0,0,0,0,0,3,3,0,0,3,3,0,0,4,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,112,239,227,72,54,60,33,9,9,4,10,7,3,41,879,0,3,5,13,3,3,8,6,0,0,0,3,0,5,3,52,0,0,0,0,4,3,3,4,0,0,3,0,0,0,0,18,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,20,0,26,33,30,12,22,69,60,21,26,19,12,18,10,17,369,19,275,419,389,194,197,403,321,76,89,81,53,82,49,145,2782
Warrnambool,21704,0,0,0,4,7,7,25,27,3,5,0,8,6,0,3,98,0,0,3,3,0,11,9,35,3,9,7,7,3,3,0,96,0,0,0,0,0,3,10,18,0,7,0,6,9,0,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,10,6,106,272,238,106,79,95,99,39,16,18,12,15,3,48,1152,0,0,0,15,9,13,22,10,6,3,0,0,3,0,3,85,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,11,3,4,3,0,0,5,0,26,0,21,13,30,24,34,85,54,12,11,4,48,66,66,44,517,10,263,402,408,288,321,613,571,117,119,108,151,208,172,193,3951
Capalaba,30101,0,0,0,18,60,61,320,282,46,45,33,25,17,16,8,930,0,0,4,19,7,14,11,28,0,5,3,3,5,0,0,101,0,0,0,4,3,5,28,20,0,8,4,4,4,0,4,90,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,21,5,210,502,906,445,495,625,626,100,85,85,41,48,18,90,4263,0,6,7,35,24,23,38,29,11,9,3,3,4,7,4,203,0,0,0,3,40,27,13,12,4,0,3,7,3,0,7,114,0,0,0,3,10,9,30,36,0,3,3,3,0,3,0,110,3,51,122,316,217,294,354,263,37,35,58,25,34,41,53,1898,18,591,962,1774,1725,2176,3007,2596,441,445,338,251,256,164,363,15101
Cleveland - Stradbroke,30102,3,0,19,36,66,74,502,480,77,65,67,39,64,25,29,1539,0,0,6,9,10,17,21,26,3,4,3,0,0,0,0,101,0,0,3,5,9,13,27,26,6,8,9,7,10,3,6,120,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,14,20,386,861,1331,696,714,1208,1389,212,162,112,90,86,31,187,7489,0,3,11,63,37,27,64,28,24,17,6,16,5,4,5,313,0,0,0,3,26,4,7,10,0,0,0,5,0,3,0,64,0,3,3,3,17,20,76,46,8,4,0,4,3,4,3,189,9,94,191,329,229,250,336,215,45,41,39,32,40,12,74,1920,52,884,1525,2366,2060,2277,3866,3393,605,507,436,330,314,160,516,19296
Wynnum - Manly,30103,0,3,5,16,47,38,217,339,32,65,40,22,33,12,10,875,0,0,3,7,8,24,50,52,3,0,8,5,3,3,6,176,0,0,0,0,3,17,39,35,3,9,15,9,7,5,3,150,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,3,8,0,0,0,0,0,0,0,17,14,190,451,689,341,356,590,660,132,110,88,67,68,28,93,3882,0,0,0,19,32,21,64,46,12,5,9,8,14,3,4,246,0,0,0,0,63,55,23,37,3,4,4,4,3,0,4,204,0,0,0,5,16,7,30,28,6,3,3,0,7,0,3,109,3,35,77,253,164,268,316,351,81,83,60,62,54,31,64,1900,30,406,733,1395,1437,1904,3171,3343,722,653,565,406,404,187,451,15816
Bald Hills - Everton Park,30201,0,0,5,13,28,44,172,143,42,42,11,10,27,3,13,554,0,0,7,21,19,39,29,56,5,15,11,8,4,0,8,221,0,0,0,5,8,17,17,15,0,0,0,4,4,0,7,82,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,102,160,263,176,181,280,214,47,48,43,26,15,7,37,1613,0,4,6,12,4,15,25,32,3,3,11,12,6,5,3,144,0,0,0,7,48,24,16,5,0,0,0,4,0,3,3,115,0,0,0,0,10,4,33,30,0,4,8,6,3,0,0,103,3,22,46,163,119,209,352,272,39,54,46,33,47,31,32,1469,25,332,494,789,912,1387,2017,1965,360,330,267,263,217,148,273,9787
Chermside,30202,0,0,0,6,41,32,116,94,4,10,8,10,6,0,7,343,0,0,14,39,18,23,25,41,14,24,7,6,3,3,4,220,0,0,0,0,6,18,36,85,23,9,22,13,13,3,9,234,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,19,0,0,0,0,0,5,6,3,3,3,3,0,0,0,0,21,16,168,257,483,226,275,369,299,53,45,54,44,27,23,60,2388,0,0,3,24,17,33,64,63,10,19,7,6,11,8,4,268,0,0,0,4,49,29,11,20,13,3,7,12,3,0,5,153,0,0,4,0,17,8,31,11,0,8,0,0,6,0,0,90,5,37,67,226,203,335,480,568,85,109,107,116,94,104,93,2627,43,542,806,1263,1290,1865,2577,3173,607,669,561,622,545,336,447,15341
Nundah,30203,0,0,0,9,20,17,47,44,5,4,6,3,3,0,9,172,0,0,5,3,7,18,22,43,7,30,7,8,8,15,9,175,0,0,0,5,7,19,34,32,10,4,3,14,5,6,10,139,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,62,120,204,126,120,202,209,34,33,36,41,26,11,37,1271,0,0,0,4,15,8,21,29,7,6,6,9,3,3,0,110,0,0,0,3,42,41,12,9,3,7,4,9,3,4,9,151,0,0,0,0,4,9,17,11,0,3,4,0,0,0,0,47,4,20,28,113,104,192,279,407,58,100,117,104,84,85,70,1772,24,201,293,590,796,1143,1644,2299,380,460,486,529,415,286,387,9941
Sandgate,30204,0,0,5,10,31,22,109,99,11,35,10,14,6,5,9,362,0,0,7,19,17,17,7,65,9,35,3,5,3,3,3,190,0,0,0,0,4,12,23,42,12,5,15,4,7,9,4,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,15,7,0,0,0,0,0,0,0,24,10,190,332,553,266,230,336,363,63,67,35,32,29,7,82,2608,0,0,3,16,14,14,43,34,9,3,5,12,3,0,6,169,0,0,0,3,13,12,8,19,12,0,11,0,3,4,3,86,0,0,0,0,12,5,28,42,3,5,3,0,0,0,0,103,4,29,63,218,166,231,390,542,84,117,103,44,78,53,51,2169,27,417,611,1184,1206,1677,2449,3492,585,653,584,480,439,329,443,14571
Carindale,30301,0,0,0,14,45,44,191,234,22,15,17,19,27,9,9,655,0,0,3,13,29,39,42,52,10,6,6,10,9,9,8,238,0,0,0,0,5,13,19,22,6,5,5,8,7,4,5,110,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,4,0,5,0,4,0,0,0,0,0,0,22,16,98,208,361,185,234,321,255,60,47,44,51,38,12,50,1973,0,3,3,17,16,28,37,31,7,3,15,6,13,6,5,209,0,0,0,10,126,58,21,24,6,0,3,0,6,3,3,264,0,0,0,0,9,13,48,22,0,0,4,0,0,0,0,101,6,45,80,257,218,344,357,371,56,63,96,65,76,52,60,2152,26,384,655,1068,1258,1860,2270,2362,447,352,409,400,416,225,346,12475
Holland Park - Yeronga,30302,3,0,4,34,39,42,140,75,10,8,22,5,12,6,11,422,0,5,3,18,17,29,29,76,29,47,39,31,19,22,3,374,0,0,0,3,10,30,41,59,19,5,11,24,20,32,8,268,0,0,3,6,9,6,5,0,0,0,0,0,0,0,0,27,0,0,0,8,3,11,8,12,0,0,0,0,0,0,3,46,16,116,262,436,264,267,371,302,67,70,68,46,50,22,71,2430,0,6,6,41,29,54,77,66,9,17,20,28,37,22,17,429,0,0,0,21,221,131,41,50,9,20,25,33,34,13,19,609,0,0,0,0,21,13,27,22,3,0,3,0,0,3,3,94,7,61,88,301,244,499,790,772,160,182,285,330,308,246,152,4428,51,416,725,1305,1611,2130,2967,3404,746,842,1069,1157,1137,768,623,18955
Mt Gravatt,30303,0,0,4,9,57,55,225,206,28,27,18,12,14,10,7,679,0,0,3,10,26,96,110,218,36,29,24,23,8,18,14,620,0,0,0,3,7,19,35,41,3,3,10,15,20,13,15,176,0,0,0,10,3,6,15,0,0,0,0,0,3,0,0,44,0,0,0,8,8,7,8,8,4,0,0,0,3,0,3,50,7,148,252,416,207,205,243,243,36,41,21,28,33,19,76,1978,0,0,6,28,18,21,49,24,15,12,4,11,9,8,8,222,0,0,0,20,258,158,58,64,20,32,31,33,21,11,18,715,0,0,0,3,20,17,64,48,0,3,0,4,10,0,0,172,10,63,110,390,368,1034,1274,726,154,187,233,206,210,142,178,5280,32,556,795,1383,1963,3681,5118,5649,1076,1269,1460,1433,1556,838,963,27765
Nathan,30304,0,0,7,8,38,17,49,31,3,0,3,0,6,3,4,165,0,0,0,3,10,16,19,37,17,38,13,14,7,11,0,185,0,0,0,0,7,8,8,19,3,0,6,3,12,4,6,72,0,0,0,6,4,3,9,0,0,0,0,0,0,0,0,22,0,0,0,8,9,3,5,3,3,0,0,0,0,0,0,26,12,94,151,247,145,119,139,110,22,36,9,9,10,8,36,1151,0,0,4,17,13,22,42,30,8,6,3,8,10,0,0,176,0,0,4,12,159,94,49,58,7,15,18,23,19,16,11,471,0,0,0,0,14,0,7,21,0,4,3,3,3,3,0,63,3,36,57,172,169,478,629,414,70,113,170,145,163,124,93,2837,18,252,385,701,994,1486,2075,2211,468,548,671,697,766,503,429,12199
Rocklea - Acacia Ridge,30305,0,0,0,4,34,75,287,184,29,21,12,13,8,5,7,687,0,0,0,5,7,84,86,142,15,28,8,6,11,4,4,402,0,0,0,0,10,37,30,35,12,4,0,8,5,6,7,154,0,0,0,15,21,22,19,18,0,3,0,3,0,0,0,102,0,0,0,4,4,15,29,10,0,4,3,0,0,0,3,65,3,86,279,411,232,228,260,203,15,41,11,28,18,3,43,1868,0,3,0,10,15,7,31,27,6,0,3,3,11,10,3,136,0,0,0,24,361,313,115,94,15,23,21,23,19,19,34,1061,0,0,0,0,20,29,145,80,13,13,9,11,9,11,3,330,3,42,92,294,321,1089,1529,968,193,203,190,212,183,110,135,5564,4,297,552,1106,1863,4062,6397,6261,1103,1067,1005,1019,930,555,777,26994
Mudgeeraba - Tallebudgera,30905,0,0,3,10,29,40,243,210,21,34,34,17,9,3,8,657,0,0,3,4,0,6,6,8,0,0,0,0,0,0,0,29,0,0,0,0,3,9,12,16,0,0,3,0,9,0,0,56,0,0,0,7,0,3,5,0,0,0,0,0,0,0,0,12,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,18,9,99,239,440,202,255,413,468,54,75,42,64,20,8,64,2459,0,3,0,17,20,23,59,26,8,10,9,3,5,0,5,186,0,0,0,4,10,4,8,3,3,0,4,0,0,0,0,32,0,0,0,0,8,10,27,4,0,3,0,0,0,0,3,57,3,19,58,158,127,123,188,135,22,12,23,8,18,10,32,937,9,242,452,887,874,1099,1820,1492,203,228,193,161,131,45,185,8023
Nerang,30906,0,0,4,15,49,59,258,175,17,12,23,22,20,4,9,664,0,3,6,9,4,12,15,19,0,0,0,7,3,3,0,74,0,0,0,3,3,18,37,57,7,3,6,6,5,6,3,148,0,0,0,5,5,4,7,6,0,0,0,0,0,0,0,31,0,0,0,16,0,10,0,3,0,0,0,0,0,0,0,31,13,213,503,780,384,423,622,628,66,73,55,43,37,5,105,3953,0,0,9,32,12,36,55,24,15,3,3,12,5,8,11,227,0,0,3,3,15,13,6,11,0,0,0,4,3,0,7,67,0,0,0,8,13,13,28,17,0,3,0,0,3,0,0,83,6,57,140,326,233,353,386,312,43,51,43,43,37,19,65,2121,25,519,1021,1711,1809,2605,3888,3218,550,474,402,407,310,166,517,17640
Ormeau - Oxenford,30907,0,0,9,30,73,103,696,808,97,118,89,89,69,35,26,2244,0,0,12,11,10,13,20,38,7,4,0,0,0,0,3,119,0,0,0,0,9,24,41,55,18,3,6,13,15,4,14,188,0,0,0,8,4,5,3,0,0,0,0,0,0,0,0,22,0,0,0,17,11,12,15,13,0,0,0,0,0,0,0,74,15,290,644,1260,748,889,1341,1780,229,275,198,193,123,70,181,8237,0,3,14,38,29,67,82,76,8,13,14,20,16,21,15,416,0,0,0,4,36,16,16,11,4,7,0,9,3,5,8,118,0,0,0,0,17,24,84,90,10,19,8,13,6,0,0,285,4,55,153,375,342,460,640,501,80,76,94,88,50,47,113,3078,24,666,1272,2480,2764,3935,7133,7622,1322,1453,1110,1036,779,478,978,33056
Outback - South,31503,0,0,3,6,0,10,6,12,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,98,103,26,38,20,30,5,4,8,3,15,0,22,431,0,3,0,3,3,3,5,8,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,16,0,0,10,57,14,4,0,114,0,0,0,0,0,4,3,4,0,0,0,3,0,0,0,17,0,9,13,24,17,20,10,7,6,6,8,4,5,10,4,150,3,132,173,205,156,177,123,162,52,31,40,80,50,18,72,1471
Buderim,31601,0,4,3,11,42,57,216,283,24,38,41,32,61,37,12,864,0,0,0,4,9,6,6,27,0,4,9,6,3,3,3,75,0,0,0,3,4,15,22,29,7,10,8,4,15,3,5,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,224,456,707,317,396,695,790,121,125,140,81,69,41,131,4294,0,0,10,37,19,35,54,61,15,7,12,16,10,3,7,292,0,0,0,0,0,3,7,8,0,0,14,5,0,0,3,45,0,0,0,0,29,24,87,40,4,3,8,10,3,8,0,219,3,53,93,185,118,121,211,158,48,44,48,57,82,93,47,1352,26,464,834,1302,1127,1311,2284,2241,421,418,439,369,429,286,393,12346
Caloundra,31602,0,4,12,26,56,58,178,184,20,39,24,40,22,30,12,704,0,0,5,10,7,3,9,3,3,0,0,0,0,0,3,42,0,0,0,0,5,3,24,27,4,8,3,6,6,3,11,100,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,22,427,713,1120,562,446,779,1070,144,125,87,84,86,57,154,5874,0,6,13,56,35,43,73,59,18,7,10,23,4,10,6,348,0,0,0,3,6,14,4,7,0,0,3,3,3,0,0,47,0,0,4,7,14,10,48,46,3,3,0,0,3,0,4,140,12,77,172,275,163,164,234,216,22,43,65,56,75,42,68,1677,57,862,1343,2062,1732,1693,2615,2739,418,478,410,379,366,231,448,15838
Maroochy,31603,0,3,5,22,39,40,134,142,17,14,14,13,18,3,20,491,0,0,0,10,0,12,9,3,0,5,0,3,5,0,0,48,0,0,0,0,3,8,26,30,3,6,6,12,17,5,4,124,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,3,0,4,0,0,3,3,0,0,0,19,31,275,582,841,389,330,447,440,38,85,56,54,78,30,121,3793,0,3,7,24,37,33,46,50,18,14,17,11,24,9,3,299,0,0,3,0,9,3,11,15,4,5,0,3,3,0,0,64,0,0,0,4,14,7,28,13,3,0,0,0,3,0,0,75,5,64,89,195,118,113,152,170,41,59,50,91,108,41,50,1347,49,645,1015,1525,1285,1282,1761,1823,287,424,397,404,463,221,393,11954
Noosa,31605,0,3,12,29,62,66,115,119,19,9,35,29,28,7,0,533,0,4,0,6,9,4,0,3,0,0,0,0,0,0,5,31,0,0,0,3,7,7,24,26,0,8,9,7,0,3,0,87,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,11,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,11,21,268,540,781,412,398,677,650,80,106,100,56,68,38,86,4295,0,9,9,48,16,28,62,54,6,7,0,14,24,15,9,288,0,0,0,0,4,0,7,0,3,0,0,0,0,3,0,27,0,0,0,3,19,11,30,19,6,3,3,3,0,0,0,91,3,72,99,191,111,101,162,182,22,43,47,47,43,35,34,1177,52,592,971,1438,1205,1176,1753,1564,261,326,295,259,254,167,276,10587
