sa3_code16,p_foodhosppersserv_occ_mng,p_foodhosppersserv_occ_pro,p_foodhosppersserv_occ_ttw,p_foodhosppersserv_occ_cps,p_foodhosppersserv_occ_ca,p_foodhosppersserv_occ_sal,p_foodhosppersserv_occ_mod,p_foodhosppersserv_occ_lab,p_foodhosppersserv_occ_idns,p_foodhosppersserv_total,p_mixfieldprog_occ_mng,p_mixfieldprog_occ_pro,p_mixfieldprog_occ_ttw,p_mixfieldprog_occ_cps,p_mixfieldprog_occ_ca,p_mixfieldprog_occ_sal,p_mixfieldprog_occ_mod,p_mixfieldprog_occ_lab,p_mixfieldprog_occ_idns,p_mixfieldprog_total,p_fs_id_occ_mng,p_fs_id_occ_pro,p_fs_id_occ_ttw,p_fs_id_occ_cps,p_fs_id_occ_ca,p_fs_id_occ_sal,p_fs_id_occ_mod,p_fs_id_occ_lab,p_fs_id_occ_idns,p_fs_id_total,p_fs_ns_occ_mng,p_fs_ns_occ_pro,p_fs_ns_occ_ttw,p_fs_ns_occ_cps,p_fs_ns_occ_ca,p_fs_ns_occ_sal,p_fs_ns_occ_mod,p_fs_ns_occ_lab,p_fs_ns_occ_idns,p_fs_ns_total,p_tot_occ_mng,p_tot_occ_pro,p_tot_occ_ttw,p_tot_occ_cps,p_tot_occ_ca,p_tot_occ_sal,p_tot_occ_mod,p_tot_occ_lab,p_tot_occ_idns,p_total_total,sa3_name16
80104,155,47,466,173,214,93,32,75,10,1267,0,3,0,4,0,3,0,3,0,14,98,109,28,73,83,21,14,23,32,481,39,65,47,68,62,34,16,28,65,434,4873,10073,2907,2893,4681,1250,380,783,669,28505,Gungahlin
80105,75,34,199,94,54,30,3,25,6,523,5,3,0,3,3,0,0,5,0,23,105,152,17,45,73,11,0,14,17,434,37,74,32,17,33,19,3,19,79,317,4189,9694,1197,1516,2605,668,121,652,515,21167,North Canberra
80106,40,12,89,33,30,20,0,19,0,245,0,0,0,0,0,0,0,0,0,8,75,72,3,15,37,13,3,7,8,231,28,35,9,4,22,3,0,3,21,133,2789,5634,492,600,1544,341,62,138,302,11897,South Canberra
80107,152,68,479,188,288,110,57,96,19,1455,3,5,4,0,0,3,0,6,3,26,87,96,33,68,81,11,23,13,23,436,66,51,89,72,90,43,33,48,105,591,4728,9017,3959,3064,5271,1078,638,886,749,29397,Tuggeranong
80108,29,10,98,32,40,13,0,10,5,250,0,0,0,0,0,0,0,0,0,3,39,38,10,12,25,7,0,0,3,138,16,21,12,10,9,6,5,11,16,108,1607,3271,733,625,1230,206,83,214,165,8129,Weston Creek
80109,38,12,164,48,51,23,16,19,6,371,3,0,0,0,0,0,0,3,0,15,64,72,4,27,46,15,3,8,15,255,27,29,16,19,25,9,3,10,33,180,2493,5799,933,1061,1812,409,153,364,292,13316,Woden Valley
80110,11,3,25,12,11,8,0,0,0,59,0,0,0,0,0,0,0,0,0,0,8,5,9,3,11,4,0,0,0,47,4,8,6,0,5,3,0,0,3,36,353,1028,174,167,357,80,18,30,44,2259,Molonglo
80111,3,0,3,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,55,68,46,32,32,4,5,6,6,253,Urriarra - Namadgi
90101,0,0,3,0,5,0,3,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,7,5,3,0,9,0,0,29,81,73,109,77,62,9,37,48,14,505,Christmas Island
90102,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,28,31,24,19,22,0,10,11,9,141,Cocos (Keeling) Islands
90103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,3,0,9,33,17,5,20,3,0,3,5,4,96,Jervis Bay
90104,5,0,26,6,0,10,6,3,0,63,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,5,3,6,5,3,4,0,9,3,44,99,92,141,75,66,47,19,55,13,599,Norfolk Island
