sa3_name16,sa3_code16,count_home_census_nt_0_14_yr,count_hom_census_nt_15_24_yr,count_hom_census_nt_25_34_yr,count_hom_census_nt_35_44_yr,count_hom_census_nt_45_54_yr,count_hom_census_nt_55_64_yr,count_hom_census_nt_65_74_yr,count_hom_census_nt_75_84_yr,count_hom_census_nt_85ov,counted_home_census_night_tot,vis_same_sa2_0_14_yr,vis_same_sa2_15_24_yr,vis_same_sa2_25_34_yr,vis_same_sa2_35_44_yr,vis_same_sa2_45_54_yr,vis_same_sa2_55_64_yr,vis_same_sa2_65_74_yr,vis_same_sa2_75_84_yr,vis_same_sa2_85ov,vis_same_sa2_total,vis_diff_sa2_nsw_0_14_yr,vis_diff_sa2_nsw_15_24_yr,vis_diff_sa2_nsw_25_34_yr,vis_diff_sa2_nsw_35_44_yr,vis_diff_sa2_nsw_45_54_yr,vis_diff_sa2_nsw_55_64_yr,vis_diff_sa2_nsw_65_74_yr,vis_diff_sa2_nsw_75_84_yr,vis_diff_sa2_nsw_85ov,vis_diff_sa2_nsw_total,vis_diff_sa2_vic_0_14_yr,vis_diff_sa2_vic_15_24_yr,vis_diff_sa2_vic_25_34_yr,vis_diff_sa2_vic_35_44_yr,vis_diff_sa2_vic_45_54_yr,vis_diff_sa2_vic_55_64_yr,vis_diff_sa2_vic_65_74_yr,vis_diff_sa2_vic_75_84_yr,vis_diff_sa2_vic_85ov,vis_diff_sa2_vic_total,vis_diff_sa2_qld_0_14_yr,vis_diff_sa2_qld_15_24_yr,vis_diff_sa2_qld_25_34_yr,vis_diff_sa2_qld_35_44_yr,vis_diff_sa2_qld_45_54_yr,vis_diff_sa2_qld_55_64_yr,vis_diff_sa2_qld_65_74_yr,vis_diff_sa2_qld_75_84_yr,vis_diff_sa2_qld_85ov,vis_diff_sa2_qld_total,vis_diff_sa2_sa_0_14_yr,vis_diff_sa2_sa_15_24_yr,vis_diff_sa2_sa_25_34_yr,vis_diff_sa2_sa_35_44_yr,vis_diff_sa2_sa_45_54_yr,vis_diff_sa2_sa_55_64_yr,vis_diff_sa2_sa_65_74_yr,vis_diff_sa2_sa_75_84_yr,vis_diff_sa2_sa_85ov,vis_diff_sa2_sa_total,vis_diff_sa2_wa_0_14_yr,vis_diff_sa2_wa_15_24_yr,vis_diff_sa2_wa_25_34_yr,vis_diff_sa2_wa_35_44_yr,vis_diff_sa2_wa_45_54_yr,vis_diff_sa2_wa_55_64_yr,vis_diff_sa2_wa_65_74_yr,vis_diff_sa2_wa_75_84_yr,vis_diff_sa2_wa_85ov,vis_diff_sa2_wa_total,vis_diff_sa2_tas_0_14_yr,vis_diff_sa2_tas_15_24_yr,vis_diff_sa2_tas_25_34_yr,vis_diff_sa2_tas_35_44_yr,vis_diff_sa2_tas_45_54_yr,vis_diff_sa2_tas_55_64_yr,vis_diff_sa2_tas_65_74_yr,vis_diff_sa2_tas_75_84_yr,vis_diff_sa2_tas_85ov,vis_diff_sa2_tas_total,vis_diff_sa2_nt_0_14_yr,vis_diff_sa2_nt_15_24_yr,vis_diff_sa2_nt_25_34_yr,vis_diff_sa2_nt_35_44_yr,vis_diff_sa2_nt_45_54_yr,vis_diff_sa2_nt_55_64_yr,vis_diff_sa2_nt_65_74_yr,vis_diff_sa2_nt_75_84_yr,vis_diff_sa2_nt_85ov,vis_diff_sa2_nt_total,vis_diff_sa2_act_0_14_yr,vis_diff_sa2_act_15_24_yr,vis_diff_sa2_act_25_34_yr,vis_diff_sa2_act_35_44_yr,vis_diff_sa2_act_45_54_yr,vis_diff_sa2_act_55_64_yr,vis_diff_sa2_act_65_74_yr,vis_diff_sa2_act_75_84_yr,vis_diff_sa2_act_85ov,vis_diff_sa2_act_total,vis_diff_sa2_ot_0_14_yr,vis_diff_sa2_ot_15_24_yr,vis_diff_sa2_ot_25_34_yr,vis_diff_sa2_ot_35_44_yr,vis_diff_sa2_ot_45_54_yr,vis_diff_sa2_ot_55_64_yr,vis_diff_sa2_ot_65_74_yr,vis_diff_sa2_ot_75_84_yr,vis_diff_sa2_ot_85ov,vis_diff_sa2_ot_total,vis_diff_sa2_tot_0_14_yr,vis_diff_sa2_tot_15_24_yr,vis_diff_sa2_tot_25_34_yr,vis_diff_sa2_tot_35_44_yr,vis_diff_sa2_tot_45_54_yr,vis_diff_sa2_tot_55_64_yr,vis_diff_sa2_tot_65_74_yr,vis_diff_sa2_tot_75_84_yr,vis_diff_sa2_tot_85ov,vis_diff_sa2_tot_total,tot_visitrs_0_14_yr,tot_visitrs_15_24_yr,tot_visitrs_25_34_yr,tot_visitrs_35_44_yr,tot_visitrs_45_54_yr,tot_visitrs_55_64_yr,tot_visitrs_65_74_yr,tot_visitrs_75_84_yr,tot_visitrs_85ov,tot_visitrs_total,os_vis_0_14_yr,os_vis_15_24_yr,os_vis_25_34_yr,os_vis_35_44_yr,os_vis_45_54_yr,os_vis_55_64_yr,os_vis_65_74_yr,os_vis_75_84_yr,os_vis_85_yr_over,os_vis_tot,total_0_14_yr,total_15_24_yr,total_25_34_yr,total_35_44_yr,total_45_54_yr,total_55_64_yr,total_65_74_yr,total_75_84_yr,total_85ov,total_total
Kingston,20803,20764,12078,13897,17349,16574,12888,9329,5865,3126,111860,14,12,11,12,12,13,10,7,4,97,14,11,22,13,36,26,21,6,5,147,284,351,410,297,267,246,234,177,139,2390,3,6,11,18,19,29,15,9,0,109,3,0,3,3,4,13,8,0,0,34,7,10,9,13,8,9,3,3,0,61,0,3,8,5,0,13,6,3,0,42,0,3,3,0,0,3,0,0,0,5,0,3,3,0,0,7,3,0,0,12,0,0,0,0,0,0,0,0,0,0,307,386,465,345,332,335,290,198,147,2807,323,395,476,359,348,353,303,202,152,2906,88,189,108,83,90,173,118,25,12,888,21175,12658,14476,17795,17006,13410,9747,6088,3296,115651
Stonnington - East,20804,6862,5955,6078,5127,5329,4157,3098,1894,1040,39545,0,4,0,3,0,6,4,0,0,17,0,3,7,3,3,9,8,0,0,38,80,148,204,115,98,118,113,128,99,1098,0,3,4,0,3,4,3,0,0,17,0,0,0,3,6,0,3,0,0,19,0,3,0,0,0,3,3,0,0,12,0,0,0,0,0,0,4,0,0,9,3,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,85,158,216,123,114,142,139,129,99,1209,86,164,218,124,120,143,140,129,102,1225,44,152,113,35,69,76,36,13,0,527,6993,6262,6409,5289,5515,4378,3268,2039,1146,41302
Banyule,20901,21548,13782,15472,16752,15586,13917,10708,6046,3070,116883,14,17,11,5,14,14,11,10,9,95,0,13,30,8,16,26,14,8,3,121,314,442,508,361,368,372,318,320,194,3198,10,26,40,13,19,17,15,8,3,154,3,8,4,5,9,4,9,0,0,42,7,4,8,6,3,8,8,0,0,45,0,0,5,6,14,8,9,4,0,42,0,6,12,0,3,3,0,0,0,24,0,3,4,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,337,497,611,405,436,442,370,348,199,3647,351,509,626,411,444,450,377,354,207,3737,110,214,177,96,96,244,125,35,5,1099,22006,14507,16269,17257,16131,14616,11214,6429,3278,121716
Moreland - North,21003,13795,8448,13725,10969,8567,6166,4465,4538,2501,73173,9,7,19,4,10,3,10,7,3,78,5,3,16,12,14,8,12,4,3,73,190,235,293,177,189,170,116,106,52,1528,0,12,10,0,9,10,10,9,0,48,4,7,6,8,7,7,3,0,0,35,6,3,4,0,4,9,3,0,0,29,0,0,4,0,3,7,9,0,0,19,0,0,3,3,0,0,3,0,0,9,5,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,210,257,333,205,229,212,158,118,55,1763,216,268,349,207,242,216,168,125,58,1844,52,100,105,60,88,163,99,18,7,683,14060,8816,14176,11234,8894,6546,4726,4685,2564,75698
Sunbury,21004,7557,5155,4935,5122,5500,4650,2895,1401,586,37799,6,5,4,3,3,0,0,3,6,28,3,6,3,0,0,3,3,3,0,26,153,151,155,108,68,95,59,40,27,848,0,3,3,3,6,5,0,0,0,21,0,0,3,0,0,0,3,0,0,14,0,0,0,0,9,3,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,157,160,164,112,88,107,74,41,32,931,157,169,164,115,92,109,76,45,37,960,14,27,20,27,15,23,18,7,0,158,7731,5348,5118,5262,5609,4784,2986,1451,620,38911
Tullamarine - Broadmeadows,21005,36007,22925,25457,21753,20472,14722,9217,4273,1213,156037,46,37,42,29,25,23,11,9,0,221,18,29,71,62,53,65,31,7,0,340,503,496,738,456,365,340,295,187,73,3468,17,17,40,35,42,40,19,0,0,210,0,6,16,4,23,22,11,0,0,92,0,5,11,19,16,25,9,0,0,88,3,11,11,15,14,11,20,9,0,88,0,0,3,8,4,0,5,0,0,16,5,0,4,0,5,3,9,0,0,34,0,0,0,0,0,0,0,0,0,0,546,571,899,606,535,503,400,205,79,4334,592,611,941,633,560,523,412,210,76,4556,107,131,169,111,188,369,241,47,6,1372,36707,23663,26564,22490,21222,15620,9866,4528,1301,161963
Knox,21101,26584,19408,19539,20216,21437,19076,12741,6621,2956,148580,12,16,12,11,11,10,7,8,3,85,23,13,24,23,18,30,30,18,3,167,393,532,621,358,311,258,283,288,204,3246,15,7,25,23,14,17,16,0,0,117,0,3,0,14,5,3,12,9,0,55,3,3,9,9,8,11,6,0,3,48,0,0,3,3,0,3,5,7,0,26,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,436,559,691,426,349,328,350,323,214,3671,445,576,699,437,360,333,360,330,218,3757,173,177,123,135,185,435,239,47,9,1523,27205,20162,20358,20792,21989,19840,13345,6998,3184,153856
Manningham - East,21102,4608,3632,1965,2825,4187,3385,2339,1252,630,24817,0,0,0,0,0,0,0,0,0,4,3,5,0,5,3,0,4,3,0,25,69,67,97,53,30,32,39,47,23,449,4,3,3,3,0,7,3,0,3,29,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,9,0,3,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,83,76,100,60,38,55,51,50,20,531,83,76,101,60,35,55,54,50,23,537,24,31,18,21,11,43,31,9,0,188,4713,3735,2087,2908,4244,3480,2418,1309,651,25543
Maroondah,21103,20063,12775,14594,15021,14570,12120,8908,5035,2489,105573,13,5,17,3,14,15,7,11,9,91,9,8,10,14,13,10,15,0,0,77,250,406,474,250,248,224,187,151,96,2292,4,6,9,5,9,9,10,3,0,67,3,10,3,0,7,0,5,3,0,36,3,0,0,6,4,3,3,3,0,25,0,0,4,4,0,5,5,0,0,20,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,266,434,511,272,276,264,227,168,104,2520,277,436,522,277,287,274,239,179,109,2614,84,87,103,86,95,241,127,24,0,848,20419,13296,15221,15389,14961,12640,9273,5234,2598,109032
Whitehorse - East,21104,10755,6764,7645,8624,7825,6363,5480,3500,1593,58546,3,7,8,6,7,3,0,3,3,28,0,3,7,6,13,12,9,0,0,49,142,137,187,159,113,94,104,96,77,1108,0,3,5,8,9,15,5,0,0,48,3,0,0,4,5,3,9,3,0,31,4,3,4,7,0,3,9,0,0,23,0,0,3,0,3,7,3,0,0,14,0,0,0,0,3,0,0,0,0,6,0,3,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,148,152,208,183,154,136,139,104,84,1300,151,161,211,183,157,138,139,104,82,1329,101,109,92,74,120,269,157,33,3,964,11005,7029,7950,8881,8107,6768,5776,3637,1681,60834
Yarra Ranges,21105,27570,17730,16936,18894,20782,18488,13087,5795,2345,141623,19,18,18,17,16,11,16,14,10,150,10,13,26,15,20,29,17,11,3,145,477,686,608,369,322,315,263,129,63,3232,7,5,27,18,28,29,24,4,0,142,0,10,0,5,4,13,15,4,0,53,7,9,9,7,15,14,3,4,0,67,6,6,3,7,8,6,11,0,0,41,0,0,4,0,0,4,0,0,0,10,0,0,3,3,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,497,729,676,423,403,417,331,152,68,3701,518,746,692,443,419,425,348,170,84,3855,72,112,95,79,65,76,59,23,4,577,28158,18580,17729,19414,21265,18991,13493,5981,2433,146052
Cardinia,21201,21332,11667,13147,12833,12057,9116,6390,2927,1105,90571,14,22,11,8,11,9,12,6,4,105,5,5,7,9,4,9,13,3,0,60,288,401,385,227,185,179,154,71,46,1934,4,4,4,4,3,13,8,6,0,42,3,3,0,0,3,5,0,0,0,15,0,0,3,3,4,8,0,0,0,17,3,0,0,0,3,0,5,0,0,16,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,304,417,403,239,204,214,186,80,48,2093,317,437,419,255,217,216,197,89,50,2194,35,63,66,38,56,126,69,17,3,457,21679,12167,13631,13118,12326,9465,6655,3031,1158,93224
Casey - North,21202,26305,18193,16576,17776,18116,14582,8833,4733,1947,127061,16,12,20,13,13,9,12,9,6,118,5,9,23,14,16,15,6,0,0,105,308,438,518,320,215,226,176,145,95,2447,9,7,11,16,31,16,9,11,0,115,7,8,9,6,12,3,3,0,0,47,0,7,10,3,3,5,4,0,0,33,0,3,4,0,3,0,0,0,0,12,0,0,0,5,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,336,468,578,372,276,271,208,162,98,2775,351,487,602,379,290,287,221,168,104,2889,66,113,120,97,125,301,206,43,11,1085,26721,18796,17297,18251,18531,15170,9256,4949,2066,131033
Casey - South,21203,40439,22135,26334,26069,20641,14441,8342,3668,1327,163395,26,30,20,23,14,19,9,8,3,152,5,15,10,13,10,27,10,4,3,101,493,589,568,349,273,234,182,111,65,2855,13,13,11,8,10,16,8,3,0,74,4,3,3,6,6,7,3,0,0,36,3,3,10,6,6,0,3,3,0,34,0,0,0,0,3,8,10,0,0,20,0,3,4,7,0,0,0,0,0,15,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,523,628,605,386,308,296,214,123,67,3142,547,652,629,410,322,312,228,132,66,3296,85,124,117,91,191,627,365,59,12,1665,41062,22910,27080,26568,21151,15376,8934,3862,1409,168356
Dandenong,21204,32462,24852,31386,24459,21648,19350,14748,8674,3588,181169,44,35,38,43,32,18,25,21,3,265,6,13,36,14,25,24,12,5,3,128,499,618,859,556,469,362,278,189,133,3959,14,18,25,22,27,12,9,4,3,130,3,7,7,8,14,7,0,0,0,44,7,4,18,11,3,3,13,0,0,57,0,3,4,9,4,6,3,0,0,20,0,0,0,0,3,0,0,0,0,3,6,0,4,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,532,667,956,617,546,410,310,193,141,4372,574,705,998,662,575,432,333,214,146,4635,139,342,364,193,334,662,313,68,8,2423,33179,25905,32745,25306,22553,20438,15395,8951,3744,188223
Monash,21205,27116,28440,24884,21729,21462,17005,13837,10048,4642,169169,7,29,21,14,17,10,11,12,3,126,14,65,48,45,52,56,14,10,4,311,466,822,821,516,435,351,330,328,218,4271,3,30,27,19,37,25,22,3,0,170,6,13,6,6,12,9,3,3,0,65,6,29,20,23,14,11,18,3,0,124,0,26,0,3,4,7,5,6,0,56,3,12,0,0,4,8,0,0,0,25,0,18,18,5,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,497,1020,938,617,566,463,390,350,223,5071,505,1049,959,636,581,471,402,369,228,5199,352,1188,482,335,519,862,522,127,14,4406,27975,30680,26325,22699,22561,18343,14769,10544,4888,178765
Brimbank,21301,33732,25635,29357,24433,23106,20489,13844,6936,2561,180096,26,60,50,47,43,25,32,15,9,304,8,7,29,17,14,14,7,5,0,104,608,587,945,631,490,419,292,269,159,4394,7,6,19,4,13,22,3,3,0,84,5,3,10,7,9,9,10,0,0,54,3,6,9,9,7,11,4,0,0,44,3,0,4,3,3,0,3,0,0,18,0,0,3,0,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,630,618,1025,668,543,476,320,280,159,4716,648,676,1070,710,586,504,354,297,166,5019,104,198,222,123,208,420,218,44,3,1543,34485,26513,30651,25268,23899,21415,14422,7278,2728,186657
Hobsons Bay,21302,15219,8807,11390,12322,11729,9437,6227,3926,1821,80871,7,16,8,9,8,5,8,9,3,82,10,10,25,21,24,27,22,8,0,139,192,245,279,217,183,207,159,101,80,1652,3,3,15,7,17,22,22,0,0,93,3,4,10,11,8,9,3,3,0,50,4,3,7,11,0,4,3,0,0,39,0,0,3,0,3,0,10,0,0,23,0,0,0,4,0,0,0,0,0,10,0,3,0,0,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,221,268,334,273,236,276,214,114,82,2022,227,284,341,276,241,288,229,125,88,2099,36,114,79,73,61,132,73,8,4,577,15477,9198,11814,12671,12031,9859,6530,4055,1914,83557
Maribyrnong,21303,12898,10450,18282,13572,9500,6978,3837,2446,1304,79263,11,16,10,3,23,9,8,5,8,82,10,14,16,22,15,24,21,3,0,126,212,352,460,290,201,209,198,123,75,2126,10,27,18,16,25,11,22,6,0,137,14,7,18,12,11,15,8,0,0,86,0,3,12,3,4,7,10,0,0,40,0,9,4,0,5,16,15,3,0,50,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,257,407,527,349,271,283,280,134,78,2586,267,419,534,350,296,289,288,143,88,2668,70,312,218,85,99,159,78,14,7,1040,13233,11180,19034,14012,9887,7432,4203,2599,1395,82972
Melton - Bacchus Marsh,21304,36556,19070,22305,24704,18855,14030,8918,3382,1146,148953,20,32,12,19,11,12,9,9,3,120,7,12,13,24,23,12,11,8,0,111,487,496,579,386,289,270,215,134,53,2904,5,11,14,18,26,19,9,4,0,101,3,7,0,5,4,9,3,5,0,34,3,6,11,12,7,10,6,0,0,49,3,0,9,3,11,9,0,0,0,34,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,509,534,632,444,356,328,239,147,50,3249,525,565,648,465,363,334,248,155,53,3370,49,122,119,77,129,267,189,38,9,990,37135,19760,23069,25255,19344,14626,9348,3579,1203,153312
Wyndham,21305,53740,25949,40900,36366,25179,17665,10138,4263,1391,215596,44,37,20,28,16,16,14,9,0,194,26,15,48,40,29,34,23,5,0,218,659,644,881,521,414,336,232,175,75,3945,7,23,33,16,26,27,21,0,0,153,6,14,11,10,7,7,8,0,0,81,13,3,10,16,9,6,0,3,0,58,3,6,13,4,10,13,13,0,0,52,5,3,3,4,0,4,0,0,0,19,0,3,3,9,8,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,722,708,1016,617,500,422,302,183,84,4557,765,753,1030,651,517,443,315,193,82,4750,190,283,365,202,453,1306,685,94,11,3594,54691,26979,42302,37216,26154,19416,11141,4554,1487,223939
Frankston,21401,24434,15753,17679,17916,18116,15344,10880,5817,2556,128499,7,17,13,19,15,16,12,13,6,120,11,7,12,11,21,27,20,4,0,117,444,612,648,407,402,333,330,234,168,3587,3,8,13,18,17,23,28,4,0,102,0,8,7,7,7,6,4,0,0,35,0,6,6,0,7,7,3,3,4,46,0,8,0,0,6,4,0,0,0,30,0,0,0,0,0,0,0,0,0,4,8,0,0,3,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,464,648,696,456,461,413,388,246,176,3943,471,666,705,472,478,428,398,258,180,4059,57,133,98,57,63,114,87,27,11,641,24963,16550,18484,18443,18657,15888,11372,6102,2742,133199
Mornington Peninsula,21402,26076,15365,12619,17068,20272,19347,18315,10824,4707,144597,19,25,22,19,19,25,30,20,8,191,13,42,72,34,27,34,57,8,3,295,530,674,654,504,524,642,658,359,188,4737,14,47,44,33,37,40,42,11,5,270,12,9,3,4,11,14,16,3,0,78,11,21,20,6,18,19,13,6,0,103,5,5,3,13,6,10,11,3,0,66,6,8,5,0,3,3,0,0,0,28,0,9,12,0,0,3,3,0,3,34,0,0,0,0,0,0,0,0,0,0,583,818,821,598,626,762,805,395,201,5610,605,849,841,615,644,785,842,413,211,5808,86,124,98,81,54,51,55,24,7,583,26768,16336,13557,17763,20975,20191,19205,11263,4931,150986
Grampians,21501,9538,5663,5619,5862,7575,8169,6462,4004,2007,54900,19,18,10,8,6,15,19,14,10,110,6,7,21,6,17,30,15,0,0,96,204,370,365,220,254,283,202,112,76,2086,3,10,16,0,17,10,10,0,0,75,21,32,33,36,47,71,53,13,3,299,6,0,4,8,7,16,12,0,0,49,6,0,4,3,4,3,7,4,0,26,3,0,4,0,3,7,0,0,0,17,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,241,418,449,276,345,412,293,126,72,2645,259,438,460,285,351,428,314,137,84,2756,25,51,55,20,20,33,12,8,0,223,9820,6148,6134,6176,7946,8624,6788,4148,2091,57875
Mildura,21502,9895,6200,6085,5839,6703,6652,5046,2954,1356,50736,11,11,8,6,4,6,7,12,3,70,18,50,46,35,65,70,44,10,15,352,191,322,327,202,214,272,236,125,53,1931,7,10,8,8,16,25,20,3,0,96,16,40,50,48,54,72,79,40,3,405,0,3,0,3,10,18,8,6,0,47,0,5,0,4,6,4,8,7,0,36,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,239,428,438,308,361,458,396,196,68,2895,248,439,444,318,362,470,402,207,68,2963,13,342,271,56,53,36,47,3,4,820,10157,6979,6795,6216,7112,7155,5491,3167,1434,54515
Murray River - Swan Hill,21503,6455,3728,3562,3686,4723,5041,3976,2626,1220,35018,11,9,10,7,9,8,7,3,0,74,7,29,19,11,22,21,19,14,0,140,122,244,204,137,168,182,150,70,37,1317,7,0,13,3,3,18,21,3,0,66,0,10,19,13,37,35,24,7,0,138,0,0,7,0,3,5,3,0,0,15,0,0,0,0,0,16,12,0,0,28,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,130,277,261,164,231,278,234,97,44,1718,144,288,268,175,238,290,239,100,44,1788,11,84,119,35,21,24,6,3,3,306,6613,4094,3957,3894,4980,5352,4227,2731,1262,37112
Campaspe,21601,6503,3826,3285,3742,4830,4974,4048,2503,1106,34809,14,5,11,7,7,5,5,9,4,71,14,28,21,20,21,42,26,9,3,182,113,193,187,117,151,156,158,92,39,1209,7,0,7,3,11,12,24,3,0,64,9,3,3,3,14,4,12,3,0,51,0,0,5,0,5,9,5,0,0,38,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,143,233,218,147,206,230,232,116,43,1569,159,241,235,159,212,233,235,122,44,1636,4,33,17,14,17,22,6,3,0,115,6663,4103,3534,3905,5061,5229,4291,2629,1151,36559
Moira,21602,4960,2839,2521,2773,3567,3834,3418,2135,875,26921,3,3,6,6,4,3,4,5,5,46,3,13,11,12,12,25,15,12,4,117,97,128,124,70,101,145,177,103,34,986,3,0,3,0,7,23,5,3,0,52,0,9,4,16,8,3,4,3,0,46,0,0,3,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,5,0,0,4,3,0,0,0,13,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,109,159,147,111,134,199,212,125,35,1235,112,167,157,120,139,204,211,128,39,1283,12,39,48,8,8,11,7,0,0,124,5085,3048,2724,2898,3709,4042,3633,2263,918,28331
Shepparton,21603,12281,7338,7371,7407,8151,7380,5478,3170,1418,59999,15,19,13,17,8,5,4,6,3,107,12,29,16,15,26,26,12,4,0,138,285,416,378,298,263,257,187,125,53,2262,5,7,3,15,10,11,3,5,0,60,0,0,6,12,3,9,0,0,0,38,4,4,5,3,0,3,5,0,0,26,0,0,0,4,3,14,8,3,0,36,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,304,458,411,345,313,328,220,136,57,2568,321,477,431,364,322,336,222,144,60,2675,16,71,101,32,40,72,36,7,0,361,12623,7887,7903,7797,8512,7785,5735,3318,1471,63034
Glenelg - Southern Grampians,21701,5773,3503,2875,3613,4851,5130,3948,2220,1056,32974,13,7,9,7,4,6,3,5,3,52,0,8,3,0,9,12,11,5,0,44,102,218,184,115,149,164,113,47,34,1123,0,4,6,5,8,3,7,3,0,35,17,32,19,18,25,33,18,0,0,159,3,0,0,4,3,10,4,3,0,28,0,0,8,3,0,11,11,0,0,34,0,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,126,260,227,140,195,239,158,54,33,1430,141,263,233,145,197,246,166,57,37,1488,8,81,9,9,18,17,7,3,0,151,5918,3847,3120,3763,5070,5391,4126,2281,1089,34603
Colac - Corangamite,21703,6443,3726,3338,3708,4853,5057,3932,2362,977,34396,11,14,4,3,7,9,10,6,0,57,4,11,12,9,9,6,14,3,0,67,149,201,217,133,152,196,115,63,40,1266,8,13,9,8,20,17,10,0,0,90,4,9,16,0,7,14,10,9,0,75,0,5,0,5,3,8,3,0,0,28,0,0,0,0,0,3,3,0,0,13,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,173,235,258,159,203,246,159,75,43,1546,179,245,261,159,204,258,168,80,45,1601,69,81,105,112,106,46,23,9,3,556,6690,4052,3703,3983,5163,5359,4126,2448,1022,36553
Warrnambool,21704,9193,5700,5270,5632,6480,6184,4650,2593,1239,46938,21,17,5,7,13,4,8,9,3,82,9,3,13,7,15,19,19,0,0,85,163,308,271,193,224,258,182,96,71,1758,9,10,10,10,6,10,3,0,3,62,10,11,11,6,23,12,24,8,3,100,4,3,9,5,3,0,0,0,0,29,0,0,0,0,0,4,3,3,0,8,0,0,3,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,189,330,322,229,268,312,226,109,77,2059,211,345,328,237,282,318,232,113,78,2145,34,96,143,49,27,18,26,0,4,397,9434,6145,5740,5913,6790,6515,4909,2704,1321,49482
Capalaba,30101,13531,9003,8097,9006,9920,9090,5969,2725,1211,68549,8,5,3,3,9,10,9,4,4,61,4,11,12,11,18,43,51,22,7,177,3,5,4,6,6,14,18,6,0,76,200,258,268,171,133,124,114,65,38,1366,4,3,0,0,0,3,3,3,0,12,3,3,0,3,3,4,4,0,0,23,0,0,0,0,0,3,3,3,0,10,0,0,7,0,7,0,0,0,0,8,3,4,0,3,0,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,220,286,288,189,166,197,204,105,43,1697,224,289,293,190,177,203,207,108,51,1753,33,89,48,39,36,78,39,15,0,381,13794,9379,8445,9236,10128,9366,6218,2849,1267,70683
Cleveland - Stradbroke,30102,14825,9167,7474,9566,11383,10551,8940,4726,1998,78632,15,16,7,6,8,3,10,11,6,80,9,24,19,5,33,57,69,25,11,253,10,10,8,8,14,34,53,23,9,159,349,388,379,274,297,299,240,100,61,2386,3,0,4,3,4,5,17,3,0,55,7,7,3,3,0,3,5,0,0,34,3,0,0,3,0,4,14,8,0,31,5,3,6,3,5,0,0,0,0,21,0,0,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,387,435,414,304,359,408,394,165,81,2947,397,445,426,308,365,410,407,175,88,3027,69,122,74,40,64,89,67,38,10,572,15290,9741,7967,9917,11811,11052,9417,4939,2097,82229
