gml_id,sa3_code16,f_tot_lf_15_19_yr,f_tot_lf_20_24_yr,f_tot_lf_25_34_yr,f_tot_lf_35_44_yr,f_tot_lf_45_54_yr,f_tot_lf_55_64_yr,f_tot_lf_65_74_yr,f_tot_lf_75_84_yr,f_tot_lf_85,f_tot_lf_tot,f_n_the_lf_15_19,f_n_the_lf_20_24,f_n_the_lf_25_34,f_n_the_lf_35_44,f_n_the_lf_45_54,f_n_the_lf_55_64,f_n_the_lf_65_74,f_n_the_lf_75_84,f_n_the_lf_85,f_n_the_lf_tot,f_lf_st_ns_15_19,f_lf_st_ns_20_24,f_lf_st_ns_25_34,f_lf_st_ns_35_44,f_lf_st_ns_45_54,f_lf_st_ns_55_64,f_lf_st_ns_65_74,f_lf_st_ns_75_84,f_lf_st_ns_85,f_lf_st_ns_total,f_tot_15_19_yr,f_tot_20_24_yr,f_tot_25_34_yr,f_tot_35_44_yr,f_tot_45_54_yr,f_tot_55_64_yr,f_tot_65_74_yr,f_tot_75_84_yr,f_tot_85_yr_over,f_tot_tot,p_emp_wrk_ft_15_19,p_emp_wrk_ft_20_24,p_emp_wrk_ft_25_34,p_emp_wrk_ft_35_44,p_emp_wrk_ft_45_54,p_emp_wrk_ft_55_64,p_emp_wrk_ft_65_74,p_emp_wrk_ft_75_84,p_emp_wrk_ft_85,p_emp_wrk_ft_tot,p_emp_wrk_pt_15_19,p_emp_wrk_pt_20_24,p_emp_wrk_pt_25_34,p_emp_wrk_pt_35_44,p_emp_wrk_pt_45_54,p_emp_wrk_pt_55_64,p_emp_wrk_pt_65_74,p_emp_wrk_pt_75_84,p_emp_wrk_pt_85,p_emp_wrk_pt_tot,p_emp_a_f_wrk_15_19,p_emp_a_f_wrk_20_24,p_emp_a_f_wrk_25_34,p_emp_a_f_wrk_35_44,p_emp_a_f_wrk_45_54,p_emp_a_f_wrk_55_64,p_emp_a_f_wrk_65_74,p_emp_a_f_wrk_75_84,p_emp_a_f_wrk_85,p_emp_a_f_wrk_tot,p_hr_wrk_ns_15_19,p_hr_wrk_ns_20_24,p_hr_wrk_ns_25_34,p_hr_wrk_ns_35_44,p_hr_wrk_ns_45_54,p_hr_wrk_ns_55_64,p_hr_wrk_ns_65_74,p_hr_wrk_ns_75_84,p_hr_wrk_ns_85,p_hr_wrk_ns_tot,p_tot_emp_15_19,p_tot_emp_20_24,p_tot_emp_25_34,p_tot_emp_35_44,p_tot_emp_45_54,p_tot_emp_55_64,p_tot_emp_65_74,p_tot_emp_75_84,p_tot_emp_85_over,p_tot_emp_tot,p_ue_lk_fr_ft_wrk_15_19,p_ue_lk_fr_ft_wrk_20_24,p_ue_lk_fr_ft_wrk_25_34,p_ue_lk_fr_ft_wrk_35_44,p_ue_lk_fr_ft_wrk_45_54,p_ue_lk_fr_ft_wrk_55_64,p_ue_lk_fr_ft_wrk_65_74,p_ue_lk_fr_ft_wrk_75_84,p_ue_lk_for_ft_wrk_85,p_ue_looking_for_ft_wk_tot,p_ue_lk_for_pt_wk_15_19,p_ue_lk_for_pt_wk_20_24,p_ue_lk_for_pt_wk_25_34,p_ue_lk_for_pt_wk_35_44,p_ue_lk_for_pt_wk_45_54,p_ue_lk_for_pt_wk_55_64,p_ue_lk_for_pt_wk_65_74,p_ue_lk_for_pt_wk_75_84,p_ue_looking_for_pt_wk_85,p_ue_lk_for_pt_wrk_tot,p_tot_unemp_15_19,p_tot_unemp_20_24,p_tot_unemp_25_34,p_tot_unemp_35_44,p_tot_unemp_45_54,p_tot_unemp_55_64,p_tot_unemp_65_74,p_tot_unemp_75_84,p_tot_unemp_85,p_tot_unemp_total,p_tot_lf_15_19_yr,p_tot_lf_20_24_yr,p_tot_lf_25_34_yr,p_tot_lf_35_44_yr,p_tot_lf_45_54_yr,p_tot_lf_55_64_yr,p_tot_lf_65_74_yr,p_tot_lf_75_84_yr,p_tot_lf_85,p_tot_lf_tot,p_n_the_lf_15_19,p_n_the_lf_20_24,p_n_the_lf_25_34,p_n_the_lf_35_44,p_n_the_lf_45_54,p_n_the_lf_55_64,p_n_the_lf_65_74,p_n_the_lf_75_84,p_n_the_lf_85,p_n_the_lf_tot,p_lf_st_ns_15_19,p_lf_st_ns_20_24,p_lf_st_ns_25_34,p_lf_st_ns_35_44,p_lf_st_ns_45_54,p_lf_st_ns_55_64,p_lf_st_ns_65_74,p_lf_st_ns_75_84,p_lf_st_ns_85,p_lf_st_ns_total,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6401,"10304","901","1116","2640","2841","2936","2111","508","76","11","13146","923","357","822","620","634","1186","2035","1429","704","8709","99","96","211","214","233","190","182","159","94","1472","1929","1567","3671","3672","3802","3481","2720","1668","812","23323","462","1301","3539","3738","3924","2688","553","80","19","16296","952","641","1313","1526","1441","1339","597","107","12","7923","57","78","242","161","158","171","60","10","0","938","55","42","76","85","92","49","46","24","9","463","1522","2064","5168","5507","5613","4236","1246","222","38","25627","121","146","205","193","178","134","13","0","0","991","170","72","109","83","85","60","14","4","0","592","294","220","313","277","262","195","28","7","0","1589","1820","2284","5478","5782","5879","4433","1276","230","38","27213","1841","566","1075","946","1064","2076","3651","2556","1081","14862","221","192","466","460","528","435","344","286","143","3074","3877","3045","7019","7195","7470","6939","5268","3068","1259","45141",Orange
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-6400,"10401","703","637","1311","1857","2360","2076","376","41","12","9374","626","275","689","651","903","1965","3223","1869","889","11085","90","59","147","187","202","266","290","200","122","1570","1421","974","2152","2690","3468","4308","3890","2107","1022","22031","236","676","1547","2068","2554","2012","336","54","5","9494","740","479","854","1190","1527","1615","506","90","11","7013","54","60","136","119","154","230","70","7","0","826","44","45","51","68","75","58","36","16","5","400","1061","1264","2597","3441","4318","3916","948","170","25","17725","153","162","203","192","201","169","11","3","0","1096","162","65","108","93","79","126","18","0","0","650","313","227","314","279","280","291","24","3","0","1746","1380","1484","2909","3723","4598","4202","975","168","28","19474","1372","449","1068","1080","1678","3658","6299","3577","1419","20603","198","142","284","367","447","587","596","372","184","3171","2953","2077","4256","5168","6723","8450","7878","4113","1634","43250",Clarence Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63ff,"10402","1326","1425","3145","3766","4600","3629","672","67","9","18632","989","470","1146","1030","1197","2815","4475","2747","1157","16018","131","143","276","273","397","406","450","405","365","2853","2448","2036","4567","5070","6195","6847","5594","3218","1531","37507","381","1361","3647","4217","4980","3645","569","45","11","18844","1617","1119","2052","2527","2891","2919","889","98","4","14118","81","102","267","210","242","325","109","15","0","1360","67","68","125","102","139","97","30","24","6","662","2141","2649","6096","7060","8256","6980","1595","182","25","34976","216","268","332","275","285","249","14","0","0","1637","259","120","167","175","180","176","41","3","0","1121","469","387","500","450","470","430","54","6","0","2761","2613","3031","6595","7504","8728","7409","1651","182","25","37739","2170","798","1609","1538","2079","4954","8500","5170","1914","28724","268","289","572","567","746","911","863","736","543","5504","5049","4123","8776","9613","11553","13275","11012","6087","2480","71965",Coffs Harbour
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63fe,"10501","193","365","987","870","1093","864","244","61","12","4676","288","209","392","312","375","530","873","520","226","3720","54","103","189","170","231","194","195","120","44","1296","537","683","1561","1352","1694","1587","1309","693","276","9693","117","488","1421","1170","1558","1270","351","79","10","6471","151","180","418","426","484","456","225","57","12","2401","8","22","85","51","76","115","38","7","6","417","23","24","48","60","55","50","33","12","3","310","297","716","1972","1711","2170","1885","659","153","24","9598","47","70","120","104","122","75","0","0","0","545","42","48","52","53","44","46","8","0","0","289","87","116","169","155","167","126","12","3","0","833","390","827","2146","1868","2339","2009","667","158","24","10430","589","338","590","487","703","1077","1803","1032","352","6983","130","184","434","363","468","473","431","221","73","2783","1106","1356","3172","2719","3506","3561","2906","1415","447","20197",Bourke - Cobar - Coonamble
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63fd,"10502","240","376","825","761","949","782","171","10","10","4119","236","139","314","251","312","653","937","656","345","3837","35","75","120","75","102","134","142","77","54","822","510","593","1259","1083","1362","1570","1246","747","410","8774","107","417","1066","963","1215","1058","188","21","3","5033","256","217","406","399","458","470","157","16","0","2378","20","33","82","44","68","97","30","3","0","376","15","21","29","33","36","37","16","8","8","197","394","691","1585","1436","1773","1660","387","47","14","7989","51","73","103","90","115","65","0","0","3","512","43","34","50","31","33","31","7","0","0","233","96","108","156","125","149","93","10","0","3","739","491","799","1747","1561","1923","1752","397","48","17","8731","518","249","494","446","601","1157","1836","1136","499","6937","64","127","256","186","261","263","291","140","91","1669","1074","1174","2491","2192","2783","3170","2529","1321","601","17334",Broken Hill and Far West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63fc,"10503","1006","1299","3151","2998","3375","2722","634","107","24","15322","883","497","952","743","844","1553","2612","1853","843","10781","137","149","352","291","345","395","346","269","143","2421","2018","1943","4455","4036","4569","4667","3596","2229","1013","28529","496","1655","4047","3926","4597","3531","870","152","34","19308","1057","676","1474","1531","1568","1565","667","164","30","8730","56","76","287","165","151","226","75","12","7","1054","55","64","116","100","117","86","49","26","8","635","1671","2479","5930","5720","6436","5403","1661","359","75","29729","151","232","290","233","211","158","6","0","0","1277","160","86","125","89","72","113","15","6","0","664","308","322","412","322","283","270","24","6","0","1940","1975","2801","6344","6043","6716","5674","1684","363","75","31671","1891","857","1541","1235","1452","2706","4847","3340","1359","19219","282","322","671","618","712","801","707","486","228","4833","4148","3978","8557","7896","8882","9180","7240","4185","1661","55728",Dubbo
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63fb,"10601","1478","1761","3694","3891","4089","2607","473","60","11","18061","1105","578","1396","1223","1358","2631","3222","1800","892","14214","143","149","395","325","365","376","352","226","154","2484","2732","2487","5494","5441","5819","5615","4048","2083","1049","34763","780","2147","4851","4961","5326","3374","545","70","11","22064","1532","1194","2074","2371","2423","1993","624","89","12","12307","86","124","369","267","249","218","59","8","0","1381","64","94","137","149","160","95","20","26","3","747","2464","3554","7422","7746","8158","5678","1248","192","32","36493","277","356","389","360","322","223","8","3","0","1946","299","138","207","160","110","120","25","0","0","1059","573","488","597","524","436","344","31","3","0","3004","3040","4046","8021","8269","8599","6027","1285","198","33","39499","2375","1011","2141","2002","2287","4417","6246","3341","1324","25142","310","323","758","649","773","739","689","414","221","4876","5722","5374","10922","10916","11655","11184","8217","3950","1577","69518",Lower Hunter
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63fa,"10602","1346","1823","3893","3729","3806","2210","354","30","12","17203","879","430","1137","983","965","1851","2625","1553","709","11131","63","87","239","182","202","172","172","152","110","1387","2291","2334","5272","4901","4973","4232","3154","1741","828","29723","473","1859","5123","4910","4873","2886","361","23","3","20511","1557","1220","2044","2177","1997","1512","459","55","4","11024","59","93","349","210","184","206","40","4","3","1145","45","60","105","119","103","54","19","6","13","511","2124","3225","7630","7421","7150","4648","875","89","24","33192","197","281","312","270","247","172","10","0","0","1498","328","150","183","155","127","87","10","3","0","1050","529","432","497","429","371","258","19","3","0","2545","2652","3655","8127","7847","7522","4910","895","96","24","35733","1955","702","1481","1396","1471","2990","4813","2728","1078","18617","150","175","446","413","389","363","321","273","156","2693","4761","4529","10053","9659","9386","8268","6030","3097","1258","57038",Maitland
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63f9,"10603","1159","1260","2287","2991","3517","2538","524","51","5","14338","780","348","851","827","1015","2356","4054","2289","980","13501","108","94","224","218","273","293","388","288","118","2012","2049","1700","3364","4039","4806","5194","4971","2629","1105","29854","379","1266","2905","3654","4414","2838","409","37","6","15913","1279","950","1397","1819","2094","1955","711","104","8","10310","76","93","229","192","220","269","64","8","0","1162","48","68","90","85","103","86","32","10","5","534","1779","2376","4622","5756","6826","5154","1220","164","23","27921","196","209","236","229","273","201","10","3","0","1354","242","105","122","132","117","129","35","3","4","882","437","319","359","363","389","323","43","6","4","2236","2224","2695","4977","6118","7211","5476","1263","168","20","30157","1720","590","1176","1231","1613","3948","7829","4415","1588","24113","223","245","486","445","557","599","731","537","209","4024","4166","3527","6642","7793","9379","10021","9818","5123","1824","58290",Port Stephens
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63f8,"10604","399","570","1313","1353","1432","961","220","45","10","6300","398","205","508","390","442","650","940","661","291","4481","69","61","141","146","138","115","91","89","48","908","870","837","1970","1891","2006","1722","1251","793","351","11689","220","684","1905","1887","2024","1388","268","53","8","8443","442","300","690","759","771","626","258","54","13","3910","38","34","118","83","90","92","20","6","3","490","22","28","45","55","47","39","22","15","0","272","726","1048","2755","2795","2935","2152","561","116","29","13113","75","105","143","106","105","66","7","0","0","606","66","48","53","49","52","33","8","3","0","312","139","149","200","158","157","101","10","3","0","916","865","1204","2950","2945","3096","2247","571","120","29","14030","777","306","738","625","708","1138","1834","1152","438","7717","111","128","311","306","303","274","201","155","83","1878","1746","1634","3999","3880","4102","3657","2612","1436","554","23624",Upper Hunter
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63f7,"10701","1178","1637","3243","3427","3512","2196","290","27","5","15515","1073","467","1133","1138","1305","2277","3167","2379","1011","13948","91","88","160","162","183","189","180","246","191","1481","2347","2187","4534","4728","4996","4668","3633","2648","1203","30939","462","1713","4177","4389","4583","2663","262","22","3","18276","1259","1192","1813","2099","2046","1573","381","30","0","10389","65","81","331","215","195","216","40","3","3","1146","50","73","124","95","99","69","14","5","4","530","1834","3056","6444","6800","6915","4516","694","67","11","30342","183","291","308","259","259","172","3","0","0","1477","339","168","176","145","127","91","10","3","0","1065","524","454","486","409","384","266","22","3","0","2548","2356","3516","6934","7209","7305","4783","712","67","13","32888","2252","838","1582","1708","2136","3875","6017","4274","1616","24308","162","184","348","334","395","401","351","418","276","2876","4773","4536","8863","9251","9839","9066","7083","4762","1899","60069",Dapto - Port Kembla
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63f6,"10702","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","8",Illawarra Catchment Reserve
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63f5,"10703","1611","2027","3777","4292","4594","2987","420","31","7","19748","1164","443","1042","1089","1328","2785","3885","2420","1015","15167","110","100","221","233","266","272","329","269","262","2063","2880","2568","5046","5612","6185","6051","4633","2721","1284","36975","628","2084","4878","5263","5764","3647","409","31","3","22715","1762","1550","2065","2745","2761","2225","585","64","6","13766","81","114","379","258","305","295","48","3","4","1488","54","96","121","101","122","73","33","16","3","612","2519","3838","7445","8367","8952","6248","1079","113","20","38578","208","304","295","242","231","168","12","3","0","1465","439","140","158","169","137","103","30","0","0","1184","651","443","450","411","370","276","37","0","0","2644","3173","4289","7895","8780","9327","6519","1111","117","20","41224","2525","777","1439","1549","2008","4563","7314","4394","1659","26235","228","211","424","445","528","531","591","469","383","3819","5929","5275","9752","10780","11861","11613","9019","4984","2059","71274",Kiama - Shellharbour
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63f4,"10704","2113","3735","6091","6398","6360","4150","671","66","10","29596","1788","1191","1784","1606","1563","3101","4701","3507","1913","21156","168","263","455","325","352","351","370","313","186","2789","4063","5192","8331","8333","8275","7598","5749","3885","2113","53534","627","2770","8027","8268","8401","4915","596","50","3","33660","2326","3423","3476","3904","3561","2875","862","108","10","20547","143","189","559","439","299","319","65","11","3","2029","94","167","190","135","164","104","44","20","9","923","3191","6549","12249","12752","12432","8208","1569","185","23","57165","182","361","446","311","362","212","16","0","0","1895","744","665","359","231","173","165","36","10","0","2389","933","1023","809","546","535","383","52","10","0","4278","4120","7576","13056","13298","12966","8587","1621","193","24","61442","3890","2827","3019","2434","2666","5397","8705","6302","3014","38255","331","548","975","710","731","693","703","561","303","5552","8339","10949","17048","16441","16360","14680","11024","7057","3341","105251",Wollongong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63f3,"10801","350","367","745","1042","1379","1223","269","27","4","5400","309","131","324","354","480","1228","2376","1528","715","7444","41","28","61","89","102","144","198","181","154","995","704","530","1124","1479","1961","2596","2839","1742","873","13841","122","322","790","1067","1428","1152","200","27","7","5120","425","277","541","716","951","984","350","48","0","4288","31","30","71","63","100","147","36","7","0","481","24","16","35","36","53","39","20","12","4","246","605","649","1431","1883","2532","2329","606","89","18","10141","65","81","94","91","122","108","3","0","0","558","63","33","52","44","59","77","8","0","4","339","127","116","141","142","180","184","12","0","4","897","729","761","1574","2020","2707","2512","621","89","19","11038","679","227","470","603","890","2225","4631","2971","1193","13894","88","63","132","170","230","296","385","322","246","1920","1500","1052","2177","2795","3831","5027","5631","3384","1453","26852",Great Lakes
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63f2,"10802","565","580","1222","1584","2102","1933","368","48","11","8420","635","330","731","654","810","1945","2874","1550","751","10278","80","71","155","156","229","285","278","236","207","1702","1284","980","2113","2398","3141","4160","3520","1836","966","20394","191","576","1280","1701","2153","1710","376","57","13","8056","659","448","834","1072","1394","1593","446","52","7","6511","49","48","145","100","151","234","68","10","4","812","51","45","68","80","81","76","41","16","0","465","949","1118","2332","2960","3784","3622","930","140","23","15854","103","153","200","173","186","171","5","0","3","999","91","55","75","76","102","125","19","4","4","552","198","208","283","250","286","301","25","4","3","1551","1141","1332","2609","3205","4069","3921","955","141","26","17407","1325","615","1276","1177","1593","3649","5711","3003","1219","19574","180","143","283","322","484","591","570","475","326","3379","2646","2087","4170","4701","6153","8167","7243","3619","1578","40358",Kempsey - Nambucca
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63f1,"10803","4","9","20","17","22","29","10","0","0","112","3","0","0","3","4","12","19","3","3","61","0","3","3","3","6","14","4","0","0","27","4","10","18","28","34","53","30","5","3","194","0","5","25","33","31","33","6","0","0","140","6","8","13","15","20","22","8","3","0","90","0","0","0","3","0","3","0","0","0","13","0","0","0","3","0","0","0","0","0","4","6","17","40","50","53","59","20","6","0","244","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","6","6","15","38","46","52","58","20","6","0","247","4","0","0","5","7","24","37","14","9","97","3","7","7","10","11","15","15","3","0","69","9","21","46","68","74","98","65","19","8","413",Lord Howe Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63f0,"10804","1180","1080","2488","3210","4127","3125","577","58","5","15854","869","375","844","830","995","2498","5101","3385","1638","16540","86","101","206","202","265","312","452","346","212","2186","2143","1558","3540","4251","5381","5935","6130","3788","1858","34573","372","1147","2999","3892","4650","3167","484","44","7","16770","1326","779","1551","1982","2506","2337","760","108","10","11358","114","69","230","170","231","277","83","7","3","1173","45","70","77","101","115","78","49","16","4","555","1856","2063","4861","6150","7495","5851","1371","181","28","29855","143","187","220","197","256","231","11","0","0","1243","249","89","106","111","149","168","28","0","0","897","393","272","327","307","404","394","38","3","0","2146","2246","2339","5189","6454","7898","6247","1416","187","28","31998","1908","591","1148","1275","1745","4355","9551","6271","2651","29499","210","207","414","400","536","611","849","656","339","4223","4366","3139","6752","8133","10187","11215","11817","7113","3010","65723",Port Macquarie
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63ef,"10805","680","748","1447","1849","2497","2084","466","52","14","9847","724","326","735","714","914","2083","3356","1939","832","11619","73","64","126","130","207","265","280","225","204","1584","1479","1143","2306","2697","3617","4440","4103","2212","1050","23046","205","716","1596","1890","2655","2119","383","54","8","9620","782","507","945","1239","1588","1621","606","79","10","7379","61","83","150","130","171","225","56","10","0","885","51","46","46","75","91","81","43","21","8","442","1098","1348","2734","3331","4507","4047","1085","157","26","18336","148","185","223","205","254","218","3","0","0","1239","140","74","108","115","108","134","16","0","0","696","289","259","330","320","362","353","24","4","3","1933","1381","1605","3068","3648","4867","4398","1112","160","27","20270","1486","522","1042","1168","1611","3600","6540","3713","1387","21061","146","141","271","273","423","551","549","387","323","3059","3014","2262","4376","5090","6899","8549","8204","4264","1738","44386",Taree - Gloucester
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63ee,"10901","1113","1453","2781","2812","3144","2419","496","52","5","14270","757","433","743","723","675","1339","2298","1566","838","9372","100","150","259","228","214","250","208","242","144","1795","1972","2031","3789","3771","4029","4005","2999","1863","981","25439","431","1443","3594","3500","3955","2852","515","47","3","16354","1235","1022","1525","1724","1752","1668","598","81","12","9616","76","68","262","158","162","209","64","5","0","992","62","64","85","75","77","75","30","15","3","489","1796","2599","5469","5455","5947","4807","1210","149","21","27448","119","225","243","188","217","130","11","0","0","1137","213","126","110","107","88","99","26","0","0","770","337","351","354","293","302","231","34","0","0","1905","2137","2947","5822","5748","6252","5038","1239","154","27","29356","1583","670","1034","1079","1175","2276","4207","2764","1316","16104","200","309","527","472","476","520","438","401","230","3570","3922","3921","7381","7303","7897","7834","5888","3324","1568","49031",Albury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63ed,"10902","156","212","412","486","647","554","128","26","3","2628","136","70","169","128","162","325","541","319","127","1971","26","39","93","64","88","94","107","66","27","589","318","331","671","679","892","978","766","414","152","5184","88","302","569","665","947","755","156","32","0","3518","168","116","233","304","325","367","150","23","8","1698","13","9","48","21","39","62","17","0","0","204","13","15","29","33","36","31","15","12","0","191","281","441","880","1025","1349","1219","336","68","12","5617","20","35","44","34","51","25","6","0","0","217","19","12","19","16","12","24","5","0","0","114","40","45","68","49","59","45","8","3","0","328","324","488","947","1077","1414","1265","347","74","11","5944","306","110","220","192","277","562","1078","630","202","3573","67","84","220","155","211","240","205","138","35","1343","692","689","1388","1422","1901","2062","1628","840","242","10856",Lower Murray
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63ec,"10903","526","603","1420","1647","2042","1812","442","60","8","8560","450","157","398","369","411","1117","2124","1470","644","7140","84","75","151","155","218","281","217","221","135","1535","1063","832","1969","2166","2670","3207","2779","1750","791","17240","299","804","1831","2141","2611","2288","549","84","14","10614","601","371","811","968","1116","1241","527","95","16","5753","31","44","152","100","147","214","53","17","6","762","26","42","52","65","71","78","57","15","7","419","957","1267","2853","3270","3942","3824","1188","209","42","17547","58","69","97","92","94","116","11","0","0","540","66","27","53","42","44","64","15","0","0","299","126","94","144","137","134","176","21","0","0","838","1078","1364","3000","3402","4080","4000","1213","209","42","18391","939","249","545","531","717","1939","4122","2763","1089","12888","160","166","294","331","411","555","521","419","228","3079","2178","1773","3835","4268","5202","6499","5854","3389","1354","34355",Upper Murray exc. Albury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63eb,"11001","676","922","1425","1518","1842","1451","391","56","13","8298","797","626","542","420","419","764","1306","921","439","6229","140","177","153","142","162","164","152","131","71","1291","1609","1722","2118","2070","2425","2384","1851","1107","527","15822","195","683","1768","1846","2404","1828","504","76","18","9308","692","742","854","921","1003","944","411","88","16","5673","81","96","121","73","73","107","40","8","0","617","52","53","42","46","48","48","25","7","0","314","1022","1571","2791","2882","3529","2923","979","186","38","15912","71","111","126","86","94","60","8","0","0","556","186","180","99","57","52","53","9","3","0","629","255","293","220","141","149","112","9","0","0","1183","1274","1861","3009","3028","3675","3035","991","192","34","17095","1592","1169","820","663","715","1284","2419","1577","657","10894","259","334","313","273","328","334","306","214","118","2473","3123","3368","4141","3960","4714","4654","3714","1983","808","30462",Armidale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p40b_labour_force_status_by_age_by_sex_census_2016.fid--7a4d496e_1724c35c6d1_-63ea,"11002","458","556","1078","1426","1720","1483","471","99","15","7315","462","261","539","481","542","1140","1862","1183","522","6990","63","71","142","174","194","271","274","193","154","1532","984","892","1757","2079","2458","2895","2605","1476","693","15840","230","629","1365","1619","2117","1753","573","121","23","8432","502","334","667","857","962","1024","466","108","16","4937","36","36","109","76","96","132","30","16","3","538","32","36","41","80","67","56","48","35","10","401","797","1034","2178","2632","3247","2971","1111","281","43","14303","80","120","141","155","147","116","3","4","3","763","68","48","52","68","53","80","10","3","0","386","146","168","197","224","198","195","15","5","4","1151","944","1200","2373","2857","3451","3168","1126","282","47","15455","1002","392","816","795","1022","2069","3583","2243","781","12706","149","149","297","333","382","560","569","372","215","3024","2100","1747","3489","3982","4858","5797","5281","2897","1043","31182",Inverell - Tenterfield
