sa3_name16,sa3_code16,vfdif_sa2_nt_indst_nsp,vfdif_sa2_nt_totm,vfdif_sa2_nt_totf,vfdif_sa2_nt_totp,vfdif_sa2_act_indig_m,vfdif_sa2_act_indig_f,vfdif_sa2_act_indig_p,vfdif_sa2_act_nonind_m,vfdif_sa2_act_nonind_f,vfdif_sa2_act_nonind_p,vfdif_sa2_act_indst_nsm,vfdif_sa2_act_indst_nsf,vfdif_sa2_act_indst_nsp,vfdif_sa2_act_totm,vfdif_sa2_act_totf,vfdif_sa2_act_totp,vfdif_sa2_ot_indig_m,vfdif_sa2_ot_indig_f,vfdif_sa2_ot_indig_p,vfdif_sa2_ot_nonind_m,vfdif_sa2_ot_nonind_f,vfdif_sa2_ot_nonind_p,vfdif_sa2_ot_indst_nsm,vfdif_sa2_ot_indst_nsf,vfdif_sa2_ot_indst_nsp,vfdif_sa2_ot_totm,vfdif_sa2_ot_totf,vfdif_sa2_ot_totp,vfdif_sa2_t_indig_m,vfdif_sa2_t_indig_f,vfdif_sa2_t_indig_p,vfdif_sa2_t_nonind_m,vfdif_sa2_t_nonind_f,vfdif_sa2_t_nonind_p,vfdif_sa2_t_indst_nsm,vfdif_sa2_t_indst_nsf,vfdif_sa2_t_indst_nsp,vfdif_sa2_t_totm,vfdif_sa2_t_totf,vfdif_sa2_t_totp,vis_tot_vis_indig_m,vis_tot_vis_indig_f,vis_tot_vis_indig_p,vis_tot_vis_nonind_m,vis_tot_vis_nonind_f,vis_tot_vis_nonind_p,vis_tot_vis_indigstat_nsm,vis_tot_vis_indigstat_nsf,vis_tot_vis_indigstat_nsp,vis_tot_visitors_totm,vis_tot_visitors_totf,vis_tot_visitors_totp,lsah_eng_onl_indig_m,lsah_eng_onl_indig_f,lsah_eng_onl_indig_p,lsah_eng_onl_nonind_m,lsah_eng_onl_nonind_f,lsah_eng_onl_nonind_p,lsah_eng_on_ind_sta_nsm,lsah_eng_on_ind_sta_nsf,lsah_eng_on_ind_sta_nsp,lsah_eng_only_totm,lsah_eng_only_totf,lsah_eng_only_totp,lsah_aus_ind_lang_ind_m,lsah_aus_ind_lang_ind_f,lsah_aus_ind_lang_ind_p,lsah_aus_ind_lan_no_ind_m,lsah_aus_ind_lan_no_ind_f,lsah_aus_ind_lan_no_ind_p,lsh_aus_ind_lan_indst_nsm,lsh_aus_ind_lan_indst_nsf,lsh_aus_ind_lan_indst_nsp,lsh_austn_indig_lang_totm,lsh_austn_indig_lang_totf,lsh_austn_indig_lang_totp,saindl_se_nw_na_in_m,saindl_se_nw_na_in_f,saindl_se_nw_na_in_p,saindl_se_nw_na_no_in_m,saindl_se_nw_na_no_in_f,saindl_se_nw_na_no_in_p,saindl_se_nw_na_in_st_nsm,saindl_se_nw_na_in_st_nsf,saindl_se_nw_na_in_st_nsp,saindl_se_nw_na_totm,saindl_se_nw_na_totf,saindl_se_nw_na_totp,saindl_se_vw_wel_in_m,saindl_se_vw_wel_in_f,saindl_se_vw_wel_in_p,saindl_se_vw_we_no_in_m,saindl_se_vw_we_no_in_f,saindl_se_vw_we_no_in_p,saindl_se_vw_we_i_st_nsm,saindl_se_vw_we_i_st_nsf,saindl_se_vw_we_i_st_nsp,saindl_se_vw_we_totm,saindl_se_vw_we_totf,saindl_se_vw_we_totp,auabrigtrrl_indig_m,auabrigtrrl_indig_f,auabrigtrrl_indig_p,auabrigtrrl_no_ind_m,auabrigtrrl_no_ind_f,auabrigtrrl_no_ind_p,auabrigtrrl_indst_nsm,auabrigtrrl_indst_nsf,auabrigtrrl_indst_nsp,auabrigtrrl_totm,auabrigtrrl_totf,auabrigtrrl_totp,apaei_0_4_ind_m,apaei_0_4_ind_f,apaei_0_4_ind_p,apaei_0_4_no_ind_m,apaei_0_4_no_ind_f,apaei_0_4_no_ind_p,apaei_0_4_in_st_nsm,apaei_0_4_in_st_nsf,apaei_0_4_in_st_nsp,apaei_0_4_totm,apaei_0_4_totf,apaei_0_4_totp,apaei_5_14_ind_m,apaei_5_14_ind_f,apaei_5_14_ind_p,apaei_5_14_no_in_m,apaei_5_14_no_in_f,apaei_5_14_no_in_p,apaei_5_14_in_st_nsm,apaei_5_14_in_st_nsf,apaei_5_14_in_st_nsp,apaei_5_14_totm,apaei_5_14_totf,apaei_5_14_totp,apaei_15_19_ind_m,apaei_15_19_ind_f,apaei_15_19_ind_p,apaei_15_19_no_in_m,apaei_15_19_no_in_f,apaei_15_19_no_in_p,apaei_15_19_i_st_nsm,apaei_15_19_i_st_nsf,apaei_15_19_i_st_nsp,apaei_15_19_totm,apaei_15_19_totf,apaei_15_19_totp,apaei_20_24_ind_m,apaei_20_24_ind_f,apaei_20_24_ind_p,apaei_20_24_no_ind_m,apaei_20_24_no_ind_f,apaei_20_24_no_ind_p,apaei_20_24_in_st_nsm,apaei_20_24_in_st_nsf,apaei_20_24_in_st_nsp,apaei_20_24_totm,apaei_20_24_totf,apaei_20_24_totp,apaei_25ov_ind_m,apaei_25ov_ind_f,apaei_25ov_ind_p,apaei_25ov_no_ind_m,apaei_25ov_no_ind_f,apaei_25ov_no_ind_p,apaei_25ov_in_st_nsm,apaei_25ov_in_st_nsf,apaei_25ov_in_st_nsp,apaei_25ov_totm,apaei_25ov_totf,apaei_25ov_totp,hysc_y12_e_ind_m,hysc_y12_e_ind_f,hysc_y12_e_ind_p,hysc_y12_e_no_in_m,hysc_y12_e_no_in_f,hysc_y12_e_no_in_p,hysc_y12_e_in_st_nsm,hysc_y12_e_in_st_nsf,hysc_y12_e_in_st_nsp,hysc_y12_e_totm,hysc_y12_e_totf,hysc_y12_e_totp,hysc_y11_e_ind_m,hysc_y11_e_ind_f,hysc_y11_e_ind_p,hysc_y11_e_no_in_m,hysc_y11_e_no_in_f,hysc_y11_e_no_in_p,hysc_y11_e_in_s_nsm,hysc_y11_e_in_s_nsf,hysc_y11_e_in_s_nsp,hysc_y11_e_totm,hysc_y11_e_totf,hysc_y11_e_totp,hysc_y10_e_ind_m,hysc_y10_e_ind_f,hysc_y10_e_ind_p,hysc_y10_e_no_in_m
Creswick - Daylesford - Ballan,20102,0,9,8,17,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,14,579,543,1122,94,104,196,683,659,1339,12,3,14,599,567,1162,95,110,201,703,676,1381,130,140,267,11998,12263,24258,149,153,309,12280,12559,24833,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,8,5,8,135,137,279,4,4,5,143,144,290,33,36,65,1531,1487,3016,21,18,42,1586,1538,3122,3,10,13,489,528,1015,4,3,6,495,545,1042,3,0,0,121,148,266,0,0,3,126,148,274,3,5,9,225,497,722,0,0,3,227,503,731,22,42,61,4187,5368,9552,36,50,87,4242,5457,9701,17,10,33,1752,1772,3529,27,17,45,1797,1801,3601,24,18,42,2336
Maryborough - Pyrenees,20103,0,0,0,3,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,408,372,781,46,27,72,464,403,874,9,6,13,431,394,825,48,30,77,488,427,921,158,193,352,11014,10911,21925,158,165,322,11333,11269,22598,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,0,7,0,0,0,0,0,0,3,0,5,4,0,3,108,134,237,3,0,3,114,130,247,49,49,89,1295,1199,2496,15,22,42,1362,1274,2630,12,14,27,465,441,901,11,6,17,483,461,945,0,0,0,89,119,208,0,3,3,92,123,213,0,4,9,136,272,408,3,3,8,143,283,423,24,40,62,2778,3577,6354,36,44,78,2834,3658,6498,16,26,43,1643,1665,3310,9,16,22,1666,1704,3371,29,31,60,2488
Bendigo,20201,0,9,7,20,0,0,0,6,6,16,0,0,3,13,9,19,0,0,0,0,0,0,0,0,0,0,0,0,55,48,102,1704,1620,3328,221,166,390,1980,1840,3816,58,52,109,1743,1669,3411,222,166,396,2029,1886,3913,795,815,1609,38908,41908,80816,404,438,839,40103,43153,83258,9,4,10,0,0,0,0,0,0,9,4,10,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,0,0,0,0,0,9,4,10,9,8,17,0,0,3,0,0,0,5,7,14,20,17,37,505,497,1003,10,3,11,535,510,1045,180,161,345,5354,4997,10354,69,61,126,5601,5221,10826,52,66,121,2055,2140,4195,27,15,37,2131,2216,4353,14,22,33,946,1320,2274,7,5,9,967,1349,2318,16,24,48,939,1648,2586,0,8,14,958,1689,2643,142,179,322,13967,17564,31534,93,127,222,14204,17872,32078,58,89,147,5316,5574,10889,40,39,77,5414,5698,11118,133,117,258,7155
Heathcote - Castlemaine - Kyneton,20202,0,3,3,5,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,6,21,766,702,1473,129,100,229,915,813,1730,17,6,25,790,727,1515,130,103,234,940,838,1779,181,183,365,19729,20612,40348,275,279,550,20183,21078,41261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,247,232,481,5,6,14,256,239,498,31,38,69,2545,2449,4994,46,48,98,2619,2537,5156,12,18,23,948,933,1881,13,16,30,969,967,1933,3,0,3,198,272,469,3,0,8,204,276,482,4,5,12,342,765,1104,0,3,7,349,775,1119,45,46,91,7556,9438,16993,77,83,155,7677,9571,17249,14,18,27,2788,2727,5518,32,30,67,2836,2771,5605,44,39,80,3361
Loddon - Elmore,20203,4,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,186,169,356,33,27,56,224,195,422,5,3,13,196,186,386,33,27,56,239,215,450,72,89,155,4996,4787,9790,79,70,151,5147,4945,10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,6,3,3,7,55,49,106,0,0,0,61,52,113,13,23,38,576,554,1131,14,11,23,599,588,1188,8,3,9,227,237,460,6,8,13,234,247,482,0,0,0,31,42,72,0,0,0,31,42,77,0,0,0,37,127,161,0,0,0,34,126,167,5,8,18,1143,1555,2697,13,9,24,1165,1579,2744,4,9,18,819,753,1570,4,8,14,831,765,1598,10,15,23,1160
Barwon - West,20301,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,218,261,481,17,12,28,241,271,518,6,3,10,226,271,494,17,12,28,246,287,529,72,68,142,8604,8427,17031,95,115,214,8773,8610,17386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,133,278,3,0,3,151,135,284,18,16,42,1344,1286,2630,15,20,33,1384,1325,2701,12,4,13,477,418,899,10,4,20,497,432,928,0,0,0,131,145,280,0,0,3,136,146,279,6,4,8,123,314,437,0,0,5,130,322,452,14,14,30,2732,3492,6230,27,37,60,2775,3549,6322,5,12,19,1426,1232,2657,14,10,27,1445,1253,2695,13,14,21,1536
Geelong,20302,0,7,10,18,0,0,0,11,12,27,0,3,3,11,13,33,0,0,0,0,0,0,0,0,0,0,0,0,53,50,104,2764,2561,5324,318,292,613,3142,2908,6045,58,50,101,2843,2654,5498,327,304,631,3226,3002,6230,884,989,1874,72337,77743,150073,665,745,1413,73887,79472,153362,5,15,21,0,0,3,0,0,0,12,10,23,0,0,0,0,0,0,0,0,0,0,0,0,5,15,21,0,0,3,0,0,0,12,10,23,10,7,12,0,0,0,0,0,0,10,7,12,23,31,54,1129,1007,2140,11,8,17,1164,1047,2212,205,215,414,10033,9570,19604,98,91,187,10336,9875,20205,67,95,155,4575,4602,9173,29,45,73,4669,4736,9410,22,37,58,2585,2845,5430,15,12,29,2621,2895,5512,18,53,78,2485,3737,6220,13,33,46,2518,3827,6344,173,257,434,32273,38103,70376,206,236,445,32655,38599,71251,109,108,217,11577,10973,22548,93,95,188,11777,11172,22950,157,131,290,12012
Surf Coast - Bellarine Peninsula,20303,0,0,0,0,0,0,0,7,3,4,3,0,3,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,14,11,26,1241,1322,2562,193,170,361,1447,1499,2951,14,11,26,1276,1362,2635,191,172,361,1484,1539,3017,242,251,492,30943,32666,63614,264,281,544,31449,33197,64645,0,3,3,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,5,0,3,3,0,0,0,0,0,0,0,3,3,3,8,11,472,433,908,3,3,4,484,442,924,65,57,125,4409,4172,8581,70,42,113,4547,4272,8821,25,23,49,1528,1422,2955,19,12,33,1573,1461,3035,9,5,10,521,595,1112,5,0,9,532,599,1133,6,12,21,676,1278,1954,3,8,9,688,1298,1991,58,79,138,13358,15901,29258,73,95,167,13486,16082,29569,29,22,53,4402,4515,8915,37,45,78,4465,4580,9044,27,39,64,4525
Upper Goulburn Valley,20401,10,23,8,32,0,0,0,8,8,15,0,0,3,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,30,19,49,2278,1835,4110,686,532,1218,2991,2382,5372,29,18,47,2325,1869,4193,688,539,1224,3047,2427,5473,350,341,687,22945,22900,45846,309,300,607,23605,23538,47142,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,254,280,532,3,3,8,266,285,552,73,85,155,2776,2630,5408,51,43,95,2900,2762,5657,29,17,43,1131,1075,2204,19,18,36,1171,1111,2286,7,0,7,301,287,589,3,5,9,306,295,598,6,8,12,357,790,1148,7,9,12,370,809,1174,58,88,146,7114,9066,16175,65,85,152,7236,9236,16472,44,43,83,3477,3328,6805,41,41,78,3555,3406,6962,73,38,109,4782
Wangaratta - Benalla,20402,0,3,0,3,0,0,0,7,5,14,0,0,0,7,6,18,0,0,0,0,0,0,0,0,0,0,0,0,12,10,27,869,817,1691,118,120,235,1006,948,1953,15,10,28,905,845,1750,124,123,239,1037,983,2023,308,326,630,19260,20469,39735,260,266,520,19828,21065,40892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,5,13,189,203,391,3,3,8,201,210,409,78,77,155,2461,2345,4803,43,38,77,2583,2460,5038,24,28,48,914,884,1802,22,12,36,963,922,1882,7,4,13,173,237,404,0,0,3,179,249,421,3,13,12,240,653,895,3,6,11,245,672,920,69,61,123,5843,7718,13559,40,69,113,5953,7844,13797,37,26,65,3085,3238,6325,27,41,66,3153,3302,6457,41,61,98,4090
Wodonga - Alpine,20403,19,53,53,106,0,3,6,36,33,69,8,7,11,45,43,89,0,0,0,0,0,0,0,0,0,0,0,0,75,65,139,4078,3584,7665,967,893,1861,5115,4547,9665,77,70,147,4133,3627,7757,970,897,1861,5173,4596,9771,565,692,1256,29437,30217,59653,310,327,639,30312,31229,61549,19,0,21,0,4,3,0,0,0,14,6,22,0,0,0,0,0,0,0,0,0,0,0,0,17,3,18,0,4,3,0,0,0,14,3,23,3,3,4,0,0,0,0,0,0,5,3,6,17,25,42,451,431,876,4,5,11,469,461,934,144,157,302,3995,3854,7845,47,53,104,4187,4064,8243,54,49,104,1550,1484,3035,29,18,42,1630,1550,3180,10,25,31,443,491,938,4,0,7,460,519,974,10,34,38,674,1350,2024,4,4,9,681,1393,2074,92,140,237,9819,12169,21987,71,93,163,9985,12407,22388,52,61,116,4369,4263,8631,27,30,57,4453,4351,8809,120,127,248,6402
Baw Baw,20501,0,5,4,5,0,0,0,0,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,22,38,691,672,1362,95,83,176,796,778,1578,20,21,40,717,703,1419,93,83,179,833,806,1641,237,236,471,20715,21885,42607,187,223,401,21132,22339,43473,3,0,3,0,3,3,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,4,0,0,3,0,0,0,0,0,0,0,0,3,5,5,11,259,259,515,3,3,5,266,268,535,56,46,99,2850,2773,5630,30,34,58,2934,2857,5786,27,21,48,1081,1106,2181,9,4,19,1111,1131,2243,4,0,8,258,342,604,0,0,0,266,349,610,0,6,6,328,886,1209,5,6,10,326,901,1228,28,44,74,6314,8505,14826,36,65,101,6383,8619,15000,21,26,46,3179,3254,6432,18,21,38,3223,3298,6520,42,36,76,4343
Gippsland - East,20502,0,3,0,3,0,0,0,5,8,14,0,0,0,5,9,15,0,0,0,0,0,0,0,0,0,0,0,0,36,26,62,981,995,1978,160,153,312,1178,1180,2354,36,28,64,1016,1030,2046,161,152,317,1219,1212,2432,604,630,1232,18617,19233,37854,296,269,562,19519,20133,39650,3,6,14,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,0,0,0,0,0,0,3,4,13,3,5,5,0,0,0,0,0,0,0,5,8,17,21,39,198,211,413,3,4,10,216,241,457,134,149,290,2013,1936,3954,51,40,94,2196,2134,4333,44,49,87,757,703,1454,19,8,24,814,754,1571,6,10,13,113,178,291,0,3,4,115,189,311,9,20,26,217,607,823,3,3,3,228,627,856,85,98,182,5396,6995,12390,62,68,131,5541,7152,12694,47,67,115,2857,3005,5861,26,25,48,2934,3090,6022,100,97,199,4138
Gippsland - South West,20503,0,6,5,8,0,0,0,4,7,9,0,0,0,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,17,14,33,1233,1269,2499,170,173,340,1423,1447,2867,18,14,34,1281,1300,2582,168,176,342,1471,1490,2961,299,263,562,25935,27303,53238,335,366,693,26564,27932,54498,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,285,295,587,5,3,10,295,308,607,69,59,129,3088,3139,6227,60,60,114,3221,3253,6472,26,15,45,1153,1075,2225,20,24,44,1192,1118,2313,0,7,7,212,248,468,3,0,3,216,256,472,3,13,17,352,882,1233,4,5,9,364,902,1261,55,68,128,7801,10410,18209,61,84,147,7921,10559,18480,25,35,61,4285,4243,8529,40,46,91,4354,4321,8680,49,39,91,5412
Latrobe Valley,20504,0,4,0,3,0,0,0,0,3,3,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,31,40,71,1172,1137,2313,238,244,478,1437,1424,2860,31,39,72,1213,1187,2402,238,247,483,1477,1479,2953,545,584,1126,29691,30958,60657,333,343,680,30571,31888,62457,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,5,4,10,0,0,0,0,0,0,5,4,10,18,17,29,298,285,585,0,5,7,320,307,622,105,120,225,3907,3760,7667,50,39,93,4058,3921,7983,41,43,86,1481,1472,2950,29,21,48,1551,1528,3082,5,13,17,439,678,1123,0,3,4,448,695,1145,12,31,43,603,1144,1751,0,6,13,618,1181,1801,83,88,172,9266,11431,20693,66,70,138,9415,11590,21006,52,57,111,5148,4916,10066,53,43,99,5258,5023,10281,84,110,196,6208
Wellington,20505,0,3,3,7,0,0,0,8,7,15,0,0,0,8,7,17,0,0,0,0,0,0,0,0,0,0,0,0,23,13,32,880,668,1551,146,75,222,1048,758,1808,26,13,38,914,694,1610,153,78,230,1086,790,1872,262,302,563,17972,18290,36261,226,223,449,18456,18812,37271,0,4,6,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,239,211,450,7,4,7,248,220,474,56,72,125,2307,2159,4462,42,35,74,2402,2260,4661,19,22,38,849,877,1728,13,10,24,879,909,1783,3,6,12,160,195,355,0,0,0,169,205,370,0,10,11,246,636,881,3,4,5,249,649,897,49,62,114,4992,6633,11621,48,51,99,5087,6748,11834,32,43,70,2931,2965,5896,38,24,58,2997,3029,6024,38,56,95,3809
Brunswick - Coburg,20601,0,4,3,9,0,0,0,12,8,17,0,0,0,9,8,18,0,0,0,0,0,0,0,0,0,0,0,0,12,12,23,1046,1080,2127,85,75,164,1141,1169,2311,12,12,23,1078,1119,2194,84,83,165,1171,1212,2387,178,207,384,26004,27544,53543,169,133,307,26347,27883,54231,4,4,6,3,0,7,0,0,0,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,7,0,0,0,9,3,10,4,4,11,0,0,0,0,0,0,4,4,11,3,7,9,479,463,939,3,7,7,488,470,958,21,31,46,3364,3288,6656,40,20,58,3422,3335,6759,9,13,15,1365,1369,2730,8,14,23,1376,1390,2767,14,17,27,1819,2275,4093,7,11,19,1839,2297,4132,17,21,37,2701,3525,6224,12,20,24,2732,3561,6295,100,126,228,24429,27081,51515,105,106,212,24639,27320,51951,14,20,31,2492,2094,4581,17,16,32,2521,2125,4649,29,17,45,2460
Darebin - South,20602,0,4,0,7,0,0,0,3,5,10,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,572,641,1209,29,49,79,613,698,1309,14,11,24,583,664,1252,29,49,85,626,730,1361,136,176,306,16861,18651,35514,86,106,194,17081,18932,36012,6,5,6,3,0,3,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,3,0,3,0,0,0,6,5,9,0,4,4,0,0,0,0,0,0,0,4,4,3,0,5,363,331,693,3,4,6,374,336,707,18,26,46,2526,2475,5000,28,24,49,2570,2524,5094,6,16,21,930,886,1809,4,3,7,945,903,1846,5,7,10,748,974,1718,3,0,9,754,985,1736,10,13,23,1206,1895,3106,8,9,22,1224,1920,3143,63,92,148,13765,16392,30155,59,72,130,13880,16553,30437,19,11,28,1447,1265,2707,11,7,17,1475,1280,2756,14,21,33,1403
Essendon,20603,0,5,4,7,0,0,0,0,13,8,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,813,777,1593,88,72,164,912,851,1760,4,4,12,850,802,1650,95,75,170,946,885,1826,137,118,252,21166,22244,43414,135,116,254,21435,22483,43915,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,380,351,726,4,3,11,389,356,743,18,24,42,3250,3187,6436,29,15,46,3291,3233,6526,10,8,16,1475,1585,3057,12,9,19,1487,1600,3092,9,4,17,1302,1340,2642,8,3,14,1326,1347,2671,6,5,16,1442,2009,3455,3,5,9,1453,2027,3480,58,53,112,17399,19276,36676,76,85,159,17534,19415,36952,12,6,23,2342,2251,4592,15,12,28,2370,2271,4642,23,15,34,2131
Melbourne City,20604,71,93,88,181,0,0,3,127,122,253,116,116,236,250,247,491,0,0,0,3,3,5,0,0,0,0,3,10,105,115,220,7197,7507,14704,5817,5767,11585,13123,13388,26513,105,112,221,7258,7594,14856,5826,5780,11603,13197,13486,26686,204,199,406,27706,26568,54271,166,167,330,28075,26933,55006,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,4,3,5,0,0,0,0,0,0,4,3,5,0,0,0,319,319,643,3,3,5,323,319,648,9,5,17,1828,1774,3603,16,19,32,1851,1803,3649,17,29,53,3789,5195,8984,13,19,33,3821,5241,9068,14,30,51,9366,11423,20788,26,43,68,9406,11494,20899,21,13,34,6307,7389,13702,27,25,56,6358,7432,13790,127,134,258,46791,50525,97322,198,202,401,47118,50863,97982,10,16,29,2789,2610,5391,23,34,55,2819,2656,5476,24,24,47,1958
Port Phillip,20605,5,11,3,16,0,0,0,15,10,29,8,0,6,24,13,36,0,0,0,0,0,0,0,0,0,0,0,0,34,24,53,1847,1756,3603,549,389,936,2422,2165,4596,34,24,53,1868,1785,3653,553,398,944,2449,2202,4650,171,170,340,34090,35102,69194,218,214,425,34473,35484,69961,8,8,16,0,0,0,0,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,0,0,0,0,0,0,8,8,16,0,7,8,3,0,3,0,0,0,4,7,10,0,3,4,517,501,1020,4,3,7,519,506,1027,12,20,31,3106,2985,6089,30,24,51,3144,3029,6172,4,10,17,1141,1174,2314,9,13,18,1160,1193,2352,3,4,7,1267,1460,2725,0,10,12,1270,1477,2746,16,18,33,2317,3356,5672,11,14,22,2341,3389,5727,88,112,194,30188,32915,63107,121,134,249,30390,33160,63554,11,13,28,2891,2761,5656,24,24,49,2932,2800,5731,35,17,53,2735
Yarra,20607,3,15,16,27,0,0,0,23,20,48,7,10,20,31,32,67,0,0,0,0,0,0,0,0,0,0,0,0,35,39,76,1737,1828,3564,461,489,945,2233,2350,4588,35,39,76,1764,1856,3618,469,489,955,2264,2382,4645,182,167,345,29339,30121,59455,158,172,329,29678,30453,60138,7,3,10,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,7,0,6,6,0,3,3,0,3,0,0,0,5,0,9,0,4,4,373,382,757,3,3,6,377,392,767,20,12,33,2465,2536,5001,33,38,66,2514,2585,5098,9,8,17,1025,1150,2174,12,9,20,1046,1167,2206,12,18,31,1431,1895,3328,10,9,14,1457,1917,3371,16,17,29,2720,3767,6492,5,23,29,2743,3804,6551,96,96,194,27303,29378,56686,125,123,240,27524,29595,57116,21,23,38,2063,1832,3894,16,13,32,2094,1866,3964,24,15,38,1895
Boroondara,20701,0,11,6,21,0,0,0,20,19,42,0,3,3,20,25,42,0,0,0,0,0,3,0,0,0,0,0,3,22,18,37,1918,2100,4018,206,202,406,2140,2312,4455,22,20,38,1958,2144,4104,205,200,411,2184,2362,4546,149,137,288,54758,58197,112958,311,329,646,55226,58665,113886,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,6,6,0,0,0,0,0,0,0,6,6,6,5,4,1096,1030,2125,5,3,6,1104,1032,2139,19,12,33,10090,9744,19836,58,39,101,10167,9800,19970,17,17,31,5401,5404,10806,45,39,84,5463,5457,10922,10,7,22,4326,4051,8379,18,18,31,4361,4080,8436,15,14,25,3245,4248,7489,7,15,24,3263,4269,7538,80,73,159,49317,53599,102916,226,216,442,49623,53896,103517,16,13,29,4440,5405,9846,31,36,71,4489,5463,9952,14,12,25,3668
