yr,est_p_inc_emply_inc_num,est_p_inc_emply_inc_med_age_yrs,est_p_inc_tot_emply_inc_aud,est_p_inc_med_emply_inc_aud,est_p_inc_avg_emply_inc_aud,est_p_inc_emply_inc_mn_src_inc_pr100,est_p_inc_own_unincorportd_bsns_inc_num,est_p_inc_own_unincorportd_bsns_inc_med_age_yrs,est_p_inc_tot_own_unincorportd_bsns_inc_aud,est_p_inc_med_own_unincorportd_bsns_inc_aud,est_p_inc_avg_own_unincorportd_bsns_inc_aud,est_p_inc_own_unincorportd_bsns_inc_mn_src_inc_pr100,est_p_inc_investment_inc_num,est_p_inc_investment_inc_med_age_yrs,est_p_inc_tot_investment_inc_aud,est_p_inc_med_investment_inc_aud,est_p_inc_avg_investment_inc_aud,est_p_inc_investment_inc_mn_src_inc_pr100,est_p_inc_super_annuity_inc_num,est_p_inc_super_annuity_inc_med_age_yrs,est_p_inc_tot_super_annuity_inc_aud,est_p_inc_med_super_annuity_inc_aud,est_p_inc_avg_super_annuity_inc_aud,est_p_inc_super_annuity_inc_mn_src_inc_pr100,est_p_inc_tot_inc_excl_gov_pnsn_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_med_age_yrs,est_p_inc_tot_inc_excl_gov_pnsn_aud,est_p_inc_med_tot_inc_excl_gov_pnsn_aud,est_p_inc_avg_tot_inc_excl_gov_pnsn_aud,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p20_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p20_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p10_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_gini_coefficient_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_1_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_5_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_10_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_loest_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_second_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_third_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_hi_quartile_pr100,gcg_rptd_by_taxpayers_gcg_p_num,gcg_rptd_by_taxpayers_gcg_amount_audm,gcg_rptd_by_taxpayers_gcg_med_aud,gcg_rptd_by_taxpayers_gcg_avg_aud,slct_gov_pnsn_alwn_age_pension_centrelink_num,slct_gov_pnsn_alwn_age_pension_dva_num,slct_gov_pnsn_alwn_pension_dva_num,slct_gov_pnsn_alwn_inc_supp_supplement_dva_num,slct_gov_pnsn_alwn_carer_payment_num,slct_gov_pnsn_alwn_carer_alloance_num,slct_gov_pnsn_alwn_dsblty_supp_pension_num,slct_gov_pnsn_alwn_newstart_alloance_num,slct_gov_pnsn_alwn_prnting_payment_single_num,slct_gov_pnsn_alwn_prnting_payment_prtred_num,slct_gov_pnsn_alwn_yth_alloance_full_time_studts_aprtc_num,slct_gov_pnsn_alwn_yth_alloance_oth_num,slct_gov_pnsn_alwn_fam_tax_bft_num,slct_gov_pnsn_alwn_fam_tax_bft_b_num,slct_gov_pnsn_alwn_commonwealth_rent_asst_num,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1_aud499wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud500_aud999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1000_aud1999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud2000_aud2999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud3000_plswk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_nil_inc_pr100,tot_p_inc_wk_p_ov_15_yrs_p_negative_inc_pr100,eq_t_hs_inc_fam_lone_grp_hslds_med_eq_t_hs_inc_wk_aud,sa3_code16,sa3_name16,ogc_fid
2016,34593.0,39.0,1933220092.0,48178.0,55885.0,81.0,3831.0,45.0,77335977.0,10997.0,20187.0,5.9,24633.0,46.0,98141912.0,256.0,3984.0,11.1,970.0,57.0,22901744.0,11521.0,23610.0,1.3,37153.0,43.0,2049827422.0,46202.0,55173.0,4.83,1.86,0.38,0.15,0.43700000000000006,5.7,17.3,28.2,25.1,26.5,25.3,23.1,1823.0,57.6,2675.0,31590.0,11723.0,4.0,313.0,165.0,1506.0,,4208.0,3003.0,1205.0,,622.0,429.0,5740.0,4796.0,,36.4,23.9,19.2,3.5,1.2,8.1,0.5,724.0,10701,Dapto - Port Kembla,2344
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11530.0,4.0,285.0,141.0,1529.0,3396.0,4065.0,2890.0,1229.0,354.0,558.0,439.0,5560.0,4498.0,4968.0,,,,,,,,,10701,Dapto - Port Kembla,2345
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11227.0,,,,1513.0,3380.0,4016.0,2877.0,1227.0,313.0,460.0,417.0,5277.0,4290.0,4833.0,,,,,,,,,10701,Dapto - Port Kembla,2346
2011,36286.0,42.0,1463013204.0,34363.0,40319.0,69.0,8009.0,50.0,159550883.0,11144.0,19921.0,9.9,30892.0,52.0,192869652.0,445.0,6243.0,16.9,2748.0,59.0,67231836.0,20649.0,24466.0,3.4,45656.0,47.0,1859747680.0,32771.0,40734.0,5.89,1.92,0.33,0.12,0.478,7.4,19.9,31.2,31.0,29.6,22.2,17.1,2631.0,68.8,3099.0,26169.0,,,,,,,,,,,,,,,,,,,,,,,555.0,11401,Shoalhaven,2347
2012,36933.0,42.0,1547172122.0,35682.0,41891.0,69.0,7985.0,50.0,159512972.0,11141.0,19977.0,9.8,31454.0,52.0,196149423.0,442.0,6236.0,16.8,2744.0,60.0,73967107.0,21421.0,26956.0,3.5,45827.0,48.0,1946723221.0,34402.0,42480.0,5.75,1.92,0.33,0.13,0.474,6.9,19.5,30.9,31.5,29.6,22.2,16.8,2256.0,54.9,2218.0,24344.0,,59.0,1565.0,607.0,,,,,,,,,,,,,,,,,,,,11401,Shoalhaven,2348
2013,37552.0,42.0,1628540087.0,36456.0,43368.0,69.0,7934.0,50.0,152821028.0,11210.0,19262.0,9.7,31634.0,52.0,199931827.0,457.0,6320.0,16.8,2788.0,59.0,77442788.0,21919.0,27777.0,3.6,45611.0,48.0,2017084627.0,35761.0,44224.0,5.38,1.91,0.36,0.14,0.469,6.7,19.4,30.7,31.4,29.9,22.2,16.6,2663.0,52.4,2211.0,19680.0,,61.0,1480.0,567.0,,,,,,,,,7992.0,6622.0,,,,,,,,,,11401,Shoalhaven,2349
2014,38638.0,42.0,1718767372.0,37694.0,44484.0,69.0,8024.0,51.0,165509413.0,13003.0,20627.0,9.8,32877.0,53.0,218237439.0,461.0,6638.0,16.6,2831.0,59.0,80060092.0,22232.0,28280.0,3.6,46688.0,48.0,2129376363.0,36858.0,45609.0,5.31,1.91,0.36,0.14,0.469,7.0,19.7,30.9,31.0,30.1,22.3,16.6,3092.0,86.1,3287.0,27843.0,,56.0,1376.0,530.0,,,,,,,,,7942.0,6612.0,,,,,,,,,,11401,Shoalhaven,2350
2015,40421.0,42.0,1936910819.0,38972.0,47918.0,69.0,8263.0,51.0,182452595.0,13484.0,22081.0,10.0,34568.0,52.0,225845425.0,414.0,6533.0,16.8,2918.0,59.0,86821958.0,23265.0,29754.0,3.8,48234.0,48.0,2267710080.0,37950.0,47015.0,5.34,1.91,0.36,0.14,0.469,6.9,19.7,31.0,31.0,29.7,22.5,16.9,3340.0,99.2,4469.0,29714.0,18548.0,53.0,1316.0,492.0,2006.0,,5832.0,4134.0,1529.0,,404.0,665.0,7786.0,6507.0,,,,,,,,,,11401,Shoalhaven,2351
2016,41108.0,42.0,1942941358.0,40073.0,47264.0,69.0,8504.0,51.0,192811709.0,13815.0,22673.0,10.1,35373.0,52.0,235843979.0,359.0,6667.0,16.7,2927.0,60.0,86389508.0,23313.0,29515.0,3.7,49436.0,48.0,2368235041.0,38802.0,47905.0,5.44,1.92,0.35,0.13,0.46799999999999997,6.7,19.3,30.7,30.7,29.5,22.6,17.1,3370.0,128.6,4028.0,38152.0,19022.0,47.0,1220.0,465.0,2011.0,,5558.0,4055.0,1480.0,,416.0,554.0,7652.0,6148.0,,37.4,25.3,16.2,2.5,1.3,5.9,0.5,640.0,11401,Shoalhaven,2352
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18836.0,48.0,1083.0,419.0,1993.0,4121.0,5306.0,3876.0,1453.0,442.0,323.0,582.0,7324.0,5699.0,8336.0,,,,,,,,,11401,Shoalhaven,2353
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18573.0,,,,2063.0,4203.0,5333.0,3883.0,1423.0,374.0,293.0,556.0,7074.0,5483.0,8214.0,,,,,,,,,11401,Shoalhaven,2354
2011,13573.0,39.0,787669170.0,48971.0,58032.0,80.0,2507.0,44.0,53721684.0,11719.0,21429.0,8.4,10969.0,43.0,63208290.0,254.0,5762.0,10.5,310.0,57.0,6753889.0,12092.0,21787.0,0.8,15436.0,41.0,897494751.0,47511.0,58143.0,4.7,1.83,0.39,0.18,0.451,6.5,19.1,30.2,20.5,23.1,24.4,32.0,799.0,25.0,3236.0,31262.0,,,,,,,,,,,,,,,,,,,,,,,1023.0,11504,Rouse Hill - McGraths Hill,2355
2012,13921.0,40.0,836173671.0,50398.0,60066.0,79.0,2515.0,45.0,55950312.0,13007.0,22247.0,8.4,11368.0,43.0,76512111.0,271.0,6730.0,11.1,290.0,57.0,6915080.0,16718.0,23845.0,0.6,15767.0,42.0,959564045.0,49429.0,60859.0,4.59,1.84,0.4,0.2,0.447,6.7,19.1,30.2,20.6,23.1,24.8,31.4,615.0,28.0,3539.0,45599.0,,,61.0,23.0,,,,,,,,,,,,,,,,,,,,11504,Rouse Hill - McGraths Hill,2356
2013,14551.0,40.0,897020361.0,51324.0,61647.0,79.0,2537.0,46.0,57640834.0,13395.0,22720.0,8.4,11734.0,44.0,80754469.0,293.0,6882.0,10.9,316.0,58.0,8472408.0,16130.0,26811.0,0.8,16170.0,42.0,1019000966.0,51023.0,63018.0,4.45,1.84,0.41,0.21,0.441,6.6,18.9,29.8,20.5,23.5,24.3,31.7,780.0,22.5,2199.0,28843.0,,,56.0,23.0,,,,,,,,,1591.0,1347.0,,,,,,,,,,11504,Rouse Hill - McGraths Hill,2357
2014,15586.0,40.0,994289595.0,53476.0,63794.0,80.0,2586.0,46.0,62319605.0,14384.0,24099.0,8.1,12477.0,43.0,89853013.0,316.0,7201.0,10.6,307.0,58.0,8656966.0,15361.0,28199.0,0.7,17088.0,42.0,1117096725.0,52901.0,65373.0,4.48,1.83,0.41,0.21,0.44299999999999995,6.9,19.3,30.2,20.5,23.0,24.7,31.7,962.0,43.5,4700.0,45238.0,,,58.0,21.0,,,,,,,,,1578.0,1338.0,,,,,,,,,,11504,Rouse Hill - McGraths Hill,2358
2015,17369.0,40.0,1142213675.0,54602.0,65762.0,80.0,2656.0,46.0,62881335.0,14963.0,23675.0,7.9,13801.0,43.0,95695440.0,283.0,6934.0,11.2,301.0,58.0,8995911.0,18809.0,29887.0,0.7,18519.0,42.0,1240498292.0,54097.0,66985.0,4.53,1.84,0.41,0.2,0.44299999999999995,6.5,18.8,30.0,20.5,22.9,24.7,31.9,1130.0,71.5,6863.0,63272.0,1802.0,,53.0,,156.0,,405.0,321.0,152.0,,166.0,,1518.0,1299.0,,,,,,,,,,11504,Rouse Hill - McGraths Hill,2359
2016,18123.0,40.0,1234551786.0,56880.0,68121.0,80.0,2766.0,46.0,67731011.0,14963.0,24487.0,7.7,14563.0,43.0,96523838.0,225.0,6628.0,11.0,286.0,58.0,8259186.0,18869.0,28878.0,0.7,19534.0,42.0,1344186964.0,55828.0,68813.0,4.68,1.86,0.4,0.2,0.444,6.2,18.6,29.7,20.4,22.6,24.2,32.7,1138.0,104.4,3939.0,91754.0,1817.0,4.0,56.0,,154.0,,380.0,314.0,146.0,,165.0,20.0,1477.0,1092.0,,20.7,20.8,28.5,8.7,4.4,11.0,0.4,1206.0,11504,Rouse Hill - McGraths Hill,2360
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.0,,47.0,16.0,147.0,531.0,364.0,285.0,160.0,42.0,144.0,37.0,1446.0,1044.0,731.0,,,,,,,,,11504,Rouse Hill - McGraths Hill,2361
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.0,,,,150.0,538.0,363.0,313.0,148.0,38.0,148.0,23.0,1399.0,996.0,779.0,,,,,,,,,11504,Rouse Hill - McGraths Hill,2362
2011,35022.0,38.0,1577629765.0,41393.0,45047.0,83.0,5608.0,44.0,113731618.0,15477.0,20280.0,9.0,21157.0,42.0,76847431.0,220.0,3632.0,6.6,552.0,56.0,10883727.0,10000.0,19717.0,0.7,38177.0,40.0,1755402267.0,40856.0,45981.0,3.97,1.67,0.42,0.21,0.405,5.7,16.6,26.8,22.0,27.8,30.3,19.8,1082.0,39.2,5532.0,36184.0,,,,,,,,,,,,,,,,,,,,,,,680.0,12701,Bringelly - Green Valley,2363
2012,36387.0,38.0,1716374077.0,43074.0,47170.0,84.0,5630.0,44.0,116160898.0,16049.0,20632.0,8.8,22604.0,42.0,92809840.0,227.0,4106.0,6.6,551.0,56.0,11251236.0,10000.0,20420.0,0.6,39293.0,40.0,1900457846.0,42770.0,48366.0,3.84,1.68,0.44,0.23,0.397,5.6,16.4,26.5,22.0,28.3,30.0,19.7,858.0,25.5,4691.0,29680.0,,,281.0,46.0,,,,,,,,,,,,,,,,,,,,12701,Bringelly - Green Valley,2364
2013,38614.0,38.0,1886655371.0,44545.0,48859.0,84.0,5784.0,44.0,125510857.0,16753.0,21700.0,8.7,23944.0,42.0,101753340.0,228.0,4250.0,6.7,597.0,56.0,13480024.0,10385.0,22580.0,0.7,41010.0,40.0,2078400522.0,44690.0,50680.0,3.69,1.68,0.45,0.24,0.392,5.4,16.2,26.3,21.7,28.4,29.9,20.0,1148.0,54.2,3962.0,47202.0,,,282.0,45.0,,,,,,,,,8551.0,7240.0,,,,,,,,,,12701,Bringelly - Green Valley,2365
2014,41381.0,37.0,2089339883.0,46000.0,50490.0,84.0,6077.0,44.0,138641585.0,17282.0,22814.0,8.6,25846.0,42.0,120083390.0,230.0,4646.0,6.8,679.0,56.0,14598359.0,10059.0,21500.0,0.7,43829.0,40.0,2296966914.0,46139.0,52407.0,3.78,1.67,0.44,0.24,0.39299999999999996,5.7,16.3,26.4,21.8,27.8,30.1,20.3,1394.0,57.3,10204.0,41117.0,,,298.0,43.0,,,,,,,,,8802.0,7577.0,,,,,,,,,,12701,Bringelly - Green Valley,2366
2015,45471.0,37.0,2385874727.0,47502.0,52470.0,83.0,6588.0,44.0,155358376.0,18350.0,23582.0,8.8,29091.0,41.0,125536273.0,201.0,4315.0,6.9,694.0,56.0,15456569.0,10141.0,22272.0,0.6,47409.0,40.0,2563509495.0,47507.0,54072.0,3.77,1.68,0.44,0.24,0.39399999999999996,5.3,16.2,26.4,21.5,27.7,29.9,20.9,1528.0,80.5,9524.0,52694.0,6702.0,,300.0,43.0,2747.0,,3542.0,3250.0,1379.0,,1330.0,434.0,8950.0,7747.0,,,,,,,,,,12701,Bringelly - Green Valley,2367
2016,48440.0,37.0,2670439891.0,49850.0,55129.0,84.0,7061.0,44.0,170086614.0,18629.0,24088.0,8.7,31474.0,41.0,128080707.0,147.0,4069.0,6.8,713.0,57.0,17235014.0,11613.0,24173.0,0.6,50864.0,39.0,2856819552.0,49146.0,56166.0,3.9,1.69,0.43,0.23,0.39899999999999997,5.5,16.5,26.7,21.3,27.1,29.7,21.9,1539.0,95.6,9062.0,62116.0,7127.0,,293.0,40.0,2898.0,,3471.0,3161.0,1355.0,,1247.0,300.0,9089.0,7574.0,,27.9,23.7,22.7,3.4,1.2,12.2,0.6,847.0,12701,Bringelly - Green Valley,2368
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7416.0,,277.0,33.0,3061.0,4882.0,3378.0,3201.0,1380.0,821.0,1170.0,282.0,9221.0,7206.0,5606.0,,,,,,,,,12701,Bringelly - Green Valley,2369
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7606.0,,,,3252.0,5074.0,3457.0,3227.0,1337.0,776.0,1162.0,262.0,9233.0,7282.0,5847.0,,,,,,,,,12701,Bringelly - Green Valley,2370
2011,54011.0,39.0,3217468236.0,47394.0,59571.0,74.0,8964.0,47.0,245004151.0,12513.0,27332.0,7.0,49791.0,47.0,579627785.0,614.0,11641.0,17.3,2177.0,59.0,52194156.0,16219.0,23975.0,1.6,64722.0,44.0,4043412939.0,45579.0,62474.0,5.19,1.91,0.37,0.16,0.503,11.2,25.2,36.3,22.2,23.0,23.6,31.2,4579.0,152.9,3009.0,33392.0,,,,,,,,,,,,,,,,,,,,,,,957.0,12801,Cronulla - Miranda - Caringbah,2371
2012,55322.0,40.0,3402535511.0,49405.0,61504.0,74.0,9034.0,47.0,251474473.0,12499.0,27836.0,7.0,51113.0,47.0,626347186.0,614.0,12254.0,17.3,2123.0,59.0,56383213.0,19471.0,26558.0,1.5,65569.0,44.0,4269077448.0,47927.0,65108.0,5.06,1.9,0.38,0.17,0.501,10.7,24.8,35.9,22.5,22.9,23.7,30.9,4264.0,293.2,2618.0,68762.0,,36.0,703.0,519.0,,,,,,,,,,,,,,,,,,,,12801,Cronulla - Miranda - Caringbah,2372
2013,56897.0,40.0,3592559025.0,50180.0,63141.0,74.0,9132.0,47.0,251937103.0,13039.0,27588.0,6.9,51569.0,47.0,678222632.0,618.0,13152.0,17.2,2183.0,59.0,60623821.0,18572.0,27771.0,1.5,66267.0,44.0,4487501612.0,49718.0,67718.0,4.83,1.91,0.39,0.18,0.49700000000000005,10.8,24.6,35.8,22.3,23.2,23.8,30.7,4880.0,164.6,2092.0,33734.0,,27.0,618.0,498.0,,,,,,,,,4800.0,4137.0,,,,,,,,,,12801,Cronulla - Miranda - Caringbah,2373
2014,58311.0,40.0,3807991997.0,51588.0,65305.0,74.0,8974.0,47.0,267783737.0,13627.0,29840.0,6.9,52433.0,47.0,744123203.0,646.0,14192.0,17.2,2125.0,59.0,62282070.0,21507.0,29309.0,1.5,67404.0,44.0,4758929193.0,50909.0,70603.0,4.89,1.91,0.39,0.19,0.499,11.5,25.4,36.5,22.3,23.1,23.7,30.9,5567.0,674.4,3620.0,121150.0,,27.0,534.0,447.0,,,,,,,,,4658.0,4013.0,,,,,,,,,,12801,Cronulla - Miranda - Caringbah,2374
2015,61267.0,41.0,4151311697.0,53060.0,67758.0,74.0,9132.0,47.0,278698075.0,14807.0,30519.0,6.9,54337.0,47.0,749692898.0,625.0,13797.0,17.2,2114.0,59.0,62578683.0,21808.0,29602.0,1.5,69082.0,44.0,5013466835.0,52487.0,72573.0,4.92,1.91,0.39,0.18,0.499,11.1,25.2,36.3,22.1,23.0,23.8,31.1,5899.0,337.5,4266.0,57221.0,11852.0,24.0,445.0,413.0,510.0,,1843.0,1625.0,567.0,,625.0,137.0,4379.0,3800.0,,,,,,,,,,12801,Cronulla - Miranda - Caringbah,2375
2016,61146.0,41.0,4356672555.0,55426.0,71250.0,74.0,9228.0,47.0,287295006.0,15368.0,31133.0,6.9,54698.0,47.0,777492293.0,570.0,14214.0,17.5,2012.0,59.0,59129726.0,21709.0,29389.0,1.5,69390.0,45.0,5237057179.0,54479.0,75473.0,5.01,1.92,0.38,0.18,0.503,11.8,25.6,36.6,21.6,22.6,23.8,32.0,5857.0,371.1,3190.0,63355.0,11811.0,21.0,377.0,371.0,497.0,,1791.0,1316.0,533.0,,576.0,91.0,4149.0,3229.0,,22.6,22.3,27.0,7.4,5.5,7.5,0.4,1124.0,12801,Cronulla - Miranda - Caringbah,2376
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11019.0,21.0,298.0,332.0,463.0,1790.0,1709.0,1176.0,509.0,69.0,469.0,89.0,3787.0,2911.0,2890.0,,,,,,,,,12801,Cronulla - Miranda - Caringbah,2377
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10653.0,,,,452.0,1773.0,1703.0,1207.0,449.0,49.0,394.0,71.0,3434.0,2663.0,2771.0,,,,,,,,,12801,Cronulla - Miranda - Caringbah,2378
2011,44794.0,39.0,1947158378.0,38855.0,43469.0,79.0,6140.0,47.0,130669162.0,7917.0,21282.0,5.7,33161.0,46.0,240968752.0,400.0,7267.0,13.5,1574.0,58.0,30662347.0,12667.0,19481.0,1.4,50737.0,42.0,2327242187.0,38689.0,45869.0,4.9,1.77,0.36,0.15,0.44799999999999995,7.6,19.5,30.0,25.9,26.7,27.3,20.1,3393.0,79.5,2709.0,23435.0,,,,,,,,,,,,,,,,,,,,,,,657.0,20101,Ballarat,2379
2012,45830.0,39.0,2076584724.0,40070.0,45311.0,79.0,6309.0,48.0,135765208.0,7691.0,21519.0,5.8,34487.0,46.0,269025312.0,385.0,7801.0,13.7,1621.0,58.0,32872395.0,13651.0,20279.0,1.4,51510.0,42.0,2484855696.0,40321.0,48240.0,4.69,1.77,0.38,0.16,0.447,7.8,19.8,30.2,25.9,27.5,27.0,19.6,2716.0,86.1,2545.0,31690.0,,23.0,686.0,482.0,,,,,,,,,,,,,,,,,,,,20101,Ballarat,2380
2013,46758.0,39.0,2194298743.0,41503.0,46929.0,79.0,6470.0,48.0,139793882.0,7740.0,21606.0,5.9,34956.0,46.0,282187853.0,321.0,8073.0,13.4,1620.0,58.0,31700864.0,11883.0,19568.0,1.4,51926.0,42.0,2607388576.0,41870.0,50214.0,4.43,1.76,0.4,0.18,0.441,7.7,19.7,30.1,25.9,27.6,27.3,19.3,3158.0,63.3,1531.0,20051.0,,19.0,638.0,440.0,,,,,,,,,8402.0,6803.0,,,,,,,,,,20101,Ballarat,2381
2014,48037.0,39.0,2302710650.0,42378.0,47936.0,79.0,6609.0,47.0,148466259.0,9185.0,22464.0,6.1,36162.0,46.0,289814028.0,278.0,8014.0,13.4,1655.0,58.0,36811076.0,13287.0,22242.0,1.4,52967.0,42.0,2723362246.0,42918.0,51416.0,4.51,1.77,0.39,0.17,0.442,7.6,19.6,30.0,25.9,27.5,27.0,19.5,3415.0,77.3,2417.0,22633.0,,20.0,589.0,399.0,,,,,,,,,8318.0,6860.0,,,,,,,,,,20101,Ballarat,2382
2015,49702.0,39.0,2453026779.0,43448.0,49355.0,78.0,6768.0,47.0,157028845.0,9541.0,23202.0,6.2,37888.0,45.0,298487713.0,250.0,7878.0,13.8,1667.0,58.0,36897608.0,13595.0,22134.0,1.4,54225.0,43.0,2859738109.0,44009.0,52738.0,4.49,1.77,0.39,0.17,0.445,7.5,19.6,30.1,25.8,27.5,27.0,19.7,3665.0,95.5,3132.0,26046.0,12273.0,21.0,531.0,366.0,1544.0,,5340.0,3875.0,1586.0,,2302.0,881.0,8273.0,6924.0,,,,,,,,,,20101,Ballarat,2383
2016,50516.0,39.0,2582186854.0,44862.0,51116.0,78.0,7054.0,47.0,165070092.0,9187.0,23401.0,6.3,39127.0,45.0,326671644.0,187.0,8349.0,13.7,1682.0,58.0,37966802.0,13239.0,22572.0,1.4,55276.0,43.0,3014416799.0,45198.0,54534.0,4.61,1.77,0.38,0.16,0.451,8.3,20.2,30.6,25.7,27.0,27.0,20.2,3575.0,102.4,1973.0,28648.0,12634.0,21.0,492.0,333.0,1532.0,,5327.0,4015.0,1598.0,,2235.0,752.0,8170.0,6612.0,,32.9,25.8,20.3,3.1,1.8,6.9,0.4,749.0,20101,Ballarat,2384
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12507.0,17.0,447.0,301.0,1550.0,3389.0,5277.0,4030.0,1573.0,379.0,1817.0,751.0,7890.0,6281.0,9011.0,,,,,,,,,20101,Ballarat,2385
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12650.0,,,,1634.0,3485.0,5345.0,4049.0,1510.0,349.0,1598.0,670.0,7643.0,6090.0,8685.0,,,,,,,,,20101,Ballarat,2386
2011,31260.0,41.0,1315318299.0,38210.0,42077.0,75.0,7345.0,51.0,107473762.0,6745.0,14632.0,9.3,24969.0,48.0,133871642.0,356.0,5362.0,12.7,1616.0,58.0,35228815.0,17788.0,21800.0,2.1,36621.0,45.0,1572390167.0,37522.0,42937.0,4.96,1.76,0.36,0.14,0.44299999999999995,5.8,17.4,28.1,26.5,27.6,27.2,18.7,2469.0,44.8,1988.0,18143.0,,,,,,,,,,,,,,,,,,,,,,,660.0,20403,Wodonga - Alpine,2387
2012,31964.0,41.0,1388827980.0,39399.0,43450.0,75.0,7317.0,52.0,110735514.0,7060.0,15134.0,9.2,25705.0,49.0,151913591.0,361.0,5910.0,12.9,1680.0,58.0,38542150.0,18286.0,22942.0,2.2,37171.0,45.0,1663184967.0,39166.0,44744.0,4.71,1.75,0.37,0.15,0.442,6.2,17.7,28.3,26.9,28.0,27.4,17.7,1809.0,36.8,2004.0,20322.0,,12.0,675.0,261.0,,,,,,,,,,,,,,,,,,,,20403,Wodonga - Alpine,2388
2013,32785.0,41.0,1475419009.0,40871.0,45003.0,75.0,7306.0,52.0,90554852.0,5367.0,12395.0,8.5,26411.0,49.0,152278064.0,313.0,5766.0,13.2,1719.0,58.0,41601614.0,18429.0,24201.0,2.2,37630.0,45.0,1725389970.0,40349.0,45851.0,4.64,1.74,0.37,0.15,0.44,5.9,17.4,28.1,27.8,27.7,27.4,17.1,2120.0,43.8,1444.0,20643.0,,15.0,657.0,245.0,,,,,,,,,5717.0,4532.0,,,,,,,,,,20403,Wodonga - Alpine,2389
2014,33580.0,41.0,1554959398.0,42034.0,46306.0,75.0,7409.0,52.0,122394279.0,7031.0,16520.0,9.0,27151.0,49.0,160678196.0,274.0,5918.0,12.9,1749.0,58.0,42237816.0,18556.0,24150.0,2.3,38273.0,45.0,1835662077.0,41854.0,47962.0,4.49,1.73,0.39,0.16,0.43,6.2,17.5,28.0,26.9,27.8,27.9,17.4,2540.0,52.2,2223.0,20536.0,,13.0,622.0,231.0,,,,,,,,,5638.0,4530.0,,,,,,,,,,20403,Wodonga - Alpine,2390
2015,35039.0,41.0,1676236536.0,43472.0,47839.0,75.0,7460.0,52.0,143220970.0,9049.0,19199.0,9.4,28089.0,48.0,163404689.0,245.0,5817.0,12.7,1807.0,58.0,46950900.0,19731.0,25983.0,2.3,39313.0,45.0,1956629154.0,43526.0,49771.0,4.36,1.73,0.4,0.17,0.426,5.9,17.3,27.8,26.2,27.7,28.2,18.0,2610.0,57.3,2535.0,21943.0,8745.0,13.0,622.0,214.0,819.0,,2651.0,2335.0,1026.0,,431.0,333.0,5583.0,4545.0,,,,,,,,,,20403,Wodonga - Alpine,2391
2016,35060.0,41.0,1720622911.0,44580.0,49077.0,75.0,7441.0,52.0,135313306.0,8764.0,18185.0,9.3,28045.0,49.0,165077010.0,232.0,5886.0,13.0,1792.0,58.0,47621254.0,20190.0,26574.0,2.4,39619.0,45.0,1997852543.0,44090.0,50427.0,4.57,1.74,0.38,0.15,0.429,5.7,17.1,27.7,26.3,27.5,28.2,18.0,2532.0,65.5,1902.0,25860.0,8992.0,18.0,598.0,182.0,846.0,,2562.0,2287.0,960.0,,435.0,330.0,5372.0,4226.0,,30.4,27.6,21.7,2.8,1.2,6.0,0.4,768.0,20403,Wodonga - Alpine,2392
