gml_id,sa3_name16,sa3_code16,p55_64_c_own_chld_childr,p55_64_c_oth_ch_chiln,p55_64_ca_ow_ch_ch_oth_ch_ch,p55_64_yr_c_for_t,p55_64_d_not_prov_ch_care,p55_64_u_ch_care_ns,p55_64_os_v,p55_64_yr_t,p65_74_c_own_chld_childr,p65_74_c_oth_ch_chiln,p65_74_ca_ow_ch_ch_oth_ch_ch,p65_74_yr_c_for_t,p65_74_d_not_prov_ch_care,p65_74_u_ch_care_ns,p65_74_os_v,p65_74_yr_t,p75_84_c_own_chld_childr,p75_84_c_oth_ch_chiln,p75_84_ca_ow_ch_ch_oth_ch_ch,p75_84_yr_c_for_t,p75_84_d_not_prov_ch_care,p75_84_u_ch_care_ns,p75_84_os_v,p75_84_yr_t,p85ovr_c_own_chld_childr,p85ovr_c_oth_ch_chiln,p85ov_ca_ow_ch_ch_oth_ch_ch,p85ovr_c_for_t,p85ovr_d_not_prov_ch_care,p85ovr_u_ch_care_ns,p85ovr_os_v,p85ovr_t,pt_c_own_chld_childrn,pt_c_oth_ch_chiln,pt_ca_ow_ch_ch_oth_ch_ch,pt_c_for_t,pt_d_not_prov_ch_care,pt_u_ch_care_ns,pt_os_v,pt_t
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5854,Mandurah,"50201","360","1843","25","2227","8642","765","113","11749","93","1319","0","1417","8866","973","69","11318","19","191","0","208","5757","923","16","6897","4","15","0","13","1931","424","4","2379","14124","5797","653","20572","48758","5995","428","75754"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5855,Cottesloe - Claremont,"50301","619","892","15","1528","6033","475","102","8135","90","1748","15","1860","4027","486","77","6452","16","477","0","493","2910","431","25","3866","8","23","0","32","1685","377","8","2111","11015","4225","431","15669","35525","3750","1268","56210"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5856,Perth City,"50302","540","1080","16","1642","8186","1303","513","11643","91","1268","7","1364","5004","939","226","7537","25","271","3","307","2972","645","53","3977","4","17","0","23","1665","377","9","2073","14256","4479","526","19261","60681","11394","4276","95614"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5857,Bayswater - Bassendean,"50401","378","1259","18","1667","6731","572","169","9133","73","1175","8","1256","4822","562","110","6750","20","256","0","268","3090","542","23","3928","7","20","0","19","1348","404","3","1781","12332","4340","467","17139","43892","4747","806","66578"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5858,Mundaring,"50402","247","924","3","1172","3938","388","26","5521","43","726","3","766","3088","389","18","4264","7","120","0","122","1546","249","7","1923","4","6","0","6","520","139","3","670","6425","2774","285","9485","20150","3959","152","33750"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5859,Swan,"50403","488","1913","27","2428","9502","857","285","13068","84","1215","7","1304","5748","748","160","7956","20","202","3","227","2873","569","60","3727","8","8","0","17","946","365","4","1332","23149","6683","814","30651","59999","7726","987","99368"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_585a,Joondalup,"50501","825","3769","51","4639","14779","761","191","20367","134","3360","18","3509","9273","661","151","13600","11","445","0","454","4686","511","56","5706","5","23","0","29","2084","350","9","2472","27144","10876","1153","39166","77597","5361","1081","123204"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_585b,Stirling,"50502","944","2729","40","3724","14904","1209","448","20285","176","3228","23","3425","10604","1202","222","15451","44","810","5","858","8037","1217","44","10158","12","58","0","65","3452","902","12","4429","29983","10697","962","41643","102901","11421","2013","157974"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_585c,Wanneroo,"50503","703","2801","39","3537","11669","989","312","16512","125","1808","20","1949","8013","836","197","10997","35","305","4","344","4412","745","67","5571","9","12","0","15","1426","391","15","1849","35999","9773","1351","47126","84345","9303","1351","142120"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_585d,Armadale,"50601","307","1379","14","1706","5700","508","262","8176","61","891","5","962","3993","519","114","5581","3","94","0","99","2057","406","33","2590","0","16","0","16","690","247","8","954","14755","4616","578","19947","36207","4366","747","61272"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_585e,Belmont - Victoria Park,"50602","275","835","18","1127","5138","766","235","7267","68","657","9","733","3259","584","130","4705","10","118","3","125","2113","446","19","2699","3","6","0","14","986","239","3","1242","9981","3103","339","13420","39181","6715","1138","60461"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_585f,Canning,"50603","414","1490","19","1920","7203","453","381","9959","106","1417","16","1539","4879","425","188","7035","15","253","3","272","3107","450","56","3881","0","12","0","12","1757","385","7","2171","14581","4952","452","19980","51273","4683","1755","77687"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5860,Gosnells,"50604","498","1942","31","2468","8557","659","472","12154","118","1298","5","1427","6051","599","249","8325","26","217","0","244","3259","529","45","4075","0","5","0","12","1086","294","4","1396","20765","6288","728","27778","57169","6629","1328","92909"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5861,Kalamunda,"50605","227","1213","13","1455","4811","425","82","6767","56","1069","9","1133","3882","390","52","5446","8","204","0","212","2294","331","22","2860","0","11","0","10","694","185","3","898","9508","3873","392","13771","28275","2870","336","45252"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5862,Serpentine - Jarrahdale,"50606","97","463","3","563","1795","186","46","2597","12","271","0","279","1182","112","25","1608","3","39","0","43","531","76","5","654","4","3","0","10","158","25","0","187","5235","1630","210","7076","11278","1547","151","20051"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5863,South Perth,"50607","258","618","7","885","3869","345","99","5195","45","698","3","745","2563","272","80","3649","9","132","0","142","1419","228","20","1802","0","0","0","3","849","269","3","1124","5855","2156","190","8201","24497","2728","719","36142"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5864,Cockburn,"50701","401","1614","24","2038","7524","623","225","10416","70","1203","7","1286","4872","532","157","6846","21","213","0","239","2823","540","21","3630","6","10","0","13","1053","319","6","1391","18569","5525","643","24739","49181","5450","950","80311"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5865,Fremantle,"50702","277","560","14","852","3689","447","53","5047","33","738","0","772","2353","367","36","3537","9","137","3","153","1578","351","6","2090","0","3","0","6","659","246","3","916","5272","2209","301","7779","19999","3312","565","31654"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5866,Kwinana,"50703","96","526","3","629","2309","279","126","3345","27","268","3","297","1546","259","53","2160","0","52","0","56","865","168","19","1103","0","3","0","6","240","67","3","321","7006","1962","295","9264","16781","3356","316","29715"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5867,Melville,"50704","663","2065","21","2746","9536","600","205","13090","117","2289","6","2416","6451","582","139","9583","22","521","4","541","4526","718","38","5831","8","31","0","38","2537","690","13","3276","15949","6718","594","23260","53963","4996","1214","83430"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5868,Rockingham,"50705","386","2120","22","2530","8589","813","144","12084","93","1205","7","1308","6425","742","101","8572","23","148","3","173","3881","703","37","4791","4","14","0","13","1313","376","4","1706","22344","7113","1079","30532","55550","7805","628","94512"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5869,Albany,"50901","302","1029","14","1345","6225","742","66","8376","58","600","3","666","5129","681","42","6517","14","97","0","115","2827","518","8","3476","4","11","0","23","1117","299","4","1442","8668","3157","456","12285","29590","4978","414","47263"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_586a,Wheat Belt - North,"50902","247","1043","5","1291","6581","882","53","8805","35","619","0","664","5418","819","18","6918","9","97","0","103","2556","513","6","3180","10","7","0","10","768","182","0","960","7832","3051","346","11224","29161","5534","540","46454"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_586b,Wheat Belt - South,"50903","91","409","3","500","2253","329","16","3098","20","213","0","229","1666","270","7","2176","10","33","0","38","901","193","0","1135","5","7","0","11","318","85","0","415","3217","1127","124","4465","10109","1948","109","16634"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_586c,Kimberley,"51001","156","617","16","789","5183","917","143","7024","36","374","5","420","4250","744","103","5510","6","74","4","85","975","207","29","1294","3","3","0","4","157","28","0","194","5734","2621","457","8810","22702","5899","1270","38687"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_586d,East Pilbara,"51002","105","237","3","347","2472","910","54","3781","7","81","0","88","881","276","30","1273","0","15","0","22","163","54","3","243","6","0","0","3","19","11","0","40","5854","1439","276","7570","15366","7050","335","30319"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_586e,West Pilbara,"51003","164","375","6","549","3837","1108","125","5619","10","112","3","120","1274","296","45","1731","3","24","0","27","235","68","7","341","3","0","0","3","21","3","0","36","8560","1594","318","10467","23714","8614","783","43578"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_586f,Esperance,"51101","66","242","3","309","1473","293","15","2099","7","129","3","139","1253","270","7","1671","0","27","0","27","563","144","0","740","3","0","0","3","210","46","0","262","2367","814","129","3309","7645","1787","69","12808"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5870,Gascoyne,"51102","49","212","0","269","2193","374","56","2882","4","155","0","162","2581","394","36","3176","3","23","0","28","786","158","6","976","0","3","0","4","124","43","0","174","1639","726","88","2456","9049","1943","537","13985"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5871,Goldfields,"51103","149","511","19","676","3454","906","51","5086","31","165","3","200","1774","488","30","2487","5","30","0","36","572","158","3","772","3","3","0","6","138","47","0","193","7332","2096","418","9843","19644","6057","280","35828"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5872,Mid West,"51104","228","957","11","1199","5968","911","82","8161","44","587","0","632","4758","777","35","6205","10","92","0","104","2246","527","13","2897","0","3","3","4","707","182","0","895","8469","3121","425","12015","29060","6221","558","47855"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5873,Brighton,"60101","69","340","7","415","1506","151","3","2073","12","154","0","171","1008","147","8","1332","0","23","0","25","408","92","0","524","0","0","0","4","121","17","0","143","2887","1014","136","4037","7773","1058","13","12888"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5874,Hobart - North East,"60102","234","1255","12","1506","4981","367","23","6876","43","1120","7","1174","3875","324","7","5377","4","203","0","212","2505","337","5","3059","4","11","0","12","1224","195","3","1436","8251","3874","376","12498","26621","2795","131","42045"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5875,Hobart - North West,"60103","223","1044","9","1275","4853","483","26","6637","46","665","3","718","3666","510","12","4899","17","142","0","163","2408","472","5","3050","5","7","0","17","1004","236","3","1256","7956","3335","405","11695","27403","3454","133","42696"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5876,Hobart - South and West,"60104","192","749","10","949","3072","180","26","4228","33","670","4","704","2213","175","12","3103","8","143","0","147","1359","147","0","1656","4","7","0","9","592","53","0","657","5771","2298","323","8386","15707","1181","152","25427"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5877,Hobart Inner,"60105","313","763","20","1096","4941","486","129","6657","38","946","3","986","3268","387","54","4694","12","206","0","209","2018","279","11","2510","0","14","0","18","1226","201","8","1446","7075","2987","379","10442","30360","3497","1036","45335"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5878,Sorell - Dodges Ferry,"60106","78","353","7","435","1721","149","3","2310","18","261","4","276","1310","155","0","1742","0","38","0","38","629","113","0","781","0","3","0","3","234","35","4","278","2557","1041","108","3708","8035","925","30","12696"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5879,Launceston,"60201","299","1468","14","1781","7253","691","57","9781","65","1060","6","1129","5686","792","42","7654","11","194","0","212","3558","604","15","4381","7","11","0","13","1791","359","4","2166","12299","4796","515","17607","42759","5295","490","66164"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_587a,Meander Valley - West Tamar,"60202","112","458","8","575","2803","251","5","3632","32","270","0","306","2353","267","3","2921","0","51","0","54","1070","191","0","1321","4","3","0","5","368","63","0","439","3165","1289","139","4592","11907","1471","42","18010"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_587b,North East,"60203","180","701","10","889","4722","469","10","6084","35","381","0","416","3918","514","5","4859","10","86","0","98","1820","376","0","2294","9","3","0","9","577","126","0","722","4996","1932","196","7125","19821","2860","87","29888"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_587c,Central Highlands (Tas.),"60301","55","224","0","278","1404","143","4","1833","10","108","0","119","1097","161","0","1376","3","17","0","18","399","84","0","500","0","3","0","3","95","22","0","121","1630","603","51","2284","5918","864","26","9089"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_587d,Huon - Bruny Island,"60302","120","356","3","479","2501","209","7","3192","31","246","3","283","1996","237","3","2519","4","34","0","36","871","158","0","1074","8","3","0","11","241","46","0","301","2783","1075","131","3992","10146","1271","58","15472"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_587e,South East Coast,"60303","26","155","0","180","1054","120","11","1364","0","92","0","94","980","145","5","1219","0","14","0","16","410","94","0","516","0","3","0","4","127","45","0","171","756","367","25","1146","3872","677","137","5833"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_587f,Marion,"40302","414","1816","13","2248","8381","491","184","11312","79","1657","5","1741","5597","469","98","7904","17","318","3","335","3870","473","25","4713","4","19","0","22","2425","275","7","2738","14099","5733","505","20347","49686","3763","759","74555"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5880,Burnie - Ulverstone,"60401","151","936","13","1103","4961","407","15","6484","45","488","3","536","4131","523","8","5185","6","81","0","94","2565","470","5","3134","10","12","0","23","967","207","3","1196","6901","2794","314","10012","25059","2978","89","38144"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5881,Devonport,"60402","165","832","9","1008","4731","415","23","6178","27","521","0","546","4122","519","11","5198","12","82","0","93","2223","401","9","2722","0","6","0","10","857","192","7","1065","6367","2600","300","9265","23362","2746","245","35621"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5882,West Coast,"60403","77","326","3","411","2014","246","8","2672","11","145","0","157","1409","190","3","1757","3","26","0","31","656","139","0","829","8","0","0","8","182","45","0","234","2709","1024","110","3842","8676","1381","66","13971"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5883,Darwin City,"70101","130","327","3","461","2792","732","234","4223","30","285","4","320","1658","475","158","2613","5","45","0","49","628","170","38","886","0","3","0","3","184","45","9","233","3736","1189","100","5030","17880","4971","2375","30258"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5884,Darwin Suburbs,"70102","316","777","16","1110","4359","743","181","6392","68","531","3","603","2844","545","97","4088","13","99","4","112","1165","241","27","1543","0","9","0","10","294","54","0","356","8746","2800","350","11899","26782","5443","915","45040"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5885,Litchfield,"70103","137","352","4","489","2616","623","15","3742","21","228","0","250","1587","332","16","2185","6","22","0","32","382","86","4","497","0","4","0","4","62","16","3","84","3762","1135","123","5014","12887","4689","1127","23720"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5886,Katherine,"70205","75","240","4","314","1927","651","68","2956","18","134","5","164","1558","454","41","2211","4","15","0","21","387","151","10","570","0","0","0","0","53","34","0","79","2819","1351","318","4487","9719","3797","656","18663"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5887,Belconnen,"80101","455","1757","14","2235","7082","470","175","9957","99","1990","14","2103","5350","471","110","8029","26","338","0","365","2811","341","16","3529","8","21","0","28","1092","284","3","1406","16021","6242","663","22922","49256","4371","1077","77630"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5888,Canberra East,"80103","6","21","0","30","163","77","7","273","4","15","0","21","89","45","3","160","0","3","0","3","32","16","0","49","0","0","0","0","14","6","0","16","160","63","7","232","737","736","26","1730"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5889,Holdfast Bay,"40301","177","799","5","980","3688","322","49","5042","41","963","3","1007","2626","274","19","3926","15","168","3","182","1831","255","3","2263","3","9","0","12","1405","209","0","1622","4507","2582","173","7256","19633","1970","282","29146"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_588a,Palmerston,"70104","128","387","10","527","1752","295","53","2623","15","201","0","211","867","146","46","1273","10","35","0","45","327","58","3","437","4","0","0","4","78","18","4","105","6749","1573","261","8578","13857","2484","250","25174"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_588b,Barkly,"70202","11","98","6","119","587","86","12","807","8","64","3","72","474","47","12","608","0","14","0","14","120","19","0","149","0","0","0","0","19","5","0","23","740","548","125","1416","2963","638","111","5130"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_588c,Daly - Tiwi - West Arnhem,"70203","81","305","15","401","1578","337","84","2394","14","118","6","140","962","226","35","1361","3","25","0","27","185","44","8","267","0","3","0","8","25","4","4","36","2660","1923","507","5094","7161","2195","742","15182"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_588d,Alice Springs,"70201","163","641","29","832","3544","926","287","5589","35","307","18","356","2061","565","123","3106","14","80","8","94","622","174","27","917","3","6","0","12","163","36","3","215","5537","2849","832","9224","17553","6141","2191","35113"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_588e,East Arnhem,"70204","58","231","46","332","563","181","0","1079","7","86","5","98","210","75","7","389","3","9","3","17","36","13","0","66","0","3","0","3","3","0","0","6","1956","1806","635","4397","3971","1505","60","9937"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_588f,Gungahlin,"80104","260","889","19","1166","3479","266","274","5188","49","690","8","742","1751","123","176","2796","6","122","0","129","820","86","16","1053","0","4","0","4","173","20","3","201","15374","3295","492","19161","31290","2708","908","54064"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5890,North Canberra,"80105","303","519","16","827","3629","542","89","5080","42","591","4","643","2071","328","40","3075","11","148","0","156","1403","244","10","1814","3","13","0","16","810","192","3","1027","6742","2310","328","9378","34343","4814","1228","49763"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5891,South Canberra,"80106","207","334","10","552","2709","368","51","3682","20","549","10","579","1624","258","26","2488","0","119","0","119","882","203","7","1214","0","12","0","12","629","234","0","870","4018","1477","131","5629","15847","2707","371","24550"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5892,Tuggeranong,"80107","401","2017","26","2440","8119","457","92","11104","66","1472","6","1549","4460","338","62","6404","17","192","0","204","2146","268","7","2626","0","13","0","17","681","209","3","907","14342","5936","669","20948","42662","3296","382","67288"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5893,Weston Creek,"80108","100","370","5","482","1818","105","21","2424","24","646","3","677","1729","145","14","2567","13","137","0","152","1035","182","6","1376","3","5","0","13","390","171","0","575","3966","1627","186","5786","10841","1080","146","17854"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5894,Woden Valley,"80109","227","452","7","683","2931","243","71","3935","44","653","0","699","2226","224","66","3210","14","242","0","258","1774","252","5","2297","0","14","0","22","942","151","4","1113","5664","1959","176","7801","18809","2027","335","28969"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5895,Molonglo,"80110","12","38","4","57","165","34","19","269","0","44","0","48","73","6","6","134","0","4","0","4","32","0","0","42","0","0","0","4","3","0","0","9","929","206","33","1163","2153","294","58","3682"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5896,Urriarra - Namadgi,"80111","4","5","0","7","58","8","0","75","0","3","0","7","15","0","0","26","0","0","0","0","10","0","0","10","0","0","0","0","0","0","0","3","118","19","5","146","304","44","5","499"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5897,Christmas Island,"90101","7","15","0","19","199","67","4","289","0","0","0","0","119","27","0","152","0","3","0","3","21","3","0","34","0","0","0","0","3","0","0","4","237","35","11","284","846","518","22","1670"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5898,Cocos (Keeling) Islands,"90102","0","9","0","13","70","26","4","112","0","7","0","8","41","18","3","75","3","0","0","3","15","9","0","31","0","0","0","0","6","0","0","6","89","31","7","127","281","116","16","542"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p22b_unpaid_child_care_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_5899,Jervis Bay,"90103","3","10","0","8","24","7","0","41","0","3","0","3","9","7","0","23","0","3","0","4","3","0","0","6","0","0","0","0","0","0","0","0","57","23","0","86","265","110","4","465"
