gml_id,sa3_code16,p_pg_deg_35_44_yr,p_pg_deg_45_54_yr,p_pg_deg_55_64_yr,p_pg_deg_65_74_yr,p_pg_deg_75_84_yr,p_pg_deg_85_yr_over,p_pguate_deg_tot,p_grad_dip_cer_15_24,p_grad_dip_cer_25_34,p_grad_dip_cer_35_44,p_grad_dip_cer_45_54,p_grad_dip_cer_55_64,p_grad_dip_cer_65_74,p_grad_dip_cer_75_84,p_grad_dip_cer_85_over,p_grad_dip_cer_tot,p_b_deg_15_24_yr,p_b_deg_25_34_yr,p_b_deg_35_44_yr,p_b_deg_45_54_yr,p_b_deg_55_64_yr,p_b_deg_65_74_yr,p_b_deg_75_84_yr,p_b_deg_85_yr_over,p_b_deg_tot,p_adv_dip_dip_15_24,p_adv_dip_dip_25_34,p_adv_dip_dip_35_44,p_adv_dip_dip_45_54,p_adv_dip_dip_55_64,p_adv_dip_dip_65_74,p_adv_dip_dip_75_84,p_adv_dip_dip_85_over,p_adv_dip_dip_total,p_cer_iii_iv_15_24_yr,p_cer_iii_iv_25_34_yr,p_cer_iii_iv_35_44_yr,p_cer_iii_iv_45_54_yr,p_cer_iii_iv_55_64_yr,p_cer_iii_iv_65_74_yr,p_cer_iii_iv_75_84_yr,p_cer_iii_iv_85_yr,p_cer_iii_iv_tot,p_cer_i_ii_15_24_yr,p_cer_i_ii_25_34_yr,p_cer_i_ii_35_44_yr,p_cer_i_ii_45_54_yr,p_cer_i_ii_55_64_yr,p_cer_i_ii_65_74_yr,p_cer_i_ii_75_84_yr,p_cer_i_ii_85_yr_over,p_cer_i_ii_tot,p_cer_nfd_15_24_yr,p_cer_nfd_25_34_yr,p_cer_nfd_35_44_yr,p_cer_nfd_45_54_yr,p_cer_nfd_55_64_yr,p_cer_nfd_65_74_yr,p_cer_nfd_75_84_yr,p_cer_nfd_85_yr_over,p_cer_nfd_tot,p_cer_tot_15_24_yr,p_cer_tot_25_34_yr,p_cer_tot_35_44_yr,p_cer_tot_45_54_yr,p_cer_tot_55_64_yr,p_cer_tot_65_74_yr,p_cer_tot_75_84_yr,p_cer_tot_85_yr_over,p_cer_tot_tot,p_lvl_educ_inad_desc_15_24,p_lvl_educ_inad_desc_25_34,p_lvl_educ_inad_desc_35_44,p_lvl_educ_inad_desc_45_54,p_lvl_educ_inad_desc_55_64,p_lvl_educ_inad_desc_65_74,p_lvl_educ_inad_desc_75_84,p_lvl_educ_inad_desc_85,p_lvl_educ_inad_desc_tot,p_lvl_educ_ns_15_24,p_lvl_educ_ns_25_34,p_lvl_educ_ns_35_44,p_lvl_educ_ns_45_54,p_lvl_educ_ns_55_64,p_lvl_educ_ns_65_74,p_lvl_educ_ns_75_84,p_lvl_educ_ns_85,p_lvl_educ_ns_tot,p_tot_15_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_643b,"40403","837","378","236","131","50","13","2889","22","247","275","248","202","74","20","8","1096","865","3315","2182","1274","882","456","203","77","9257","322","1067","877","929","733","430","179","79","4614","804","1545","1264","1366","993","589","400","171","7131","158","114","83","87","63","29","9","6","561","80","117","154","167","154","117","72","39","898","1038","1777","1497","1618","1213","741","481","218","8584","22","87","65","56","51","59","38","26","403","406","573","397","426","393","429","485","544","3643","2741","8261","6124","4921","3699","2315","1459","967","30486",West Torrens
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_643c,"40501","120","90","99","53","12","3","437","0","42","81","95","126","50","9","0","409","173","537","620","456","431","250","88","24","2569","63","298","463","563","527","313","101","28","2354","471","1150","1139","1174","1019","582","188","62","5786","110","104","92","79","49","28","10","3","488","51","93","160","143","149","79","30","12","729","636","1352","1388","1398","1219","692","225","85","6996","4","10","33","24","44","40","23","13","200","361","216","282","377","474","386","268","159","2527","1241","2514","2986","3007","2923","1778","729","316","15488",Barossa
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_643d,"40502","36","35","55","35","10","0","205","3","30","34","45","69","40","6","0","236","61","286","309","243","273","199","58","10","1439","41","148","222","289","320","234","52","28","1326","289","627","582","606","644","389","141","32","3311","53","66","60","61","41","18","4","0","306","27","42","55","88","87","56","9","4","377","374","730","695","762","766","470","160","34","3998","0","15","21","19","21","26","10","3","123","184","172","182","248","339","349","246","130","1846","664","1416","1500","1644","1850","1343","546","204","9174",Lower North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_643e,"40503","34","42","40","24","0","0","200","0","31","41","51","75","22","6","0","230","103","362","267","228","281","124","43","14","1424","36","149","226","324","361","183","43","14","1335","419","787","763","831","768","493","202","53","4309","97","102","71","53","37","23","11","3","391","24","39","58","92","74","60","18","3","380","546","930","888","976","880","569","235","55","5079","12","5","12","27","38","34","12","8","145","271","190","231","314","384","408","307","169","2279","967","1721","1704","1960","2064","1367","652","264","10692",Mid North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_643f,"40504","27","17","37","16","5","0","135","5","26","23","42","55","30","11","3","192","65","243","256","173","248","163","53","15","1226","32","124","155","268","350","260","78","24","1307","306","636","502","759","784","654","245","53","3938","48","77","62","42","39","25","4","0","304","32","48","64","69","113","87","33","8","452","390","767","627","877","937","767","277","58","4698","3","14","11","13","26","37","10","5","114","206","156","168","278","372","491","381","249","2306","708","1352","1268","1666","2024","1768","830","359","9976",Yorke Peninsula
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6440,"40601","115","110","99","55","6","0","507","8","66","104","116","124","67","10","4","492","196","998","849","616","486","258","84","12","3504","103","419","553","709","635","360","101","32","2906","838","1873","1727","1889","1617","919","426","96","9381","174","237","161","94","82","40","7","3","797","78","131","182","190","187","107","40","11","923","1087","2239","2071","2171","1890","1062","477","111","11108","20","52","43","51","45","46","26","10","291","747","756","732","951","973","866","613","341","5973","2161","4637","4478","4713","4248","2724","1311","513","24781",Eyre Peninsula and South West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6441,"40602","75","81","62","37","10","0","386","9","54","52","54","72","35","0","0","280","115","603","374","288","286","161","23","7","1859","48","225","250","326","362","167","22","6","1406","394","1121","976","1034","824","420","129","32","4934","85","108","75","48","32","18","3","0","371","31","71","83","81","86","48","9","6","407","514","1300","1130","1160","944","486","135","39","5711","14","23","21","27","22","29","10","0","139","611","930","758","770","718","514","261","83","4640","1318","3241","2660","2700","2469","1437","461","129","14416",Outback - North and East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6442,"40701","96","125","195","200","55","9","751","3","43","80","127","219","137","30","4","641","109","490","685","577","829","743","253","76","3774","78","316","501","706","906","905","302","66","3794","540","1132","1245","1469","1568","1294","629","184","8065","130","140","126","82","110","67","10","3","674","35","86","141","174","231","255","108","29","1065","714","1363","1510","1732","1906","1615","752","220","9810","13","25","29","35","75","85","54","35","349","474","280","363","497","664","800","695","470","4242","1387","2595","3261","3797","4795","4486","2153","887","23358",Fleurieu - Kangaroo Island
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6443,"40702","142","117","93","53","12","3","537","16","84","102","132","136","66","20","3","553","168","920","899","617","542","326","102","34","3609","108","415","610","802","733","388","126","43","3228","1217","2044","1959","1999","1524","809","313","107","9966","225","253","193","152","104","51","9","0","981","100","168","231","257","190","135","47","14","1138","1541","2469","2378","2401","1818","997","366","121","12084","17","38","46","61","55","43","30","17","299","604","630","653","807","759","765","653","444","5312","2467","4658","4825","4924","4143","2637","1312","661","25625",Limestone Coast
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6444,"40703","99","92","87","61","11","0","484","12","63","97","128","148","67","11","0","526","216","849","745","566","530","363","109","25","3403","179","515","629","774","800","527","160","51","3638","1109","1957","1744","2021","1787","1103","440","114","10283","241","206","188","158","114","60","23","4","989","126","171","213","225","206","159","51","17","1167","1473","2329","2146","2409","2110","1327","514","131","12443","29","56","54","46","68","59","25","15","351","875","786","839","985","946","1086","742","418","6687","2795","4721","4609","5003","4690","3485","1578","642","27529",Murray and Mallee
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6445,"50101","178","152","139","127","33","9","753","11","109","192","162","142","73","26","3","713","124","1010","1348","937","803","547","192","53","5017","115","500","728","737","723","536","217","57","3619","641","1441","1794","1610","1244","752","325","86","7887","146","101","124","92","80","34","11","3","588","54","113","185","182","180","140","55","15","914","838","1653","2096","1879","1502","927","383","104","9389","23","33","36","48","49","60","39","7","307","512","516","587","612","707","641","474","303","4360","1628","3931","5176","4532","4073","2915","1359","534","24143",Augusta - Margaret River - Busselton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6446,"50102","311","260","207","111","22","3","1119","27","184","266","265","219","77","18","0","1059","263","1595","1876","1410","1112","557","228","41","7077","270","981","1146","1379","1221","665","223","63","5953","2015","3677","3426","3358","2533","1377","482","135","16995","538","304","213","180","123","62","11","3","1430","156","230","329","391","363","228","81","24","1786","2704","4211","3966","3925","3008","1660","572","156","20210","25","94","92","74","80","88","48","23","531","1165","1130","1134","1204","1190","1209","920","463","8418","4453","8395","8799","8528","7048","4373","2031","752","44373",Bunbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6447,"50103","46","46","54","60","14","0","257","3","26","37","63","77","42","7","0","258","38","253","330","280","350","260","73","7","1591","47","120","203","308","360","275","69","25","1401","295","515","590","720","675","394","152","27","3375","95","39","48","38","39","20","3","0","285","34","37","66","77","96","86","21","7","420","422","599","705","835","814","497","177","33","4079","7","8","21","16","25","37","21","3","140","250","214","234","355","418","415","310","119","2322","768","1250","1587","1905","2098","1585","669","191","10051",Manjimup
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6448,"50201","258","241","158","146","38","13","1056","14","127","208","203","194","103","31","3","883","300","1182","1375","1132","887","600","304","82","5867","347","827","1055","1340","1165","926","446","103","6217","1657","2900","2755","2919","2493","1853","1048","250","15876","366","232","160","138","111","71","24","6","1114","135","223","304","297","354","315","137","42","1800","2153","3351","3223","3352","2958","2246","1209","299","18787","33","45","77","98","90","139","88","25","603","823","743","809","944","1047","1328","1203","607","7499","3685","6484","7008","7312","6494","5497","3326","1120","40918",Mandurah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6449,"50301","1460","1723","1277","742","320","97","6661","47","258","396","551","434","232","75","19","2008","1791","3190","3162","3709","2726","1753","780","309","17421","264","377","543","967","936","821","489","198","4596","313","493","372","533","467","327","227","96","2826","85","24","35","40","37","37","18","7","281","31","42","92","142","132","155","86","41","735","432","560","501","713","636","516","335","147","3841","32","46","54","78","91","119","61","45","531","540","526","426","590","565","612","567","448","4273","3180","5915","6543","8332","6664","4796","2636","1261","39329",Cottesloe - Claremont
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_644a,"50302","2500","1640","1031","609","160","27","8855","62","849","762","697","551","202","41","20","3185","2110","9709","5635","3583","2577","1249","427","117","25397","672","2178","1505","1440","1271","763","333","113","8267","889","2194","1273","1285","1045","623","312","108","7717","187","117","94","76","64","39","13","13","596","96","246","215","244","241","166","72","29","1310","1168","2556","1576","1607","1342","827","393","148","9621","74","217","123","110","96","89","42","25","792","1427","3312","2029","1696","1453","1132","879","613","12531","5637","21587","14127","10769","8318","4874","2268","1056","68642",Perth City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_644b,"50401","946","517","309","162","30","10","3041","25","376","465","338","239","92","32","0","1566","842","4143","3042","1731","1176","587","203","44","11767","457","1484","1367","1159","956","556","203","70","6251","978","2331","1790","1706","1554","1005","480","130","9981","218","133","111","90","73","38","19","6","686","67","182","233","252","243","160","70","23","1229","1261","2651","2132","2050","1868","1203","569","160","11895","22","141","80","100","89","73","41","20","569","599","901","725","708","721","711","673","547","5582","3260","10707","8745","6607","5357","3389","1751","847","40664",Bayswater - Bassendean
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_644c,"50402","195","207","203","105","29","15","847","6","81","140","224","183","81","16","0","726","209","630","875","882","635","492","149","30","3911","145","361","545","744","672","449","179","27","3117","664","1132","1084","1249","1126","766","265","64","6343","113","64","54","60","47","30","5","0","379","49","76","111","164","157","128","51","14","744","822","1273","1250","1472","1329","917","318","78","7464","18","29","33","45","50","46","28","6","259","607","919","814","658","475","475","300","163","4418","1809","3387","3847","4233","3551","2566","1030","317","20750",Mundaring
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_644d,"50403","622","395","265","108","30","6","2159","41","295","360","307","191","72","21","3","1285","849","3363","2803","1757","1037","498","152","37","10499","634","2124","2221","1809","1242","585","197","50","8861","2320","4684","3815","3742","2625","1252","493","93","19010","500","361","245","201","112","48","12","0","1479","178","362","439","454","300","202","74","10","2020","2997","5403","4494","4390","3035","1505","583","104","22516","79","166","165","146","139","83","36","9","822","1402","1536","1446","1375","1115","960","742","451","9020","6029","13595","12118","10169","7022","3813","1760","653","55156",Swan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_644e,"50501","1294","1221","862","362","101","22","4704","64","466","790","848","600","222","29","16","3032","1767","4495","5476","4439","3018","1506","395","101","21205","729","1767","2606","3335","2773","1623","475","133","13443","2194","3821","3952","4665","3999","2328","806","204","21974","433","220","218","189","196","111","24","8","1387","161","253","494","593","630","417","156","64","2764","2789","4292","4662","5443","4818","2852","984","275","26121","75","149","184","243","207","205","71","37","1166","920","803","888","958","1045","1008","748","498","6861","6418","12751","15897","16490","13322","7780","2796","1083","76535",Joondalup
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_644f,"50502","2452","1472","953","469","156","33","8178","70","964","978","948","687","286","87","12","4033","2306","10833","7651","4857","3171","1930","774","203","31733","889","3722","3152","2789","2310","1529","780","211","15379","2083","5337","3633","3445","2797","1725","1179","345","20550","335","337","251","234","155","81","42","13","1454","194","458","555","638","505","407","225","81","3062","2613","6134","4446","4311","3458","2217","1451","443","25064","103","351","276","207","233","198","148","52","1571","1397","2569","1796","1626","1535","1572","1549","1133","13182","7494","27088","20755","16211","12355","8188","4952","2096","99138",Stirling
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6450,"50503","1036","635","288","150","43","5","3117","59","511","585","392","218","71","26","0","1879","1312","5100","4581","2728","1276","633","239","43","15920","1031","3098","3576","3001","1621","835","291","82","13538","3370","6920","5997","5689","3357","1877","792","157","28158","646","468","384","280","148","69","25","10","2029","256","547","705","680","490","321","104","30","3142","4268","7939","7091","6649","3994","2274","923","195","33326","88","253","267","241","178","135","66","9","1244","1861","1921","1724","1717","1305","1119","967","588","11208","8684","19722","18863","15365","8891","5222","2552","927","80226",Wanneroo
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6451,"50601","629","278","148","88","24","4","1829","20","225","201","166","129","53","14","4","823","438","2547","1882","1021","678","362","131","29","7085","400","1471","1318","1001","751","411","153","43","5542","1476","3129","2232","1999","1679","981","366","86","11943","339","209","151","88","81","47","11","3","925","118","216","301","264","222","147","56","10","1330","1931","3553","2686","2351","1976","1167","434","93","14196","33","106","80","81","80","70","32","15","491","666","840","757","704","636","665","489","279","5038","3504","9377","7553","5600","4406","2805","1282","470","35002",Armadale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6452,"50602","1070","466","268","117","20","5","3289","34","358","322","242","179","70","20","4","1239","1024","4648","2663","1292","824","373","126","23","10966","520","1672","1137","911","745","367","117","29","5489","978","2180","1464","1321","1098","631","322","103","8097","197","125","71","61","51","31","9","4","545","76","177","186","185","172","98","50","26","972","1250","2486","1726","1572","1322","760","377","134","9618","47","146","90","80","70","55","20","7","519","983","1796","1131","995","874","694","564","313","7345","3901","12411","8137","5549","4279","2436","1244","522","38478",Belmont - Victoria Park
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6453,"50603","1469","968","540","227","62","10","4984","57","359","415","347","285","117","29","3","1602","1660","4994","3605","2469","1475","831","283","80","15397","859","1515","1322","1320","1138","703","283","97","7234","1166","1732","1537","1675","1477","984","468","152","9195","251","122","122","100","82","47","12","6","749","110","165","202","258","231","193","102","35","1285","1532","2025","1865","2033","1785","1220","573","189","11224","87","149","144","119","97","87","56","20","754","891","1042","713","606","578","605","717","779","5927","5181","11684","9528","7854","5899","3791","2001","1176","47122",Canning
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6454,"50604","1141","536","223","115","35","3","3318","34","259","288","232","173","69","15","0","1072","906","4080","3190","1696","960","488","190","22","11536","644","1876","1874","1450","1058","551","199","48","7701","1794","3326","3045","2806","2301","1366","602","137","15376","433","280","213","185","123","42","13","3","1283","156","268","382","366","285","190","79","22","1750","2379","3875","3642","3359","2708","1601","698","156","18414","65","169","176","128","98","106","48","17","811","1243","1429","1305","967","880","782","671","360","7638","5328","12915","11617","8367","6096","3714","1857","606","50497",Gosnells
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6455,"50605","322","270","215","150","57","9","1264","24","126","178","205","187","93","17","4","826","334","1278","1390","985","740","544","236","54","5556","226","638","855","942","764","591","241","53","4299","975","1734","1628","1713","1304","864","410","83","8705","169","108","104","78","52","39","12","0","562","62","112","199","207","183","128","79","22","992","1207","1959","1926","1992","1541","1032","499","103","10261","17","43","51","50","58","84","38","5","357","439","448","404","449","527","512","431","204","3422","2250","4735","5132","4893","4019","3004","1510","432","25974",Kalamunda
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6456,"50606","90","53","47","16","3","0","322","6","56","74","56","35","15","0","0","245","110","519","445","313","176","102","30","3","1701","125","481","386","358","259","106","44","3","1758","647","1310","902","887","587","317","85","23","4758","98","98","43","46","24","11","0","0","323","42","81","92","106","66","39","10","3","435","792","1483","1035","1039","675","361","100","26","5511","19","24","24","29","22","14","4","0","128","274","333","354","324","234","168","99","30","1822","1325","3003","2411","2171","1439","785","273","69","11487",Serpentine - Jarrahdale
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6457,"50607","832","648","482","243","66","14","3182","35","243","259","300","233","102","30","11","1211","895","2790","1890","1459","1149","570","200","64","9018","239","576","501","566","662","446","198","69","3250","427","716","495","536","530","349","133","71","3253","84","38","32","34","31","32","6","0","263","44","72","67","103","149","95","44","21","597","556","829","594","668","706","478","178","96","4106","29","62","40","53","50","59","44","25","366","412","522","414","386","407","389","322","368","3229","2212","5872","4532","4075","3695","2288","1036","643","24363",South Perth
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6458,"50701","930","503","304","119","22","7","2823","39","418","453","346","200","73","14","3","1562","839","4015","3414","1802","969","383","136","46","11598","514","1702","1840","1554","1055","500","153","45","7357","1605","3300","3196","2861","2070","1081","439","99","14657","328","242","199","129","83","53","9","3","1041","122","257","355","397","273","163","75","21","1671","2053","3801","3749","3388","2421","1295","523","122","17362","40","133","167","144","94","87","38","7","713","864","1092","968","933","818","733","646","402","6458","4376","12063","11517","8675","5871","3197","1534","636","47869",Cockburn
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6459,"50702","554","634","445","273","69","10","2442","13","192","254","289","275","111","23","0","1159","402","1775","1592","1381","1082","579","177","46","7036","131","445","503","629","580","379","139","30","2833","304","732","590","698","620","336","206","48","3536","60","42","38","40","37","21","3","0","235","34","62","67","112","106","98","40","17","537","394","841","695","850","765","451","245","70","4302","4","31","41","50","66","43","26","15","275","347","625","541","532","525","428","372","268","3642","1311","4355","4175","4371","3729","2257","1055","428","21694",Fremantle
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_645a,"50703","228","93","45","14","10","0","736","20","131","119","61","43","12","4","0","394","201","1239","925","401","226","95","25","3","3119","206","657","575","397","275","109","26","7","2258","750","1577","1161","948","635","326","174","32","5602","177","135","66","60","37","9","4","0","498","61","123","126","112","75","62","15","12","584","995","1830","1355","1114","749","399","198","42","6686","18","56","33","37","34","18","7","5","214","614","908","731","505","363","331","216","75","3741","2070","5154","3977","2613","1735","979","491","138","17148",Kwinana
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_645b,"50704","1474","1260","993","543","156","37","5431","63","417","574","690","564","253","71","16","2652","1655","4475","4259","3565","2781","1590","633","198","19156","517","980","1428","1719","1744","1210","575","215","8396","1009","1526","1493","1871","1621","1060","636","255","9457","192","96","86","95","104","62","19","15","672","89","130","218","329","338","300","185","70","1658","1284","1752","1797","2297","2057","1423","843","339","11795","40","93","125","142","178","154","83","51","869","628","694","580","643","757","783","966","891","5940","4252","9334","10234","10317","9077","5951","3324","1748","54245",Melville
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_645c,"50705","425","323","180","96","20","0","1360","43","238","293","299","167","60","16","0","1118","514","2024","2166","1466","851","461","175","50","7713","571","1670","2024","2000","1229","593","228","47","8365","2682","5219","4280","4273","2701","1594","739","183","21675","561","370","244","190","129","62","13","6","1574","203","359","457","386","338","227","91","26","2086","3441","5960","4986","4848","3166","1880","840","215","25331","50","102","123","144","111","87","54","16","693","1576","1650","1313","1320","1082","999","970","477","9393","6213","11933","11334","10401","6792","4171","2305","814","53967",Rockingham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_645d,"50901","166","182","185","142","40","9","803","13","94","158","170","217","98","23","5","779","151","798","1024","924","847","559","216","57","4564","149","445","656","869","925","579","221","68","3914","980","1653","1555","1706","1469","868","344","89","8673","272","155","107","116","88","54","21","3","808","94","101","183","177","233","177","72","20","1060","1350","1909","1850","1994","1795","1097","434","119","10550","22","27","46","70","66","67","41","12","356","661","752","725","855","930","883","647","378","5825","2348","4112","4613","5064","4959","3424","1620","648","26785",Albany
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_645e,"50902","80","85","138","80","19","3","488","3","65","104","96","101","64","10","0","453","158","777","738","609","505","351","121","21","3278","96","375","510","669","698","519","164","31","3067","740","1501","1427","1632","1669","1042","338","72","8421","193","135","120","92","93","35","22","6","691","72","109","151","201","215","150","49","11","958","1008","1743","1698","1925","1977","1224","408","85","10068","18","44","38","48","56","55","40","4","302","734","886","885","1020","1127","1044","654","260","6596","2026","3966","4050","4461","4601","3336","1418","404","24252",Wheat Belt - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_645f,"50903","41","43","32","13","0","0","162","3","44","51","42","61","11","5","0","220","76","357","329","248","199","87","28","9","1327","37","159","194","215","252","157","43","16","1078","286","620","510","547","515","257","89","20","2851","94","61","35","28","25","17","4","0","264","31","43","69","65","64","55","11","5","341","416","731","620","641","604","325","97","24","3458","3","5","10","11","23","18","13","4","87","279","289","275","362","389","340","233","106","2279","816","1617","1524","1564","1548","954","427","159","8605",Wheat Belt - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p38b_non_scl_qual_lv_of_edu_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6460,"51001","189","175","202","134","16","0","920","26","134","159","141","199","87","5","0","743","174","1167","925","646","758","502","86","11","4277","103","480","475","530","661","511","95","9","2869","506","1226","1102","1089","1151","805","175","9","6066","166","166","122","95","75","30","3","0","665","60","126","108","128","167","144","16","4","757","740","1523","1326","1314","1393","980","202","14","7487","18","29","21","34","42","40","11","0","199","1074","1392","1146","1072","1110","917","260","55","7011","2144","4923","4238","3908","4364","3164","678","94","23511",Kimberley
