gml_id,sa3_name16,sa3_code16,o_or_ds_sep_house,o_or_ds_semid_ro_or_tce_h_th,o_or_ds_flat_apart,o_or_ds_oth_dwell,o_or_ds_not_stated,o_or_total,o_mtg_ds_sep_house,o_mtg_ds_semid_ro_or_tce_h_th,o_mtg_ds_flat_apart,o_mtg_ds_oth_dwell,o_mtg_ds_not_stated,o_mtg_total,r_re_agt_ds_sep_house,r_re_ag_ds_semd_ro_or_tc_h_th,r_re_agt_ds_flat_apart,r_re_agt_ds_oth_dwell,r_re_agt_ds_not_stated,r_re_agt_total,r_st_h_auth_ds_sep_house,r_st_h_au_ds_sd_ro_or_tc_h_th,r_st_h_auth_ds_flat_apart,r_st_h_auth_ds_oth_dwell,r_st_h_auth_ds_not_stated,r_st_h_auth_total,r_psn_not_in_s_hh_ds_sep_hous,r_p_not_in_s_h_ds_sd_ro_t_h_t,r_p_not_in_s_hh_ds_flat_apart,r_psn_not_in_s_hh_ds_oth_dwel,r_psn_not_in_s_hh_ds_ns,r_psn_not_in_s_hh_total,r_hs_cop_cty_ch_gp_ds_sp_ho,r_hs_c_ct_ch_g_ds_sd_ro_t_h_t,r_hse_cp_cty_ch_g_ds_flt_apt,r_hs_cop_cty_ch_gp_ds_ot_dwel,r_hse_coop_cty_ch_gp_ds_ns,r_hse_coop_cty_ch_gp_total,r_ot_landld_typ_ds_sep_house,r_o_lld_typ_ds_sd_ro_tc_h_th,r_ot_lld_typ_ds_flat_apart,r_ot_landld_typ_ds_oth_dwell,r_ot_landld_typ_ds_not_stated,r_ot_landld_typ_total,r_landld_typ_ns_ds_sep_house,r_ld_typ_ns_ds_sd_ro_tce_h_th,r_lld_typ_ns_ds_flat_apart,r_landld_typ_ns_ds_oth_dwell,r_landld_typ_ns_ds_not_stated,r_landld_typ_ns_total,r_tot_ds_sep_house,r_tot_ds_semid_ro_or_tce_h_th,r_tot_ds_flat_apart,r_tot_ds_oth_dwell,r_tot_ds_not_stated,r_tot_total,oth_ten_type_ds_sep_house,oth_ten_ty_ds_sd_ro_tce_h_th,oth_ten_type_ds_flat_apart,oth_ten_type_ds_oth_dwell,oth_ten_type_ds_not_stated,oth_ten_type_total,ten_type_ns_ds_sep_house,ten_ty_ns_ds_sd_ro_tce_h_t,ten_ty_ns_ds_flat_apart,ten_type_ns_ds_oth_dwell,ten_type_ns_ds_not_stated,ten_type_ns_total,total_ds_sep_house,total_ds_semid_ro_or_tce_h_th,total_ds_flat_apart,total_ds_oth_dwell,total_ds_not_stated,total_total
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bd8,Tumut - Tumbarumba,"11302","2244","25","15","20","14","2310","1565","0","10","3","6","1585","457","50","83","3","8","594","140","7","17","0","0","162","369","10","22","0","5","409","17","16","0","0","0","34","105","3","12","3","3","125","53","4","3","0","0","57","1132","93","131","5","16","1382","30","10","0","0","0","44","497","22","33","25","6","580","5472","150","185","53","41","5906"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bd7,Wagga Wagga,"11303","10880","255","281","124","52","11588","10425","95","142","53","39","10757","3585","488","1407","64","16","5564","1054","39","230","0","3","1330","1904","93","172","41","16","2215","50","43","91","0","3","187","537","32","34","32","6","646","229","8","24","4","7","270","7361","700","1961","150","49","10212","220","80","52","7","6","366","2173","123","289","115","15","2717","31049","1253","2727","452","160","35641"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bd6,Shoalhaven,"11401","15316","667","189","740","107","17009","9990","198","79","42","48","10357","3843","877","359","18","24","5119","808","347","120","3","3","1279","1816","161","93","35","26","2134","157","101","27","0","8","292","437","12","8","154","34","641","204","21","8","16","5","256","7267","1523","618","223","96","9723","297","126","26","16","16","482","2504","330","160","249","41","3289","35365","2841","1079","1268","303","40857"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bd5,Southern Highlands,"11402","7226","429","45","76","57","7832","5719","96","28","10","23","5881","1567","285","151","6","16","2025","259","75","36","0","0","370","688","67","30","8","9","796","64","41","18","0","0","114","112","9","0","11","10","142","101","8","3","3","3","110","2785","477","238","29","37","3558","159","29","5","3","3","205","1118","111","42","64","21","1357","17008","1144","352","187","140","18825"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bd4,Baulkham Hills,"11501","13947","1431","632","3","11","16033","17009","1951","592","8","22","19580","3266","1457","1063","6","22","5814","37","74","8","0","3","126","742","211","151","0","4","1115","35","103","128","0","6","274","77","71","10","0","3","161","69","21","7","0","3","97","4228","1942","1369","4","45","7583","192","387","413","0","3","1001","966","277","240","0","26","1508","36342","5993","3241","22","107","45692"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bd3,Dural - Wisemans Ferry,"11502","3129","119","111","72","14","3442","2958","96","23","17","11","3100","456","46","20","14","4","538","4","0","4","0","0","7","336","12","6","8","8","370","8","11","18","0","0","31","36","0","0","34","0","73","56","3","4","3","0","70","898","74","48","50","22","1095","80","27","12","0","0","126","425","14","19","37","14","514","7494","334","212","180","63","8282"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bd2,Hawkesbury,"11503","2648","3","7","9","25","2695","3830","0","0","13","18","3861","462","10","15","0","4","486","3","0","0","0","0","4","278","3","8","8","11","306","3","6","0","0","0","9","28","3","0","39","7","87","43","0","0","3","4","52","819","17","26","53","24","937","39","0","0","0","0","45","636","10","3","19","27","687","7977","34","33","91","98","8230"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bd1,Rouse Hill - McGraths Hill,"11504","2349","209","18","28","15","2615","4451","594","20","5","11","5084","947","163","82","3","5","1208","5","3","3","0","0","16","240","30","14","3","4","289","4","3","3","0","0","14","84","7","3","17","0","112","24","3","0","0","0","35","1312","210","108","21","15","1665","41","8","0","0","0","44","381","42","22","45","14","510","8535","1053","168","101","58","9914"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bd0,Blacktown,"11601","10587","539","124","6","3","11268","13316","2006","428","10","22","15786","5428","1408","1402","29","48","8323","1782","1011","528","0","3","3322","1552","282","158","21","31","2040","69","96","45","0","0","219","178","29","20","3","3","233","131","24","23","3","0","180","9142","2855","2175","62","87","14314","179","50","33","0","0","266","2075","467","313","8","31","2900","35297","5914","3075","89","150","44533"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bcf,Blacktown - North,"11602","3838","1253","47","126","16","5285","10457","3866","327","32","45","14731","2986","1335","322","19","37","4695","177","97","11","0","0","290","569","212","34","12","12","844","52","16","0","0","0","69","119","37","0","43","0","206","50","20","4","4","0","73","3953","1722","371","77","53","6177","56","35","0","3","0","97","1036","197","44","122","28","1424","19343","7070","796","361","141","27711"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bce,Mount Druitt,"11603","6013","301","78","3","3","6401","10982","1126","205","18","13","12340","4368","1175","886","40","19","6487","2759","910","434","4","7","4117","1146","194","76","16","11","1432","94","69","22","0","0","188","130","40","12","3","6","189","100","11","15","0","0","131","8605","2399","1443","61","40","12547","170","37","12","0","0","224","2067","412","289","21","15","2807","27839","4276","2028","99","72","34314"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bcd,Botany,"11701","2461","454","1063","10","10","4000","1916","782","1988","16","10","4708","564","285","3790","60","30","4739","112","462","798","0","0","1371","204","73","522","18","14","833","25","14","38","0","0","83","17","25","109","3","4","155","19","14","34","0","0","67","939","874","5302","88","46","7251","39","19","55","0","0","113","330","147","886","20","13","1399","5688","2278","9289","137","81","17469"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bcc,Sydney Inner City,"11703","748","3906","7829","53","45","12582","524","5115","12078","51","63","17832","277","5385","32013","255","164","38094","62","1642","4929","0","24","6651","110","1755","6466","93","76","8497","17","129","1115","11","18","1292","13","88","914","16","33","1062","16","96","379","3","4","490","493","9094","45813","381","315","56085","14","121","458","6","5","608","208","1997","10196","763","301","13462","1980","20233","76382","1252","728","100568"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bcb,Marrickville - Sydenham - Petersham,"11702","2433","1536","698","40","12","4719","2015","2317","1569","25","23","5948","847","1329","4249","224","68","6724","79","58","501","0","0","644","342","360","659","78","26","1469","42","46","92","3","0","185","22","30","46","8","3","101","28","10","47","4","0","93","1354","1837","5597","324","99","9206","24","40","51","0","0","113","455","438","1133","105","44","2183","6284","6165","9044","495","182","22165"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bca,Eastern Suburbs - North,"11801","4611","3700","5913","110","70","14399","3020","3585","4963","63","51","11670","609","1998","12948","238","51","15847","4","15","443","0","4","471","301","669","3139","88","26","4222","6","26","109","0","0","152","32","33","160","8","4","248","47","56","201","7","0","314","999","2810","17008","338","92","21249","57","73","239","0","18","386","590","916","4780","74","43","6400","9270","11082","32900","580","271","54107"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bc9,Eastern Suburbs - South,"11802","6682","2614","3916","51","20","13289","4334","2890","4383","64","40","11718","1205","1481","13224","230","47","16187","110","535","2454","0","0","3100","535","429","2563","79","27","3640","44","31","293","3","0","367","60","110","291","9","0","465","54","30","169","3","3","258","2010","2609","18983","325","81","24010","79","52","241","3","0","377","678","603","3351","61","71","4762","13781","8776","30878","504","212","54155"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bc8,Bankstown,"11901","13453","2108","895","36","20","16501","10998","4096","1593","40","43","16769","3515","2029","2733","115","52","8443","1896","1238","1696","0","11","4842","1639","532","421","34","31","2662","102","138","214","0","0","464","322","88","71","15","10","508","178","45","35","7","3","269","7654","4079","5173","165","108","17182","181","69","115","3","3","368","2190","779","1053","29","49","4095","34474","11125","8828","274","219","54915"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bc7,Canterbury,"11902","9508","980","1824","31","15","12366","6999","1674","2790","32","34","11525","2391","1008","8434","108","55","12004","355","550","752","5","0","1660","970","270","1007","24","20","2283","67","85","100","0","0","258","176","42","188","9","9","417","120","45","91","3","7","262","4072","1996","10575","148","87","16884","119","45","94","4","3","261","1472","401","1615","47","35","3572","22171","5090","16903","266","171","44601"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bc6,Hurstville,"11903","10683","1743","1822","19","20","14292","8247","1708","3003","26","23","13007","2150","919","5661","88","47","8861","378","615","1349","0","4","2348","779","205","1036","35","21","2068","50","92","129","0","0","273","84","64","91","13","4","254","90","24","64","0","0","179","3535","1909","8337","137","72","13985","116","56","114","3","0","297","1076","364","1082","32","47","2593","23661","5787","14357","210","162","44174"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bc5,Kogarah - Rockdale,"11904","9653","2110","2896","89","20","14762","6705","1958","5050","33","27","13773","2218","1210","9734","196","57","13419","133","125","655","3","0","918","829","304","1376","68","32","2611","60","63","101","0","5","228","102","41","129","24","8","305","91","31","88","9","4","221","3426","1777","12087","302","95","17694","122","39","121","3","5","289","1221","416","1946","103","38","3726","21131","6307","22093","528","187","50256"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bc4,Canada Bay,"12001","6045","795","2982","33","26","9880","4217","1050","3976","55","19","9323","1214","621","6610","150","45","8635","89","193","460","0","4","745","395","109","1004","54","16","1573","23","15","99","0","8","151","25","58","150","3","7","240","47","17","65","3","3","140","1792","1023","8384","208","88","11490","48","13","92","3","7","163","554","237","1473","35","22","2329","12658","3122","16910","335","162","33184"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bc3,Leichhardt,"12002","1319","3549","726","21","33","5650","1437","4370","1004","39","27","6877","597","2452","2996","98","38","6188","33","295","589","0","3","919","134","619","463","52","22","1291","8","12","80","0","0","100","10","46","37","3","3","96","9","37","49","3","4","106","787","3462","4208","161","77","8702","16","50","25","0","3","100","228","781","952","61","17","2038","3790","12217","6918","288","153","23362"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bc2,Strathfield - Burwood - Ashfield,"12003","9559","1817","2914","66","29","14382","6264","2104","5182","105","41","13701","1976","1300","13101","287","118","16777","115","257","728","0","3","1101","788","352","2221","78","50","3485","78","58","254","0","8","402","82","45","275","11","15","430","85","40","139","7","4","276","3123","2041","16723","381","211","22475","104","43","185","0","3","341","1029","385","2825","115","208","4568","20083","6389","27830","677","487","55467"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bc1,Chatswood - Lane Cove,"12101","8376","872","3317","8","15","12588","6760","952","4362","5","13","12098","1630","641","9435","44","28","11782","29","82","429","0","0","542","626","198","1419","20","18","2280","17","23","152","0","0","198","45","24","176","4","28","273","70","14","94","0","3","185","2415","977","11715","67","77","15256","87","19","249","0","3","358","706","147","1705","24","23","2609","18352","2971","21341","111","134","42906"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bc0,Hornsby,"12102","7173","570","951","8","16","8722","8443","675","1825","3","10","10962","1584","382","2993","20","30","5005","69","174","298","0","0","537","623","103","498","11","9","1245","23","16","159","0","0","194","61","17","37","3","0","123","49","3","39","0","3","95","2400","694","4027","33","41","7205","50","22","66","0","0","143","628","139","428","21","27","1252","18696","2109","7307","69","99","28284"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bbf,Ku-ring-gai,"12103","12999","912","2413","3","19","16348","12050","301","2210","6","12","14581","2051","196","2805","10","14","5074","21","0","11","0","0","26","710","48","496","7","11","1275","47","11","104","0","3","165","67","7","70","4","6","156","76","10","33","0","0","128","2972","276","3515","16","47","6831","143","23","291","0","3","455","863","107","554","3","12","1545","29021","1624","8993","30","83","39759"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bbe,North Sydney - Mosman,"12104","3641","2114","5807","16","32","11600","2529","1738","4953","11","16","9243","604","1183","12890","59","37","14771","0","32","457","0","3","494","265","368","2404","20","6","3070","8","16","96","0","3","126","16","10","106","9","3","146","33","23","142","0","5","203","928","1630","16095","96","57","18806","44","23","213","0","0","283","400","391","2861","30","26","3703","7546","5893","29922","147","132","43636"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bbd,Manly,"12201","2592","825","1743","12","6","5173","2399","693","1382","9","9","4493","459","404","3185","32","14","4090","27","17","177","0","0","231","173","162","764","22","13","1126","8","0","51","0","0","61","6","18","28","0","0","59","17","10","41","0","0","72","691","615","4247","50","26","5627","19","11","54","0","0","83","270","137","739","31","16","1189","5976","2269","8163","104","62","16572"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bbc,Pittwater,"12202","6354","825","1127","121","29","8449","6321","601","822","19","15","7778","1028","239","966","41","43","2315","3","0","8","0","0","9","564","122","285","18","19","1010","13","28","23","0","0","63","31","16","13","20","5","83","43","7","10","3","3","74","1679","410","1301","91","80","3556","75","184","164","7","0","430","675","137","388","157","16","1378","15099","2154","3798","390","135","21581"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bbb,Warringah,"12203","12485","1189","3209","28","28","16930","13525","763","4727","22","32","19065","2336","483","6663","35","40","9560","155","361","310","0","0","830","1043","182","1348","34","47","2651","28","124","207","0","0","358","72","66","83","21","3","249","90","27","87","0","6","204","3722","1249","8695","90","104","13864","150","302","454","9","4","923","1321","439","1582","73","40","3458","31202","3943","18671","223","200","54235"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bba,Camden,"12301","4446","291","44","40","7","4815","10080","334","20","0","3","10442","2284","383","60","0","8","2749","225","80","31","0","0","334","498","67","5","0","3","580","24","16","0","0","3","44","57","7","0","11","0","76","33","5","0","0","0","46","3127","566","102","16","16","3826","49","102","12","3","0","168","671","123","16","14","6","836","18375","1420","191","74","37","20084"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bb9,Campbelltown (NSW),"12302","10811","1125","305","26","20","12294","17284","2051","329","22","20","19709","5780","2145","1055","32","31","9041","2707","2038","173","0","6","4926","1488","345","80","5","10","1934","111","117","39","0","10","275","156","34","21","8","6","228","154","33","8","3","14","211","10395","4716","1371","53","82","16616","227","137","139","4","60","562","2304","989","302","44","32","3669","41024","9017","2446","149","213","52852"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bb8,Wollondilly,"12303","3772","240","16","22","15","4056","6155","75","16","13","17","6275","1095","98","56","9","8","1261","98","35","13","0","0","141","411","20","11","14","4","453","34","23","0","0","0","55","72","3","0","45","3","124","61","0","0","3","0","65","1763","174","72","70","15","2099","67","105","0","0","0","174","796","72","10","24","8","917","12552","671","117","134","51","13528"
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p32_tenure_landlord_type_by_dwelling_struct_census_2016.fid--7a4d496e_1724c35c6d1_-6bb7,Blue Mountains,"12401","10790","425","43","16","29","11304","11145","132","50","17","20","11361","2654","334","263","10","17","3278","161","143","87","0","0","394","1097","88","49","7","17","1259","60","86","53","0","4","207","68","8","7","12","10","103","82","6","3","0","4","95","4128","677","464","35","43","5341","124","136","4","3","0","266","1331","138","82","40","28","1612","27518","1502","639","107","120","29890"
