sa3_name16,sa3_code16,oh_r_tot_ds_sh,oh_r_tot_ds_sdrtht,oh_r_tot_ds_fa,oh_r_tot_ds_od_c,oh_r_tot_ds_od_ch,oh_r_tot_ds_od_ih_t_so,oh_r_tot_od_hf_a_so,oh_r_tot_ds_od_tot,oh_r_tot_ds_ns,oh_r_tot_ds_tot,oh_ott_ds_sh,oh_ott_ds_sdrtht,oh_ott_ds_fa,oh_ott_ds_od_c,oh_ott_ds_od_ch,oh_ott_ds_od_ih_t_so,oh_ott_od_hf_a_so,oh_ott_ds_od_tot,oh_ott_ds_ns,oh_ott_ds_tot,oh_t_ns_ds_sh,oh_t_ns_ds_sdrtht,oh_t_ns_ds_fa,oh_t_ns_ds_od_c,oh_t_ns_ds_od_ch,oh_t_ns_ds_od_ih_t_so,oh_t_ns_od_hf_a_so,oh_t_ns_ds_od_tot,oh_t_ns_ds_ns,oh_t_ns_ds_tot,oh_tot_ds_shouse,oh_tot_ds_sdrtht,oh_tot_ds_f_u_or_a,oh_tot_ds_od_c,oh_tot_ds_od_ch,oh_tot_ds_od_ih_t_so,oh_tot_ds_od_hf_a_to_a_s_o,oh_tot_ds_od_tot,oh_tot_ds_ns,oh_tot_tot,t_h_oo_ds_sh,t_h_oo_ds_sdrtht,t_h_oo_ds_fa,t_h_oo_ds_od_c,t_h_oo_ds_od_ch,t_h_oo_ds_od_ih_t_so,t_h_oo_od_hf_a_so,t_h_oo_ds_od_tot,t_h_oo_ds_ns,t_h_oo_ds_tot,t_h_m_ds_sh,t_h_m_ds_sdrtht,t_h_m_ds_fa,t_h_m_ds_od_c,t_h_m_ds_od_ch,t_h_m_ds_od_ih_t_so,t_h_m_od_hf_a_so,t_h_m_ds_od_tot,t_h_m_ds_ns,t_h_m_ds_tot,t_h_rrea_ds_sh,t_h_rrea_ds_sdrtht,t_h_rrea_ds_fa,t_h_rrea_ds_od_c,t_h_rrea_ds_od_ch,t_h_rrea_ds_od_ih_t_so,t_h_rrea_od_hf_a_so,t_h_rrea_ds_od_tot,t_h_rrea_ds_ns,t_h_rrea_ds_tot,t_h_rha_ds_sh,t_h_rha_ds_sdrtht,t_h_rha_ds_fa,t_h_rha_ds_od_c,t_h_rha_ds_od_ch,t_h_rha_ds_od_ih_t_so,t_h_rha_od_hf_a_so,t_h_rha_ds_od_tot,t_h_rha_ds_ns,t_h_rha_ds_tot,t_h_r_psh_ds_sh,t_h_r_psh_ds_sdrtht,t_h_r_psh_ds_fa,t_h_r_psh_ds_od_c,t_h_r_psh_ds_od_ch,t_h_r_psh_ds_od_ih_t_so,t_h_r_psh_od_hf_a_so,t_h_r_psh_ds_od_tot,t_h_r_psh_ds_ns,t_h_r_psh_ds_tot,t_h_r_hcc_ds_sh,t_h_r_hcc_ds_sdrtht,t_h_r_hcc_ds_fa,t_h_r_hcc_ds_od_c,t_h_r_hcc_ds_od_ch,t_h_r_hcc_ds_od_ih_t_so,t_h_r_hcc_od_hf_a_so,t_h_r_hcc_ds_od_tot,t_h_r_hcc_ds_ns,t_h_r_hcc_ds_tot,t_h_r_olt_ds_sh,t_h_r_olt_ds_sdrtht,t_h_r_olt_ds_fa,t_h_r_olt_ds_od_c,t_h_r_olt_ds_od_ch,t_h_r_olt_ds_od_ih_t_so,t_h_r_olt_od_hf_a_so,t_h_r_olt_ds_od_tot,t_h_r_olt_ds_ns,t_h_r_olt_ds_tot,t_h_r_lns_ds_sh,t_h_r_lns_ds_sdrtht,t_h_r_lns_ds_fa,t_h_r_lns_ds_od_c,t_h_r_lns_ds_od_ch,t_h_r_lns_ds_od_ih_t_so,t_h_r_lns_od_hf_a_so,t_h_r_lns_ds_od_tot,t_h_r_lns_ds_ns,t_h_r_lns_ds_tot,t_h_r_tot_ds_sh,t_h_r_tot_ds_sdrtht,t_h_r_tot_ds_fa,t_h_r_tot_ds_od_c,t_h_r_tot_ds_od_ch,t_h_r_tot_ds_od_ih_t_so,t_h_r_tot_od_hf_a_so,t_h_r_tot_ds_od_tot,t_h_r_tot_ds_ns,t_h_r_tot_ds_tot,t_h_ott_ds_sh,t_h_ott_ds_sdrtht,t_h_ott_ds_fa,t_h_ott_ds_od_c,t_h_ott_ds_od_ch,t_h_ott_ds_od_ih_t_so,t_h_ott_od_hf_a_so,t_h_ott_ds_od_tot,t_h_ott_ds_ns,t_h_ott_ds_tot,t_h_t_ns_ds_sh,t_h_t_ns_ds_sdrtht,t_h_t_ns_ds_fa,t_h_t_ns_ds_od_c,t_h_t_ns_ds_od_ch,t_h_t_ns_ds_od_ih_t_so,t_h_t_ns_od_hf_a_so,t_h_t_ns_ds_od_tot,t_h_t_ns_ds_ns,t_h_t_ns_ds_tot,t_h_tot_ds_sh,t_h_tot_ds_sdrtht,t_h_tot_ds_fa,t_h_tot_ds_od_c,t_h_tot_ds_od_ch,t_h_tot_ds_od_ih_t_so,t_h_tot_od_hf_a_so,t_h_tot_ds_od_tot,t_h_tot_ds_ns,t_h_tot_ds_tot
Armidale,11001,2516,648,454,4,13,3,7,29,42,3687,103,3,9,0,0,0,0,3,3,124,242,30,30,0,3,0,0,5,12,317,10647,839,522,15,26,8,21,69,111,12192,4638,104,22,15,12,6,8,29,35,4827,3435,54,15,4,0,4,3,11,22,3531,1523,549,297,0,0,3,7,9,17,2400,312,93,116,0,0,0,0,0,3,525,754,58,53,0,4,0,3,5,13,888,58,14,37,0,0,0,0,0,0,115,234,9,8,3,9,0,0,14,6,264,143,9,4,0,0,0,0,4,3,163,3026,738,517,3,16,3,7,28,48,4355,105,3,9,0,0,0,0,3,3,123,288,33,32,0,3,0,0,5,12,365,11492,930,589,21,30,11,24,78,117,13211
Inverell - Tenterfield,11002,2543,191,393,10,23,3,9,45,69,3247,109,3,0,0,3,0,0,8,5,118,418,17,28,7,3,0,3,14,15,495,12328,254,485,70,44,16,38,170,183,13417,5992,37,50,51,15,12,11,84,56,6220,3722,14,10,5,3,6,8,26,39,3812,1390,136,276,0,0,0,6,9,17,1821,269,15,47,0,0,0,0,0,3,331,998,18,51,4,3,0,3,13,12,1085,80,36,58,0,0,0,0,0,33,202,225,3,15,5,18,0,8,33,5,271,184,10,7,0,4,0,0,6,7,220,3143,209,444,15,24,3,14,57,74,3931,117,3,0,0,3,0,0,8,5,123,458,17,39,8,3,0,3,18,21,545,13436,278,543,81,50,23,42,187,191,14635
Moree - Narrabri,11003,1583,181,388,17,9,0,18,46,13,2210,72,13,4,0,0,0,0,0,0,89,239,22,32,9,0,3,3,17,4,312,6296,331,481,60,16,12,41,131,36,7273,2594,76,42,30,7,5,14,56,7,2778,2251,59,24,4,0,3,11,13,16,2362,647,143,274,0,0,0,4,4,7,1076,344,14,122,0,0,0,0,0,0,478,673,40,67,0,4,0,7,12,10,800,148,10,39,0,0,0,0,0,0,196,445,11,37,17,12,0,6,29,8,530,156,10,9,5,0,0,3,7,3,178,2414,228,548,23,13,3,21,54,25,3262,72,11,11,0,0,0,0,0,0,100,312,25,51,10,0,3,5,24,7,418,7647,402,665,68,21,16,48,148,48,8915
Tamworth - Gunnedah,11004,5108,1246,536,21,17,5,122,166,68,7121,192,36,10,0,0,0,0,7,6,242,613,112,36,12,3,0,0,24,11,797,22979,1760,654,82,44,11,224,366,162,25921,9785,279,48,43,29,3,64,134,36,10277,8680,100,28,7,0,9,50,68,43,8915,3567,1039,403,0,3,0,76,82,27,5123,518,190,128,0,0,0,100,100,8,953,1767,129,68,8,0,0,20,27,22,2019,112,56,22,0,0,0,3,3,3,194,475,23,20,21,7,0,7,37,16,573,247,23,15,0,3,0,3,7,3,288,6688,1458,659,29,16,5,213,260,76,9141,207,33,10,0,0,0,0,7,6,259,726,127,52,21,3,0,4,31,13,944,26085,1996,787,97,46,13,334,495,178,29544
Lake Macquarie - East,11101,5942,2231,1282,7,27,4,40,76,37,9570,132,127,84,0,3,0,0,0,0,354,682,173,94,3,5,0,0,14,16,974,35572,4992,2115,57,169,7,72,301,83,43068,14901,1852,456,43,138,0,12,197,13,17418,14866,644,207,3,3,0,19,26,16,15767,3731,1272,701,0,0,4,27,27,30,5764,1164,672,448,0,0,0,4,3,0,2282,1510,352,139,0,7,0,12,16,7,2024,38,75,65,0,0,0,0,3,0,182,80,38,13,4,23,0,7,32,4,167,118,16,10,0,0,0,0,3,0,144,6639,2424,1371,7,30,3,42,86,42,10562,143,128,87,0,3,0,0,0,0,366,727,180,95,3,5,0,0,14,17,1032,37280,5239,2221,58,176,7,74,318,87,45146
Lake Macquarie - West,11102,4282,675,292,19,96,0,16,132,32,5411,161,208,37,0,3,0,0,3,0,416,498,89,21,8,17,0,0,28,14,651,22826,1763,516,37,225,12,22,294,64,25464,8891,642,141,4,111,7,4,131,14,9812,9869,163,28,0,4,5,0,6,14,10080,2863,310,141,3,15,0,8,27,12,3362,603,208,78,0,0,0,0,3,0,892,1158,66,42,3,7,0,4,11,6,1288,88,94,42,0,3,0,0,3,3,233,114,30,4,16,71,0,4,91,10,249,82,11,7,0,0,0,0,0,0,100,4917,721,312,23,97,0,18,145,34,6126,174,207,40,0,3,0,0,3,0,428,534,90,20,8,16,0,0,31,12,699,24387,1831,548,38,239,12,25,313,74,27146
Newcastle,11103,9680,4999,5315,0,7,5,108,121,151,20267,236,147,47,0,0,0,0,0,8,438,978,239,275,3,0,0,8,12,38,1543,43578,8896,7267,7,26,13,156,199,263,60198,16458,1996,823,4,17,0,15,38,44,19358,17349,1573,840,0,0,3,16,20,30,19812,6426,3026,3184,0,3,3,93,94,77,12809,877,1292,1475,0,0,0,7,10,19,3677,2724,723,752,0,0,3,23,25,39,4266,119,187,124,0,0,0,0,0,8,435,307,91,76,0,0,0,7,6,11,496,159,52,53,0,0,0,0,0,0,265,10613,5383,5660,3,5,5,119,135,160,21946,247,145,51,0,0,0,0,0,8,456,1029,260,295,3,0,0,9,13,38,1638,45693,9358,7670,9,26,13,165,211,276,63212
Richmond Valley - Coastal,11201,4478,2267,1011,96,149,3,51,301,80,8130,212,112,8,3,3,0,0,8,3,342,568,181,62,25,19,0,10,53,45,910,21067,4666,1575,418,425,22,94,957,271,28542,9310,1326,298,283,248,14,16,563,94,11587,6863,821,213,11,16,5,16,42,58,7990,2308,1407,659,7,5,0,27,35,35,4447,271,346,123,0,0,0,0,0,3,746,1889,460,251,21,63,3,18,109,35,2742,100,87,25,0,0,0,0,0,0,211,130,39,12,78,76,0,5,159,10,344,152,39,16,3,7,0,0,7,0,215,4854,2380,1078,103,156,3,53,314,83,8705,215,112,8,3,3,0,0,8,3,351,595,193,61,25,21,0,10,58,49,956,21839,4827,1654,430,441,22,91,981,283,29589
Richmond Valley - Hinterland,11202,4276,966,880,65,22,18,51,148,42,6313,155,32,32,6,7,0,0,11,0,230,562,60,80,17,3,0,11,32,9,745,21184,1533,1208,210,94,47,174,528,125,24577,9186,313,145,128,51,16,56,255,43,9939,7612,171,76,13,8,10,63,93,31,7980,2270,595,629,0,0,3,23,26,19,3533,444,168,108,0,0,0,0,0,0,727,1845,161,152,7,7,14,26,49,22,2234,103,109,67,0,0,0,0,0,3,286,180,18,11,62,18,0,0,82,9,295,173,13,14,4,0,5,3,14,0,222,5018,1066,990,74,27,19,54,175,52,7294,165,31,34,6,7,0,3,16,0,244,615,68,90,22,3,0,11,34,11,816,22595,1644,1330,231,98,52,188,565,139,26275
Tweed Valley,11203,3874,2367,2073,114,77,10,18,211,79,8603,147,148,65,3,6,0,0,5,45,412,531,266,195,40,24,3,3,70,21,1081,21805,6201,3999,610,482,39,34,1168,265,33438,9637,2330,1249,459,367,20,7,861,86,14166,8250,1171,442,11,16,3,14,44,38,9945,2207,1396,1456,0,4,0,8,12,23,5089,239,395,263,0,0,0,0,0,0,898,1534,582,401,18,12,3,6,42,38,2593,52,85,25,0,0,0,0,3,0,157,162,63,50,95,58,0,6,164,15,446,136,46,31,3,0,3,0,6,6,226,4324,2561,2216,124,75,12,19,230,82,9413,151,154,67,3,6,0,0,5,44,421,560,280,206,40,25,9,3,70,29,1138,22929,6489,4180,635,489,42,42,1211,282,35089
Griffith - Murrumbidgee (West),11301,3065,353,871,21,17,10,24,71,52,4415,96,18,3,0,0,0,0,3,3,130,446,38,78,8,11,0,4,18,6,591,13160,611,1116,67,40,21,44,174,121,15183,5556,152,106,38,8,9,13,67,37,5905,4505,56,63,8,0,5,7,20,25,4669,1501,257,643,0,0,0,11,12,14,2432,395,33,55,0,0,0,0,3,0,492,1174,56,117,4,0,0,7,12,16,1374,50,13,32,0,0,0,0,0,5,101,390,23,66,22,20,6,3,45,16,542,163,5,15,0,3,0,0,0,0,185,3672,382,933,23,24,9,24,74,52,5118,111,22,3,0,0,0,0,3,3,140,487,41,84,8,11,0,4,18,6,636,14326,651,1184,70,39,25,45,180,127,16474
Tumut - Tumbarumba,11302,983,81,106,0,0,0,4,3,15,1198,29,10,0,0,0,0,0,0,0,38,129,7,9,0,3,0,0,8,4,160,4781,124,137,14,11,0,4,32,35,5109,2218,25,15,12,3,0,0,14,14,2285,1553,0,10,3,0,0,0,3,6,1571,449,45,70,0,0,0,0,0,8,570,143,7,17,0,0,0,0,0,0,161,357,10,22,0,0,0,0,0,5,395,17,16,0,0,0,0,0,0,0,34,96,3,13,0,0,0,4,4,3,118,49,4,3,0,0,0,0,0,0,55,1108,91,117,0,0,0,4,3,16,1335,35,10,0,0,0,0,0,0,0,39,135,6,14,0,3,0,0,8,4,170,5047,135,153,17,11,0,4,32,41,5403
Wagga Wagga,11303,6331,639,1766,3,17,3,102,124,40,8903,201,83,44,0,0,0,3,3,3,334,767,57,110,6,9,0,4,22,8,956,27678,1107,2331,40,34,10,186,269,140,31523,10818,248,277,34,9,6,43,82,45,11470,10389,95,143,0,3,3,46,52,37,10707,3546,475,1381,0,0,0,62,66,17,5486,1051,39,224,0,0,0,0,0,3,1317,1888,87,163,0,0,3,30,36,12,2187,53,43,85,0,0,0,0,0,3,186,531,18,29,3,14,0,15,30,4,612,229,8,24,0,0,0,3,4,5,270,7291,676,1914,3,17,4,110,137,44,10061,208,82,50,0,0,0,3,3,5,346,847,55,114,9,9,0,6,24,8,1054,29552,1154,2488,41,33,13,212,293,143,33640
Shoalhaven,11401,6102,1356,559,59,88,0,21,173,83,8267,258,122,26,0,10,0,0,13,16,431,867,101,64,17,47,0,0,62,22,1115,31160,2410,902,209,698,16,45,973,260,35702,15066,649,181,139,543,11,11,699,98,16699,9876,190,75,4,23,8,8,42,45,10234,3810,864,350,0,7,0,14,17,24,5063,801,345,121,0,0,0,0,0,3,1269,1776,164,92,8,12,0,14,33,29,2091,157,101,27,0,0,0,0,0,8,292,416,12,4,54,72,0,0,127,24,589,186,21,8,0,7,0,3,10,6,230,7144,1506,607,61,97,0,24,185,87,9526,284,126,27,0,10,0,0,13,16,462,935,109,70,17,49,0,0,62,26,1204,33301,2585,963,220,714,16,48,1002,276,38127
Southern Highlands,11402,2600,458,230,11,0,3,11,27,34,3344,153,29,5,0,0,0,0,3,3,193,382,32,16,3,0,8,4,19,14,466,15708,1039,315,83,3,13,31,131,129,17325,7136,424,41,62,3,0,11,78,54,7739,5689,97,28,0,0,6,7,9,23,5841,1563,285,150,0,0,0,9,9,16,2015,259,75,36,0,0,0,0,0,0,369,667,66,31,0,0,0,7,8,9,774,64,41,18,0,0,0,0,0,0,112,107,0,0,9,0,0,0,8,10,132,97,3,3,0,0,0,0,3,3,108,2751,470,234,11,0,3,11,27,37,3519,158,29,5,0,0,0,0,3,3,194,384,32,16,3,0,8,4,18,14,475,16123,1055,324,86,3,13,31,136,130,17770
Baulkham Hills,11501,4139,1905,1329,0,0,0,4,4,41,7420,187,391,405,0,0,0,0,0,3,985,488,101,103,0,0,0,0,0,11,711,35521,5760,3061,5,0,3,9,22,93,44456,13902,1423,632,0,0,0,3,3,11,15974,16975,1948,582,0,0,0,4,8,22,19533,3249,1449,1049,0,0,0,0,6,22,5775,37,74,8,0,0,0,0,0,3,125,733,211,145,0,0,0,0,0,4,1101,33,102,121,0,0,0,0,0,6,265,77,66,10,0,0,0,0,0,3,157,62,14,8,0,0,0,0,0,3,92,4184,1929,1345,0,0,0,4,4,45,7509,189,391,405,0,0,0,0,0,3,985,496,101,103,0,0,0,0,0,11,721,35745,5786,3075,5,0,3,9,22,96,44721
Dural - Wisemans Ferry,11502,870,75,48,8,18,0,15,39,22,1051,77,27,12,0,0,0,0,3,0,121,132,11,11,0,9,0,0,8,7,176,7071,326,199,32,66,7,29,131,57,7777,3100,119,110,17,39,3,7,60,14,3412,2944,96,23,0,7,8,5,16,11,3089,453,46,20,0,0,0,14,14,4,539,4,0,4,0,0,0,0,0,0,7,328,12,6,0,0,0,0,5,8,361,8,11,15,0,0,0,0,0,0,34,40,0,0,8,18,0,0,28,0,66,56,3,4,0,0,0,0,3,0,70,883,74,48,8,20,0,15,48,22,1071,77,27,12,0,0,0,0,3,0,121,134,11,11,0,9,0,0,8,7,175,7147,328,199,32,70,7,29,138,58,7867
Hawkesbury,11503,745,13,19,37,3,4,0,44,23,848,34,0,0,0,0,0,0,0,0,42,135,3,0,3,0,0,0,9,13,158,7134,29,29,43,9,4,12,73,76,7339,2629,3,7,9,0,0,3,10,23,2668,3825,0,0,0,0,3,10,13,18,3851,457,10,16,0,0,0,0,0,4,476,3,0,0,0,0,0,0,0,0,4,278,3,8,4,0,0,0,4,13,300,3,6,0,0,0,0,0,0,0,9,28,3,0,33,5,0,0,43,7,79,44,0,0,0,0,3,0,3,4,51,812,17,19,33,10,4,0,49,23,920,38,0,0,0,0,0,0,0,0,44,145,3,0,3,0,0,0,9,13,161,7443,26,29,46,6,4,12,75,80,7649
Rouse Hill - McGraths Hill,11504,1256,201,103,12,8,3,3,19,15,1592,37,3,0,0,0,0,0,0,0,41,152,18,3,0,9,0,0,7,9,199,8126,1014,145,16,34,9,3,59,54,9390,2341,207,13,0,20,0,0,24,15,2608,4444,594,20,0,0,5,0,8,11,5078,942,163,82,0,0,0,0,3,5,1195,5,3,3,0,0,0,0,0,0,16,237,30,14,0,0,0,0,3,4,292,4,3,3,0,0,0,0,0,0,14,84,6,0,8,8,0,0,16,0,105,24,3,0,0,0,0,0,0,0,35,1299,211,101,12,8,3,3,19,15,1653,41,8,0,0,0,0,0,0,0,44,159,18,3,0,9,0,0,7,8,202,8281,1033,146,16,34,9,3,59,55,9577
Blacktown,11601,8453,2706,2117,0,4,23,31,58,84,13412,155,48,33,0,0,0,0,0,0,244,941,180,118,0,0,0,0,0,29,1263,32962,5462,2813,0,4,22,48,75,143,41455,10559,538,124,0,0,0,7,10,3,11236,13278,2001,423,0,0,0,10,10,22,15739,5406,1398,1393,0,3,15,19,29,51,8278,1774,1004,520,0,0,0,0,0,3,3303,1549,281,154,0,0,9,7,22,27,2029,69,94,45,0,0,0,0,0,0,212,171,29,20,0,0,0,0,3,3,230,131,24,23,0,0,0,0,3,0,180,9097,2835,2158,0,4,22,28,61,84,14231,173,52,33,0,0,0,0,0,0,260,981,186,119,0,0,0,0,0,29,1320,34091,5605,2863,0,4,26,47,78,145,42788
Blacktown - North,11602,3748,1663,360,4,42,4,20,65,47,5880,57,33,0,0,3,0,0,3,0,88,382,82,9,0,47,0,3,55,23,554,18232,6823,749,24,179,6,69,284,134,26214,3823,1249,47,18,90,3,17,126,16,5262,10439,3867,327,0,0,0,34,32,45,14703,2971,1332,317,0,0,0,11,17,37,4673,178,97,11,0,0,0,0,0,0,283,571,216,38,0,0,3,9,12,12,838,52,16,0,0,0,0,0,0,0,66,112,37,0,7,37,0,3,41,0,204,50,20,4,0,3,0,0,4,0,73,3929,1719,370,8,46,4,22,74,50,6143,59,35,0,0,3,0,0,3,0,94,392,87,9,0,53,0,3,56,23,573,18636,6945,763,27,186,6,72,293,136,26768
Mount Druitt,11603,7417,2190,1368,3,0,26,26,57,40,11074,155,38,7,0,0,0,0,0,0,201,709,113,67,0,0,0,0,0,15,902,24664,3749,1719,4,4,32,37,76,73,30270,5985,299,78,0,0,0,0,3,3,6370,10954,1117,202,0,3,3,11,18,13,12306,4343,1169,880,0,0,19,15,40,19,6450,2756,905,428,0,0,0,3,4,7,4095,1136,188,76,0,0,5,3,16,11,1421,94,67,22,0,0,0,0,0,0,189,127,40,12,0,0,0,0,3,6,188,100,11,15,0,0,0,0,0,0,130,8562,2383,1437,3,0,31,26,61,40,12475,172,37,7,0,0,0,0,0,0,221,772,120,83,0,0,0,0,0,15,987,26445,3955,1807,4,4,34,41,79,72,32360
Botany,11701,861,801,5115,0,0,0,78,84,45,6909,34,19,51,0,0,0,0,0,0,99,149,59,262,0,0,0,6,6,10,486,5334,2072,8417,0,0,5,111,119,78,16013,2453,453,1051,0,0,3,11,10,10,3976,1915,774,1972,0,0,3,14,16,10,4686,557,285,3752,0,0,0,62,60,29,4689,105,455,795,0,0,0,0,0,0,1360,198,73,513,0,0,0,22,23,15,816,25,14,38,0,0,0,0,0,0,83,17,25,98,0,0,0,3,3,4,145,19,14,36,0,0,0,0,0,0,65,932,867,5228,0,0,0,82,87,45,7157,36,19,51,0,0,0,0,0,0,103,152,64,270,0,0,0,6,6,10,500,5484,2176,8571,0,0,5,114,118,78,16424
Sydney Inner City,11703,459,8582,43677,3,0,5,350,359,290,53363,11,103,412,0,0,7,4,6,0,540,87,555,1957,0,0,19,24,45,179,2825,1792,18090,65420,3,6,41,461,510,568,86375,734,3868,7556,0,0,6,42,50,41,12247,517,5071,11905,0,0,3,46,45,59,17601,270,5339,31204,3,3,5,245,247,159,37223,62,1634,4863,0,0,0,0,0,24,6580,105,1704,6131,0,0,3,86,90,67,8101,11,127,1048,0,0,0,11,11,14,1212,13,81,797,0,0,3,13,19,25,932,16,95,353,0,0,0,3,3,3,467,476,8988,44388,3,0,5,356,373,296,54514,17,116,419,0,0,7,4,6,0,555,93,577,1986,0,0,19,24,45,180,2884,1829,18621,66252,3,6,41,469,519,579,87796
Marrickville - Sydenham - Petersham,11702,1257,1738,5434,0,0,0,304,305,94,8833,23,35,45,0,0,0,0,0,0,102,177,144,237,0,0,0,26,26,37,620,5830,5710,7936,0,0,0,396,394,168,20038,2418,1524,690,0,0,0,36,36,12,4689,2009,2300,1560,0,0,0,25,25,23,5914,846,1316,4221,0,0,0,220,222,69,6670,79,58,498,0,0,0,0,0,0,631,340,351,653,0,0,0,74,74,26,1442,41,44,84,0,0,0,3,3,0,171,22,26,46,0,0,0,8,8,3,100,25,10,47,0,0,0,4,4,0,86,1338,1806,5546,0,0,0,318,314,100,9107,23,36,41,0,0,0,0,0,0,108,180,151,240,0,0,0,21,21,43,634,5972,5822,8080,0,0,0,401,405,174,20447
Eastern Suburbs - North,11801,950,2749,16619,0,0,0,325,325,91,20731,49,66,219,0,0,0,0,0,18,355,207,252,925,0,0,0,15,20,26,1429,8745,10247,28435,3,3,0,499,508,248,48186,4558,3654,5810,0,3,0,104,106,67,14201,3001,3560,4896,0,0,0,58,63,47,11566,588,1979,12798,0,0,0,226,226,49,15647,4,15,438,0,0,0,0,0,4,463,282,656,3046,0,0,0,80,81,28,4101,8,26,109,0,0,0,0,0,0,148,30,29,152,0,0,0,8,8,6,235,38,54,189,0,0,0,7,7,0,295,960,2771,16738,0,0,0,327,329,89,20887,54,66,226,0,0,0,0,0,18,360,207,249,930,0,0,0,18,20,30,1436,8779,10310,28600,3,3,0,503,514,251,48449
Eastern Suburbs - South,11802,1858,2454,18274,0,3,0,310,317,76,22984,72,45,233,0,0,0,3,3,0,349,294,203,967,0,0,0,13,13,52,1535,13055,8125,27636,0,3,0,439,444,195,49455,6652,2598,3870,0,0,0,46,51,21,13193,4306,2879,4352,0,0,0,65,65,40,11643,1195,1465,13066,0,0,0,229,224,48,15993,112,531,2435,0,0,0,0,0,0,3081,521,413,2465,0,0,0,79,79,26,3511,39,31,283,0,0,0,3,3,0,351,61,107,264,0,0,0,6,9,0,438,52,24,159,0,0,0,3,3,0,243,1977,2574,18669,0,3,0,314,320,81,23610,77,49,233,0,0,0,3,3,0,361,307,207,981,0,0,0,13,13,52,1568,13316,8306,28104,0,3,0,449,452,191,50373
Bankstown,11901,7345,3976,5055,0,3,0,159,158,102,16642,168,67,111,0,0,0,3,3,0,348,968,277,308,0,3,0,11,9,29,1590,32630,10453,7925,0,4,0,243,248,202,51460,13404,2095,891,0,0,0,36,36,18,16442,10965,4077,1575,0,0,0,42,40,43,16699,3486,2019,2701,0,0,0,114,112,52,8374,1881,1229,1682,0,0,0,0,0,11,4803,1622,531,412,0,0,0,35,35,31,2629,105,138,214,0,0,0,0,0,0,458,324,88,71,0,0,0,7,15,10,504,173,45,35,0,0,0,7,7,3,269,7593,4053,5122,0,3,0,162,164,108,17037,174,69,114,0,0,0,3,3,0,361,981,280,307,0,3,0,11,9,29,1613,33117,10573,8003,0,4,0,244,253,199,52154
Canterbury,11902,3953,1950,10388,0,0,0,143,148,85,16523,112,40,92,0,0,0,4,4,3,254,676,159,544,0,0,0,11,11,24,1428,21106,4777,15595,3,3,0,223,229,159,41871,9478,972,1811,0,0,0,28,30,19,12312,6975,1668,2774,0,0,0,31,32,29,11475,2373,999,8380,0,0,0,108,112,55,11922,359,547,744,0,0,0,5,5,0,1650,956,271,983,0,0,0,24,24,20,2257,67,85,101,0,0,0,0,0,0,251,169,42,188,0,0,0,9,9,9,415,120,45,92,0,0,0,3,3,7,261,4053,1991,10481,0,0,0,145,149,87,16755,113,44,94,0,0,0,4,4,3,259,686,162,551,0,0,0,11,11,24,1448,21308,4837,15708,3,3,0,222,226,163,42240
Hurstville,11903,3388,1852,8188,3,0,0,127,129,67,13628,111,56,116,0,0,0,3,3,0,291,525,155,375,0,3,0,4,3,39,1098,22773,5484,13441,3,6,0,175,181,150,42031,10645,1740,1802,0,3,0,16,19,23,14218,8213,1701,2982,0,0,0,26,26,23,12935,2136,910,5622,0,0,0,85,84,45,8795,377,614,1342,0,0,0,0,0,4,2335,761,205,1019,0,0,0,30,36,20,2041,45,92,128,0,0,0,0,0,0,264,84,59,90,0,0,0,13,13,4,256,93,24,62,0,0,0,0,0,0,176,3501,1895,8267,3,0,0,129,136,66,13862,113,56,116,0,0,0,3,3,0,294,529,159,381,0,3,0,3,6,39,1112,23001,5547,13540,3,6,0,174,185,148,42420
Kogarah - Rockdale,11904,3291,1729,11833,13,0,0,279,292,92,17236,118,39,119,0,0,0,3,3,5,286,584,172,578,3,0,0,17,16,29,1383,20186,5955,20391,62,0,3,362,429,170,47124,9611,2103,2871,44,0,0,39,84,15,14686,6689,1949,5014,0,0,0,26,33,29,13711,2208,1209,9660,0,0,0,198,198,52,13314,131,123,649,0,0,0,3,3,0,902,819,301,1355,8,0,0,63,72,32,2569,58,63,97,0,0,0,0,0,5,223,96,43,125,9,0,0,13,26,6,301,86,26,89,0,0,0,9,9,4,215,3395,1767,11967,17,0,0,280,299,92,17516,116,39,119,0,0,0,3,3,5,285,588,173,585,3,0,0,16,22,29,1395,20399,6026,20564,65,0,3,364,436,170,47593
Canada Bay,12001,1727,998,8210,0,0,0,203,203,82,11226,47,9,83,0,0,0,3,3,7,147,256,67,315,0,0,0,12,11,19,664,12196,2907,15460,0,6,0,302,300,151,31021,6019,791,2946,0,0,0,25,29,26,9812,4196,1053,3933,0,0,0,55,55,19,9262,1200,621,6528,0,0,0,145,145,45,8537,84,191,459,0,0,0,0,0,4,740,392,109,978,0,0,0,51,51,16,1547,23,15,99,0,0,0,0,0,8,151,25,58,146,0,0,0,3,3,7,238,46,17,65,0,0,0,3,3,3,139,1771,1017,8276,0,0,0,209,209,80,11348,47,13,87,0,0,0,3,3,7,156,259,67,318,0,0,0,12,11,19,673,12290,2936,15560,0,6,0,304,306,151,31246
