sa3_name16,sa3_code16,hh_in_p_1_f_hh_c_f_n_c_n_u_2,hh_in_p_1_f_hh_c_f_n_c_n_u_3,hh_in_p_1_f_hh_c_f_n_c_n_u_4,hh_in_p_1_f_hh_c_f_n_c_n_u_5,hh_in_p_1_f_h_c_f_n_c_n_u_6ov,hh_in_p_1_f_hh_c_f_no_ch_tot,hh_in_p_1_f_hh_c_f_ch_nu_ur_3,hh_in_p_1_f_hh_c_f_ch_nu_ur_4,hh_in_p_1_f_hh_c_f_ch_nu_ur_5,hh_i_p_1_f_h_c_f_ch_nu_ur_6ov,hh_in_pe_1_fa_hh_co_fa_ch_tot,hh_in_p_1_f_h_1_pa_f_nu_ur_2,hh_in_p_1_f_h_1_pa_f_nu_ur_3,hh_in_p_1_f_h_1_pa_f_nu_ur_4,hh_in_p_1_f_h_1_pa_f_nu_ur_5,hh_in_p_1_f_h_1_pa_f_n_ur_6ov,hh_in_p_1_f_h_1_pa_f_tot,hh_in_p_1_fa_hh_ot_fa_nu_ur_2,hh_in_p_1_fa_hh_ot_fa_nu_ur_3,hh_in_p_1_fa_hh_ot_fa_nu_ur_4,hh_in_p_1_fa_hh_ot_fa_nu_ur_5,hh_in_p_1_fa_hh_ot_f_n_ur_6ov,hh_in_pe_1_fa_hh_other_fa_tot,hh_in_pe_1_fa_hh_tot_nu_ur_2,hh_in_pe_1_fa_hh_tot_nu_ur_3,hh_in_pe_1_fa_hh_tot_nu_ur_4,hh_in_pe_1_fa_hh_tot_nu_ur_5,hh_in_pe_1_fa_hh_tot_n_ur_6ov,hh_in_pe_1_fa_hh_tot_tot,hhd_in_pe_mu_fa_hhd_nu_ur_4,hhd_in_pe_mu_fa_hhd_nu_ur_5,hhd_in_pe_mu_fa_hhd_n_ur_6ov,hhd_in_pe_mu_fa_hhd_tot,hhd_in_pe_totfa_hhd_nu_ur_2,hhd_in_pe_totfa_hhd_nu_ur_3,hhd_in_pe_totfa_hhd_nu_ur_4,hhd_in_pe_totfa_hhd_nu_ur_5,hhd_in_pe_totfa_hhd_n_ur_6ov,hhd_in_pe_totfa_hhd_tot,hhd_in_pe_lo_per_hhd_nu_ur_1,hhd_in_pe_lo_per_hhd_tot,hhd_in_pe_gr_hh_nu_ur_2,hhd_in_pe_gr_hh_nu_ur_3,hhd_in_pe_gr_hh_nu_ur_4,hhd_in_pe_gr_hh_nu_ur_5,hhd_in_pe_gr_hh_n_ur_6ov,hhd_in_pe_gr_hh_tot,hhd_in_pe_tot_nu_ur_1,hhd_in_pe_tot_nu_ur_2,hhd_in_pe_tot_nu_ur_3,hhd_in_pe_tot_nu_ur_4,hhd_in_pe_tot_nu_ur_5,hhd_in_pe_tot_nu_ur_6_more,hhd_in_pe_tot_tot,ot_hh_1_f_hh_c_f_no_c_nu_ur_2,ot_hh_1_f_hh_c_f_no_c_nu_ur_3,ot_hh_1_f_hh_c_f_no_c_nu_ur_4,ot_hh_1_f_hh_c_f_no_c_nu_ur_5,ot_hh_1_f_hh_c_f_n_c_n_ur_6ov,ot_hh_1_f_hh_c_f_no_c_tot,ot_hh_1_f_hh_c_f_ch_nu_ur_3,ot_hh_1_f_hh_c_f_ch_nu_ur_4,ot_hh_1_f_hh_c_f_ch_nu_ur_5,ot_hh_1_f_hh_c_f_ch_n_ur_6ov,ot_hh_1_f_hh_c_f_with_ch_tot,ot_hh_1_f_hh_1_pa_f_nu_ur_2,ot_hh_1_f_hh_1_pa_f_nu_ur_3,ot_hh_1_f_hh_1_pa_f_nu_ur_4,ot_hh_1_f_hh_1_pa_f_nu_ur_5,ot_hh_1_f_hh_1_pa_f_n_ur_6ov,ot_hh_1_f_hh_1_parent_f_tot,ot_hh_one_fa_hh_ot_fa_nu_ur_2,ot_hh_one_fa_hh_ot_fa_nu_ur_3,ot_hh_one_fa_hh_ot_fa_nu_ur_4,ot_hh_one_fa_hh_ot_fa_nu_ur_5,ot_hh_1_fa_hh_ot_fa_n_ur_6ov,ot_hh_one_fa_hhd_other_fa_tot,ot_hh_one_fa_hhd_tot_nu_ur_2,ot_hh_one_fa_hhd_tot_nu_ur_3,ot_hh_one_fa_hhd_tot_nu_ur_4,ot_hh_one_fa_hhd_tot_nu_ur_5,ot_hh_one_fa_hhd_tot_n_ur_6ov,ot_hh_one_fa_hhd_tot_tot,ot_hh_multiple_fa_hhd_nu_ur_4,ot_hh_multiple_fa_hhd_nu_ur_5,ot_hh_multiple_fa_hh_nu_u_6ov,ot_hh_multiple_fa_hhd_tot,ot_hh_totfa_hhd_nu_ur_2,ot_hh_totfa_hhd_nu_ur_3,ot_hh_totfa_hhd_nu_ur_4,ot_hh_totfa_hhd_nu_ur_5,ot_hh_totfa_hhd_nu_ur_6_more,ot_hh_totfa_hhd_tot,ot_hh_lo_per_hhd_nu_ur_1,ot_hh_lo_per_hhd_tot,ot_hh_gr_hh_nu_ur_2,ot_hh_gr_hh_nu_ur_3,ot_hh_gr_hh_nu_ur_4,ot_hh_gr_hh_nu_ur_5,ot_hh_gr_hh_nu_u_6ov,ot_hh_gr_hh_tot,ot_hh_tot_nu_ur_1,ot_hh_tot_nu_ur_2,ot_hh_tot_nu_ur_3,ot_hh_tot_nu_ur_4,ot_hh_tot_nu_ur_5,ot_hh_tot_nu_ur_6_more,ot_hh_tot_tot
Maroochy,31603,118,17,0,0,0,135,64,50,43,11,168,46,35,26,7,3,116,6,3,0,0,0,9,168,114,84,48,19,428,3,3,3,10,168,114,81,53,24,440,92,92,43,12,3,0,0,60,92,215,126,92,51,24,600,6266,285,55,3,0,6616,1773,1991,692,176,4626,1250,712,236,68,20,2280,177,49,10,4,0,233,7695,2819,2289,768,194,13764,86,73,63,223,7695,2819,2380,833,257,13985,6601,6601,1047,231,69,13,6,1369,6601,8745,3049,2444,851,269,21952
Noosa,31605,62,3,0,0,0,68,20,34,16,9,81,14,29,11,5,4,62,4,0,0,0,0,4,76,53,48,22,16,211,0,3,9,15,76,53,51,28,22,228,14,14,14,6,3,0,0,17,14,87,53,52,28,22,260,5159,152,24,7,0,5336,1363,1749,640,182,3937,787,579,195,40,25,1625,63,11,6,0,0,89,6006,2107,1972,687,205,10986,43,47,38,130,6006,2107,2009,738,248,11114,3822,3822,481,68,19,4,7,578,3822,6489,2173,2029,747,247,15515
Sunshine Coast Hinterland,31606,71,6,0,0,0,79,44,75,43,22,174,28,44,32,15,6,119,11,3,0,0,0,10,104,98,108,52,33,385,3,13,11,23,104,98,111,65,39,412,31,31,15,3,0,0,0,14,31,114,99,111,65,39,463,5735,252,31,3,3,6025,1690,2082,916,374,5061,758,586,218,72,24,1664,91,14,5,0,0,111,6584,2545,2335,995,400,12854,107,108,190,401,6584,2545,2438,1105,588,13257,3472,3472,435,55,9,3,0,507,3472,7019,2597,2452,1105,588,17240
Nambour,31607,88,9,0,0,0,101,47,63,42,25,188,31,45,26,15,9,123,4,7,0,0,0,11,123,108,99,56,34,418,3,16,18,36,123,108,102,77,47,453,65,65,29,4,4,0,0,34,65,154,106,104,78,47,557,4127,193,30,3,0,4342,1482,1830,812,298,4425,708,484,211,71,30,1501,90,17,0,0,0,112,4923,2171,2076,886,325,10381,89,83,154,317,4923,2171,2163,961,482,10701,3431,3431,402,52,14,0,5,475,3431,5323,2228,2174,966,481,14602
Noosa Hinterland,31608,33,7,0,0,0,33,23,27,24,6,82,6,18,4,4,3,34,0,0,0,0,0,0,38,48,33,26,10,160,7,6,9,17,38,48,34,37,16,171,20,20,5,0,3,0,0,8,20,50,48,38,37,16,205,2543,105,13,0,0,2655,744,965,387,150,2241,317,252,115,36,9,719,24,8,3,0,0,35,2888,1107,1092,419,154,5654,66,40,84,190,2888,1107,1159,456,240,5850,1502,1502,192,34,5,3,0,242,1502,3079,1142,1163,459,237,7587
Charters Towers - Ayr - Ingham,31801,191,12,8,0,0,214,94,118,93,118,421,91,102,101,45,50,380,28,13,3,0,0,46,304,224,224,142,167,1058,8,15,85,110,304,224,229,160,252,1173,250,250,31,9,3,0,0,41,250,340,233,230,160,252,1468,4384,94,9,0,0,4484,1331,1453,642,229,3653,608,332,151,44,14,1144,105,10,0,0,0,115,5089,1763,1612,682,242,9395,37,15,43,90,5089,1763,1644,698,286,9485,4143,4143,272,28,17,3,3,324,4143,5363,1796,1662,698,290,13951
Townsville,31802,595,86,18,0,3,704,391,478,331,268,1460,389,414,332,172,109,1417,75,18,7,0,3,99,1061,905,837,499,377,3682,32,46,96,178,1061,905,873,548,470,3856,678,678,200,54,31,11,0,295,678,1257,962,902,563,474,4834,15993,764,111,12,3,16886,6269,7389,3116,1150,17924,3039,2255,876,260,117,6548,531,132,25,3,0,694,19557,9422,8408,3385,1276,42042,220,226,329,777,19557,9422,8624,3608,1608,42822,15019,15019,2224,497,162,50,18,2951,15019,21785,9914,8790,3660,1624,60784
Bundaberg,31901,239,25,3,3,0,265,129,142,107,100,475,128,153,102,65,35,477,13,13,0,0,0,30,379,309,247,172,136,1247,11,21,30,63,379,309,258,192,165,1305,211,211,68,7,6,0,0,80,211,446,316,263,198,165,1603,10265,350,37,3,4,10656,2592,2979,1263,544,7379,1572,1108,461,173,57,3375,237,41,3,3,0,287,12069,4091,3483,1441,606,21694,112,116,144,371,12069,4091,3594,1553,755,22066,8543,8543,876,123,34,6,12,1051,8543,12948,4213,3629,1566,762,31663
Burnett,31902,188,22,4,0,0,213,84,120,79,92,373,92,109,92,53,47,382,26,7,3,0,0,38,304,216,216,128,142,1005,6,16,39,62,304,216,226,143,177,1069,224,224,63,6,3,0,0,71,224,368,224,226,150,177,1362,5585,163,15,0,0,5767,1357,1384,741,347,3825,758,460,203,88,38,1554,129,22,3,0,0,150,6470,2002,1609,838,385,11304,47,60,66,166,6470,2002,1654,891,445,11471,5041,5041,465,73,21,10,8,569,5041,6938,2072,1678,904,457,17081
Gympie - Cooloola,31903,119,7,4,3,0,131,61,95,59,57,270,61,71,41,30,9,207,9,0,0,0,0,12,194,141,134,86,62,622,6,7,20,35,194,141,146,95,89,661,126,126,38,8,0,0,0,50,126,229,148,141,95,89,833,5681,190,10,0,0,5888,1433,1527,737,380,4080,971,603,254,88,42,1960,92,20,6,0,0,125,6750,2253,1802,821,427,12050,72,60,120,253,6750,2253,1873,881,545,12305,4941,4941,491,68,6,4,3,569,4941,7235,2315,1882,885,545,17808
Hervey Bay,31904,158,13,0,0,0,172,112,122,60,56,349,76,92,61,27,29,284,11,7,0,0,0,15,245,219,177,90,84,818,8,8,29,45,245,219,186,104,115,866,129,129,34,13,0,0,0,49,129,283,227,186,102,115,1040,7222,238,22,3,0,7481,1580,1701,758,291,4329,1062,706,299,101,62,2231,126,22,4,0,0,148,8413,2545,2026,860,352,14194,95,86,113,290,8413,2545,2121,952,462,14489,5653,5653,645,70,15,3,0,737,5653,9058,2617,2131,952,465,20876
Brisbane Inner - North,30503,113,22,3,0,0,136,40,25,8,7,83,39,23,10,3,4,75,11,0,0,0,0,11,161,83,43,15,12,316,0,3,7,10,161,83,44,21,12,323,140,140,75,41,15,6,3,129,140,232,123,56,26,14,594,8120,516,157,15,14,8821,2775,3418,1344,329,7868,1227,671,202,42,16,2156,455,127,34,3,7,634,9802,4088,3801,1412,367,19468,79,62,79,222,9802,4088,3881,1477,441,19694,10242,10242,2294,766,282,90,39,3471,10242,12094,4856,4168,1563,479,33400
Brisbane Inner - West,30504,47,7,8,0,0,64,15,26,7,4,51,15,15,3,0,0,28,7,0,0,0,0,9,61,34,28,7,5,147,3,3,3,6,61,34,30,10,11,155,49,49,35,24,10,0,0,71,49,101,57,41,8,10,268,4587,298,102,21,9,5024,1807,2697,1107,278,5883,713,440,130,33,9,1330,281,105,25,12,3,424,5581,2646,2954,1173,302,12660,42,32,40,121,5581,2646,2993,1210,343,12782,5020,5020,1322,686,241,66,30,2350,5020,6911,3338,3240,1277,374,20151
Cairns - North,30601,153,22,3,0,0,178,97,94,70,49,310,80,83,43,16,14,234,8,3,0,0,0,12,244,204,146,87,56,742,5,12,20,34,244,204,149,95,75,771,100,100,51,10,3,0,0,65,100,297,213,155,100,78,941,5071,221,31,6,0,5329,1976,2495,881,272,5626,923,713,237,63,16,1950,106,25,9,0,0,143,6101,2932,2772,951,292,13042,54,64,70,186,6101,2932,2829,1015,363,13223,3950,3950,635,105,27,5,0,772,3950,6732,3029,2851,1018,362,17947
Cairns - South,30602,408,55,9,0,0,473,283,314,223,226,1038,418,430,256,192,123,1418,68,18,12,0,0,97,894,779,588,417,352,3028,48,45,108,195,894,779,628,463,459,3224,756,756,157,35,13,0,3,210,756,1050,819,646,459,461,4192,7607,389,66,19,6,8097,2890,3312,1299,583,8092,1645,1162,421,143,56,3434,268,50,6,3,0,334,9527,4497,3809,1467,652,19951,107,141,211,454,9527,4497,3912,1611,864,20411,9369,9369,1236,264,89,11,20,1614,9369,10763,4759,4002,1623,884,31396
Innisfail - Cassowary Coast,30603,202,22,8,0,0,229,127,130,93,158,504,118,118,81,55,56,431,34,20,6,0,0,58,351,286,224,152,213,1220,14,18,118,142,351,286,238,171,327,1366,223,223,38,4,4,0,0,46,223,389,289,235,171,327,1638,3446,100,12,0,0,3563,934,1003,415,170,2520,479,253,109,40,21,899,73,7,0,0,0,86,4001,1304,1126,458,188,7075,41,25,54,117,4001,1304,1166,484,241,7189,3230,3230,285,51,5,4,0,346,3230,4280,1349,1177,486,243,10771
Port Douglas - Daintree,30604,51,7,0,0,0,55,25,32,18,19,94,23,22,19,9,6,79,12,3,0,0,0,11,88,58,49,25,23,240,3,0,8,16,88,58,54,27,32,254,65,65,15,0,0,0,0,15,65,104,58,54,27,32,333,1205,73,15,0,0,1292,281,377,119,25,810,178,97,35,6,5,326,12,4,0,0,0,15,1392,456,427,129,33,2441,13,8,6,26,1392,456,447,139,38,2460,1146,1146,194,27,11,0,0,237,1146,1588,485,451,137,37,3840
Tablelands (East) - Kuranda,30605,160,15,3,0,0,176,91,132,75,107,404,114,110,85,31,37,378,22,11,0,3,0,40,298,226,221,111,146,997,7,13,45,59,298,226,230,118,189,1060,218,218,40,9,0,0,3,47,218,332,237,230,118,192,1327,4453,137,15,6,3,4624,1043,1300,567,240,3154,655,376,155,52,25,1268,102,16,3,3,0,121,5213,1574,1483,633,268,9157,48,45,71,163,5213,1574,1532,678,337,9323,3918,3918,350,40,16,4,3,418,3918,5561,1611,1545,680,339,13658
Darling Downs (West) - Maranoa,30701,230,13,3,0,0,248,131,124,96,62,405,97,104,56,32,22,315,15,6,3,0,0,17,339,251,184,124,85,991,16,9,10,35,339,251,201,140,92,1027,221,221,59,10,0,3,0,64,221,398,256,201,141,92,1308,4177,125,18,4,0,4315,1253,1593,833,308,3988,543,317,130,47,16,1052,82,15,3,0,0,101,4800,1704,1743,882,323,9457,40,40,43,121,4800,1704,1780,929,365,9582,3952,3952,318,50,12,0,0,382,3952,5114,1758,1789,928,372,13910
Darling Downs - East,30702,128,10,0,0,0,137,67,103,79,58,317,69,81,42,25,15,244,9,0,0,0,0,11,209,168,145,112,78,707,4,6,18,34,209,168,153,120,96,736,113,113,35,7,0,0,0,44,113,245,173,153,120,96,891,4294,123,16,3,0,4444,1304,1521,799,410,4033,531,406,160,52,46,1201,94,19,5,0,0,123,4920,1857,1705,864,450,9800,40,50,75,160,4920,1857,1746,916,522,9960,3505,3505,334,32,17,3,0,385,3505,5255,1889,1756,919,524,13851
Sunnybank,30306,20,6,3,0,0,26,19,19,19,9,64,24,12,12,10,3,56,4,0,0,0,0,8,44,33,33,30,14,157,0,3,8,15,44,33,36,35,23,175,21,21,9,8,0,3,0,15,21,53,40,39,38,23,213,2986,327,152,90,64,3619,1829,2243,997,552,5615,685,520,210,94,72,1583,166,70,40,10,10,297,3839,2745,2647,1188,702,11118,125,178,339,645,3839,2745,2779,1363,1044,11761,2446,2446,417,264,203,113,61,1067,2446,4252,3010,2977,1474,1109,15272
Centenary,30401,16,6,0,0,0,27,12,21,13,7,65,10,16,0,0,0,24,0,0,0,0,0,0,26,37,26,15,13,112,3,5,0,7,26,37,31,22,15,123,5,5,5,0,4,0,0,7,5,29,34,29,22,17,139,2799,138,10,3,0,2961,1538,2120,763,217,4643,446,387,106,33,7,979,80,26,3,0,0,112,3322,2097,2248,798,230,8695,56,75,90,216,3322,2097,2303,870,317,8914,1671,1671,188,47,19,3,0,263,1671,3513,2141,2319,877,323,10841
Kenmore - Brookfield - Moggill,30402,12,0,0,0,0,17,12,16,23,3,52,3,9,0,5,0,14,0,0,0,0,0,0,11,26,21,26,4,87,4,3,0,6,11,26,22,32,4,95,6,6,9,0,0,0,0,7,6,21,26,22,28,4,110,3788,133,27,9,0,3958,1865,3151,1290,360,6672,501,524,191,45,10,1280,85,24,7,3,0,108,4372,2548,3377,1342,381,12017,70,81,120,267,4372,2548,3443,1422,495,12284,1977,1977,212,65,46,16,3,339,1977,4587,2612,3492,1435,501,14594
Sherwood - Indooroopilly,30403,24,9,3,0,4,33,9,12,9,0,39,10,3,4,0,0,20,0,0,0,0,0,0,35,25,19,9,6,94,0,0,0,0,35,25,19,9,6,94,25,25,22,23,9,3,0,58,25,57,46,26,18,9,178,3882,274,96,17,6,4271,1640,2206,914,222,4984,672,397,124,33,10,1239,312,72,29,5,3,418,4863,2385,2459,970,241,10917,36,33,45,118,4863,2385,2496,1002,286,11032,4298,4298,1195,764,342,136,72,2520,4298,6062,3151,2834,1139,356,17846
The Gap - Enoggera,30404,63,11,3,0,0,82,45,48,35,15,138,32,23,23,9,7,100,6,0,4,0,0,7,105,79,73,42,27,328,4,3,10,18,105,79,79,46,34,341,43,43,13,5,7,3,3,30,43,117,81,86,51,33,408,4120,189,31,6,0,4344,1976,2925,1134,311,6355,881,642,204,58,23,1808,154,27,7,0,0,187,5147,2841,3172,1195,340,12697,64,67,72,204,5147,2841,3241,1263,414,12903,3609,3609,403,110,36,5,3,565,3609,5548,2948,3277,1270,412,17070
Brisbane Inner,30501,64,8,0,4,0,78,17,10,4,6,36,19,12,5,3,0,34,10,4,0,0,0,19,96,41,14,9,7,163,0,0,0,3,96,41,14,13,8,169,168,168,58,16,13,0,0,91,168,151,60,27,13,8,423,6935,480,224,60,30,7730,1644,1317,424,129,3515,854,388,92,30,19,1379,363,86,31,14,0,492,8150,2595,1667,524,174,13114,47,37,50,133,8150,2595,1715,563,229,13244,9711,9711,2450,906,428,169,97,4040,9711,10595,3503,2142,731,320,26992
Brisbane Inner - East,30502,58,9,6,0,0,66,19,18,11,7,53,19,16,6,3,3,56,6,0,0,0,0,4,82,43,29,12,11,184,0,3,4,11,82,43,29,14,15,192,53,53,37,5,7,5,0,50,53,121,51,36,21,16,293,3579,216,72,12,16,3895,1507,2013,730,162,4415,633,387,111,17,9,1155,174,60,15,3,0,258,4385,2170,2218,763,190,9719,29,31,36,90,4385,2170,2239,788,220,9813,3707,3707,821,376,95,26,15,1345,3707,5207,2550,2339,818,237,14862
Granite Belt,30703,113,12,0,0,0,127,55,77,49,49,236,60,58,46,25,16,201,10,4,0,0,0,22,186,136,124,73,62,585,6,11,17,31,186,136,132,81,80,618,87,87,28,9,3,0,0,35,87,213,138,132,85,80,738,4620,148,13,0,0,4772,1252,1379,672,355,3652,650,395,177,61,23,1312,117,12,3,0,0,135,5382,1806,1573,733,378,9872,36,37,55,128,5382,1806,1611,774,428,9998,4079,4079,283,27,8,3,0,326,4079,5661,1834,1614,778,428,14399
Central Highlands (Qld),30801,73,7,3,0,0,88,67,84,54,51,253,61,49,41,22,15,188,19,3,0,0,0,20,156,131,126,80,65,549,3,10,24,31,156,131,124,88,88,586,138,138,21,0,0,0,0,21,138,172,134,128,88,88,743,2177,72,7,0,0,2250,913,1272,640,258,3082,285,172,86,23,8,581,61,10,4,0,0,72,2527,1167,1371,660,267,5987,19,19,56,93,2527,1167,1387,675,327,6082,2092,2092,195,31,8,0,0,236,2092,2724,1198,1397,680,326,8412
Rockhampton,30803,385,32,13,3,0,429,237,347,225,168,980,234,274,179,89,66,833,41,18,0,0,0,59,655,555,537,317,233,2301,19,30,47,93,655,555,562,345,279,2395,461,461,97,30,9,0,0,132,461,753,586,568,340,278,2986,10498,404,43,6,3,10945,3755,4475,1867,756,10863,1927,1351,576,193,72,4123,321,58,12,7,0,400,12744,5573,5104,2075,838,26329,132,150,199,482,12744,5573,5239,2219,1037,26814,10019,10019,984,153,52,15,8,1208,10019,13735,5725,5288,2232,1040,38041
Biloela,30804,54,3,0,0,0,57,30,38,14,12,94,12,22,5,0,0,50,3,0,0,0,0,3,71,52,51,17,12,204,0,0,7,11,71,52,51,23,20,213,47,47,17,0,0,0,0,18,47,87,55,51,25,20,281,1386,41,3,0,0,1434,454,640,290,161,1547,163,98,34,13,7,313,32,8,0,0,0,38,1579,605,683,298,165,3332,14,10,18,42,1579,605,697,308,185,3374,1185,1185,88,24,8,0,4,123,1185,1663,625,704,307,194,4682
Gladstone,30805,197,16,6,0,0,215,100,150,80,50,385,95,88,51,23,13,269,18,9,4,0,0,28,313,212,207,106,70,905,8,6,16,35,313,212,217,113,85,939,143,143,47,8,3,0,0,60,143,357,221,225,113,85,1133,5720,187,21,3,0,5930,2309,2876,1195,443,6827,826,644,274,66,31,1847,127,16,3,0,0,148,6676,3160,3173,1267,473,14747,63,40,99,200,6676,3160,3234,1314,572,14949,4697,4697,508,77,11,3,0,603,4697,7184,3234,3242,1318,570,20245
Broadbeach - Burleigh,30901,68,9,3,0,0,86,33,40,16,7,103,26,25,9,3,0,68,3,0,0,0,0,4,101,76,61,18,7,257,3,3,5,18,101,76,61,18,18,275,59,59,48,11,6,0,0,69,59,147,91,69,18,22,404,6316,360,66,14,3,6754,2098,2390,799,219,5502,1301,744,246,53,19,2371,232,61,14,0,0,302,7849,3258,2712,872,237,14929,85,86,96,269,7849,3258,2799,959,333,15202,6771,6771,1361,354,95,25,13,1845,6771,9208,3617,2892,984,353,23821
Coolangatta,30902,79,11,0,0,0,96,54,81,40,16,193,53,62,20,10,3,147,9,3,0,0,0,14,148,129,103,49,19,446,3,3,14,21,148,129,113,50,33,465,101,101,37,5,5,0,0,43,101,179,131,119,50,33,611,5031,236,34,3,4,5302,1760,2173,810,254,4999,1218,718,221,78,22,2259,147,30,7,0,0,194,6400,2747,2443,889,279,12747,87,81,108,274,6400,2747,2528,967,387,13023,5862,5862,847,137,42,10,4,1030,5862,7242,2884,2572,974,386,19919
Gold Coast - North,30903,99,12,3,0,0,113,50,64,36,14,165,47,50,25,7,3,130,0,0,0,0,0,3,147,116,85,47,18,410,4,4,9,23,147,116,96,51,29,434,95,95,32,14,4,0,0,47,95,177,129,96,58,29,572,7395,338,47,11,0,7799,2206,2297,705,239,5449,1586,952,324,89,32,2984,238,42,12,0,0,293,9217,3547,2680,813,270,16525,83,95,122,301,9217,3547,2765,904,390,16827,7587,7587,1070,198,55,14,6,1350,7587,10292,3740,2820,921,400,25762
Gold Coast Hinterland,30904,21,3,0,0,0,22,22,20,10,11,66,6,4,3,3,0,17,0,0,0,0,0,0,25,34,25,14,11,112,5,3,7,13,25,34,26,17,23,125,13,13,4,3,0,0,0,10,13,34,32,26,17,23,146,1998,91,5,3,0,2102,641,811,326,115,1902,270,185,73,24,7,567,25,7,0,0,0,37,2295,934,895,352,126,4610,43,37,76,157,2295,934,937,391,209,4765,1295,1295,165,18,3,0,0,186,1295,2460,952,945,391,209,6249
Beaudesert,31101,37,0,0,0,0,43,25,40,20,22,99,29,26,23,3,7,90,3,3,4,0,0,10,68,53,67,18,28,237,0,0,12,15,68,53,67,21,42,254,38,38,3,0,0,0,0,3,38,72,53,67,21,42,295,1273,72,4,0,0,1356,409,469,220,123,1219,252,186,93,28,11,570,40,9,0,0,0,52,1561,674,572,249,134,3190,25,18,41,91,1561,674,598,270,174,3281,1156,1156,120,8,4,0,0,139,1156,1685,684,601,272,174,4574
Beenleigh,31102,72,11,3,0,0,82,43,90,50,39,227,51,78,57,16,16,213,7,7,3,0,0,15,129,136,151,72,54,544,12,13,13,34,129,136,162,80,72,577,70,70,36,12,3,0,0,48,70,161,145,163,80,72,695,3198,202,29,7,0,3432,1305,1437,665,362,3764,908,765,289,140,66,2166,138,36,6,0,0,184,4245,2307,1762,809,425,9542,73,85,155,318,4245,2307,1837,891,584,9857,3424,3424,441,42,11,0,0,504,3424,4685,2353,1851,891,586,13787
Browns Plains,31103,151,10,10,0,0,173,89,143,91,72,398,69,109,88,38,36,339,10,4,0,0,0,13,219,220,243,135,106,920,16,23,47,74,219,220,255,152,153,1003,88,88,41,9,6,0,0,55,88,261,222,259,152,151,1142,4797,371,52,8,8,5236,2661,3257,1627,1113,8659,1213,1163,580,268,135,3363,225,50,14,3,0,286,6240,4239,3908,1911,1251,17549,168,245,532,950,6240,4239,4073,2158,1788,18497,3804,3804,621,113,32,9,3,784,3804,6862,4356,4106,2166,1790,23080
Jimboomba,31104,101,7,8,0,0,113,81,101,70,54,306,20,30,23,10,4,86,3,0,0,0,0,9,124,113,132,77,61,506,11,10,40,63,124,113,144,89,98,573,26,26,15,3,0,0,0,17,26,136,117,144,88,102,619,3210,199,26,0,0,3441,1731,2373,1117,553,5773,388,404,240,87,42,1163,56,18,3,0,0,77,3655,2350,2649,1212,592,10452,121,128,369,624,3655,2350,2768,1336,963,11069,1413,1413,232,29,0,0,3,271,1413,3888,2383,2773,1336,965,12754
Loganlea - Carbrook,31105,86,10,3,0,0,101,69,96,52,39,253,38,74,48,21,24,204,5,6,0,0,0,10,132,160,148,82,58,575,7,19,28,54,132,160,154,100,88,631,60,60,27,8,4,0,0,39,60,156,165,157,100,88,736,4517,259,50,12,0,4837,2152,2700,1184,588,6618,1024,803,359,136,63,2384,166,50,14,3,3,240,5713,3265,3118,1328,652,14078,139,146,282,562,5713,3265,3260,1471,935,14646,3628,3628,505,78,40,9,9,634,3628,6218,3338,3294,1484,940,18905
Springwood - Kingston,31106,115,24,3,0,0,147,73,94,72,83,323,87,124,82,46,27,371,12,11,0,0,0,21,217,227,181,121,116,858,18,22,28,62,217,227,201,137,145,922,140,140,49,11,4,0,0,56,140,260,234,198,137,145,1120,5074,382,83,16,10,5561,2461,3072,1372,964,7867,1457,1147,540,225,165,3533,257,65,20,0,3,347,6782,4059,3709,1612,1135,17306,123,177,410,717,6782,4059,3838,1795,1546,18022,5323,5323,753,156,59,41,27,1037,5323,7542,4218,3898,1830,1576,24381
Bowen Basin - North,31201,165,15,0,0,0,181,74,101,67,49,284,53,40,34,4,6,140,11,0,0,0,0,8,232,133,131,67,53,617,9,6,8,20,232,133,136,77,65,640,123,123,28,0,3,0,0,32,123,264,133,136,77,65,796,2681,87,9,8,10,2795,1016,1340,670,237,3260,344,251,100,34,18,741,47,4,6,0,0,60,3073,1359,1454,707,266,6856,14,21,43,75,3073,1359,1467,720,302,6929,2670,2670,244,47,14,14,10,326,2670,3313,1413,1477,738,317,9927
Robina,30908,58,9,3,4,0,70,15,48,22,5,88,18,39,17,3,4,85,4,8,0,0,0,11,75,74,74,29,10,257,6,4,7,11,75,74,75,28,15,270,29,29,19,8,6,0,0,35,29,94,85,85,28,15,333,4292,232,38,12,3,4576,1949,2334,795,220,5293,1045,857,287,61,28,2282,140,47,9,0,0,195,5477,3086,2667,863,253,12347,95,82,141,315,5477,3086,2759,949,394,12664,3495,3495,671,204,59,17,0,951,3495,6147,3288,2819,962,397,17111
Southport,30909,75,9,0,0,3,87,49,58,32,15,153,50,41,20,9,4,120,6,3,0,0,0,9,126,102,81,46,18,377,7,6,7,19,126,102,88,47,31,392,71,71,42,20,13,4,0,75,71,169,115,97,50,26,537,4815,352,109,25,13,5321,1903,2057,755,279,4992,1300,841,296,90,47,2574,179,45,23,3,3,260,6300,3139,2488,876,344,13149,100,95,154,347,6300,3139,2585,971,496,13490,6024,6024,1202,393,160,60,33,1854,6024,7502,3537,2745,1031,531,21365
