sa3_name16,sa3_code16,canada_before_1946,canada_1946_1955,canada_1956_1965,canada_1966_1975,canada_1976_1985,canada_1986_1995,canada_1996_2005,canada_2006_2010,canada_2011,canada_2012,canada_2013,canada_2014,canada_2015,canada_2016,canada_yr_arrival_notstated,canada_tot,china_exc_sars_taiw_bef_1946,china_exc_sars_taiwan_46_55,china_exc_sars_taiwan_56_65,china_exc_sars_taiwan_66_75,china_exc_sars_taiwan_76_85,china_exc_sars_taiwan_86_95,china_exc_sars_taiwan_96_05,china_exc_sars_taiwan_06_10,china_exc_sars_taiwan_2011,china_exc_sars_taiwan_2012,china_exc_sars_taiwan_2013,china_exc_sars_taiwan_2014,china_exc_sars_taiwan_2015,china_exc_sars_taiwan_2016,china_exc_sars_tawan_arr_notstated,china_exc_sars_taiwan_tot,croatia_before_1946,croatia_1946_1955,croatia_1956_1965,croatia_1966_1975,croatia_1976_1985,croatia_1986_1995,croatia_1996_2005,croatia_2006_2010,croatia_2011,croatia_2012,croatia_2013,croatia_2014,croatia_2015,croatia_2016,croatia_yr_arrival_notstated,croatia_tot,egypt_before_1946,egypt_1946_1955,egypt_1956_1965,egypt_1966_1975,egypt_1976_1985,egypt_1986_1995,egypt_1996_2005,egypt_2006_2010,egypt_2011,egypt_2012,egypt_2013,egypt_2014,egypt_2015,egypt_2016,egypt_yr_arrival_notstated,egypt_tot,fiji_before_1946,fiji_1946_1955,fiji_1956_1965,fiji_1966_1975,fiji_1976_1985,fiji_1986_1995,fiji_1996_2005,fiji_2006_2010,fiji_2011,fiji_2012,fiji_2013,fiji_2014,fiji_2015,fiji_2016,fiji_yr_arrival_notstated,fiji_tot,germany_before_1946,germany_1946_1955,germany_1956_1965,germany_1966_1975,germany_1976_1985,germany_1986_1995,germany_1996_2005,germany_2006_2010,germany_2011,germany_2012,germany_2013,germany_2014,germany_2015,germany_2016,germany_yr_arrival_notstated,germany_tot,greece_before_1946,greece_1946_1955,greece_1956_1965,greece_1966_1975,greece_1976_1985,greece_1986_1995,greece_1996_2005,greece_2006_2010,greece_2011,greece_2012,greece_2013,greece_2014,greece_2015,greece_2016,greece_yr_arrival_notstated,greece_tot,hng_kng_sar_china_bfre_1946,hng_kng_sar_china_1946_1955,hng_kng_sar_china_1956_1965,hng_kng_sar_china_1966_1975,hng_kng_sar_china_1976_1985,hng_kng_sar_china_1986_1995,hng_kng_sar_china_1996_2005,hng_kng_sar_china_2006_2010,hong_kong_sar_china_2011,hong_kong_sar_china_2012,hong_kong_sar_china_2013,hong_kong_sar_china_2014,hong_kong_sar_china_2015,hong_kong_sar_china_2016,hng_kng_sar_chna_arrival_notstated,hong_kong_sar_china_tot,india_before_1946,india_1946_1955,india_1956_1965,india_1966_1975,india_1976_1985,india_1986_1995,india_1996_2005,india_2006_2010,india_2011,india_2012,india_2013,india_2014,india_2015,india_2016,india_yr_arrival_notstated,india_tot,indonesia_before_1946,indonesia_1946_1955,indonesia_1956_1965,indonesia_1966_1975,indonesia_1976_1985,indonesia_1986_1995,indonesia_1996_2005,indonesia_2006_2010,indonesia_2011,indonesia_2012,indonesia_2013,indonesia_2014,indonesia_2015,indonesia_2016,indonesia_yr_arrival_notstated,indonesia_tot,iran_before_1946,iran_1946_1955,iran_1956_1965,iran_1966_1975,iran_1976_1985,iran_1986_1995,iran_1996_2005,iran_2006_2010,iran_2011,iran_2012,iran_2013,iran_2014,iran_2015,iran_2016,iran_yr_arrival_notstated,iran_tot,iraq_before_1946,iraq_1946_1955,iraq_1956_1965,iraq_1966_1975,iraq_1976_1985,iraq_1986_1995,iraq_1996_2005,iraq_2006_2010,iraq_2011,iraq_2012,iraq_2013,iraq_2014,iraq_2015,iraq_2016,iraq_yr_arrival_notstated,iraq_tot,ireland_before_1946,ireland_1946_1955,ireland_1956_1965,ireland_1966_1975,ireland_1976_1985,ireland_1986_1995,ireland_1996_2005,ireland_2006_2010
Brunswick - Coburg,20601,0,0,0,20,16,23,36,44,8,17,13,25,19,15,10,251,0,0,8,8,32,207,235,242,68,70,142,155,193,125,58,1543,0,3,36,84,3,15,9,0,0,3,0,0,0,0,3,155,0,21,43,40,18,32,19,3,6,5,3,5,6,8,13,226,0,0,0,3,12,18,16,8,0,0,3,5,7,0,4,83,0,42,26,25,14,22,68,62,14,7,21,17,23,10,8,367,0,110,1007,793,95,46,12,5,4,18,24,13,11,3,52,2202,0,0,4,4,38,46,29,22,7,7,9,7,15,3,3,190,0,4,4,41,27,57,123,320,45,90,74,115,117,93,30,1145,0,0,0,5,19,25,53,70,11,16,22,35,99,120,5,481,0,0,0,3,12,16,12,26,22,21,62,22,15,9,6,233,0,0,0,0,18,15,18,12,0,0,8,0,0,0,0,83,0,5,13,21,28,35,56,79
Darebin - South,20602,0,0,4,21,19,16,23,21,10,11,4,14,16,0,3,157,0,3,0,0,18,118,124,107,19,32,47,44,29,29,19,600,0,3,27,43,5,8,15,3,0,0,0,0,0,0,6,104,0,4,27,23,3,11,0,0,0,0,0,0,0,0,3,68,0,0,0,0,6,11,4,5,4,0,0,0,0,0,0,38,0,30,9,22,26,23,35,27,3,8,8,11,6,4,12,217,4,98,958,721,61,29,9,12,5,24,6,10,9,0,90,2048,0,0,0,3,18,19,15,6,0,6,3,6,3,0,10,84,0,4,3,42,18,33,81,262,18,27,42,65,46,38,13,687,0,0,0,6,9,7,19,9,3,0,5,3,0,0,3,63,0,0,0,0,8,12,13,32,9,11,24,3,5,6,0,116,0,0,0,0,3,5,6,4,0,0,0,0,0,0,0,22,0,5,0,22,14,45,42,51
Essendon,20603,0,0,3,20,14,15,16,23,8,14,5,12,16,6,8,140,0,3,8,18,46,203,213,242,56,77,65,94,95,69,41,1256,0,6,32,84,8,14,4,0,0,0,3,0,0,0,0,153,0,12,46,29,14,11,25,17,0,7,9,4,6,10,3,198,0,0,0,8,3,14,19,3,0,0,0,0,0,0,0,56,0,61,25,22,24,13,24,16,3,0,3,4,5,0,3,218,0,45,292,187,12,12,3,3,0,14,4,8,3,6,12,610,0,0,6,17,47,42,63,26,4,3,12,3,3,3,3,233,0,5,7,117,43,57,169,460,90,107,151,207,263,177,51,1910,0,0,3,3,11,12,40,34,8,6,5,12,13,16,3,181,0,0,0,0,0,9,12,30,27,21,40,18,18,6,9,211,0,0,0,0,0,11,18,9,0,0,0,0,3,7,3,53,0,7,22,35,11,34,32,66
Melbourne City,20604,0,0,10,22,20,43,66,63,21,18,45,62,83,68,20,549,0,7,22,25,102,622,1534,3171,1067,1498,2072,3126,4364,2649,1321,21589,0,4,22,42,0,25,25,7,3,0,0,6,3,0,0,136,0,6,23,49,16,49,26,13,6,5,5,10,11,10,0,227,0,3,3,3,18,48,25,17,9,7,3,4,5,7,4,159,5,77,55,33,39,32,74,59,23,35,31,39,51,45,30,620,0,31,76,54,16,14,3,4,3,11,13,8,9,5,7,247,0,3,12,35,106,288,295,250,88,127,158,173,189,145,112,1980,0,4,8,58,47,121,360,867,304,390,505,853,1344,1081,216,6156,0,3,3,7,26,71,516,467,175,277,305,440,524,453,58,3331,0,0,0,3,26,22,34,133,39,84,66,61,54,40,16,585,0,0,0,3,3,3,25,15,4,0,0,5,10,16,3,83,0,6,11,20,8,55,53,84
Port Phillip,20605,0,0,9,28,33,39,65,68,29,25,30,40,44,38,14,451,0,3,18,11,17,195,300,442,92,89,130,160,176,103,110,1845,0,0,24,49,4,18,21,3,3,4,0,3,0,0,0,130,0,17,46,38,6,13,9,3,3,3,3,0,6,3,7,163,0,0,3,8,16,16,20,12,0,3,3,3,0,4,3,97,4,83,65,34,51,50,93,98,24,27,33,41,51,26,21,695,7,81,498,398,32,16,12,5,10,10,6,5,4,9,46,1143,0,0,9,30,30,81,66,46,14,13,12,14,17,0,10,344,0,11,7,74,39,81,229,558,78,101,158,203,255,174,61,2036,0,6,3,8,19,28,130,79,14,28,16,31,32,22,12,432,0,0,0,5,19,16,28,53,28,31,35,15,33,17,6,275,0,0,0,9,6,10,9,3,0,3,0,0,0,0,0,41,0,7,24,44,30,61,96,282
Yarra,20607,0,0,5,17,39,42,57,54,18,21,41,24,49,30,17,409,0,9,12,5,55,305,427,241,48,55,91,88,115,77,51,1583,0,7,32,62,3,23,20,0,0,0,0,3,0,0,6,151,0,9,15,21,7,19,10,11,0,0,8,0,3,0,8,108,0,0,3,5,7,30,0,8,0,0,0,0,0,0,9,68,0,52,39,24,31,41,42,38,17,15,12,35,24,16,11,406,0,81,545,390,27,11,11,7,6,6,7,3,5,0,45,1147,0,0,3,14,56,77,48,37,3,13,8,18,12,10,3,313,0,5,5,49,27,50,90,133,20,37,48,64,56,59,14,655,0,3,0,7,9,36,63,35,4,13,14,13,19,14,8,240,0,0,0,0,11,20,22,28,13,16,10,5,8,3,5,154,0,0,0,0,0,3,12,8,0,0,0,0,0,0,0,23,0,4,12,24,36,47,45,111
Boroondara,20701,0,3,11,47,50,55,68,45,14,17,20,20,23,11,14,401,5,31,71,92,169,1791,1992,2230,469,600,753,939,960,484,456,11026,3,17,60,78,6,15,11,5,0,0,0,0,0,0,8,189,0,31,51,62,21,31,14,25,0,3,9,0,10,0,9,259,0,6,9,12,23,37,28,19,0,3,8,16,3,4,4,181,15,176,81,61,55,38,88,38,12,10,18,18,16,18,16,656,3,214,884,331,32,14,10,4,6,9,7,5,12,3,65,1610,3,7,44,127,304,533,308,133,29,38,54,47,52,23,54,1753,3,19,34,212,153,293,621,972,136,221,264,344,432,265,86,4054,0,11,14,29,51,98,208,101,20,19,31,43,63,34,15,744,0,0,0,12,67,91,60,121,38,59,55,55,56,23,15,639,0,0,0,3,3,4,14,7,4,19,28,42,35,3,3,178,4,21,46,54,43,74,55,90
Manningham - West,20702,0,0,7,8,4,15,21,21,3,3,6,3,3,0,0,98,3,42,91,103,297,1725,2275,2215,424,478,470,649,556,264,391,9986,0,9,117,106,11,22,7,3,0,3,0,0,0,0,7,279,0,49,67,117,28,128,64,72,7,25,20,12,13,3,5,597,0,4,4,6,44,46,22,9,0,0,0,0,0,0,3,143,4,123,76,40,24,19,17,12,0,3,3,0,3,0,9,338,6,314,1218,735,94,50,20,14,22,25,19,11,12,3,95,2639,3,5,38,124,423,1115,522,189,39,47,52,55,65,18,57,2751,3,10,10,138,73,242,306,338,22,52,80,77,72,53,35,1495,0,6,8,20,35,76,159,40,3,5,17,12,3,7,16,415,0,0,0,14,97,235,244,327,153,168,198,105,128,79,49,1790,0,0,0,0,0,25,32,16,9,3,3,9,0,0,3,106,0,5,17,19,13,28,13,4
Stonnington - West,20606,0,0,3,6,20,22,20,42,16,11,25,30,31,14,3,259,0,16,14,15,39,240,287,427,105,144,161,313,333,119,109,2321,0,0,8,24,0,15,11,0,0,0,0,0,0,0,3,69,0,15,26,17,5,10,9,4,3,0,3,0,4,3,9,109,0,0,0,3,8,15,11,7,0,6,3,3,4,8,0,72,17,78,38,26,13,16,35,33,11,3,17,14,36,13,9,361,0,45,454,294,31,19,4,7,6,11,12,9,7,3,22,922,4,3,4,26,40,94,60,31,6,18,16,15,30,5,8,361,3,8,7,53,21,62,141,275,46,74,90,138,165,138,27,1255,0,0,0,15,9,23,93,38,22,35,13,38,29,16,5,351,0,0,0,3,13,31,20,37,12,19,20,9,25,7,3,208,0,0,0,0,0,0,9,0,0,0,7,0,6,0,0,29,0,10,11,17,14,28,19,102
Whitehorse - West,20703,0,3,8,18,27,25,36,18,3,8,4,5,3,4,3,160,0,9,31,39,165,1261,2443,3039,679,848,969,1276,1428,709,698,13602,3,9,42,53,0,3,6,0,0,0,0,0,0,0,4,119,0,29,44,31,3,19,11,0,0,0,0,0,0,0,4,150,3,0,5,5,29,64,39,8,3,0,0,0,4,0,8,178,6,89,89,53,38,21,29,21,3,0,3,0,7,0,16,370,3,99,599,369,42,22,8,0,0,3,8,5,0,3,35,1200,0,0,17,59,205,418,287,190,41,53,60,69,88,36,53,1573,3,17,15,105,79,230,423,718,107,104,162,293,388,344,80,3072,0,3,6,16,31,84,239,97,14,18,17,30,41,45,8,654,0,0,4,3,24,35,32,96,53,66,95,59,29,40,13,548,0,0,0,0,0,0,4,10,0,0,11,13,0,0,0,47,3,12,28,34,10,34,30,17
Bayside,20801,0,0,12,40,28,26,80,58,6,13,23,13,32,14,9,368,3,14,21,17,32,257,310,375,78,96,121,161,153,58,69,1774,0,7,42,55,3,14,16,0,3,0,8,0,0,0,4,152,0,24,53,59,11,19,15,14,0,0,0,0,0,0,3,199,0,0,0,11,15,18,8,3,0,3,0,3,0,0,3,67,14,144,106,60,66,60,92,52,12,16,17,18,25,6,24,713,6,60,295,241,12,14,8,3,3,7,9,5,6,3,25,690,0,0,10,19,32,38,50,22,5,3,18,3,9,8,5,220,3,17,16,123,46,115,133,164,9,17,16,41,28,35,26,803,0,9,3,10,6,12,22,21,3,3,3,5,4,0,3,102,0,0,0,0,16,15,14,23,0,11,4,0,5,5,0,95,0,0,0,0,3,0,14,0,0,0,0,5,0,0,0,23,3,10,38,48,39,70,88,111
Darebin - North,20902,0,0,3,10,8,20,31,27,4,7,10,9,3,4,7,140,0,3,5,11,41,612,851,1079,164,199,267,339,312,186,148,4214,0,3,58,122,16,24,21,0,4,0,0,0,3,0,12,261,0,14,50,58,17,56,24,16,3,5,10,10,13,6,12,289,0,0,3,3,24,68,21,12,4,4,0,0,3,3,3,152,0,33,25,25,13,15,37,28,5,3,0,3,4,3,12,216,3,178,984,797,105,59,21,12,17,43,43,28,28,5,97,2429,0,0,0,8,19,60,40,39,7,16,12,15,12,13,6,239,0,7,9,28,35,100,313,1354,150,184,310,470,460,345,117,3867,0,0,0,0,8,37,71,42,10,15,13,14,13,6,3,231,0,0,0,0,6,21,34,63,54,69,142,31,21,21,5,464,0,0,0,0,3,33,70,53,20,23,42,22,23,7,3,301,0,5,14,16,19,46,31,47
Nillumbik - Kinglake,20903,0,0,3,16,12,13,23,14,4,3,3,0,12,3,6,114,3,3,11,3,6,31,97,101,24,20,15,39,34,13,17,424,0,3,20,78,4,6,8,0,0,0,0,0,0,0,0,118,0,9,21,14,4,12,7,6,0,0,0,0,0,0,0,71,0,0,0,3,4,13,4,4,0,0,0,0,0,0,0,42,0,112,55,43,31,14,56,24,14,3,0,4,0,0,3,351,0,17,88,57,9,3,3,0,0,0,0,0,7,0,4,195,0,0,3,8,18,19,9,9,0,0,3,3,3,0,7,70,0,5,4,47,21,40,59,47,11,3,0,7,9,0,3,259,0,3,7,3,7,0,15,5,0,0,0,0,0,0,6,51,0,0,0,4,10,35,8,23,5,18,0,0,0,0,0,101,0,0,0,0,3,0,7,8,0,0,0,0,0,0,0,20,0,9,8,48,14,48,33,32
Whittlesea - Wallan,20904,0,3,5,17,21,26,30,22,3,4,0,4,7,3,0,148,0,3,9,9,41,277,841,1199,163,222,215,253,259,109,160,3769,0,3,71,354,28,77,66,12,0,3,0,0,3,0,21,634,3,40,112,148,39,207,165,115,34,30,30,15,22,5,18,987,0,3,3,13,57,208,163,129,27,17,17,16,19,0,16,684,4,113,68,54,43,29,55,48,8,8,3,4,3,7,13,446,11,281,1405,1297,182,108,68,25,44,75,62,35,19,5,173,3794,0,0,9,11,36,101,78,42,4,11,9,6,14,3,4,336,0,3,7,95,114,437,1725,4960,482,492,637,774,689,523,364,11306,0,0,7,5,37,63,125,78,28,18,21,4,7,7,13,411,0,3,0,3,14,76,153,299,198,239,542,38,62,13,35,1671,0,0,0,3,20,322,864,485,120,71,179,68,114,77,48,2377,0,10,29,60,33,45,19,39
Keilor,21001,0,0,4,8,12,5,22,5,3,0,3,3,5,0,3,73,0,4,11,8,26,174,168,108,13,14,20,21,38,23,10,641,3,9,124,249,20,26,11,0,0,3,0,0,3,0,20,462,0,33,71,69,16,60,12,15,11,4,15,0,0,3,3,317,0,0,0,5,11,23,7,6,3,3,0,0,0,0,3,63,0,163,58,13,8,14,14,10,4,0,0,0,0,0,10,305,3,94,391,285,30,19,11,0,9,10,10,6,0,0,36,897,0,0,3,6,24,49,14,5,3,0,0,0,0,0,0,119,0,0,3,116,55,88,165,259,23,20,51,50,56,33,29,947,0,3,0,3,3,10,18,12,0,3,0,0,4,0,0,70,0,0,0,35,17,10,18,17,7,45,105,16,10,0,6,294,0,0,0,8,6,8,21,7,4,0,7,0,0,0,0,65,0,7,18,28,7,22,25,20
Macedon Ranges,21002,3,0,0,8,3,3,18,5,0,0,0,0,0,0,0,44,0,3,3,3,0,5,11,9,5,7,6,4,0,5,0,64,0,4,13,29,3,0,0,0,0,0,0,0,0,0,0,48,0,6,7,4,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,0,64,40,14,16,3,16,5,0,0,0,0,0,0,9,173,0,8,9,5,0,0,3,0,0,0,0,0,0,0,0,32,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,12,3,4,3,6,4,4,4,15,0,0,0,0,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,9,7,23,20,6
Glen Eira,20802,0,0,3,52,31,35,66,67,20,17,6,11,7,8,10,334,4,23,40,30,54,704,1174,1568,392,464,525,854,1058,532,322,7733,0,5,57,63,6,21,11,5,3,0,3,0,0,0,6,186,0,43,95,91,19,19,7,17,0,3,10,3,11,0,13,329,0,3,3,13,18,25,26,4,3,3,10,0,0,0,3,121,60,282,134,52,46,52,90,51,11,16,6,11,8,3,27,853,9,149,1124,871,80,28,22,21,17,36,38,22,22,10,87,2521,0,0,10,39,75,118,112,104,20,20,32,41,16,11,17,615,3,22,21,227,140,278,707,1955,319,404,519,752,728,478,180,6738,3,6,3,9,20,71,199,78,13,13,16,21,38,25,12,525,0,0,0,0,18,21,13,41,25,22,22,18,19,21,9,222,0,4,0,3,3,10,3,11,3,0,0,0,0,7,0,53,0,13,23,54,35,80,67,161
Kingston,20803,3,3,8,17,23,31,50,42,6,19,3,4,13,3,10,240,3,7,23,20,29,322,477,632,127,115,139,166,246,130,142,2576,0,4,52,113,9,19,24,0,8,0,3,3,0,0,5,245,0,30,76,53,18,46,16,6,8,6,3,0,0,4,5,278,0,0,0,8,29,89,38,14,0,3,0,4,5,4,8,210,0,134,113,78,53,47,79,60,10,11,0,4,15,9,18,626,0,79,537,501,90,43,15,5,6,20,18,10,0,7,44,1369,0,4,3,18,40,60,54,18,3,5,3,7,7,3,3,232,0,11,15,196,126,335,388,501,40,65,99,110,71,71,71,2101,0,4,5,8,17,22,61,20,3,0,7,4,4,4,8,162,0,0,0,0,11,11,13,33,13,18,24,5,11,0,0,147,0,0,0,4,3,0,9,7,3,0,0,0,0,0,0,25,0,15,31,81,34,74,86,89
Stonnington - East,20804,0,0,4,14,10,17,13,7,3,0,3,5,6,3,6,98,3,8,15,12,16,209,238,314,75,125,152,346,377,201,88,2173,0,5,9,18,0,11,0,0,0,0,0,0,0,0,0,40,0,12,25,25,3,3,3,0,0,0,0,0,4,0,0,76,0,0,3,0,3,4,4,3,0,0,3,0,0,0,0,23,5,41,31,11,15,9,6,9,0,4,4,0,3,0,8,154,0,50,414,165,16,4,3,0,0,4,3,0,3,0,23,692,0,5,9,20,25,44,30,25,8,21,15,22,12,3,4,236,0,8,0,63,13,45,116,379,47,78,83,143,178,146,24,1321,0,3,3,7,8,21,54,32,8,10,5,11,16,31,7,219,0,0,0,0,6,8,12,15,10,22,10,3,8,5,3,92,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,11,0,0,5,14,15,25,15,13
Banyule,20901,0,3,4,22,25,26,50,32,14,3,9,0,7,3,6,200,0,9,29,17,27,484,806,875,152,165,202,235,216,139,115,3471,0,9,77,201,3,43,17,0,0,0,0,0,4,0,21,368,0,16,57,53,16,39,17,15,4,0,5,3,3,0,13,234,0,0,3,5,16,22,19,4,9,0,4,0,0,5,0,93,8,173,108,49,38,19,48,47,9,7,3,11,11,7,24,558,5,149,482,288,37,24,10,7,11,11,9,10,3,0,61,1111,3,3,6,30,71,127,73,37,3,14,3,17,14,10,7,408,0,10,3,95,50,148,350,522,103,106,130,164,190,124,47,2034,0,7,6,3,10,47,84,29,6,5,3,4,4,6,3,225,0,4,0,5,14,60,56,138,64,58,87,29,22,13,13,566,0,0,0,3,4,15,34,18,0,0,6,4,4,0,3,101,0,13,21,68,38,85,57,48
Moreland - North,21003,0,0,3,12,9,13,6,16,9,3,3,3,9,3,3,85,0,0,6,4,17,172,283,291,50,50,62,47,46,42,44,1110,0,4,68,85,15,22,12,0,0,0,0,0,0,0,11,219,0,53,115,53,20,34,21,29,5,5,13,9,3,3,16,371,0,0,0,3,24,77,53,33,0,9,0,7,10,0,7,230,0,106,46,14,12,12,15,17,7,3,0,0,3,3,10,262,0,74,401,317,49,41,22,9,12,16,14,10,18,3,146,1132,0,0,0,3,15,28,25,10,0,3,10,10,4,5,3,108,0,4,0,65,23,79,316,1035,144,151,230,339,259,187,90,2928,0,3,0,3,6,13,64,44,3,11,4,10,11,5,0,181,0,0,3,0,5,28,37,74,23,73,131,11,17,3,3,399,0,0,0,0,24,129,188,106,31,24,39,12,16,34,19,641,0,8,7,17,10,17,18,29
Sunbury,21004,0,0,0,7,10,3,12,6,3,0,0,4,3,0,0,55,0,0,5,0,0,4,27,23,5,8,13,13,0,0,0,103,0,3,16,64,3,11,3,3,0,0,0,0,0,0,8,106,0,11,16,3,0,3,7,5,0,0,0,0,0,0,0,45,0,0,0,6,8,30,14,3,4,3,0,0,3,9,0,87,0,80,53,19,11,11,12,10,3,0,0,0,0,4,0,200,0,4,28,16,8,0,0,0,0,4,0,0,0,0,3,64,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,24,0,4,8,36,17,42,80,127,9,13,11,19,11,10,17,394,0,0,0,3,0,0,17,3,0,0,0,0,0,0,0,30,0,0,0,0,3,0,0,8,3,0,0,3,0,0,0,16,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,11,0,0,12,20,17,32,22,11
Tullamarine - Broadmeadows,21005,0,0,3,17,11,12,28,17,6,3,13,0,10,3,0,110,0,0,23,3,16,122,164,192,32,19,28,29,30,8,41,704,0,4,102,338,33,59,34,9,0,0,3,0,0,0,14,592,0,41,125,198,42,118,116,68,13,36,25,30,15,15,24,876,0,0,0,10,59,234,194,180,19,22,18,18,38,3,29,829,0,119,60,30,22,34,25,32,4,0,3,3,0,5,15,363,0,78,344,354,68,38,44,16,10,20,9,9,0,7,42,1037,0,0,0,0,15,39,29,16,0,0,7,3,7,3,0,125,0,3,6,215,115,315,1335,3555,340,350,429,536,448,338,268,8239,0,0,0,3,10,26,91,43,6,6,11,9,6,4,6,218,0,0,0,15,47,80,84,112,63,72,272,14,11,14,56,836,0,0,0,16,161,1251,3199,2391,630,376,1002,571,373,432,229,10631,0,8,24,31,16,21,7,23
Knox,21101,0,3,10,18,22,23,39,17,5,3,4,3,3,3,9,159,0,9,11,33,118,587,1443,1926,314,309,331,373,273,122,216,6078,0,0,54,107,10,18,13,0,0,0,0,0,0,0,10,225,0,19,69,114,40,129,71,41,5,12,20,0,13,3,5,546,0,0,4,3,25,96,73,21,0,8,0,6,4,3,3,252,3,259,368,146,91,33,56,37,13,7,5,7,7,11,66,1105,0,47,223,241,31,14,11,10,3,9,5,0,5,3,15,614,0,3,8,37,140,446,344,176,18,19,21,35,31,5,25,1315,0,18,28,213,170,519,1041,1141,149,149,91,112,120,76,87,3916,0,10,10,35,32,86,223,105,12,14,7,11,10,4,12,576,0,0,0,6,25,64,124,147,41,51,52,18,16,11,12,580,0,0,0,3,4,11,26,43,19,4,5,0,0,5,3,134,4,19,47,99,71,72,28,7
Manningham - East,21102,0,0,3,4,6,9,12,3,3,0,0,4,0,0,0,42,0,0,3,17,38,160,184,162,35,50,30,67,36,16,36,837,0,0,15,21,0,4,0,0,0,0,0,0,0,0,0,38,0,13,9,18,12,14,3,11,0,3,9,0,0,0,0,88,0,0,0,9,7,4,8,0,0,0,0,0,0,0,0,28,0,52,33,8,28,17,5,0,0,0,0,0,3,7,3,159,0,17,66,52,14,4,0,0,0,0,0,0,0,0,3,165,0,4,0,7,41,127,64,23,0,14,4,0,0,0,0,280,0,0,6,30,14,36,64,44,9,13,7,12,9,4,16,253,0,0,0,3,0,5,8,7,0,0,0,0,3,0,0,28,0,0,0,10,15,34,22,29,7,8,12,8,14,3,0,171,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,0,0,9,12,8,16,0,3
Maroondah,21103,0,4,8,18,15,27,24,27,3,6,7,3,5,0,3,150,0,3,13,3,28,167,709,1030,134,159,167,183,194,80,84,2957,0,3,36,59,7,17,3,0,0,0,0,0,0,0,0,124,0,8,19,17,4,12,18,26,11,0,0,7,3,0,8,136,0,0,0,11,8,47,27,4,3,3,0,3,3,0,3,120,0,171,161,88,47,30,47,35,4,3,3,0,5,0,18,613,0,30,66,92,11,7,10,0,3,7,0,0,3,0,6,226,0,0,6,15,48,124,122,51,10,12,9,7,15,11,21,450,0,13,13,82,49,118,322,672,87,75,108,137,91,75,62,1904,0,4,5,10,27,25,60,46,8,0,11,0,14,0,4,216,0,0,0,9,18,41,65,99,59,54,57,43,38,16,7,515,0,0,0,0,0,0,20,8,8,5,0,0,5,0,0,46,0,6,20,76,32,48,23,19
Whitehorse - East,21104,0,0,6,7,13,17,11,9,0,0,3,3,3,0,3,85,0,4,25,20,60,521,1241,1455,238,278,294,309,338,101,185,5059,0,7,24,50,0,18,3,0,0,0,0,0,0,0,3,106,0,13,28,21,7,10,3,15,3,9,8,13,0,0,3,143,0,0,4,13,17,33,21,14,0,0,0,0,0,0,0,102,0,109,64,29,18,21,15,12,0,7,0,0,0,0,6,293,3,45,230,115,18,13,4,0,3,0,0,0,0,0,12,440,0,0,12,24,100,324,200,69,22,12,18,17,20,17,12,845,0,12,7,63,47,161,389,579,67,97,141,117,111,69,35,1882,0,3,6,7,16,32,108,65,9,9,7,9,19,11,3,309,0,0,0,4,13,49,56,88,43,46,62,22,23,4,18,431,0,0,0,0,0,3,14,5,0,0,3,3,3,0,6,34,0,10,11,24,11,22,17,15
Yarra Ranges,21105,0,0,11,45,33,35,48,19,3,5,3,3,14,0,3,225,3,3,5,5,17,42,111,224,23,43,37,60,39,28,33,675,0,3,27,55,3,11,4,0,0,0,0,0,0,0,0,112,0,6,24,12,3,3,4,0,0,3,0,0,0,0,0,60,0,0,8,4,6,24,8,3,0,0,0,0,0,0,3,65,4,256,304,153,95,71,65,47,5,4,5,4,0,0,26,1052,0,15,46,42,3,0,3,6,0,0,0,0,0,0,7,128,0,3,3,13,16,25,25,18,0,8,3,4,4,0,4,119,3,16,20,99,30,50,137,232,24,37,24,26,16,19,20,749,6,12,11,11,16,20,26,12,9,6,9,0,0,0,4,140,0,0,0,3,4,15,8,28,13,19,12,0,5,0,0,113,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,16,0,12,27,97,34,61,29,28
Cardinia,21201,0,0,3,15,8,13,35,22,3,7,3,0,3,0,7,121,3,5,12,0,5,16,56,81,20,7,19,9,23,3,12,271,0,3,20,99,18,13,12,3,0,0,0,0,0,0,4,175,0,10,7,16,0,4,43,51,18,21,12,13,5,5,0,209,0,0,0,3,15,37,30,51,3,9,0,7,4,7,3,160,0,96,118,57,46,21,23,23,3,3,5,0,3,3,17,422,3,13,22,29,0,3,0,0,0,0,0,0,0,0,3,79,0,0,0,7,3,10,17,3,0,3,4,4,0,0,3,58,0,9,3,48,37,65,272,759,60,61,85,72,94,57,48,1665,0,3,3,0,3,7,31,25,0,0,4,10,3,3,8,109,0,0,0,0,0,8,8,10,3,10,4,5,3,0,5,57,0,0,0,0,0,0,4,8,0,3,0,4,0,0,0,23,0,8,25,35,20,28,22,28
