sa3_name16,sa3_code16,ireland_2011,ireland_2012,ireland_2013,ireland_2014,ireland_2015,ireland_2016,ireland_yr_arrival_notstated,ireland_tot,italy_before_1946,italy_1946_1955,italy_1956_1965,italy_1966_1975,italy_1976_1985,italy_1986_1995,italy_1996_2005,italy_2006_2010,italy_2011,italy_2012,italy_2013,italy_2014,italy_2015,italy_2016,italy_yr_arrival_notstated,italy_tot,japan_before_1946,japan_1946_1955,japan_1956_1965,japan_1966_1975,japan_1976_1985,japan_1986_1995,japan_1996_2005,japan_2006_2010,japan_2011,japan_2012,japan_2013,japan_2014,japan_2015,japan_2016,japan_yr_arrival_notstated,japan_tot,korea_rep_sth_before_1946,korea_rep_sth_1946_1955,korea_rep_sth_1956_1965,korea_rep_sth_1966_1975,korea_rep_sth_1976_1985,korea_rep_sth_1986_1995,korea_rep_sth_1996_2005,korea_rep_sth_2006_2010,korea_republic_south_2011,korea_republic_south_2012,korea_republic_south_2013,korea_republic_south_2014,korea_republic_south_2015,korea_republic_south_2016,korea_repub_sth_arrival_notstated,korea_republic_south_tot,lebanon_before_1946,lebanon_1946_1955,lebanon_1956_1965,lebanon_1966_1975,lebanon_1976_1985,lebanon_1986_1995,lebanon_1996_2005,lebanon_2006_2010,lebanon_2011,lebanon_2012,lebanon_2013,lebanon_2014,lebanon_2015,lebanon_2016,lebanon_yr_arrival_notstated,lebanon_tot,malaysia_before_1946,malaysia_1946_1955,malaysia_1956_1965,malaysia_1966_1975,malaysia_1976_1985,malaysia_1986_1995,malaysia_1996_2005,malaysia_2006_2010,malaysia_2011,malaysia_2012,malaysia_2013,malaysia_2014,malaysia_2015,malaysia_2016,malaysia_yr_arrival_notstated,malaysia_tot,malta_before_1946,malta_1946_1955,malta_1956_1965,malta_1966_1975,malta_1976_1985,malta_1986_1995,malta_1996_2005,malta_2006_2010,malta_2011,malta_2012,malta_2013,malta_2014,malta_2015,malta_2016,malta_yr_arrival_notstated,malta_tot,netherlands_before_1946,netherlands_1946_1955,netherlands_1956_1965,netherlands_1966_1975,netherlands_1976_1985,netherlands_1986_1995,netherlands_1996_2005,netherlands_2006_2010,netherlands_2011,netherlands_2012,netherlands_2013,netherlands_2014,netherlands_2015,netherlands_2016,netherlands_yr_arrival_notstated,netherlands_tot,new_zealand_before_1946,new_zealand_1946_1955,new_zealand_1956_1965,new_zealand_1966_1975,new_zealand_1976_1985,new_zealand_1986_1995,new_zealand_1996_2005,new_zealand_2006_2010,new_zealand_2011,new_zealand_2012,new_zealand_2013,new_zealand_2014,new_zealand_2015,new_zealand_2016,new_zealand_yr_arrival_notstated,new_zealand_tot,pakistan_before_1946,pakistan_1946_1955,pakistan_1956_1965,pakistan_1966_1975,pakistan_1976_1985,pakistan_1986_1995,pakistan_1996_2005,pakistan_2006_2010,pakistan_2011,pakistan_2012,pakistan_2013,pakistan_2014,pakistan_2015,pakistan_2016,pakistan_yr_arrival_notstated,pakistan_tot,philippines_before_1946,philippines_1946_1955,philippines_1956_1965,philippines_1966_1975,philippines_1976_1985,philippines_1986_1995,philippines_1996_2005,philippines_2006_2010,philippines_2011,philippines_2012,philippines_2013,philippines_2014,philippines_2015,philippines_2016,philippines_yr_arrival_notstated,philippines_tot,poland_before_1946,poland_1946_1955,poland_1956_1965,poland_1966_1975,poland_1976_1985,poland_1986_1995,poland_1996_2005,poland_2006_2010,poland_2011,poland_2012,poland_2013,poland_2014,poland_2015,poland_2016,poland_yr_arrival_notstated,poland_tot,singapore_before_1946,singapore_1946_1955,singapore_1956_1965,singapore_1966_1975,singapore_1976_1985,singapore_1986_1995,singapore_1996_2005,singapore_2006_2010,singapore_2011,singapore_2012,singapore_2013,singapore_2014,singapore_2015,singapore_2016,singapore_yr_arrival_notstated,singapore_tot
Gympie - Cooloola,31903,3,4,3,0,0,0,0,36,0,9,8,7,0,3,0,4,0,0,0,3,0,0,3,44,0,0,0,0,0,4,9,8,0,0,0,5,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,8,4,3,5,0,0,3,0,0,0,0,3,48,0,7,11,3,0,0,0,0,0,0,0,0,0,0,0,23,0,64,54,25,21,6,7,7,3,0,0,0,0,0,4,187,0,9,29,178,318,201,189,95,15,24,19,4,10,4,41,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,26,52,50,46,10,10,14,6,7,3,9,242,0,3,0,0,10,0,3,0,0,0,0,0,0,0,0,22,0,0,0,10,3,0,0,0,0,0,0,0,3,0,0,26
Hervey Bay,31904,0,0,0,3,0,3,4,86,0,28,19,30,7,3,16,7,0,0,0,7,0,0,3,113,0,0,3,0,0,3,11,3,4,0,0,0,0,0,0,24,0,0,0,0,0,0,6,9,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,23,10,19,8,10,0,0,0,0,0,4,4,82,0,26,28,17,0,0,0,0,0,0,0,0,0,0,3,74,0,129,96,37,31,6,16,5,0,0,0,0,0,0,16,335,3,7,44,182,409,410,409,228,35,44,21,26,24,13,69,1920,0,0,0,0,0,0,11,14,3,7,3,0,0,0,0,40,0,0,3,8,58,73,69,50,9,5,18,16,13,5,15,337,0,8,6,4,14,0,0,3,0,4,0,0,0,0,0,39,0,0,0,9,7,3,4,3,4,0,0,0,0,0,3,35
The Gap - Enoggera,30404,4,9,3,5,0,3,0,189,0,28,34,34,3,3,8,7,0,3,0,0,0,0,3,134,0,6,3,3,7,21,37,20,4,3,3,0,0,8,7,128,0,0,0,0,0,12,24,25,4,0,8,3,3,7,0,88,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,0,17,34,23,19,18,20,3,3,3,3,3,0,3,162,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,35,30,9,15,6,13,12,0,10,0,0,3,3,10,133,3,7,20,97,219,255,337,247,34,52,49,19,18,7,36,1381,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,4,31,84,33,45,10,8,11,10,9,4,0,249,0,12,3,5,19,28,14,8,0,5,0,0,0,0,0,98,3,0,0,14,13,9,28,15,7,3,0,5,0,0,3,99
Brisbane Inner,30501,41,33,26,22,30,16,20,410,9,88,119,47,12,15,10,27,15,22,46,55,69,37,40,616,0,0,0,3,11,37,99,72,27,35,48,76,99,127,127,763,0,0,0,9,8,44,185,252,84,107,114,152,208,238,228,1622,0,0,0,9,6,10,3,8,0,0,0,0,0,3,0,54,0,0,8,32,43,74,78,94,23,37,30,44,97,58,16,642,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,13,0,17,22,6,28,8,30,14,4,4,4,8,16,14,7,189,0,4,32,116,317,367,496,323,91,90,85,73,83,54,77,2211,0,0,0,0,4,7,12,22,5,7,7,14,17,25,7,130,0,0,0,9,49,112,63,119,18,35,35,41,50,34,23,588,0,3,0,9,22,26,21,14,3,7,4,4,10,5,3,147,0,0,0,22,18,36,63,33,10,13,14,11,26,33,15,304
Brisbane Inner - East,30502,38,32,22,12,13,3,11,338,0,19,39,19,5,5,10,4,0,0,10,7,21,7,5,148,0,0,0,0,4,8,38,25,0,3,7,6,10,15,6,124,0,0,0,0,0,5,29,30,10,8,17,26,34,25,25,210,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,17,20,17,35,23,3,0,9,7,8,0,3,147,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,13,0,21,13,3,10,3,13,9,0,9,9,8,9,6,0,103,0,0,16,83,219,259,320,251,54,57,42,45,37,20,31,1437,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,14,0,0,0,4,35,73,22,31,6,15,6,9,18,7,7,237,0,4,0,3,10,13,7,4,0,4,3,3,0,0,0,50,0,0,0,6,4,10,19,16,3,3,6,0,4,0,3,70
Sunnybank,30306,6,0,3,4,0,0,3,67,0,29,50,8,0,5,9,5,0,3,0,0,0,0,9,116,0,0,0,0,0,14,76,41,5,10,7,7,10,4,14,200,0,0,0,0,17,116,335,481,83,108,112,100,132,73,64,1623,0,0,0,11,7,11,13,4,0,0,0,0,4,0,3,55,0,3,3,22,125,189,207,165,40,38,35,57,36,16,19,955,0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,14,0,32,15,3,8,3,3,7,0,0,0,0,0,0,0,75,3,3,15,55,175,241,468,273,78,83,56,37,18,17,64,1585,0,0,3,4,9,24,88,128,30,41,67,63,45,45,20,567,0,0,0,9,64,145,118,87,23,31,27,12,19,10,15,559,0,17,0,3,10,23,10,3,0,0,3,0,0,0,0,69,0,0,3,6,21,38,46,38,10,11,5,4,6,12,3,197
Centenary,30401,3,10,4,3,0,0,7,96,3,19,22,3,0,3,8,0,4,0,0,3,0,0,6,72,0,3,0,4,0,27,42,11,0,3,3,0,4,0,0,102,0,0,0,0,8,42,61,65,6,3,3,0,9,5,7,209,0,0,5,12,10,12,6,5,3,0,0,0,0,0,0,59,0,0,7,35,71,88,47,52,18,7,3,9,7,4,10,352,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,12,0,25,29,10,15,8,16,8,0,0,0,0,0,0,8,127,0,5,13,53,181,246,292,183,31,32,20,17,21,7,32,1147,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,19,0,0,0,9,25,51,54,58,3,5,0,6,0,3,4,225,0,5,8,3,15,13,11,6,3,0,0,0,0,0,3,66,0,0,5,10,20,34,54,36,5,0,3,0,0,0,8,178
Kenmore - Brookfield - Moggill,30402,17,20,10,0,3,8,0,216,0,24,12,11,3,13,4,6,0,0,0,0,0,0,0,81,0,0,3,7,8,40,58,18,4,0,3,0,10,3,3,149,0,0,0,0,7,26,68,90,17,28,22,17,6,11,9,298,0,5,0,5,0,4,0,0,0,0,0,0,0,0,0,14,3,4,8,40,48,98,47,48,9,5,3,7,11,11,6,361,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,31,28,18,16,20,40,25,3,3,0,0,7,0,7,198,6,13,36,99,235,197,289,200,50,14,18,12,8,14,24,1222,0,0,0,0,0,4,9,0,4,0,0,3,0,0,0,30,0,0,0,9,23,42,43,32,4,4,19,4,3,4,4,185,0,3,3,0,23,23,14,5,0,0,0,0,3,0,3,82,0,0,0,23,13,24,52,44,6,10,11,12,3,0,6,203
Sherwood - Indooroopilly,30403,11,4,4,3,3,3,4,137,0,11,11,8,6,6,10,9,3,3,4,10,9,11,4,102,0,0,0,6,3,30,80,41,10,18,18,25,40,17,14,312,0,0,0,3,8,26,105,69,32,35,44,27,32,36,19,428,0,0,0,0,0,5,0,0,0,0,4,0,3,0,0,10,0,0,11,38,50,58,49,105,22,38,74,177,254,202,20,1101,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,11,3,11,11,30,13,3,4,3,3,3,3,4,122,4,8,21,85,175,167,235,166,34,25,31,36,23,29,28,1070,0,0,0,0,3,6,3,14,5,11,9,22,13,27,4,134,0,0,0,6,15,35,33,71,21,17,22,18,14,15,4,262,0,4,3,0,17,13,3,10,0,0,4,0,11,0,0,77,0,0,0,14,6,23,69,50,20,26,47,93,148,150,26,690
Brisbane Inner - North,30503,24,30,19,12,14,10,3,375,8,94,197,87,15,11,8,19,5,25,21,19,24,3,22,561,0,0,3,4,8,23,78,85,10,17,15,31,39,24,31,366,0,0,0,0,10,37,87,154,19,43,42,47,36,37,23,530,0,0,0,3,3,6,3,8,0,0,0,0,4,0,0,27,0,0,11,28,36,73,65,67,10,22,35,37,39,42,15,484,0,3,7,3,0,0,0,0,0,0,0,0,0,3,0,27,0,29,19,14,17,14,15,17,3,6,6,8,3,4,0,173,6,12,40,164,421,499,615,416,132,99,89,58,71,31,73,2714,0,0,0,0,0,3,0,11,3,8,7,11,18,8,0,80,0,0,0,9,49,115,81,121,31,31,25,28,47,21,27,584,0,12,9,0,36,28,14,14,3,4,8,0,3,3,3,132,0,0,3,10,21,15,40,40,11,20,29,45,24,33,3,301
Brisbane Inner - West,30504,29,18,8,8,10,4,7,289,3,46,79,36,7,12,20,7,5,10,10,14,8,7,7,278,0,3,0,7,4,16,51,22,9,5,13,7,7,12,14,169,0,0,0,0,4,16,39,36,5,19,16,12,12,11,11,182,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,10,33,42,22,37,51,10,11,14,18,16,13,13,282,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,24,27,13,18,11,13,11,0,6,0,0,0,3,5,148,3,7,15,107,259,248,291,201,49,40,48,64,42,18,52,1435,0,0,0,0,0,0,3,3,3,0,0,11,9,4,0,32,0,0,0,0,14,27,29,39,8,10,11,21,13,10,8,196,0,5,8,4,17,15,9,5,0,0,0,0,6,3,3,76,0,0,4,11,12,15,29,36,13,5,22,25,31,17,8,221
Cairns - North,30601,5,4,12,0,3,4,4,160,7,31,53,19,4,5,14,19,3,9,8,0,3,0,5,184,0,0,0,3,5,67,177,94,11,16,9,6,3,7,37,431,0,0,0,0,6,15,24,59,9,10,3,3,12,5,8,157,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,7,26,16,14,23,18,0,3,0,0,0,5,3,110,0,14,18,0,8,0,0,0,0,0,0,0,0,0,0,46,0,36,63,32,37,18,33,26,3,5,9,3,3,0,3,262,0,6,36,169,355,353,415,241,64,67,43,25,24,22,46,1860,0,0,0,0,0,0,9,9,0,8,4,0,0,0,0,33,0,0,7,4,36,69,65,66,11,14,28,21,12,12,6,337,0,3,6,3,24,11,10,8,4,3,0,3,3,0,0,88,0,0,4,17,3,10,12,6,0,3,3,3,0,0,0,55
Cairns - South,30602,3,3,5,7,12,3,12,222,17,114,159,46,10,8,22,21,5,13,16,16,26,11,35,514,0,3,0,10,18,167,440,285,43,50,37,37,32,36,104,1260,0,0,0,0,7,11,106,192,58,61,78,46,53,78,68,751,0,0,3,5,3,3,0,0,0,0,0,0,0,0,0,14,3,0,13,28,41,33,19,17,0,0,10,10,8,3,6,211,0,24,8,8,0,3,0,0,0,0,0,0,3,3,3,53,0,71,62,26,38,28,36,19,5,6,0,0,9,13,6,328,4,10,65,265,592,632,555,371,101,72,73,40,55,44,129,3011,0,0,0,0,3,5,3,4,8,0,5,3,3,3,3,39,0,0,0,15,150,300,270,335,79,77,55,70,51,27,37,1473,0,13,11,0,32,20,8,10,3,0,0,0,0,0,3,98,0,0,6,14,18,18,4,7,5,0,3,0,7,0,3,83
Innisfail - Cassowary Coast,30603,0,3,0,0,13,5,6,72,33,152,110,12,0,0,3,3,0,0,3,10,9,9,17,356,0,0,0,0,0,0,9,10,0,0,3,6,23,7,12,83,0,0,0,0,0,0,0,6,3,6,0,3,13,7,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,3,3,0,0,0,0,0,0,0,27,6,38,16,4,0,0,0,0,0,0,0,0,0,0,4,72,0,35,34,19,3,5,6,0,0,0,0,0,6,10,0,113,3,5,29,84,163,128,97,50,14,10,5,10,8,0,27,645,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,3,27,45,38,65,7,14,14,32,38,11,16,316,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,14
Port Douglas - Daintree,30604,0,3,0,0,3,5,0,69,0,27,23,16,0,0,3,5,0,7,3,8,3,0,10,104,0,0,0,0,0,9,10,4,0,0,0,0,0,0,0,28,0,0,0,0,0,0,8,9,0,3,3,8,3,5,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,0,0,0,0,3,0,0,3,27,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,0,26,20,12,15,9,16,3,0,4,0,0,0,3,4,116,3,5,19,62,88,80,102,56,20,18,16,16,15,11,35,528,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,12,11,4,0,0,0,3,4,6,0,57,0,0,0,0,6,3,3,3,0,0,0,0,0,0,3,27,0,0,0,5,0,4,3,0,0,0,0,0,0,0,0,12
Tablelands (East) - Kuranda,30605,0,3,0,0,4,3,0,73,16,159,242,83,5,7,4,11,0,4,3,12,5,4,38,599,0,0,0,0,0,7,21,9,11,3,7,7,3,6,15,87,0,0,0,0,3,0,3,3,0,6,0,3,9,3,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,7,5,5,3,0,0,0,0,3,0,0,48,0,9,0,3,0,0,0,0,0,0,0,0,0,0,3,12,0,57,57,26,16,11,7,3,0,0,0,0,3,3,3,196,3,5,38,161,212,133,140,80,12,22,10,7,7,5,32,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,41,34,20,57,8,6,11,11,7,4,18,234,0,4,3,0,14,3,0,4,0,0,0,0,0,0,3,34,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,14
Darling Downs (West) - Maranoa,30701,16,8,11,0,4,0,3,120,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,12,0,0,4,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,4,0,3,0,3,0,0,0,3,0,0,26,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,20,3,3,3,3,0,0,0,0,0,4,3,4,70,3,9,10,51,129,98,148,111,41,27,24,15,11,7,35,707,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,15,27,31,139,61,29,39,49,26,11,23,452,0,3,0,0,3,3,0,0,0,0,0,0,3,0,0,10,0,0,3,7,4,0,0,3,0,0,0,0,0,0,0,14
Darling Downs - East,30702,0,11,0,0,0,0,3,39,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,8,0,3,0,0,0,0,0,0,0,4,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,32,27,13,15,3,7,0,0,0,0,0,0,0,4,99,0,3,19,50,141,105,100,85,33,20,21,13,3,0,21,611,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,11,31,24,174,44,81,73,59,21,17,21,560,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
Granite Belt,30703,0,3,0,0,3,0,0,43,6,98,74,18,3,0,0,3,0,0,0,0,0,0,15,225,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,11,3,0,10,8,7,20,7,9,80,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,3,7,3,5,6,0,0,0,0,0,0,3,30,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,42,52,9,19,3,9,4,0,0,0,0,0,0,4,149,0,5,11,74,199,120,126,48,13,15,14,0,3,0,33,671,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,11,0,0,0,7,16,41,45,49,14,14,18,12,15,8,8,235,0,0,3,6,3,3,0,3,0,0,0,0,0,0,0,21,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,9
Central Highlands (Qld),30801,9,10,0,0,0,0,0,47,0,6,3,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,5,0,0,0,0,4,3,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,9,0,3,0,4,0,0,0,0,0,0,3,54,0,0,7,60,152,163,254,224,106,56,37,17,12,0,44,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,12,28,121,29,30,35,27,14,3,11,327,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8
Rockhampton,30803,7,13,5,20,0,3,0,142,0,16,14,9,6,5,0,6,0,0,0,0,0,0,3,67,0,3,0,0,0,8,15,19,0,0,3,6,3,0,5,60,0,0,0,0,0,3,13,26,4,4,7,5,4,5,3,75,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,11,13,21,11,14,20,3,11,10,0,0,7,0,116,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,22,0,83,68,21,15,13,9,11,0,0,0,0,0,0,13,232,3,12,33,190,405,331,355,300,84,104,64,25,21,27,107,2061,0,0,0,4,0,0,8,7,3,5,17,5,6,0,0,52,0,0,0,10,72,119,85,220,47,93,96,88,61,27,43,961,0,8,0,0,4,4,0,10,0,0,0,3,0,0,3,29,0,0,0,9,0,4,8,10,0,0,0,3,8,3,4,47
Biloela,30804,0,0,0,0,0,0,0,13,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,8,4,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3,29,56,39,51,33,10,9,5,3,4,0,12,261,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,13,8,5,21,6,19,24,17,8,3,5,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Gladstone,30805,9,22,0,7,7,0,3,118,0,17,6,12,0,0,0,9,0,4,0,0,11,3,3,71,0,0,0,0,3,3,5,0,0,0,0,0,0,0,3,13,0,0,0,0,0,3,10,8,0,3,3,0,5,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,10,9,8,14,3,3,13,10,6,0,4,95,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,21,0,49,49,25,11,0,5,8,0,3,0,0,3,0,0,160,0,3,19,148,403,347,422,430,124,129,146,61,38,20,77,2366,0,0,0,0,0,0,0,3,0,3,0,7,9,0,0,22,0,0,0,4,51,66,61,231,74,79,77,82,71,46,35,869,0,3,4,3,6,9,3,5,0,0,0,3,0,0,3,39,0,0,0,9,3,0,5,4,0,6,3,4,0,0,0,33
Broadbeach - Burleigh,30901,8,0,15,6,12,3,3,181,3,103,107,49,7,12,14,14,0,6,4,3,8,4,12,345,0,8,3,11,10,83,139,95,16,19,19,19,22,17,29,474,0,0,0,3,9,17,24,17,5,6,4,5,4,0,3,103,0,3,6,18,4,4,0,0,0,0,0,0,0,0,0,34,0,0,7,22,24,30,12,8,0,7,4,3,3,0,6,130,0,35,22,11,8,0,0,0,0,0,0,0,0,0,3,83,0,87,62,16,12,8,18,14,0,0,0,4,3,3,5,226,5,10,56,199,593,726,1044,660,177,146,121,84,83,60,187,4144,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,11,0,0,3,15,50,93,68,54,11,30,10,11,3,18,17,385,0,27,10,17,34,22,13,13,0,3,0,0,3,0,0,138,0,0,7,15,14,13,16,9,0,3,0,0,0,3,4,85
Coolangatta,30902,0,3,0,0,0,0,8,119,3,35,42,21,0,6,3,10,0,0,3,4,0,3,11,141,0,0,0,0,3,28,75,52,16,19,7,11,0,4,5,234,0,0,0,0,3,6,6,7,0,0,0,3,0,0,0,33,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,19,3,0,12,18,8,9,3,0,0,0,0,0,4,0,0,64,0,21,15,3,0,0,0,0,0,0,0,0,0,0,5,46,0,81,60,16,7,9,15,7,0,0,0,0,0,0,3,209,9,12,53,155,454,490,588,358,80,57,50,43,24,37,108,2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,28,44,34,44,6,10,11,15,27,3,12,247,0,6,11,3,17,7,11,3,7,0,0,0,0,0,0,67,0,3,0,7,3,3,3,8,3,0,0,0,0,0,3,36
Gold Coast - North,30903,8,5,8,5,3,0,3,167,3,57,49,37,6,7,12,16,3,3,3,3,0,3,8,215,0,3,3,5,8,107,144,69,23,8,14,6,10,8,10,421,0,0,0,0,6,32,58,99,7,16,11,17,14,9,9,290,0,3,4,10,6,3,5,0,0,0,0,0,3,0,0,38,0,0,9,11,29,38,50,24,3,8,3,8,13,0,9,200,0,33,33,9,0,3,0,0,0,0,0,0,0,0,3,79,0,81,66,34,18,19,22,6,0,3,0,0,0,0,15,264,7,10,70,258,772,1103,1319,983,266,182,169,128,110,75,182,5646,0,0,3,0,4,5,37,19,13,7,9,13,7,8,6,141,0,0,3,11,85,150,126,94,25,23,29,29,20,14,20,628,0,12,12,11,37,21,11,13,0,0,0,0,4,0,3,117,0,0,0,12,17,17,36,21,3,0,3,8,3,0,3,125
Gold Coast Hinterland,30904,0,0,0,0,0,0,0,27,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,11,24,0,0,3,0,0,0,0,7,46,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,3,3,0,3,0,0,0,0,0,3,0,38,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,10,0,32,21,22,13,8,13,3,3,0,0,0,0,0,3,124,0,6,17,86,255,246,207,106,20,3,4,11,9,3,48,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,3,3,0,0,3,0,0,3,3,44,0,0,0,0,13,7,8,5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,19
Robina,30908,5,3,3,0,0,0,5,143,4,28,40,39,11,8,7,12,3,0,3,3,0,0,20,181,0,0,4,10,13,123,201,104,38,30,37,13,7,16,32,619,0,0,0,3,13,46,103,98,17,3,25,12,18,17,19,374,0,3,4,4,8,8,3,0,0,0,0,0,0,0,3,35,0,0,4,25,30,59,62,44,11,12,8,25,20,18,3,335,0,25,11,12,0,0,0,0,0,0,0,0,0,0,0,59,0,47,35,19,15,8,19,11,0,0,0,3,0,0,12,184,4,7,35,143,410,655,1058,750,156,153,104,83,72,45,113,3781,0,0,0,0,0,0,5,4,3,0,5,6,3,3,0,38,0,0,0,13,45,125,91,53,25,18,16,14,21,9,12,444,0,6,11,3,35,13,12,8,0,0,5,3,0,0,5,113,0,0,0,14,4,15,40,12,0,4,6,7,0,3,4,104
Southport,30909,6,9,5,11,5,4,10,170,0,36,51,41,13,3,9,7,3,4,0,4,3,0,17,201,0,0,3,13,23,156,245,155,27,33,29,41,36,35,52,844,0,0,0,3,16,104,278,307,59,75,67,81,108,94,60,1263,0,0,0,0,12,4,0,0,0,0,0,0,3,0,0,26,4,0,5,19,34,33,69,39,5,11,9,12,18,9,4,268,0,16,11,6,6,0,0,0,0,0,0,0,0,0,0,39,0,66,35,20,17,7,12,0,4,3,0,0,0,0,10,174,3,12,43,206,593,761,1142,686,172,153,147,121,79,51,193,4360,0,0,0,0,0,11,10,12,0,7,0,0,0,6,3,52,0,0,4,10,84,185,142,124,34,34,23,35,38,29,26,774,0,3,23,8,35,20,15,10,0,3,0,0,0,0,3,118,0,0,3,9,13,18,31,24,3,5,5,7,8,9,3,151
