SA3_MAIN11,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P,SA3_NAME11
70202,17,16,33,171,169,340,0,0,0,424,443,867,0,0,0,288,309,597,0,0,0,7,7,14,0,5,5,18,4,22,69,60,129,0,0,0,271,315,586,15,25,40,30,22,52,0,0,0,8,13,21,83,82,165,56,65,121,0,4,4,1440,1523,2963,3,5,8,13,4,17,3,0,3,41,35,76,6,7,13,47,42,89,739,661,1400,11,11,22,604,583,1187,2877,2845,5722,Barkly
70203,63,49,112,643,635,1278,0,0,0,28,28,56,0,0,0,3216,3172,6388,7,5,12,12,5,17,6,5,11,5,5,10,58,29,87,0,0,0,71,63,134,38,45,83,68,50,118,10,5,15,3,10,13,1048,1013,2061,103,98,201,4,0,4,5320,5168,10488,8,3,11,9,7,16,0,0,0,517,473,990,24,34,58,541,507,1048,1264,945,2209,64,57,121,957,788,1745,8226,7524,15750,Daly - Tiwi - West Arnhem
70204,36,43,79,963,954,1917,0,0,0,38,45,83,0,0,0,666,613,1279,6,0,6,25,10,35,19,18,37,5,6,11,35,45,80,0,0,0,25,33,58,37,49,86,54,53,107,5,6,11,3,6,9,2412,2380,4792,581,591,1172,7,9,16,4881,4818,9699,21,22,43,32,14,46,3,0,3,425,425,850,63,88,151,488,513,1001,1182,930,2112,46,29,75,517,445,962,7206,6814,14020,East Arnhem
70205,31,38,69,1433,1499,2932,0,0,0,544,627,1171,0,4,4,1266,1287,2553,6,12,18,18,11,29,31,41,72,19,24,43,85,75,160,6,6,12,431,448,879,168,189,357,136,120,256,29,28,57,8,11,19,275,305,580,121,137,258,3,5,8,4579,4829,9408,10,6,16,8,7,15,4,0,4,296,283,579,25,24,49,321,307,628,2394,2117,4511,49,53,102,1567,1504,3071,8963,8861,17824,Katherine
79797,3,0,3,16,3,19,0,0,0,3,0,3,0,0,0,24,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,43,12,55,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,12,5,17,90,17,107,Migratory - Offshore - Shipping (NT)
79999,17,13,30,141,120,261,0,0,0,16,12,28,0,0,0,173,158,331,0,0,0,4,3,7,0,4,4,4,0,4,18,12,30,0,0,0,0,5,5,12,15,27,26,28,54,0,4,4,0,3,3,44,49,93,14,17,31,0,0,0,452,430,882,3,3,6,5,6,11,3,0,3,0,0,0,6,4,10,6,4,10,308,239,547,18,0,18,207,156,363,1019,851,1870,Special Purpose Codes SA3 (NT)
99999,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17,0,0,0,0,0,0,11,17,28,Special Purpose Codes SA3 (OT)
70201,161,230,391,1458,1522,2980,0,0,0,804,875,1679,3,0,3,3409,3407,6816,12,21,33,42,43,85,47,55,102,76,92,168,2683,3086,5769,19,16,35,68,85,153,330,383,713,239,201,440,29,44,73,41,66,107,644,767,1411,367,402,769,32,37,69,10303,11102,21405,154,104,258,78,60,138,7,18,25,73,62,135,124,115,239,197,177,374,4027,3744,7771,213,127,340,3104,2261,5365,18244,17823,36067,Alice Springs
80101,998,1236,2234,6137,7047,13184,4,0,4,629,733,1362,6,7,13,11042,12305,23347,38,58,96,861,888,1749,72,118,190,129,142,271,406,514,920,20,30,50,117,107,224,520,637,1157,994,1113,2107,80,82,162,75,87,162,1491,1944,3435,976,1127,2103,62,53,115,23659,26992,50651,733,675,1408,1130,946,2076,54,64,118,12,5,17,297,344,641,309,349,658,14263,12481,26744,586,331,917,3938,3699,7637,45670,46773,92443,Belconnen
80102,3,3,6,60,57,117,0,0,0,3,0,3,0,0,0,68,42,110,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,9,8,17,3,0,3,0,0,0,4,5,9,6,11,17,0,0,0,159,123,282,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,101,193,10,4,14,28,19,47,295,253,548,Cotter - Namadgi
80104,896,1082,1978,2972,3549,6521,0,0,0,312,380,692,0,0,0,6168,6642,12810,15,16,31,514,534,1048,49,57,106,43,40,83,162,220,382,62,56,118,60,54,114,244,305,549,530,607,1137,65,71,136,45,57,102,662,778,1440,544,583,1127,19,14,33,12466,13963,26429,952,919,1871,908,753,1661,26,27,53,3,4,7,189,218,407,192,222,414,6167,5525,11692,263,131,394,1476,1335,2811,23346,23957,47303,Gungahlin
80105,844,929,1773,2398,2693,5091,0,0,0,235,208,443,0,6,6,4432,4742,9174,17,21,38,439,440,879,28,48,76,24,18,42,204,214,418,23,25,48,93,99,192,130,150,280,396,469,865,20,24,44,45,32,77,616,814,1430,349,438,787,44,58,102,9493,10499,19992,367,265,632,523,389,912,85,93,178,4,13,17,199,183,382,203,196,399,9734,8965,18699,467,226,693,2595,2156,4751,24311,23718,48029,North Canberra
80106,204,277,481,1889,2199,4088,0,0,0,107,108,215,13,12,25,2742,3127,5869,7,5,12,300,315,615,3,15,18,9,8,17,102,109,211,7,6,13,28,24,52,33,53,86,248,328,576,10,15,25,15,17,32,354,433,787,176,211,387,20,20,40,6063,7005,13068,155,139,294,164,150,314,69,53,122,4,6,10,84,76,160,88,82,170,3848,3602,7450,159,84,243,1063,949,2012,11813,12341,24154,South Canberra
80107,846,1022,1868,6925,7945,14870,8,7,15,495,547,1042,7,12,19,12595,13691,26286,50,47,97,670,661,1331,108,121,229,81,93,174,410,489,899,20,16,36,110,134,244,521,582,1103,1091,1241,2332,155,163,318,67,88,155,1214,1518,2732,936,1139,2075,48,42,90,25511,28536,54047,416,380,796,720,716,1436,37,40,77,0,0,0,263,321,584,263,321,584,11710,10250,21960,534,278,812,2763,2555,5318,42800,44098,86898,Tuggeranong
80108,126,182,308,1597,2003,3600,0,3,3,119,122,241,0,3,3,2950,3291,6241,5,12,17,163,173,336,11,13,24,21,17,38,100,137,237,6,5,11,49,51,100,93,89,182,289,332,621,13,20,33,15,14,29,395,495,890,214,226,440,14,19,33,6054,7025,13079,88,90,178,149,126,275,19,19,38,7,3,10,68,114,182,75,117,192,3603,3242,6845,173,69,242,814,779,1593,11101,11649,22750,Weston Creek
80109,307,362,669,2045,2554,4599,0,0,0,151,215,366,5,10,15,4236,4827,9063,10,12,22,398,429,827,15,36,51,29,44,73,178,211,389,28,31,59,30,44,74,114,140,254,358,446,804,28,28,56,30,43,73,499,621,1120,281,313,594,23,29,52,8458,10033,18491,454,401,855,371,374,745,42,46,88,3,3,6,187,151,338,190,154,344,4843,4300,9143,217,110,327,1190,1107,2297,16072,16887,32959,Woden
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
89999,5,7,12,31,34,65,0,0,0,4,5,9,0,0,0,46,61,107,0,0,0,7,4,11,0,3,3,0,3,3,3,3,6,0,0,0,3,0,3,0,0,0,6,3,9,3,0,3,0,0,0,3,11,14,9,8,17,3,3,6,118,138,256,3,0,3,7,4,11,0,0,0,0,0,0,4,3,7,4,3,7,117,108,225,7,6,13,66,38,104,327,304,631,Special Purpose Codes SA3 (ACT)
90101,191,158,349,43,35,78,0,0,0,5,5,10,0,0,0,78,67,145,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,10,9,19,0,0,0,0,0,0,14,16,30,18,18,36,0,0,0,183,157,340,0,5,5,167,138,305,3,0,3,0,0,0,3,0,3,3,0,3,109,81,190,9,6,15,798,59,857,1463,604,2067,Christmas Island
90102,3,0,3,11,8,19,0,0,0,3,0,3,0,0,0,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4,0,4,4,0,4,0,0,0,33,24,57,0,0,0,204,215,419,0,0,0,0,0,0,0,0,0,0,0,0,24,20,44,3,0,3,17,7,24,284,266,550,Cocos (Keeling) Islands
90103,3,0,3,59,49,108,0,0,0,0,0,0,0,0,0,27,20,47,0,0,0,7,0,7,0,0,0,3,3,6,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,6,6,0,0,0,106,78,184,3,0,3,5,0,5,0,0,0,17,35,52,0,0,0,17,35,52,59,41,100,0,3,3,18,10,28,211,167,378,Jervis Bay
99797,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,Migratory - Offshore - Shipping (OT)
