tpp_australian_labor_party_percentage, tpp_swing, tpp_liberal_national_coalition_percentage, state, polling_place_id
54.65,-5.91,45.35,"VIC","83715"
42.28,0.29,57.72,"VIC","58637"
45.45,9.1,54.55,"VIC","65402"
41.88,-1.36,58.12,"VIC","3564"
53.08,-8.06,46.92,"VIC","4875"
45.42,1.35,54.58,"VIC","3376"
37.52,6.24,62.48,"VIC","83755"
51.42,-4.44,48.58,"VIC","4876"
39.1,0.62,60.9,"VIC","65399"
48.28,-4.77,51.72,"VIC","3378"
47.93,-3.15,52.07,"VIC","4877"
49.4,-1.32,50.6,"VIC","11525"
50.7,-3.78,49.3,"VIC","3379"
0.0,-58.85,0.0,"VIC","30200"
43.79,-1.68,56.21,"VIC","2949"
51.8,-0.78,48.2,"VIC","12079"
54.37,-2.54,45.63,"VIC","3568"
52.31,-6.22,47.69,"VIC","2953"
47.4,-3.54,52.6,"VIC","2954"
50.1,-6.54,49.9,"VIC","11514"
47.07,-6.96,52.93,"VIC","3386"
46.76,1.61,53.24,"VIC","91645"
58.06,-10.0,41.94,"VIC","91674"
45.38,-5.43,54.62,"VIC","91665"
54.87,-6.31,45.13,"VIC","91637"
53.26,-4.9,46.74,"VIC","3572"
52.45,-2.74,47.55,"VIC","3575"
53.15,-3.15,46.85,"VIC","91651"
47.27,-5.58,52.73,"VIC","2960"
48.53,-3.8,51.47,"VIC","3394"
54.78,-3.95,45.22,"VIC","3576"
51.39,-1.56,48.61,"VIC","3577"
52.11,-7.69,47.89,"VIC","3581"
54.6,-0.71,45.4,"VIC","3398"
41.79,-2.21,58.21,"VIC","32108"
48.19,-1.75,51.81,"VIC","3399"
51.64,-5.05,48.36,"VIC","3400"
41.48,-3.48,58.52,"VIC","34011"
51.97,-2.67,48.03,"VIC","2962"
48.59,-2.2,51.41,"VIC","4910"
47.29,-4.48,52.71,"VIC","3583"
40.08,0.85,59.92,"VIC","91710"
42.73,-2.4,57.27,"VIC","3584"
36.41,-0.46,63.59,"VIC","31766"
69.52,-1.71,30.48,"VIC","3587"
46.88,-9.19,53.12,"VIC","3588"
65.23,-3.1,34.77,"VIC","3589"
43.33,2.72,56.67,"VIC","35287"
60.58,-0.93,39.42,"VIC","31462"
77.78,-13.49,22.22,"VIC","65547"
60.8,-8.54,39.2,"VIC","3592"
64.1,-2.37,35.9,"VIC","3956"
56.55,-3.14,43.45,"VIC","64692"
54.19,5.98,45.81,"VIC","97535"
58.26,1.29,41.74,"VIC","97548"
52.08,-3.75,47.92,"VIC","97461"
48.76,-8.94,51.24,"VIC","3593"
41.79,4.91,58.21,"VIC","30201"
59.85,-5.65,40.15,"VIC","3594"
49.73,0.34,50.27,"VIC","36414"
58.25,-1.64,41.75,"VIC","3596"
61.32,-0.98,38.68,"VIC","3598"
67.01,-2.72,32.99,"VIC","3599"
61.03,-4.88,38.97,"VIC","3600"
63.15,-1.2,36.85,"VIC","3601"
64.87,-1.89,35.13,"VIC","3602"
62.53,-1.31,37.47,"VIC","3603"
55.9,-2.56,44.1,"VIC","11886"
44.23,-7.76,55.77,"VIC","3604"
52.55,-0.63,47.45,"VIC","3640"
51.68,-0.31,48.32,"VIC","65123"
50.04,-1.53,49.96,"VIC","33071"
52.12,-1.28,47.88,"VIC","11656"
47.72,1.84,52.28,"VIC","83451"
63.43,0.35,36.57,"VIC","31974"
37.42,6.04,62.58,"VIC","82825"
38.94,-4.27,61.06,"VIC","3607"
25.11,-5.13,74.89,"VIC","11652"
48.48,-10.87,51.52,"VIC","3608"
41.75,7.75,58.25,"VIC","82854"
44.21,-6.97,55.79,"VIC","65124"
47.86,-2.51,52.14,"VIC","3590"
62.82,0.8,37.18,"VIC","31051"
63.97,-4.47,36.03,"VIC","4159"
64.68,-7.11,35.32,"VIC","4160"
57.81,1.18,42.19,"VIC","3979"
53.98,-5.15,46.02,"VIC","3613"
45.44,1.77,54.56,"VIC","3615"
57.75,-9.82,42.25,"VIC","3617"
41.55,-0.56,58.45,"VIC","3618"
57.14,9.53,42.86,"VIC","65434"
48.2,-1.28,51.8,"VIC","3619"
51.74,-0.99,48.26,"VIC","3625"
0.0,0.0,0.0,"VIC","30202"
51.12,-5.49,48.88,"VIC","3629"
45.92,-3.78,54.08,"VIC","31295"
44.84,-1.93,55.16,"VIC","69887"
44.04,-13.59,55.96,"VIC","3631"
49.33,-1.18,50.67,"VIC","91941"
51.76,-1.24,48.24,"VIC","3635"
43.49,-0.36,56.51,"VIC","31697"
48.94,1.59,51.06,"VIC","83772"
36.42,-9.59,63.58,"VIC","3645"
45.86,-8.08,54.14,"VIC","3605"
45.27,-2.34,54.73,"VIC","31452"
39.14,3.82,60.86,"VIC","82831"
50.16,-4.0,49.84,"VIC","3606"
49.62,-10.92,50.38,"VIC","3646"
39.68,1.06,60.32,"VIC","83809"
45.8,-6.28,54.2,"VIC","11520"
30.72,-10.17,69.28,"VIC","3652"
54.29,-12.7,45.71,"VIC","3653"
51.61,-0.05,48.39,"VIC","3656"
43.6,-2.73,56.4,"VIC","66007"
50.0,-3.67,50.0,"VIC","11517"
57.73,-5.66,42.27,"VIC","3657"
54.14,-2.81,45.86,"VIC","3658"
63.7,-12.59,36.3,"VIC","31465"
60.86,-12.86,39.14,"VIC","3661"
56.65,-3.87,43.35,"VIC","3662"
43.56,1.39,56.44,"VIC","83697"
47.53,-3.91,52.47,"VIC","31059"
45.79,-0.1,54.21,"VIC","3663"
39.2,-6.38,60.8,"VIC","3664"
57.83,-3.9,42.17,"VIC","3609"
54.47,1.22,45.53,"VIC","3666"
41.07,0.91,58.93,"VIC","3667"
71.43,8.59,28.57,"VIC","3345"
68.67,1.12,31.33,"VIC","3346"
68.38,6.67,31.62,"VIC","4240"
54.55,9.74,45.45,"VIC","91788"
66.58,6.82,33.42,"VIC","46536"
65.93,8.13,34.07,"VIC","91905"
72.68,5.21,27.32,"VIC","31046"
28.57,71.43,71.43,"VIC","91908"
44.91,14.01,55.09,"VIC","91798"
66.14,-1.78,33.86,"VIC","91831"
70.8,5.51,29.2,"VIC","32904"
72.97,3.98,27.03,"VIC","3354"
58.3,10.43,41.7,"VIC","3355"
43.21,4.44,56.79,"VIC","3356"
58.87,6.31,41.13,"VIC","3357"
41.14,6.52,58.86,"VIC","83796"
71.48,8.42,28.52,"VIC","3359"
74.19,-11.27,25.81,"VIC","91790"
62.02,0.44,37.98,"VIC","97510"
64.04,-1.58,35.96,"VIC","91799"
61.85,6.37,38.15,"VIC","31048"
72.23,6.23,27.77,"VIC","3361"
75.26,1.03,24.74,"VIC","3362"
66.48,8.04,33.52,"VIC","82787"
73.07,5.28,26.93,"VIC","3363"
71.39,6.04,28.61,"VIC","3364"
71.57,7.37,28.43,"VIC","3365"
72.59,1.14,27.41,"VIC","3699"
65.82,7.81,34.18,"VIC","38309"
67.93,5.32,32.07,"VIC","3367"
69.26,9.46,30.74,"VIC","3347"
71.45,2.17,28.55,"VIC","3350"
63.2,3.44,36.8,"VIC","46561"
63.58,-0.81,36.42,"VIC","83803"
68.83,2.79,31.17,"VIC","47832"
52.57,3.04,47.43,"VIC","8907"
55.53,8.13,44.47,"VIC","47828"
51.8,9.62,48.2,"VIC","33282"
71.91,2.59,28.09,"VIC","3701"
56.77,-3.86,43.23,"VIC","92004"
65.07,-3.85,34.93,"VIC","4236"
67.63,-0.26,32.38,"VIC","8893"
67.76,-2.68,32.24,"VIC","3676"
70.54,-0.12,29.46,"VIC","3677"
70.64,1.4,29.36,"VIC","58455"
72.45,3.96,27.55,"VIC","4237"
66.33,5.1,33.67,"VIC","83734"
71.22,-1.4,28.78,"VIC","3678"
59.23,1.64,40.77,"VIC","83964"
65.96,-2.67,34.04,"VIC","4238"
55.56,4.44,44.44,"VIC","65439"
61.45,-3.45,38.55,"VIC","36443"
54.04,2.81,45.96,"VIC","47822"
67.74,-0.01,32.26,"VIC","30203"
59.24,-5.59,40.76,"VIC","92007"
80.0,-2.82,20.0,"VIC","3680"
81.11,-5.56,18.89,"VIC","3681"
72.88,-3.81,27.12,"VIC","58762"
80.5,-5.05,19.5,"VIC","3685"
54.46,8.98,45.54,"VIC","64709"
58.77,-2.98,41.23,"VIC","65111"
76.96,-4.97,23.04,"VIC","3687"
74.64,-3.1,25.36,"VIC","4248"
68.75,-0.47,31.25,"VIC","31984"
70.12,-6.14,29.88,"VIC","83904"
69.64,-2.45,30.36,"VIC","3693"
69.1,-4.19,30.9,"VIC","3694"
79.39,-3.93,20.61,"VIC","3695"
53.14,-2.88,46.86,"VIC","46531"
50.4,1.8,49.6,"VIC","83022"
60.57,-6.38,39.43,"VIC","82874"
61.23,-0.79,38.77,"VIC","32908"
60.33,-0.88,39.67,"VIC","4256"
77.7,-6.16,22.3,"VIC","3696"
67.27,-1.39,32.73,"VIC","3698"
70.85,-5.61,29.15,"VIC","3697"
63.73,9.43,36.27,"VIC","63605"
62.77,1.14,37.23,"VIC","91999"
60.88,-0.63,39.12,"VIC","3702"
64.29,-7.11,35.71,"VIC","83733"
64.1,-6.01,35.9,"VIC","3703"
66.75,-8.43,33.25,"VIC","3704"
56.28,-3.91,43.72,"VIC","3705"
73.1,-3.67,26.9,"VIC","3706"
78.37,-8.42,21.63,"VIC","3707"
71.58,-1.93,28.42,"VIC","3688"
24.42,-1.5,75.58,"VIC","3713"
30.45,-0.39,69.55,"VIC","3718"
26.07,-1.32,73.93,"VIC","32100"
33.82,-3.92,66.18,"VIC","3720"
27.27,1.3,72.73,"VIC","65459"
19.24,-2.37,80.76,"VIC","3727"
46.57,-3.83,53.43,"VIC","3729"
38.07,-2.06,61.93,"VIC","3731"
31.74,-2.52,68.26,"VIC","3732"
32.78,-6.46,67.22,"VIC","3733"
19.0,6.44,81.0,"VIC","83216"
51.93,3.1,48.07,"VIC","4387"
54.57,-5.47,45.43,"VIC","64689"
19.01,-5.3,80.99,"VIC","3743"
27.18,-2.79,72.82,"VIC","3744"
17.81,-1.0,82.19,"VIC","3748"
27.27,-2.42,72.73,"VIC","30204"
34.09,-5.64,65.91,"VIC","3753"
26.36,-3.11,73.64,"VIC","3844"
19.59,0.64,80.41,"VIC","3741"
27.35,0.01,72.65,"VIC","3763"
19.25,1.8,80.75,"VIC","3765"
50.28,-9.23,49.72,"VIC","3766"
26.97,-4.65,73.03,"VIC","3767"
39.41,-3.8,60.59,"VIC","4396"
25.69,-0.11,74.31,"VIC","3770"
32.8,-7.09,67.2,"VIC","31662"
32.29,-8.71,67.71,"VIC","3778"
30.4,-7.63,69.6,"VIC","46541"
26.32,0.19,73.68,"VIC","83206"
24.42,-5.51,75.58,"VIC","3781"
43.79,-1.38,56.21,"VIC","3783"
27.43,-3.25,72.57,"VIC","3784"
29.38,-1.71,70.62,"VIC","82929"
24.18,0.97,75.82,"VIC","3786"
49.43,-2.85,50.57,"VIC","3787"
38.1,-4.53,61.9,"VIC","3789"
41.01,-11.1,58.99,"VIC","3792"
52.91,-2.83,47.09,"VIC","4408"
51.04,2.45,48.96,"VIC","4410"
44.66,1.79,55.34,"VIC","65862"
13.04,1.1,86.96,"VIC","3799"
28.77,-2.88,71.23,"VIC","57719"
19.1,-0.95,80.9,"VIC","3802"
30.26,-3.24,69.74,"VIC","3804"
24.28,0.27,75.72,"VIC","3805"
17.75,2.32,82.25,"VIC","3807"
31.18,-4.02,68.82,"VIC","3808"
39.09,-9.45,60.91,"VIC","3810"
33.33,-2.99,66.67,"VIC","3811"
30.9,-0.8,69.1,"VIC","3815"
29.55,-2.6,70.45,"VIC","3817"
28.64,-5.44,71.36,"VIC","3818"
32.28,-1.7,67.72,"VIC","3819"
26.26,-3.25,73.74,"VIC","38292"
30.0,-4.71,70.0,"VIC","3820"
29.34,-4.11,70.66,"VIC","3824"
28.79,1.95,71.21,"VIC","3827"
33.56,3.77,66.44,"VIC","3834"
28.67,-3.48,71.33,"VIC","3836"
39.38,-1.38,60.62,"VIC","4428"
42.02,-1.59,57.98,"VIC","4429"
39.21,-2.97,60.79,"VIC","4389"
33.71,-1.24,66.29,"VIC","32107"
39.24,-5.99,60.76,"VIC","4430"
38.85,-0.72,61.15,"VIC","83204"
37.88,-2.6,62.12,"VIC","4432"
32.21,-9.35,67.79,"VIC","3840"
55.23,4.85,44.77,"VIC","4439"
27.19,-3.91,72.81,"VIC","3846"
40.78,-4.06,59.22,"VIC","3847"
32.54,-0.74,67.46,"VIC","4133"
35.61,-3.32,64.39,"VIC","83811"
48.45,-8.71,51.55,"VIC","31765"
39.0,-6.34,61.0,"VIC","4136"
49.16,-4.52,50.84,"VIC","3852"
51.15,-6.8,48.85,"VIC","31762"
47.33,-4.0,52.67,"VIC","3853"
39.33,-4.75,60.67,"VIC","4138"
36.44,-4.12,63.56,"VIC","4139"
33.33,3.51,66.67,"VIC","65443"
38.74,-6.86,61.26,"VIC","3854"
33.93,-7.39,66.07,"VIC","3855"
33.07,2.5,66.93,"VIC","3857"
32.14,-3.24,67.86,"VIC","3862"
37.76,1.55,62.24,"VIC","3860"
51.72,-8.24,48.28,"VIC","4145"
48.33,-15.33,51.67,"VIC","30205"
57.67,-6.14,42.33,"VIC","63669"
47.61,-7.41,52.39,"VIC","3859"
54.99,-6.94,45.01,"VIC","3864"
49.92,-9.03,50.08,"VIC","3865"
37.99,-4.85,62.01,"VIC","3866"
39.31,-2.25,60.69,"VIC","3896"
58.4,-4.54,41.6,"VIC","3897"
44.2,-7.27,55.8,"VIC","3867"
49.34,-8.1,50.66,"VIC","3868"
59.6,-8.11,40.4,"VIC","3877"
36.06,-2.51,63.94,"VIC","97599"
54.07,-5.34,45.93,"VIC","3869"
48.46,-4.03,51.54,"VIC","3872"
42.84,-4.64,57.16,"VIC","3873"
45.15,-5.01,54.85,"VIC","3874"
51.4,-2.33,48.6,"VIC","3902"
53.76,-6.6,46.24,"VIC","3912"
37.28,9.31,62.72,"VIC","83933"
45.71,6.25,54.29,"VIC","82810"
49.18,-9.88,50.82,"VIC","97507"
53.05,-13.8,46.95,"VIC","83906"
30.98,-5.91,69.02,"VIC","3875"
41.45,-1.37,58.55,"VIC","83939"
51.71,-6.85,48.29,"VIC","64688"
50.41,-7.55,49.59,"VIC","64648"
54.27,-8.81,45.73,"VIC","3913"
47.07,-12.31,52.93,"VIC","65901"
40.7,-0.31,59.3,"VIC","3881"
50.23,-13.17,49.77,"VIC","3882"
72.62,8.31,27.38,"VIC","92050"
68.88,2.14,31.12,"VIC","67006"
75.0,-12.5,25.0,"VIC","65441"
66.99,-2.4,33.01,"VIC","64674"
69.01,0.03,30.99,"VIC","34094"
70.55,-1.45,29.45,"VIC","97536"
71.58,-1.86,28.42,"VIC","83035"
67.24,6.29,32.76,"VIC","92053"
64.81,2.12,35.19,"VIC","47831"
69.52,1.5,30.48,"VIC","4251"
65.16,2.31,34.84,"VIC","46552"
74.85,3.97,25.15,"VIC","4242"
78.58,-4.28,21.42,"VIC","83488"
75.69,0.22,24.31,"VIC","4244"
65.63,14.11,34.38,"VIC","92052"
71.08,-0.55,28.92,"VIC","47825"
61.6,3.1,38.4,"VIC","3352"
0.0,-33.68,0.0,"VIC","35527"
54.35,4.23,45.65,"VIC","4245"
69.55,-2.33,30.45,"VIC","83482"
60.02,4.7,39.98,"VIC","36400"
83.89,-2.15,16.11,"VIC","92051"
70.55,0.67,29.45,"VIC","4246"
66.81,1.06,33.19,"VIC","4250"
64.24,4.7,35.76,"VIC","83780"
62.22,2.57,37.78,"VIC","38304"
69.74,3.55,30.26,"VIC","4252"
63.23,2.74,36.77,"VIC","46557"
66.52,-1.22,33.48,"VIC","4255"
71.32,11.74,28.68,"VIC","64645"
65.13,0.75,34.87,"VIC","47827"
66.62,8.39,33.38,"VIC","64711"
59.8,8.58,40.2,"VIC","63745"
66.21,2.65,33.79,"VIC","63747"
66.1,3.75,33.9,"VIC","47826"
47.71,0.77,52.29,"VIC","3334"
68.61,-1.14,31.39,"VIC","8897"
70.02,-0.03,29.98,"VIC","4263"
43.85,-8.16,56.15,"VIC","3917"
51.63,-7.01,48.37,"VIC","3416"
60.0,8.18,40.0,"VIC","65527"
47.9,-7.09,52.1,"VIC","3425"
41.24,-0.09,58.76,"VIC","3919"
47.02,-11.77,52.98,"VIC","3922"
65.15,-11.13,34.85,"VIC","3889"
55.71,-3.63,44.29,"VIC","3890"
47.5,-5.15,52.5,"VIC","3891"
55.39,-8.79,44.61,"VIC","31769"
51.5,-6.1,48.5,"VIC","3893"
38.5,-5.84,61.5,"VIC","3930"
45.09,-2.76,54.91,"VIC","30206"
60.07,-13.38,39.93,"VIC","65687"
48.08,-1.74,51.92,"VIC","3932"
59.19,-5.29,40.81,"VIC","63761"
41.79,-6.52,58.21,"VIC","3933"
49.5,-5.88,50.5,"VIC","3934"
53.21,-8.16,46.79,"VIC","4667"
54.63,-21.64,45.37,"VIC","4668"
0.0,-62.19,0.0,"VIC","65213"
61.55,-5.94,38.45,"VIC","3899"
47.83,-14.74,52.17,"VIC","97457"
43.28,-9.17,56.72,"VIC","3939"
47.82,-1.43,52.18,"VIC","3940"
44.14,-5.03,55.86,"VIC","3903"
34.28,-4.57,65.72,"VIC","34282"
28.39,-2.88,71.61,"VIC","3941"
40.32,-4.8,59.68,"VIC","3942"
48.09,-4.85,51.91,"VIC","3943"
59.21,-0.53,40.79,"VIC","32004"
47.1,-7.26,52.9,"VIC","97512"
52.36,-8.97,47.64,"VIC","83908"
58.3,-11.5,41.7,"VIC","3904"
52.17,-7.98,47.83,"VIC","3905"
58.19,-5.6,41.81,"VIC","34017"
52.01,-2.36,47.99,"VIC","64656"
53.65,-5.64,46.35,"VIC","3944"
63.85,-7.68,36.15,"VIC","4673"
61.51,-4.53,38.49,"VIC","4674"
58.94,-6.77,41.06,"VIC","4688"
50.31,-4.17,49.69,"VIC","83875"
47.73,-5.55,52.27,"VIC","83886"
28.04,-4.87,71.96,"VIC","3945"
40.75,-6.4,59.25,"VIC","3946"
30.17,-6.42,69.83,"VIC","3947"
67.0,-2.4,33.0,"VIC","92054"
56.96,-0.14,43.04,"VIC","92172"
52.67,-4.0,47.33,"VIC","65902"
42.2,4.01,57.8,"VIC","33295"
81.82,18.18,18.18,"VIC","65413"
65.38,-1.32,34.62,"VIC","83281"
56.94,-7.03,43.06,"VIC","82860"
68.05,-2.73,31.95,"VIC","83280"
71.94,1.32,28.06,"VIC","31050"
62.58,3.31,37.42,"VIC","32372"
62.77,1.42,37.23,"VIC","3960"
63.1,2.17,36.9,"VIC","64603"
54.97,3.14,45.03,"VIC","47810"
55.78,-0.54,44.22,"VIC","38290"
63.71,-1.37,36.29,"VIC","47813"
66.78,2.65,33.22,"VIC","47814"
59.29,6.49,40.71,"VIC","3961"
42.9,-6.09,57.1,"VIC","3624"
62.58,5.45,37.42,"VIC","83266"
67.94,1.14,32.06,"VIC","11647"
66.6,-2.87,33.4,"VIC","58783"
38.01,-0.67,61.99,"VIC","3628"
0.0,-42.27,0.0,"VIC","30207"
68.66,4.57,31.34,"VIC","11655"
70.56,2.31,29.44,"VIC","3966"
53.35,1.89,46.65,"VIC","63835"
71.06,1.21,28.94,"VIC","36441"
66.16,0.6,33.84,"VIC","46564"
64.3,2.41,35.7,"VIC","83365"
62.35,2.69,37.65,"VIC","3967"
60.75,-0.17,39.25,"VIC","64604"
66.23,-6.97,33.77,"VIC","63833"
67.4,0.46,32.6,"VIC","36442"
64.06,3.45,35.94,"VIC","83487"
42.11,-0.25,57.89,"VIC","3649"
69.28,-3.86,30.72,"VIC","83361"
65.36,0.59,34.64,"VIC","46567"
39.37,-4.82,60.63,"VIC","3665"
58.84,-0.45,41.16,"VIC","3238"
50.71,-6.29,49.29,"VIC","3887"
53.92,-5.28,46.08,"VIC","3988"
56.52,-3.89,43.48,"VIC","65519"
53.54,-4.02,46.46,"VIC","3220"
48.06,-2.17,51.94,"VIC","3221"
57.37,-0.11,42.63,"VIC","92247"
65.01,0.29,34.99,"VIC","3992"
67.56,1.93,32.44,"VIC","3993"
64.92,-2.36,35.08,"VIC","3223"
66.61,-4.83,33.39,"VIC","3225"
69.89,3.23,30.11,"VIC","3994"
56.11,-4.57,43.89,"VIC","3895"
56.91,-0.15,43.09,"VIC","30208"
51.05,3.66,48.95,"VIC","3227"
56.19,0.88,43.81,"VIC","11527"
55.07,-4.26,44.93,"VIC","3900"
37.59,-0.98,62.41,"VIC","3233"
52.15,-5.29,47.85,"VIC","65894"
56.36,-4.62,43.64,"VIC","4014"
52.89,-1.54,47.11,"VIC","83815"
53.62,-3.49,46.38,"VIC","4004"
59.85,-13.86,40.15,"VIC","92233"
60.71,-2.95,39.29,"VIC","3237"
45.65,-0.73,54.35,"VIC","36432"
62.2,-5.19,37.8,"VIC","3906"
70.6,-8.34,29.4,"VIC","3907"
59.93,-0.79,40.07,"VIC","3239"
57.04,-2.59,42.96,"VIC","58653"
62.16,0.76,37.84,"VIC","3909"
52.4,-5.88,47.6,"VIC","31846"
70.73,4.23,29.27,"VIC","92206"
78.05,-39.16,21.95,"VIC","92208"
68.7,1.52,31.3,"VIC","4008"
68.11,-6.52,31.89,"VIC","34061"
74.44,-0.84,25.56,"VIC","92270"
73.38,1.2,26.62,"VIC","4010"
76.8,-4.59,23.2,"VIC","4011"
55.85,-1.22,44.15,"VIC","3241"
53.74,-7.43,46.26,"VIC","82833"
49.92,-2.03,50.08,"VIC","3243"
55.62,-9.26,44.38,"VIC","92209"
55.19,4.33,44.81,"VIC","3222"
71.09,0.01,28.91,"VIC","4012"
44.59,-7.88,55.41,"VIC","3246"
40.49,-1.74,59.51,"VIC","3247"
37.6,11.43,62.4,"VIC","65892"
39.75,0.27,60.25,"VIC","4307"
39.14,10.27,60.86,"VIC","4019"
33.92,11.62,66.08,"VIC","4020"
55.6,7.05,44.4,"VIC","4023"
37.23,7.09,62.77,"VIC","4024"
35.92,5.2,64.08,"VIC","33123"
35.5,7.36,64.5,"VIC","4028"
42.86,11.69,57.14,"VIC","65557"
30.88,8.2,69.12,"VIC","4029"
29.66,4.72,70.34,"VIC","4313"
45.57,1.25,54.43,"VIC","4033"
38.09,6.74,61.91,"VIC","65662"
37.64,16.44,62.36,"VIC","4038"
31.52,4.19,68.48,"VIC","4040"
24.62,-6.49,75.38,"VIC","4041"
26.3,8.16,73.7,"VIC","4043"
0.0,0.0,0.0,"VIC","30209"
43.41,1.92,56.59,"VIC","4320"
40.2,13.65,59.8,"VIC","4046"
23.7,4.63,76.3,"VIC","4047"
37.12,-10.45,62.88,"VIC","4323"
51.49,0.85,48.51,"VIC","4324"
29.93,10.82,70.07,"VIC","4052"
32.77,4.3,67.23,"VIC","4325"
34.56,3.4,65.44,"VIC","4053"
23.72,6.71,76.28,"VIC","4054"
62.71,-9.5,37.29,"VIC","4059"
37.04,6.09,62.96,"VIC","4333"
55.57,2.66,44.43,"VIC","4336"
51.58,4.59,48.42,"VIC","4337"
37.0,5.26,63.0,"VIC","4339"
42.92,-5.35,57.08,"VIC","4891"
26.84,9.63,73.16,"VIC","4071"
29.11,13.11,70.89,"VIC","4072"
48.78,7.35,51.22,"VIC","4075"
32.33,7.61,67.67,"VIC","4077"
28.57,7.72,71.43,"VIC","4078"
37.07,6.68,62.93,"VIC","4081"
44.71,0.08,55.29,"VIC","4901"
25.81,14.57,74.19,"VIC","4352"
40.49,7.87,59.51,"VIC","4086"
29.41,-10.42,70.59,"VIC","4355"
36.9,9.62,63.1,"VIC","4088"
30.82,9.64,69.18,"VIC","4091"
61.95,4.72,38.05,"VIC","4092"
45.8,-12.08,54.2,"VIC","4358"
36.52,2.49,63.48,"VIC","4360"
38.55,1.6,61.45,"VIC","4362"
30.68,9.66,69.32,"VIC","4095"
28.5,7.53,71.5,"VIC","4065"
25.11,13.13,74.89,"VIC","4097"
35.0,12.97,65.0,"VIC","4098"
32.92,-4.18,67.08,"VIC","4366"
44.58,5.42,55.42,"VIC","8898"
48.75,-1.52,51.25,"VIC","4367"
51.41,-19.55,48.59,"VIC","4369"
35.99,10.62,64.01,"VIC","4104"
32.09,10.77,67.91,"VIC","4105"
63.83,-13.5,36.17,"VIC","4106"
39.15,9.3,60.85,"VIC","4107"
34.19,10.01,65.81,"VIC","33124"
35.47,9.11,64.53,"VIC","4111"
38.2,11.36,61.8,"VIC","46558"
31.82,13.97,68.18,"VIC","4112"
16.59,8.41,83.41,"VIC","4113"
41.89,13.39,58.11,"VIC","4117"
34.45,12.28,65.55,"VIC","31542"
38.69,11.26,61.31,"VIC","4119"
43.13,9.74,56.87,"VIC","4121"
46.46,8.22,53.54,"VIC","4124"
31.53,3.54,68.47,"VIC","4378"
38.12,11.59,61.88,"VIC","4128"
35.18,5.67,64.82,"VIC","4379"
60.43,-12.72,39.57,"VIC","4131"
68.52,-18.18,31.48,"VIC","97601"
58.9,-7.79,41.1,"VIC","11888"
54.84,-6.97,45.16,"VIC","4135"
64.29,8.44,35.71,"VIC","65539"
62.29,-11.01,37.71,"VIC","4140"
64.08,-8.63,35.92,"VIC","4141"
69.32,0.54,30.68,"VIC","92394"
61.89,-10.35,38.11,"VIC","4142"
68.07,-11.52,31.93,"VIC","4143"
64.64,-7.18,35.36,"VIC","4144"
59.77,-8.94,40.23,"VIC","31575"
59.89,-6.51,40.11,"VIC","3989"
60.35,-7.01,39.65,"VIC","3990"
57.65,-6.47,42.35,"VIC","3991"
67.69,-0.55,32.31,"VIC","63938"
64.71,-1.09,35.29,"VIC","58802"
80.12,-7.48,19.88,"VIC","3964"
53.54,-7.57,46.46,"VIC","97602"
53.52,-8.63,46.48,"VIC","3996"
45.1,-4.25,54.9,"VIC","30210"
62.18,-9.86,37.82,"VIC","4148"
51.79,2.87,48.21,"VIC","65868"
61.37,-5.31,38.63,"VIC","97454"
63.21,-0.79,36.79,"VIC","3968"
68.71,-6.23,31.29,"VIC","83756"
57.22,-2.9,42.78,"VIC","65860"
56.32,-6.61,43.68,"VIC","4000"
53.86,-6.23,46.14,"VIC","4001"
61.07,-13.64,38.93,"VIC","4150"
58.04,-7.77,41.96,"VIC","82991"
59.34,-8.43,40.66,"VIC","4002"
52.44,-2.6,47.56,"VIC","83817"
58.25,-8.13,41.75,"VIC","92370"
57.4,-5.77,42.6,"VIC","4005"
61.14,-10.87,38.86,"VIC","4154"
48.21,0.88,51.79,"VIC","97617"
60.77,-14.29,39.23,"VIC","4155"
62.72,-13.87,37.28,"VIC","4156"
60.88,-11.33,39.12,"VIC","4157"
57.29,-14.19,42.71,"VIC","83757"
46.05,-2.95,53.95,"VIC","4158"
64.15,-10.51,35.85,"VIC","4003"
55.98,5.13,44.02,"VIC","65867"
53.62,0.01,46.38,"VIC","4308"
60.84,-4.21,39.16,"VIC","4164"
67.69,-0.75,32.31,"VIC","51219"
71.43,-11.43,28.57,"VIC","65556"
62.2,-3.64,37.8,"VIC","4314"
64.3,2.39,35.7,"VIC","4165"
54.87,-0.54,45.13,"VIC","3380"
55.6,-1.53,44.4,"VIC","3381"
54.62,0.53,45.38,"VIC","83654"
0.0,0.0,0.0,"VIC","30211"
64.52,-11.7,35.48,"VIC","92404"
58.64,-1.21,41.36,"VIC","92406"
53.49,-3.49,46.51,"VIC","4168"
49.49,-4.43,50.51,"VIC","58457"
54.18,-2.06,45.82,"VIC","4329"
61.72,-1.05,38.28,"VIC","4330"
51.75,-2.39,48.25,"VIC","58458"
56.7,3.71,43.3,"VIC","4170"
59.64,-6.45,40.36,"VIC","4172"
55.57,-4.83,44.43,"VIC","38297"
72.12,-0.9,27.88,"VIC","4175"
66.3,-9.02,33.7,"VIC","4176"
48.23,-4.12,51.77,"VIC","4178"
45.46,-0.94,54.54,"VIC","4707"
63.36,-3.26,36.64,"VIC","4182"
53.2,9.29,46.8,"VIC","92436"
59.89,-1.95,40.11,"VIC","4347"
62.67,-7.32,37.33,"VIC","4348"
