objectid_1,objectid,heritage_i,location_i,name,status,status_dat,owner_name,descr,site_name,loc_type,title,block_key,district_n,district_i,division_n,division_i,heritage_r,shape_leng,shape_length,shape_area
2613,2613,1824,5172,Aboriginal Places in Stromlo and Kowen Forests,Final Registration,20050309.0,,,,Restricted,,100000000456,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,10651.7080836883,10651.7080836883,4173307.87029946
2614,2614,2029,2294,MRC100,Final Registration,20050308.0,,,,Restricted,,100000000456,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,10651.7080836883,10651.7080836883,4173307.87029946
2615,2615,2029,2295,MRC104,Final Registration,20050308.0,,,,Restricted,,100000000456,STROMLO,S,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#stromlo,10651.7080836883,10651.7080836883,4173307.87029946
2616,2616,1247,2891,RRF15 and PAD,Final Registration,20050309.0,,,,Restricted,,60000001546,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,9111.16093663482,9111.16093663482,4580929.5365365
2617,2617,1247,2890,RRF14 and PAD,Final Registration,20050309.0,,,,Restricted,,60000001546,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,9111.16093663482,9111.16093663482,4580929.5365365
2618,2618,1247,2922,RRF20 and PAD,Final Registration,20050309.0,,,,Restricted,,60000001546,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,9111.16093663482,9111.16093663482,4580929.5365365
2619,2619,2029,800,Tv 1,Final Registration,20050308.0,,,,Restricted,,60000001546,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,9111.16093663482,9111.16093663482,4580929.5365365
2664,2664,2023,5620,Crace 2 & PAD,Final Registration,20050308.0,,,,Restricted,,77120350027,GUNGAHLIN,G,CRACE,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#crace,95.99636107719441,95.99636107719441,539.958740256968
2629,2629,1162,1518,TUG12,Final Registration,20050309.0,,,,Restricted,,66106030024,TUGGERANONG,T,THEODORE,T,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#theodore,122.523137088757,122.523137088757,865.446627847423
2630,2630,1172,1415,LS 5,Final Registration,20050309.0,,,,Restricted,,55800250003,BELCONNEN,B,LAWSON,L,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/l#lawson,93.509846661955,93.509846661955,499.902965111654
2631,2631,2027,7539,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,77061590021,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,121.361854969053,121.361854969053,878.836274727785
2632,2632,2027,975,Gn6,Final Registration,20050308.0,,,,Restricted,,77061590021,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,121.361854969053,121.361854969053,878.836274727785
2633,2633,1172,1069,WBIF2,Final Registration,20050309.0,,,,Restricted,,55691170009,BELCONNEN,B,MACGREGOR,M,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#macgregor,81.1783058929697,81.1783058929697,304.395840921814
2634,2634,1166,2638,CA 2,Final Registration,20050309.0,,,,Restricted,,80000002100,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,899.03212665744,899.03212665744,40478.5308746992
2635,2635,1166,4472,Aboriginal Places in the District of Jerrabomberra,Final Registration,20050309.0,,,,Restricted,,80000002100,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,899.03212665744,899.03212665744,40478.5308746992
2636,2636,2021,5704,Glenloch 16 (G16),Final Registration,20050308.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.401968032198,16540.401968032198,5115455.77259927
2637,2637,2001,5681,BM1,Final Registration,20050308.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.401968032198,16540.401968032198,5115455.77259927
2638,2638,2027,5676,Black Mountain 5 (BM5),Final Registration,20050308.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.401968032198,16540.401968032198,5115455.77259927
2639,2639,1165,5633,Glenloch 13 (G13),Final Registration,20050309.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.401968032198,16540.401968032198,5115455.77259927
2640,2640,1165,5631,Glenloch 11 (G11),Final Registration,20050309.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.401968032198,16540.401968032198,5115455.77259927
2641,2641,1244,2710,Glenloch 7 and PAD,Final Registration,20050309.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.3754685624,16540.3754685624,5115458.36226693
2642,2642,2021,7505,Aboriginal Places along the Gungahlin Drive Extension,Final Registration,20050308.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.401968032198,16540.401968032198,5115455.77259927
2643,2643,2027,7555,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.401968032198,16540.401968032198,5115455.77259927
2644,2644,1167,2874,B1 and PAD,Final Registration,20050309.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.401968032198,16540.401968032198,5115455.77259927
2645,2645,1249,3043,Caswell Drive 1,Final Registration,20050309.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.401968032198,16540.401968032198,5115455.77259927
2646,2646,1247,1670,BMF9,Final Registration,20050309.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.401968032198,16540.401968032198,5115455.77259927
2647,2647,1165,5619,Glenloch 10 (G10),Final Registration,20050309.0,,,,Restricted,,10000001352,CANBERRA CENTRAL,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#canberra_central,16540.401968032198,16540.401968032198,5115455.77259927
2666,2666,2029,2288,MRC70,Final Registration,20050308.0,,,,Restricted,,160000000353,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,1953.3926932795498,1953.3926932795498,180629.930981355
2667,2667,2029,666,MRC73,Final Registration,20050308.0,,,,Restricted,,160000000353,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,1953.3926932795498,1953.3926932795498,180629.930981355
2668,2668,1247,2578,MAFT 06,Final Registration,20050309.0,,,,Restricted,,11100540013,CANBERRA CENTRAL,C,CAMPBELL,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#campbell,130.448177757058,130.448177757058,968.471318839792
2669,2669,1243,2950,FA1,Final Registration,20050309.0,,,,Restricted,,11100540013,CANBERRA CENTRAL,C,CAMPBELL,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#campbell,130.448177757058,130.448177757058,968.471318839792
2670,2670,1247,6645,Aboriginal Places in Canberra Nature Park Fire Trails,Final Registration,20050309.0,,,,Restricted,,11100540013,CANBERRA CENTRAL,C,CAMPBELL,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#campbell,130.448177757058,130.448177757058,968.471318839792
2671,2671,1244,2736,HPD PAD (AS-MD),Final Registration,20050309.0,,,,Restricted,,77050900017,GUNGAHLIN,G,CASEY,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#casey,64.9978358736784,64.9978358736784,125.99018121191601
2672,2672,2029,5454,TUG-2,Final Registration,20050308.0,,,,Restricted,,60000001595,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,6016.7718597186295,6016.7718597186295,1143842.23841715
2685,2685,307,256,"Aboriginal Places, District of Majura",Final Registration,19000101.0,,,,Restricted,,20000000701,MAJURA,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#majura,1908.1877578209399,1908.1877578209399,29984.5908597154
2686,2686,2023,5624,Crace 9,Final Registration,20050308.0,,,,Restricted,,77120640008,GUNGAHLIN,G,CRACE,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#crace,102.99639477551001,102.99639477551001,644.954512338738
2673,2673,2029,1134,MRC23,Final Registration,20050308.0,,,,Restricted,,60000001595,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,6016.7718597186295,6016.7718597186295,1143842.23841715
2674,2674,1162,1586,CLWB21,Final Registration,20050309.0,,,,Restricted,,55691440015,BELCONNEN,B,MACGREGOR,M,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#macgregor,93.0914831246778,93.0914831246778,520.557527040791
2675,2675,1234,4557,Florence Street,Nominated for Provisional Registration,,,,,Restricted,,88010050002,JERRABOMBERRA,J,OAKS ESTATE,O,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/o#oaks_estate,128.781467366274,128.781467366274,971.6587966166301
2676,2676,1983,2581,T2,Final Registration,20050309.0,,,,Restricted,,44460100003,WESTON CREEK,W,DUFFY,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#duffy,116.595064560817,116.595064560816,787.999361871465
2677,2677,1243,2950,FA1,Final Registration,20050309.0,,,,Restricted,,11100540026,CANBERRA CENTRAL,C,CAMPBELL,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#campbell,429.44994468051806,429.44994468051806,324.122355149311
2678,2678,1247,2578,MAFT 06,Final Registration,20050309.0,,,,Restricted,,11100540026,CANBERRA CENTRAL,C,CAMPBELL,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#campbell,429.44994468051806,429.44994468051806,324.122355149311
2679,2679,2023,5620,Crace 2 & PAD,Final Registration,20050308.0,,,,Restricted,,77120350006,GUNGAHLIN,G,CRACE,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#crace,95.99624675143379,95.99624675143379,539.957368399299
2680,2680,1172,1422,BELC 22,Final Registration,20050309.0,,,,Restricted,,50000001439,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,1390.56472121825,1390.56472121825,19499.1184248846
2681,2681,1172,4506,Aboriginal Places in the District of Belconnen,Final Registration,20050309.0,,,,Restricted,,50000001439,BELCONNEN,B,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#belconnen,1390.56472121825,1390.56472121825,19499.1184248846
2682,2682,1172,2814,BELC 9,Final Registration,20050309.0,,,,Restricted,,55781780005,BELCONNEN,B,DUNLOP,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dunlop,110.15816586049101,110.15816586049101,722.7156339850251
2683,2683,1243,4583,Aboriginal Places in the District of Majura,Final Registration,20050309.0,,,,Restricted,,22510020032,MAJURA,M,PIALLIGO,P,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#pialligo,1869.5893566504199,1869.5893566504199,228493.05530010897
2702,2702,2027,7545,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,77060290001,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,93.8350322917041,93.8350322917041,528.4727698379901
2703,2703,2027,2469,Scarred Tree (possible),Final Registration,20050308.0,,,,Restricted,,77060290001,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,93.8350322917041,93.8350322917041,528.4727698379901
2704,2704,171,93,TG 1 archaeological site and adjacent road easement,Nominated for Provisional Registration,19000101.0,,,,Restricted,,77060320003,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,109.61457269779,109.61457269779,686.6262791801561
2705,2705,2023,1174,Bindon & Pike a,Final Registration,20050308.0,,,,Restricted,,77190100003,GUNGAHLIN,G,BONNER,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bonner,95.99768789136449,95.99768789136449,539.973419339922
2706,2706,2029,2671,HA2,Final Registration,20050308.0,,,,Restricted,,68020220080,TUGGERANONG,T,HUME,H,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/h#hume,4777.2741867594295,4777.2741867594295,99791.7926327535
2707,2707,2029,5458,Hume PAD 5,Final Registration,20050308.0,,,,Restricted,,68020220080,TUGGERANONG,T,HUME,H,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/h#hume,4777.2741867594295,4777.2741867594295,99791.7926327535
2708,2708,2121,1108,Mt Franklin,Final Registration,,,,,Restricted,,120000000002,COTTER RIVER,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#cotter_river,4703.14881901839,4703.14881901839,547440.440249677
3305,3305,2029,530,MRC130,Final Registration,20050308.0,,,,Restricted,,110000000074,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,10144.048536456801,10144.048536456801,4733328.98882216
2709,2709,480,4633,ACT-NSW Border Markers (Group 1),Final Registration,20000914.0,,,,Restricted,,120000000002,COTTER RIVER,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#cotter_river,4703.14881901839,4703.14881901839,547440.440249677
2710,2710,1244,2736,HPD PAD (AS-MD),Final Registration,20050309.0,,,,Restricted,,77050970016,GUNGAHLIN,G,CASEY,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#casey,89.70784365232531,89.70784365232531,438.998112093487
2711,2711,1172,2814,BELC 9,Final Registration,20050309.0,,,,Restricted,,55781880001,BELCONNEN,B,DUNLOP,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dunlop,1819.43381362304,1819.43381362304,30215.2355161246
2712,2712,1172,1969,WB-C-C1/1,Final Registration,20050309.0,,,,Restricted,,55781880001,BELCONNEN,B,DUNLOP,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dunlop,1819.43381362304,1819.43381362304,30215.2355161246
2713,2713,1172,2499,12I1,Final Registration,20050309.0,,,,Restricted,,210000000001,MOLONGLO VALLEY,M,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/m#molonglo_valley,1113.52164901055,1113.52164901055,67726.0911811522
2714,2714,2027,7537,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,77061840017,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,125.423966694949,125.423966694949,839.5413242357561
2715,2715,2027,2394,GD4,Final Registration,20050308.0,,,,Restricted,,77061840017,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,125.42397896024599,125.42397896024599,839.5447310517419
2716,2716,1702,5110,Button Wrinklewort Habitat (Majura Field Firing Range and Stirling Park),Final Registration,20110303.0,,,,Restricted,,12121280002,CANBERRA CENTRAL,C,YARRALUMLA,Y,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/y#yarralumla,713.093013467402,713.093013467402,23486.6071350997
2717,2717,1247,4601,Aboriginal Places in Canberra Nature Park Fire Trails,Final Registration,20050309.0,,,,Restricted,,60000001552,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,9780.7681139842,9780.7681139842,2059127.63216106
2718,2718,2001,1119,Mt Taylor Site 1,Final Registration,20050308.0,,,,Restricted,,60000001552,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,9780.7681139842,9780.7681139842,2059127.63216106
2719,2719,1247,1745,MT Pad 1,Final Registration,20050309.0,,,,Restricted,,60000001552,TUGGERANONG,T,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/t#tuggeranong,9780.7681139842,9780.7681139842,2059127.63216106
2720,2720,1162,2792,CLB2FR,Final Registration,20050309.0,,,,Restricted,,33340400006,WODEN VALLEY,W,FARRER,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#farrer,137.573525154841,137.573525154841,1038.61957706473
2721,2721,1166,1329,Callum Brae PAD,Final Registration,20050309.0,,,,Restricted,,88031020011,JERRABOMBERRA,J,SYMONSTON,S,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/s#symonston,4157.78279948836,4157.78279948836,527758.212441758
2722,2722,1166,1075,JA8 (IF1),Final Registration,20050309.0,,,,Restricted,,80000002060,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,3474.43800133941,3474.43800133941,480300.26128099795
2730,2730,2023,2337,Gn3,Final Registration,20050308.0,,,,Restricted,,77061550006,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,123.36114325329099,123.36114325329099,618.709671470955
2731,2731,2023,5584,Crace PAD 3,Final Registration,20050308.0,,,,Restricted,,77120800003,GUNGAHLIN,G,CRACE,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#crace,95.99630391531471,95.99630391531471,539.958785352945
2732,2732,2027,7539,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,77061250010,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,118.284814684303,118.284814684303,842.3028049139639
2733,2733,2027,975,Gn6,Final Registration,20050308.0,,,,Restricted,,77061250010,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,118.284814684303,118.284814684303,842.3028049139639
2734,2734,2027,2214,C5/9; ST2,Final Registration,20050308.0,,,,Restricted,,77190630024,GUNGAHLIN,G,BONNER,B,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/b#bonner,98.14593940305642,98.14593940305642,477.322948415029
2735,2735,1253,1588,PF40C,Final Registration,20050309.0,,,,Restricted,,120000000020,COTTER RIVER,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#cotter_river,25266.812463684502,25266.812463684502,10772184.1425806
2736,2736,1253,2977,PF40B,Final Registration,20050309.0,,,,Restricted,,120000000020,COTTER RIVER,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#cotter_river,25266.812463684502,25266.812463684502,10772184.1425806
2737,2737,1253,1660,PF40A,Final Registration,20050309.0,,,,Restricted,,120000000020,COTTER RIVER,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#cotter_river,25266.812463684502,25266.812463684502,10772184.1425806
2738,2738,1823,2405,PF37,Final Registration,20050309.0,,,,Restricted,,120000000020,COTTER RIVER,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#cotter_river,25266.812463684502,25266.812463684502,10772184.1425806
2739,2739,1253,2953,PF40D,Final Registration,20050309.0,,,,Restricted,,120000000020,COTTER RIVER,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#cotter_river,25266.812463684502,25266.812463684502,10772184.1425806
2740,2740,1249,2608,Pierces Creek 2 (forestry),Final Registration,20050309.0,,,,Restricted,,120000000020,COTTER RIVER,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#cotter_river,25266.812463684502,25266.812463684502,10772184.1425806
2741,2741,1162,1577,CLWB6,Final Registration,20050309.0,,,,Restricted,,55781920010,BELCONNEN,B,DUNLOP,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dunlop,102.554616072076,102.554616072076,649.958058577767
2723,2723,1172,1418,LS 10,Final Registration,20050309.0,,,,Restricted,,55800070002,BELCONNEN,B,LAWSON,L,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/l#lawson,1923.97704264244,1923.97704264244,12688.4343250446
2742,2742,1166,6643,Aboriginal Places in the District of Jerrabomberra,Final Registration,20050309.0,,,,Restricted,,22510180004,MAJURA,M,PIALLIGO,P,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#pialligo,12898.6036630489,12898.6036630489,2622914.8955926
2768,2768,1162,1562,CLWB5,Final Registration,20050309.0,,,,Restricted,,55781930017,BELCONNEN,B,DUNLOP,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dunlop,95.8365432136849,95.8365432136849,531.4548713933671
2724,2724,1172,2841,LS 12,Final Registration,20050309.0,,,,Restricted,,55800070002,BELCONNEN,B,LAWSON,L,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/l#lawson,1923.97704264244,1923.97704264244,12688.4343250446
2725,2725,2027,7539,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,77061250022,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,120.313894446632,120.313894446632,827.8971944384571
2726,2726,2027,975,Gn6,Final Registration,20050308.0,,,,Restricted,,77061250022,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,120.313894446632,120.313894446632,827.8971944384571
2727,2727,1166,2639,CA 5,Final Registration,20050309.0,,,,Restricted,,80000000222,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,2134.01141713498,2134.01141713498,59146.3727973504
2728,2728,1166,2637,Oaks Estate 1,Final Registration,20050309.0,,,,Restricted,,80000000222,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,2134.01141713498,2134.01141713498,59146.3727973504
2743,2743,1243,1074,Honeysuckle IF2,Final Registration,20050309.0,,,,Restricted,,22510180004,MAJURA,M,PIALLIGO,P,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#pialligo,12898.603984127,12898.603984127,2622914.85660901
2744,2744,1243,2112,HTB13,Final Registration,20050309.0,,,,Restricted,,22510180004,MAJURA,M,PIALLIGO,P,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#pialligo,12898.603984127,12898.603984127,2622914.85660901
2750,2750,427,417,Aboriginal Place PH13,Final Registration,19941209.0,,,,Restricted,,77060270013,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,356.627204085243,356.627204085243,5859.302484611159
2769,2769,1165,5569,TNR38,Final Registration,20050309.0,,,,Restricted,,160000000143,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,5031.480610774939,5031.480610774939,1038168.25358868
2745,2745,1243,1073,Honeysuckle IF1,Final Registration,20050309.0,,,,Restricted,,22510180004,MAJURA,M,PIALLIGO,P,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#pialligo,12898.603984127,12898.603984127,2622914.85660901
2746,2746,1243,1002,Honeysuckle 1,Final Registration,20050309.0,,,,Restricted,,22510180004,MAJURA,M,PIALLIGO,P,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#pialligo,12898.603984127,12898.603984127,2622914.85660901
2751,2751,2521,8534,Traditional Nesting Sites of Peregrine Falcons,Nominated for Provisional Registration,,,,,Restricted,,80000002031,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,3811.56479166111,3811.56479166111,1046052.57430161
2752,2752,1166,4472,Aboriginal Places in the District of Jerrabomberra,Final Registration,20050309.0,,,,Restricted,,80000002031,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,3811.5648238724298,3811.5648238724298,1046052.60248993
2753,2753,1166,1330,MUGGA Q 2,Final Registration,20050309.0,,,,Restricted,,80000002031,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,3811.5648238724298,3811.5648238724298,1046052.60248993
2747,2747,1243,2111,PN1 ; P1,Final Registration,20050309.0,,,,Restricted,,22510180004,MAJURA,M,PIALLIGO,P,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#pialligo,12898.603984127,12898.603984127,2622914.85660901
2748,2748,1166,1331,CA 1,Final Registration,20050309.0,,,,Restricted,,22510180004,MAJURA,M,PIALLIGO,P,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#pialligo,12898.6036630489,12898.6036630489,2622914.8955926
2749,2749,427,2107,PH13,Final Registration,19941209.0,,,,Restricted,,77060270013,GUNGAHLIN,G,NGUNNAWAL,N,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/n#ngunnawal,356.627204085243,356.627204085243,5859.302484611159
2770,2770,1165,5571,TNR42,Final Registration,20050309.0,,,,Restricted,,160000000143,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,5031.480610774939,5031.480610774939,1038168.25358868
2755,2755,278,382,Savannah Woodland,Nominated for Provisional Registration,,,,,Restricted,,80000002031,JERRABOMBERRA,J,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/j#jerrabomberra,3811.56479166111,3811.56479166111,1046052.57430161
2756,2756,2027,7551,Aboriginal Scarred Trees across the ACT,Final Registration,20050308.0,,,,Restricted,,70000000792,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,5598.4520325467,5598.4520325467,1024746.12700302
2771,2771,362,1483,TNR14,Final Registration,20050309.0,,,,Restricted,,160000000143,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,5031.480610774939,5031.480610774939,1038168.25358868
2772,2772,362,335,Aboriginal Places on Firetrails and Containment Lines in Tidbinbilla Nature Reserve and Birrigai,Final Registration,20050309.0,,,,Restricted,,160000000143,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,5031.480610774939,5031.480610774939,1038168.25358868
3306,3306,2029,532,MRC132a+b,Final Registration,20050308.0,,,,Restricted,,110000000074,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,10144.048536456801,10144.048536456801,4733328.98882216
2757,2757,2023,2877,SCCA4,Final Registration,20050308.0,,,,Restricted,,70000000792,GUNGAHLIN,G,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#gungahlin,5598.4520325467,5598.4520325467,1024746.12700302
2773,2773,1823,5168,Aboriginal Places in Pierces Creek Forest,Final Registration,20050309.0,,,,Restricted,,160000000143,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,5031.480610774939,5031.480610774939,1038168.25358868
