sla_code_2006_,sla_name_2006_,ieo_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
405057144,Salisbury (C) - North-East,910,193,2,14,SA ,28,3,23,817,997,21962,0
405057146,Salisbury (C) - South-East,926,295,3,22,SA ,34,3,28,855,1021,34861,0
405057148,Salisbury (C) Bal,970,683,5,49,SA ,71,6,58,811,1116,10620,1
405057701,Tea Tree Gully (C) - Central,963,630,5,46,SA ,68,6,56,919,1064,25184,0
405057704,Tea Tree Gully (C) - Hills,999,865,7,62,SA ,94,8,77,948,1096,11828,0
405157981,Unley (C) - East,1141,1291,10,93,SA ,120,10,98,996,1181,19234,0
405057705,Tea Tree Gully (C) - North,1000,871,7,63,SA ,95,8,78,956,1060,26999,0
405057708,Tea Tree Gully (C) - South,980,752,6,54,SA ,80,7,66,897,1086,31961,0
805056389,O'Connor,1193,1370,10,99,ACT,92,9,89,1129,1238,4911,0
405101061,Charles Sturt (C) - Coastal,1022,976,7,70,SA ,105,9,86,814,1130,29956,0
805057209,Reid,1171,1339,10,96,ACT,82,8,79,1039,1239,1605,0
405101064,Charles Sturt (C) - Inner East,955,558,4,40,SA ,58,5,48,852,1046,21324,0
405101065,Charles Sturt (C) - Inner West,941,435,4,32,SA ,46,4,38,804,1046,23630,0
405101068,Charles Sturt (C) - North-East,965,645,5,47,SA ,70,6,57,787,1084,25621,0
405105895,Port Adel. Enfield (C) - Coast,951,528,4,38,SA ,56,5,46,794,1073,27504,0
405157984,Unley (C) - West,1122,1255,9,90,SA ,114,10,93,1030,1192,16765,0
405105896,Port Adel. Enfield (C) - Park,897,131,1,10,SA ,18,2,15,770,1003,14687,2
405105897,Port Adel. Enfield (C) - Port,909,188,2,14,SA ,26,3,22,833,1095,10355,0
805105679,Macquarie,1120,1250,9,90,ACT,55,6,53,1079,1153,2385,0
405108411,West Torrens (C) - East,1015,946,7,68,SA ,102,9,83,898,1115,23989,1
405108414,West Torrens (C) - West,995,845,7,61,SA ,90,8,74,901,1084,28168,0
530014281,Kalgoorlie/Boulder (C) - Pt A,944,471,4,34,WA ,37,3,24,822,1081,28244,1
405150121,Adelaide Hills (DC) - Central,1131,1273,10,92,SA ,115,10,94,1043,1205,12483,0
405150124,Adelaide Hills (DC) - Ranges,1115,1232,9,89,SA ,112,10,92,1012,1197,10066,0
405150701,Burnside (C) - North-East,1137,1286,10,93,SA ,119,10,97,1071,1214,21070,0
530051960,Coolgardie (S),879,80,1,6,WA ,4,1,3,834,937,3800,4
530054284,Kalgoorlie/Boulder (C) - Pt B,910,191,2,14,WA ,16,2,11,823,1040,179,27
405150704,Burnside (C) - South-West,1158,1319,10,95,SA ,121,10,99,1050,1215,20886,0
535053360,Exmouth (S),959,593,5,43,WA ,58,4,38,857,1004,2063,1
535057770,Shark Bay (S),948,501,4,36,WA ,40,3,26,923,997,858,7
405150911,Campbelltown (C) - East,1012,929,7,67,SA ,99,9,81,916,1106,26963,0
405150914,Campbelltown (C) - West,1011,922,7,67,SA ,98,8,80,898,1104,19197,0
405204064,Marion (C) - North,988,798,6,58,SA ,83,7,68,884,1091,24943,0
405155291,Norw. P'ham St Ptrs (C) - East,1051,1079,8,78,SA ,108,9,88,956,1152,15993,0
410150125,Adelaide Hills (DC) - North,1021,970,7,70,SA ,104,9,85,946,1081,6645,0
410150128,Adelaide Hills (DC) Bal,1001,874,7,63,SA ,96,8,79,923,1100,8664,0
805104149,Holt,1042,1052,8,76,ACT,14,2,14,1012,1073,4697,0
805101629,Cook,1179,1355,10,98,ACT,87,9,84,1130,1259,2817,0
405155294,Norw. P'ham St Ptrs (C) - West,1136,1282,10,92,SA ,118,10,96,1035,1216,17739,0
405158260,Walkerville (M),1135,1279,10,92,SA ,117,10,96,1055,1226,6964,0
420059039,Unincorp. Riverland,826,23,1,2,SA ,3,1,3,689,1098,131,0
420103080,Karoonda East Murray (DC),995,848,7,61,SA ,91,8,74,962,1073,1164,0
420105040,Murray Bridge (RC),876,74,1,6,SA ,9,1,8,755,1012,17679,4
420107290,Southern Mallee (DC),994,841,7,61,SA ,89,8,73,911,1187,2135,0
420107800,The Coorong (DC),941,439,4,32,SA ,47,4,39,831,1078,5668,0
425053360,Kingston (DC),943,461,4,34,SA ,50,5,41,872,1052,2325,0
425055090,Naracoorte and Lucindale (DC),958,584,5,42,SA ,60,5,49,843,1119,8079,0
425056860,Robe (DC),959,598,5,43,SA ,62,6,51,927,1075,1701,42
425057630,Tatiara (DC),963,624,5,45,SA ,66,6,54,871,1106,6862,0
425102250,Grant (DC),942,448,4,33,SA ,49,4,40,805,1042,7868,0
805250339,Banks,1026,996,8,72,ACT,9,1,9,989,1077,4904,0
405202601,Holdfast Bay (C) - North,1058,1094,8,79,SA ,110,9,90,942,1146,19170,0
425104620,Mount Gambier (C),900,145,2,11,SA ,21,2,18,691,1017,23493,0
405202604,Holdfast Bay (C) - South,1048,1076,8,78,SA ,107,9,87,957,1181,14132,0
710400201,Alice Springs (T) - Charles,985,783,6,57,NT ,54,6,60,737,1064,4543,6
405204065,Marion (C) - South,1001,875,7,63,SA ,97,8,79,935,1053,21231,0
405204341,Mitcham (C) - Hills,1120,1249,9,90,SA ,113,10,92,1031,1200,24036,0
405204061,Marion (C) - Central,984,779,6,56,SA ,81,7,66,834,1097,32527,0
430051750,Elliston (DC),1013,931,7,67,SA ,100,9,82,927,1118,1132,0
430051960,Franklin Harbour (DC),949,510,4,37,SA ,54,5,44,914,1080,1276,0
705051052,Lee Point-Leanyer Swamp,834,30,1,3,NT ,11,2,13,834,834,127,0
535102380,Cue (S),875,71,1,6,WA ,3,1,2,864,930,324,0
435259589,Unincorp. Far North,911,200,2,15,SA ,29,3,24,839,1025,1568,10
705051038,Karama,960,607,5,44,NT ,44,5,49,912,996,4777,0
405204344,Mitcham (C) - North-East,1135,1278,10,92,SA ,116,10,95,1041,1204,15381,0
410102750,Kangaroo Island (DC),963,625,5,45,SA ,67,6,55,890,1060,4260,0
705051044,Larrakeyah,1115,1235,9,89,NT ,89,10,98,1073,1163,3037,0
710302360,Mataranka (CGC),961,608,5,44,NT ,45,5,50,961,961,251,0
710302530,Nyirranggulung Mardrulk Ngadberre (CGC),835,32,1,3,NT ,12,2,14,725,942,936,10
405204345,Mitcham (C) - West,1056,1089,8,79,SA ,109,9,89,960,1156,22435,0
405205341,Onkaparinga (C) - Hackham,879,82,1,6,SA ,11,1,9,731,1035,13731,0
405205342,Onkaparinga (C) - Hills,1020,964,7,70,SA ,103,9,84,915,1137,11300,0
405205343,Onkaparinga (C) - Morphett,895,126,1,10,SA ,17,2,14,852,945,23049,0
405205344,Onkaparinga (C) - North Coast,887,96,1,7,SA ,12,1,10,811,974,17215,0
405205345,Onkaparinga (C) - Reservoir,1041,1048,8,76,SA ,106,9,87,921,1129,24940,0
405205346,Onkaparinga (C) - South Coast,927,304,3,22,SA ,36,3,30,871,1093,25123,0
430053220,Kimba (DC),992,830,6,60,SA ,87,8,71,923,1111,1112,0
415050430,Barunga West (DC),943,463,4,34,SA ,51,5,42,856,1075,2543,0
415051560,Copper Coast (DC),893,117,1,9,SA ,16,2,14,799,1015,11445,0
415058831,Yorke Peninsula (DC) - North,937,395,3,29,SA ,42,4,35,687,1097,7333,0
405205347,Onkaparinga (C) - Woodcroft,960,600,5,43,SA ,64,6,53,872,1046,34378,0
425108341,Wattle Range (DC) - East,942,443,4,32,SA ,48,4,40,791,1115,3188,0
425108344,Wattle Range (DC) - West,899,140,2,11,SA ,19,2,16,774,1070,8701,0
430051190,Cleve (DC),989,805,6,58,SA ,84,7,69,881,1082,1897,0
410050311,Barossa (DC) - Angaston,938,396,3,29,SA ,43,4,35,846,1019,7879,0
410050314,Barossa (DC) - Barossa,978,739,6,53,SA ,76,7,62,904,1043,7985,0
435251330,Coober Pedy (DC),891,106,1,8,SA ,13,2,11,829,931,1913,4
435256970,Roxby Downs (M),973,699,6,51,SA ,72,6,59,955,983,4054,5
410050315,Barossa (DC) - Tanunda,984,781,6,56,SA ,82,7,67,912,1061,4684,0
410053650,Light (RegC),955,563,5,41,SA ,59,5,48,879,1053,12362,0
410053920,Mallala (DC),902,155,2,12,SA ,22,2,18,842,950,7903,0
410154551,Mount Barker (DC) - Central,990,815,6,59,SA ,85,7,70,882,1071,18157,0
410154554,Mount Barker (DC) Bal,1013,932,7,67,SA ,101,9,83,867,1075,8278,0
410200221,Alexandrina (DC) - Coastal,946,485,4,35,SA ,52,5,43,865,1037,11510,4
410200224,Alexandrina (DC) - Strathalbyn,975,714,6,52,SA ,74,7,61,898,1118,9203,0
410208050,Victor Harbor (C),953,546,4,40,SA ,57,5,47,857,1029,12015,0
410208750,Yankalilla (DC),959,599,5,43,SA ,63,6,52,839,1071,4154,0
420050521,Berri & Barmera (DC) - Barmera,904,166,2,12,SA ,24,2,20,846,953,4132,0
505051310,Cambridge (T),1175,1349,10,97,WA ,150,10,97,1012,1225,23756,2
605052811,Hobart (C) - Inner,1116,1236,9,89,TAS,42,10,96,1102,1157,455,31
605052812,Hobart (C) - Remainder,1118,1247,9,90,TAS,43,10,98,934,1226,47246,0
605053611,Kingborough (M) - Pt A,1041,1047,8,76,TAS,40,10,91,887,1197,28220,0
605054811,Sorell (M) - Pt A,922,271,2,20,TAS,22,6,51,842,1023,10893,0
610051010,Central Highlands (M),916,232,2,17,TAS,19,5,44,819,1013,2242,3
610051512,Derwent Valley (M) - Pt B,894,120,1,9,TAS,8,2,19,815,988,2938,0
420050524,Berri & Barmera (DC) - Berri,917,235,2,17,SA ,31,3,26,777,1019,6801,0
420053791,Loxton Waikerie (DC) - East,935,369,3,27,SA ,40,4,33,812,1009,7128,0
420053794,Loxton Waikerie (DC) - West,910,190,2,14,SA ,27,3,22,832,999,4477,0
420054210,Mid Murray (DC),915,224,2,17,SA ,30,3,25,824,996,8037,6
430053570,Le Hunte (DC),993,836,6,60,SA ,88,8,72,939,1066,1313,0
430053710,Lower Eyre Peninsula (DC),978,744,6,54,SA ,78,7,64,918,1101,4402,0
430056300,Port Lincoln (C),920,256,2,19,SA ,33,3,27,773,1008,13602,0
430057910,Tumby Bay (DC),978,741,6,54,SA ,77,7,63,895,1113,2541,0
430101010,Ceduna (DC),934,347,3,25,SA ,38,4,31,780,1080,3572,0
430107490,Streaky Bay (DC),960,604,5,44,SA ,65,6,53,904,1095,2023,0
430109249,Unincorp. West Coast,927,302,3,22,SA ,35,3,29,882,933,458,0
435058540,Whyalla (C),892,109,1,8,SA ,14,2,12,799,1025,21416,0
435059389,Unincorp. Whyalla,857,53,1,4,SA ,5,1,5,805,1044,206,4
435155120,Northern Areas (DC),964,635,5,46,SA ,69,6,57,813,1099,4651,0
610054812,Sorell (M) - Pt B,962,614,5,44,TAS,34,8,78,907,991,1032,0
610055010,Southern Midlands (M),909,186,2,14,TAS,15,4,35,821,1058,5670,0
610055210,Tasman (M),933,340,3,25,TAS,23,6,53,867,986,2238,0
615052211,George Town (M) - Pt A,859,54,1,4,TAS,3,1,7,748,1008,5501,0
605051511,Derwent Valley (M) - Pt A,851,43,1,4,TAS,2,1,5,794,959,6541,0
605052610,Glenorchy (C),894,122,1,9,TAS,9,3,21,794,985,43412,0
435155400,Orroroo/Carrieton (DC),998,862,7,62,SA ,93,8,76,955,1105,933,0
505203150,East Fremantle (T),1141,1294,10,93,WA ,146,10,94,1087,1197,6698,0
615102212,George Town (M) - Pt B,920,259,2,19,TAS,21,5,48,886,967,1025,0
615104013,Launceston (C) - Pt C,947,492,4,36,TAS,32,8,73,911,972,2771,0
435155540,Peterborough (DC),879,81,1,6,SA ,10,1,9,793,1038,1902,0
435156451,Port Pirie C Dists (M) - City,863,61,1,5,SA ,7,1,6,743,966,13611,0
435156454,Port Pirie C Dists (M) Bal,949,509,4,37,SA ,53,5,44,900,1042,3531,0
505203432,Fremantle (C) - Remainder,1078,1152,9,83,WA ,138,9,89,955,1203,24008,0
505204830,Kwinana (T),896,127,1,10,WA ,7,1,5,803,1117,23195,4
505205320,Melville (C),1099,1200,9,86,WA ,140,9,90,988,1211,93001,0
505207490,Rockingham (C),943,460,4,33,WA ,34,3,22,783,1101,84309,0
505250210,Armadale (C),931,324,3,24,WA ,25,2,17,815,1078,50537,0
505250490,Belmont (C),966,650,5,47,WA ,65,5,42,891,1124,30331,0
505251330,Canning (C),1039,1041,8,75,WA ,127,9,82,808,1179,77306,0
505253780,Gosnells (C),944,472,4,34,WA ,38,3,25,843,1067,91579,1
505257700,Serpentine-Jarrahdale (S),955,564,5,41,WA ,51,4,33,872,1036,12892,2
505257840,South Perth (C),1132,1276,10,92,WA ,145,10,93,1038,1215,38360,1
505258510,Victoria Park (T),1069,1126,9,81,WA ,137,9,88,879,1185,27956,4
510015110,Mandurah (C),928,310,3,23,WA ,24,2,16,795,1365,55815,1
510016230,Murray (S),916,230,2,17,WA ,19,2,13,828,1107,11970,0
435159459,Unincorp. Pirie,990,818,6,59,SA ,86,7,70,942,1076,257,0
520056440,Narrogin (T),949,507,4,37,WA ,43,3,28,815,1039,4238,0
435201830,Flinders Ranges (DC),931,327,3,24,SA ,37,4,31,910,997,1730,0
435204830,Mount Remarkable (DC),976,721,6,52,SA ,75,7,61,888,1064,2842,0
435206090,Port Augusta (C),893,115,1,9,SA ,15,2,13,785,1000,13876,7
505051750,Claremont (T),1183,1361,10,98,WA ,151,10,97,1111,1234,8939,0
520058610,Wagin (S),950,523,4,38,WA ,46,3,30,869,1115,1843,0
520058680,Wandering (S),1043,1057,8,76,WA ,128,9,83,1007,1117,355,0
520058890,West Arthur (S),1061,1102,8,79,WA ,135,9,87,926,1152,853,0
520059100,Wickepin (S),1029,1005,8,72,WA ,124,8,80,942,1173,716,0
520059170,Williams (S),1016,952,7,69,WA ,117,8,76,922,1129,866,0
505052170,Cottesloe (T),1207,1386,10,100,WA ,155,10,100,1170,1234,7257,0
520104900,Lake Grace (S),1032,1014,8,73,WA ,125,9,81,957,1151,1456,0
525051680,Chittering (S),957,578,5,42,WA ,57,4,37,900,1057,3520,0
525052590,Dandaragan (S),962,623,5,45,WA ,61,4,40,860,1118,2884,0
525053570,Gingin (S),937,391,3,29,WA ,30,2,20,876,1032,4319,0
620050811,Central Coast (M) - Pt A,916,226,2,17,TAS,17,4,39,819,1086,17595,0
620051610,Devonport (C),898,134,1,10,TAS,11,3,26,744,1032,24014,0
620053811,Latrobe (M) - Pt A,916,228,2,17,TAS,18,5,41,821,1007,7902,0
620055411,Waratah/Wynyard (M) - Pt A,903,159,2,12,TAS,13,3,30,796,1090,10903,0
620100612,Burnie (C) - Pt B,901,151,2,11,TAS,12,3,28,856,955,2057,0
620100812,Central Coast (M) - Pt B,942,447,4,33,TAS,29,7,66,873,1005,3068,0
620101210,Circular Head (M),893,116,1,9,TAS,7,2,16,785,989,7954,0
620103210,Kentish (M),893,113,1,9,TAS,6,2,14,765,993,5762,0
620103410,King Island (M),949,519,4,38,TAS,33,8,76,881,1074,1639,0
620103812,Latrobe (M) - Pt B,962,619,5,45,TAS,35,8,80,892,1008,728,0
620105412,Waratah/Wynyard (M) - Pt B,939,418,3,30,TAS,27,7,62,814,995,2508,0
620155610,West Coast (M),862,60,1,5,TAS,4,1,10,811,922,5003,0
705051004,Alawa,1015,947,7,68,NT ,69,8,76,960,1055,2125,0
505055740,Mosman Park (T),1144,1298,10,93,WA ,148,10,95,1041,1195,8251,0
505056580,Nedlands (C),1198,1380,10,99,WA ,154,10,99,1071,1241,20335,1
525104690,Koorda (S),975,707,6,51,WA ,78,6,51,913,1091,430,0
705051008,Anula,1008,911,7,66,NT ,64,8,71,973,1025,2394,0
505056930,Peppermint Grove (S),1196,1377,10,99,WA ,153,10,99,1175,1222,1582,0
525106650,Northam (T),902,158,2,12,WA ,12,1,8,808,971,6008,0
525106720,Northam (S),944,470,4,34,WA ,36,3,24,837,1068,3793,0
525107350,Quairading (S),975,718,6,52,WA ,81,6,52,890,1175,1020,0
505057081,Perth (C) - Inner,1141,1295,10,93,WA ,147,10,95,1099,1236,1079,5
505057082,Perth (C) - Remainder,1160,1321,10,95,WA ,149,10,96,955,1292,10494,0
505057980,Subiaco (C),1193,1371,10,99,WA ,152,10,98,948,1280,16379,0
525109310,Wongan-Ballidu (S),1001,873,7,63,WA ,103,7,67,942,1096,1387,0
525109450,Wyalkatchem (S),960,603,5,44,WA ,59,4,38,895,1098,565,0
525109730,York (S),987,797,6,58,WA ,90,6,58,943,1165,3114,0
525151120,Bruce Rock (S),1000,869,7,63,WA ,101,7,65,923,1111,952,0
525154410,Kellerberrin (S),939,414,3,30,WA ,33,3,22,879,1097,1181,0
525155460,Merredin (S),957,576,5,42,WA ,56,4,36,854,1103,3247,0
525155880,Mount Marshall (S),1043,1058,8,76,WA ,129,9,83,934,1117,615,0
705051064,Marrara,1041,1051,8,76,NT ,76,9,84,997,1077,1399,0
505058570,Vincent (T),1125,1262,10,91,WA ,143,10,92,1039,1209,26879,0
505100350,Bassendean (T),993,833,6,60,WA ,95,7,61,923,1056,13463,0
505100420,Bayswater (C),1017,954,7,69,WA ,118,8,76,923,1146,55800,0
505104200,Kalamunda (S),995,847,7,61,WA ,97,7,63,859,1160,49536,0
505106090,Mundaring (S),1011,921,7,66,WA ,110,8,71,839,1158,35095,2
505108050,Swan (C),955,562,5,41,WA ,50,4,33,832,1122,93279,0
505154171,Joondalup (C) - North,1024,987,8,71,WA ,122,8,79,937,1158,49675,0
505157916,Stirling (C) - South-Eastern,1129,1271,10,92,WA ,144,10,93,1035,1204,15697,0
505158761,Wanneroo (C) - North-East,975,708,6,51,WA ,79,6,51,884,1052,31803,0
505158764,Wanneroo (C) - North-West,970,680,5,49,WA ,73,5,47,882,1119,37652,1
705051011,Bayview-Woolner,1108,1222,9,88,NT ,88,10,97,1076,1121,1759,0
505158767,Wanneroo (C) - South,943,464,4,34,WA ,35,3,23,855,1046,41486,0
505201820,Cockburn (C),977,731,6,53,WA ,84,6,54,851,1112,74473,0
705051014,Brinkin,1117,1242,9,89,NT ,90,10,99,1082,1147,1039,0
705051018,City - Inner,1061,1103,8,80,NT ,81,9,90,1013,1091,2484,1
705051068,Millner,1014,938,7,68,NT ,68,8,75,967,1064,2368,0
505203431,Fremantle (C) - Inner,1121,1252,9,90,WA ,142,10,92,1057,1182,826,0
510031401,Capel (S) - Pt A,1022,979,8,71,WA ,119,8,77,994,1084,6012,0
705051078,Nakara,1047,1070,8,77,NT ,78,9,86,1003,1080,1913,0
705051084,Narrows,977,729,6,53,NT ,50,6,55,977,977,653,0
510032661,Dardanup (S) - Pt A,911,199,2,15,WA ,17,2,11,874,942,7719,0
510033991,Harvey (S) - Pt A,956,572,5,41,WA ,55,4,36,814,1053,11534,0
510100630,Boddington (S),945,481,4,35,WA ,39,3,26,891,1006,1377,0
510101404,Capel (S) - Pt B,956,570,5,41,WA ,54,4,35,907,1047,4194,0
510101890,Collie (S),881,88,1,7,WA ,5,1,4,787,932,8611,0
510102664,Dardanup (S) - Pt B,974,702,6,51,WA ,77,5,50,898,1066,2617,0
510102870,Donnybrook-Balingup (S),977,726,6,53,WA ,83,6,54,879,1050,4738,0
510103994,Harvey (S) - Pt B,920,254,2,19,WA ,21,2,14,813,1060,8021,0
510108820,Waroona (S),901,149,2,11,WA ,11,1,8,853,952,3451,0
510150280,Augusta-Margaret River (S),1006,898,7,65,WA ,106,7,68,910,1099,10352,0
510151260,Busselton (S),968,667,5,48,WA ,70,5,45,871,1126,25355,0
510200770,Boyup Brook (S),1014,934,7,67,WA ,112,8,72,927,1127,1479,0
510200840,Bridgetown-Greenbushes (S),963,626,5,45,WA ,62,4,40,865,1020,3952,0
510205180,Manjimup (S),937,388,3,28,WA ,29,2,19,847,1122,9255,0
510206300,Nannup (S),987,796,6,58,WA ,89,6,58,917,1097,1190,0
515051050,Broomehill (S),1016,949,7,68,WA ,116,8,75,884,1117,478,0
515053640,Gnowangerup (S),1014,936,7,68,WA ,113,8,73,937,1143,1362,0
515054130,Jerramungup (S),1033,1019,8,73,WA ,126,9,81,935,1125,1128,0
515054340,Katanning (S),916,233,2,17,WA ,20,2,13,842,1139,4210,0
515054480,Kent (S),1083,1170,9,84,WA ,139,9,90,1036,1145,575,0
515054550,Kojonup (S),1015,943,7,68,WA ,114,8,74,925,1153,2150,0
515058120,Tambellup (S),1024,983,8,71,WA ,120,8,77,911,1155,659,0
515059380,Woodanilling (S),1069,1125,9,81,WA ,136,9,88,1036,1111,399,0
515100081,Albany (C) - Central,950,522,4,38,WA ,45,3,29,842,1116,15978,0
515100084,Albany (C) Bal,970,678,5,49,WA ,72,5,47,879,1093,15597,1
515102240,Cranbrook (S),1015,945,7,68,WA ,115,8,74,907,1098,1063,0
515102730,Denmark (S),1029,1004,8,72,WA ,123,8,79,964,1105,4511,0
515107210,Plantagenet (S),979,747,6,54,WA ,85,6,55,885,1127,4484,0
520050910,Brookton (S),968,664,5,48,WA ,69,5,45,906,1122,980,0
520052310,Cuballing (S),999,866,7,63,WA ,100,7,65,905,1134,782,0
525055600,Moora (S),966,648,5,47,WA ,64,5,42,902,1100,2411,0
710400203,Alice Springs (T) - Heavitree,988,804,6,58,NT ,56,7,62,950,1011,2145,17
525058540,Victoria Plains (S),1044,1061,8,77,WA ,131,9,84,887,1078,903,0
525100560,Beverley (S),979,749,6,54,WA ,86,6,56,833,1103,1562,0
525102450,Cunderdin (S),961,612,5,44,WA ,60,4,39,847,1079,1249,0
525102520,Dalwallinu (S),999,864,7,62,WA ,99,7,64,944,1108,1367,0
525102940,Dowerin (S),1001,879,7,63,WA ,104,7,67,933,1092,702,0
805108649,Weetangera,1173,1343,10,97,ACT,84,9,81,1165,1177,2545,0
525103710,Goomalling (S),974,701,6,51,WA ,76,5,49,907,1091,936,0
525155950,Mukinbudin (S),998,858,7,62,WA ,98,7,63,932,1066,577,0
705051118,Wagaman,970,685,5,50,NT ,48,6,53,965,985,2036,0
525156370,Narembeen (S),1002,882,7,64,WA ,105,7,68,948,1075,905,0
525156860,Nungarin (S),993,835,6,60,WA ,96,7,62,930,1080,244,0
525158400,Trayning (S),988,801,6,58,WA ,91,6,59,868,1050,393,0
525159030,Westonia (S),1024,985,8,71,WA ,121,8,78,1024,1024,213,0
525159660,Yilgarn (S),949,515,4,37,WA ,44,3,29,855,1080,1414,0
530054970,Laverton (S),906,176,2,13,WA ,14,1,9,788,952,729,43
705051124,Wanguri,1025,992,8,72,NT ,70,8,77,1023,1028,1859,0
705051128,Winnellie,907,180,2,13,NT ,37,5,41,844,929,305,0
530055040,Leonora (S),922,273,2,20,WA ,22,2,15,911,929,1410,0
530055390,Menzies (S),900,142,2,11,WA ,9,1,6,836,938,216,2
530056620,Ngaanyatjarraku (S),849,41,1,3,WA ,2,1,2,789,943,1334,6
530103080,Dundas (S),898,135,1,10,WA ,8,1,6,835,986,1067,3
530103290,Esperance (S),956,565,5,41,WA ,52,4,34,808,1096,12965,0
530107420,Ravensthorpe (S),972,693,5,50,WA ,74,5,48,898,1087,1949,0
535058470,Upper Gascoyne (S),887,97,1,7,WA ,6,1,4,823,947,285,0
805058289,Turner,1194,1372,10,99,ACT,93,9,90,848,1251,3008,0
535105810,Mount Magnet (S),936,376,3,27,WA ,28,2,18,929,1006,457,0
535106160,Murchison (S),975,711,6,51,WA ,80,6,52,874,1065,113,18
705051024,Coconut Grove,993,840,7,61,NT ,59,7,65,936,1030,2593,0
805058559,Watson,1155,1314,10,95,ACT,76,8,74,1109,1218,4187,0
535107630,Sandstone (S),904,167,2,12,WA ,13,1,9,904,904,120,0
535109250,Wiluna (S),900,143,2,11,WA ,10,1,7,711,991,680,56
535109590,Yalgoo (S),956,567,5,41,WA ,53,4,34,911,1088,243,0
535151470,Carnamah (S),966,652,5,47,WA ,66,5,43,882,1117,747,0
535151610,Chapman Valley (S),1009,915,7,66,WA ,108,7,70,979,1054,913,0
535152030,Coorow (S),969,676,5,49,WA ,71,5,46,886,1124,1200,0
535153854,Greenough (S) - Pt B,967,659,5,48,WA ,68,5,44,944,988,1399,35
535154060,Irwin (S),935,362,3,26,WA ,27,2,18,875,1035,3055,0
705102802,Bakewell,966,654,5,47,NT ,46,6,51,946,986,2992,0
535155530,Mingenew (S),1012,927,7,67,WA ,111,8,72,936,1123,472,0
705051048,Leanyer,1036,1030,8,74,NT ,75,9,83,993,1059,4588,0
535155670,Morawa (S),983,770,6,56,WA ,88,6,57,932,1150,826,0
535156020,Mullewa (S),980,751,6,54,WA ,87,6,56,909,1061,910,0
535156790,Northampton (S),938,400,3,29,WA ,31,2,20,728,1118,3206,0
535157000,Perenjori (S),1008,908,7,66,WA ,107,7,69,920,1088,529,0
535158260,Three Springs (S),992,831,6,60,WA ,94,7,61,907,1145,662,0
540053220,East Pilbara (S),923,277,2,20,WA ,23,2,15,751,1007,6543,17
540057280,Port Hedland (T),954,553,4,40,WA ,48,4,31,697,1063,11957,12
540100250,Ashburton (S),934,360,3,26,WA ,26,2,17,597,976,6080,0
540107560,Roebourne (S),966,656,5,47,WA ,67,5,43,752,1038,16421,3
545053920,Halls Creek (S),835,31,1,3,WA ,1,1,1,723,1098,3136,34
545059520,Wyndham-East Kimberley (S),954,554,4,40,WA ,49,4,32,725,1080,6596,4
545100980,Broome (S),976,723,6,52,WA ,82,6,53,765,1059,13058,2
545102800,Derby-West Kimberley (S),908,182,2,14,WA ,15,1,10,717,1168,6507,7
605050410,Brighton (M),840,33,1,3,TAS,1,1,3,725,959,14120,5
605051410,Clarence (C),978,745,6,54,TAS,37,9,85,739,1099,49638,2
705051028,Fannie Bay,1068,1120,9,81,NT ,83,10,92,760,1120,2434,0
705051034,Jingili,1034,1022,8,74,NT ,73,9,81,989,1059,1820,0
705051054,Ludmilla,1008,904,7,65,NT ,62,7,69,735,1091,1702,0
705051058,Malak,977,727,6,53,NT ,49,6,54,913,1031,3263,0
705051088,Nightcliff,1071,1129,9,81,NT ,84,10,93,982,1115,3357,0
805100279,Aranda,1197,1379,10,99,ACT,95,10,92,1180,1219,2411,0
705051098,Rapid Creek,1100,1202,9,87,NT ,87,10,96,1064,1135,2934,0
705051134,Wulagi,1027,999,8,72,NT ,71,8,79,994,1044,2554,0
710400205,Alice Springs (T) - Larapinta,999,867,7,63,NT ,60,7,66,751,1072,8258,0
705051104,Stuart Park,1060,1101,8,79,NT ,80,9,88,1014,1097,3493,0
705102804,Driver,968,665,5,48,NT ,47,6,52,949,979,2715,0
805151269,Chifley,1121,1253,9,90,ACT,56,6,54,1099,1147,2324,0
705051138,City - Remainder,984,777,6,56,NT ,53,6,59,911,1007,2298,1
705202304,Litchfield (S) - Pt A,1029,1007,8,73,NT ,72,8,80,905,1080,1232,57
705202308,Litchfield (S) - Pt B,977,730,6,53,NT ,51,6,57,931,1027,14323,0
710050540,Belyuen (CGC),800,6,1,1,NT ,3,1,4,800,800,173,0
710050700,Coomalie (CGC),982,768,6,56,NT ,52,6,58,907,1015,1105,3
710050759,Cox-Finniss,900,148,2,11,NT ,34,4,38,861,965,384,0
705051108,The Gardens,1075,1142,9,82,NT ,86,10,95,1075,1075,568,0
705051114,Tiwi,1073,1134,9,82,NT ,85,10,94,999,1281,2515,0
705102824,Palmerston (C) Bal,1013,930,7,67,NT ,67,8,74,731,1063,2835,0
710050770,Cox Peninsula (CGC),990,813,6,59,NT ,57,7,63,990,990,294,0
710104050,Tiwi Islands (CGC),861,58,1,5,NT ,23,3,26,844,913,2128,3
710302270,Lajamanu (CGC),853,46,1,4,NT ,20,3,22,853,853,669,0
