lga_code_2016,p_55_64_ud_wk_l_5_hrs,p_55_64_ud_wk_5_14_hrs,p_55_64_ud_wk_15_29_hrs,p_55_64_ud_wk_30h_more,p_55_64_no_ud_wk,p_55_64_ud_wk_ns,p_55_64_os_v,p_55_64_yr_tot,p_65_74_ud_wk_l_5_hrs,p_65_74_ud_wk_5_14_hrs,p_65_74_ud_wk_15_29_hrs,p_65_74_ud_wk_30h_more,p_65_74_no_ud_wk,p_65_74_ud_wk_ns,p_65_74_os_v,p_65_74_yr_tot,p_75_84_ud_wk_l_5_hrs,p_75_84_ud_wk_5_14_hrs,p_75_84_ud_wk_15_29_hrs,p_75_84_ud_wk_30h_more,p_75_84_no_ud_wk,p_75_84_ud_wk_ns,p_75_84_os_v,p_75_84_yr_tot,p_85ov_ud_wk_l_5_h,p_85ov_ud_wk_5_14_h,p_85ov_ud_wk_15_29_h,p_85ov_ud_wk_30h_more,p_85ov_no_ud_wk,p_85ov_ud_wk_ns,p_85ov_os_v,p_85_yr_over_tot,p_tot_ud_wk_l_5_hrs,p_tot_ud_wk_5_14_hrs,p_tot_ud_wk_15_29_hrs,p_tot_ud_wk_30h_more,p_tot_no_ud_wk,p_tot_ud_wk_ns,p_total_os_v,p_total_total,lga_name16
49399,156,256,94,59,334,266,11,1181,88,156,64,59,181,173,8,728,20,27,11,8,42,55,4,175,3,0,0,0,5,9,0,25,854,1104,436,311,1578,1246,131,5660,Unincorporated SA
50080,859,1606,828,543,691,387,55,4968,467,943,638,679,800,385,27,3937,223,403,305,330,615,327,8,2210,102,149,68,66,435,214,4,1032,5940,7861,3836,3349,5226,2835,300,29352,Albany (C)
50210,1252,2337,1257,904,1606,552,262,8176,608,1246,871,870,1334,547,114,5581,227,460,317,333,781,430,33,2590,99,116,69,51,362,252,8,954,12874,16153,7193,6643,13076,4588,747,61272,Armadale (C)
50250,306,392,149,98,1501,727,77,3253,77,116,51,48,247,151,16,702,14,20,11,14,33,37,0,134,0,0,0,0,4,0,0,5,2833,2875,905,827,10526,5182,511,23659,Ashburton (S)
50280,294,653,347,186,235,195,39,1948,142,354,236,229,204,147,26,1345,55,99,94,102,130,77,3,565,28,37,21,17,79,39,0,219,2175,3220,1651,1302,1532,1197,470,11551,Augusta-Margaret River (S)
50350,328,591,243,167,298,120,20,1767,140,323,206,168,310,115,12,1273,81,134,86,87,264,106,3,752,31,45,24,17,160,38,0,324,2826,3482,1401,1087,2484,824,96,12208,Bassendean (T)
50420,1343,2220,1003,621,1429,469,148,7232,668,1315,829,648,1313,526,98,5387,339,618,372,333,940,522,23,3147,165,168,99,65,572,419,3,1495,13018,14300,5583,4168,11978,4234,718,53990,Bayswater (C)
50490,667,1175,492,325,880,448,145,4151,304,606,403,274,752,391,70,2800,159,304,190,190,624,312,8,1784,95,87,58,38,357,163,0,791,7320,7969,2989,2367,8214,4101,575,33532,Belmont (C)
50560,35,79,52,50,53,31,0,308,25,51,38,71,60,34,0,280,7,20,17,27,32,32,0,140,3,8,5,3,18,11,0,41,181,304,183,234,298,191,5,1408,Beverley (S)
50630,62,79,33,38,63,25,0,301,13,37,20,32,32,26,0,152,6,14,3,12,23,19,0,73,0,3,0,0,4,3,0,12,376,493,220,215,384,209,5,1899,Boddington (S)
51080,28,41,21,16,27,22,0,156,9,21,15,20,18,18,0,92,3,11,4,5,10,12,0,48,0,0,3,0,0,3,0,12,146,198,102,108,140,121,3,811,Broomehill-Tambellup (S)
51120,28,39,20,13,35,8,0,147,13,22,25,21,33,17,0,128,5,8,3,9,26,8,0,65,3,3,3,0,13,3,0,20,132,147,102,97,179,70,6,735,Bruce Rock (S)
51190,689,1269,611,442,816,327,30,4179,332,696,503,471,733,364,22,3117,170,284,234,238,526,293,3,1741,75,109,57,46,442,133,0,867,5116,6744,3069,2681,5410,2744,206,25971,Bunbury (C)
51260,743,1461,788,509,657,392,41,4604,425,950,761,678,727,416,48,3993,196,388,281,280,509,353,24,2042,78,91,75,68,297,228,7,844,5627,7777,4007,3391,4682,2727,405,28606,Busselton (C)
51310,640,1170,524,236,348,137,35,3085,273,555,399,267,325,160,24,2012,153,330,246,179,403,163,8,1483,92,157,75,49,367,100,0,840,5423,5935,2864,1964,3410,1283,272,21152,Cambridge (T)
51330,1766,3062,1518,991,1671,424,383,9815,820,1777,1120,968,1493,421,191,6779,362,681,495,429,1006,394,56,3425,181,225,132,82,672,217,7,1517,17462,18479,8006,6538,18075,4260,1563,74386,Canning (C)
51680,93,230,133,103,132,69,3,769,44,119,102,118,100,56,0,538,22,50,28,40,52,43,0,235,7,12,4,6,12,5,0,40,732,1143,592,604,729,420,17,4242,Chittering (S)
54830,476,889,439,365,746,294,126,3345,212,450,306,272,588,279,53,2160,97,171,109,121,389,190,19,1103,35,30,12,23,146,73,3,321,6124,7436,3090,2921,6380,3451,316,29715,Kwinana (C)
54900,46,47,22,14,38,15,0,186,14,20,15,16,31,11,3,103,3,14,11,11,14,0,0,49,4,4,0,0,4,3,0,11,220,241,122,125,172,99,14,984,Lake Grace (S)
51750,255,379,175,108,129,103,12,1155,176,314,180,106,176,102,13,1058,75,179,140,92,149,96,4,744,51,70,49,24,192,68,3,457,2149,2163,999,695,1555,743,118,8420,Claremont (T)
51820,1959,3233,1547,1055,2119,721,222,10852,807,1698,1108,929,1749,618,156,7069,404,693,456,404,1128,607,27,3710,120,195,84,78,584,343,6,1410,19341,22152,9308,7440,17289,6051,988,82571,Cockburn (C)
51890,167,328,205,208,236,115,0,1265,77,169,136,167,229,114,0,903,31,69,37,58,124,90,0,413,18,22,6,11,53,45,0,146,1129,1705,921,974,1378,778,20,6914,Collie (S)
55460,61,125,71,48,84,35,0,433,34,63,44,55,69,48,0,316,14,26,12,28,45,26,0,149,11,7,3,8,24,17,0,70,510,727,302,300,555,296,63,2752,Merredin (S)
52100,33,48,13,23,38,13,0,162,15,31,16,17,27,9,0,117,3,10,7,11,22,21,0,83,3,4,4,4,10,9,0,34,153,227,109,110,152,99,0,860,Corrigin (S)
52170,220,388,152,73,116,59,10,1016,113,270,144,80,106,48,3,762,46,86,66,43,84,30,0,351,24,35,16,8,97,31,0,218,1644,1724,746,517,955,395,98,6087,Cottesloe (T)
52240,20,49,21,23,33,15,0,160,20,17,24,18,30,20,0,121,0,6,7,14,21,11,0,61,0,4,0,0,0,3,0,14,131,200,114,120,159,100,4,831,Cranbrook (S)
52310,19,40,18,26,22,15,0,127,12,26,20,26,22,18,0,122,3,4,5,8,6,11,0,40,5,3,0,0,3,5,0,15,115,165,83,97,92,104,0,649,Cuballing (S)
52380,13,14,12,9,32,13,3,96,8,10,3,7,19,17,0,66,0,5,4,0,4,3,0,20,0,0,0,0,0,0,0,3,49,62,26,12,107,82,9,353,Cue (S)
52450,37,43,30,19,40,24,0,198,17,33,22,6,29,24,0,127,7,16,11,4,20,19,0,74,7,3,0,4,7,9,0,27,262,272,113,134,261,148,3,1195,Cunderdin (S)
52520,34,48,29,25,52,11,3,205,17,25,16,23,30,9,0,122,5,7,9,8,20,10,3,69,3,3,0,3,15,3,0,28,243,251,129,145,235,115,18,1139,Dalwallinu (S)
52590,91,193,87,62,99,50,6,591,64,120,96,89,115,47,4,528,21,30,36,36,63,44,0,219,7,8,3,0,9,9,0,42,507,805,374,337,556,322,83,2973,Dandaragan (S)
52940,17,30,12,7,29,7,0,104,15,19,12,19,14,12,0,86,0,4,5,8,8,3,0,36,0,7,0,0,4,0,0,10,102,140,63,83,98,38,3,527,Dowerin (S)
53010,23,26,14,16,10,21,0,122,9,13,6,8,16,16,0,65,3,9,6,9,13,11,0,46,0,0,0,0,0,0,0,4,109,132,62,80,65,85,8,539,Dumbleyung (S)
53080,32,46,26,21,91,99,0,315,31,51,32,26,68,97,0,299,3,4,3,5,17,13,0,49,0,0,0,0,3,0,0,4,166,203,105,100,412,441,14,1444,Dundas (S)
53150,234,427,149,82,84,45,8,1017,100,196,125,83,88,42,9,647,42,82,63,47,88,55,0,380,10,17,11,20,38,72,0,168,1577,1713,765,557,827,443,65,5945,East Fremantle (T)
53220,217,316,101,64,716,544,17,1967,68,93,37,24,193,143,13,577,10,19,8,0,23,10,0,77,0,3,0,0,0,0,0,3,2453,2849,815,561,5195,4353,127,16357,East Pilbara (S)
53290,309,489,231,198,296,262,12,1803,153,280,229,177,317,264,7,1428,56,99,92,90,179,136,0,658,15,36,18,14,117,42,0,241,2253,2726,1334,1156,2026,1686,59,11242,Esperance (S)
53360,164,267,115,83,212,127,14,980,137,250,156,115,294,104,15,1074,43,64,37,28,72,42,3,285,9,5,0,4,11,8,0,32,844,1159,536,392,864,513,203,4507,Exmouth (S)
53430,801,1282,549,271,651,356,45,3951,394,811,447,279,561,311,29,2835,196,332,237,162,453,299,5,1684,83,91,48,35,306,192,3,754,6137,6992,2800,1774,4347,2647,478,25172,Fremantle (C)
53570,117,211,131,132,144,93,3,830,75,159,140,156,176,94,3,791,31,47,48,40,86,62,0,320,9,7,3,11,13,18,0,65,677,1009,568,616,820,483,172,4347,Gingin (S)
53640,31,50,24,30,35,28,0,201,18,20,17,12,18,22,0,107,0,7,7,3,16,4,0,37,0,0,0,0,5,3,0,9,198,215,95,123,190,127,6,958,Gnowangerup (S)
54280,537,864,384,240,761,515,40,3338,157,332,220,172,446,285,20,1628,66,85,50,53,210,111,3,583,9,18,11,9,79,45,0,159,5062,5920,2349,2092,5079,3174,180,23866,Kalgoorlie/Boulder (C)
54310,404,569,232,140,565,416,42,2363,143,211,90,106,290,163,28,1026,34,45,17,12,53,44,5,209,7,7,0,0,15,3,0,26,3989,4631,1689,1552,4094,3691,276,19923,Karratha (C)
53710,19,44,22,21,19,18,0,145,10,18,19,25,25,15,0,119,9,14,7,17,13,10,0,70,6,0,0,3,17,6,0,28,133,182,93,137,148,108,3,804,Goomalling (S)
53780,1987,3392,1739,1264,2575,728,472,12154,878,1919,1251,1109,2240,682,249,8325,419,753,517,429,1299,602,45,4075,136,185,95,61,577,336,4,1396,19787,22606,9910,8815,23414,7053,1328,92909,Gosnells (C)
53800,748,1297,751,560,873,480,55,4767,354,728,522,537,846,366,21,3369,184,307,227,264,506,346,9,1836,48,82,49,41,279,147,0,649,5912,7767,3710,3334,6000,3507,253,30482,Greater Geraldton (C)
53920,117,92,31,16,111,70,7,441,75,56,21,17,109,29,7,313,7,3,5,3,27,11,0,57,0,0,0,0,3,3,0,12,861,487,162,89,645,689,132,3064,Halls Creek (S)
53990,497,926,550,421,471,245,19,3130,213,490,437,396,450,260,10,2263,87,188,152,161,261,196,4,1041,30,46,32,30,108,44,0,290,3930,5318,2744,2609,3337,1814,114,19869,Harvey (S)
54060,86,159,126,74,125,45,3,615,55,130,122,135,107,70,0,612,23,47,56,51,62,47,0,280,7,11,5,10,34,16,0,83,502,745,460,492,533,320,12,3069,Irwin (S)
54130,39,50,27,26,24,27,0,192,9,23,8,18,19,8,0,86,0,13,3,4,8,11,0,46,0,0,5,0,0,0,0,5,167,233,105,114,113,135,3,869,Jerramungup (S)
54170,3839,7180,3418,2061,2851,770,188,20317,1652,3821,2580,1997,2655,705,151,13568,650,1247,806,710,1658,566,56,5700,275,318,191,126,1180,374,9,2474,30077,35477,16170,11756,22871,5524,1076,122959,Joondalup (C)
54200,1113,2205,1106,748,1070,448,82,6767,617,1348,1024,918,1077,416,52,5446,260,597,443,432,742,366,22,2860,89,140,82,64,329,190,3,898,9908,12476,5856,5028,8630,3021,336,45252,Kalamunda (S)
54340,84,126,72,61,110,79,3,531,31,43,61,54,100,63,7,355,24,26,30,24,67,55,0,241,5,14,3,8,42,21,0,87,608,673,362,310,785,533,28,3307,Katanning (S)
54410,24,48,20,20,30,14,0,156,9,24,20,29,36,20,0,142,7,12,15,18,32,24,0,105,0,8,0,0,22,13,0,46,160,223,127,139,206,130,3,982,Kellerberrin (S)
54480,8,20,6,8,17,9,0,65,3,7,3,14,11,10,0,54,5,0,3,0,3,4,0,17,0,0,0,0,0,3,0,5,76,91,56,54,69,64,3,403,Kent (S)
54550,51,93,40,27,39,28,0,278,29,29,25,42,47,26,3,205,10,28,13,19,19,24,0,116,7,8,3,3,16,20,0,55,300,383,193,195,243,209,15,1534,Kojonup (S)
54620,31,38,18,12,47,20,3,165,20,20,9,11,34,13,3,108,8,13,3,4,18,6,0,52,3,0,0,0,4,0,0,11,175,207,101,80,215,106,15,904,Kondinin (S)
54690,19,16,14,15,12,3,0,77,4,8,9,9,18,0,0,43,0,10,0,0,8,4,0,26,4,6,0,0,0,0,0,7,60,70,40,59,60,24,0,318,Koorda (S)
54760,20,14,18,13,22,5,0,88,13,22,8,14,23,5,0,78,3,10,0,9,13,8,0,36,3,3,0,0,3,8,0,20,125,154,65,77,97,57,0,575,Kulin (S)
54970,39,57,23,13,125,79,3,337,6,10,9,6,33,15,0,78,0,4,0,3,3,6,0,22,0,0,0,0,3,0,0,3,382,427,138,86,816,568,15,2434,Laverton (S)
55040,36,62,10,15,113,111,6,354,20,21,13,3,30,36,3,123,0,4,0,0,9,8,0,19,4,0,0,0,3,4,0,6,406,411,123,81,676,865,31,2589,Leonora (S)
55110,1498,2899,1564,1182,1827,627,108,9698,955,2087,1595,1522,2314,860,66,9397,539,1045,765,807,1831,830,16,5830,178,258,156,134,941,418,4,2092,11974,16183,8133,7486,14095,5141,380,63391,Mandurah (C)
55180,207,406,251,166,232,141,25,1431,116,254,173,169,209,139,4,1059,58,92,71,83,136,121,0,560,17,26,24,9,64,53,0,192,1347,1945,1057,908,1320,895,175,7646,Manjimup (S)
55250,29,39,4,13,64,61,3,216,10,20,11,0,47,44,0,139,5,7,0,0,7,5,0,22,3,0,0,0,0,5,0,3,224,257,90,69,469,523,31,1656,Meekatharra (S)
55320,2315,4352,2191,1306,1685,593,203,12651,1212,2599,1775,1282,1755,599,132,9351,660,1211,879,731,1492,735,35,5755,358,506,265,203,1183,727,13,3250,19591,22364,10348,7669,15101,5030,1197,81294,Melville (C)
55950,19,23,15,12,18,6,0,89,12,3,9,9,11,5,0,51,3,3,11,9,6,7,0,41,0,3,3,0,0,0,0,13,86,111,66,50,62,38,0,420,Mukinbudin (S)
55390,22,17,5,3,42,18,0,119,7,13,4,0,18,13,0,53,0,0,0,0,5,0,0,12,0,0,0,0,4,0,0,4,166,154,49,26,333,160,0,887,Menzies (S)
55530,22,26,15,8,24,26,0,116,11,14,11,11,17,12,0,78,3,7,0,0,14,14,0,40,0,3,0,0,0,0,0,10,92,111,50,49,95,88,0,489,Mingenew (S)
56090,809,1697,935,616,673,349,20,5100,376,1002,737,759,664,351,18,3904,167,355,253,264,420,233,3,1695,55,98,55,44,220,115,3,592,6042,8342,4096,3481,4869,3722,125,30682,Mundaring (S)
55670,23,26,14,7,25,11,0,110,3,12,19,17,12,5,0,61,11,5,6,10,11,12,0,55,3,5,0,0,8,5,0,18,120,143,79,73,157,72,7,650,Morawa (S)
55600,47,91,51,31,62,43,0,327,32,59,24,41,66,33,0,249,13,10,17,17,38,15,0,114,3,8,3,0,24,7,0,44,380,493,228,199,390,247,20,1956,Moora (S)
56620,38,43,20,7,22,29,3,168,11,15,8,0,14,31,0,84,3,0,0,0,6,12,0,20,0,0,0,0,3,0,0,3,315,262,116,81,166,373,11,1327,Ngaanyatjarraku (S)
56860,10,17,10,7,14,0,0,48,0,4,0,9,5,0,0,21,0,3,0,5,0,3,0,15,0,0,0,0,0,0,0,8,27,53,22,34,44,18,0,195,Nungarin (S)
56930,44,68,38,27,22,9,3,218,23,49,26,16,24,11,3,148,14,28,13,15,19,10,0,92,6,10,6,3,9,4,0,41,384,319,157,124,214,91,19,1313,Peppermint Grove (S)
55740,220,341,150,73,132,80,15,1008,131,240,135,92,164,106,6,868,54,95,69,39,97,94,0,453,15,23,16,8,40,86,0,193,1872,1884,814,555,1254,700,99,7171,Mosman Park (T)
55810,11,21,8,11,32,31,0,115,20,17,19,11,23,24,0,111,3,4,0,0,5,6,0,19,0,0,0,0,0,0,0,3,95,108,41,42,145,171,3,609,Mount Magnet (S)
55880,10,19,10,7,19,3,0,71,7,10,11,3,19,8,3,56,5,3,4,0,9,4,0,23,3,0,3,0,3,0,0,7,88,103,57,49,75,41,3,423,Mount Marshall (S)
57420,44,54,44,17,76,51,0,296,26,47,35,35,65,36,0,241,10,7,13,14,28,10,0,84,4,0,0,4,3,3,0,19,257,307,180,171,411,230,10,1568,Ravensthorpe (S)
56160,3,11,5,3,9,25,0,57,3,6,0,0,7,4,0,17,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,23,42,20,16,21,130,3,252,Murchison (S)
56230,306,594,365,306,383,206,7,2177,234,422,327,343,478,220,5,2018,94,206,141,164,324,179,0,1109,21,48,14,26,128,50,0,292,2295,3284,1687,1769,2660,1274,47,13020,Murray (S)
56300,38,70,50,46,43,31,3,281,29,53,48,59,26,30,0,243,3,18,13,16,16,15,0,84,3,0,7,0,0,3,0,21,170,290,189,196,152,126,13,1131,Nannup (S)
57490,2014,3575,1787,1337,2377,857,144,12084,904,1865,1454,1331,2112,812,101,8572,458,816,565,610,1525,785,37,4791,152,206,123,117,711,401,4,1706,19672,24841,11340,10230,19692,8110,628,94512,Rockingham (C)
65010,136,256,167,125,198,71,0,957,74,142,104,134,142,76,0,680,27,36,26,37,77,50,0,254,10,8,3,3,33,22,0,83,840,1174,652,596,1053,475,5,4793,Southern Midlands (M)
65210,50,142,85,61,83,54,3,486,22,80,74,78,85,78,3,417,12,23,27,25,34,38,0,167,10,9,4,9,18,26,0,60,247,477,313,283,338,310,24,1992,Tasman (M)
65410,353,546,300,273,410,126,0,2002,135,347,305,267,386,164,0,1599,85,145,112,138,290,141,0,910,47,27,23,21,137,54,3,311,1988,2764,1561,1407,2311,951,25,11007,Waratah/Wynyard (M)
65610,97,166,109,87,157,85,5,700,26,94,53,54,127,74,0,431,26,23,24,19,75,35,0,207,3,3,6,0,16,6,0,41,582,862,455,428,799,407,15,3548,West Coast (M)
65810,565,1057,583,394,511,239,10,3356,235,610,520,500,496,237,7,2603,131,229,191,202,395,186,0,1321,36,67,39,39,218,85,0,483,3623,5018,2640,2128,3229,1376,67,18076,West Tamar (M)
56370,24,28,19,15,35,12,3,133,10,11,9,17,17,12,0,79,9,11,3,10,14,13,0,54,6,5,3,3,9,0,0,29,146,132,73,83,143,65,6,646,Narembeen (S)
56460,126,197,102,85,114,99,3,722,47,110,67,83,118,68,3,493,26,47,31,43,73,54,0,272,12,6,19,6,60,29,0,132,819,993,473,455,777,552,19,4099,Narrogin (S)
56580,541,1023,478,287,315,174,39,2854,333,710,455,290,367,184,42,2373,156,287,192,133,331,163,9,1273,91,96,52,38,286,165,8,741,4517,4724,2314,1743,3000,1234,265,17792,Nedlands (C)
56730,228,433,249,177,311,198,7,1612,119,220,204,209,285,164,3,1205,57,99,77,84,148,90,0,561,18,20,19,19,105,30,0,199,1499,2053,1073,1067,1811,1480,37,9010,Northam (S)
56790,120,235,128,137,164,139,17,931,106,224,120,160,219,187,5,1032,28,75,41,55,93,87,4,394,10,10,4,6,18,25,0,70,609,954,495,554,702,631,174,4123,Northampton (S)
57630,4,12,8,3,16,7,0,51,4,12,3,5,5,9,0,42,0,0,3,4,3,0,0,7,0,0,0,0,0,0,0,0,26,28,12,16,36,26,4,146,Sandstone (S)
57700,385,811,395,308,430,205,46,2587,167,352,255,291,384,126,25,1598,40,139,82,94,209,90,5,650,13,18,16,16,94,26,0,187,4348,5465,2329,2389,3713,1625,151,20023,Serpentine-Jarrahdale (S)
57770,63,131,79,42,92,42,24,472,82,117,78,53,167,64,3,569,24,25,17,16,50,38,0,169,3,6,5,0,13,12,0,40,314,475,256,188,449,268,132,2078,Shark Bay (S)
57840,1006,1745,799,451,752,353,99,5198,535,998,617,377,763,284,80,3646,203,382,235,200,512,244,20,1802,109,151,81,54,445,284,3,1124,9455,9767,3757,2609,6955,2827,719,36096,South Perth (C)
57910,4379,7014,3169,1879,3876,1375,497,22199,2208,4293,2648,2048,3781,1390,234,16603,1276,2135,1571,1265,3037,1398,49,10732,523,696,408,292,1859,1008,12,4790,42819,45640,18177,13807,37288,13077,2252,173063,Stirling (C)
57980,475,722,300,129,253,157,55,2090,276,534,302,154,328,162,19,1773,108,221,144,95,247,151,3,973,39,56,29,31,131,143,3,419,4589,4544,1636,1100,3099,1413,537,16920,Subiaco (C)
58050,2328,3938,1909,1432,2863,947,289,13708,962,1941,1319,1148,2116,851,167,8498,394,726,495,465,1231,674,55,4046,147,179,103,82,524,392,4,1428,23198,26665,11396,9983,22935,8430,1020,103629,Swan (C)
58190,11,6,6,3,4,17,0,51,0,0,9,5,7,7,0,32,8,0,0,0,9,0,0,19,0,0,0,0,0,0,0,3,64,62,34,39,51,53,0,304,Tammin (S)
58260,13,10,12,19,22,4,0,81,3,6,15,9,14,13,0,71,0,0,0,3,6,3,0,17,3,0,0,3,7,0,0,14,81,89,65,78,105,44,6,464,Three Springs (S)
57000,31,41,14,10,45,21,0,167,9,5,6,4,22,11,0,59,0,0,0,0,5,5,0,16,0,3,0,0,0,3,0,9,159,191,66,53,258,155,11,893,Perenjori (S)
57080,546,635,224,107,541,684,333,3072,227,354,189,111,453,400,145,1876,79,114,91,37,205,199,37,752,29,23,13,11,78,60,8,218,6372,5139,1370,763,5764,5561,3165,28144,Perth (C)
57140,25,51,32,31,39,31,0,208,13,25,8,21,48,24,0,139,3,16,15,13,23,13,0,86,8,3,5,0,9,3,0,26,128,221,116,113,201,135,6,916,Pingelly (S)
57210,106,240,133,128,99,85,0,791,48,141,109,121,118,87,3,641,34,40,35,45,77,58,0,297,3,10,6,6,38,21,0,96,715,1049,592,563,610,578,21,4117,Plantagenet (S)
57280,291,407,119,88,464,405,39,1815,84,123,63,51,207,150,18,693,20,21,12,10,66,38,7,165,5,0,0,3,18,9,0,35,2788,3062,991,888,3220,2822,209,13963,Port Hedland (T)
57350,29,45,17,23,49,16,0,183,11,23,19,30,28,25,0,130,17,7,5,7,22,21,0,80,0,6,3,4,11,7,0,32,135,174,103,114,181,124,3,837,Quairading (S)
58330,114,223,154,141,125,79,4,836,84,156,132,145,137,93,0,745,25,37,40,56,63,49,0,268,8,9,3,0,14,8,0,37,606,895,566,592,623,420,9,3713,Toodyay (S)
59030,7,18,4,7,17,11,0,65,5,3,6,3,5,7,0,24,3,0,3,0,4,5,0,19,0,0,0,0,0,0,0,0,73,67,29,21,62,60,5,331,Westonia (S)
58400,8,12,4,6,11,17,0,59,6,6,9,4,9,5,0,43,4,0,0,0,3,7,0,21,0,0,0,0,6,3,0,8,45,65,27,32,51,65,3,294,Trayning (S)
72800,454,825,319,188,482,304,53,2627,170,270,172,117,345,157,46,1276,48,76,51,36,155,68,3,437,9,7,4,5,54,21,4,105,5860,7239,2584,1908,4775,2612,250,25222,Palmerston (C)
58470,10,16,0,4,23,16,0,70,11,13,4,0,15,11,0,54,0,3,0,3,5,0,0,9,0,0,0,0,0,0,0,0,42,77,31,30,67,82,3,339,Upper Gascoyne (S)
58510,625,1013,403,241,614,353,92,3345,289,492,309,223,571,291,54,2229,172,222,132,129,465,269,10,1396,92,110,56,46,530,280,0,1106,7570,7690,2544,1942,6773,3420,757,30689,Victoria Park (T)
70200,686,1060,408,211,697,575,122,3758,274,495,205,137,566,392,49,2125,82,115,47,53,242,136,14,696,17,15,17,8,80,30,3,174,4697,5742,2058,1281,4459,3492,906,22630,Alice Springs (T)
73600,196,228,101,63,288,145,19,1047,146,154,71,74,287,133,13,882,25,13,19,16,72,35,6,188,3,0,0,0,5,5,0,14,1789,1216,554,351,1619,939,190,6669,Roper Gulf (R)
74050,50,51,29,11,83,28,0,253,16,6,8,0,41,7,0,79,4,0,0,0,14,0,0,28,0,0,0,0,0,0,0,4,397,354,204,75,699,161,5,1904,Tiwi Islands (R)
74550,83,89,41,28,89,95,6,434,41,64,35,24,92,51,9,307,18,10,7,4,28,16,3,83,0,0,0,0,4,0,0,4,581,542,232,164,548,619,190,2884,Victoria Daly (R)
58540,18,38,17,23,34,13,0,138,19,20,9,17,21,10,0,95,3,10,9,5,12,8,3,54,0,0,0,0,0,3,0,8,153,173,80,101,159,81,15,759,Victoria Plains (S)
74680,50,55,32,9,36,21,0,207,14,8,4,0,18,8,0,49,3,0,0,0,6,5,0,17,0,0,0,0,0,0,0,0,557,493,335,101,385,278,4,2161,West Daly (R)
79399,215,350,126,80,320,390,138,1619,110,170,90,65,221,268,63,987,13,19,6,16,34,40,7,134,3,3,0,0,0,3,0,8,1496,1863,630,473,1518,2019,1159,9158,Unincorporated NT
58570,673,1097,439,221,518,281,66,3290,296,501,258,152,464,178,34,1875,137,224,143,97,351,129,4,1095,76,91,39,31,338,65,0,635,8291,8027,2578,1656,5060,2623,708,28944,Vincent (C)
58610,49,66,53,37,44,35,4,284,24,54,49,51,51,23,0,250,15,20,11,10,35,23,0,128,5,10,3,3,28,12,0,63,265,327,218,180,272,193,14,1463,Wagin (S)
58680,9,22,8,10,10,8,0,69,10,9,3,12,13,10,0,49,3,6,7,3,9,3,0,30,0,0,0,0,3,0,0,4,60,80,46,52,75,37,0,349,Wandering (S)
58760,2921,4870,2296,1590,3520,1041,315,16558,1302,2616,1761,1487,2753,914,197,11023,602,1022,740,655,1697,788,67,5580,151,182,128,85,877,419,15,1851,32721,37484,15944,13284,31774,9785,1357,142339,Wanneroo (C)
58820,76,141,121,85,99,71,0,586,44,77,75,85,94,69,3,443,22,46,24,43,72,78,0,277,12,15,7,3,29,40,0,101,529,768,449,481,561,448,4,3234,Waroona (S)
58890,31,29,19,20,20,21,0,147,11,25,8,10,14,11,0,86,6,9,10,12,11,0,0,48,6,3,0,3,3,0,0,23,132,165,93,96,89,60,0,637,West Arthur (S)
62010,28,58,30,27,33,10,0,188,19,39,29,26,23,15,0,151,3,10,10,10,16,8,0,56,0,5,3,0,3,0,0,17,129,201,141,103,127,66,0,769,Flinders (M) (Tas.)
62210,143,267,177,157,202,96,0,1036,54,174,145,150,208,118,0,856,35,63,42,48,123,67,0,385,12,11,4,3,63,29,0,127,801,1258,724,727,1206,641,30,5382,George Town (M)
62410,140,260,145,98,157,74,10,885,76,174,156,141,150,106,0,806,33,53,49,55,97,66,0,350,17,20,5,4,38,28,0,111,602,952,543,461,745,449,112,3861,Glamorgan/Spring Bay (M)
59100,18,28,13,14,16,7,0,99,9,19,10,11,20,16,0,84,3,9,13,3,3,9,0,39,3,0,0,0,8,4,0,18,106,134,90,83,83,55,5,560,Wickepin (S)
74560,17,30,10,9,13,3,0,88,12,13,9,16,12,4,0,69,0,0,4,3,3,0,0,17,0,0,0,0,0,0,0,3,70,118,72,54,51,16,0,383,Wagait (S)
74660,153,228,70,37,157,113,61,825,70,83,29,30,111,56,17,404,17,11,4,5,21,14,3,75,3,0,0,0,8,0,3,9,1254,1712,499,374,851,969,358,6016,West Arnhem (R)
59170,31,41,28,30,30,24,0,180,8,26,16,10,10,10,0,93,4,9,7,8,9,11,0,42,4,0,0,0,5,0,0,13,154,195,98,113,105,86,12,757,Williams (S)
59250,24,26,5,3,84,45,0,193,8,6,3,0,25,22,3,73,0,3,0,0,8,0,0,8,0,0,0,0,0,0,0,0,257,206,67,33,510,340,12,1423,Wiluna (S)
89399,7832,15514,6816,3189,5235,2605,790,41982,3776,8821,5553,3531,4656,2051,496,28878,1709,3402,2245,1617,3281,1681,74,14013,732,961,527,361,2194,1325,18,6127,82352,101613,39005,22395,53607,22522,4538,326033,Unincorporated ACT
99399,130,225,91,78,154,145,11,840,85,145,77,59,131,97,15,617,18,48,26,24,67,37,16,239,8,8,3,9,25,9,3,66,740,1051,405,340,877,951,107,4460,Unincorp. Other Territories
