lga_code_2016,pre_school_m,pre_school_f,pre_school_p,infants_primary_government_m,infants_primary_government_f,infants_primary_government_p,infants_primary_catholic_m,infants_primary_catholic_f,infants_primary_catholic_p,infnts_primry_othr_non_govt_m,infnts_primry_othr_non_govt_f,infnts_primry_othr_non_govt_p,infants_primary_tot_m,infants_primary_tot_f,infants_primary_tot_p,secondary_government_m,secondary_government_f,secondary_government_p,secondary_catholic_m,secondary_catholic_f,secondary_catholic_p,secondary_other_non_govt_m,secondary_other_non_govt_f,secondary_other_non_govt_p,secondary_tot_m,secondary_tot_f,secondary_tot_p,tec_furt_educ_inst_ft_15_24_m,tec_furt_educ_inst_ft_15_24_f,tec_furt_educ_inst_ft_15_24_p,tec_furt_educ_inst_ft_25_ov_m,tec_furt_educ_inst_ft_25_ov_f,tec_furt_educ_inst_ft_25_ov_p,tec_furt_educ_inst_pt_15_24_m,tec_furt_educ_inst_pt_15_24_f,tec_furt_educ_inst_pt_15_24_p,tec_furt_educ_inst_pt_25_ov_m,tec_furt_educ_inst_pt_25_ov_f,tec_furt_educ_inst_pt_25_ov_p,tec_furt_educ_inst_f_pt_ns_m,tec_furt_educ_inst_f_pt_ns_f,tec_furt_educ_inst_f_pt_ns_p,tec_furt_educ_inst_tot_m,tec_furt_educ_inst_tot_f,tec_furt_educ_inst_tot_p,uni_othr_tert_inst_ft_15_24_m,uni_othr_tert_inst_ft_15_24_f,uni_othr_tert_inst_ft_15_24_p,uni_othr_tert_inst_ft_25_ov_m,uni_othr_tert_inst_ft_25_ov_f,uni_othr_tert_inst_ft_25_ov_p,uni_othr_tert_inst_pt_15_24_m,uni_othr_tert_inst_pt_15_24_f,uni_othr_tert_inst_pt_15_24_p,uni_othr_tert_inst_pt_25_ov_m,uni_othr_tert_inst_pt_25_ov_f,uni_othr_tert_inst_pt_25_ov_p,uni_othr_tert_inst_f_pt_ns_m,uni_othr_tert_inst_f_pt_ns_f,uni_othr_tert_inst_f_pt_ns_p,uni_other_tert_instit_tot_m,uni_other_tert_instit_tot_f,uni_other_tert_instit_tot_p,othr_typ_educ_inst_ft_stud_m,othr_typ_educ_inst_ft_stud_f,othr_typ_educ_inst_ft_stud_p,othr_typ_educ_inst_pt_stud_m,othr_typ_educ_inst_pt_stud_f,othr_typ_educ_inst_pt_stud_p,oth_typ_ed_instit_f_pt_ns_m,oth_typ_ed_instit_f_pt_ns_f,oth_typ_ed_instit_f_pt_ns_p,other_type_educ_instit_tot_m,other_type_educ_instit_tot_f,other_type_educ_instit_tot_p,type_educanl_institution_ns_m,type_educanl_institution_ns_f,type_educanl_institution_ns_p,os_visitors_m,os_visitors_f,os_visitors_p,tot_m,tot_f,tot_p,lga_name16
22310,1396,1262,2662,3607,3191,6801,1017,986,2005,1450,1454,2910,6086,5630,11717,1960,1716,3673,834,894,1728,1687,1703,3389,4475,4308,8789,271,207,476,205,290,501,198,78,277,300,401,702,7,5,12,980,981,1968,3037,3487,6525,1056,1191,2250,239,261,499,705,1030,1739,10,16,31,5053,5988,11046,211,237,445,296,499,791,7,9,17,517,746,1262,3199,3443,6645,737,1080,1820,22453,23450,45897,Glen Eira (C)
22750,1960,1727,3690,6143,5924,12066,2097,2036,4135,1018,999,2018,9263,8964,18225,3799,3309,7105,1850,2252,4106,1831,1624,3462,7485,7188,14677,429,509,936,205,409,612,677,379,1055,620,827,1443,8,21,30,1944,2137,4087,2679,3222,5901,913,1027,1933,275,378,652,700,1380,2078,11,23,37,4574,6028,10604,280,355,637,453,828,1280,15,20,34,747,1196,1951,7812,7565,15380,525,583,1110,34318,35398,69714,Greater Geelong (C)
25430,118,116,234,530,484,1013,48,46,93,88,78,167,659,616,1272,338,336,672,66,53,117,104,117,224,502,498,1008,29,21,52,11,24,37,29,15,47,43,42,83,0,0,0,110,104,216,32,62,98,32,66,93,3,14,18,42,135,176,0,4,4,113,279,393,3,11,17,21,69,91,0,3,3,29,82,110,1446,854,2300,21,35,55,3004,2586,5589,Mount Alexander (S)
25490,151,116,271,510,474,990,216,253,467,42,29,69,770,751,1525,316,323,637,162,190,352,48,48,97,529,559,1085,9,23,36,5,22,25,51,18,73,37,61,105,3,3,4,108,129,239,22,54,79,8,35,42,4,5,10,22,87,114,0,3,3,67,183,247,5,5,14,22,41,58,3,3,3,24,50,75,740,706,1445,52,55,110,2440,2559,5004,Moyne (S)
25620,102,78,183,418,357,776,121,117,236,4,15,14,541,483,1024,304,298,605,21,26,42,16,13,30,346,338,682,16,18,36,7,8,11,53,22,71,23,50,75,0,0,0,95,101,195,16,46,61,12,25,36,7,9,20,28,60,86,0,0,0,59,146,204,10,13,17,17,41,56,0,0,3,25,57,80,656,645,1301,31,76,108,1856,1914,3767,Murrindindi (S)
25710,562,533,1097,2254,2159,4418,476,436,915,219,242,458,2953,2837,5791,1528,1359,2887,588,694,1278,488,429,917,2602,2482,5088,123,88,210,27,56,83,324,90,414,137,170,307,5,4,4,621,404,1028,801,1008,1812,150,203,351,86,119,210,214,427,641,0,3,3,1258,1766,3022,50,55,105,96,167,267,0,0,0,150,228,371,1133,1207,2337,111,165,274,9388,9619,19011,Nillumbik (S)
25810,72,69,139,285,266,548,83,95,176,7,3,11,374,361,740,272,255,530,69,82,148,7,7,20,344,349,694,8,7,14,3,4,7,21,7,30,16,30,40,0,0,0,49,47,94,11,25,33,10,28,32,0,9,10,14,47,70,0,0,0,38,107,146,18,15,34,10,24,37,0,0,0,28,40,70,467,477,947,39,55,88,1409,1507,2918,Northern Grampians (S)
25900,625,584,1217,1555,1515,3071,284,306,594,504,433,939,2347,2246,4600,678,608,1290,189,234,418,635,661,1302,1505,1507,3011,124,136,261,191,250,441,79,82,165,275,368,642,10,10,12,677,843,1520,1159,1377,2535,720,949,1675,133,174,305,781,1171,1959,13,13,25,2807,3696,6500,173,175,353,296,503,805,5,7,18,483,694,1170,5273,5148,10422,1243,1500,2737,14961,16215,31174,Port Phillip (C)
25990,51,47,99,214,195,408,37,31,63,14,21,38,257,245,504,121,124,253,32,31,67,21,36,58,181,191,370,3,3,8,0,0,0,16,10,24,13,12,27,0,0,0,26,30,63,10,31,42,0,15,22,4,3,4,16,22,35,0,0,0,32,75,105,3,5,9,7,15,27,0,3,3,12,23,37,682,307,988,10,7,17,1250,935,2185,Pyrenees (S)
26080,15,15,29,49,33,78,31,26,60,4,8,14,82,72,153,22,22,41,28,28,58,23,30,54,71,77,147,0,0,4,0,0,0,5,0,5,4,6,9,0,0,0,14,5,20,15,22,37,7,3,5,3,3,8,7,23,32,0,0,0,27,52,85,0,0,0,4,5,9,0,0,0,3,9,11,97,118,214,4,5,11,317,354,673,Queenscliffe (B)
26170,225,211,436,894,864,1761,161,155,317,59,71,131,1117,1097,2213,613,617,1230,194,186,382,53,75,133,862,876,1734,28,45,67,14,38,52,79,45,130,44,99,142,0,3,3,169,228,393,49,82,135,24,61,81,8,28,34,37,138,178,0,3,3,117,310,432,28,26,61,42,67,111,3,0,7,73,97,178,1099,1196,2296,57,78,137,3718,4099,7817,South Gippsland (S)
26260,131,121,250,438,377,816,93,79,174,123,116,239,659,571,1235,228,202,426,197,217,412,138,141,279,562,557,1117,23,16,36,6,9,14,38,19,66,37,62,95,0,4,5,99,113,214,9,26,40,14,17,33,4,8,15,28,62,83,0,0,0,51,120,167,7,12,24,24,41,63,3,0,3,33,50,89,500,551,1047,46,46,93,2078,2126,4209,Southern Grampians (S)
26350,686,635,1323,1378,1287,2666,535,532,1068,882,977,1854,2792,2793,5585,290,383,673,533,523,1057,1420,1455,2875,2237,2366,4607,179,165,352,164,236,398,88,83,174,238,310,545,5,3,5,676,801,1474,2466,3175,5638,977,1109,2085,203,287,493,790,1026,1812,7,15,29,4444,5608,10056,109,160,273,213,427,637,0,6,10,327,601,925,3644,4053,7700,818,1067,1886,15638,17920,33559,Stonnington (C)
26430,73,70,143,229,216,447,110,118,227,11,6,21,348,345,695,189,168,354,43,51,95,31,26,55,263,243,507,7,14,21,7,8,14,22,21,47,17,40,61,0,0,0,54,89,137,3,21,20,6,16,20,3,7,8,16,37,50,0,0,0,22,85,102,6,5,13,9,27,40,0,0,3,23,39,60,442,495,932,15,37,53,1229,1396,2623,Strathbogie (S)
26490,301,294,596,1048,947,1998,251,237,495,165,137,300,1465,1324,2788,508,422,932,210,264,475,317,291,613,1033,977,2018,30,38,67,15,35,51,94,36,127,76,92,166,0,0,0,210,200,414,167,228,400,61,111,171,22,33,58,86,199,281,0,3,3,337,577,912,25,24,45,50,99,146,0,3,4,74,123,198,823,899,1718,84,105,189,4331,4493,8828,Surf Coast (S)
26610,161,158,320,524,476,996,264,251,514,38,34,70,818,763,1583,468,439,915,180,179,360,15,21,33,664,640,1307,10,20,27,15,17,38,59,49,108,62,93,163,10,0,11,156,182,343,23,60,80,11,29,41,14,21,34,22,76,98,0,3,3,68,180,248,18,19,34,23,37,62,3,3,6,37,68,102,1466,1295,2759,120,119,238,3501,3404,6907,Swan Hill (RC)
26670,33,36,63,135,130,270,60,31,93,23,16,35,212,179,391,164,160,319,20,10,31,18,15,35,204,185,393,3,4,12,0,3,6,22,8,33,8,20,26,3,0,4,37,33,73,3,8,16,3,8,16,3,0,3,5,35,39,0,0,0,15,52,70,3,4,11,10,15,30,0,0,0,11,24,40,249,226,469,8,15,20,774,746,1519,Towong (S)
26700,199,205,404,640,556,1191,420,382,803,129,154,282,1191,1090,2281,363,357,724,439,461,892,91,96,187,894,913,1806,46,41,93,14,51,64,86,44,134,56,100,155,0,6,4,210,245,455,44,89,133,26,51,77,4,25,28,59,156,214,0,3,3,129,323,453,22,16,37,23,66,91,0,0,0,47,84,128,1069,1259,2332,47,50,94,3787,4170,7958,Wangaratta (RC)
26730,239,205,440,720,660,1377,582,608,1191,65,61,127,1369,1325,2700,669,642,1315,356,424,775,48,50,98,1070,1116,2185,64,84,147,16,73,81,103,77,172,99,185,283,0,3,6,277,416,690,125,249,377,65,94,155,26,33,59,71,174,249,0,0,3,284,556,838,24,30,51,41,94,139,0,4,4,70,125,196,1185,1335,2524,141,144,293,4638,5229,9866,Warrnambool (C)
26810,337,294,629,1170,1080,2243,433,408,843,146,140,287,1752,1627,3374,727,710,1436,392,419,810,191,205,395,1310,1331,2642,45,43,86,17,58,73,104,65,174,67,162,229,0,3,3,240,327,572,66,138,204,20,81,104,21,44,64,87,218,305,0,0,0,197,485,684,45,41,90,56,110,159,0,8,8,96,161,253,2511,1708,4223,85,86,168,6532,6024,12551,Wellington (S)
26890,30,27,53,115,108,221,34,23,59,0,3,3,145,136,282,114,134,251,0,0,0,8,3,10,123,135,264,0,4,4,0,3,3,9,6,14,7,3,8,0,0,0,18,15,32,0,11,14,0,4,4,0,7,3,3,21,27,0,0,0,9,34,44,3,5,3,3,11,12,0,0,0,8,12,19,103,119,227,4,3,11,440,487,926,West Wimmera (S)
26980,1479,1380,2857,4791,4397,9183,1086,1123,2210,466,555,1022,6346,6076,12418,3172,2820,5993,1028,1123,2146,1117,1383,2497,5317,5322,10637,509,339,852,354,424,780,321,124,441,389,531,921,8,8,17,1581,1431,3010,4454,4556,9013,1411,1419,2834,301,304,607,740,1058,1799,25,24,47,6932,7362,14297,303,309,618,437,745,1183,10,9,20,750,1065,1817,3120,3690,6810,1371,1936,3308,26898,28260,55150,Whitehorse (C)
27070,1939,1739,3677,6198,5551,11747,2273,2323,4591,528,561,1091,8994,8428,17426,3743,3626,7369,1912,1834,3742,549,547,1088,6205,6001,12205,510,487,993,301,504,805,519,243,754,501,665,1163,16,8,30,1843,1901,3749,2531,2965,5498,908,1047,1955,226,282,504,536,892,1430,20,30,46,4225,5215,9438,376,459,839,420,768,1185,21,26,48,817,1255,2070,5406,5785,11188,728,1144,1871,30149,31469,61626,Whittlesea (C)
27170,405,395,804,1095,1071,2165,477,442,917,239,258,495,1809,1768,3577,755,673,1431,407,416,831,161,188,347,1328,1278,2605,165,108,281,68,111,182,176,117,292,125,250,379,6,0,9,543,593,1143,97,225,318,54,137,197,21,51,71,134,277,409,0,0,3,307,694,998,126,76,205,64,132,192,6,3,12,200,211,409,1332,1298,2632,50,65,108,5971,6297,12274,Wodonga (C)
27260,2284,2163,4447,7309,6577,13892,2634,2521,5153,1428,1447,2876,11377,10544,21921,4132,3973,8103,1815,1959,3777,982,1018,1997,6924,6948,13873,467,431,899,312,565,878,484,217,699,493,781,1275,20,17,34,1772,2016,3787,2224,2449,4672,973,1164,2134,215,318,537,764,1088,1848,18,27,48,4192,5048,9241,543,671,1210,575,1211,1785,11,29,40,1132,1905,3035,7337,6345,13680,1417,2119,3537,36428,37093,73525,Wyndham (C)
27350,430,461,890,1426,1338,2763,278,300,577,162,216,375,1861,1851,3711,642,759,1400,269,224,496,308,363,671,1220,1349,2570,138,137,270,197,274,469,76,65,139,295,306,593,9,8,20,709,782,1494,1351,1864,3209,995,1177,2175,158,209,361,909,1369,2278,5,13,22,3408,4631,8044,109,224,332,250,427,675,3,14,16,363,661,1024,4163,4348,8512,553,757,1305,12714,14839,27550,Yarra (C)
27450,1420,1267,2687,4968,4574,9544,928,929,1856,732,663,1397,6623,6167,12794,3139,3001,6143,936,1050,1988,1015,1152,2166,5087,5207,10297,254,315,567,117,180,299,770,281,1055,455,531,988,9,8,21,1606,1322,2931,1001,1337,2338,233,463,692,136,208,344,368,905,1276,5,12,21,1746,2925,4670,120,159,274,267,556,822,5,8,18,388,727,1113,3665,3909,7577,237,340,580,20782,21870,42651,Yarra Ranges (S)
27630,48,36,77,193,144,332,73,82,155,3,6,4,265,226,497,190,185,374,5,0,3,7,9,16,203,191,398,4,3,4,0,3,3,6,4,11,10,13,27,0,0,0,28,22,52,5,18,20,0,13,13,3,3,10,11,22,32,0,0,0,17,55,79,15,11,24,7,10,19,0,0,0,21,28,43,291,309,600,9,9,19,885,873,1759,Yarriambiack (S)
29399,57,64,127,263,249,506,70,59,131,84,58,143,416,363,781,66,50,115,30,39,72,58,64,122,155,152,310,5,8,19,4,4,7,6,6,13,24,24,44,0,0,0,43,47,89,53,63,124,20,20,39,16,28,40,35,65,95,0,0,0,130,177,301,11,4,16,11,22,29,0,0,0,21,28,43,980,903,1881,288,235,527,2085,1968,4052,Unincorporated Vic
30250,9,0,14,91,98,183,0,0,0,0,0,0,91,98,183,21,31,59,0,0,0,0,0,0,23,31,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,23,57,0,3,3,161,163,319,Aurukun (S)
30300,18,30,50,143,105,251,88,84,169,4,0,9,236,190,432,82,105,184,5,4,8,0,6,8,86,108,200,3,3,3,0,4,3,8,3,13,4,10,17,0,0,0,19,19,38,0,7,7,0,8,7,0,7,7,12,21,32,0,0,0,15,44,53,3,4,7,3,3,11,0,0,0,5,11,19,245,201,446,22,22,36,640,630,1275,Balonne (S)
30370,84,86,172,531,444,975,115,136,251,86,85,165,730,664,1391,365,351,718,3,10,10,32,38,67,401,396,792,4,3,10,5,3,9,29,27,55,42,80,117,4,0,4,87,110,195,5,23,27,6,14,18,12,28,40,40,84,121,0,0,0,67,147,213,3,4,10,21,33,45,0,3,6,21,37,59,1016,656,1670,44,36,77,2443,2130,4575,Banana (S)
30410,16,11,29,129,118,246,11,11,17,6,0,11,145,131,273,42,61,110,0,0,3,0,0,6,48,68,113,0,0,0,0,0,0,6,4,11,3,7,7,0,0,0,6,10,16,0,0,3,3,3,3,6,5,6,7,20,23,0,0,0,9,26,40,0,0,0,8,12,15,0,0,3,10,9,15,153,141,291,8,11,20,400,412,811,Barcaldine (R)
30450,0,0,0,11,15,24,0,0,0,0,0,0,11,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,10,20,3,0,3,35,25,58,Barcoo (S)
30760,8,7,18,68,49,118,17,14,34,0,0,0,86,66,151,33,24,53,0,0,0,0,0,0,29,24,55,0,0,0,0,0,0,0,3,5,0,3,8,0,0,0,3,7,14,0,4,4,0,3,3,0,0,0,5,9,12,0,0,0,5,15,20,0,0,0,3,6,6,0,0,0,3,6,5,61,70,127,5,15,16,198,216,415,Blackall-Tambo (R)
34710,20,21,45,106,100,209,43,40,82,10,6,11,159,145,302,79,95,168,0,0,0,0,3,3,79,96,172,13,13,27,0,3,6,8,6,15,6,18,25,3,3,3,34,39,76,6,11,18,5,7,12,0,12,14,10,23,33,0,0,0,21,53,76,9,3,12,4,10,13,0,0,0,13,18,24,202,228,431,11,18,26,527,625,1152,Longreach (R)
34770,685,621,1309,3739,3412,7149,1239,1270,2506,393,359,749,5378,5036,10409,2452,2378,4824,1099,1079,2180,382,394,777,3929,3846,7778,66,76,139,54,104,157,226,211,439,195,524,713,10,5,16,545,924,1463,280,567,842,112,350,463,120,245,360,360,787,1145,3,8,12,876,1946,2826,54,75,131,161,386,547,4,12,12,216,475,692,4223,3999,8223,268,351,621,16121,17189,33310,Mackay (R)
34800,4,10,9,22,32,52,3,0,3,0,0,0,23,32,58,3,4,9,0,0,0,0,0,0,4,4,12,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,5,4,4,0,0,0,3,0,4,0,0,0,16,7,21,0,0,0,17,12,26,0,0,3,0,3,3,0,0,0,0,4,6,115,44,158,9,17,25,182,117,300,McKinlay (S)
34830,6,3,6,20,23,40,0,0,0,0,0,0,20,23,40,3,9,10,0,0,5,0,0,0,8,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,18,0,0,0,35,45,82,Mapoon (S)
34860,91,80,164,396,333,732,193,179,370,14,8,20,597,522,1122,225,182,410,136,115,252,7,8,17,373,309,683,8,9,14,6,9,17,28,24,44,33,80,112,0,3,3,67,125,191,6,21,25,9,22,31,3,31,32,35,86,119,0,0,0,55,158,213,9,12,19,15,33,45,0,0,0,22,40,65,1179,710,1890,22,47,74,2411,1990,4394,Maranoa (R)
34880,92,89,184,581,542,1122,213,202,411,63,80,143,855,821,1678,454,446,893,163,181,338,33,14,48,645,638,1282,4,14,17,11,27,37,17,24,35,36,66,103,0,0,3,64,124,187,27,56,85,17,47,59,11,16,20,34,104,138,0,0,0,89,219,307,14,26,37,16,61,76,0,4,4,32,88,115,2207,1233,3440,181,185,365,4160,3401,7562,Mareeba (S)
35010,2899,2628,5526,15057,13795,28856,2914,2932,5851,2792,2792,5578,20768,19518,40286,9476,9063,18536,2578,2430,5012,2589,2633,5224,14648,14126,28771,563,744,1305,326,924,1249,833,695,1527,877,1932,2814,17,37,56,2614,4333,6945,2615,3738,6354,721,1502,2224,369,619,987,1278,2496,3774,18,31,43,5000,8389,13384,421,607,1030,694,1571,2269,24,24,49,1147,2202,3346,12487,13107,25598,1132,1719,2851,60695,66024,126715,Moreton Bay (R)
35250,15,12,31,92,69,158,0,0,0,3,3,4,90,70,163,11,27,38,0,3,3,3,3,7,16,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,3,7,6,0,0,0,3,0,3,0,0,0,4,0,6,60,53,119,0,4,4,201,181,386,Mornington (S)
35300,135,128,265,643,617,1261,189,220,406,17,14,31,845,850,1697,308,313,617,225,198,428,12,8,17,543,520,1063,10,6,15,13,12,27,35,36,72,66,131,192,0,0,0,130,178,306,5,31,39,16,38,55,4,29,30,93,173,265,0,0,0,124,273,395,8,15,23,28,66,97,0,0,0,39,83,118,1543,1255,2795,42,66,106,3401,3352,6754,Mount Isa (C)
35600,24,11,34,126,128,255,59,44,100,3,8,7,184,181,360,112,100,217,0,0,0,3,0,4,121,104,226,4,0,3,0,0,0,8,8,11,9,13,23,0,0,0,17,30,43,0,9,5,8,6,11,4,0,8,4,32,38,0,0,0,19,44,62,0,8,8,6,14,13,0,0,0,6,21,22,212,215,431,12,17,29,584,618,1203,Murweh (S)
35670,17,17,35,43,45,93,0,0,0,0,0,0,43,48,92,44,40,83,0,0,0,0,0,0,44,42,84,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,25,11,33,0,0,0,140,120,260,Napranum (S)
35740,282,261,543,1428,1246,2677,279,318,593,389,390,776,2096,1951,4042,941,899,1838,322,305,625,444,401,843,1699,1598,3301,34,27,64,30,64,95,88,67,155,96,200,300,3,3,8,257,363,620,189,266,452,89,194,290,33,66,96,124,330,456,0,0,0,435,859,1295,34,75,106,74,185,267,6,3,10,116,265,383,2049,2291,4341,913,1111,2024,7848,8700,16548,Noosa (S)
35760,36,35,65,325,307,631,84,83,170,11,8,20,421,402,818,251,268,517,0,3,3,11,19,31,260,285,549,3,6,7,8,4,9,7,20,30,8,24,32,0,3,3,27,56,83,3,16,22,5,8,12,0,9,12,20,38,56,0,0,0,25,74,107,5,5,13,15,20,30,0,0,0,20,20,41,772,690,1460,156,127,288,1712,1694,3411,North Burnett (R)
35780,33,34,64,239,237,479,3,0,3,0,0,0,238,242,482,110,109,214,3,0,3,0,0,0,113,109,216,0,4,4,4,9,10,0,6,6,7,13,16,0,0,3,13,33,40,0,3,3,4,3,6,0,0,0,4,17,17,0,0,0,8,22,31,3,7,13,5,14,19,0,0,0,9,23,27,114,110,227,3,3,11,528,569,1098,Northern Peninsula Area (R)
35790,17,15,29,116,106,221,67,53,121,4,0,4,186,161,340,46,44,87,11,10,24,0,3,4,57,59,118,0,0,3,0,0,0,4,0,4,0,3,3,0,0,0,6,7,9,0,3,3,7,0,4,0,0,0,0,5,5,0,0,0,7,7,18,0,3,3,0,6,6,0,0,0,0,10,10,50,45,97,3,0,3,320,299,622,Palm Island (S)
35800,8,3,7,29,25,58,36,28,62,0,0,0,58,55,118,20,31,51,0,0,0,0,0,0,20,32,54,0,0,0,0,0,0,4,0,3,0,11,11,0,0,0,0,11,17,0,7,7,0,3,4,0,0,3,3,5,13,0,0,0,6,19,23,0,0,0,0,5,9,0,0,0,0,5,9,81,79,162,3,11,10,184,220,401,Paroo (S)
36070,10,6,20,30,42,77,0,0,0,0,0,0,33,46,80,11,9,18,4,0,6,0,0,0,11,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,12,38,0,3,3,85,86,168,Pormpuraaw (S)
36150,4,3,9,32,32,64,18,3,21,0,0,0,47,39,91,7,12,16,3,0,3,0,0,0,8,12,19,0,0,0,0,0,0,3,0,3,3,10,12,0,0,0,4,12,16,0,3,5,0,0,0,0,0,0,4,10,7,0,0,0,5,11,18,0,0,0,0,0,0,0,0,0,0,0,0,25,16,45,0,0,0,100,92,195,Quilpie (S)
36250,866,794,1657,4290,4069,8358,1128,1080,2206,1093,1124,2219,6508,6274,12784,2842,2606,5446,923,869,1787,1585,1494,3080,5350,4966,10313,240,279,523,88,221,301,363,245,609,308,590,898,7,7,16,1012,1338,2346,1107,1523,2624,229,423,653,158,225,376,416,824,1235,5,16,19,1907,3003,4915,112,135,247,223,460,682,6,6,16,338,604,944,3057,3491,6556,370,531,902,19413,20999,40417,Redland (C)
36300,4,8,10,34,37,73,0,0,0,0,4,6,37,40,77,9,0,10,0,0,0,0,3,4,8,7,13,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,34,28,63,10,12,25,106,104,204,Richmond (S)
36370,374,406,779,2336,2056,4393,926,879,1805,404,457,862,3668,3393,7055,1215,1130,2345,1004,952,1962,570,731,1299,2789,2817,5598,59,71,133,49,86,133,173,188,359,188,369,559,4,7,8,470,720,1189,366,573,936,178,328,506,129,227,355,307,597,903,4,16,18,981,1734,2715,83,93,176,122,301,425,6,3,8,205,399,605,3200,3282,6484,204,263,469,11891,13014,24904,Rockhampton (R)
36510,194,193,389,1424,1325,2755,245,253,498,158,160,315,1828,1741,3564,1013,1072,2091,70,56,128,224,240,464,1313,1370,2678,34,55,88,25,60,84,98,67,161,76,161,238,3,3,4,226,349,578,118,229,344,42,103,148,22,46,69,129,188,316,0,5,5,307,565,878,26,33,58,53,116,162,3,3,11,81,155,233,1953,1708,3659,139,149,294,6042,6236,12273,Scenic Rim (R)
36580,119,128,251,1003,921,1925,38,45,88,69,73,145,1108,1040,2149,569,556,1117,74,48,126,151,162,308,789,759,1550,26,35,57,14,37,49,37,30,73,45,94,140,0,3,3,122,192,314,49,106,158,22,53,75,9,16,25,39,116,153,0,0,0,122,292,411,17,23,44,28,71,99,0,0,0,44,102,142,1138,1118,2251,37,47,86,3489,3683,7169,Somerset (R)
36630,151,152,304,1072,980,2058,182,174,354,199,173,373,1457,1327,2787,790,738,1525,135,127,264,58,50,107,976,912,1893,19,32,53,13,37,46,67,71,138,63,183,241,3,4,4,164,324,492,11,56,70,28,43,69,7,15,25,58,162,222,0,0,3,107,281,391,11,15,23,37,73,110,3,3,6,58,89,144,1475,1334,2808,37,44,79,4418,4467,8891,South Burnett (R)
36660,168,133,305,1104,977,2084,292,324,619,169,139,307,1559,1441,3009,773,681,1451,305,262,568,214,165,374,1290,1103,2398,28,34,60,15,60,76,48,64,114,50,142,192,3,4,9,148,302,449,28,68,103,17,59,73,10,32,42,71,159,233,3,7,3,130,329,456,16,29,47,32,93,124,0,3,6,57,122,177,1233,1271,2510,96,119,222,4682,4835,9519,Southern Downs (R)
36720,1777,1568,3343,9015,8382,17393,1411,1424,2832,2343,2237,4584,12765,12040,24804,5917,5744,11664,1328,1356,2682,2272,2243,4513,9513,9346,18860,278,372,657,238,535,769,524,437,965,624,1306,1924,11,13,25,1679,2662,4343,1921,2999,4918,912,1653,2566,308,487,792,939,2068,3007,22,23,44,4095,7233,11327,245,357,603,440,953,1392,14,22,42,696,1338,2033,8984,10032,19017,2278,2895,5170,41776,47116,88893,Sunshine Coast (R)
36820,109,94,210,853,735,1589,169,184,354,50,59,102,1065,977,2042,593,579,1168,157,161,318,30,25,53,778,762,1538,7,18,32,3,29,35,19,41,63,27,83,106,0,3,4,68,173,241,20,49,64,16,44,67,8,20,29,32,124,155,0,0,0,82,236,320,14,21,39,29,78,108,0,0,0,48,96,144,1159,1218,2379,295,290,588,3605,3848,7457,Tablelands (R)
36910,968,930,1898,4731,4592,9321,1437,1527,2967,1033,1160,2194,7205,7280,14481,2958,2814,5769,1350,1361,2712,1543,1582,3121,5851,5754,11605,172,276,447,112,312,429,315,308,622,387,718,1103,8,12,18,996,1627,2624,992,1233,2226,619,683,1301,254,406,661,725,1288,2015,13,7,23,2601,3618,6217,154,192,344,300,578,881,4,12,15,462,783,1243,5632,6137,11773,361,469,829,24074,26594,50666,Toowoomba (R)
36950,32,54,84,181,153,334,29,19,53,0,4,6,215,174,388,140,132,275,0,3,5,11,15,22,156,144,298,9,0,5,3,10,12,5,0,3,9,19,31,0,3,4,25,29,57,3,3,11,0,17,19,0,0,0,11,35,41,0,0,0,15,52,72,3,0,3,0,6,8,0,0,0,5,5,12,314,311,627,8,26,34,774,795,1576,Torres (S)
