lga_code16,pvte_2000_2999_mng,pvte_2000_2999_pro,pvte_2000_2999_tectw,pvte_2000_2999_copsw,pvte_2000_2999_claw,pvte_2000_2999_swks,pvte_2000_2999_maopdv,pvte_2000_2999_lab,pvte_2000_2999_idns,pvte_2000_2999_tot,pvte_3000mo_mng,pvte_3000mo_pro,pvte_3000mo_tectw,pvte_3000mo_copsw,pvte_3000mo_claw,pvte_3000mo_swks,pvte_3000mo_maopdv,pvte_3000mo_lab,pvte_3000mo_idns,pvte_3000mo_tot,pvte_pins_mng,pvte_pins_pro,pvte_pins_tectw,pvte_pins_copsw,pvte_pins_claw,pvte_pins_swks,pvte_pins_maopdv,pvte_pins_lab,pvte_pins_idns,pvte_pins_tot,pvte_tot_mng,pvte_tot_pro,pvte_tot_tectw,pvte_tot_copsw,pvte_tot_claw,pvte_tot_swks,pvte_tot_maopdv,pvte_tot_lab,pvte_tot_idns,pvte_tot_tot,ns_nni_mng,ns_nni_pro,ns_nni_tectw,ns_nni_copsw,ns_nni_claw,ns_nni_swks,ns_nni_maopdv,ns_nni_lab,ns_nni_idns,ns_nni_tot,ns_1_149_mng,ns_1_149_pro,ns_1_149_tectw,ns_1_149_copsw,ns_1_149_claw,ns_1_149_swks,ns_1_149_maopdv,ns_1_149_lab,ns_1_149_idns,ns_1_149_tot,ns_150_299_mng,ns_150_299_pro,ns_150_299_tectw,ns_150_299_copsw,ns_150_299_claw,ns_150_299_swks,ns_150_299_maopdv,ns_150_299_lab,ns_150_299_idns,ns_150_299_tot,ns_300_399_mng,ns_300_399_pro,ns_300_399_tectw,ns_300_399_copsw,ns_300_399_claw,ns_300_399_swks,ns_300_399_maopdv,ns_300_399_lab,ns_300_399_idns,ns_300_399_tot,ns_400_499_mng,ns_400_499_pro,ns_400_499_tectw,ns_400_499_copsw,ns_400_499_claw,ns_400_499_swks,ns_400_499_maopdv,ns_400_499_lab,ns_400_499_idns,ns_400_499_tot,ns_500_649_mng,ns_500_649_pro,ns_500_649_tectw,ns_500_649_copsw,ns_500_649_claw,ns_500_649_swks,ns_500_649_maopdv,ns_500_649_lab,ns_500_649_idns,ns_500_649_tot,ns_650_799_mng,ns_650_799_pro,ns_650_799_tectw,ns_650_799_copsw,ns_650_799_claw,ns_650_799_swks,ns_650_799_maopdv,ns_650_799_lab,ns_650_799_idns,ns_650_799_tot,ns_800_999_mng,ns_800_999_pro,ns_800_999_tectw,ns_800_999_copsw,ns_800_999_claw,ns_800_999_swks,ns_800_999_maopdv,ns_800_999_lab,ns_800_999_idns,ns_800_999_tot,ns_1000_1249_mng,ns_1000_1249_pro,ns_1000_1249_tectw,ns_1000_1249_copsw,ns_1000_1249_claw,ns_1000_1249_swks,ns_1000_1249_maopdv,ns_1000_1249_lab,ns_1000_1249_idns,ns_1000_1249_tot,ns_1250_1499_mng,ns_1250_1499_pro,ns_1250_1499_tectw,ns_1250_1499_copsw,ns_1250_1499_claw,ns_1250_1499_swks,ns_1250_1499_maopdv,ns_1250_1499_lab,ns_1250_1499_idns,ns_1250_1499_tot,ns_1500_1749_mng,ns_1500_1749_pro,ns_1500_1749_tectw,ns_1500_1749_copsw,ns_1500_1749_claw,ns_1500_1749_swks,ns_1500_1749_maopdv,ns_1500_1749_lab,ns_1500_1749_idns,ns_1500_1749_tot,ns_1750_1999_mng,ns_1750_1999_pro,ns_1750_1999_tectw,ns_1750_1999_copsw,ns_1750_1999_claw,ns_1750_1999_swks,ns_1750_1999_maopdv,ns_1750_1999_lab,ns_1750_1999_idns,ns_1750_1999_tot,ns_2000_2999_mng,ns_2000_2999_pro,ns_2000_2999_tectw,ns_2000_2999_copsw,ns_2000_2999_claw,ns_2000_2999_swks,ns_2000_2999_maopdv,ns_2000_2999_lab,ns_2000_2999_idns,ns_2000_2999_tot,ns_3000mo_mng,ns_3000mo_pro,ns_3000mo_tectw,ns_3000mo_copsw,ns_3000mo_claw,ns_3000mo_swks,ns_3000mo_maopdv,ns_3000mo_lab,ns_3000mo_idns,ns_3000mo_tot,ns_pins_mng,ns_pins_pro,ns_pins_tectw,ns_pins_copsw,ns_pins_claw,ns_pins_swks,ns_pins_maopdv,ns_pins_lab,ns_pins_idns,ns_pins_tot,ns_tot_mng,ns_tot_pro,ns_tot_tectw,ns_tot_copsw,ns_tot_claw,ns_tot_swks,ns_tot_maopdv,ns_tot_lab,ns_tot_idns,ns_tot_tot,lga_name16
36630,96,88,142,3,13,5,130,10,3,485,71,55,46,0,8,4,12,6,0,204,45,10,28,14,14,20,17,36,3,192,1679,838,1340,960,898,1004,793,1590,75,9181,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,13,13,0,0,3,4,0,0,0,0,7,14,6,0,0,3,0,7,3,0,10,20,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,29,40,17,0,4,13,5,3,10,9,108,169,South Burnett (R)
36660,102,58,19,0,24,9,14,6,0,233,72,52,3,3,12,9,5,8,0,165,59,14,32,28,18,16,25,32,6,216,2079,995,1518,1079,1184,1239,981,2164,109,11340,0,0,0,0,0,0,0,4,8,9,0,0,0,0,0,0,0,0,5,7,3,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,3,15,17,0,0,0,0,0,0,0,3,16,26,0,0,0,4,0,0,0,8,12,21,0,0,0,0,0,0,0,3,9,14,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,29,44,23,8,10,8,9,4,6,28,103,196,Southern Downs (R)
36720,1221,1482,488,59,304,291,110,74,46,4084,800,1172,146,31,184,171,44,35,49,2646,165,141,241,168,147,195,74,150,52,1337,12007,14776,14790,11722,12954,13129,4690,10213,875,95165,0,0,3,6,0,3,0,5,32,46,0,5,4,0,0,3,0,5,31,48,0,3,7,10,3,3,0,18,29,71,3,4,3,8,9,8,3,11,47,99,3,5,7,10,6,3,4,8,44,93,3,8,11,12,5,3,3,9,44,101,9,3,16,5,9,3,0,13,60,114,12,4,24,6,9,8,8,13,39,122,4,11,10,0,5,0,3,3,35,72,3,3,9,0,0,0,4,5,30,59,6,5,6,0,0,3,0,0,11,39,0,3,0,0,0,0,0,0,12,13,3,4,0,0,0,0,0,0,10,20,8,3,0,0,3,3,3,3,18,34,3,17,22,15,6,10,5,18,181,283,60,73,121,77,54,56,36,109,622,1212,Sunshine Coast (R)
36820,54,53,10,0,10,10,12,6,0,160,61,38,8,3,11,4,0,0,3,131,39,12,16,13,12,17,14,27,7,158,1361,713,925,721,782,824,486,1190,57,7052,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,6,8,0,0,3,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,8,17,3,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,15,24,12,3,12,5,4,3,6,7,70,117,Tablelands (R)
36910,758,874,483,37,170,99,318,55,22,2810,487,602,154,19,79,66,70,46,23,1544,136,55,112,81,100,94,63,128,29,795,7615,7985,8669,6072,7324,6442,4205,7282,429,56018,8,0,0,0,0,0,0,0,26,28,3,0,3,3,0,4,0,8,20,39,5,0,9,8,0,0,0,8,24,50,6,0,3,4,0,0,0,3,31,50,3,0,3,4,3,3,0,0,40,62,3,0,7,9,5,3,3,10,34,65,3,4,12,6,0,3,4,13,32,75,9,8,0,3,4,0,4,13,36,70,0,0,13,0,4,0,0,8,27,50,0,3,4,5,3,0,0,0,7,20,0,0,4,0,0,3,3,3,9,19,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,3,6,4,0,11,4,3,7,3,14,71,121,47,17,61,38,24,22,27,84,357,679,Toowoomba (R)
36950,17,26,19,0,3,0,0,0,0,64,8,15,0,0,0,0,0,3,0,25,0,4,10,12,3,4,0,7,4,41,122,179,133,143,97,74,31,106,23,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,9,3,0,0,0,3,19,35,Torres (S)
36960,3,0,8,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,8,4,3,0,3,0,3,0,0,3,17,53,89,85,48,29,49,18,76,15,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,12,23,Torres Strait Island (R)
37010,813,892,496,47,185,119,244,78,21,2892,399,625,96,40,90,66,32,15,10,1362,92,76,154,109,85,89,73,96,24,806,6175,8407,9372,7621,7371,7962,4556,6746,503,58710,0,0,3,3,0,0,0,0,21,32,0,3,0,0,3,4,0,3,17,35,0,0,0,3,3,3,3,4,15,37,0,0,11,6,4,3,0,6,19,53,3,0,3,11,3,0,0,14,25,60,0,4,14,10,6,5,3,9,27,76,0,3,4,6,7,8,0,7,35,74,0,3,12,4,8,0,6,5,42,86,0,12,9,4,7,0,3,0,47,89,0,3,3,0,3,3,3,0,25,43,0,3,3,3,4,0,0,0,21,32,0,8,3,3,0,0,4,0,10,25,0,4,0,0,0,0,3,0,3,15,0,3,0,0,0,0,0,0,5,10,5,8,17,7,11,0,10,7,105,173,23,47,76,65,55,25,44,71,427,824,Townsville (C)
31000,15058,21738,5442,491,3833,2072,1155,787,465,51048,14301,16222,1607,268,2122,1455,266,192,385,36835,732,1137,901,606,901,678,481,619,353,6406,77928,129885,70830,56222,86344,59132,36356,48279,6362,571320,8,9,7,3,20,9,8,15,175,264,0,13,10,35,14,35,10,31,148,285,4,17,29,30,18,25,12,51,177,366,10,17,34,51,15,14,12,55,190,396,12,27,40,43,23,17,23,56,229,460,17,21,52,54,34,33,50,84,279,630,22,29,67,48,47,27,57,87,335,722,33,58,80,33,53,16,68,57,360,760,35,78,85,31,58,14,43,42,300,677,12,59,38,9,32,9,13,13,155,350,22,37,23,12,16,3,9,6,127,255,18,26,14,3,7,0,7,3,74,155,22,69,11,0,11,0,0,3,82,208,20,26,3,3,5,3,0,7,63,134,36,109,98,60,76,47,47,76,1107,1640,273,592,584,415,419,262,351,580,3800,7287,Brisbane (C)
31900,85,51,23,0,13,0,7,4,0,185,55,40,4,3,20,3,6,5,0,132,34,7,17,4,15,11,12,31,6,138,1248,574,907,517,680,583,750,1080,47,6389,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,4,8,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,5,3,0,14,30,7,0,5,5,0,5,6,8,50,96,Burdekin (S)
31950,0,0,4,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,14,17,3,15,4,8,24,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,Burke (S)
32080,695,776,333,43,144,115,54,31,21,2217,424,627,87,16,74,68,11,20,19,1352,118,82,123,91,93,102,41,91,49,784,6664,7834,8115,7397,6835,7516,3168,5732,543,53809,3,0,0,0,3,0,0,0,26,41,0,0,4,0,0,3,0,4,17,25,0,0,3,0,6,0,0,0,20,35,0,3,3,9,0,3,0,13,29,56,0,0,9,3,4,8,0,10,32,68,0,0,8,13,3,7,5,7,26,77,0,3,11,10,5,0,4,13,41,92,4,3,13,4,6,3,3,10,29,72,4,11,5,0,5,4,4,0,18,53,3,4,10,0,0,0,0,0,20,43,3,0,3,0,3,0,0,3,11,29,0,4,3,0,0,0,0,0,4,16,3,0,0,0,0,0,0,0,6,11,0,4,0,0,0,0,0,0,7,9,7,8,16,10,4,7,6,8,117,172,23,39,83,54,43,40,31,76,408,805,Cairns (R)
32250,11,4,4,4,3,0,0,0,0,28,13,0,0,0,3,0,0,3,0,17,7,0,0,0,0,0,0,3,0,16,122,71,96,53,60,25,32,168,5,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,17,Carpentaria (S)
32260,135,56,35,0,26,13,16,13,0,290,64,36,12,3,10,3,10,5,0,147,31,10,27,7,16,19,30,43,8,188,1692,814,1320,822,966,969,944,2166,97,9792,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,3,3,10,0,0,0,0,0,0,0,3,11,11,0,0,0,4,0,0,0,8,16,24,3,0,3,0,0,3,0,4,10,17,0,0,3,0,0,0,0,6,9,24,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,3,3,4,19,37,12,4,12,7,3,11,3,35,88,173,Cassowary Coast (R)
30900,0,0,4,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,9,5,0,0,0,0,0,0,0,0,5,43,10,20,3,8,3,23,75,3,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,4,3,17,0,0,0,4,3,0,34,3,3,17,0,0,0,0,0,0,24,4,0,3,0,0,0,0,0,0,7,50,12,61,7,12,4,29,38,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Bulloo (S)
31820,265,250,74,18,66,22,30,28,9,750,154,208,21,8,32,14,7,13,8,471,80,18,60,44,30,63,36,71,18,423,3529,2950,3631,2947,3060,3466,2013,4248,233,26074,0,0,0,0,0,0,0,3,4,14,0,0,0,3,0,3,0,3,15,26,0,0,0,0,0,3,0,8,18,36,7,0,4,3,0,0,0,8,28,49,0,0,0,5,0,4,0,0,12,35,5,0,0,5,0,0,0,7,16,40,0,0,0,3,0,3,3,4,11,32,0,7,3,3,3,0,3,0,16,36,0,3,3,3,0,0,0,0,10,26,0,0,0,0,0,0,3,3,4,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,8,5,3,5,4,4,3,3,5,58,94,31,14,28,28,18,26,18,41,207,413,Bundaberg (R)
32270,224,238,901,4,71,20,1112,36,16,2632,283,160,480,3,36,8,411,23,18,1422,70,16,41,8,19,27,66,30,13,282,1959,1079,3158,682,1221,996,3748,1504,125,14462,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,3,3,3,3,10,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,3,0,3,7,13,3,0,3,0,0,0,0,3,10,17,0,0,0,0,0,0,0,0,8,14,0,0,3,0,0,0,0,3,0,11,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,5,5,3,0,3,0,0,3,3,4,36,52,10,3,18,0,9,6,16,20,99,179,Central Highlands (R) (Qld)
32310,33,53,83,4,3,7,58,0,3,243,38,25,16,3,0,3,14,6,0,101,17,8,13,8,5,6,4,7,0,67,616,388,489,325,300,369,356,532,28,3404,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,3,0,0,3,6,34,45,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,26,7,47,14,0,5,14,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,Cherbourg (S)
32450,30,154,334,3,26,0,251,21,11,831,76,61,65,3,15,3,37,5,4,268,12,8,8,4,0,0,13,3,3,58,270,342,715,68,190,78,703,325,31,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,4,7,3,13,34,Cloncurry (S)
32500,29,43,153,3,18,0,132,11,3,392,33,19,37,0,3,0,12,0,0,110,9,8,18,5,3,0,8,8,4,62,261,259,509,166,161,98,611,294,29,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,5,4,15,33,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,8,11,3,6,6,14,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,25,16,42,0,3,0,10,4,0,103,19,4,10,0,4,3,0,0,0,49,0,0,3,0,3,4,0,0,0,17,98,84,216,83,98,96,79,118,4,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,0,0,0,0,5,3,16,Weipa (T)
37310,225,220,595,9,51,22,229,45,23,1424,267,158,229,4,47,16,68,23,15,819,64,14,40,15,17,27,29,35,12,247,2881,1281,2807,858,1425,1195,1568,1833,162,14001,3,0,0,0,0,0,0,0,11,11,0,0,4,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,3,3,8,16,4,0,0,0,0,3,0,0,8,14,0,0,0,0,0,0,0,0,8,12,0,0,3,0,0,0,0,0,6,17,0,0,3,3,0,0,3,3,10,25,5,0,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,4,3,0,0,0,30,44,15,4,16,9,10,5,15,10,100,188,Western Downs (R)
37340,133,114,219,12,27,14,267,27,8,816,147,91,64,9,22,8,33,12,3,401,33,14,44,17,22,25,28,39,11,225,2025,1196,2316,1463,1337,1396,1453,2260,119,13561,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,4,0,0,0,0,0,0,0,7,11,4,0,0,0,0,0,0,3,7,23,0,0,3,3,0,0,0,9,9,30,0,0,3,0,0,0,0,8,8,27,0,0,3,0,0,0,0,0,4,13,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,35,42,9,7,17,4,8,6,6,30,108,198,Whitsunday (R)
41140,56,34,18,0,11,9,3,5,0,140,42,25,7,0,7,3,0,3,0,82,18,7,8,4,12,6,8,8,0,62,836,453,487,347,414,362,220,617,21,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,4,0,0,0,0,3,21,39,Clare and Gilbert Valleys (DC)
32750,3,0,3,0,3,0,0,0,0,18,3,0,4,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,7,27,8,33,13,4,7,5,30,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Diamantina (S)
