lga_name_2016,lga_code_2016,negnil_inc_be_wft,negnil_inc_be_wpt,negnil_inc_be_baw,negnil_inc_1eft_othpt,negnil_inc_1eft_othaw,negnil_inc_1eft_othnw,negnil_inc_1ept_othaw,negnil_inc_1ept_othnw,negnil_inc_1aw_othnw,negnil_inc_bnw,negnil_inc_lfsta_ns,negnil_inc_tot,i_1_149_be_wft,i_1_149_be_wpt,i_1_149_be_baw,i_1_149_1eft_othpt,i_1_149_1eft_othaw,i_1_149_1eft_othnw,i_1_149_1ept_othaw,i_1_149_1ept_othnw,i_1_149_1aw_othnw,i_1_149_bnw,i_1_149_lfsta_ns,i_1_149_tot,i_150_299_be_wft,i_150_299_be_wpt,i_150_299_be_baw,i_150_299_1eft_othpt,i_150_299_1eft_othaw,i_150_299_1eft_othnw,i_150_299_1ept_othaw,i_150_299_1ept_othnw,i_150_299_1aw_othnw,i_150_299_bnw,i_150_299_lfsta_ns,i_150_299_tot,i_300_399_be_wft,i_300_399_be_wpt,i_300_399_be_baw,i_300_399_1eft_othpt,i_300_399_1eft_othaw,i_300_399_1eft_othnw,i_300_399_1ept_othaw,i_300_399_1ept_othnw,i_300_399_1aw_othnw,i_300_399_bnw,i_300_399_lfsta_ns,i_300_399_tot,i_400_499_be_wft,i_400_499_be_wpt,i_400_499_be_baw,i_400_499_1eft_othpt,i_400_499_1eft_othaw,i_400_499_1eft_othnw,i_400_499_1ept_othaw,i_400_499_1ept_othnw,i_400_499_1aw_othnw,i_400_499_bnw,i_400_499_lfsta_ns,i_400_499_tot,i_500_649_be_wft,i_500_649_be_wpt,i_500_649_be_baw,i_500_649_1eft_othpt,i_500_649_1eft_othaw,i_500_649_1eft_othnw,i_500_649_1ept_othaw,i_500_649_1ept_othnw,i_500_649_1aw_othnw,i_500_649_bnw,i_500_649_lfsta_ns,i_500_649_tot,i_650_799_be_wft,i_650_799_be_wpt,i_650_799_be_baw,i_650_799_1eft_othpt,i_650_799_1eft_othaw,i_650_799_1eft_othnw,i_650_799_1ept_othaw,i_650_799_1ept_othnw,i_650_799_1aw_othnw,i_650_799_bnw,i_650_799_lfsta_ns,i_650_799_tot,i_800_999_be_wft,i_800_999_be_wpt,i_800_999_be_baw,i_800_999_1eft_othpt,i_800_999_1eft_othaw,i_800_999_1eft_othnw,i_800_999_1ept_othaw,i_800_999_1ept_othnw,i_800_999_1aw_othnw,i_800_999_bnw,i_800_999_lfsta_ns,i_800_999_tot,i_1000_1249_be_wft,i_1000_1249_be_wpt,i_1000_1249_be_baw,i_1000_1249_1eft_othpt,i_1000_1249_1eft_othaw,i_1000_1249_1eft_othnw,i_1000_1249_1ept_othaw,i_1000_1249_1ept_othnw,i_1000_1249_1aw_othnw,i_1000_1249_bnw,i_1000_1249_lfsta_ns,i_1000_1249_tot,i_1250_1499_be_wft,i_1250_1499_be_wpt,i_1250_1499_be_baw,i_1250_1499_1eft_othpt,i_1250_1499_1eft_othaw,i_1250_1499_1eft_othnw,i_1250_1499_1ept_othaw,i_1250_1499_1ept_othnw,i_1250_1499_1aw_othnw,i_1250_1499_bnw,i_1250_1499_lfsta_ns,i_1250_1499_tot,i_1500_1749_be_wft,i_1500_1749_be_wpt,i_1500_1749_be_baw,i_1500_1749_1eft_othpt,i_1500_1749_1eft_othaw,i_1500_1749_1eft_othnw,i_1500_1749_1ept_othaw,i_1500_1749_1ept_othnw,i_1500_1749_1aw_othnw,i_1500_1749_bnw,i_1500_1749_lfsta_ns,i_1500_1749_tot,i_1750_1999_be_wft,i_1750_1999_be_wpt,i_1750_1999_be_baw,i_1750_1999_1eft_othpt,i_1750_1999_1eft_othaw,i_1750_1999_1eft_othnw,i_1750_1999_1ept_othaw,i_1750_1999_1ept_othnw,i_1750_1999_1aw_othnw,i_1750_1999_bnw,i_1750_1999_lfsta_ns,i_1750_1999_tot,i_2000_2499_be_wft,i_2000_2499_be_wpt,i_2000_2499_be_baw,i_2000_2499_1eft_othpt,i_2000_2499_1eft_othaw,i_2000_2499_1eft_othnw,i_2000_2499_1ept_othaw,i_2000_2499_1ept_othnw,i_2000_2499_1aw_othnw,i_2000_2499_bnw,i_2000_2499_lfsta_ns,i_2000_2499_tot,i_2500_2999_be_wft,i_2500_2999_be_wpt,i_2500_2999_be_baw,i_2500_2999_1eft_othpt,i_2500_2999_1eft_othaw,i_2500_2999_1eft_othnw,i_2500_2999_1ept_othaw,i_2500_2999_1ept_othnw,i_2500_2999_1aw_othnw,i_2500_2999_bnw,i_2500_2999_lfsta_ns,i_2500_2999_tot,i_3000_3499_be_wft,i_3000_3499_be_wpt,i_3000_3499_be_baw,i_3000_3499_1eft_othpt,i_3000_3499_1eft_othaw,i_3000_3499_1eft_othnw,i_3000_3499_1ept_othaw,i_3000_3499_1ept_othnw,i_3000_3499_1aw_othnw,i_3000_3499_bnw,i_3000_3499_lfsta_ns,i_3000_3499_tot,i_3500_3999_be_wft,i_3500_3999_be_wpt,i_3500_3999_be_baw,i_3500_3999_1eft_othpt,i_3500_3999_1eft_othaw,i_3500_3999_1eft_othnw,i_3500_3999_1ept_othaw,i_3500_3999_1ept_othnw,i_3500_3999_1aw_othnw,i_3500_3999_bnw,i_3500_3999_lfsta_ns,i_3500_3999_tot,i_4000more_be_wft,i_4000more_be_wpt,i_4000more_be_baw,i_4000more_1eft_othpt,i_4000more_1eft_othaw,i_4000more_1eft_othnw,i_4000more_1ept_othaw,i_4000more_1ept_othnw
Mount Magnet (S),55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nungarin (S),56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Mount Marshall (S),55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0
Tammin (S),58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0
Three Springs (S),58260,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,5,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mosman Park (T),55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,3,0,4,0,10,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,3,0,10,0,4,0,8,0,27,3,0,0,4,0,8,0,0,0,0,0,17,0,3,0,3,0,7,0,4,0,7,0,20,3,0,0,8,0,7,0,3,0,0,0,29,7,3,0,15,6,22,0,4,0,5,0,62,10,7,3,37,0,12,0,3,0,7,0,69,16,4,0,25,0,12,0,3,0,0,0,55,12,0,0,20,0,45,0,7,0,4,0,96,115,12,5,179,13,72,0,12
Nannup (S),56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,10,3,0,0,4,0,3,0,0,0,0,0,11,4,0,0,8,0,0,0,0,0,0,0,12,3,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0
Perth (C),57080,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,11,0,3,0,0,0,7,0,5,0,0,0,17,0,3,0,0,0,18,0,6,0,5,0,38,0,0,0,0,0,16,0,3,0,9,0,34,0,0,0,6,0,17,0,3,0,5,0,35,0,0,0,7,0,19,3,3,5,3,0,39,5,0,0,3,0,26,0,0,3,4,0,49,11,3,0,14,0,74,0,3,3,3,0,117,8,3,0,19,3,6,0,0,0,7,0,39,15,3,0,10,10,8,3,0,0,3,0,47,15,0,3,6,3,57,0,7,3,3,0,96,50,7,3,43,12,36,4,7
Pingelly (S),57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Murchison (S),56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murray (S),56230,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,3,0,0,0,5,0,8,0,16,0,0,0,0,0,9,0,5,3,17,0,34,0,5,0,3,0,18,0,3,0,15,0,46,3,3,0,16,3,22,0,16,0,17,0,69,9,7,0,32,4,32,3,14,3,13,0,106,3,7,4,21,3,38,0,7,0,5,0,100,6,8,0,21,0,42,0,3,4,5,0,96,33,12,4,95,14,84,4,6,9,14,0,263,43,6,3,95,4,28,4,6,3,4,3,190,38,4,4,48,3,10,3,0,0,3,0,115,27,0,0,19,4,30,0,3,4,0,0,92,63,5,0,55,5,29,9,7
Narembeen (S),56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,12,3,0,0,3,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0
Nedlands (C),56580,3,0,0,3,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,7,0,3,0,22,0,3,0,0,0,4,0,0,0,6,0,19,3,0,0,3,0,7,0,11,3,6,0,36,8,3,0,3,0,16,0,6,3,12,0,52,3,7,0,9,0,15,0,4,0,7,0,42,10,4,0,17,3,23,0,5,0,3,0,61,18,7,0,65,4,64,0,10,3,15,0,186,26,3,0,75,3,25,3,8,0,14,0,155,42,9,0,70,8,18,0,7,0,3,0,158,46,14,0,54,10,174,0,10,5,3,0,313,356,54,15,625,32,251,13,51
Plantagenet (S),57210,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,4,0,0,0,3,0,6,0,0,0,0,0,3,0,4,0,12,0,20,0,3,0,6,0,5,0,12,0,8,0,32,0,7,0,6,0,10,0,8,3,3,0,46,0,4,0,12,0,18,0,0,0,0,0,46,3,0,0,11,0,9,0,0,0,0,0,30,4,0,0,12,0,19,0,3,0,0,0,36,5,0,0,24,0,13,0,0,0,4,0,48,8,4,3,15,0,3,3,7,0,0,0,46,15,0,0,7,0,0,0,0,0,0,0,20,6,0,0,10,0,0,0,0,0,0,0,12,10,0,3,10,0,0,0,0
Narrogin (S),56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,3,0,12,0,0,0,6,0,21,0,0,3,7,0,8,0,3,3,8,0,43,5,7,0,10,0,6,0,3,0,3,0,35,3,0,0,11,4,5,0,3,0,0,0,32,8,3,0,15,0,5,0,0,0,5,0,32,11,0,0,28,4,11,3,3,3,0,0,69,12,3,0,19,3,5,0,0,0,0,0,51,7,0,0,9,0,0,4,0,0,0,0,27,5,0,0,11,3,0,0,0,0,0,0,18,11,0,0,23,0,3,0,0
Peppermint Grove (S),56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,21,17,0,0,38,3,30,0,3
Port Hedland (T),57280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,10,0,14,0,0,0,3,0,15,0,0,3,7,0,28,0,0,0,3,0,17,0,0,0,0,0,40,0,3,0,13,3,27,0,0,4,3,0,54,4,0,3,24,0,31,0,3,3,6,0,76,28,8,3,49,4,106,0,6,9,6,3,218,24,0,3,65,8,24,5,4,3,0,0,139,57,5,0,42,14,14,5,0,0,0,0,133,34,3,5,28,9,101,0,4,9,4,5,206,180,6,14,138,22,61,0,3
Quairading (S),57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Ravensthorpe (S),57420,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,8,3,0,0,3,0,6,0,0,0,0,0,11,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,8,0,8,0,0,0,0,0,16,5,0,0,4,3,10,0,0,0,0,0,19,4,0,0,11,0,0,4,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,12,5,0,0,3,0,0,0,0
Rockingham (C),57490,3,3,0,0,0,8,0,0,4,44,0,63,3,3,0,0,0,0,0,4,0,13,0,18,0,3,0,3,0,0,0,6,0,21,0,39,0,0,0,0,0,0,0,4,0,11,0,22,0,3,0,0,0,7,0,17,4,51,0,82,0,5,0,0,0,21,0,37,9,51,0,127,6,12,0,8,0,49,3,50,7,72,0,197,7,22,0,24,3,121,4,75,11,90,3,362,17,26,0,83,6,312,10,92,26,123,0,704,41,53,5,231,20,390,14,72,19,92,3,943,54,26,7,326,21,462,14,65,26,84,3,1085,106,40,12,395,33,437,9,56,34,52,3,1173,449,64,18,872,85,853,38,88,50,91,6,2606,439,50,20,818,79,233,26,38,24,34,3,1764,416,31,10,414,80,105,10,14,9,9,0,1105,307,7,11,182,36,280,7,8,31,10,3,887,579,28,24,520,73,224,35,42
Southern Midlands (M),65010,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0,7,0,6,0,6,0,15,0,0,0,0,0,3,0,6,0,7,0,24,0,3,0,4,0,11,0,11,3,17,0,48,6,3,0,16,0,18,0,7,0,5,0,52,9,4,0,26,3,14,3,3,0,6,0,64,7,7,0,43,3,11,0,4,4,4,0,81,13,3,3,15,3,10,0,3,0,3,0,60,36,5,0,30,9,6,0,3,0,4,0,91,14,3,0,20,0,0,0,0,0,0,0,43,12,0,0,10,0,4,0,0,0,0,0,30,9,0,0,0,0,0,0,0,0,0,0,15,12,0,0,6,0,3,0,0
Sandstone (S),57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpentine-Jarrahdale (S),57700,0,0,0,3,0,3,0,0,0,15,0,17,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,3,0,0,0,0,0,8,0,11,0,0,0,0,0,3,0,4,0,3,0,9,0,0,0,0,0,0,0,3,0,7,0,15,3,5,0,3,0,3,0,8,0,6,0,26,0,0,0,7,0,12,0,5,0,10,0,43,4,4,0,3,0,36,0,21,5,15,0,101,7,10,0,38,0,71,3,28,6,25,0,187,17,14,0,64,4,97,0,19,10,21,0,239,16,11,3,90,8,123,4,12,4,15,0,287,40,16,0,109,12,106,0,8,3,11,0,316,118,20,6,247,23,154,5,25,17,14,0,634,103,18,0,191,29,59,8,15,3,3,0,427,92,7,0,115,14,22,3,8,0,7,0,271,62,3,3,54,3,58,3,3,3,3,0,195,148,9,3,113,13,55,4,7
Shark Bay (S),57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,11,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,3,0,5,0,0,0,0,0,7,5,0,0,7,0,4,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Perth (C),57840,3,0,0,3,0,4,0,0,0,19,0,42,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,0,9,0,17,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,11,0,15,0,38,0,0,0,0,0,0,0,14,0,14,0,33,0,3,0,3,0,6,0,4,0,22,0,48,3,3,0,7,0,32,3,13,4,13,0,79,0,5,0,10,0,38,0,13,4,8,0,87,11,10,0,22,7,41,3,7,0,18,0,124,8,9,0,35,5,59,3,15,0,21,0,149,17,6,0,42,5,71,3,9,0,9,0,168,58,12,4,129,5,145,8,26,3,30,0,419,64,22,0,157,11,52,4,13,3,15,0,338,83,19,3,157,14,31,4,13,0,10,0,340,79,16,0,66,15,195,5,14,12,12,0,401,408,42,9,569,49,241,7,46
Stirling (C),57910,3,0,3,7,0,11,0,17,3,124,0,167,0,0,0,3,0,3,0,7,0,32,0,57,0,3,0,0,0,3,0,22,0,48,0,89,0,3,0,0,0,8,0,18,3,22,0,53,4,5,0,4,0,12,3,32,5,142,0,203,3,13,3,11,0,51,0,84,4,124,0,296,13,36,3,24,0,111,4,123,13,156,0,482,20,52,4,58,3,267,3,137,19,144,6,705,33,110,4,185,16,407,15,150,17,181,3,1124,71,113,7,324,22,420,8,107,20,165,4,1257,103,65,12,401,33,390,12,86,20,116,5,1244,151,70,6,419,38,397,9,79,18,97,4,1289,425,164,21,1022,91,798,37,138,37,151,7,2873,466,98,31,1098,107,262,34,71,14,87,3,2264,448,61,15,887,99,145,26,45,17,45,3,1790,375,31,14,403,82,611,12,47,21,36,0,1638,1436,135,25,1976,256,750,45,97
Perenjori (S),57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
