lga_code16,sw_1000_1249_tot,sw_1250_1499_a_15_19,sw_1250_1499_a_20_24,sw_1250_1499_a_25_34,sw_1250_1499_a_35_44,sw_1250_1499_a_45_54,sw_1250_1499_a_55_64,sw_1250_1499_a_65_74,sw_1250_1499_a_75ov,sw_1250_1499_tot,sw_1500_1749_a_15_19,sw_1500_1749_a_20_24,sw_1500_1749_a_25_34,sw_1500_1749_a_35_44,sw_1500_1749_a_45_54,sw_1500_1749_a_55_64,sw_1500_1749_a_65_74,sw_1500_1749_a_75ov,sw_1500_1749_tot,sw_1750_1999_a_15_19,sw_1750_1999_a_20_24,sw_1750_1999_a_25_34,sw_1750_1999_a_35_44,sw_1750_1999_a_45_54,sw_1750_1999_a_55_64,sw_1750_1999_a_65_74,sw_1750_1999_a_75ov,sw_1750_1999_tot,sw_2000_2999_a_15_19,sw_2000_2999_a_20_24,sw_2000_2999_a_25_34,sw_2000_2999_a_35_44,sw_2000_2999_a_45_54,sw_2000_2999_a_55_64,sw_2000_2999_a_65_74,sw_2000_2999_a_75ov,sw_2000_2999_tot,sw_3000mo_a_15_19,sw_3000mo_a_20_24,sw_3000mo_a_25_34,sw_3000mo_a_35_44,sw_3000mo_a_45_54,sw_3000mo_a_55_64,sw_3000mo_a_65_74,sw_3000mo_a_75ov,sw_3000mo_tot,sw_pins_a_15_19,sw_pins_a_20_24,sw_pins_a_25_34,sw_pins_a_35_44,sw_pins_a_45_54,sw_pins_a_55_64,sw_pins_a_65_74,sw_pins_a_75ov,sw_pins_tot,sw_tot_a_15_19,sw_tot_a_20_24,sw_tot_a_25_34,sw_tot_a_35_44,sw_tot_a_45_54,sw_tot_a_55_64,sw_tot_a_65_74,sw_tot_a_75ov,sw_tot_tot,maopd_nni_a_15_19,maopd_nni_a_20_24,maopd_nni_a_25_34,maopd_nni_a_35_44,maopd_nni_a_45_54,maopd_nni_a_55_64,maopd_nni_a_65_74,maopd_nni_a_75ove,maopd_nni_tot,maopd_1_149_a_15_19,maopd_1_149_a_20_24,maopd_1_149_a_25_34,maopd_1_149_a_35_44,maopd_1_149_a_45_54,maopd_1_149_a_55_64,maopd_1_149_a_65_74,maopd_1_149_a_75ov,maopd_1_149_tot,maopd_150_299_a_15_19,maopd_150_299_a_20_24,maopd_150_299_a_25_34,maopd_150_299_a_35_44,maopd_150_299_a_45_54,maopd_150_299_a_55_64,maopd_150_299_a_65_74,maopd_150_299_a_75ov,maopd_150_299_tot,maopd_300_399_a_15_19,maopd_300_399_a_20_24,maopd_300_399_a_25_34,maopd_300_399_a_35_44,maopd_300_399_a_45_54,maopd_300_399_a_55_64,maopd_300_399_a_65_74,maopd_300_399_a_75ov,maopd_300_399_tot,maopd_400_499_a_15_19,maopd_400_499_a_20_24,maopd_400_499_a_25_34,maopd_400_499_a_35_44,maopd_400_499_a_45_54,maopd_400_499_a_55_64,maopd_400_499_a_65_74,maopd_400_499_a_75ov,maopd_400_499_tot,maopd_500_649_a_15_19,maopd_500_649_a_20_24,maopd_500_649_a_25_34,maopd_500_649_a_35_44,maopd_500_649_a_45_54,maopd_500_649_a_55_64,maopd_500_649_a_65_74,maopd_500_649_a_75ov,maopd_500_649_tot,maopd_650_799_a_15_19,maopd_650_799_a_20_24,maopd_650_799_a_25_34,maopd_650_799_a_35_44,maopd_650_799_a_45_54,maopd_650_799_a_55_64,maopd_650_799_a_65_74,maopd_650_799_a_75ov,maopd_650_799_tot,maopd_800_999_a_15_19,maopd_800_999_a_20_24,maopd_800_999_a_25_34,maopd_800_999_a_35_44,maopd_800_999_a_45_54,maopd_800_999_a_55_64,maopd_800_999_a_65_74,maopd_800_999_a_75ov,maopd_800_999_tot,maopd_1000_1249_a_15_19,maopd_1000_1249_a_20_24,maopd_1000_1249_a_25_34,maopd_1000_1249_a_35_44,maopd_1000_1249_a_45_54,maopd_1000_1249_a_55_64,maopd_1000_1249_a_65_74,maopd_1000_1249_a_75ov,maopd_1000_1249_tot,maopd_1250_1499_a_15_19,maopd_1250_1499_a_20_24,maopd_1250_1499_a_25_34,maopd_1250_1499_a_35_44,maopd_1250_1499_a_45_54,maopd_1250_1499_a_55_64,maopd_1250_1499_a_65_74,maopd_1250_1499_a_75ov,maopd_1250_1499_tot,maopd_1500_1749_a_15_19,maopd_1500_1749_a_20_24,maopd_1500_1749_a_25_34,maopd_1500_1749_a_35_44,maopd_1500_1749_a_45_54,maopd_1500_1749_a_55_64,maopd_1500_1749_a_65_74,maopd_1500_1749_a_75ov,maopd_1500_1749_tot,maopd_1750_1999_a_15_19,maopd_1750_1999_a_20_24,maopd_1750_1999_a_25_34,maopd_1750_1999_a_35_44,maopd_1750_1999_a_45_54,maopd_1750_1999_a_55_64,maopd_1750_1999_a_65_74,maopd_1750_1999_a_75ov,maopd_1750_1999_tot,maopd_2000_2999_a_15_19,maopd_2000_2999_a_20_24,maopd_2000_2999_a_25_34,maopd_2000_2999_a_35_44,maopd_2000_2999_a_45_54,maopd_2000_2999_a_55_64,maopd_2000_2999_a_65_74,maopd_2000_2999_a_75ov,maopd_2000_2999_tot,maopd_3000mo_a_15_19,maopd_3000mo_a_20_24,maopd_3000mo_a_25_34,maopd_3000mo_a_35_44,maopd_3000mo_a_45_54,maopd_3000mo_a_55_64,maopd_3000mo_a_65_74,maopd_3000mo_a_75ov,maopd_3000mo_tot,maopd_pins_a_15_19,maopd_pins_a_20_24,maopd_pins_a_25_34,maopd_pins_a_35_44,maopd_pins_a_45_54,maopd_pins_a_55_64,maopd_pins_a_65_74,maopd_pins_a_75ov,maopd_pins_tot,maopd_tot_a_15_19,lga_name16
36660,84,0,5,4,10,4,9,3,0,26,0,0,3,0,5,4,0,0,17,0,0,0,4,3,3,0,0,11,0,0,3,4,0,4,0,0,9,0,0,0,3,5,0,0,0,9,3,4,0,3,0,0,0,0,13,298,162,173,181,196,172,60,11,1252,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,5,3,4,3,8,8,6,0,31,7,0,5,0,5,9,9,0,35,0,0,4,10,9,14,11,0,49,0,3,7,22,22,29,7,0,88,0,14,22,32,37,39,7,0,155,0,13,46,52,67,64,14,0,248,0,9,26,41,68,50,14,0,206,0,3,20,18,38,18,5,0,99,0,0,7,9,23,9,3,0,52,0,3,5,10,5,8,0,0,36,0,0,3,3,3,0,7,0,14,0,0,0,0,0,0,0,0,5,0,3,0,3,5,12,0,0,27,21,Southern Downs (R)
36720,1005,0,16,104,150,153,108,33,0,562,0,7,62,89,119,94,16,0,393,0,5,23,51,47,50,12,3,191,0,3,31,70,94,69,28,3,296,0,3,15,52,54,34,13,3,171,55,33,24,24,39,26,5,0,207,2867,1776,1891,1902,2399,1857,557,44,13290,0,0,0,4,0,11,4,0,22,58,21,5,3,4,8,3,0,110,39,30,12,19,13,21,11,5,142,23,24,13,10,25,45,14,3,156,25,35,43,48,48,72,33,4,301,21,42,67,61,115,115,58,4,483,15,74,110,137,185,171,39,3,735,3,66,172,185,274,234,45,4,988,3,29,149,188,265,195,50,0,881,0,21,77,120,156,109,15,0,498,0,3,39,64,82,56,8,0,258,0,0,30,25,37,30,3,0,132,0,4,21,33,35,25,3,0,121,0,0,12,14,12,10,3,0,48,0,4,13,17,22,13,3,0,91,191,Sunshine Coast (R)
36820,46,0,0,6,4,6,7,4,0,25,0,0,0,3,9,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,10,0,0,0,0,0,0,3,0,4,4,0,3,0,3,3,0,0,17,225,72,92,110,145,146,47,3,845,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,13,0,0,0,3,7,3,3,0,20,0,0,3,0,3,8,8,0,29,0,3,6,8,15,15,7,0,56,3,7,14,12,21,22,6,0,83,0,6,18,28,32,26,11,0,121,0,7,8,15,28,25,3,0,85,0,0,11,6,7,13,7,0,36,0,0,4,8,3,7,3,0,21,0,0,9,8,4,0,3,0,20,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,14,6,Tablelands (R)
36910,500,0,12,65,57,70,53,9,0,268,0,4,27,48,35,41,10,0,166,0,0,14,19,14,20,3,0,79,0,3,10,28,37,20,3,0,96,0,0,11,25,13,15,0,0,66,24,13,10,13,25,10,7,0,96,1568,941,1035,928,992,817,211,23,6516,0,0,3,0,6,8,0,0,15,16,0,6,3,3,6,3,0,32,13,18,9,7,3,13,16,3,80,10,6,3,18,18,20,15,0,94,5,10,18,20,18,41,13,0,124,9,26,28,45,48,67,41,3,266,7,60,124,127,134,121,50,0,624,3,75,160,164,216,203,34,5,856,3,51,155,180,211,191,27,3,812,0,21,101,117,144,101,18,0,516,0,13,99,79,109,90,12,0,403,0,4,62,66,96,48,12,0,297,0,7,72,89,89,57,7,0,324,0,0,27,24,11,11,0,0,73,3,5,11,16,19,13,9,0,68,80,Toowoomba (R)
36950,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,11,23,14,7,3,3,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,16,17,3,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Torres Strait Island (R)
37010,549,0,14,69,83,100,57,8,0,331,0,9,32,64,59,38,3,0,202,0,0,10,33,31,19,3,0,101,0,3,15,33,45,22,9,0,127,0,6,9,16,10,21,7,0,66,31,13,14,11,14,12,3,0,96,2044,1459,1332,1100,1161,805,182,15,8096,6,0,0,5,9,9,0,0,34,38,13,3,4,5,9,7,0,76,34,35,12,6,16,13,3,0,122,15,29,10,13,25,19,16,3,135,13,26,40,35,29,34,27,3,204,14,40,53,57,74,87,32,3,359,15,91,165,134,140,120,34,7,702,8,98,203,199,260,211,29,3,1009,14,105,224,203,219,189,38,0,986,7,67,177,153,150,97,19,3,663,0,16,94,96,112,68,10,0,395,0,3,57,66,76,50,3,0,263,0,0,54,89,93,44,3,0,290,0,3,7,9,11,9,0,0,37,0,3,13,19,25,17,5,0,86,159,Townsville (C)
31000,5454,4,139,970,904,805,519,110,11,3463,9,55,602,755,676,445,109,13,2668,3,25,305,440,430,206,57,10,1478,0,21,374,662,641,332,81,17,2127,7,24,213,451,457,231,67,29,1482,166,124,122,90,100,87,28,5,728,10964,11917,12394,8811,8543,5895,1711,201,60436,14,15,21,20,23,16,8,0,126,234,71,43,37,28,22,15,0,452,201,202,115,101,65,75,37,0,793,111,249,267,137,124,114,73,6,1094,82,273,341,189,194,171,95,11,1358,127,452,643,465,454,431,152,22,2740,113,813,1666,1218,1195,919,212,15,6159,109,794,2223,1897,2047,1491,272,4,8834,41,426,1649,1861,2105,1493,278,14,7872,9,169,835,1032,1243,857,136,0,4275,9,54,472,646,770,533,86,3,2568,3,19,259,372,446,272,44,0,1419,0,19,281,463,443,251,33,0,1491,4,7,48,83,89,40,10,0,289,16,46,92,119,133,117,27,0,557,1076,Brisbane (C)
31900,43,0,0,5,4,4,7,0,0,18,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,0,3,0,0,18,183,46,74,100,102,69,16,4,595,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,9,3,0,0,0,4,0,0,0,9,0,0,0,0,4,4,5,0,14,0,0,5,3,4,9,4,0,28,5,4,3,12,8,17,6,0,65,0,5,13,12,26,21,6,0,89,0,9,17,27,46,44,3,0,157,0,19,37,51,46,51,10,0,197,0,0,19,28,30,19,3,0,108,0,0,18,15,19,9,3,0,65,0,4,8,13,5,4,0,0,34,0,0,4,3,3,0,0,0,8,0,0,0,0,0,3,0,0,6,0,3,0,8,5,5,0,0,18,12,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burke (S)
32080,662,0,6,48,86,102,55,20,3,314,0,0,19,57,65,44,0,4,189,0,0,7,23,30,18,3,3,86,4,0,12,32,41,23,5,3,122,0,0,6,15,19,19,4,0,68,22,10,16,12,8,17,14,0,108,1692,903,1180,1229,1349,961,292,33,7634,0,3,4,4,10,7,0,0,24,20,5,3,8,5,4,5,0,47,14,8,11,9,9,20,13,3,84,8,14,17,18,16,20,15,0,105,5,18,29,17,16,26,17,0,130,6,38,65,56,61,50,32,4,313,4,41,132,118,140,108,38,3,589,0,35,148,180,226,174,40,3,803,3,25,97,124,186,148,26,3,619,4,11,38,67,113,61,12,0,307,0,5,23,35,65,36,6,0,176,0,0,10,14,24,15,4,0,75,0,0,8,13,20,17,0,0,62,0,0,0,4,5,0,0,0,11,3,0,3,12,10,13,5,0,51,77,Cairns (R)
32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,3,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,4,0,0,0,3,4,3,0,0,12,0,0,0,0,3,3,0,0,6,0,0,0,0,0,3,0,0,4,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carpentaria (S)
32260,63,0,0,5,10,5,10,8,0,32,0,0,0,5,3,3,0,0,13,0,0,0,0,0,3,0,0,7,0,0,0,3,4,3,3,0,16,0,0,0,0,3,0,0,0,6,8,0,7,0,4,3,0,0,19,220,74,132,149,171,184,59,6,989,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,7,0,0,0,3,0,6,5,0,19,5,3,0,0,3,3,3,0,16,3,4,3,6,7,17,12,3,46,6,3,6,10,15,30,5,0,82,9,15,26,26,38,50,16,0,174,3,14,34,41,49,55,16,0,209,0,9,26,28,45,51,10,0,169,0,4,20,20,33,31,0,0,112,0,3,5,10,21,14,0,0,55,0,0,4,7,17,7,0,0,35,0,0,3,5,0,4,0,0,16,0,0,3,0,0,4,0,0,10,0,0,4,0,9,12,0,0,29,25,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,7,0,0,0,0,0,3,0,0,4,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulloo (S)
31820,241,0,4,24,19,33,15,7,0,97,0,3,3,22,18,18,4,0,65,0,0,6,3,11,4,0,0,24,0,0,9,3,6,8,0,0,22,0,0,0,0,6,5,0,0,14,21,9,8,4,14,8,0,0,69,947,433,515,494,587,452,85,19,3519,4,4,0,4,0,4,0,0,15,15,3,0,3,7,0,0,0,30,4,13,7,3,10,14,10,3,67,8,6,11,12,20,27,9,0,88,12,16,23,21,23,30,11,0,127,5,26,22,26,50,46,24,0,195,9,30,54,53,76,93,21,0,336,7,38,85,104,134,104,12,0,488,3,14,71,93,107,93,22,0,398,0,5,28,40,57,40,4,0,175,0,0,11,30,32,25,7,0,110,0,0,9,16,16,12,0,0,57,0,0,9,9,24,15,0,0,56,0,0,3,0,0,3,0,0,9,0,0,5,6,13,12,3,0,45,77,Bundaberg (R)
32270,69,0,4,9,0,9,3,4,0,36,0,0,3,0,12,4,0,0,25,0,0,3,3,8,4,0,0,18,0,0,3,0,10,4,0,0,20,0,0,0,0,3,0,4,0,8,5,3,3,3,3,3,0,0,25,227,129,188,175,171,98,20,5,1015,0,0,4,0,0,3,0,0,10,3,0,0,3,3,3,0,0,10,4,0,0,4,5,5,0,0,26,3,5,6,3,9,9,0,0,34,0,4,3,3,8,3,3,0,26,3,3,7,3,11,11,3,0,40,4,13,18,16,24,17,8,0,95,5,18,28,33,41,45,11,0,180,0,26,56,59,74,71,10,0,297,0,21,107,89,123,68,9,0,414,0,32,121,124,142,71,8,0,496,3,19,165,177,155,77,12,0,607,0,20,253,338,302,178,18,0,1114,0,3,91,142,118,53,7,0,411,0,3,13,19,14,22,3,0,76,38,Central Highlands (R) (Qld)
32310,22,0,0,3,3,0,3,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,6,111,55,45,60,47,46,16,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,3,0,0,0,7,3,0,0,14,0,0,0,0,4,3,4,0,16,0,3,4,3,6,5,0,0,31,0,3,6,10,15,11,3,0,42,3,0,11,11,19,19,3,0,60,0,0,3,11,5,5,0,0,30,0,3,19,17,12,14,0,0,55,0,11,20,15,15,10,0,0,64,0,0,18,24,19,4,0,0,63,0,0,5,3,6,5,0,0,14,0,0,0,4,0,0,0,0,4,13,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,5,21,9,17,10,4,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,10,7,0,0,19,0,3,7,3,5,4,3,0,29,0,0,9,13,13,15,0,0,51,0,0,22,16,11,12,0,0,59,0,3,20,35,32,16,3,0,112,0,3,42,34,31,23,4,0,143,0,8,65,72,68,30,4,0,248,0,0,10,12,11,3,3,0,34,0,0,3,0,3,4,0,0,13,3,Cloncurry (S)
32500,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,18,16,23,22,6,3,98,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,4,3,0,12,0,3,0,3,5,4,5,0,21,0,0,4,6,4,3,0,0,23,0,4,13,10,14,10,3,0,52,0,11,25,22,18,18,3,0,92,0,3,26,10,21,13,0,0,76,0,5,23,19,19,17,0,0,79,0,0,34,31,32,19,0,0,116,0,0,32,36,35,24,0,0,132,0,0,0,3,0,0,0,0,12,0,0,0,0,6,3,0,0,7,3,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,10,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,28,11,14,13,10,17,4,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,11,0,0,3,4,5,3,0,0,17,0,0,0,3,3,0,0,0,6,0,0,0,5,7,0,0,0,14,0,0,0,0,3,0,0,0,12,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weipa (T)
37310,95,0,0,9,16,18,4,5,0,56,0,0,8,15,6,3,3,0,33,0,0,3,3,9,4,0,0,14,0,0,6,3,3,3,3,0,22,0,3,3,3,0,0,3,0,16,11,0,0,3,3,4,3,0,27,310,146,169,193,206,148,45,5,1220,0,0,0,3,3,0,0,0,17,4,0,3,3,0,0,4,0,21,3,3,3,4,7,9,3,0,27,0,0,3,3,3,6,4,0,22,0,4,4,3,4,3,14,0,37,0,4,4,10,18,26,10,0,71,5,14,20,24,36,28,10,0,143,0,16,38,45,54,48,17,3,225,0,19,38,67,69,56,8,0,265,3,21,42,44,47,37,3,0,198,0,8,39,39,54,24,5,0,174,0,8,59,55,40,32,3,0,189,0,15,72,62,60,30,3,0,243,0,0,22,13,21,10,0,0,65,0,0,3,3,11,4,3,0,31,19,Western Downs (R)
37340,88,0,0,6,6,10,5,3,0,27,0,0,0,3,13,3,0,0,20,0,0,0,3,3,0,0,0,6,0,0,3,6,3,5,0,0,14,0,0,0,3,0,3,0,0,8,8,9,3,0,3,3,0,3,27,302,166,222,217,255,190,53,6,1417,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,10,5,3,3,9,4,12,3,0,33,0,0,4,5,6,7,3,0,27,3,5,7,7,14,10,4,0,51,0,8,10,7,23,18,11,0,71,9,9,22,22,32,27,5,0,130,0,10,38,48,50,55,11,0,214,0,9,24,40,50,62,12,0,204,0,8,16,42,58,30,3,0,162,0,3,32,36,43,28,3,0,152,0,3,11,39,16,25,4,0,99,0,0,59,88,75,39,5,0,267,0,0,4,15,9,8,0,0,33,0,0,9,8,10,9,0,0,34,25,Whitsunday (R)
41140,38,0,0,3,0,4,3,0,0,10,0,0,0,0,4,3,0,0,10,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,6,51,39,56,59,79,60,21,3,366,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,11,0,4,0,0,3,0,0,0,5,0,0,0,3,3,3,10,0,18,0,0,4,4,3,7,0,0,26,0,3,14,14,9,9,3,0,54,0,6,5,0,12,15,4,0,47,0,0,6,6,9,9,0,0,30,0,0,3,6,3,0,0,0,17,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,Clare and Gilbert Valleys (DC)
