lga_name_2016,lga_code_2016,m_pode_pode_nfd_mng,m_pode_pode_nfd_pro,m_pode_pode_nfd_ttw,m_pode_pode_nfd_cps,m_pode_pode_nfd_ca,m_pode_pode_nfd_sal,m_pode_pode_nfd_mod,m_pode_pode_nfd_lab,m_pode_pode_nfd_idns,m_pode_pode_nfd_tot,m_pode_doctde_mng,m_pode_doctde_pro,m_pode_doctde_ttw,m_pode_doctde_cps,m_pode_doctde_ca,m_pode_doctde_sal,m_pode_doctde_mod,m_pode_doctde_lab,m_pode_doctde_idns,m_pode_doctde_tot,m_pode_masde_mng,m_pode_masde_pro,m_pode_masde_ttw,m_pode_masde_cps,m_pode_masde_ca,m_pode_masde_sal,m_pode_masde_mod,m_pode_masde_lab,m_pode_masde_idns,m_pode_masde_tot,m_grdigrcer_grdigrcernfd_mng,m_grdigrcer_grdigrcernfd_pro,m_grdigrcer_grdigrcernfd_ttw,m_grdigrcer_grdigrcernfd_cps,m_grdigrcer_grdigrcernfd_ca,m_grdigrcer_grdigrcernfd_sal,m_grdigrcer_grdigrcernfd_mod,m_grdigrcer_grdigrcernfd_lab,m_grdigrcer_grdigrcernfd_idns,m_grdigrcer_grdigrcernfd_tot,m_grdi_grcer_grdi_mng,m_grdi_grcer_grdi_pro,m_grdi_grcer_grdi_ttw,m_grdi_grcer_grdi_cps,m_grdi_grcer_grdi_ca,m_grdi_grcer_grdi_sal,m_grdi_grcer_grdi_mod,m_grdi_grcer_grdi_lab,m_grdi_grcer_grdi_idns,m_grdi_grcer_grdi_tot,m_grdi_grcer_gradcer_mng,m_grdi_grcer_gradcer_pro,m_grdi_grcer_gradcer_ttw,m_grdi_grcer_gradcer_cps,m_grdi_grcer_gradcer_ca,m_grdi_grcer_gradcer_sal,m_grdi_grcer_gradcer_mod,m_grdi_grcer_gradcer_lab,m_grdi_grcer_gradcer_idns,m_grdi_grcer_gradcer_tot,m_bade_bade_mng,m_bade_bade_pro,m_bade_bade_ttw,m_bade_bade_cps,m_bade_bade_ca,m_bade_bade_sal,m_bade_bade_mod,m_bade_bade_lab,m_bade_bade_idns,m_bade_bade_tot,m_advdi_di_advdi_di_nfd_mng,m_advdi_di_advdi_di_nfd_pro,m_advdi_di_advdi_di_nfd_ttw,m_advdi_di_advdi_di_nfd_cps,m_advdi_di_advdi_di_nfd_ca,m_advdi_di_advdi_di_nfd_sal,m_advdi_di_advdi_di_nfd_mod,m_advdi_di_advdi_di_nfd_lab,m_advdi_di_advdi_di_nfd_idns,m_advdi_di_advdi_di_nfd_tot,m_advdi_di_advdi_asde_mng,m_advdi_di_advdi_asde_pro,m_advdi_di_advdi_asde_ttw,m_advdi_di_advdi_asde_cps,m_advdi_di_advdi_asde_ca,m_advdi_di_advdi_asde_sal,m_advdi_di_advdi_asde_mod,m_advdi_di_advdi_asde_lab,m_advdi_di_advdi_asde_idns,m_advdi_di_advdi_asde_tot,m_advdi_di_dip_mng,m_advdi_di_dip_pro,m_advdi_di_dip_ttw,m_advdi_di_dip_cps,m_advdi_di_dip_ca,m_advdi_di_dip_sal,m_advdi_di_dip_mod,m_advdi_di_dip_lab,m_advdi_di_dip_idns,m_advdi_di_dip_tot,m_cert_certiii_iv_mng,m_cert_certiii_iv_pro,m_cert_certiii_iv_ttw,m_cert_certiii_iv_cps,m_cert_certiii_iv_ca,m_cert_certiii_iv_sal,m_cert_certiii_iv_mod,m_cert_certiii_iv_lab,m_cert_certiii_iv_idns,m_cert_certiii_iv_tot,m_cert_certi_ii_mng,m_cert_certi_ii_pro,m_cert_certi_ii_ttw,m_cert_certi_ii_cps,m_cert_certi_ii_ca,m_cert_certi_ii_sal,m_cert_certi_ii_mod,m_cert_certi_ii_lab,m_cert_certi_ii_idns,m_cert_certi_ii_tot,m_cert_cert_nfd_mng,m_cert_cert_nfd_pro,m_cert_cert_nfd_ttw,m_cert_cert_nfd_cps,m_cert_cert_nfd_ca,m_cert_cert_nfd_sal,m_cert_cert_nfd_mod,m_cert_cert_nfd_lab,m_cert_cert_nfd_idns,m_cert_cert_nfd_tot,m_le_id_mng,m_le_id_pro,m_le_id_ttw,m_le_id_cps,m_le_id_ca,m_le_id_sal,m_le_id_mod,m_le_id_lab,m_le_id_idns,m_le_id_tot,m_le_ns_mng,m_le_ns_pro,m_le_ns_ttw,m_le_ns_cps,m_le_ns_ca,m_le_ns_sal,m_le_ns_mod,m_le_ns_lab,m_le_ns_idns,m_le_ns_tot,m_tot_mng,m_tot_pro,m_tot_ttw,m_tot_cps,m_tot_ca,m_tot_sal,m_tot_mod,m_tot_lab,m_tot_idns,m_tot_tot,f_pode_pode_nfd_mng,f_pode_pode_nfd_pro,f_pode_pode_nfd_ttw,f_pode_pode_nfd_cps,f_pode_pode_nfd_ca,f_pode_pode_nfd_sal,f_pode_pode_nfd_mod,f_pode_pode_nfd_lab,f_pode_pode_nfd_idns,f_pode_pode_nfd_tot,f_pode_doctde_mng,f_pode_doctde_pro,f_pode_doctde_ttw,f_pode_doctde_cps,f_pode_doctde_ca,f_pode_doctde_sal,f_pode_doctde_mod,f_pode_doctde_lab,f_pode_doctde_idns,f_pode_doctde_tot,f_pode_masde_mng,f_pode_masde_pro,f_pode_masde_ttw,f_pode_masde_cps,f_pode_masde_ca,f_pode_masde_sal,f_pode_masde_mod,f_pode_masde_lab,f_pode_masde_idns,f_pode_masde_tot,f_grdigrcer_grdigrcernfd_mng,f_grdigrcer_grdigrcernfd_pro,f_grdigrcer_grdigrcernfd_ttw,f_grdigrcer_grdigrcernfd_cps,f_grdigrcer_grdigrcernfd_ca,f_grdigrcer_grdigrcernfd_sal,f_grdigrcer_grdigrcernfd_mod,f_grdigrcer_grdigrcernfd_lab,f_grdigrcer_grdigrcernfd_idns,f_grdigrcer_grdigrcernfd_tot
Blayney (A),10850,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,12,9,16,0,0,0,0,0,3,0,26,0,4,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,8,36,71,8,9,3,3,3,9,0,146,0,0,0,0,0,0,0,0,0,0,15,7,4,5,0,0,7,0,0,40,15,9,17,10,3,3,9,3,0,74,105,13,258,21,13,24,90,69,13,606,5,0,0,0,0,0,4,5,0,14,12,4,4,0,0,6,9,8,0,48,3,0,0,0,0,0,0,3,0,8,12,0,3,0,0,0,12,4,3,43,225,140,300,43,29,41,131,109,14,1037,3,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,8,8,23,0,4,4,0,0,0,0,38,0,4,0,0,0,0,0,0,0,7
Blue Mountains (C),10900,4,18,0,0,0,0,0,0,0,21,39,218,4,3,5,3,3,0,3,277,253,617,27,31,67,25,11,18,14,1063,6,15,0,0,0,0,0,0,0,25,75,220,19,28,17,4,4,3,8,372,25,32,10,7,9,0,0,0,3,92,579,1728,203,241,210,110,60,94,51,3266,3,0,3,0,0,0,0,0,0,8,195,273,130,138,66,54,23,33,0,918,244,253,201,188,106,85,51,70,13,1203,682,329,2371,316,260,209,449,497,81,5196,13,19,26,17,16,20,23,38,0,169,68,58,34,42,34,28,36,47,4,367,24,39,25,7,16,13,14,11,0,144,30,42,38,27,19,18,46,35,21,281,2237,3853,3097,1050,818,565,714,852,207,13392,9,26,0,0,3,0,0,0,0,32,16,236,0,3,14,0,0,0,0,280,206,986,15,67,97,13,0,7,25,1410,7,33,0,4,3,0,0,0,0,49
Bogan (A),10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,3,7,3,0,3,4,0,50,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,14,12,3,3,0,0,3,3,0,0,24,49,7,83,0,7,0,40,21,3,211,0,0,0,0,0,0,3,0,0,6,3,0,3,0,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,0,5,0,6,3,0,3,4,4,0,22,94,34,97,10,15,8,53,37,6,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Botany Bay (C),11100,4,8,0,0,3,0,0,0,0,16,22,110,9,0,3,3,0,0,3,142,202,489,75,40,96,60,57,33,15,1069,13,12,3,3,4,0,0,5,0,40,12,50,7,9,5,3,3,3,0,93,16,13,0,0,0,0,0,0,0,34,471,1100,191,169,258,168,152,149,38,2691,3,0,3,0,0,0,0,0,0,15,129,106,113,65,22,43,42,38,5,557,142,119,130,77,74,67,44,38,15,708,254,101,1140,139,138,94,247,212,40,2370,8,9,7,14,10,7,15,9,0,92,33,14,36,24,21,15,25,36,3,209,18,23,14,10,10,11,15,10,5,120,27,18,39,25,15,12,30,34,31,225,1350,2162,1764,572,667,488,630,576,156,8370,0,9,0,0,0,0,0,0,0,14,13,67,0,4,6,0,0,0,0,93,148,478,21,53,150,82,3,22,10,974,4,20,0,3,3,3,0,0,0,32
Bourke (A),11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,21,0,6,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,4,3,3,15,0,0,0,0,0,26,8,3,3,4,0,0,0,0,0,23,28,4,58,10,7,4,13,12,3,138,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,0,16,65,39,62,48,7,10,18,22,3,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
Brewarrina (A),11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,7,8,3,0,7,0,0,0,0,0,15,14,0,16,3,0,0,3,11,0,57,3,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,11,35,16,21,20,4,3,10,28,3,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Junee (A),14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,31,40,0,9,6,5,3,14,3,103,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,22,12,3,7,10,3,3,3,6,0,48,99,13,145,37,10,17,65,54,3,439,7,0,0,0,0,0,4,11,0,25,6,0,0,5,0,0,7,4,3,23,3,0,0,0,0,0,0,0,0,8,3,0,6,0,3,0,8,12,0,45,191,71,164,59,26,31,87,98,10,729,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,4,8,17,0,3,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
Kempsey (A),14350,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,13,25,0,3,8,0,0,0,0,46,0,3,0,0,0,0,0,0,0,3,5,26,0,0,0,0,0,0,0,32,3,3,0,0,0,0,0,0,0,3,60,204,9,27,10,6,11,9,3,343,0,0,0,0,0,0,0,0,0,3,31,21,12,26,6,3,3,7,3,124,34,35,21,36,11,12,3,14,3,161,251,48,768,133,56,84,193,252,49,1830,5,0,13,15,3,15,13,27,0,94,12,5,7,20,5,11,20,25,0,100,6,6,3,0,3,3,3,6,0,30,12,10,26,22,3,9,20,34,18,163,437,397,859,289,103,144,268,375,79,2943,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,4,14,71,0,4,0,0,0,0,0,95,0,4,0,0,3,0,0,0,0,6
Broken Hill (C),11250,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,13,5,22,0,0,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,0,0,36,4,7,0,4,0,0,0,0,0,14,35,148,11,20,4,4,3,5,3,241,0,0,0,0,0,0,0,0,0,3,17,23,7,21,4,4,3,0,5,82,25,22,29,25,8,8,8,6,0,132,104,47,643,113,50,48,206,93,22,1327,3,0,0,7,5,5,9,10,0,42,3,3,4,5,3,7,14,7,0,47,3,3,4,0,0,0,3,0,0,20,7,3,9,3,9,5,22,20,8,85,223,315,715,198,86,81,268,146,39,2083,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,15,70,0,3,5,6,0,0,0,95,0,3,0,3,0,0,0,0,0,10
Hilltops (A),13910,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,10,19,17,3,0,3,3,0,0,0,39,0,0,0,0,0,0,0,0,0,3,3,18,3,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,4,118,123,17,20,14,9,0,14,3,316,0,0,0,0,0,0,0,0,0,3,57,14,18,13,3,12,5,9,0,124,42,11,19,22,0,6,9,15,0,124,276,28,548,27,42,67,147,208,21,1364,11,0,6,5,0,4,9,16,0,50,21,6,9,9,0,4,12,16,0,76,5,0,3,0,0,3,0,9,0,21,33,4,24,5,4,8,23,38,4,143,589,226,649,100,73,112,204,330,34,2306,0,3,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,4,0,5,15,42,0,0,3,3,0,0,0,68,0,0,0,0,0,0,0,0,0,0
Hornsby (A),14000,18,40,3,0,10,0,0,0,0,71,125,584,17,5,16,3,4,8,5,767,1219,2530,198,82,339,129,55,63,47,4658,54,88,6,0,18,9,4,5,5,191,170,388,25,26,41,14,10,10,4,699,52,70,9,11,10,4,4,0,3,166,2348,5320,625,370,811,442,189,293,117,10524,0,3,5,3,0,0,0,0,0,16,465,515,294,126,148,110,69,79,28,1834,445,476,315,193,170,172,67,100,28,1960,988,410,2721,268,293,298,335,445,96,5845,33,31,43,19,24,29,17,31,0,223,145,96,82,62,52,55,45,61,9,597,95,138,43,14,30,17,15,10,3,359,75,93,57,17,29,28,25,39,71,435,6237,10776,4445,1185,1995,1316,837,1152,412,28346,7,65,0,0,3,0,0,0,0,79,55,379,13,7,19,6,0,0,5,477,545,2333,80,156,549,121,3,26,31,3842,22,85,3,4,28,3,0,0,0,140
Hunters Hill (A),14100,4,6,0,0,0,0,0,0,0,11,15,83,3,3,0,0,0,0,0,107,136,186,7,9,23,15,0,3,9,391,0,8,0,0,0,0,0,0,0,13,16,34,3,3,3,3,0,0,0,67,3,3,0,0,0,0,0,0,0,13,343,549,29,28,71,54,9,7,14,1098,0,0,0,0,0,0,0,0,0,0,48,42,14,3,11,17,0,9,0,145,45,48,10,8,10,16,3,7,0,150,82,34,132,17,13,19,16,19,7,343,4,4,3,0,3,0,0,0,0,14,21,4,4,6,6,12,0,0,0,56,7,17,3,0,3,3,0,0,0,44,12,13,3,0,4,3,0,7,3,48,749,1026,210,77,156,143,36,46,42,2494,0,5,0,0,0,0,0,0,0,11,10,60,0,0,3,0,0,0,0,70,81,204,0,9,35,5,0,0,0,343,0,5,0,0,3,0,0,0,0,13
Inner West (A),14170,18,70,0,0,6,0,0,0,0,99,154,1047,8,12,25,3,6,3,4,1267,1364,3117,196,137,426,191,45,92,80,5651,38,114,3,0,15,8,3,0,0,190,231,685,34,29,80,20,15,14,3,1112,65,133,13,12,28,9,0,3,0,265,3181,8186,911,769,1247,762,313,494,219,16088,3,8,7,0,0,6,0,3,0,29,465,671,319,167,157,138,94,103,36,2153,562,690,464,272,288,215,91,168,49,2798,798,507,2816,405,386,342,405,463,116,6241,45,52,36,30,23,34,27,30,3,282,126,150,95,79,60,73,63,68,11,723,72,139,62,31,41,28,19,46,10,449,85,125,108,42,36,37,61,91,121,699,7227,15685,5074,2001,2829,1871,1142,1583,652,38045,23,74,0,5,10,3,0,0,0,117,144,1041,8,11,42,3,0,3,7,1249,1341,4110,82,236,770,170,5,66,60,6849,55,136,3,12,20,6,0,0,0,234
Inverell (A),14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,3,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,47,133,8,9,15,3,0,10,0,229,0,0,0,0,0,0,0,0,0,3,33,21,7,16,4,0,3,6,0,95,40,23,13,21,4,5,4,9,4,122,228,31,494,42,22,63,100,181,10,1175,7,0,5,0,3,6,4,19,0,46,14,3,5,10,3,13,5,21,0,70,3,4,5,0,0,0,0,3,0,16,18,3,22,9,7,7,15,37,20,142,406,252,563,113,65,96,142,285,40,1950,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,8,31,0,0,0,0,0,3,0,42,0,0,0,0,0,0,0,0,0,4
Kiama (A),14400,0,3,0,0,0,0,0,0,0,3,7,39,3,0,0,0,0,0,3,56,67,111,7,9,10,8,0,3,4,212,3,0,0,0,0,0,0,0,0,5,10,60,3,6,0,0,0,0,0,85,4,8,4,3,3,0,0,0,0,18,192,481,38,58,39,30,21,19,12,874,0,0,0,0,0,0,0,0,0,0,58,64,39,40,19,14,6,13,3,249,82,68,80,50,16,11,15,17,3,334,222,68,818,82,47,59,164,122,26,1604,5,4,3,0,3,5,6,9,0,30,11,13,14,9,3,8,13,8,0,78,8,4,4,0,0,3,0,3,0,25,15,17,10,4,3,3,3,6,3,66,690,939,1015,252,143,133,225,201,57,3656,0,7,0,0,0,0,0,0,0,7,3,32,0,0,3,0,0,0,3,44,44,179,3,16,13,3,0,0,5,252,0,6,0,0,0,0,0,0,0,14
Ku-ring-gai (A),14500,26,39,3,0,4,3,0,0,0,76,162,746,13,3,21,6,3,4,13,969,1655,2456,109,40,327,147,17,19,87,4856,55,94,0,0,12,3,0,0,4,180,188,310,13,10,42,14,0,8,12,593,43,46,3,0,12,7,0,0,0,112,3100,5318,342,249,714,479,91,144,179,10612,3,3,3,0,0,0,0,0,0,12,447,391,128,61,83,115,26,39,22,1331,314,278,113,66,90,87,35,44,24,1054,418,204,816,98,104,137,88,128,40,2036,28,21,16,7,13,12,5,11,0,106,92,97,32,30,37,63,21,26,9,420,81,127,26,6,21,20,4,14,7,318,59,98,32,18,17,18,4,10,47,308,6679,10224,1658,599,1492,1122,311,449,452,22986,18,46,3,0,9,0,0,0,3,77,66,490,15,6,28,0,0,3,8,608,760,2194,35,96,466,130,4,14,56,3751,35,106,0,4,20,3,0,0,3,168
Kyogle (A),14550,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,6,9,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,7,13,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,50,63,4,4,4,4,3,10,3,140,0,0,0,0,0,0,0,0,0,3,15,12,4,3,3,0,3,6,0,49,21,13,9,10,3,5,0,8,0,66,114,6,187,19,12,20,52,91,7,519,3,3,3,0,0,0,0,6,0,19,16,0,0,4,3,3,7,13,0,41,3,3,0,3,0,0,0,5,0,15,21,3,7,4,0,5,5,10,3,51,253,128,219,55,25,32,72,141,20,951,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,25,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
Lachlan (A),14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,25,3,5,0,4,4,0,0,71,0,0,0,0,0,0,0,0,0,0,20,3,0,5,0,4,4,0,0,39,12,4,8,11,3,0,3,4,0,35,124,4,143,6,7,19,42,41,7,392,9,0,3,0,0,0,5,0,0,22,19,0,6,0,0,0,4,3,0,31,3,0,0,0,0,0,0,0,0,3,15,0,15,0,3,0,12,7,3,64,241,58,171,29,12,28,74,58,7,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
Lake Macquarie (C),14650,8,19,3,0,0,0,0,0,0,29,45,332,3,0,12,7,0,0,7,403,339,666,39,24,73,33,12,12,7,1199,18,34,0,0,6,0,0,0,0,54,67,254,16,14,19,3,6,10,3,392,47,69,10,15,11,3,0,0,3,156,971,3145,326,309,267,156,98,118,59,5444,0,4,4,0,3,3,0,4,0,20,349,480,337,206,130,74,76,66,27,1731,494,545,519,298,191,118,127,103,21,2417,1600,609,7904,715,652,679,1867,1519,283,15830,35,16,51,48,31,48,57,96,3,389,107,64,133,69,49,78,118,114,8,748,38,67,33,17,15,22,24,44,5,259,50,68,134,53,27,46,120,120,69,690,4169,6366,9498,1778,1483,1256,2515,2205,500,29763,4,40,0,3,3,0,0,0,0,58,14,233,0,3,9,0,0,0,3,271,195,996,18,51,113,21,0,10,15,1426,12,48,0,3,8,0,0,0,0,79
Lane Cove (A),14700,7,24,0,0,0,0,0,0,0,28,42,208,0,3,11,3,0,0,7,267,436,886,44,17,104,59,20,11,18,1592,10,25,0,0,3,3,0,0,0,47,54,124,7,10,11,11,3,7,5,230,18,17,0,3,3,0,0,0,0,42,844,1992,152,120,262,174,45,56,59,3704,0,0,0,0,0,0,0,0,0,3,118,128,58,28,28,42,8,18,6,426,112,111,64,32,50,45,19,25,7,465,162,94,354,46,51,73,41,59,11,892,9,12,3,4,6,5,0,7,0,40,26,23,11,11,9,18,4,3,0,109,25,55,13,0,3,4,3,0,0,102,14,34,8,3,7,11,0,3,14,99,1873,3729,724,282,546,446,146,179,134,8056,6,15,0,0,3,0,0,0,0,26,29,175,0,4,4,3,0,0,0,219,283,845,22,48,168,44,0,6,20,1444,8,24,0,0,3,5,0,0,0,46
Leeton (A),14750,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,9,15,0,0,0,0,0,3,0,32,0,4,0,0,0,0,0,0,0,3,4,5,3,0,0,0,0,0,0,13,3,3,0,0,0,0,0,0,0,5,43,107,16,9,10,7,0,24,0,211,0,0,0,0,0,0,0,0,0,0,20,14,7,9,0,0,0,4,4,55,27,8,16,10,6,0,5,3,0,77,146,31,379,29,23,26,118,113,25,887,9,0,8,0,0,0,4,11,0,31,10,0,3,0,0,3,3,17,0,29,3,0,4,0,0,3,0,6,0,17,19,9,4,0,3,4,24,20,6,95,293,201,443,57,43,44,153,197,39,1467,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,7,23,0,0,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
Lismore (C),14850,0,3,0,0,0,0,0,0,0,3,14,91,0,0,0,4,0,0,3,104,29,127,7,6,4,0,3,8,4,192,0,7,0,0,0,0,0,0,0,10,20,67,7,8,4,4,0,0,0,117,5,21,0,0,3,0,0,3,0,34,207,657,98,94,69,45,16,47,8,1238,0,3,3,0,0,0,0,0,0,8,55,84,41,50,18,17,12,9,0,287,75,72,67,68,42,18,15,31,8,396,371,101,1324,166,121,160,311,369,37,2951,16,5,10,17,8,20,16,38,3,141,23,9,19,20,16,22,30,35,0,171,13,10,6,3,0,5,5,3,0,49,34,24,24,5,11,15,25,40,18,193,861,1274,1609,462,292,307,429,582,81,5896,0,14,0,0,0,0,0,0,0,15,7,47,3,0,0,0,0,0,0,64,35,199,5,18,14,6,0,3,0,290,3,9,0,0,0,0,0,0,0,14
Lithgow (C),14870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,42,3,4,6,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,3,0,0,0,27,4,3,3,0,0,0,0,0,0,15,46,142,26,16,23,3,5,3,0,266,0,0,0,0,0,0,0,0,0,0,31,14,26,19,3,0,10,4,3,109,34,24,56,36,6,3,12,14,5,195,155,43,781,90,56,47,390,149,23,1728,5,0,9,0,3,3,13,24,0,58,6,3,10,11,3,0,16,10,0,69,0,3,0,0,0,3,5,3,0,21,11,0,19,7,0,9,34,25,12,108,315,282,940,188,100,75,487,229,50,2667,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,13,16,45,0,3,8,4,0,0,0,73,0,0,0,0,0,0,0,0,0,0
Liverpool (C),14900,9,12,0,0,0,0,0,0,0,23,21,142,3,0,9,3,4,0,0,184,351,909,111,80,153,62,95,33,25,1820,11,47,3,0,7,0,3,0,6,79,39,129,17,23,25,10,10,10,4,264,25,29,5,0,6,0,3,0,0,68,1024,2714,581,356,704,332,402,277,125,6522,5,9,6,3,0,5,3,3,6,36,362,299,446,158,202,110,225,151,43,2003,464,421,546,283,286,186,293,169,54,2709,1178,390,5523,540,615,459,1439,1076,231,11447,52,20,65,46,37,34,75,63,6,407,114,54,145,92,88,75,173,137,23,900,63,93,80,30,44,30,91,43,9,479,91,75,190,41,52,59,164,163,141,961,3806,5334,7710,1662,2241,1370,2988,2121,679,27909,3,40,0,3,0,0,0,0,0,44,7,80,0,3,3,0,0,0,0,100,190,1209,26,107,219,74,7,26,18,1876,9,65,0,5,13,3,0,0,0,93
Liverpool Plains (A),14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,46,3,3,3,3,0,5,0,102,0,0,0,0,0,0,0,0,0,0,34,7,4,7,3,3,0,3,0,61,21,6,0,9,0,3,4,3,0,48,102,7,191,17,3,9,116,68,13,529,9,0,0,0,3,3,3,4,0,21,7,0,3,0,0,4,9,7,0,39,0,3,0,0,0,0,0,4,0,11,9,4,7,0,0,4,13,11,3,59,227,85,207,39,15,31,156,106,18,889,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
Lockhart (A),14950,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,8,3,0,3,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,21,15,3,5,0,0,0,0,0,0,30,85,8,74,7,11,5,31,25,9,251,0,0,0,0,0,0,8,4,0,17,5,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,4,3,0,12,163,24,85,18,14,7,40,35,14,400,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
