lga_code_2016,p55_64_c_own_chld_childr,p55_64_c_oth_ch_chiln,p55_64_ca_ow_ch_ch_oth_ch_ch,p55_64_yr_c_for_t,p55_64_d_not_prov_ch_care,p55_64_u_ch_care_ns,p55_64_os_v,p55_64_yr_t,p65_74_c_own_chld_childr,p65_74_c_oth_ch_chiln,p65_74_ca_ow_ch_ch_oth_ch_ch,p65_74_yr_c_for_t,p65_74_d_not_prov_ch_care,p65_74_u_ch_care_ns,p65_74_os_v,p65_74_yr_t,p75_84_c_own_chld_childr,p75_84_c_oth_ch_chiln,p75_84_ca_ow_ch_ch_oth_ch_ch,p75_84_yr_c_for_t,p75_84_d_not_prov_ch_care,p75_84_u_ch_care_ns,p75_84_os_v,p75_84_yr_t,p85ovr_c_own_chld_childr,p85ovr_c_oth_ch_chiln,p85ov_ca_ow_ch_ch_oth_ch_ch,p85ovr_c_for_t,p85ovr_d_not_prov_ch_care,p85ovr_u_ch_care_ns,p85ovr_os_v,p85ovr_t,pt_c_own_chld_childrn,pt_c_oth_ch_chiln,pt_ca_ow_ch_ch_oth_ch_ch,pt_c_for_t,pt_d_not_prov_ch_care,pt_u_ch_care_ns,pt_os_v,pt_t,lga_name16
50420,312,983,17,1311,5307,463,148,7232,55,939,6,1003,3820,474,98,5387,16,207,0,220,2425,475,23,3147,7,8,0,19,1076,398,3,1495,9767,3416,343,13528,35685,4064,718,53990,Bayswater (C)
50490,141,486,3,629,2934,440,145,4151,41,379,5,421,1953,347,70,2800,8,79,0,87,1416,278,8,1784,3,3,0,10,634,140,0,791,5590,1809,164,7561,21472,3927,575,33532,Belmont (C)
50560,10,25,0,40,240,26,0,308,0,23,0,24,218,34,0,280,0,0,0,0,114,30,0,140,0,0,0,0,33,10,0,41,208,82,5,295,930,175,5,1408,Beverley (S)
50630,15,36,0,53,222,28,0,301,3,8,0,10,118,22,0,152,0,0,0,0,54,13,0,73,0,0,0,0,4,3,0,12,504,109,22,630,1078,185,5,1899,Boddington (S)
51080,8,13,0,22,108,25,0,156,0,6,0,6,69,19,0,92,0,0,0,0,37,11,0,48,0,0,0,0,11,3,0,12,185,40,4,231,459,120,3,811,Broomehill-Tambellup (S)
51120,5,19,0,29,108,8,0,147,0,14,0,14,98,18,0,128,0,0,0,0,51,13,0,65,0,0,0,0,22,3,0,20,133,57,0,192,468,73,6,735,Bruce Rock (S)
51190,122,681,4,804,3004,335,30,4179,25,454,0,480,2277,337,22,3117,7,69,0,74,1387,278,3,1741,0,4,0,6,731,130,0,867,4703,1941,196,6840,16247,2682,206,25971,Bunbury (C)
51260,128,665,3,800,3381,385,41,4604,31,542,3,570,2997,377,48,3993,16,75,0,86,1615,313,24,2042,3,0,0,3,623,218,7,844,6165,2000,291,8460,17143,2599,405,28606,Busselton (C)
51310,232,359,10,594,2328,137,35,3085,23,535,8,568,1270,146,24,2012,13,170,0,182,1135,156,8,1483,0,10,0,9,736,95,0,840,5080,1482,191,6754,12854,1276,272,21152,Cambridge (T)
51330,407,1493,19,1915,7093,424,383,9815,99,1397,16,1514,4684,387,191,6779,13,239,3,258,2751,361,56,3425,0,11,0,11,1276,222,7,1517,14342,4858,449,19645,49041,4135,1563,74386,Canning (C)
51680,26,108,0,135,562,67,3,769,0,68,0,71,421,52,0,538,0,5,0,10,195,32,0,235,0,0,0,0,33,3,0,40,862,336,28,1228,2625,379,17,4242,Chittering (S)
54830,96,526,3,629,2309,279,126,3345,27,268,3,297,1546,259,53,2160,0,52,0,56,865,168,19,1103,0,3,0,6,240,67,3,321,7006,1962,295,9264,16781,3356,316,29715,Kwinana (C)
54900,8,23,0,27,140,14,0,186,0,11,0,11,83,8,3,103,0,3,0,3,43,3,0,49,0,0,0,0,11,3,0,11,221,57,5,282,593,88,14,984,Lake Grace (S)
51750,75,110,5,187,864,97,12,1155,13,279,4,298,659,92,13,1058,3,77,0,78,563,90,4,744,0,0,0,0,388,66,3,457,1392,601,72,2070,5509,727,118,8420,Claremont (T)
51820,411,1690,24,2128,7826,676,222,10852,78,1250,12,1338,5007,566,156,7069,21,222,0,245,2885,556,27,3710,6,10,0,13,1072,319,6,1410,18914,5697,652,25263,50535,5777,988,82571,Cockburn (C)
51890,39,228,3,273,879,113,0,1265,5,94,0,103,694,110,0,903,0,18,0,18,314,90,0,413,3,0,0,0,101,44,0,146,1292,616,49,1960,4204,725,20,6914,Collie (S)
55460,8,53,0,58,346,28,0,433,3,27,0,33,237,47,0,316,0,4,0,4,125,17,0,149,0,0,0,0,52,13,0,70,483,156,30,662,1765,260,63,2752,Merredin (S)
52100,0,30,0,25,127,7,0,162,0,13,0,15,96,9,0,117,0,3,0,7,53,22,0,83,0,0,0,0,23,7,0,34,149,67,7,225,531,97,0,860,Corrigin (S)
52170,91,117,0,206,740,52,10,1016,10,210,3,216,491,46,3,762,3,43,0,51,272,27,0,351,3,6,0,6,181,28,0,218,1233,528,51,1814,3774,396,98,6087,Cottesloe (T)
52240,7,13,0,21,131,7,0,160,0,8,0,8,95,16,0,121,0,0,0,0,54,9,0,61,0,0,0,0,11,4,0,14,157,40,21,212,515,95,4,831,Cranbrook (S)
52310,4,5,0,13,107,11,0,127,3,13,0,15,98,12,0,122,0,0,0,0,32,9,0,40,0,0,0,0,12,5,0,15,99,24,5,128,427,89,0,649,Cuballing (S)
52380,0,3,0,3,74,11,3,96,0,9,0,9,42,15,0,66,0,0,0,0,9,7,0,20,0,0,0,0,4,0,0,3,22,16,0,32,228,81,9,353,Cue (S)
52450,5,25,0,30,140,22,0,198,0,6,0,6,103,20,0,127,0,0,0,0,61,19,0,74,0,0,0,0,14,8,0,27,211,73,12,298,752,142,3,1195,Cunderdin (S)
52520,3,21,0,26,165,16,3,205,0,12,0,10,105,9,0,122,0,3,0,3,59,10,3,69,0,0,0,0,22,3,0,28,212,59,9,278,734,114,18,1139,Dalwallinu (S)
52590,11,54,3,69,461,57,6,591,4,43,0,45,434,44,4,528,0,10,0,10,177,36,0,219,0,0,0,0,33,7,0,42,469,181,20,667,1920,303,83,2973,Dandaragan (S)
52940,0,18,0,24,77,5,0,104,0,13,0,11,68,9,0,86,0,0,0,0,30,3,0,36,0,0,0,0,10,0,0,10,110,46,11,167,320,32,3,527,Dowerin (S)
53010,4,15,0,19,81,21,0,122,0,5,0,5,49,15,0,65,0,0,0,0,35,6,0,46,0,0,0,0,4,0,0,4,110,37,7,154,304,73,8,539,Dumbleyung (S)
53080,3,14,0,16,209,96,0,315,3,14,0,12,191,94,0,299,0,0,0,0,36,12,0,49,0,0,0,0,8,0,0,4,109,42,0,157,853,426,14,1444,Dundas (S)
53150,82,143,8,230,726,51,8,1017,12,167,0,179,417,36,9,647,0,28,0,28,303,54,0,380,0,0,0,0,100,70,0,168,1260,493,69,1824,3625,437,65,5945,East Fremantle (T)
53220,56,124,3,184,1253,518,17,1967,0,42,0,44,396,126,13,577,0,4,0,4,57,18,0,77,0,0,0,0,3,0,0,3,3021,804,174,3990,7950,4286,127,16357,East Pilbara (S)
53290,58,220,3,281,1266,244,12,1803,6,120,3,132,1056,236,7,1428,0,30,0,30,493,134,0,658,3,0,0,3,197,44,0,241,2093,745,120,2958,6660,1572,59,11242,Esperance (S)
53360,18,79,0,96,748,117,14,980,3,64,0,65,907,84,15,1074,0,6,0,7,243,26,3,285,0,0,0,0,25,5,0,32,591,216,30,839,3007,459,203,4507,Exmouth (S)
53430,188,410,14,614,2942,349,45,3951,20,564,0,583,1919,301,29,2835,9,118,0,125,1267,279,5,1684,0,3,0,5,563,185,3,754,3980,1696,223,5906,16213,2580,478,25172,Fremantle (C)
53570,21,99,0,119,628,82,3,830,6,82,0,85,614,90,3,791,0,15,0,15,254,52,0,320,0,0,0,0,52,13,0,65,665,290,25,979,2761,436,172,4347,Gingin (S)
53640,6,28,0,32,141,21,0,201,0,11,0,11,72,18,0,107,0,0,0,0,33,4,0,37,0,0,0,0,5,3,0,9,202,78,13,293,542,116,6,958,Gnowangerup (S)
54280,116,377,10,497,2302,499,40,3338,15,125,3,145,1192,274,20,1628,7,27,0,32,447,109,3,583,3,0,0,7,117,41,0,159,5350,1358,246,6959,13624,3104,180,23866,Kalgoorlie/Boulder (C)
54310,66,222,3,292,1633,399,42,2363,9,79,3,89,762,151,28,1026,0,16,0,17,152,36,5,209,3,0,0,3,15,3,0,26,4662,944,208,5816,10299,3536,276,19923,Karratha (C)
53710,3,20,0,27,109,19,0,145,0,16,0,17,84,16,0,119,0,3,0,3,51,11,0,70,0,0,0,0,20,6,0,28,151,53,4,210,501,96,3,804,Goomalling (S)
53780,498,1942,31,2468,8557,659,472,12154,118,1298,5,1427,6051,599,249,8325,26,217,0,244,3259,529,45,4075,0,5,0,12,1086,294,4,1396,20765,6288,728,27778,57169,6629,1328,92909,Gosnells (C)
53800,161,673,9,836,3443,429,55,4767,32,412,0,444,2542,364,21,3369,11,76,0,82,1425,322,9,1836,0,3,0,4,510,137,0,649,5890,2224,280,8388,18482,3359,253,30482,Greater Geraldton (C)
53920,12,44,3,64,300,68,7,441,3,19,3,23,254,28,7,313,0,4,0,7,46,10,0,57,0,0,0,0,5,0,0,12,359,226,53,646,1608,676,132,3064,Halls Creek (S)
53990,96,512,12,618,2264,232,19,3130,12,305,6,317,1710,223,10,2263,3,43,0,46,819,172,4,1041,3,4,0,7,243,43,0,290,4645,1538,219,6400,11649,1703,114,19869,Harvey (S)
54060,14,58,0,76,501,38,3,615,7,34,0,39,510,61,0,612,0,5,0,8,228,43,0,280,0,0,0,0,73,9,0,83,519,177,34,730,2030,298,12,3069,Irwin (S)
54130,7,20,0,34,132,23,0,192,0,4,0,4,73,8,0,86,0,0,0,3,34,9,0,46,0,0,0,0,5,0,0,5,185,49,3,245,504,117,3,869,Jerramungup (S)
54170,816,3751,51,4622,14751,755,188,20317,134,3348,18,3501,9261,660,151,13568,11,441,0,459,4673,511,56,5700,5,23,0,29,2085,350,9,2474,27089,10838,1153,39079,77457,5347,1076,122959,Joondalup (C)
54200,227,1213,13,1455,4811,425,82,6767,56,1069,9,1133,3882,390,52,5446,8,204,0,212,2294,331,22,2860,0,11,0,10,694,185,3,898,9508,3873,392,13771,28275,2870,336,45252,Kalamunda (S)
54340,10,72,0,86,372,72,3,531,0,27,0,31,263,60,7,355,0,0,0,0,186,51,0,241,0,4,0,4,66,21,0,87,516,214,35,766,2015,496,28,3307,Katanning (S)
54410,10,14,0,26,114,12,0,156,0,16,0,13,108,18,0,142,0,3,0,3,79,24,0,105,0,0,0,0,30,13,0,46,185,71,8,260,601,115,3,982,Kellerberrin (S)
54480,0,12,0,18,43,9,0,65,0,5,0,5,35,10,0,54,0,0,0,0,10,4,0,17,0,0,0,0,0,3,0,5,103,28,3,135,211,59,3,403,Kent (S)
54550,9,57,0,66,190,23,0,278,0,16,0,17,156,24,3,205,0,4,0,7,89,20,0,116,0,5,0,4,28,18,0,55,305,137,19,461,859,200,15,1534,Kojonup (S)
54620,3,20,0,24,125,15,3,165,0,12,0,12,86,14,3,108,0,4,0,6,35,3,0,52,0,0,0,0,12,0,0,11,191,63,6,261,526,96,15,904,Kondinin (S)
54690,0,12,0,12,64,5,0,77,0,3,0,3,40,3,0,43,0,0,0,0,21,3,0,26,0,0,0,0,9,0,0,7,66,20,7,94,194,30,0,318,Koorda (S)
54760,0,16,0,15,71,7,0,88,0,13,0,13,62,5,0,78,0,0,0,0,33,7,0,36,0,0,0,0,8,4,0,20,129,48,4,178,345,53,0,575,Kulin (S)
54970,5,23,0,25,232,76,3,337,3,7,0,9,62,6,0,78,0,0,0,0,13,3,0,22,0,0,0,0,0,0,0,3,439,118,19,570,1286,552,15,2434,Laverton (S)
55040,9,18,0,26,208,112,6,354,0,5,0,5,86,29,3,123,0,0,0,0,13,8,0,19,0,0,0,0,4,4,0,6,416,79,10,510,1209,848,31,2589,Leonora (S)
55110,315,1511,17,1841,7151,593,108,9698,72,1116,0,1190,7365,781,66,9397,19,153,0,172,4879,754,16,5830,4,11,0,16,1690,386,4,2092,11841,4789,531,17159,40959,4886,380,63391,Mandurah (C)
55180,51,146,0,196,1085,126,25,1431,19,102,0,123,805,132,4,1059,0,38,0,39,416,102,0,560,0,0,0,3,141,54,0,192,1300,500,56,1858,4760,857,175,7646,Manjimup (S)
55250,3,20,3,27,120,62,3,216,0,6,0,8,91,36,0,139,0,0,0,0,16,5,0,22,0,0,0,0,3,5,0,3,242,76,22,338,786,512,31,1656,Meekatharra (S)
55320,646,1978,21,2645,9206,587,203,12651,114,2233,7,2358,6292,576,132,9351,22,506,4,532,4463,718,35,5755,8,31,0,38,2516,694,13,3250,15547,6524,587,22657,52491,4951,1197,81294,Melville (C)
55950,0,9,0,9,72,9,0,89,0,8,0,8,35,3,0,51,0,3,0,3,30,5,0,41,0,0,0,0,3,3,0,13,97,36,5,137,244,32,0,420,Mukinbudin (S)
55390,0,5,0,5,95,18,0,119,0,0,0,0,43,13,0,53,0,0,0,0,11,0,0,12,0,0,0,0,4,0,0,4,151,50,4,207,520,160,0,887,Menzies (S)
55530,0,10,0,12,81,19,0,116,0,4,0,4,57,12,0,78,0,0,0,0,27,11,0,40,0,0,0,0,4,0,0,10,80,28,3,108,307,72,0,489,Mingenew (S)
56090,231,841,3,1082,3658,344,20,5100,39,671,3,708,2842,333,18,3904,7,107,0,110,1368,211,3,1695,4,6,0,6,467,113,3,592,5849,2526,259,8634,18276,3639,125,30682,Mundaring (S)
55670,0,12,0,13,85,13,0,110,0,4,0,4,52,4,0,61,0,0,0,0,45,7,0,55,0,0,0,0,15,5,0,18,113,36,10,158,421,65,7,650,Morawa (S)
55600,10,42,0,48,236,38,0,327,3,18,0,21,198,30,0,249,0,6,0,6,92,19,0,114,0,0,0,0,40,3,0,44,350,135,14,504,1217,226,20,1956,Moora (S)
56620,8,33,9,52,87,27,3,168,0,8,3,11,37,32,0,84,0,0,0,3,3,13,0,20,0,0,0,0,3,0,0,3,186,261,113,558,396,360,11,1327,Ngaanyatjarraku (S)
56860,0,4,0,3,44,0,0,48,0,0,0,0,13,0,0,21,0,0,0,0,9,6,0,15,0,0,0,0,0,0,0,8,32,12,0,42,135,15,0,195,Nungarin (S)
56930,26,25,0,51,149,14,3,218,4,43,0,43,95,13,3,148,3,17,0,16,64,13,0,92,0,3,0,3,30,3,0,41,237,121,7,368,828,99,19,1313,Peppermint Grove (S)
55740,72,116,3,188,735,79,15,1008,8,176,5,191,566,100,6,868,0,54,0,54,310,87,0,453,0,3,0,3,114,81,0,193,1335,500,55,1884,4515,671,99,7171,Mosman Park (T)
55810,5,3,0,9,79,28,0,115,0,11,0,11,76,24,0,111,0,0,0,0,11,5,0,19,0,0,0,0,0,0,0,3,80,31,0,111,340,151,3,609,Mount Magnet (S)
55880,3,5,0,7,62,0,0,71,0,5,0,5,45,4,3,56,0,0,0,0,18,0,0,23,0,0,0,0,8,0,0,7,111,21,0,136,244,36,3,423,Mount Marshall (S)
57420,11,25,0,31,211,50,0,296,0,10,0,7,196,32,0,241,0,3,0,3,74,8,0,84,0,0,0,0,17,3,0,19,270,72,11,351,985,215,10,1568,Ravensthorpe (S)
56160,0,4,0,4,25,25,0,57,0,4,0,4,15,4,0,17,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,9,17,6,34,84,135,3,252,Murchison (S)
56230,50,352,3,410,1574,180,7,2177,24,212,0,234,1569,209,5,2018,0,37,0,37,903,170,0,1109,0,3,0,3,254,41,0,292,2387,1058,124,3572,8198,1202,47,13020,Murray (S)
56300,4,25,0,35,215,27,3,281,3,21,0,26,192,26,0,243,0,0,0,3,62,10,0,84,0,0,0,0,11,3,0,21,162,71,7,241,753,122,13,1131,Nannup (S)
57490,386,2120,22,2530,8589,813,144,12084,93,1205,7,1308,6425,742,101,8572,23,148,3,173,3881,703,37,4791,4,14,0,13,1313,376,4,1706,22344,7113,1079,30532,55550,7805,628,94512,Rockingham (C)
65010,33,121,0,157,744,55,0,957,9,59,0,67,545,65,0,680,0,3,0,6,208,38,0,254,0,3,0,3,60,20,0,83,892,333,32,1257,3119,409,5,4793,Southern Midlands (M)
65210,7,53,0,65,363,52,3,486,0,26,0,23,324,71,3,417,0,4,0,3,131,37,0,167,0,3,0,3,36,22,0,60,272,130,7,415,1265,294,24,1992,Tasman (M)
65410,39,283,3,328,1548,130,0,2002,7,136,0,146,1301,151,0,1599,3,26,0,30,752,133,0,910,0,3,0,3,259,47,3,311,1980,812,75,2869,7229,890,25,11007,Waratah/Wynyard (M)
65610,21,58,0,74,555,70,5,700,3,30,0,27,342,56,0,431,0,8,0,8,166,38,0,207,0,0,0,0,32,10,0,41,653,214,30,894,2254,389,15,3548,West Coast (M)
65810,104,456,4,567,2558,216,10,3356,22,310,0,328,2058,206,7,2603,3,59,0,62,1094,163,0,1321,3,3,0,6,403,73,0,483,3443,1331,148,4924,11831,1261,67,18076,West Tamar (M)
56370,6,11,0,16,100,17,3,133,0,7,0,7,62,9,0,79,0,0,0,0,43,7,0,54,0,0,0,0,22,4,0,29,120,39,10,165,416,64,6,646,Narembeen (S)
56460,24,105,4,125,502,91,3,722,5,63,0,63,362,61,3,493,0,6,0,8,210,53,0,272,0,0,0,4,106,25,0,132,710,312,27,1048,2492,531,19,4099,Narrogin (S)
56580,209,303,8,520,2117,177,39,2854,36,646,7,684,1465,186,42,2373,4,142,0,151,965,146,9,1273,5,6,0,11,568,154,8,741,3843,1389,140,5366,10966,1196,265,17792,Nedlands (C)
56730,54,230,0,287,1152,169,7,1612,4,102,0,111,948,144,3,1205,0,20,0,18,464,74,0,561,0,0,0,0,169,29,0,199,1462,622,79,2168,5426,1375,37,9010,Northam (S)
56790,17,84,0,103,685,132,17,931,9,53,0,63,782,177,5,1032,0,6,0,4,293,90,4,394,0,0,0,0,52,22,0,70,475,212,16,708,2628,615,174,4123,Northampton (S)
57630,0,6,0,6,41,4,0,51,0,0,0,0,35,9,0,42,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,6,0,4,108,26,4,146,Sandstone (S)
57700,97,458,3,564,1787,186,46,2587,12,271,0,279,1176,112,25,1598,3,39,0,43,527,76,5,650,4,3,0,10,158,25,0,187,5230,1628,210,7072,11254,1547,151,20023,Serpentine-Jarrahdale (S)
57770,6,29,0,42,364,42,24,472,0,11,0,18,479,71,3,569,0,8,0,8,137,30,0,169,0,0,0,0,26,12,0,40,202,75,13,289,1395,264,132,2078,Shark Bay (S)
57840,258,618,7,885,3868,345,99,5198,45,698,3,745,2562,272,80,3646,9,132,0,142,1419,228,20,1802,0,0,0,3,849,269,3,1124,5855,2156,190,8201,24456,2728,719,36096,South Perth (C)
57910,1047,2937,49,4029,16345,1326,497,22199,195,3430,24,3646,11417,1311,234,16603,57,851,4,910,8495,1280,49,10732,12,60,0,71,3747,963,12,4790,32617,11480,1041,45139,113049,12619,2252,173063,Stirling (C)
57980,117,218,3,339,1545,152,55,2090,24,392,0,416,1173,160,19,1773,0,94,0,95,720,153,3,973,0,7,0,7,278,137,3,419,2795,1023,113,3929,11047,1408,537,16920,Subiaco (C)
58050,507,2035,27,2566,9936,913,289,13708,89,1316,7,1409,6115,804,167,8498,21,221,3,244,3136,613,55,4046,8,8,0,19,1013,387,4,1428,23954,7046,847,31844,62661,8101,1020,103629,Swan (C)
58190,0,5,0,5,26,14,0,51,0,3,0,3,20,8,0,32,0,0,0,0,13,0,0,19,0,0,0,0,3,0,0,3,61,19,3,83,168,51,0,304,Tammin (S)
58260,4,11,0,18,63,6,0,81,0,3,0,3,55,10,0,71,0,0,0,0,11,5,0,17,0,0,0,0,14,0,0,14,116,26,4,141,274,39,6,464,Three Springs (S)
57000,7,11,0,17,125,25,0,167,0,3,0,5,45,10,0,59,0,0,0,0,12,3,0,16,0,0,0,0,3,0,0,9,185,32,10,227,518,143,11,893,Perenjori (S)
57080,77,193,0,266,1794,677,333,3072,11,220,0,232,1111,388,145,1876,6,31,0,40,483,190,37,752,0,3,0,3,159,53,8,218,2022,855,44,2924,16557,5492,3165,28144,Perth (C)
57140,4,30,0,34,142,30,0,208,0,8,0,10,112,22,0,139,0,3,0,4,72,12,0,86,0,0,0,0,26,3,0,26,127,58,13,197,592,115,6,916,Pingelly (S)
57210,20,89,0,108,605,80,0,791,9,57,0,60,493,80,3,641,0,12,0,9,230,49,0,297,0,0,0,0,73,23,0,96,670,284,18,972,2607,526,21,4117,Plantagenet (S)
57280,51,113,0,168,1222,392,39,1815,4,39,0,42,483,148,18,693,0,14,0,12,110,39,7,165,6,0,0,3,17,10,0,35,2836,634,106,3579,7416,2767,209,13963,Port Hedland (T)
57350,4,18,0,23,144,16,0,183,0,8,0,6,102,21,0,130,0,4,0,4,58,20,0,80,0,0,0,0,25,7,0,32,120,55,3,174,541,115,3,837,Quairading (S)
58330,18,88,0,104,652,76,4,836,3,61,0,64,583,97,0,745,0,7,0,7,221,43,0,268,0,0,0,3,36,4,0,37,494,254,23,776,2534,399,9,3713,Toodyay (S)
59030,3,6,0,8,46,12,0,65,0,0,0,0,17,7,0,24,0,0,0,0,8,5,0,19,0,0,0,0,0,0,0,0,71,19,4,89,167,63,5,331,Westonia (S)
58400,3,3,0,4,36,17,0,59,0,0,0,0,40,5,0,43,0,0,0,0,14,5,0,21,0,0,0,0,6,3,0,8,34,9,5,48,184,58,3,294,Trayning (S)
72800,128,386,10,525,1752,295,53,2627,15,201,0,211,871,146,46,1276,10,35,0,45,327,58,3,437,4,0,0,4,78,18,4,105,6755,1586,261,8600,13891,2484,250,25222,Palmerston (C)
58470,0,8,0,8,46,20,0,70,0,0,0,0,40,14,0,54,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,30,35,13,75,175,87,3,339,Upper Gascoyne (S)
58510,139,372,10,521,2372,354,92,3345,33,322,3,352,1540,280,54,2229,6,51,0,55,1071,253,10,1396,0,3,0,5,838,261,0,1106,4708,1425,176,6313,20275,3350,757,30689,Victoria Park (T)
70200,119,357,10,482,2588,564,122,3758,18,171,4,196,1497,379,49,2125,3,38,0,47,503,135,14,696,0,3,0,0,139,30,3,174,3880,1321,239,5445,12875,3399,906,22630,Alice Springs (T)
73600,20,106,4,129,755,140,19,1047,4,47,3,49,687,125,13,882,4,9,0,7,140,30,6,188,0,0,0,0,12,3,0,14,1113,685,194,1989,3630,850,190,6669,Roper Gulf (R)
74050,3,38,0,42,185,26,0,253,0,7,0,7,60,12,0,79,0,3,0,3,18,0,0,28,0,0,0,0,0,0,0,4,319,182,3,513,1236,153,5,1904,Tiwi Islands (R)
74550,13,25,0,42,296,87,6,434,7,18,0,26,231,47,9,307,0,0,0,3,59,15,3,83,0,0,0,0,7,3,0,4,319,249,59,631,1449,615,190,2884,Victoria Daly (R)
58540,6,13,0,22,104,11,0,138,0,3,0,4,76,15,0,95,0,0,0,0,38,15,3,54,0,0,0,0,3,3,0,8,144,33,3,177,479,87,15,759,Victoria Plains (S)
74680,23,73,3,100,93,22,0,207,0,14,0,12,35,8,0,49,0,5,0,5,6,0,0,17,0,0,0,0,0,0,0,0,713,508,23,1247,639,262,4,2161,West Daly (R)
79399,35,100,0,137,954,390,138,1619,6,71,0,81,582,257,63,987,0,8,0,8,74,44,7,134,0,0,0,0,6,3,0,8,1247,359,60,1667,4353,1980,1159,9158,Unincorporated NT
58570,164,318,8,490,2460,274,66,3290,33,308,3,338,1348,157,34,1875,3,86,0,90,885,114,4,1095,0,3,0,3,570,61,0,635,4615,1381,193,6192,19505,2541,708,28944,Vincent (C)
58610,7,32,0,37,211,29,4,284,0,23,0,21,202,24,0,250,0,0,0,0,100,26,0,128,0,0,0,0,44,12,0,63,244,84,7,340,927,186,14,1463,Wagin (S)
58680,0,8,0,14,45,8,0,69,0,0,0,0,39,10,0,49,0,0,0,0,24,7,0,30,0,0,0,0,4,0,0,4,78,19,0,96,213,36,0,349,Wandering (S)
58760,707,2811,39,3554,11696,990,315,16558,125,1815,20,1960,8027,834,197,11023,35,306,4,349,4417,745,67,5580,10,12,0,19,1427,391,15,1851,36053,9797,1351,47207,84467,9316,1357,142339,Wanneroo (C)
58820,10,87,0,99,425,68,0,586,0,44,0,45,339,62,3,443,0,4,0,9,200,74,0,277,0,0,0,3,59,37,0,101,574,253,27,860,1959,411,4,3234,Waroona (S)
58890,3,22,0,26,108,16,0,147,0,10,0,10,67,9,0,86,0,0,0,0,39,7,0,48,0,0,0,0,16,0,0,23,124,49,4,177,411,53,0,637,West Arthur (S)
62010,4,12,0,20,162,9,0,188,0,16,0,20,124,12,0,151,0,0,0,5,47,11,0,56,0,0,0,0,8,4,0,17,128,37,6,170,539,59,0,769,Flinders (M) (Tas.)
62210,25,120,0,150,807,83,0,1036,3,66,0,71,687,100,0,856,3,14,0,15,301,70,0,385,0,0,0,0,99,23,0,127,858,346,24,1229,3557,567,30,5382,George Town (M)
62410,14,98,0,113,692,69,10,885,0,69,0,69,657,82,0,806,0,9,0,11,281,55,0,350,0,0,0,7,83,25,0,111,486,236,16,739,2623,388,112,3861,Glamorgan/Spring Bay (M)
59100,6,5,0,18,73,9,0,99,0,4,0,4,66,12,0,84,0,0,0,0,35,3,0,39,0,0,0,0,15,4,0,18,130,30,0,163,348,48,5,560,Wickepin (S)
74560,0,5,0,6,79,3,0,88,0,10,0,10,59,7,0,69,0,0,0,0,17,0,0,17,0,0,0,0,3,0,0,3,50,23,4,84,279,18,0,383,Wagait (S)
74660,35,121,14,163,487,117,61,825,11,54,3,69,257,58,17,404,3,10,0,15,46,12,3,75,0,3,0,3,7,0,3,9,1031,937,444,2411,2312,926,358,6016,West Arnhem (R)
59170,3,29,0,25,129,17,0,180,0,15,0,17,64,12,0,93,0,0,0,0,41,6,0,42,0,0,0,0,14,0,0,13,157,64,4,223,442,75,12,757,Williams (S)
59250,5,3,0,12,138,45,0,193,0,4,0,4,51,18,3,73,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,214,63,14,292,781,338,12,1423,Wiluna (S)
89399,1984,6390,94,8476,30159,2556,790,41982,358,6665,43,7061,19377,1938,496,28878,89,1311,4,1403,10946,1588,74,14013,20,92,3,112,4728,1265,18,6127,67342,23138,2693,93169,206238,22080,4538,326033,Unincorporated ACT
99399,27,75,0,105,580,141,11,840,9,68,0,74,435,90,15,617,5,14,0,14,163,39,16,239,0,0,0,0,48,9,3,66,644,264,23,932,2513,907,107,4460,Unincorp. Other Territories
62610,203,896,7,1106,4156,414,23,5703,35,598,3,631,3076,420,9,4147,17,129,0,145,2066,397,7,2613,5,6,0,15,881,221,3,1123,6946,2919,351,10213,23848,3006,123,37196,Glenorchy (C)
62810,315,756,20,1092,4925,486,129,6634,38,944,3,983,3264,382,54,4689,12,203,0,208,2012,278,11,2505,0,14,0,18,1224,201,8,1450,7061,2979,378,10429,30290,3482,1031,45229,Hobart (C)
63010,91,300,3,399,2032,163,3,2598,30,197,3,227,1557,197,0,1983,3,27,0,29,713,133,0,877,8,3,0,11,211,34,0,258,2401,922,111,3434,8463,1055,44,13001,Huon Valley (M)
63210,39,88,3,122,816,76,18,1033,4,55,0,63,620,82,5,768,4,8,0,13,250,47,5,315,0,3,0,3,79,22,3,106,855,298,42,1201,3434,483,112,5226,Kentish (M)
63410,0,22,0,26,195,18,0,242,3,18,0,15,129,13,0,166,0,3,0,3,89,18,0,104,0,0,0,3,37,8,0,41,186,86,6,273,862,131,9,1274,King Island (M)
63610,217,803,10,1029,3540,230,28,4824,36,722,4,764,2656,211,14,3640,6,147,0,155,1517,176,0,1848,4,7,0,9,623,63,0,698,6157,2456,346,8953,17396,1402,165,27913,Kingborough (M)
63810,51,232,0,279,1174,108,0,1563,9,143,0,151,1118,121,0,1392,3,21,0,26,602,103,0,732,0,3,0,3,218,48,0,263,1498,652,75,2219,5662,662,15,8570,Latrobe (M) (Tas.)
