lga_code16,p_aged_15_yr_over_m,p_aged_15_yr_over_f,p_aged_15_yr_over_p,lab_for_st_empl_worked_ft_m,lab_for_st_empl_worked_ft_f,lab_for_st_empl_worked_ft_p,lab_for_st_empl_worked_pt_m,lab_for_st_empl_worked_pt_f,lab_for_st_empl_worked_pt_p,lab_for_st_empl_awy_frm_wrk_m,lab_for_st_empl_awy_frm_wrk_f,lab_for_st_empl_awy_frm_wrk_p,lab_for_st_unemp_lkg_fr_wrk_m,lab_for_st_unemp_lkg_fr_wrk_f,lab_for_st_unemp_lkg_fr_wrk_p,lab_for_st_tot_labour_force_m,lab_for_st_tot_labour_force_f,lab_for_st_tot_labour_force_p,lab_for_st_n_the_lbour_frce_m,lab_for_st_n_the_lbour_frce_f,lab_for_st_n_the_lbour_frce_p,percent_unemployment_m,percent_unemployment_f,percent_unemployment_p,pcent_lab_force_particip_m,pcent_lab_force_particip_f,pcent_lab_force_particip_p,pcent_employmnt_to_pop_m,pcent_employmnt_to_pop_f,pcent_employmnt_to_pop_p,non_sc_quals_postgrad_deg_m,non_sc_quals_postgrad_deg_f,non_sc_quals_postgrad_deg_p,non_sc_qua_gra_dip_gra_cer_m,non_sc_qua_gra_dip_gra_cer_f,non_sc_qua_gra_dip_gra_cer_p,non_sc_quals_bachelor_deg_m,non_sc_quals_bachelor_deg_f,non_sc_quals_bachelor_deg_p,non_sc_quals_adv_dip_dip_m,non_sc_quals_adv_dip_dip_f,non_sc_quals_adv_dip_dip_p,non_sc_quals_cert3a4_level_m,non_sc_quals_cert3a4_level_f,non_sc_quals_cert3a4_level_p,non_sc_quals_cert1a2_level_m,non_sc_quals_cert1a2_level_f,non_sc_quals_cert1a2_level_p,non_sc_quals_certnfd_level_m,non_sc_quals_certnfd_level_f,non_sc_quals_certnfd_level_p,non_sc_quals_certtot_level_m,non_sc_quals_certtot_level_f,non_sc_quals_certtot_level_p,mig_lvd_same_add_1_yr_ago_m,mig_lvd_same_add_1_yr_ago_f,mig_lvd_same_add_1_yr_ago_p,mig_lvd_diff_add_1_yr_ago_m,mig_lvd_diff_add_1_yr_ago_f,mig_lvd_diff_add_1_yr_ago_p,mig_lvd_same_add_5_yr_ago_m,mig_lvd_same_add_5_yr_ago_f,mig_lvd_same_add_5_yr_ago_p,mig_lvd_diff_add_5_yr_ago_m,mig_lvd_diff_add_5_yr_ago_f,mig_lvd_diff_add_5_yr_ago_p,lga_name16
52100,445,416,858,243,96,340,34,106,145,15,16,30,7,10,23,307,230,537,100,155,252,2.3,4.3,4.3,69.0,55.3,62.6,65.6,52.4,60.0,5,0,6,0,5,6,19,50,67,7,33,39,91,39,132,0,7,8,3,13,15,97,56,158,425,377,805,64,79,137,298,266,559,165,161,327,Corrigin (S)
52170,2870,3117,5982,1374,761,2132,451,849,1298,63,89,152,104,80,176,1991,1773,3763,723,1166,1890,5.2,4.5,4.7,69.4,56.9,62.9,65.8,54.5,59.9,411,309,716,83,160,238,995,1098,2096,223,325,544,230,112,337,8,18,26,42,59,92,277,187,461,2639,2783,5426,631,673,1304,1721,1805,3520,1474,1591,3062,Cottesloe (T)
52240,435,397,831,220,103,329,33,103,136,20,10,25,8,4,15,286,217,504,103,132,239,2.8,1.8,3.0,65.7,54.7,60.6,62.8,54.4,59.0,9,0,5,0,7,7,24,44,65,23,27,51,75,56,133,3,14,21,18,8,23,95,83,178,423,397,814,45,42,86,278,253,530,158,161,322,Cranbrook (S)
52310,346,305,648,143,81,229,28,60,91,5,9,17,8,11,20,189,166,352,113,103,216,4.2,6.6,5.7,54.6,54.4,54.3,50.9,49.2,52.0,3,8,9,6,10,14,11,24,38,20,23,46,83,24,102,3,6,10,7,12,21,91,43,130,325,302,624,33,29,64,248,222,477,101,88,186,Cuballing (S)
52380,205,138,342,49,42,90,11,8,24,17,9,26,4,0,3,85,60,144,61,53,114,4.7,0.0,2.1,41.5,43.5,42.1,37.6,42.8,40.9,0,4,4,0,0,5,15,18,29,6,13,18,39,17,54,0,3,3,0,3,3,43,19,63,140,98,239,22,17,38,92,69,162,69,45,111,Cue (S)
52730,2298,2438,4738,718,361,1079,396,693,1083,98,88,187,68,47,117,1276,1193,2470,823,1025,1848,5.3,3.9,4.7,55.5,48.9,52.1,52.7,46.8,49.6,87,75,162,38,86,117,272,387,662,183,300,485,531,247,780,24,45,65,55,78,133,611,364,973,2132,2192,4319,405,410,817,1393,1409,2803,1029,1105,2134,Denmark (S)
52800,3758,3706,7463,1071,909,1979,244,299,537,256,230,487,259,139,403,1835,1576,3408,1523,1693,3223,14.1,8.8,11.8,48.8,42.5,45.7,41.8,38.8,40.2,70,96,168,44,106,148,247,434,677,178,220,401,744,302,1042,98,100,191,46,60,105,885,459,1343,3459,3442,6898,760,792,1546,2415,2370,4788,1478,1586,3066,Derby-West Kimberley (S)
52870,2236,2344,4581,904,453,1358,259,609,868,104,75,180,102,64,166,1377,1192,2573,667,948,1618,7.4,5.4,6.5,61.6,50.9,56.2,56.7,48.5,52.5,36,34,69,14,65,79,151,272,423,163,239,398,606,275,880,27,41,71,47,57,100,678,376,1056,2162,2221,4382,296,347,642,1562,1570,3130,789,889,1678,Donnybrook-Balingup (S)
53010,281,253,537,167,68,241,17,62,74,5,5,14,11,7,18,198,150,344,50,75,128,5.6,4.7,5.2,70.5,59.3,64.1,67.3,53.4,61.3,0,0,0,0,6,6,21,43,63,15,14,26,46,34,82,0,0,3,0,11,13,49,44,96,278,244,519,21,29,49,200,177,370,78,85,157,Dumbleyung (S)
52940,264,256,525,148,47,192,26,64,96,4,7,13,9,5,13,183,124,312,70,114,181,4.9,4.0,4.2,69.3,48.4,59.4,67.4,46.1,57.3,4,0,3,0,0,4,8,23,37,12,24,42,52,25,73,7,8,13,3,5,4,57,33,92,276,272,544,43,35,81,193,179,373,105,104,206,Dowerin (S)
53080,885,546,1428,325,119,446,35,43,80,39,27,67,27,14,41,432,197,632,188,201,387,6.3,7.1,6.5,48.8,36.1,44.3,45.1,34.6,41.5,10,14,25,0,15,13,54,36,84,37,35,72,206,44,248,9,6,19,9,11,23,219,62,285,523,345,873,134,92,223,343,239,584,300,186,486,Dundas (S)
53150,2790,3096,5884,1316,803,2116,413,942,1355,88,86,171,132,94,227,1939,1926,3868,670,957,1625,6.8,4.9,5.9,69.5,62.2,65.7,65.1,59.1,61.9,252,231,480,98,166,264,707,869,1576,254,367,624,420,181,605,15,28,45,40,72,112,478,285,765,2659,2891,5547,477,557,1033,1766,1965,3727,1286,1413,2700,East Fremantle (T)
53220,12289,3935,16227,6942,1608,8554,477,399,873,704,215,919,219,148,365,8339,2373,10706,586,774,1360,2.6,6.2,3.4,67.9,60.3,66.0,66.1,56.5,63.8,143,65,207,75,54,125,744,416,1161,593,287,881,3900,491,4390,105,88,191,139,73,210,4142,657,4795,7363,2760,10125,2217,1036,3250,3909,1406,5313,5402,2175,7571,East Pilbara (S)
53290,5586,5602,11183,2592,1194,3780,559,1476,2037,229,196,421,189,124,313,3565,2989,6551,1309,1967,3275,5.3,4.1,4.8,63.8,53.4,58.6,60.5,51.2,55.8,57,58,110,42,106,151,307,529,837,276,476,752,1433,636,2068,65,144,209,78,152,233,1573,931,2507,5109,5139,10244,965,997,1960,3374,3330,6702,2358,2470,4826,Esperance (S)
53360,2249,2061,4302,703,375,1080,179,351,530,199,183,388,43,38,79,1125,953,2077,914,918,1832,3.8,4.0,3.8,50.0,46.2,48.3,48.1,44.1,46.4,58,48,104,24,52,73,208,306,509,196,237,428,701,185,888,27,39,64,50,65,118,779,289,1072,1953,1776,3733,353,337,691,1351,1191,2544,879,839,1719,Exmouth (S)
53430,11708,12985,24696,4806,3292,8098,1682,3350,5038,354,414,759,632,446,1082,7480,7499,14979,3122,4301,7423,8.4,5.9,7.2,63.9,57.8,60.7,58.4,54.3,56.3,916,1041,1958,280,607,890,2245,3178,5421,1016,1155,2177,2039,844,2886,73,109,179,180,242,418,2294,1187,3479,9866,10920,20783,2221,2379,4602,6300,6937,13238,5459,6004,11463,Fremantle (C)
53570,2139,2037,4174,803,425,1228,243,474,712,85,75,164,88,57,142,1225,1021,2246,718,841,1561,7.2,5.6,6.3,57.3,50.1,53.8,52.9,47.8,50.4,12,28,37,10,24,33,96,183,282,115,158,277,652,204,859,22,33,54,54,55,107,724,292,1020,1990,1858,3844,327,349,678,1402,1271,2668,801,846,1653,Gingin (S)
53640,522,428,954,297,117,412,37,112,156,18,8,27,15,7,20,368,251,616,92,136,229,4.1,2.8,3.2,70.5,58.6,64.6,67.4,55.4,62.4,7,7,11,3,5,8,24,46,70,26,40,68,104,46,148,4,11,13,16,10,24,119,63,188,477,428,903,77,64,140,322,301,620,204,168,374,Gnowangerup (S)
54130,481,385,861,282,118,398,48,102,150,12,19,32,10,4,13,350,238,587,70,101,169,2.9,1.7,2.2,72.8,61.8,68.2,71.1,62.1,67.4,3,4,8,0,6,13,34,55,83,13,39,50,113,51,162,4,11,10,13,10,20,131,71,195,443,370,809,68,47,117,314,246,558,167,144,307,Jerramungup (S)
54170,58982,62897,121881,29591,15612,45199,8353,19941,28299,1849,2010,3856,3289,2529,5814,43079,40085,83163,14036,20698,34726,7.6,6.3,7.0,73.0,63.7,68.2,67.5,59.7,63.5,2601,2096,4699,1086,1943,3030,9068,12097,21164,5917,7497,13409,15723,6211,21940,471,907,1377,877,1881,2758,17074,8999,26073,60213,62830,123046,9056,9428,18486,42512,44423,86931,24603,25836,50435,Joondalup (C)
54200,21838,23077,44916,10722,5670,16395,2626,6105,8728,671,682,1351,1134,955,2084,15149,13414,28558,5547,8473,14021,7.5,7.1,7.3,69.4,58.1,63.6,64.2,54.0,58.9,655,611,1264,307,514,826,2290,3270,5556,1768,2534,4299,6106,2604,8705,179,380,562,340,655,992,6625,3637,10261,22186,23100,45280,3094,3225,6320,15261,15749,31011,9015,9698,18711,Kalamunda (S)
57420,944,609,1556,504,164,663,68,125,197,40,24,67,35,14,42,648,327,969,169,221,387,5.4,4.3,4.3,68.6,53.7,62.3,64.8,51.4,59.6,9,6,18,3,10,13,50,66,118,52,75,122,254,67,324,13,8,24,11,16,29,283,91,377,771,552,1323,160,106,262,465,333,800,433,281,716,Ravensthorpe (S)
57490,45304,48582,93884,21803,11292,33097,4600,12204,16801,1549,1484,3037,3116,2773,5891,31067,27758,58827,10833,17632,28464,10.0,10.0,10.0,68.6,57.1,62.7,61.7,51.4,56.4,665,692,1360,344,769,1118,2732,4979,7713,3492,4875,8365,14390,7282,21675,549,1024,1574,759,1326,2086,15702,9631,25331,43523,45694,89217,9658,10423,20088,24660,25698,50358,25706,27757,53464,Rockingham (C)
54280,12617,11068,23684,7184,3543,10726,874,2501,3377,476,398,875,479,454,940,9017,6901,15919,2054,3078,5132,5.3,6.6,5.9,71.5,62.4,67.2,67.6,58.2,63.2,289,223,510,109,177,281,863,1258,2124,631,857,1491,3716,1283,4998,113,223,340,162,264,429,3991,1770,5763,10993,10104,21096,2677,2473,5147,6282,5646,11935,6596,6162,12759,Kalgoorlie/Boulder (C)
54310,11888,7759,19646,6584,2647,9228,645,1502,2150,612,362,978,374,345,719,8217,4854,13070,1416,2059,3476,4.6,7.1,5.5,69.1,62.6,66.5,66.0,58.1,62.9,240,174,410,81,150,232,851,1094,1946,770,774,1546,3810,970,4776,113,192,313,186,201,385,4110,1362,5469,8631,6369,15000,3110,2584,5697,3766,2468,6233,7172,5718,12887,Karratha (C)
54830,14834,14561,29394,6699,3671,10371,1519,3400,4916,471,502,971,1064,967,2034,9754,8536,18287,4087,5046,9129,10.9,11.3,11.1,65.8,58.6,62.2,58.6,52.0,55.3,362,372,736,120,276,394,1228,1891,3119,969,1288,2258,3683,1918,5602,172,323,498,204,380,584,4060,2621,6686,13105,13320,26425,3363,3547,6911,7188,7205,14397,8136,8621,16757,Kwinana (C)
54900,543,422,974,378,129,505,44,120,161,23,25,48,3,4,6,447,279,725,56,111,170,0.7,1.4,0.8,82.3,66.1,74.4,82.0,64.9,73.3,3,4,3,0,11,11,32,72,108,20,33,50,137,40,179,4,3,6,4,14,18,147,57,203,530,427,959,72,73,143,384,298,684,180,169,350,Lake Grace (S)
55950,217,205,418,137,51,196,15,43,61,7,6,13,7,3,6,162,109,275,38,82,119,4.3,2.8,2.2,74.7,53.2,65.8,73.3,48.8,64.6,3,0,3,0,4,4,5,31,37,9,11,25,58,24,82,0,4,4,0,3,7,59,29,90,212,191,400,40,45,79,162,139,303,75,75,148,Mukinbudin (S)
65010,2460,2328,4793,1024,473,1504,259,589,848,99,89,190,78,72,153,1465,1228,2691,834,944,1783,5.3,5.9,5.7,59.6,52.7,56.1,56.2,49.4,53.0,10,31,42,10,25,34,89,163,246,92,152,246,644,296,942,21,54,76,33,64,101,703,414,1114,2551,2371,4915,223,267,490,1998,1826,3823,654,688,1339,Southern Midlands (M)
65210,1011,956,1967,225,125,354,140,212,351,32,16,51,33,22,54,426,373,804,457,449,910,7.7,5.9,6.7,42.1,39.0,40.9,39.3,36.9,38.4,26,31,55,5,21,26,65,86,149,57,95,155,259,111,366,9,21,30,20,26,46,289,151,437,903,837,1745,120,119,241,710,630,1333,289,295,584,Tasman (M)
53710,406,397,803,193,71,262,40,117,153,14,8,22,11,17,26,254,206,457,107,149,260,4.3,8.3,5.7,62.6,51.9,56.9,60.8,49.4,54.4,3,4,11,3,7,10,22,36,58,10,32,47,87,47,132,3,11,10,3,7,6,94,61,152,392,379,775,47,58,99,304,282,586,111,123,236,Goomalling (S)
53780,45962,45615,91583,21200,10988,32185,5949,11092,17040,1401,1306,2706,3200,2514,5718,31742,25905,57645,12029,17549,29576,10.1,9.7,9.9,69.1,56.8,62.9,62.1,51.3,56.7,1717,1598,3318,387,692,1072,4937,6597,11536,3492,4212,7701,10636,4741,15376,514,773,1283,630,1122,1750,11778,6635,18414,44786,44646,89431,8408,8479,16886,28853,28819,57672,21693,21641,43337,Gosnells (C)
53800,14718,15510,30228,6144,3706,9853,1540,3785,5334,543,524,1062,964,631,1597,9197,8643,17835,4255,5594,9853,10.5,7.3,9.0,62.5,55.7,59.0,55.9,51.7,53.8,222,210,428,124,320,442,808,1612,2412,859,1318,2171,4170,1915,6082,236,378,613,219,365,584,4624,2653,7274,13670,14299,27967,2715,3026,5739,8937,9126,18063,6601,7404,14009,Greater Geraldton (C)
53920,1450,1486,2933,334,285,620,70,93,162,70,60,135,80,65,146,558,500,1054,534,660,1190,14.3,13.0,13.9,38.5,33.6,35.9,32.7,29.5,31.3,24,33,57,12,21,41,77,122,201,70,65,135,239,83,318,11,24,37,25,31,53,276,129,404,1247,1290,2534,426,393,816,937,982,1917,612,567,1178,Halls Creek (S)
53990,9596,10158,19754,4597,2017,6611,957,2939,3891,392,335,721,552,435,982,6491,5727,12216,2432,3692,6118,8.5,7.6,8.0,67.6,56.4,61.8,62.0,52.1,56.8,97,113,209,77,175,252,611,1105,1717,626,940,1566,2941,1449,4391,113,222,340,184,269,451,3235,1946,5179,9665,9874,19539,1763,1839,3607,5952,6078,12031,4853,5088,9940,Harvey (S)
54060,1515,1542,3056,533,253,782,145,370,513,73,49,126,68,49,116,814,723,1540,576,726,1300,8.4,6.8,7.5,53.7,46.9,50.4,49.6,43.6,46.5,18,19,33,11,24,32,65,134,200,86,146,231,449,182,631,20,31,50,36,43,74,507,255,757,1462,1462,2921,213,236,447,1039,1006,2041,588,629,1218,Irwin (S)
54340,1677,1606,3279,779,389,1160,171,325,495,47,50,100,75,35,107,1069,800,1863,375,590,963,7.0,4.4,5.7,63.7,49.8,56.8,59.5,47.6,53.5,18,11,24,6,21,32,66,149,218,62,93,150,362,165,531,23,36,62,21,33,49,407,238,644,1504,1449,2958,300,242,543,1023,1015,2040,669,597,1267,Katanning (S)
54410,485,495,980,197,93,288,48,116,164,14,17,25,20,7,25,274,225,500,158,213,375,7.3,3.1,5.0,56.5,45.5,51.0,53.4,45.7,48.7,3,3,5,0,3,6,13,51,69,21,29,57,108,56,163,3,3,5,4,9,14,114,68,181,490,486,973,37,38,82,343,353,690,159,157,312,Kellerberrin (S)
65410,5402,5581,10984,2064,972,3038,594,1415,2007,165,142,309,258,179,436,3081,2712,5789,1966,2568,4542,8.4,6.6,7.5,57.0,48.6,52.7,52.3,45.3,48.7,62,88,150,49,98,148,275,501,782,288,489,775,1537,702,2242,56,133,189,98,153,248,1691,990,2678,5280,5320,10603,748,769,1520,3783,3804,7585,1977,2083,4062,Waratah/Wynyard (M)
65610,1894,1640,3537,738,291,1035,158,373,535,54,65,123,147,91,238,1105,819,1924,621,686,1302,13.3,11.1,12.4,58.3,49.9,54.4,50.2,44.5,47.9,28,26,52,9,14,26,95,116,213,71,107,177,570,187,755,14,35,54,35,45,78,622,261,883,1742,1500,3246,301,285,585,1235,1051,2289,694,650,1350,West Coast (M)
65810,8658,9355,18010,3454,1867,5317,1159,2565,3724,256,338,593,391,291,679,5253,5069,10316,2939,3802,6738,7.4,5.7,6.6,60.7,54.2,57.3,56.2,51.0,53.5,273,299,563,107,212,325,808,1338,2142,635,886,1522,2449,1085,3536,85,200,289,137,279,417,2679,1564,4243,8480,8918,17396,1345,1482,2828,5970,6188,12156,3505,3843,7345,West Tamar (M)
54480,230,172,404,145,54,197,18,56,75,5,12,17,0,0,0,170,120,294,28,34,61,0.0,0.0,0.0,73.9,69.8,72.8,73.0,70.9,71.5,0,3,3,0,5,5,16,25,38,10,19,25,39,20,64,0,3,6,8,0,8,47,31,73,227,174,399,20,27,46,170,127,294,62,59,122,Kent (S)
54550,769,749,1521,408,199,603,92,188,279,34,32,65,19,13,26,547,428,975,147,235,376,3.5,3.0,2.7,71.1,57.1,64.1,69.4,55.9,62.3,3,6,9,3,8,10,58,115,169,33,71,110,160,82,238,10,5,15,15,21,36,180,104,285,763,759,1520,104,88,192,581,563,1142,227,232,456,Kojonup (S)
58890,335,295,633,173,65,239,45,97,146,13,8,21,17,7,22,246,179,427,64,92,157,6.9,3.9,5.2,73.4,60.7,67.5,69.0,57.6,64.1,3,3,11,0,3,4,17,32,48,13,31,44,54,31,89,5,4,12,9,7,15,70,51,117,333,294,627,44,52,96,258,215,469,87,106,191,West Arthur (S)
54620,553,336,884,326,125,453,42,88,129,23,13,29,5,3,16,402,229,625,89,85,175,1.2,1.3,2.6,72.7,68.2,70.7,70.7,67.3,69.1,0,10,10,4,8,10,43,44,86,24,36,52,131,33,166,4,11,15,12,8,22,145,51,199,464,311,776,84,62,145,309,227,533,218,129,348,Kondinin (S)
54690,162,153,317,88,37,124,9,38,50,7,10,13,6,4,11,104,90,192,46,64,111,5.8,4.4,5.7,64.2,58.8,60.6,64.2,55.6,59.0,0,0,0,0,7,7,3,17,18,9,4,13,36,24,56,3,0,3,3,3,9,41,23,68,175,162,332,20,20,38,129,119,244,52,58,103,Koorda (S)
73600,3455,3021,6471,739,490,1227,198,200,398,252,218,470,196,116,304,1380,1019,2398,1627,1662,3295,14.2,11.4,12.7,39.9,33.7,37.1,34.4,30.1,32.4,35,44,87,37,53,89,166,224,388,125,154,273,565,186,749,68,69,131,50,51,102,683,309,990,3511,3213,6721,423,400,825,2878,2698,5575,797,703,1498,Roper Gulf (R)
74050,959,946,1899,166,127,293,101,107,206,22,32,52,90,73,162,371,344,713,507,547,1050,24.3,21.2,22.7,38.7,36.4,37.5,30.1,28.1,29.0,4,9,13,3,11,14,34,38,68,13,12,25,72,44,116,12,17,28,7,10,16,94,68,164,1119,1099,2215,63,74,138,946,950,1902,164,158,323,Tiwi Islands (R)
74550,1418,1271,2693,399,253,654,79,115,194,53,43,95,98,67,163,632,474,1108,479,555,1041,15.5,14.1,14.7,44.6,37.3,41.1,37.4,32.3,35.0,14,19,32,9,15,22,49,91,142,77,71,150,248,107,353,24,38,67,23,21,42,295,160,456,1240,1128,2369,219,198,417,953,868,1819,414,371,781,Victoria Daly (R)
54760,310,267,575,209,79,287,12,69,83,9,10,19,8,6,14,238,163,402,44,85,131,3.4,3.7,3.5,76.8,61.0,69.9,74.2,59.2,67.7,0,0,3,0,14,14,22,40,57,12,21,39,63,25,91,9,0,7,3,8,13,72,31,107,305,272,579,33,45,79,235,211,446,90,81,170,Kulin (S)
54970,1975,439,2411,1142,192,1331,82,35,124,143,16,161,47,22,67,1418,273,1688,98,94,189,3.3,8.1,4.0,71.8,62.2,70.0,69.2,55.4,67.0,23,9,32,15,11,26,115,45,158,102,29,133,614,47,665,15,3,16,28,22,51,660,74,736,1264,304,1572,302,116,422,710,168,876,844,238,1080,Laverton (S)
55040,1941,621,2558,939,235,1176,93,55,154,104,23,121,16,16,30,1155,323,1478,115,130,248,1.4,5.0,2.0,59.5,52.0,57.8,58.5,50.4,56.7,34,8,43,9,19,25,131,60,190,75,44,113,486,60,548,11,11,28,14,15,27,518,84,602,1015,377,1391,342,159,508,557,179,729,763,326,1088,Leonora (S)
55110,29512,33493,63007,10991,5866,16860,3185,7655,10835,1028,917,1950,2029,1739,3771,17235,16185,33419,10504,15367,25868,11.8,10.7,11.3,58.4,48.3,53.0,51.5,43.1,47.1,496,463,956,228,546,772,1906,3252,5154,2128,3271,5391,8870,4307,13171,335,581,909,518,994,1517,9717,5879,15602,27170,29782,56949,6303,7123,13426,15629,16741,32369,16582,18863,35445,Mandurah (C)
55180,3771,3703,7477,1595,803,2395,459,986,1443,186,143,325,133,88,221,2365,2023,4381,1059,1338,2399,5.6,4.3,5.0,62.7,54.6,58.6,59.4,52.2,55.7,49,58,106,25,60,92,225,341,571,188,290,477,906,418,1320,34,91,126,64,99,167,1003,602,1612,3604,3514,7113,529,543,1071,2691,2527,5215,1260,1356,2617,Manjimup (S)
55250,1137,496,1629,542,159,698,45,35,83,84,24,106,14,15,29,683,234,918,110,129,238,2.0,6.4,3.2,60.1,47.2,56.4,59.0,44.0,54.5,15,15,24,11,7,21,94,47,141,50,41,86,254,37,294,9,3,9,13,4,16,275,43,316,687,296,985,186,115,303,399,197,593,444,192,637,Meekatharra (S)
55320,37631,42466,80096,16828,9736,26561,5635,11599,17233,934,1131,2068,1929,1486,3410,25327,23944,49269,10606,16298,26899,7.6,6.2,6.9,67.3,56.4,61.5,62.2,52.9,57.3,2933,2388,5322,958,1651,2610,8452,10231,18683,3642,4530,8174,6460,2723,9185,225,429,652,526,1083,1613,7204,4240,11444,36564,39989,76552,6267,6801,13069,24771,27476,52241,16850,18184,35032,Melville (C)
55390,672,210,882,400,89,492,25,5,35,31,5,37,21,13,31,473,115,592,76,72,151,4.4,11.3,5.2,70.4,54.8,67.1,67.9,47.1,63.9,10,7,21,8,3,12,53,19,71,38,15,47,206,21,225,14,5,20,14,4,21,230,31,261,461,176,634,113,41,153,281,130,412,276,83,355,Menzies (S)
55460,1437,1251,2689,652,326,982,137,284,422,57,49,105,56,32,84,899,690,1596,434,468,901,6.2,4.6,5.3,62.6,55.2,59.4,58.9,52.7,56.1,16,8,23,12,28,39,69,129,202,50,103,159,340,120,460,12,31,43,19,29,46,377,176,551,1322,1192,2514,293,244,535,895,806,1703,642,538,1176,Merredin (S)
74560,183,192,383,67,75,137,23,32,57,11,14,23,11,6,22,109,129,241,68,63,129,10.1,4.7,9.1,59.6,67.2,62.9,55.2,63.0,56.7,8,11,23,0,4,5,24,40,64,15,21,38,56,13,71,0,4,5,4,3,8,63,23,86,185,181,362,28,30,61,123,114,237,79,95,170,Wagait (S)
55530,270,216,486,124,52,176,23,53,72,12,13,27,4,4,14,159,124,285,70,69,142,2.5,3.2,4.9,58.9,57.4,58.6,58.9,54.6,56.6,0,0,0,0,3,5,20,24,44,12,18,25,59,19,80,3,7,7,5,5,13,63,32,100,248,193,435,31,21,51,182,131,314,83,69,157,Mingenew (S)
56090,15790,14759,30551,6439,3524,9960,1763,4234,5991,518,430,943,745,523,1268,9459,8707,18165,5649,5350,11002,7.9,6.0,7.0,59.9,59.0,59.5,55.2,55.5,55.3,390,431,817,222,473,693,1470,2223,3700,1201,1706,2909,4098,1665,5763,116,216,330,216,456,675,4434,2332,6762,14223,14733,28961,1814,1953,3768,10137,10435,20575,5373,5747,11117,Mundaring (S)
55670,341,297,645,123,77,199,31,55,89,12,11,20,15,13,27,191,146,338,136,123,253,7.9,8.9,8.0,56.0,49.2,52.4,48.7,48.1,47.8,5,5,7,4,6,12,16,34,51,10,29,38,69,25,90,9,7,14,0,3,5,76,34,113,325,267,592,76,67,151,198,167,366,176,149,330,Morawa (S)
55600,1028,913,1940,541,229,773,92,229,316,33,35,73,35,20,55,701,516,1215,232,318,548,5.0,3.9,4.5,68.2,56.5,62.6,64.8,54.0,59.9,6,11,20,7,18,25,60,97,157,41,78,111,225,94,316,10,14,26,18,16,35,250,126,378,1015,889,1904,130,133,265,725,620,1347,350,357,713,Moora (S)
55880,238,179,414,152,59,207,15,48,60,4,8,10,5,0,6,176,116,292,40,55,95,2.8,0.0,2.1,73.9,64.8,70.5,71.8,64.2,66.9,0,0,0,0,0,5,14,13,27,4,10,17,33,18,49,3,7,14,4,9,18,45,32,76,222,180,400,39,34,75,162,131,292,78,63,148,Mount Marshall (S)
74660,2899,2762,5659,789,523,1308,143,197,347,177,168,348,199,175,371,1309,1066,2376,1120,1272,2396,15.2,16.4,15.6,45.2,38.6,42.0,38.3,32.2,35.4,57,89,151,33,33,68,173,221,391,116,147,259,442,136,576,36,36,76,80,76,157,558,249,810,2928,2821,5750,370,351,726,2355,2251,4606,698,671,1372,West Arnhem (R)
74680,1038,1115,2151,195,189,384,46,58,100,15,21,39,191,148,339,447,413,857,463,565,1030,42.7,35.8,39.6,43.1,37.0,39.8,24.7,24.0,24.3,11,11,25,6,16,21,27,38,63,13,16,26,91,40,132,43,36,80,10,4,11,137,81,223,1339,1328,2660,116,111,226,1118,1139,2252,194,174,372,West Daly (R)
79399,4451,3553,7999,2077,1255,3334,255,450,706,286,253,539,84,54,135,2705,2015,4722,712,736,1453,3.1,2.7,2.9,60.8,56.7,59.0,58.8,55.1,57.2,157,160,316,59,99,160,429,552,982,312,315,625,1096,359,1454,37,63,106,64,94,153,1199,519,1717,3056,2503,5552,903,852,1747,1697,1305,2997,2068,1847,3920,Unincorporated NT
56860,100,96,195,42,24,68,15,24,35,3,0,5,4,4,11,60,54,115,31,40,72,6.7,7.4,9.6,60.0,56.3,59.0,60.0,50.0,55.4,0,0,0,0,3,3,7,10,12,4,10,16,17,9,27,0,0,0,3,3,3,17,14,34,90,77,166,27,25,56,67,58,123,40,41,75,Nungarin (S)
56620,611,700,1314,109,109,222,41,58,102,16,25,41,57,54,104,226,243,471,221,275,496,25.2,22.2,22.1,37.0,34.7,35.8,27.2,27.4,27.8,4,14,15,5,12,17,25,41,66,8,21,29,45,30,71,3,6,12,11,11,28,63,50,105,569,605,1178,234,214,451,444,493,940,291,278,567,Ngaanyatjarraku (S)
59340,4282,4165,8455,1673,1223,2899,287,500,788,372,349,716,160,117,277,2488,2189,4679,1160,1364,2517,6.4,5.3,5.9,58.1,52.6,55.3,54.5,49.7,52.1,108,98,204,46,122,163,372,637,1009,288,387,673,1113,357,1472,48,83,133,70,92,162,1238,532,1762,3492,3346,6834,887,960,1850,2218,2150,4373,1893,1911,3812,Wyndham-East Kimberley (S)
59350,592,174,758,357,67,421,32,21,54,47,16,61,6,3,10,444,110,553,38,28,68,1.4,2.7,1.8,75.0,63.2,73.0,73.6,59.8,70.7,14,4,20,3,3,3,58,16,82,29,18,48,169,20,189,3,4,6,6,3,14,179,31,202,385,101,486,107,43,150,210,53,260,279,80,362,Yalgoo (S)
