lga_name_2016,lga_code_2016,oh_r_tot_ds_sh,oh_r_tot_ds_sdrtht,oh_r_tot_ds_fa,oh_r_tot_ds_od_c,oh_r_tot_ds_od_ch,oh_r_tot_ds_od_ih_t_so,oh_r_tot_od_hf_a_so,oh_r_tot_ds_od_tot,oh_r_tot_ds_ns,oh_r_tot_ds_tot,oh_ott_ds_sh,oh_ott_ds_sdrtht,oh_ott_ds_fa,oh_ott_ds_od_c,oh_ott_ds_od_ch,oh_ott_ds_od_ih_t_so,oh_ott_od_hf_a_so,oh_ott_ds_od_tot,oh_ott_ds_ns,oh_ott_ds_tot,oh_t_ns_ds_sh,oh_t_ns_ds_sdrtht,oh_t_ns_ds_fa,oh_t_ns_ds_od_c,oh_t_ns_ds_od_ch,oh_t_ns_ds_od_ih_t_so,oh_t_ns_od_hf_a_so,oh_t_ns_ds_od_tot,oh_t_ns_ds_ns,oh_t_ns_ds_tot,oh_tot_ds_shouse,oh_tot_ds_sdrtht,oh_tot_ds_f_u_or_a,oh_tot_ds_od_c,oh_tot_ds_od_ch,oh_tot_ds_od_ih_t_so,oh_tot_ds_od_hf_a_to_a_s_o,oh_tot_ds_od_tot,oh_tot_ds_ns,oh_tot_tot,t_h_oo_ds_sh,t_h_oo_ds_sdrtht,t_h_oo_ds_fa,t_h_oo_ds_od_c,t_h_oo_ds_od_ch,t_h_oo_ds_od_ih_t_so,t_h_oo_od_hf_a_so,t_h_oo_ds_od_tot,t_h_oo_ds_ns,t_h_oo_ds_tot,t_h_m_ds_sh,t_h_m_ds_sdrtht,t_h_m_ds_fa,t_h_m_ds_od_c,t_h_m_ds_od_ch,t_h_m_ds_od_ih_t_so,t_h_m_od_hf_a_so,t_h_m_ds_od_tot,t_h_m_ds_ns,t_h_m_ds_tot,t_h_rrea_ds_sh,t_h_rrea_ds_sdrtht,t_h_rrea_ds_fa,t_h_rrea_ds_od_c,t_h_rrea_ds_od_ch,t_h_rrea_ds_od_ih_t_so,t_h_rrea_od_hf_a_so,t_h_rrea_ds_od_tot,t_h_rrea_ds_ns,t_h_rrea_ds_tot,t_h_rha_ds_sh,t_h_rha_ds_sdrtht,t_h_rha_ds_fa,t_h_rha_ds_od_c,t_h_rha_ds_od_ch,t_h_rha_ds_od_ih_t_so,t_h_rha_od_hf_a_so,t_h_rha_ds_od_tot,t_h_rha_ds_ns,t_h_rha_ds_tot,t_h_r_psh_ds_sh,t_h_r_psh_ds_sdrtht,t_h_r_psh_ds_fa,t_h_r_psh_ds_od_c,t_h_r_psh_ds_od_ch,t_h_r_psh_ds_od_ih_t_so,t_h_r_psh_od_hf_a_so,t_h_r_psh_ds_od_tot,t_h_r_psh_ds_ns,t_h_r_psh_ds_tot,t_h_r_hcc_ds_sh,t_h_r_hcc_ds_sdrtht,t_h_r_hcc_ds_fa,t_h_r_hcc_ds_od_c,t_h_r_hcc_ds_od_ch,t_h_r_hcc_ds_od_ih_t_so,t_h_r_hcc_od_hf_a_so,t_h_r_hcc_ds_od_tot,t_h_r_hcc_ds_ns,t_h_r_hcc_ds_tot,t_h_r_olt_ds_sh,t_h_r_olt_ds_sdrtht,t_h_r_olt_ds_fa,t_h_r_olt_ds_od_c,t_h_r_olt_ds_od_ch,t_h_r_olt_ds_od_ih_t_so,t_h_r_olt_od_hf_a_so,t_h_r_olt_ds_od_tot,t_h_r_olt_ds_ns,t_h_r_olt_ds_tot,t_h_r_lns_ds_sh,t_h_r_lns_ds_sdrtht,t_h_r_lns_ds_fa,t_h_r_lns_ds_od_c,t_h_r_lns_ds_od_ch,t_h_r_lns_ds_od_ih_t_so,t_h_r_lns_od_hf_a_so,t_h_r_lns_ds_od_tot,t_h_r_lns_ds_ns,t_h_r_lns_ds_tot,t_h_r_tot_ds_sh,t_h_r_tot_ds_sdrtht,t_h_r_tot_ds_fa,t_h_r_tot_ds_od_c,t_h_r_tot_ds_od_ch,t_h_r_tot_ds_od_ih_t_so,t_h_r_tot_od_hf_a_so,t_h_r_tot_ds_od_tot,t_h_r_tot_ds_ns,t_h_r_tot_ds_tot,t_h_ott_ds_sh,t_h_ott_ds_sdrtht,t_h_ott_ds_fa,t_h_ott_ds_od_c,t_h_ott_ds_od_ch,t_h_ott_ds_od_ih_t_so,t_h_ott_od_hf_a_so,t_h_ott_ds_od_tot,t_h_ott_ds_ns,t_h_ott_ds_tot,t_h_t_ns_ds_sh,t_h_t_ns_ds_sdrtht,t_h_t_ns_ds_fa,t_h_t_ns_ds_od_c,t_h_t_ns_ds_od_ch,t_h_t_ns_ds_od_ih_t_so,t_h_t_ns_od_hf_a_so,t_h_t_ns_ds_od_tot,t_h_t_ns_ds_ns,t_h_t_ns_ds_tot,t_h_tot_ds_sh,t_h_tot_ds_sdrtht,t_h_tot_ds_fa,t_h_tot_ds_od_c,t_h_tot_ds_od_ch,t_h_tot_ds_od_ih_t_so,t_h_tot_od_hf_a_so,t_h_tot_ds_od_tot,t_h_tot_ds_ns,t_h_tot_ds_tot
Serpentine-Jarrahdale (S),57700,1054,37,0,0,0,0,4,4,4,1095,23,0,0,0,0,0,0,0,0,26,137,3,3,0,0,0,0,0,0,148,8043,78,11,3,0,8,8,19,22,8180,1793,4,5,3,0,4,0,4,5,1815,5193,39,5,0,0,4,3,6,7,5256,550,15,0,0,0,0,0,0,0,574,4,0,0,0,0,0,0,0,0,4,441,5,0,0,0,0,0,0,3,448,7,6,0,0,0,0,0,0,0,11,59,0,0,0,0,0,0,0,0,63,32,0,0,0,0,0,0,0,0,34,1093,38,0,0,0,0,4,4,4,1139,26,0,0,0,0,0,0,0,0,29,147,3,3,0,0,0,0,0,0,155,8259,87,11,3,0,8,8,19,22,8399
Shark Bay (S),57770,127,17,13,3,3,0,3,7,3,170,3,0,0,0,0,0,0,0,0,7,5,0,0,4,0,0,0,11,0,14,238,24,18,48,3,3,5,62,14,352,81,0,4,35,0,0,3,37,4,125,34,3,0,3,0,0,3,3,0,47,30,7,11,0,0,0,0,0,0,43,30,11,0,0,0,0,0,0,0,37,20,3,3,3,0,0,0,5,0,26,3,0,0,0,0,0,0,0,0,3,61,0,0,0,0,0,0,3,3,68,12,0,0,3,0,0,0,4,0,18,146,17,19,3,3,0,3,11,3,192,5,0,0,0,0,0,0,0,0,5,8,0,0,4,0,0,0,11,0,21,270,24,19,52,3,3,11,62,14,391
Leonora (S),55040,154,13,0,0,0,0,3,12,3,181,0,0,0,0,0,0,0,4,0,7,5,0,0,0,0,0,0,3,4,19,206,15,0,16,0,3,4,25,7,261,26,0,0,9,0,0,0,11,0,40,21,0,0,0,0,0,3,0,0,20,4,0,0,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0,39,31,0,0,3,0,0,3,3,0,36,0,0,0,0,0,0,0,0,0,0,104,11,0,0,0,0,5,4,3,125,25,7,0,0,0,0,0,0,0,30,198,15,0,0,0,0,4,9,4,226,0,0,0,0,0,0,0,4,0,7,13,0,0,0,0,0,0,3,4,16,258,18,0,16,0,3,5,27,11,314
Mandurah (C),55110,5608,1691,484,29,10,9,4,45,20,7850,208,315,312,0,3,0,0,3,3,842,511,176,58,11,4,0,0,18,9,776,24211,3971,1239,141,60,11,6,211,68,29705,7876,1278,246,91,46,0,3,143,13,9566,10316,518,134,4,3,0,0,10,23,10993,3420,884,216,0,0,4,0,8,12,4541,336,396,55,0,0,0,0,0,0,790,1880,337,103,3,0,0,3,14,5,2336,72,58,80,0,0,0,0,0,0,210,144,41,23,24,5,0,0,33,3,246,89,29,17,3,0,0,0,3,0,133,5939,1754,496,34,10,9,3,48,17,8263,207,319,313,0,3,0,0,3,3,850,539,182,63,11,4,0,0,18,9,802,24879,4054,1254,145,60,11,6,223,69,30475
Manjimup (S),55180,690,73,90,0,0,0,4,4,8,862,38,3,0,0,0,0,0,0,0,41,76,9,4,0,0,0,0,0,3,93,3089,112,100,11,3,6,4,32,20,3353,1364,9,4,9,4,3,0,14,11,1403,979,17,3,0,0,0,0,4,3,1007,272,23,43,0,0,0,0,0,0,342,91,38,23,0,0,0,0,0,0,148,251,16,3,0,0,3,0,4,3,275,3,9,25,0,0,0,0,0,0,37,67,3,3,0,0,0,3,3,3,77,43,3,3,0,0,0,0,0,0,52,730,86,95,0,0,3,4,6,8,925,38,3,0,0,0,0,0,0,0,41,78,9,9,0,0,0,0,0,3,98,3189,122,108,11,3,10,4,33,24,3479
Meekatharra (S),55250,53,0,16,0,0,0,0,0,4,72,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,93,0,18,3,0,0,0,4,15,127,37,0,0,3,0,0,0,3,4,46,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,51,0,8,0,0,0,0,0,0,63,14,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,6,32,0,13,3,0,0,0,3,0,48,4,0,0,0,0,0,0,0,0,8,105,0,24,3,0,0,0,3,4,142,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,10,176,0,23,3,0,0,0,8,12,219
Melville (C),55320,4587,2620,522,3,0,0,3,3,22,7754,120,224,251,0,0,0,0,0,0,593,453,203,65,0,0,0,0,0,15,733,26941,7207,1271,4,0,0,6,9,100,35535,11945,2301,272,0,0,0,0,5,20,14538,9949,1881,159,0,3,0,0,5,39,12039,2581,1362,359,3,0,0,0,3,9,4317,329,445,19,0,0,0,0,0,3,793,1566,755,101,0,0,0,0,0,4,2430,22,35,28,0,0,0,0,0,0,90,91,46,18,0,0,0,0,0,0,162,94,37,0,0,0,0,0,0,0,139,4692,2682,530,3,0,0,3,3,22,7924,126,224,254,0,0,0,0,0,0,599,456,206,65,0,0,0,0,0,15,749,27171,7288,1282,4,0,0,6,9,100,35846
Mukinbudin (S),55950,50,9,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,182,9,0,0,0,0,0,0,0,198,98,0,0,0,0,0,0,0,0,100,41,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,19,24,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,52,9,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,196,8,0,0,0,0,0,0,0,203
Mingenew (S),55530,41,0,3,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,154,0,3,3,0,0,0,5,3,169,79,0,0,0,0,0,0,0,4,80,31,0,0,0,0,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,26,0,4,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,3,46,0,3,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,163,0,3,3,0,0,0,5,3,180
Menzies (S),55390,15,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,23,0,0,10,0,0,0,6,5,37,6,0,0,5,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,3,37,16,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,65,4,0,10,0,0,0,6,7,80
Merredin (S),55460,299,34,9,0,0,0,0,0,4,345,10,0,0,0,0,0,0,0,0,10,29,0,0,0,0,0,0,0,4,40,1069,39,10,6,0,0,0,6,7,1128,394,0,0,3,0,0,0,3,0,403,363,0,0,0,0,0,0,0,0,362,36,0,0,0,0,0,0,0,0,42,69,34,3,0,0,0,0,0,0,106,156,4,0,0,0,0,0,0,3,158,3,4,0,0,0,0,0,0,0,5,68,0,0,0,0,0,0,0,0,69,18,0,0,0,0,0,0,0,0,18,346,43,9,0,0,0,0,0,4,394,12,0,0,0,0,0,0,0,0,12,35,0,0,0,0,0,0,0,4,47,1147,43,10,6,0,0,0,6,7,1213
Mundaring (S),56090,1251,211,17,0,0,0,0,3,3,1485,50,15,0,0,0,0,0,0,0,67,207,23,4,3,0,0,0,3,3,239,12005,462,31,22,3,4,9,32,25,12556,4621,146,3,19,0,3,0,18,9,4796,6076,65,4,0,0,5,6,13,8,6167,614,58,8,0,0,0,0,0,0,676,53,83,9,0,0,0,0,0,0,136,559,59,8,0,0,0,0,3,4,621,11,21,0,0,0,0,0,0,0,32,40,4,0,0,0,0,0,0,0,48,49,0,0,0,0,0,0,0,0,49,1315,224,19,0,0,0,0,3,3,1569,52,15,0,0,0,0,0,0,0,66,212,23,4,3,0,0,0,3,7,247,12283,471,30,24,3,4,9,35,29,12849
South Perth (C),57840,1822,2701,1380,0,0,0,0,0,29,5934,102,88,57,0,0,0,0,0,3,246,162,114,62,0,0,0,0,0,4,342,8029,5845,2210,0,0,0,3,9,65,16150,3127,1524,351,0,0,0,0,0,13,5020,2836,1434,369,0,0,0,3,3,10,4650,885,1652,904,0,0,0,0,0,13,3444,353,201,137,0,0,0,0,0,0,691,540,776,319,0,0,0,0,0,10,1647,19,39,17,0,0,0,0,0,0,73,52,41,23,0,0,0,0,0,12,128,39,45,11,0,0,0,0,0,0,93,1886,2749,1404,0,0,0,0,0,29,6076,102,84,54,0,0,0,0,0,3,246,169,116,62,0,0,0,0,0,4,348,8121,5905,2243,0,0,0,3,9,65,16341
Stirling (C),57910,8704,12764,4376,6,0,0,9,16,63,25927,188,402,199,0,0,0,0,0,3,791,924,767,254,0,0,0,0,0,18,1966,44228,28787,7118,35,3,3,22,61,184,80371,17631,5505,925,25,0,0,3,31,18,24117,16980,9450,1384,3,0,0,3,6,75,27897,4474,6942,2649,0,0,0,9,7,31,14106,764,1959,515,0,0,0,0,0,6,3242,3175,3387,932,0,0,0,3,3,23,7518,71,261,195,0,0,0,3,3,0,532,350,301,115,5,0,0,0,7,3,783,194,169,39,0,0,0,0,0,3,405,9029,13019,4450,6,0,0,12,22,67,26584,194,408,199,0,0,0,0,0,3,800,943,798,258,0,0,3,0,3,25,2025,44784,29183,7205,35,3,4,25,60,182,81417
Moora (S),55600,198,10,0,0,0,0,3,3,0,212,9,0,0,0,0,0,0,0,0,10,23,0,0,5,0,0,0,5,0,23,752,10,0,14,0,0,4,19,8,780,335,0,0,5,0,0,0,10,3,346,227,0,0,0,0,0,0,0,0,228,19,0,0,0,0,0,0,0,0,20,61,6,0,0,0,0,0,0,0,65,80,0,0,0,0,0,0,0,0,80,3,0,0,0,0,0,0,0,0,9,49,3,0,0,0,0,0,0,0,55,23,0,0,0,0,0,0,0,0,22,238,12,0,0,0,0,3,3,0,257,7,0,0,0,0,0,0,0,0,13,25,0,0,5,0,0,0,5,0,30,837,12,0,14,0,0,4,19,8,874
Subiaco (C),57980,719,871,1889,0,0,0,3,3,9,3480,16,8,137,0,0,0,0,0,0,157,46,29,75,0,0,0,0,0,4,152,3246,1669,2842,0,0,0,7,7,18,7788,1393,417,407,0,0,0,0,0,6,2221,1085,350,342,0,0,0,3,3,3,1788,426,547,1166,0,0,0,3,3,4,2145,9,61,277,0,0,0,0,0,3,343,263,234,354,0,0,0,0,0,0,843,9,7,47,0,0,0,0,0,0,65,18,31,48,0,0,0,0,0,0,92,10,13,21,0,0,0,0,0,0,39,722,877,1906,0,0,0,3,3,9,3520,16,8,137,0,0,0,0,0,0,157,53,25,75,0,0,0,0,0,4,153,3268,1686,2867,0,0,0,7,7,18,7846
Swan (C),58050,6312,2387,376,8,20,3,12,46,29,9157,136,41,4,4,0,0,0,4,4,188,677,128,15,14,3,0,3,25,13,856,37141,5101,464,162,50,25,29,263,93,43064,8756,821,13,124,23,7,11,171,20,9770,21913,1766,61,9,3,9,9,31,30,23795,3361,1253,250,0,0,0,3,3,11,4879,672,672,101,0,0,0,0,0,0,1442,2316,458,25,0,0,3,9,12,12,2819,64,67,12,0,0,0,0,0,5,148,264,56,7,6,17,0,0,27,3,354,120,39,9,0,0,0,0,0,0,168,6800,2545,393,8,18,3,12,45,34,9815,137,45,4,4,0,0,0,4,3,198,727,136,15,14,3,0,3,25,13,917,38340,5310,477,163,50,23,29,270,102,44495
Tammin (S),58190,37,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,119,0,0,0,0,0,0,0,0,124,54,0,0,0,0,0,0,0,0,54,26,0,0,0,0,0,0,3,0,31,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,5,43,0,0,0,0,0,0,0,3,43,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,131,0,0,0,0,0,0,3,3,137
Morawa (S),55670,78,0,0,0,0,0,0,0,0,78,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,9,219,0,0,0,0,0,0,0,3,227,98,0,0,0,0,0,0,0,0,101,48,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,0,31,9,0,0,0,0,0,0,0,0,9,33,0,0,0,0,0,0,0,0,33,15,0,0,0,0,0,0,0,0,15,103,0,0,0,0,0,0,0,0,103,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,261,0,0,0,0,0,0,0,3,265
Mount Magnet (S),55810,37,3,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,99,3,0,6,0,0,3,6,0,114,48,0,0,6,0,0,0,7,3,55,24,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,49,5,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,127,5,0,6,0,0,3,6,5,143
Nungarin (S),56860,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,89,41,0,0,0,0,0,0,0,0,48,10,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,97
Mount Marshall (S),55880,68,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,193,0,0,0,0,0,0,4,0,193,86,0,0,0,0,0,0,4,0,87,37,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,7,70,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,197,0,0,0,0,0,0,4,0,202
Three Springs (S),58260,57,0,5,0,0,0,0,0,0,66,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,185,0,8,0,0,0,0,0,4,196,86,0,0,0,0,0,0,0,0,84,36,0,0,0,0,0,0,0,3,38,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,14,25,0,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,26,0,4,0,0,0,0,0,0,27,8,0,0,0,0,0,0,0,0,8,70,0,7,0,0,0,0,0,0,81,6,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,6,201,3,5,0,0,0,0,0,4,216
Port Hedland (T),57280,1989,216,418,5,6,3,3,18,16,2660,30,0,3,0,0,0,0,3,0,36,64,5,20,15,0,0,0,15,7,103,2592,249,457,55,9,3,8,74,27,3407,216,19,16,34,0,0,0,35,6,284,391,17,13,3,0,0,0,3,0,423,861,95,211,0,0,0,0,0,3,1176,447,47,16,0,0,0,0,0,7,523,105,9,14,3,0,0,0,0,0,124,27,0,5,0,0,0,0,0,0,38,1034,133,204,7,4,3,0,11,10,1395,53,4,11,0,3,0,0,3,0,63,2528,291,465,9,6,3,3,18,19,3320,28,0,3,0,0,3,0,4,0,38,110,12,22,19,0,3,0,18,11,169,3279,337,513,59,9,9,8,79,37,4239
Quairading (S),57350,80,0,9,0,0,0,0,0,3,94,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,347,0,9,0,0,0,0,0,9,366,196,0,0,0,0,0,0,0,4,205,68,0,0,0,0,0,0,0,0,74,3,0,0,0,0,0,0,0,0,3,18,0,3,0,0,0,0,0,0,25,41,0,0,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,5,19,0,4,0,0,0,0,0,0,22,13,0,4,0,0,0,0,0,0,14,92,0,9,0,0,0,0,0,3,110,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,372,0,9,0,0,0,0,0,9,393
Mosman Park (T),55740,314,238,575,0,0,0,0,0,0,1130,13,29,0,0,0,0,0,0,0,46,38,18,25,0,0,0,0,0,0,74,2005,513,758,0,0,0,0,0,0,3282,896,132,63,0,0,0,0,0,0,1094,749,89,103,0,0,0,0,0,0,943,195,95,381,0,0,0,0,0,0,670,11,88,66,0,0,0,0,0,0,170,84,57,113,0,0,0,0,0,0,259,0,6,0,0,0,0,0,0,0,7,11,0,13,0,0,0,0,0,0,25,10,4,7,0,0,0,0,0,0,21,320,245,582,0,0,0,0,0,0,1152,13,29,0,0,0,0,0,0,0,46,36,18,25,0,0,0,0,0,0,76,2010,524,776,0,0,0,0,0,0,3312
Ngaanyatjarraku (S),56620,52,0,9,0,0,0,0,0,0,62,7,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,64,0,6,3,0,0,0,3,0,78,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,3,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,31,0,4,0,0,0,0,0,0,40,9,0,0,0,0,0,0,0,0,9,306,0,10,0,0,0,0,0,0,321,8,0,0,0,0,0,0,0,0,6,29,0,0,0,0,0,0,0,0,29,344,0,11,3,0,0,0,3,0,364
Northam (S),56730,775,43,57,8,3,0,3,10,4,880,30,0,0,0,0,0,0,0,0,30,83,0,7,0,0,3,0,4,0,99,3462,56,72,21,17,3,4,48,19,3656,1273,3,8,13,16,0,0,29,7,1320,1390,3,4,0,4,0,0,5,8,1415,297,15,20,0,0,0,0,0,0,334,202,32,27,0,0,0,0,0,0,263,292,0,4,0,0,0,0,0,0,304,3,0,8,0,0,0,0,0,0,10,69,4,3,8,3,0,0,9,0,85,21,0,0,0,0,0,0,0,0,22,884,51,62,8,3,0,3,10,4,1010,30,0,0,0,0,0,0,0,0,30,84,0,7,0,0,3,0,4,0,95,3661,63,85,21,17,3,4,48,19,3876
Murchison (S),56160,9,0,0,0,0,0,0,0,3,16,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,3,7,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,3,28,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,0,0,3,0,0,0,3,7,36
Murray (S),56230,989,120,15,15,21,3,7,42,3,1178,145,25,0,0,0,0,0,0,0,180,114,11,0,0,7,0,0,9,0,131,5255,341,19,86,77,15,4,185,19,5821,1804,166,3,66,44,3,0,116,10,2099,2284,19,5,3,3,10,0,13,5,2323,550,43,6,0,0,0,5,4,3,600,26,50,3,0,0,0,0,0,0,77,387,31,3,0,0,0,0,7,0,422,7,8,5,0,0,0,0,0,0,19,59,5,0,11,23,3,0,33,0,101,30,0,0,0,0,0,0,0,0,33,1067,131,15,15,21,3,7,42,3,1254,150,25,0,0,0,0,0,0,0,180,114,11,0,0,7,0,0,9,0,138,5423,352,19,85,81,15,4,189,19,6000
Nannup (S),56300,104,0,0,0,0,0,3,3,0,108,3,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,11,487,0,0,3,4,3,6,20,0,507,224,0,0,0,0,0,0,8,0,233,139,0,0,0,4,0,5,9,0,148,56,0,0,0,0,0,0,3,0,57,6,0,0,0,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,7,114,0,0,0,0,0,3,3,0,113,3,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,11,492,0,0,3,4,3,12,20,0,514
Narembeen (S),56370,72,4,0,0,0,0,0,0,0,74,3,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,13,283,5,0,0,0,0,0,0,0,295,145,0,0,0,0,0,0,0,0,151,56,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,3,77,4,0,0,0,0,0,0,0,80,3,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,13,298,5,0,0,0,0,0,0,0,302
Northampton (S),56790,224,26,45,16,0,0,4,22,3,320,18,0,0,0,0,0,0,3,0,25,27,3,3,10,0,0,0,7,0,40,1016,51,61,78,3,4,3,91,11,1231,487,19,7,51,5,0,0,52,0,572,283,3,3,5,0,0,0,3,0,292,65,12,16,0,0,0,0,0,0,93,16,3,7,0,0,0,0,0,0,28,120,11,11,0,0,0,3,4,4,149,0,0,6,0,0,0,0,0,0,5,34,3,3,16,0,0,0,16,0,58,19,0,0,0,0,0,0,3,0,23,257,31,45,15,0,0,4,20,3,356,18,0,0,0,0,3,0,3,0,25,28,3,3,10,0,0,0,7,0,42,1076,60,61,73,3,4,3,94,11,1291
Pingelly (S),57140,66,0,13,0,0,0,0,0,0,77,6,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,14,370,3,15,0,0,0,0,0,3,392,198,0,0,0,0,0,0,0,0,198,111,0,0,0,0,0,0,0,5,114,4,0,0,0,0,0,0,0,0,9,23,0,3,0,0,0,0,0,0,30,41,0,0,0,0,0,0,0,0,44,5,0,5,0,0,0,0,0,0,15,13,0,3,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,3,94,0,15,0,0,0,0,0,0,112,6,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,14,427,3,22,0,0,0,0,0,3,446
