lga_code_2016,south_africa_before_1946,south_africa_1946_1955,south_africa_1956_1965,south_africa_1966_1975,south_africa_1976_1985,south_africa_1986_1995,south_africa_1996_2005,south_africa_2006_2010,south_africa_2011,south_africa_2012,south_africa_2013,south_africa_2014,south_africa_2015,south_africa_2016,south_africa_yr_arrival_notstated,south_africa_tot,sri_lanka_before_1946,sri_lanka_1946_1955,sri_lanka_1956_1965,sri_lanka_1966_1975,sri_lanka_1976_1985,sri_lanka_1986_1995,sri_lanka_1996_2005,sri_lanka_2006_2010,sri_lanka_2011,sri_lanka_2012,sri_lanka_2013,sri_lanka_2014,sri_lanka_2015,sri_lanka_2016,sri_lanka_yr_arrival_notstated,sri_lanka_tot,thailand_before_1946,thailand_1946_1955,thailand_1956_1965,thailand_1966_1975,thailand_1976_1985,thailand_1986_1995,thailand_1996_2005,thailand_2006_2010,thailand_2011,thailand_2012,thailand_2013,thailand_2014,thailand_2015,thailand_2016,thailand_yr_arrival_notstated,thailand_tot,fmr_yugoslav_rep_of_macedonia_before_1946,fmr_yugoslav_rep_of_macedonia_1946_1955,fmr_yugoslav_rep_of_macedonia_1956_1965,fmr_yugoslav_rep_of_macedonia_1966_1975,fmr_yugoslav_rep_of_macedonia_1976_1985,fmr_yugoslav_rep_of_macedonia_1986_1995,fmr_yugoslav_rep_of_macedonia_1996_2005,fmr_yugoslav_rep_of_macedonia_2006_2010,fmr_yugoslav_rep_of_macedonia_2011,fmr_yugoslav_rep_of_macedonia_2012,fmr_yugoslav_rep_of_macedonia_2013,fmr_yugoslav_rep_of_macedonia_2014,fmr_yugoslav_rep_of_macedonia_2015,fmr_yugoslav_rep_of_macedonia_2016,fmr_yugoslav_rep_of_macedonia_arrival_notstated,fmr_yugoslav_rep_of_macedonia_tot,turkey_before_1946,turkey_1946_1955,turkey_1956_1965,turkey_1966_1975,turkey_1976_1985,turkey_1986_1995,turkey_1996_2005,turkey_2006_2010,turkey_2011,turkey_2012,turkey_2013,turkey_2014,turkey_2015,turkey_2016,turkey_yr_arrival_notstated,turkey_tot,united_kingdom_before_1946,united_kingdom_1946_1955,united_kingdom_1956_1965,united_kingdom_1966_1975,united_kingdom_1976_1985,united_kingdom_1986_1995,united_kingdom_1996_2005,united_kingdom_2006_2010,united_kingdom_2011,united_kingdom_2012,united_kingdom_2013,united_kingdom_2014,united_kingdom_2015,united_kingdom_2016,united_kingdom_yr_arrival_notstated,united_kingdom_tot,usa_before_1946,usa_1946_1955,usa_1956_1965,usa_1966_1975,usa_1976_1985,usa_1986_1995,usa_1996_2005,usa_2006_2010,united_states_america_2011,united_states_america_2012,united_states_america_2013,united_states_america_2014,united_states_america_2015,united_states_america_2016,usa_year_of_arrival_notstated,usa_total,vietnam_before_1946,vietnam_1946_1955,vietnam_1956_1965,vietnam_1966_1975,vietnam_1976_1985,vietnam_1986_1995,vietnam_1996_2005,vietnam_2006_2010,vietnam_2011,vietnam_2012,vietnam_2013,vietnam_2014,vietnam_2015,vietnam_2016,vietnam_yr_arrival_notstated,vietnam_tot,zimbabwe_before_1946,zimbabwe_1946_1955,zimbabwe_1956_1965,zimbabwe_1966_1975,zimbabwe_1976_1985,zimbabwe_1986_1995,zimbabwe_1996_2005,zimbabwe_2006_2010,zimbabwe_2011,zimbabwe_2012,zimbabwe_2013,zimbabwe_2014,zimbabwe_2015,zimbabwe_2016,zimbabwe_yr_arrival_notstated,zimbabwe_tot,born_elsewhere_before_1946,born_elsewhere_1946_1955,born_elsewhere_1956_1965,born_elsewhere_1966_1975,born_elsewhere_1976_1985,born_elsewhere_1986_1995,born_elsewhere_1996_2005,born_elsewhere_2006_2010,born_elsewhere_2011,born_elsewhere_2012,born_elsewhere_2013,born_elsewhere_2014,born_elsewhere_2015,born_elsewhere_2016,born_elsewhere_yr_arrival_notstated,born_elsewhere_tot,tot_before_1946,tot_1946_1955,tot_1956_1965,tot_1966_1975,tot_1976_1985,tot_1986_1995,tot_1996_2005,tot_2006_2010,tot_2011,tot_2012,tot_2013,tot_2014,tot_2015,tot_2016,tot_yr_arrival_notstated,tot_tot,lga_name16
31950,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,13,0,8,17,14,7,12,6,3,0,0,3,0,0,0,4,76,Burke (S)
32080,0,4,11,50,64,68,163,237,30,27,13,21,18,15,12,741,0,3,16,32,17,40,31,62,9,14,3,5,3,5,9,246,0,0,0,8,42,142,173,111,22,30,18,20,14,18,34,635,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,4,4,8,5,0,4,0,0,0,0,6,44,21,415,1037,1568,791,927,1177,908,165,139,143,118,151,142,238,7946,0,0,15,87,66,98,103,97,29,30,29,23,17,24,24,654,0,0,0,3,42,26,32,71,9,22,6,21,16,9,11,266,0,3,3,9,23,23,55,64,3,6,9,9,3,0,0,205,14,121,322,781,803,958,1123,1267,349,334,400,333,350,262,337,7757,89,1146,2307,3702,3655,4615,5857,5883,1222,1246,1238,1105,1145,906,1407,35528,Cairns (R)
32250,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,21,5,15,3,6,0,0,0,0,0,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,0,3,0,0,0,0,5,3,0,0,0,38,0,61,42,50,29,25,24,25,0,0,7,7,8,3,7,288,Carpentaria (S)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,4,9,3,0,0,0,0,4,3,0,0,32,Boulia (S)
31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,9,9,5,3,3,0,3,0,4,0,0,0,44,Bulloo (S)
31820,0,0,8,12,28,19,107,129,9,30,3,7,13,4,5,384,0,0,7,11,3,3,4,13,0,3,0,6,11,7,3,72,0,0,0,5,4,12,8,32,8,5,17,9,14,0,0,109,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,12,8,16,11,0,0,3,0,0,3,0,4,51,25,391,713,1127,372,248,310,199,60,41,29,34,71,61,152,3831,0,0,5,29,27,13,48,19,10,3,3,7,5,0,6,179,0,0,0,0,9,26,21,21,7,7,10,6,3,3,9,118,0,0,0,0,10,5,27,25,0,3,0,3,4,0,3,91,3,68,147,227,120,115,119,142,23,36,29,60,109,79,136,1412,45,910,1346,1964,1333,1116,1256,1161,193,248,263,276,446,288,598,11438,Bundaberg (R)
31900,0,0,0,0,3,0,7,16,0,4,0,0,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,59,74,24,13,10,12,3,3,0,4,26,17,17,305,0,0,0,10,0,0,3,0,3,3,0,0,0,0,0,14,0,0,0,0,0,11,0,6,3,0,0,0,0,0,0,25,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,15,3,13,28,29,16,9,15,17,6,3,0,8,31,14,18,217,20,224,240,184,118,99,112,103,28,43,14,32,120,67,136,1542,Burdekin (S)
32260,0,0,3,6,9,4,16,23,0,0,3,0,0,0,4,73,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,27,17,5,0,4,0,4,0,6,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,92,203,247,79,83,66,64,12,10,12,13,43,47,35,998,0,6,0,22,8,8,4,4,0,4,0,3,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,5,4,6,4,0,0,0,0,0,0,0,21,3,38,66,99,62,104,80,64,18,20,20,24,32,33,39,704,49,407,534,537,385,472,385,596,76,108,115,161,270,180,222,4497,Cassowary Coast (R)
32270,0,0,0,4,14,7,48,108,10,19,5,5,9,7,4,249,0,0,0,0,0,0,5,7,0,3,6,5,0,0,0,23,0,0,0,0,0,0,8,7,0,5,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,44,105,140,70,55,47,47,10,12,13,5,5,4,23,580,0,0,0,17,8,4,9,6,0,0,0,0,0,13,6,70,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,45,3,6,0,0,0,0,0,71,0,11,16,59,26,23,54,87,18,25,15,17,7,4,25,381,3,115,168,327,302,302,539,777,204,197,134,125,74,46,136,3452,Central Highlands (R) (Qld)
32310,0,0,0,3,0,5,11,7,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,62,71,14,11,18,9,0,0,4,0,4,3,14,253,0,0,9,4,3,0,4,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,3,8,19,3,6,14,23,3,4,3,9,3,5,3,104,6,63,99,134,95,87,97,92,12,19,15,28,17,7,39,816,Charters Towers (R)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,4,0,0,0,0,0,0,0,25,Croydon (S)
37300,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,3,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,27,10,10,10,4,3,4,3,0,4,0,3,92,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,8,5,7,11,5,3,13,0,0,0,0,3,61,0,8,17,49,47,68,81,81,38,17,8,10,11,9,19,461,Weipa (T)
37310,0,0,0,4,8,7,50,76,10,18,3,0,0,0,3,180,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,3,0,0,3,4,8,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,56,67,119,40,51,51,52,8,17,17,3,5,10,24,535,0,0,3,7,3,0,4,12,3,0,0,3,0,0,3,36,0,0,0,0,3,0,0,3,0,0,0,4,0,0,4,14,0,0,0,0,3,3,20,15,4,0,3,0,0,0,0,51,0,4,6,36,35,29,34,36,9,19,15,6,10,4,10,255,6,108,149,246,256,227,335,599,138,187,164,115,69,50,116,2774,Western Downs (R)
37340,0,0,7,4,14,35,53,42,12,11,4,12,8,0,10,218,0,0,0,4,0,3,4,7,0,13,3,0,0,0,0,41,0,0,0,3,0,9,16,25,8,3,13,5,6,8,5,103,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,3,126,233,371,176,147,168,149,27,35,34,43,74,38,73,1695,0,0,7,9,6,10,15,19,4,7,12,6,6,3,3,119,0,0,0,0,8,7,7,15,3,4,0,0,3,0,0,61,0,0,0,0,7,7,15,19,3,3,7,4,0,0,3,65,4,17,45,111,64,73,80,84,35,39,32,64,103,49,106,912,9,284,465,728,614,594,777,725,201,234,227,313,418,223,439,6260,Whitsunday (R)
32810,0,0,0,9,18,3,15,6,0,3,0,5,0,0,3,71,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,10,0,0,0,0,4,9,13,20,4,3,3,3,3,4,0,62,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,74,137,223,137,115,145,137,15,22,25,26,46,18,49,1172,0,0,3,21,6,21,15,6,6,3,3,8,5,5,9,109,0,0,0,0,3,0,0,15,0,0,3,0,0,0,0,19,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,15,0,28,46,63,52,49,47,37,12,17,9,30,34,30,24,470,11,199,327,462,400,349,466,379,85,92,82,127,143,95,159,3383,Douglas (S)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,Cherbourg (S)
32450,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,26,12,11,11,9,4,0,3,5,3,0,7,105,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,10,3,8,3,8,0,4,0,0,0,0,0,48,0,15,29,50,52,46,59,101,17,22,24,14,14,5,17,467,Cloncurry (S)
32500,0,0,4,3,3,3,4,10,0,4,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,53,67,22,17,24,10,7,4,0,4,11,6,15,252,0,0,3,3,0,4,0,4,4,0,3,0,3,0,3,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,30,23,14,16,13,10,0,0,7,14,4,17,165,3,46,97,159,102,77,98,75,22,15,6,17,31,16,74,845,Cook (S)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,6,0,6,3,4,3,8,4,0,0,0,4,0,0,44,Diamantina (S)
41140,0,0,0,3,0,0,3,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,131,191,30,33,31,21,0,5,3,0,0,3,23,497,0,0,0,5,3,3,0,3,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,9,12,16,7,9,9,10,0,0,4,0,3,3,0,83,0,77,186,240,57,61,71,58,8,18,21,6,6,12,32,853,Clare and Gilbert Valleys (DC)
32770,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,11,4,0,0,7,0,0,0,0,33,Doomadgee (S)
33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,5,0,0,0,0,0,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,16,0,11,18,28,19,3,8,12,0,3,0,3,4,0,7,112,Etheridge (S)
33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,0,0,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,17,12,13,10,15,3,7,0,0,0,0,0,97,Flinders (S) (Qld)
33220,0,0,8,21,39,33,140,102,9,7,12,3,8,0,10,405,0,3,8,11,3,7,6,17,14,3,0,8,0,0,4,75,0,0,0,4,4,11,22,25,10,11,0,11,10,11,7,123,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7,27,576,1151,1848,616,412,419,314,32,37,42,35,51,25,208,5789,0,5,12,52,29,28,42,36,9,3,6,7,3,3,4,241,0,0,0,0,15,4,6,13,0,0,13,5,3,0,3,55,0,0,0,3,14,12,36,19,3,3,0,0,0,0,0,99,6,96,200,398,183,123,143,166,30,27,26,25,25,12,80,1529,46,1196,1935,3092,1956,1590,1747,1338,212,221,175,211,204,111,602,14638,Fraser Coast (R)
33360,0,0,0,7,15,34,154,290,61,50,27,33,10,10,18,717,0,0,0,0,0,3,4,34,4,18,0,0,0,3,3,68,0,0,0,0,4,12,17,42,11,3,7,4,9,6,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,7,105,310,514,238,141,174,146,38,55,47,37,35,10,46,1899,0,0,7,28,12,8,21,26,20,24,11,17,5,3,5,179,0,0,0,0,7,11,7,0,3,0,0,3,0,0,3,40,0,0,3,0,12,0,31,33,3,15,3,8,7,6,0,115,5,23,68,141,117,116,142,212,61,48,44,35,35,19,14,1087,20,256,550,984,957,836,1201,1815,497,557,466,397,316,160,263,9277,Gladstone (R)
33430,0,10,80,173,415,509,2418,1958,211,261,239,205,195,115,93,6884,0,15,41,81,45,95,103,126,31,24,13,21,37,15,27,669,0,0,0,17,64,169,304,416,69,70,73,102,128,58,73,1538,0,0,18,82,25,40,50,14,0,0,0,5,0,0,6,232,0,3,7,122,53,63,49,25,3,13,4,7,7,8,6,380,121,2023,4087,6383,3324,3616,5064,5198,724,809,629,677,550,318,1051,34573,3,36,55,246,224,348,504,385,96,96,104,114,120,107,96,2529,0,0,3,30,213,126,74,104,37,40,44,53,45,31,31,837,0,0,16,22,95,97,275,235,21,24,25,18,17,15,15,881,48,588,1098,2531,1925,2683,3833,3014,605,755,990,1178,1276,850,940,22306,298,5310,8777,14303,14786,20364,31351,27630,5139,5505,5370,5841,5465,3576,5852,159562,Gold Coast (C)
33610,0,0,0,3,0,0,3,31,5,3,3,3,3,0,0,52,0,0,0,0,0,0,0,8,4,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,45,11,8,11,10,0,3,3,4,3,0,4,163,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,16,0,3,0,11,5,4,7,12,3,0,3,15,8,3,9,85,4,35,49,87,64,50,61,154,35,18,28,35,34,13,34,701,Goondiwindi (R)
33620,0,0,3,15,26,11,57,43,9,9,7,0,6,3,3,197,0,0,3,0,0,3,0,0,6,0,0,0,6,0,0,27,0,0,0,0,3,3,9,13,0,0,6,0,4,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,205,441,609,193,165,151,139,12,8,28,5,13,4,77,2061,0,0,10,38,15,14,19,27,0,11,3,0,4,3,0,144,0,0,0,0,5,3,8,6,0,0,8,0,0,3,0,36,0,0,0,0,11,0,18,3,0,0,0,0,3,0,3,44,0,30,86,143,72,72,60,30,7,12,18,4,10,16,9,574,10,399,753,1153,796,600,644,511,80,88,114,41,85,40,186,5498,Gympie (R)
33800,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,68,48,17,17,9,13,0,0,0,0,0,0,16,217,0,0,0,7,0,4,4,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,7,25,35,21,8,3,9,0,3,0,0,4,0,4,122,32,255,263,147,111,81,54,76,6,18,9,12,17,7,63,1157,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,6,3,0,0,0,0,0,0,0,3,0,23,Hope Vale (S)
33960,0,0,8,43,62,49,286,349,37,35,31,25,13,11,13,963,0,4,3,5,9,38,56,80,42,39,6,8,14,0,4,319,0,0,0,6,30,47,58,51,11,0,7,16,12,8,11,253,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,13,0,0,0,14,3,3,9,3,0,3,0,0,0,0,3,38,19,353,1003,2202,828,668,674,801,124,126,68,73,43,29,209,7222,0,3,13,53,28,53,107,96,16,29,16,28,15,7,15,472,0,0,0,32,339,349,130,126,25,40,19,16,18,10,41,1146,0,0,3,3,22,12,72,128,4,8,13,3,9,12,3,288,4,52,141,520,710,1104,1857,1681,303,419,356,334,317,188,274,8265,29,873,1729,3776,3637,4612,7233,7969,1518,1803,1444,1241,1101,592,1289,38834,Ipswich (C)
33980,0,0,0,3,0,7,54,104,15,18,0,3,4,0,3,206,0,0,0,0,0,0,0,7,4,5,0,0,0,0,0,22,0,0,0,0,3,5,10,15,3,0,3,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,45,119,45,42,46,67,13,15,12,9,3,3,20,448,0,0,0,7,0,4,10,13,0,3,3,0,4,0,0,51,0,0,0,0,0,3,4,3,3,0,0,3,0,0,0,20,0,0,0,0,3,0,24,18,4,3,0,0,0,0,0,53,0,3,9,40,30,27,44,68,13,17,17,3,5,0,13,297,3,46,95,249,301,310,456,661,171,156,116,98,73,44,88,2871,Isaac (R)
