LGA_MAIN11,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total,LGA_NAME11
26350,6992,2244,2605,21,6,11868,4649,1721,2730,16,3,9119,1667,1959,8709,62,4,12401,16,119,937,0,3,1075,686,562,1576,34,7,2865,16,32,171,0,0,219,28,33,101,7,5,174,70,55,125,5,0,255,2483,2760,11619,108,19,16989,89,33,151,0,0,273,302,140,408,4,0,854,14515,6898,17513,149,28,39103,Stonnington (C)
26430,1711,9,38,57,0,1815,1038,5,8,48,0,1099,251,6,41,7,0,305,37,13,11,0,0,61,191,6,14,15,0,226,5,0,9,0,0,14,52,0,9,11,0,72,53,0,3,5,0,61,589,25,87,38,0,739,34,0,4,3,0,41,110,3,12,26,5,156,3482,42,149,172,5,3850,Strathbogie (S)
26490,3176,132,98,14,0,3420,3250,75,48,4,7,3384,821,139,145,8,0,1113,38,11,9,0,0,58,561,39,68,6,0,674,12,0,15,0,0,27,54,0,5,3,0,62,61,3,7,0,0,71,1547,192,249,17,0,2005,36,13,7,3,0,59,158,8,21,3,0,190,8167,420,423,41,7,9058,Surf Coast (S)
26610,2570,39,90,53,4,2756,2131,26,41,13,0,2211,556,59,251,9,3,878,268,23,99,0,0,390,450,23,52,10,0,535,57,12,6,0,0,75,188,10,7,54,4,263,84,5,3,6,0,98,1603,132,418,79,7,2239,45,5,0,0,0,50,229,11,29,37,0,306,6578,213,578,182,11,7562,Swan Hill (RC)
26670,1044,8,3,15,0,1070,678,6,0,5,0,689,114,10,7,0,0,131,18,5,3,0,0,26,209,4,3,8,0,224,0,0,0,0,0,0,46,0,0,4,0,50,38,0,0,0,0,38,425,19,13,12,0,469,20,0,0,0,0,20,68,3,4,3,0,78,2235,36,20,35,0,2326,Towong (S)
26700,4026,64,119,37,5,4251,3507,36,48,17,0,3608,666,94,256,4,0,1020,259,96,75,0,0,430,512,29,94,19,0,654,34,23,25,0,0,82,72,0,15,19,0,106,71,4,11,3,0,89,1614,246,476,45,0,2381,84,5,5,0,0,94,235,22,41,3,0,301,9466,373,689,102,5,10635,Wangaratta (RC)
26730,3825,191,178,25,0,4219,3445,94,120,18,0,3677,1185,236,537,7,0,1965,430,65,183,3,0,681,574,69,128,20,0,791,27,3,35,0,0,65,51,13,23,7,0,94,55,3,11,4,0,73,2322,389,917,41,0,3669,54,18,58,0,0,130,214,25,70,8,0,317,9860,717,1343,92,0,12012,Warrnambool (C)
26810,5891,119,107,69,0,6186,5166,68,47,17,3,5301,1290,199,244,10,0,1743,329,64,77,0,0,470,731,34,28,18,3,814,48,19,8,4,0,79,282,22,9,21,0,334,131,3,13,3,0,150,2811,341,379,56,3,3590,95,46,8,0,0,149,376,35,24,5,0,440,14339,609,565,147,6,15666,Wellington (S)
26890,940,3,7,9,0,959,393,0,0,3,0,396,22,3,10,0,0,35,4,0,14,0,0,18,123,0,5,3,0,131,9,0,5,0,0,14,67,0,0,0,0,67,51,0,5,0,0,56,276,3,39,3,0,321,28,0,3,0,0,31,46,0,0,3,0,49,1683,6,49,18,0,1756,West Wimmera (S)
26980,18580,2368,1242,5,0,22195,14991,2006,914,10,5,17926,4281,2228,1761,15,5,8290,512,370,235,0,0,1117,1929,626,457,14,6,3032,116,94,133,0,4,347,146,58,77,3,0,284,179,59,60,0,0,298,7163,3435,2723,32,15,13368,213,264,169,0,0,646,886,234,215,3,0,1338,41833,8307,5263,50,20,55473,Whitehorse (C)
27070,15591,509,430,14,5,16549,20476,1282,364,7,0,22129,4896,950,815,11,3,6675,524,64,89,0,0,677,1619,143,142,7,0,1911,61,25,13,0,0,99,280,25,23,0,0,328,172,19,10,0,0,201,7552,1226,1092,18,3,9891,224,13,47,0,0,284,1226,64,81,0,0,1371,45069,3094,2014,39,8,50224,Whittlesea (C)
27170,3102,145,178,24,3,3452,4476,145,142,3,0,4766,1606,383,525,0,0,2514,613,203,180,0,0,996,508,72,90,11,0,681,37,15,5,0,0,57,269,14,13,12,0,308,38,25,11,0,0,74,3071,712,824,23,0,4630,57,3,4,0,0,64,230,31,38,8,0,307,10936,1036,1186,58,3,13219,Wodonga (RC)
27260,10558,488,312,64,3,11425,25145,1093,430,6,4,26678,7799,936,997,5,0,9737,484,43,95,0,0,622,1937,163,172,13,3,2288,97,14,19,0,0,130,289,19,15,39,0,362,133,11,20,0,0,164,10739,1186,1318,57,3,13303,193,73,42,0,0,308,911,90,76,9,0,1086,47546,2930,2178,136,10,52800,Wyndham (C)
27350,2417,3160,952,34,3,6566,1989,3390,1965,27,6,7377,1302,3634,4333,76,9,9354,94,668,2578,0,0,3340,590,1326,851,54,4,2825,38,84,118,4,0,244,22,62,43,6,6,139,36,74,80,4,0,194,2082,5848,8003,144,19,16096,34,88,67,10,0,199,132,242,345,3,0,722,6654,12728,11332,218,28,30960,Yarra (C)
27450,16164,625,404,116,3,17312,23558,568,342,31,3,24502,3269,295,534,16,0,4114,289,40,139,0,0,468,1882,82,165,26,3,2158,96,52,37,0,0,185,198,0,11,59,0,268,192,10,17,7,0,226,5926,479,903,108,3,7419,264,76,70,4,3,417,883,62,71,10,3,1029,46795,1810,1790,269,15,50679,Yarra Ranges (S)
22310,12591,2545,2154,25,8,17323,10328,2548,2439,36,4,15355,2929,2082,6220,96,14,11341,74,114,254,0,0,442,1283,698,1123,71,3,3178,48,64,111,0,0,223,74,35,63,8,0,180,125,60,75,5,0,265,4533,3053,7846,180,17,15629,137,77,124,0,0,338,618,241,379,13,0,1251,28207,8464,12942,254,29,49896,Glen Eira (C)
27630,1551,4,4,13,0,1572,653,8,0,3,0,664,139,3,9,0,0,151,27,4,6,0,0,37,169,4,5,0,0,178,11,5,5,0,0,21,56,0,0,0,0,56,39,3,3,0,0,45,441,19,28,0,0,488,21,5,0,3,0,29,94,4,0,0,0,98,2760,40,32,19,0,2851,Yarriambiack (S)
29399,33,0,19,0,0,52,16,0,11,0,0,27,0,0,6,0,0,6,0,0,4,0,0,4,0,4,5,0,0,9,0,0,0,0,0,0,0,3,12,0,6,21,0,0,3,0,0,3,0,7,30,0,6,43,0,3,0,0,0,3,0,0,3,0,0,3,49,10,63,0,6,128,Unincorporated Vic
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30250,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62,0,0,0,0,0,0,104,0,0,0,0,104,46,0,0,0,0,46,3,0,0,0,0,3,215,0,0,0,0,215,0,0,0,0,0,0,3,0,0,0,0,3,218,0,0,3,0,221,Aurukun (S)
30300,495,18,0,19,3,535,366,18,0,9,3,396,125,10,27,0,0,162,55,3,29,0,0,87,102,0,5,5,0,112,12,3,5,0,0,20,143,9,9,3,0,164,51,3,3,3,0,60,488,28,78,11,0,605,26,0,0,5,0,31,50,0,5,0,0,55,1425,64,83,44,6,1622,Balonne (S)
30370,1651,4,3,61,6,1725,1437,0,11,10,0,1458,388,18,83,0,0,489,209,7,32,0,0,248,423,0,21,4,0,448,18,0,8,0,0,26,301,15,57,27,0,400,96,3,5,6,0,110,1435,43,206,37,0,1721,72,0,3,3,0,78,151,4,7,16,0,178,4746,51,230,127,6,5160,Banana (S)
30410,495,0,0,13,3,511,244,0,0,3,0,247,25,0,7,0,0,32,41,9,12,0,0,62,87,0,0,3,0,90,8,0,0,0,0,8,135,5,13,0,0,153,31,0,0,3,0,34,327,14,32,6,0,379,20,0,0,0,0,20,35,4,0,3,0,42,1121,18,32,25,3,1199,Barcaldine (R)
30450,44,0,0,8,0,52,15,0,0,0,0,15,0,0,0,0,0,0,10,0,4,0,0,14,3,0,0,0,0,3,4,0,0,0,0,4,24,3,0,0,0,27,6,0,0,0,3,9,47,3,4,0,3,57,4,0,0,0,0,4,0,0,0,3,0,3,110,3,4,11,3,131,Barcoo (S)
30760,341,0,3,6,3,353,189,0,0,3,0,192,22,0,3,0,0,25,26,8,7,0,0,41,67,0,6,0,0,73,4,3,15,0,0,22,55,4,3,3,0,65,32,0,3,3,0,38,206,15,37,6,0,264,15,0,3,0,0,18,25,0,3,11,0,39,776,15,46,26,3,866,Blackall Tambo (R)
32070,11195,688,1005,361,15,13264,16753,876,1562,64,24,19279,6250,1430,5437,38,18,13173,1329,356,836,4,0,2525,3126,522,1417,50,17,5132,172,54,123,0,0,349,580,86,289,133,8,1096,246,56,119,16,0,437,11703,2504,8221,241,43,22712,240,71,64,14,0,389,861,173,396,50,5,1485,40752,4312,11248,730,87,57129,Cairns (R)
32250,108,0,3,48,3,162,69,3,3,8,0,83,0,0,3,3,3,9,66,0,16,0,0,82,52,0,11,9,0,72,36,0,9,0,0,45,80,4,9,11,0,104,19,0,3,3,0,25,253,4,51,26,3,337,3,0,3,3,0,9,26,5,4,17,0,52,459,12,64,102,6,643,Carpentaria (S)
32260,3633,27,73,143,5,3881,2608,14,43,33,0,2698,888,62,426,14,3,1393,181,30,77,4,0,292,801,22,179,16,0,1018,83,6,13,0,0,102,238,8,43,65,0,354,103,5,21,10,0,139,2294,133,759,109,3,3298,50,10,0,7,0,67,276,9,54,28,0,367,8861,193,929,320,8,10311,Cassowary Coast (R)
32270,1704,13,20,254,4,1995,2486,35,78,27,4,2630,809,77,235,0,3,1124,215,37,53,3,0,308,528,18,49,26,4,625,16,0,5,5,0,26,1488,61,87,49,7,1692,177,4,7,23,0,211,3233,197,436,106,14,3986,117,3,0,22,3,145,158,9,17,29,0,213,7698,257,551,438,25,8969,Central Highlands (R)
32310,1444,5,4,82,0,1535,1223,0,4,19,0,1246,416,6,58,7,0,487,84,12,20,0,0,116,286,0,5,7,0,298,28,9,15,0,0,52,130,9,13,22,0,174,70,0,4,9,0,83,1014,36,115,45,0,1210,39,0,3,3,0,45,142,3,11,15,0,171,3862,44,137,164,0,4207,Charters Towers (R)
34580,3765,16,39,35,0,3855,4480,9,20,5,0,4514,1460,79,154,3,0,1696,72,20,54,3,0,149,765,17,29,11,0,822,21,4,24,0,0,49,122,6,7,79,0,214,82,5,0,7,0,94,2522,131,268,103,0,3024,66,0,3,0,0,69,368,3,29,37,3,440,11201,159,359,180,3,11902,Lockyer Valley (R)
34590,19641,829,263,224,4,20961,37264,1463,330,12,8,39077,12592,3215,1063,4,7,16881,3104,479,546,0,0,4129,4679,1020,246,26,4,5975,109,121,59,3,0,292,468,229,53,194,0,944,291,97,29,6,3,426,21243,5161,1996,233,14,28647,319,83,50,5,0,457,1750,241,134,30,0,2155,80217,7777,2773,504,26,91297,Logan (C)
34710,424,5,0,19,8,456,392,0,0,3,0,395,131,3,35,0,0,169,76,7,14,0,0,97,105,3,3,3,0,114,14,4,4,0,0,22,123,11,20,7,3,164,40,0,0,0,0,40,489,28,76,10,3,606,16,0,0,0,0,16,44,6,4,0,0,54,1365,39,80,32,11,1527,Longreach (R)
34770,10460,312,298,389,12,11471,13687,277,323,80,7,14374,3639,752,1053,17,12,5473,739,169,477,3,3,1391,2599,194,431,49,5,3278,107,31,105,3,0,246,372,34,77,178,6,667,229,21,39,18,0,307,7685,1201,2182,268,26,11362,304,35,21,11,0,371,704,89,146,43,0,982,32840,1914,2970,791,45,38560,Mackay (R)
34800,117,0,0,8,3,128,47,0,0,0,0,47,3,0,0,0,0,3,11,0,0,0,0,11,21,0,0,0,0,21,0,0,0,0,0,0,38,0,0,3,3,44,19,0,0,0,0,19,92,0,0,3,3,98,9,0,0,0,3,12,12,0,0,3,0,15,277,0,0,14,9,300,McKinlay (S)
35300,988,19,23,130,5,1165,2052,40,42,23,5,2162,450,97,378,3,5,933,407,35,129,3,0,574,392,59,179,13,0,643,16,3,10,0,0,29,316,45,125,61,4,551,40,10,16,5,0,71,1621,249,837,85,9,2801,23,3,3,3,0,32,119,16,47,54,3,239,4803,327,952,295,22,6399,Mount Isa (C)
35600,560,0,0,17,3,580,454,0,0,4,0,458,152,11,3,0,0,166,57,3,18,0,0,78,119,0,0,0,0,119,16,0,0,0,0,16,114,3,11,0,3,131,33,0,0,0,0,33,491,17,32,0,3,543,14,0,0,0,3,17,49,3,0,4,0,56,1568,20,32,25,9,1654,Murweh (S)
35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,37,0,3,166,0,0,0,4,0,4,3,0,4,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,135,0,41,4,3,183,0,0,0,0,0,0,0,0,0,0,0,0,135,0,41,4,3,183,Napranum (S)
31750,41,0,0,3,0,44,14,0,0,3,0,17,0,0,0,0,0,0,13,0,0,0,0,13,5,0,0,0,0,5,4,0,0,0,0,4,26,0,0,0,0,26,5,0,0,0,0,5,53,0,0,0,0,53,0,0,0,0,0,0,6,0,0,0,0,6,114,0,0,6,0,120,Bulloo (S)
31820,11479,611,239,497,3,12829,9774,90,123,83,3,10073,3563,321,857,12,3,4756,482,189,402,3,0,1076,2221,174,277,42,3,2717,42,49,58,0,0,149,365,70,85,137,3,660,207,39,38,13,0,297,6880,842,1717,207,9,9655,217,256,18,9,3,503,673,122,124,53,0,972,29023,1921,2221,849,18,34032,Bundaberg (R)
31900,2471,60,54,77,3,2665,1692,38,17,19,0,1766,601,38,211,7,0,857,106,3,30,0,0,139,358,28,42,9,0,437,36,18,5,0,0,59,195,11,11,22,0,239,83,6,0,3,0,92,1379,104,299,41,0,1823,40,3,3,0,0,46,132,11,29,16,3,191,5714,216,402,153,6,6491,Burdekin (S)
33100,138,0,0,22,5,165,48,0,3,3,0,54,0,0,0,0,0,0,7,0,0,0,0,7,19,0,0,3,0,22,3,0,0,0,0,3,39,0,3,3,0,45,11,0,0,3,0,14,79,0,3,9,0,91,9,0,0,0,0,9,14,0,0,6,4,24,288,0,6,40,9,343,Etheridge (S)
33200,255,0,0,8,0,263,149,0,0,3,0,152,20,0,3,3,0,26,24,3,3,0,0,30,63,3,3,0,0,69,6,0,0,0,0,6,52,0,4,3,0,59,31,0,0,0,0,31,196,6,13,6,0,221,9,0,0,0,0,9,21,0,0,0,0,21,630,6,13,17,0,666,Flinders (S)
33220,13275,212,330,480,8,14305,9824,88,159,43,0,10114,4752,412,983,22,3,6172,460,133,477,12,0,1082,2138,118,326,35,3,2620,90,15,74,0,0,179,237,26,74,166,3,506,202,12,43,16,0,273,7879,716,1977,251,9,10832,394,46,42,12,0,494,790,42,126,44,0,1002,32162,1104,2634,830,17,36747,Fraser Coast (R)
33360,4749,73,55,321,6,5204,7457,111,122,56,6,7752,2441,221,539,5,0,3206,504,69,168,4,0,745,977,51,110,33,3,1174,57,22,36,0,0,115,266,34,67,121,4,492,128,9,12,10,0,159,4373,406,932,173,7,5891,71,0,3,3,3,80,397,11,41,29,0,478,17047,601,1153,582,22,19405,Gladstone (R)
30900,39,0,3,0,0,42,10,0,0,0,0,10,0,0,0,0,0,0,10,3,3,0,0,16,9,0,0,0,0,9,10,0,3,0,0,13,29,3,3,0,3,38,11,0,0,3,3,17,69,6,9,3,6,93,9,0,0,0,3,12,7,0,3,0,0,10,134,6,15,3,9,167,Boulia (S)
31000,90437,5974,8372,735,15,105533,108654,8067,11744,95,28,128588,37917,12411,29923,121,62,80434,6432,2327,6047,8,3,14817,16710,4721,10317,118,38,31904,644,518,1030,4,11,2207,1960,721,927,840,11,4459,1101,277,523,26,3,1930,64764,20975,48767,1117,128,135751,1065,1005,811,15,0,2896,4961,956,1903,177,9,8006,269881,36977,71597,2139,180,380774,Brisbane (C)
31950,13,0,0,13,4,30,5,0,0,3,0,8,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,6,3,0,3,0,12,28,0,0,0,0,28,8,0,0,3,0,11,53,3,0,6,0,62,8,0,0,0,0,8,6,0,0,3,0,9,85,3,0,25,4,117,Burke (S)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,36,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,211,0,36,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,211,0,36,0,0,247,Cherbourg (S)
32450,166,0,0,30,4,200,144,0,0,6,0,150,69,6,0,0,0,75,65,6,13,0,0,84,68,0,0,3,0,71,37,11,4,0,0,52,147,10,6,7,0,170,30,0,0,3,0,33,416,33,23,13,0,485,17,0,0,0,0,17,46,4,0,5,0,55,789,37,23,54,4,907,Cloncurry (S)
32500,368,3,3,51,7,432,248,0,5,14,0,267,93,7,21,0,0,121,77,3,21,0,0,101,105,0,17,5,0,127,37,4,8,0,0,49,72,8,10,12,0,102,40,3,3,5,0,51,424,25,80,22,0,551,21,0,0,3,3,27,44,3,3,7,0,57,1105,31,91,97,10,1334,Cook (S)
32600,30,0,0,3,0,33,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,23,0,0,0,0,23,7,0,0,0,0,7,42,0,0,0,0,42,3,0,0,3,0,6,10,0,0,4,0,14,92,0,0,10,0,102,Croydon (S)
33430,32644,6779,7253,1087,34,47797,48415,8654,5612,74,36,62791,17067,10289,13163,69,53,40641,1321,986,1410,0,3,3720,6325,4946,5065,114,35,16485,106,279,329,4,0,718,593,662,599,476,10,2340,499,316,340,21,5,1181,25911,17478,20906,684,106,65085,599,410,509,32,3,1553,2107,896,1288,91,10,4392,109676,34217,35568,1968,189,181618,Gold Coast (C)
33610,1209,6,15,23,3,1256,1007,4,15,11,0,1037,296,4,130,0,0,430,86,3,48,0,3,140,361,4,32,7,3,407,7,0,0,0,0,7,236,0,22,13,0,271,80,0,4,5,0,89,1066,11,236,25,6,1344,60,0,4,0,0,64,96,0,18,19,0,133,3438,21,288,78,9,3834,Goondiwindi (R)
33830,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,179,0,11,0,0,190,0,0,0,0,0,0,16,0,0,0,0,16,14,0,0,0,0,14,0,0,0,0,0,0,209,0,11,0,0,220,0,0,0,3,0,3,0,0,0,0,0,0,215,0,11,3,0,229,Hope Vale (S)
32770,3,0,0,3,0,6,20,0,0,0,0,20,0,0,0,0,0,0,111,0,3,0,0,114,3,0,0,0,0,3,30,0,3,0,0,33,26,0,3,0,0,29,3,0,0,0,0,3,173,0,9,0,0,182,5,0,0,0,0,5,0,0,0,0,0,0,201,0,9,3,0,213,Doomadgee (S)
33960,12167,482,214,105,11,12979,20515,440,100,22,7,21084,11171,1110,612,0,14,12907,1751,227,318,0,0,2296,3072,339,207,22,9,3649,141,110,110,0,0,361,869,76,68,217,11,1241,240,28,24,5,0,297,17244,1890,1339,244,34,20751,179,30,31,5,0,245,1062,104,82,18,3,1269,51167,2946,1766,394,55,56328,Ipswich (C)
33980,1255,0,4,127,3,1389,937,8,4,22,3,974,511,17,22,3,3,556,106,36,26,8,0,176,282,9,13,25,0,329,18,3,3,3,0,27,2405,230,92,60,5,2792,142,8,4,7,0,161,3464,303,160,106,8,4041,99,0,0,0,0,99,118,3,11,16,0,148,5873,314,179,271,14,6651,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,18,0,0,0,0,0,0,126,0,49,0,0,175,15,0,21,0,0,36,0,0,0,0,0,0,156,0,73,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,156,0,73,0,0,229,Kowanyama (S)
34570,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,3,0,0,0,0,3,63,0,13,0,0,76,9,0,9,0,0,18,0,0,0,0,0,0,80,0,25,0,0,105,0,0,0,3,0,3,0,0,0,0,0,0,83,0,25,3,0,111,Lockhart River (S)
32750,8,0,0,3,6,17,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,3,10,0,0,0,0,10,39,0,0,0,0,39,6,0,0,0,0,6,73,0,0,0,0,73,0,0,0,0,0,0,0,0,0,4,0,4,87,0,0,7,6,100,Diamantina (S)
33620,6385,44,87,199,3,6718,5382,28,24,60,3,5497,1895,94,239,11,3,2242,183,65,117,0,0,365,1232,63,154,38,4,1491,19,11,31,0,0,61,175,15,22,76,0,288,152,4,13,8,0,177,3656,252,576,133,7,4624,92,0,17,4,3,116,390,11,66,30,0,497,15905,335,770,426,16,17452,Gympie (R)
33800,2098,5,12,40,3,2158,928,4,11,9,3,955,324,15,144,3,0,486,72,16,27,0,0,115,308,10,35,3,0,356,22,4,12,0,0,38,97,3,3,6,0,109,62,0,3,4,0,69,885,48,224,16,0,1173,42,0,3,0,0,45,139,0,12,5,0,156,4092,57,262,70,6,4487,Hinchinbrook (S)
35760,1647,8,0,68,0,1723,901,8,5,10,0,924,210,3,18,0,0,231,81,3,21,0,0,105,364,0,6,10,0,380,18,6,18,0,0,42,179,7,20,33,0,239,72,3,0,7,0,82,924,22,83,50,0,1079,48,0,0,3,0,51,146,5,14,42,0,207,3666,43,102,173,0,3984,North Burnett (R)
35780,5,0,0,6,0,11,0,0,3,0,0,3,0,0,0,0,0,0,119,0,38,7,0,164,3,0,0,4,0,7,212,0,52,10,0,274,21,0,30,23,3,77,8,0,0,0,0,8,363,0,120,44,3,530,3,0,0,4,0,7,4,0,3,5,0,12,375,0,126,59,3,563,Northern Peninsula Area (R)
36150,126,0,0,12,0,138,77,0,0,0,0,77,7,0,3,0,0,10,10,3,16,0,0,29,39,0,0,0,0,39,3,3,0,0,0,6,35,0,0,5,0,40,24,0,0,0,0,24,118,6,19,5,0,148,9,0,0,0,0,9,6,0,4,0,0,10,336,6,23,17,0,382,Quilpie (S)
36250,13835,1297,292,172,3,15599,18935,752,210,19,0,19916,5617,836,362,8,3,6826,583,545,338,3,3,1472,2262,427,184,20,3,2896,75,201,48,0,0,324,161,87,28,26,0,302,154,28,21,0,0,203,8852,2124,981,57,9,12023,247,359,37,6,0,649,701,213,47,23,0,984,42570,4745,1567,277,12,49171,Redland (C)
36300,102,0,0,5,0,107,64,0,0,0,0,64,0,0,0,0,0,0,8,5,0,0,0,13,28,0,0,0,3,31,0,0,0,0,0,0,43,0,3,0,0,46,17,4,0,0,0,21,96,9,3,0,3,111,10,0,0,0,0,10,14,3,0,5,0,22,286,12,3,10,3,314,Richmond (S)
36360,11391,212,212,353,7,12175,12708,103,159,51,0,13021,4734,354,1259,9,3,6359,808,88,526,0,0,1422,2455,109,325,38,6,2933,155,113,94,3,5,370,305,31,58,113,3,510,243,16,55,19,0,333,8700,711,2317,182,17,11927,205,106,27,15,0,353,819,70,129,41,3,1062,33823,1202,2844,642,27,38538,Rockhampton (R)
36510,4573,86,26,93,3,4781,4788,34,15,25,4,4866,1288,70,151,6,0,1515,95,19,25,0,0,139,909,39,64,37,0,1049,31,10,6,0,0,47,229,3,16,14,0,262,175,0,10,9,0,194,2727,141,272,66,0,3206,89,22,0,6,0,117,261,16,20,11,0,308,12438,299,333,201,7,13278,Scenic Rim (R)
36580,2764,6,11,71,0,2852,2885,4,3,18,0,2910,781,26,41,3,0,851,18,0,6,0,0,24,593,0,14,11,3,621,3,0,12,0,0,15,123,0,14,61,3,201,70,3,0,3,0,76,1588,29,87,78,6,1788,63,0,0,5,0,68,182,0,4,13,0,199,7482,39,105,185,6,7817,Somerset (R)
36630,4466,12,37,85,6,4606,3502,8,26,30,0,3566,1446,27,342,3,3,1821,141,0,100,0,0,241,706,6,58,4,3,777,11,8,29,0,0,48,156,0,25,21,0,202,112,0,17,4,3,136,2572,41,571,32,9,3225,69,0,8,3,0,80,319,8,23,15,17,382,10928,69,665,165,32,11859,South Burnett (R)
36660,4868,63,81,42,3,5057,3663,14,28,24,9,3738,1479,107,283,13,3,1885,108,15,71,0,0,194,934,29,99,6,3,1071,24,4,34,0,0,62,208,5,19,17,0,249,132,0,11,3,0,146,2885,160,517,39,6,3607,92,21,7,0,3,123,282,12,20,23,0,337,11790,270,653,128,21,12862,Southern Downs (R)
36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,15,0,0,94,0,0,0,0,0,0,35,0,12,0,0,47,11,0,7,0,0,18,0,0,0,0,0,0,125,0,34,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,125,0,34,0,0,159,Pormpuraaw (S)
36710,31511,3964,2783,1194,11,39463,34718,1650,1847,147,15,38377,12618,2957,4913,70,9,20567,906,584,1085,15,5,2595,5857,1152,1702,184,12,8907,131,102,119,3,0,355,509,125,198,422,3,1257,451,67,119,30,0,667,20472,4987,8136,724,29,34348,953,662,237,35,0,1887,1670,476,387,102,0,2635,89324,11739,13390,2202,55,116710,Sunshine Coast (R)
36810,6295,41,95,227,10,6668,4207,48,31,45,3,4334,1115,91,254,16,0,1476,318,49,174,0,0,541,1378,41,156,49,0,1624,85,8,37,5,0,135,297,12,39,114,3,465,267,7,11,25,0,310,3460,208,671,209,3,4551,129,5,3,7,0,144,428,10,63,33,4,538,14519,312,863,521,20,16235,Tablelands (R)
