LGA_MAIN11,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total,LGA_NAME11
58260,65,8,0,0,0,73,137,3,0,3,0,143,6,0,0,0,0,6,11,0,0,0,0,11,154,3,0,3,0,160,11,3,0,0,0,14,230,14,0,3,0,247,Three Springs (S)
50280,630,70,25,32,0,757,2766,99,20,26,3,2914,156,7,4,3,0,170,209,15,6,3,0,233,3131,121,30,32,3,3317,106,15,0,14,0,135,3867,206,55,78,3,4209,Augusta-Margaret River (S)
42600,1242,688,1245,13,4,3192,5972,1778,2162,28,3,9943,275,102,127,3,0,507,236,142,281,8,0,667,6483,2022,2570,39,3,11117,196,77,252,0,0,525,7921,2787,4067,52,7,14834,Holdfast Bay (C)
42750,410,15,36,7,0,468,1069,4,23,9,0,1105,73,0,0,0,0,73,75,0,5,3,0,83,1217,4,28,12,0,1261,44,3,7,0,0,54,1671,22,71,19,0,1783,Kangaroo Island (DC)
43220,109,0,0,0,0,109,250,0,0,0,0,250,15,4,0,0,3,22,21,0,0,0,0,21,286,4,0,0,3,293,9,0,0,0,0,9,404,4,0,0,3,411,Kimba (DC)
43360,274,10,14,3,0,301,484,10,11,3,0,508,35,3,0,0,0,38,41,0,3,0,0,44,560,13,14,3,0,590,30,0,0,3,0,33,864,23,28,9,0,924,Kingston (DC)
43650,850,14,29,0,0,893,3335,29,15,9,0,3388,210,3,0,0,0,213,168,4,3,0,0,175,3713,36,18,9,0,3776,113,0,3,3,0,119,4676,50,50,12,0,4788,Light (RegC)
43710,375,7,9,16,0,407,1077,8,10,22,0,1117,93,3,0,0,0,96,67,0,0,4,0,71,1237,11,10,26,0,1284,45,0,0,0,0,45,1657,18,19,42,0,1736,Lower Eyre Peninsula (DC)
43790,1118,143,83,26,0,1370,2405,60,26,23,0,2514,242,9,4,3,0,258,152,11,3,3,0,169,2799,80,33,29,0,2941,127,11,16,6,3,163,4044,234,132,61,3,4474,Loxton Waikerie (DC)
43920,559,3,11,9,0,582,1905,12,10,9,0,1936,182,0,0,3,0,185,125,0,0,3,0,128,2212,12,10,15,0,2249,85,0,0,3,0,88,2856,15,21,27,0,2919,Mallala (DC)
44000,13,0,8,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,0,8,0,0,24,Maralinga Tjarutja (AC)
44060,4655,1876,1264,3,0,7798,17638,3246,1481,5,5,22375,879,199,90,0,0,1168,861,304,210,0,0,1375,19378,3749,1781,5,5,24918,713,268,136,4,0,1121,24746,5893,3181,12,5,33837,Marion (C)
44210,973,41,5,17,3,1039,1727,57,9,35,7,1835,149,4,0,4,0,157,134,6,0,9,0,149,2010,67,9,48,7,2141,97,0,0,8,3,108,3080,108,14,73,13,3288,Mid Murray (DC)
44340,2760,477,797,7,0,4041,15265,998,1278,31,5,17577,648,76,90,0,0,814,469,76,172,5,0,722,16382,1150,1540,36,5,19113,461,51,92,5,0,609,19603,1678,2429,48,5,23763,Mitcham (C)
44550,1496,146,153,25,4,1824,7501,145,155,36,0,7837,448,7,19,0,0,474,411,17,15,0,0,443,8360,169,189,36,0,8754,270,17,20,8,0,315,10126,332,362,69,4,10893,Mount Barker (DC)
44620,2073,300,570,6,0,2949,5323,261,434,14,4,6036,300,19,25,0,0,344,385,47,93,0,0,525,6008,327,552,14,4,6905,257,39,69,0,0,365,8338,666,1191,20,4,10219,Mount Gambier (C)
44830,327,3,11,3,0,344,662,0,7,13,0,682,54,0,0,0,0,54,26,0,0,3,0,29,742,0,7,16,0,765,41,0,0,3,0,44,1110,3,18,22,0,1153,Mount Remarkable (DC)
45090,736,15,62,9,3,825,1870,11,34,10,0,1925,119,3,0,0,0,122,121,0,14,0,0,135,2110,14,48,10,0,2182,95,3,16,0,3,117,2941,32,126,19,6,3124,Naracoorte and Lucindale (DC)
45120,516,30,8,6,0,560,1049,8,3,10,0,1070,89,3,0,3,0,95,57,0,0,0,0,57,1195,11,3,13,0,1222,51,3,0,0,0,54,1762,44,11,19,0,1836,Northern Areas (DC)
45290,1622,775,915,3,3,3318,5857,2298,1950,14,5,10124,236,116,110,3,0,465,245,176,208,0,0,629,6338,2590,2268,17,5,11218,222,106,140,0,0,468,8182,3471,3323,20,8,15004,Norwood Payneham St Peters (C)
45340,8875,1481,969,176,4,11505,39957,1458,926,124,29,42494,2028,128,64,7,0,2227,2170,158,148,24,0,2500,44155,1744,1138,155,29,47221,1524,169,93,11,0,1797,54554,3394,2200,342,33,60523,Onkaparinga (C)
45400,117,0,0,0,0,117,196,0,3,3,0,202,17,0,0,0,0,17,8,0,0,0,0,8,221,0,3,3,0,227,11,0,0,0,0,11,349,0,3,3,0,355,Orroroo/Carrieton (DC)
50250,163,23,12,20,0,218,1315,124,21,50,8,1518,54,7,0,0,0,61,52,8,3,8,0,71,1421,139,24,58,8,1650,38,7,0,23,0,68,1622,169,36,101,8,1936,Ashburton (S)
45540,322,3,9,8,0,342,330,3,6,0,0,339,27,0,0,0,0,27,38,0,0,0,0,38,395,3,6,0,0,404,35,0,0,0,0,35,752,6,15,8,0,781,Peterborough (DC)
45680,4930,1804,670,49,0,7453,15542,1802,364,50,0,17758,878,104,29,3,0,1014,1256,258,53,4,3,1574,17676,2164,446,57,3,20346,841,264,92,8,0,1205,23447,4232,1208,114,3,29004,Playford (C)
45890,8048,2531,1783,46,5,12413,21121,3412,2432,78,14,27057,1077,223,164,4,0,1468,1245,373,339,7,3,1967,23443,4008,2935,89,17,30492,1141,349,256,3,0,1749,32632,6888,4974,138,22,44654,Port Adelaide Enfield (C)
46090,1380,193,123,18,0,1714,2506,149,59,22,0,2736,109,7,5,0,0,121,199,22,14,3,0,238,2814,178,78,25,0,3095,166,32,20,3,0,221,4360,403,221,46,0,5030,Port Augusta (C)
46300,979,374,202,14,0,1569,2755,341,171,12,0,3279,132,29,14,0,0,175,161,54,40,6,0,261,3048,424,225,18,0,3715,153,39,31,12,0,235,4180,837,458,44,0,5519,Port Lincoln (C)
46450,1908,366,246,28,0,2548,3426,192,60,21,3,3702,198,19,7,0,0,224,216,46,10,7,0,279,3840,257,77,28,3,4205,187,40,32,0,0,259,5935,663,355,56,3,7012,Port Pirie City and Dists (M)
46510,995,205,311,3,3,1517,4219,541,732,7,3,5502,168,26,45,0,0,239,166,72,85,0,0,323,4553,639,862,7,3,6064,158,30,52,0,0,240,5706,874,1225,10,6,7821,Prospect (C)
46670,949,43,147,4,0,1143,1791,47,54,21,0,1913,194,3,12,3,0,212,126,9,14,0,0,149,2111,59,80,24,0,2274,136,8,8,19,0,171,3196,110,235,47,0,3588,Renmark Paringa (DC)
47980,1211,588,687,0,0,2486,6985,1931,1716,4,8,10644,220,112,115,0,0,447,237,179,227,0,0,643,7442,2222,2058,4,8,11734,233,102,77,0,3,415,8886,2912,2822,4,11,14635,Unley (C)
48050,1313,170,125,14,0,1622,3221,177,84,13,0,3495,240,16,4,3,0,263,167,22,12,0,0,201,3628,215,100,16,0,3959,131,19,10,3,0,163,5072,404,235,33,0,5744,Victor Harbor (C)
48130,708,23,8,12,0,751,1487,16,9,11,0,1523,109,0,0,0,0,109,99,0,0,0,0,99,1695,16,9,11,0,1731,76,7,0,0,0,83,2479,46,17,23,0,2565,Wakefield (DC)
50350,898,160,170,0,0,1228,3264,331,302,4,0,3901,139,20,16,0,0,175,149,25,18,0,0,192,3552,376,336,4,0,4268,165,31,22,0,0,218,4615,567,528,4,0,5714,Bassendean (T)
50420,3067,1025,836,0,0,4928,12031,2815,1920,9,9,16784,520,114,92,0,0,726,587,210,265,0,4,1066,13138,3139,2277,9,13,18576,501,181,159,0,0,841,16706,4345,3272,9,13,24345,Bayswater (C)
50490,2119,571,431,9,6,3136,6678,1202,923,5,13,8821,354,53,50,4,0,461,441,138,109,0,0,688,7473,1393,1082,9,13,9970,400,108,78,0,0,586,9992,2072,1591,18,19,13692,Belmont (C)
50560,201,9,3,4,0,217,359,3,0,8,0,370,26,0,0,0,0,26,21,0,0,3,0,24,406,3,0,11,0,420,19,0,0,0,0,19,626,12,3,15,0,656,Beverley (S)
50630,101,4,7,4,0,116,361,13,10,11,0,395,17,0,0,0,0,17,20,3,0,5,0,28,398,16,10,16,0,440,20,3,0,0,0,23,519,23,17,20,0,579,Boddington (S)
50770,151,0,0,0,5,156,400,0,0,0,0,400,30,0,0,0,0,30,15,0,0,0,0,15,445,0,0,0,0,445,13,0,0,0,0,13,609,0,0,0,5,614,Boyup Brook (S)
50840,345,29,3,7,0,384,1107,15,0,8,3,1133,88,4,0,0,0,92,53,0,3,0,0,56,1248,19,3,8,3,1281,53,3,0,3,0,59,1646,51,6,18,3,1724,Bridgetown-Greenbushes (S)
50910,92,15,0,0,0,107,180,3,0,0,0,183,10,3,0,0,0,13,14,0,0,0,0,14,204,6,0,0,0,210,14,3,0,4,0,21,310,24,0,4,0,338,Brookton (S)
50980,627,159,101,150,14,1051,2150,210,193,265,20,2838,90,6,6,9,0,111,218,56,28,40,5,347,2458,272,227,314,25,3296,152,30,19,31,7,239,3237,461,347,495,46,4586,Broome (S)
51080,91,3,3,3,0,100,234,3,0,3,0,240,28,0,0,0,0,28,15,0,0,0,0,15,277,3,0,3,0,283,16,0,0,0,0,16,384,6,3,6,0,399,Broomehill-Tambellup (S)
51120,97,0,16,0,0,113,230,0,3,0,0,233,14,0,0,0,3,17,11,0,3,0,0,14,255,0,6,0,3,264,13,0,0,0,0,13,365,0,22,0,3,390,Bruce Rock (S)
51190,2042,701,271,62,0,3076,6258,837,425,62,6,7588,368,65,29,5,0,467,532,112,61,6,0,711,7158,1014,515,73,6,8766,345,101,34,6,0,486,9545,1816,820,141,6,12328,Bunbury (C)
51260,1664,351,137,91,0,2243,6896,366,142,93,7,7504,331,27,7,6,0,371,465,41,22,8,0,536,7692,434,171,107,7,8411,282,39,15,8,0,344,9638,824,323,206,7,10998,Busselton (S)
51310,682,204,175,3,4,1068,5979,596,567,0,5,7147,173,33,37,0,0,243,156,47,68,0,3,274,6308,676,672,0,8,7664,167,34,35,0,0,236,7157,914,882,3,12,8968,Cambridge (T)
51330,3218,817,589,21,0,4645,18573,2524,1376,13,9,22495,730,103,66,0,0,899,738,174,110,0,0,1022,20041,2801,1552,13,9,24416,723,192,102,0,0,1017,23982,3810,2243,34,9,30078,Canning (C)
51400,565,6,15,4,0,590,3509,3,9,11,5,3537,174,0,3,0,0,177,210,0,3,0,0,213,3893,3,15,11,5,3927,129,4,3,0,0,136,4587,13,33,15,5,4653,Capel (S)
51470,53,0,0,3,0,56,127,9,0,3,0,139,12,0,0,0,0,12,7,0,0,0,0,7,146,9,0,3,0,158,7,0,0,0,0,7,206,9,0,6,0,221,Carnamah (S)
48260,317,59,121,8,0,505,1590,207,151,14,0,1962,59,9,12,0,0,80,50,18,22,3,0,93,1699,234,185,17,0,2135,54,25,17,0,3,99,2070,318,323,25,3,2739,Walkerville (M)
48340,1255,78,84,8,4,1429,2524,51,44,21,5,2645,187,3,3,0,0,193,158,12,14,0,0,184,2869,66,61,21,5,3022,130,8,13,0,0,151,4254,152,158,29,9,4602,Wattle Range (DC)
48410,3554,832,1391,3,3,5783,10048,1729,2866,10,7,14660,469,85,154,3,0,711,490,177,384,0,0,1051,11007,1991,3404,13,7,16422,486,119,204,3,0,812,15047,2942,4999,19,10,23017,West Torrens (C)
48540,1543,932,198,14,0,2687,3830,1238,138,14,0,5220,165,56,7,0,0,228,237,155,18,0,0,410,4232,1449,163,14,0,5858,254,113,21,4,0,392,6029,2494,382,32,0,8937,Whyalla (C)
51610,76,3,0,7,0,86,263,4,0,10,0,277,26,3,0,0,0,29,13,0,0,0,0,13,302,7,0,10,0,319,12,0,0,0,0,12,390,10,0,17,0,417,Chapman Valley (S)
60610,1787,169,226,10,3,2195,4248,107,188,13,0,4556,231,6,9,7,0,253,304,18,40,0,0,362,4783,131,237,20,0,5171,205,27,21,0,0,253,6775,327,484,30,3,7619,Burnie (C)
48640,148,0,0,0,0,148,273,0,0,0,0,273,30,0,0,0,0,30,19,0,0,0,0,19,322,0,0,0,0,322,15,0,0,0,0,15,485,0,0,0,0,485,Wudinna (DC)
48750,460,4,19,11,0,494,1090,30,15,12,0,1147,100,0,4,0,0,104,59,5,0,0,0,64,1249,35,19,12,0,1315,47,3,5,4,0,59,1756,42,43,27,0,1868,Yankalilla (DC)
48830,1440,40,44,67,0,1591,2440,20,12,52,0,2524,207,3,0,4,0,214,144,0,3,7,0,154,2791,23,15,63,0,2892,117,8,5,5,0,135,4348,71,64,135,0,4618,Yorke Peninsula (DC)
49399,306,3,25,21,3,358,652,8,23,26,15,724,49,0,0,3,3,55,63,0,4,5,3,75,764,8,27,34,21,854,77,3,3,11,3,97,1147,14,55,66,27,1309,Unincorporated SA
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50080,2397,323,242,59,0,3021,7491,311,160,56,3,8021,457,14,19,6,0,496,460,36,17,6,3,522,8408,361,196,68,6,9039,321,49,50,44,0,464,11126,733,488,171,6,12524,Albany (C)
60810,1875,104,348,35,0,2362,4757,87,177,29,0,5050,284,4,13,0,0,301,211,10,24,5,0,250,5252,101,214,34,0,5601,238,17,42,26,0,323,7365,222,604,95,0,8286,Central Coast (M)
61010,307,38,0,4,0,349,385,37,0,13,0,435,36,6,0,0,0,42,40,0,0,0,0,40,461,43,0,13,0,517,31,5,0,3,0,39,799,86,0,20,0,905,Central Highlands (M)
61210,716,0,105,14,0,835,1721,3,41,20,0,1785,116,0,7,0,0,123,133,0,6,0,0,139,1970,3,54,20,0,2047,74,0,15,0,0,89,2760,3,174,34,0,2971,Circular Head (M)
61410,3731,423,365,17,0,4536,12131,489,420,41,0,13081,697,36,27,0,0,760,669,65,67,4,3,808,13497,590,514,45,3,14649,554,52,48,8,0,662,17782,1065,927,70,3,19847,Clarence (C)
61510,1090,24,83,7,0,1204,1924,19,30,12,0,1985,147,0,5,3,0,155,167,6,3,0,0,176,2238,25,38,15,0,2316,133,4,13,0,3,153,3461,53,134,22,3,3673,Derwent Valley (M)
61610,2214,403,240,52,0,2909,5239,225,189,34,11,5698,292,36,15,0,0,343,330,31,44,8,0,413,5861,292,248,42,11,6454,260,77,42,18,0,397,8335,772,530,112,11,9760,Devonport (C)
61810,777,0,72,4,0,853,1481,3,36,6,0,1526,95,0,3,4,0,102,114,0,13,0,0,127,1690,3,52,10,0,1755,82,0,3,0,3,88,2549,3,127,14,3,2696,Dorset (M)
62010,112,3,0,0,0,115,188,0,0,0,3,191,10,0,0,0,0,10,22,0,0,0,0,22,220,0,0,0,3,223,6,3,0,0,0,9,338,6,0,0,3,347,Flinders (M)
62210,708,21,102,12,0,843,1382,12,48,0,0,1442,98,0,5,0,0,103,95,4,8,5,0,112,1575,16,61,5,0,1657,86,4,14,0,0,104,2369,41,177,17,0,2604,George Town (M)
50210,3261,452,381,41,3,4138,14161,664,514,42,3,15384,615,39,21,0,0,675,871,78,79,10,0,1038,15647,781,614,52,3,17097,606,71,48,5,0,730,19514,1304,1043,98,6,21965,Armadale (C)
51680,210,3,0,7,0,220,1110,13,0,22,3,1148,46,0,0,0,0,46,46,0,0,3,0,49,1202,13,0,25,3,1243,40,3,0,0,0,43,1452,19,0,32,3,1506,Chittering (S)
62610,4010,648,1221,22,0,5901,8831,461,906,33,5,10236,542,47,64,3,0,656,612,80,133,3,0,828,9985,588,1103,39,5,11720,491,64,122,0,0,677,14486,1300,2446,61,5,18298,Glenorchy (C)
62810,1945,435,1074,27,0,3481,10102,1400,2293,93,29,13917,479,72,90,7,3,651,524,160,323,10,3,1020,11105,1632,2706,110,35,15588,342,59,137,3,0,541,13392,2126,3917,140,35,19610,Hobart (C)
63010,1380,49,25,35,0,1489,3489,30,19,42,3,3583,246,3,3,6,0,258,273,0,0,10,0,283,4008,33,22,58,3,4124,179,13,0,8,0,200,5567,95,47,101,3,5813,Huon Valley (M)
51750,198,60,186,0,0,444,1979,283,551,0,0,2813,55,11,35,0,0,101,54,15,56,0,0,125,2088,309,642,0,0,3039,53,16,47,0,0,116,2339,385,875,0,0,3599,Claremont (T)
51820,3949,852,402,36,0,5239,20919,1585,810,42,5,23361,762,78,42,3,0,885,1004,162,114,7,4,1291,22685,1825,966,52,9,25537,857,132,63,12,0,1064,27491,2809,1431,100,9,31840,Cockburn (C)
51890,820,47,39,16,0,922,1909,28,27,22,0,1986,94,3,3,3,0,103,134,0,3,0,0,137,2137,31,33,25,0,2226,115,4,9,0,0,128,3072,82,81,41,0,3276,Collie (S)
63210,577,20,10,12,3,622,1349,12,3,11,3,1378,102,0,0,3,0,105,70,0,0,3,0,73,1521,12,3,17,3,1556,58,7,3,0,0,68,2156,39,16,29,6,2246,Kentish (M)
63410,201,7,5,0,0,213,379,0,0,3,0,382,20,0,0,0,0,20,34,0,3,0,0,37,433,0,3,3,0,439,24,0,0,0,0,24,658,7,8,3,0,676,King Island (M)
63610,1766,164,253,21,0,2204,8339,270,402,31,0,9042,478,18,33,0,0,529,417,37,55,6,0,515,9234,325,490,37,0,10086,295,17,31,3,0,346,11295,506,774,61,0,12636,Kingborough (M)
63810,900,83,64,15,0,1062,2166,70,59,16,4,2315,133,5,3,0,0,141,133,10,3,6,0,152,2432,85,65,22,4,2608,95,11,5,0,0,111,3427,179,134,37,4,3781,Latrobe (M)
64010,5082,772,1065,46,0,6965,13612,719,1092,64,18,15505,730,50,80,3,0,863,887,141,169,13,0,1210,15229,910,1341,80,18,17578,669,95,118,8,0,890,20980,1777,2524,134,18,25433,Launceston (C)
64210,1602,219,143,16,0,1980,4278,201,108,16,4,4607,256,9,7,0,0,272,206,19,21,3,0,249,4740,229,136,19,4,5128,190,13,17,0,0,220,6532,461,296,35,4,7328,Meander Valley (M)
64610,1245,58,51,5,0,1359,2777,35,32,19,0,2863,186,7,3,0,0,196,177,3,0,3,0,183,3140,45,35,22,0,3242,129,4,11,4,0,148,4514,107,97,31,0,4749,Northern Midlands (M)
64810,1136,76,53,6,0,1271,3082,79,29,9,0,3199,214,5,3,0,4,226,239,12,3,3,0,257,3535,96,35,12,4,3682,162,5,5,3,3,178,4833,177,93,21,7,5131,Sorell (M)
52170,152,38,93,0,0,283,1593,243,365,0,0,2201,51,12,19,0,0,82,61,12,59,0,0,132,1705,267,443,0,0,2415,54,8,18,0,0,80,1911,313,554,0,0,2778,Cottesloe (T)
52240,129,3,0,0,0,132,231,5,0,0,0,236,19,0,0,0,0,19,15,0,0,0,0,15,265,5,0,0,0,270,11,0,0,0,0,11,405,8,0,0,0,413,Cranbrook (S)
52310,79,0,0,3,0,82,220,0,0,3,0,223,12,3,0,0,0,15,9,0,0,0,0,9,241,3,0,3,0,247,8,0,0,0,0,8,328,3,0,6,0,337,Cuballing (S)
65010,712,0,30,3,3,748,1230,0,5,7,0,1242,108,0,0,0,0,108,88,0,3,0,0,91,1426,0,8,7,0,1441,65,0,3,0,0,68,2203,0,41,10,3,2257,Southern Midlands (M)
65210,272,6,0,5,0,283,521,4,6,11,0,542,41,0,0,0,0,41,42,0,0,0,0,42,604,4,6,11,0,625,43,0,0,0,0,43,919,10,6,16,0,951,Tasman (M)
65410,1190,209,131,20,0,1550,3019,110,86,22,0,3237,178,12,3,0,0,193,192,17,11,3,0,223,3389,139,100,25,0,3653,132,24,10,6,0,172,4711,372,241,51,0,5375,Waratah/Wynyard (M)
52100,97,6,10,3,0,116,261,3,3,0,0,267,20,0,3,0,0,23,16,0,3,0,0,19,297,3,9,0,0,309,16,0,0,0,0,16,410,9,19,3,0,441,Corrigin (S)
52380,30,0,0,0,0,30,46,0,0,5,0,51,4,0,0,4,0,8,0,0,0,0,0,0,50,0,0,9,0,59,10,0,0,3,0,13,90,0,0,12,0,102,Cue (S)
52450,114,6,3,4,0,127,295,4,0,4,0,303,15,0,0,0,0,15,23,0,0,0,0,23,333,4,0,4,0,341,12,0,3,0,0,15,459,10,6,8,0,483,Cunderdin (S)
52520,103,3,3,0,0,109,314,0,0,3,0,317,21,0,0,0,0,21,17,0,0,0,0,17,352,0,0,3,0,355,8,0,0,3,0,11,463,3,3,6,0,475,Dalwallinu (S)
52590,249,8,4,17,6,284,679,0,11,19,0,709,46,0,3,3,0,52,47,0,0,4,0,51,772,0,14,26,0,812,31,0,3,8,0,42,1052,8,21,51,6,1138,Dandaragan (S)
52660,524,89,11,22,0,646,3006,95,15,19,0,3135,132,10,0,4,0,146,194,6,0,3,0,203,3332,111,15,26,0,3484,101,12,0,44,0,157,3957,212,26,92,0,4287,Dardanup (S)
52730,358,44,5,10,0,417,1326,40,5,24,0,1395,94,0,0,0,0,94,84,0,0,0,0,84,1504,40,5,24,0,1573,40,7,0,0,0,47,1902,91,10,34,0,2037,Denmark (S)
52800,679,19,19,32,5,754,561,26,32,33,8,660,41,0,0,5,0,46,74,5,9,6,0,94,676,31,41,44,8,800,59,3,0,36,5,103,1414,53,60,112,18,1657,Derby-West Kimberley (S)
52870,394,3,22,8,0,427,1294,3,9,4,3,1313,90,0,3,0,0,93,75,0,0,0,0,75,1459,3,12,4,3,1481,58,0,3,0,0,61,1911,6,37,12,3,1969,Donnybrook-Balingup (S)
54280,1297,260,138,86,11,1792,5843,553,389,128,20,6933,209,26,20,8,3,266,350,55,61,24,0,490,6402,634,470,160,23,7689,304,46,26,17,0,393,8003,940,634,263,34,9874,Kalgoorlie/Boulder (C)
53150,215,83,70,0,3,371,1516,285,196,3,0,2000,35,15,13,0,0,63,35,23,25,0,0,83,1586,323,234,3,0,2146,55,19,19,3,0,96,1856,425,323,6,3,2613,East Fremantle (T)
55040,54,6,5,10,0,75,224,12,4,14,0,254,7,0,0,0,0,7,16,4,0,5,0,25,247,16,4,19,0,286,22,0,3,3,0,28,323,22,12,32,0,389,Leonora (S)
52940,79,0,5,0,0,84,166,0,0,0,3,169,9,0,0,0,0,9,6,0,0,0,0,6,181,0,0,0,3,184,14,0,0,0,0,14,274,0,5,0,3,282,Dowerin (S)
53220,256,13,20,19,4,312,1048,45,69,11,10,1183,43,3,4,3,0,53,52,11,18,0,0,81,1143,59,91,14,10,1317,51,3,5,5,0,64,1450,75,116,38,14,1693,East Pilbara (S)
53010,64,3,0,0,0,67,163,3,0,7,0,173,6,0,0,0,0,6,6,0,0,0,0,6,175,3,0,7,0,185,4,3,0,0,0,7,243,9,0,7,0,259,Dumbleyung (S)
53080,101,3,0,9,0,113,166,3,0,7,3,179,13,0,0,0,0,13,23,0,0,3,0,26,202,3,0,10,3,218,16,3,0,3,3,25,319,9,0,22,6,356,Dundas (S)
53290,834,142,86,50,3,1115,2719,165,95,51,3,3033,152,16,5,0,3,176,193,13,17,8,0,231,3064,194,117,59,6,3440,138,16,11,13,0,178,4036,352,214,122,9,4733,Esperance (S)
53360,76,9,25,28,0,138,487,29,22,66,5,609,21,4,0,3,0,28,39,6,4,9,0,58,547,39,26,78,5,695,28,4,3,5,0,40,651,52,54,111,5,873,Exmouth (S)
53710,106,0,0,4,0,110,235,0,0,0,0,235,26,0,0,0,0,26,10,0,0,0,0,10,271,0,0,0,0,271,9,0,0,0,0,9,386,0,0,4,0,390,Goomalling (S)
65610,557,5,27,5,0,594,1050,6,37,10,0,1103,69,0,0,4,0,73,79,0,5,0,0,84,1198,6,42,14,0,1260,71,0,0,5,0,76,1826,11,69,24,0,1930,West Coast (M)
65810,1458,142,64,30,0,1694,5482,149,81,25,3,5740,301,9,7,0,0,317,231,29,13,5,0,278,6014,187,101,30,3,6335,202,14,10,7,0,233,7674,343,175,67,3,8262,West Tamar (M)
69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55110,3758,1126,496,152,0,5532,15283,1497,790,120,11,17701,867,129,59,14,0,1069,915,179,91,12,0,1197,17065,1805,940,146,11,19967,670,187,81,21,0,959,21493,3118,1517,319,11,26458,Mandurah (C)
55180,892,14,99,4,5,1014,1994,11,51,9,4,2069,158,0,3,0,0,161,111,0,14,0,0,125,2263,11,68,9,4,2355,95,5,10,0,0,110,3250,30,177,13,9,3479,Manjimup (S)
53780,5275,540,528,57,4,6404,23987,956,671,68,5,25687,1085,62,52,0,0,1199,1341,103,53,15,5,1517,26413,1121,776,83,10,28403,1135,82,74,4,0,1295,32823,1743,1378,144,14,36102,Gosnells (C)
53920,328,8,0,36,15,387,147,25,6,24,15,217,15,0,0,0,0,15,84,0,0,7,0,91,246,25,6,31,15,323,18,0,0,3,0,21,592,33,6,70,30,731,Halls Creek (S)
53990,1225,78,80,31,4,1418,5395,77,75,33,5,5585,298,7,0,0,0,305,300,10,3,14,0,327,5993,94,78,47,5,6217,217,10,6,59,0,292,7435,182,164,137,9,7927,Harvey (S)
54340,434,13,29,3,0,479,799,19,30,8,0,856,45,3,3,3,0,54,54,0,3,0,0,57,898,22,36,11,0,967,60,3,4,0,0,67,1392,38,69,14,0,1513,Katanning (S)
54410,127,0,18,0,0,145,228,0,3,4,0,235,21,0,0,0,0,21,11,0,3,0,0,14,260,0,6,4,0,270,18,0,3,0,0,21,405,0,27,4,0,436,Kellerberrin (S)
54480,32,0,5,0,0,37,146,0,0,3,0,149,4,0,4,0,0,8,9,0,0,0,0,9,159,0,4,3,0,166,0,3,0,0,0,3,191,3,9,3,0,206,Kent (S)
54550,186,9,10,6,0,211,438,7,4,3,0,452,28,0,0,0,0,28,28,3,4,3,0,38,494,10,8,6,0,518,20,0,3,0,0,23,700,19,21,12,0,752,Kojonup (S)
54970,84,3,11,7,0,105,60,3,5,5,0,73,4,3,0,3,0,10,4,0,0,3,0,7,68,6,5,11,0,90,5,0,0,9,0,14,157,9,16,27,0,209,Laverton (S)
55250,105,4,10,5,7,131,99,4,6,9,4,122,10,4,0,0,0,14,7,3,0,0,4,14,116,11,6,9,8,150,19,0,0,0,0,19,240,15,16,14,15,300,Meekatharra (S)
