lga_name_2016,lga_code_2016,h_w_in_ps_oo_ds_sh,h_w_in_ps_oo_ds_sdrtht,h_w_in_ps_oo_ds_fa,h_w_in_ps_oo_ds_od_c,h_w_in_ps_oo_ds_od_ch,h_w_in_ps_oo_ds_od_ih_t_so,h_w_in_ps_oo_od_hf_a_so,h_w_in_ps_oo_ds_od_tot,h_w_in_ps_oo_ds_ns,h_w_in_ps_oo_tot,h_w_in_ps_m_ds_sh,h_w_in_ps_m_ds_sdrtht,h_w_in_ps_m_ds_fa,h_w_in_ps_m_ds_od_c,h_w_in_ps_m_ds_od_ch,h_w_in_ps_m_ds_od_ih_t_so,h_w_in_ps_m_od_hf_a_so,h_w_in_ps_m_ds_od_tot,h_w_in_ps_m_ds_ns,h_w_in_ps_m_tot,h_w_in_ps_rrea_ds_sh,h_w_in_ps_rrea_ds_sdrtht,h_w_in_ps_rrea_ds_fa,h_w_in_ps_rrea_ds_od_c,h_w_in_ps_rrea_ds_od_ch,h_w_in_ps_rrea_ds_od_ih_t_so,h_w_in_ps_rrea_od_hf_a_so,h_w_in_ps_rrea_ds_od_tot,h_w_in_ps_rrea_ds_ns,h_w_in_ps_rrea_tot,h_w_in_ps_rha_ds_sh,h_w_in_ps_rha_ds_sdrtht,h_w_in_ps_rha_ds_fa,h_w_in_ps_rha_ds_od_c,h_w_in_ps_rha_ds_od_ch,h_w_in_ps_rha_ds_od_ih_t_so,h_w_in_ps_rha_od_hf_a_so,h_w_in_ps_rha_ds_od_tot,h_w_in_ps_rha_ds_ns,h_w_in_ps_rha_tot,h_w_in_ps_r_psh_ds_sh,h_w_in_ps_r_psh_ds_sdrtht,h_w_in_ps_r_psh_ds_fa,h_w_in_ps_r_psh_ds_od_c,h_w_in_ps_r_psh_ds_od_ch,h_w_in_ps_r_psh_ds_od_ih_t_so,h_w_in_ps_r_psh_od_hf_a_so,h_w_in_ps_r_psh_ds_od_tot,h_w_in_ps_r_psh_ds_ns,h_w_in_ps_r_psh_tot,h_w_in_ps_r_hcc_ds_sh,h_w_in_ps_r_hcc_ds_sdrtht,h_w_in_ps_r_hcc_ds_fa,h_w_in_ps_r_hcc_ds_od_c,h_w_in_ps_r_hcc_ds_od_ch,h_w_in_ps_r_hcc_ds_od_ih_t_so,h_w_in_ps_r_hcc_od_hf_a_so,h_w_in_ps_r_hcc_ds_od_tot,h_w_in_ps_r_hcc_ds_ns,h_w_in_ps_r_hcc_tot,h_w_in_ps_r_olt_ds_sh,h_w_in_ps_r_olt_ds_sdrtht,h_w_in_ps_r_olt_ds_fa,h_w_in_ps_r_olt_ds_od_c,h_w_in_ps_r_olt_ds_od_ch,h_w_in_ps_r_olt_ds_od_ih_t_so,h_w_in_ps_r_olt_od_hf_a_so,h_w_in_ps_r_olt_ds_od_tot,h_w_in_ps_r_olt_ds_ns,h_w_in_ps_r_olt_tot,h_w_in_ps_r_lns_ds_sh,h_w_in_ps_r_lns_ds_sdrtht,h_w_in_ps_r_lns_ds_fa,h_w_in_ps_r_lns_ds_od_c,h_w_in_ps_r_lns_ds_od_ch,h_w_in_ps_r_lns_ds_od_ih_t_so,h_w_in_ps_r_lns_od_hf_a_so,h_w_in_ps_r_lns_ds_od_tot,h_w_in_ps_r_lns_ds_ns,h_w_in_ps_r_lns_tot,h_w_in_ps_r_tot_ds_sh,h_w_in_ps_r_tot_ds_sdrtht,h_w_in_ps_r_tot_ds_fa,h_w_in_ps_r_tot_ds_od_c,h_w_in_ps_r_tot_ds_od_ch,h_w_in_ps_r_tot_ds_od_ih_t_so,h_w_in_ps_r_tot_od_hf_a_so,h_w_in_ps_r_tot_ds_od_tot,h_w_in_ps_r_tot_ds_ns,h_w_in_ps_r_tot_tot,h_w_in_ps_ott_ds_sh,h_w_in_ps_ott_ds_sdrtht,h_w_in_ps_ott_ds_fa,h_w_in_ps_ott_ds_od_c,h_w_in_ps_ott_ds_od_ch,h_w_in_ps_ott_ds_od_ih_t_so,h_w_in_ps_ott_od_hf_a_so,h_w_in_ps_ott_ds_od_tot,h_w_in_ps_ott_ds_ns,h_w_in_ps_ott_tot,h_w_in_ps_t_ns_ds_sh,h_w_in_ps_t_ns_ds_sdrtht,h_w_in_ps_t_ns_ds_fa,h_w_in_ps_t_ns_ds_od_c,h_w_in_ps_t_ns_ds_od_ch,h_w_in_ps_t_ns_ds_od_ih_t_so,h_w_in_ps_t_ns_od_hf_a_so,h_w_in_ps_t_ns_ds_od_tot,h_w_in_ps_t_ns_ds_ns,h_w_in_ps_t_ns_tot,h_w_in_ps_tot_ds_sh,h_w_in_ps_tot_ds_sdrtht,h_w_in_ps_tot_ds_fa,h_w_in_ps_tot_ds_od_c,h_w_in_ps_tot_ds_od_ch,h_w_in_ps_tot_ds_od_ih_t_so,h_w_in_ps_tot_od_hf_a_so,h_w_in_ps_tot_ds_od_tot,h_w_in_ps_tot_ds_ns,h_w_in_ps_tot_tot,oh_oo_ds_sh,oh_oo_ds_sdrtht,oh_oo_ds_fa,oh_oo_ds_od_c,oh_oo_ds_od_ch,oh_oo_ds_od_ih_t_so,oh_oo_od_hf_a_so,oh_oo_ds_od_tot,oh_oo_ds_ns,oh_oo_ds_tot,oh_m_ds_sh,oh_m_ds_sdrtht,oh_m_ds_fa,oh_m_ds_od_c,oh_m_ds_od_ch,oh_m_ds_od_ih_t_so,oh_m_od_hf_a_so,oh_m_ds_od_tot,oh_m_ds_ns,oh_m_ds_tot,oh_rrea_ds_sh,oh_rrea_ds_sdrtht,oh_rrea_ds_fa,oh_rrea_ds_od_c,oh_rrea_ds_od_ch,oh_rrea_ds_od_ih_t_so,oh_rrea_od_hf_a_so,oh_rrea_ds_od_tot,oh_rrea_ds_ns,oh_rrea_ds_tot,oh_rha_ds_sh,oh_rha_ds_sdrtht,oh_rha_ds_fa,oh_rha_ds_od_c,oh_rha_ds_od_ch,oh_rha_ds_od_ih_t_so,oh_rha_od_hf_a_so,oh_rha_ds_od_tot,oh_rha_ds_ns,oh_rha_ds_tot,oh_r_psh_ds_sh,oh_r_psh_ds_sdrtht,oh_r_psh_ds_fa,oh_r_psh_ds_od_c,oh_r_psh_ds_od_ch,oh_r_psh_ds_od_ih_t_so,oh_r_psh_od_hf_a_so,oh_r_psh_ds_od_tot,oh_r_psh_ds_ns,oh_r_psh_ds_tot,oh_r_hcc_ds_sh,oh_r_hcc_ds_sdrtht,oh_r_hcc_ds_fa,oh_r_hcc_ds_od_c,oh_r_hcc_ds_od_ch,oh_r_hcc_ds_od_ih_t_so,oh_r_hcc_od_hf_a_so,oh_r_hcc_ds_od_tot,oh_r_hcc_ds_ns,oh_r_hcc_ds_tot,oh_r_olt_ds_sh,oh_r_olt_ds_sdrtht,oh_r_olt_ds_fa,oh_r_olt_ds_od_c,oh_r_olt_ds_od_ch,oh_r_olt_ds_od_ih_t_so,oh_r_olt_od_hf_a_so,oh_r_olt_ds_od_tot,oh_r_olt_ds_ns,oh_r_olt_ds_tot,oh_r_lns_ds_sh,oh_r_lns_ds_sdrtht,oh_r_lns_ds_fa,oh_r_lns_ds_od_c,oh_r_lns_ds_od_ch,oh_r_lns_ds_od_ih_t_so,oh_r_lns_od_hf_a_so,oh_r_lns_ds_od_tot,oh_r_lns_ds_ns,oh_r_lns_ds_tot
Ravensthorpe (S),57420,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,21,217,0,0,4,0,0,0,4,4,229,102,0,0,0,0,0,0,4,3,104,59,0,4,0,0,0,0,0,0,62,19,8,0,0,0,0,0,0,0,28,67,0,0,0,0,0,0,0,0,67,0,3,0,0,0,0,0,0,0,4,65,3,0,4,0,0,0,4,0,72,9,0,0,0,0,0,0,0,0,9
Morawa (S),55670,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,37,91,0,0,0,0,0,0,0,0,91,48,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,0,11
Rockingham (C),57490,93,0,0,3,0,0,0,3,0,100,448,5,0,0,0,0,0,0,0,458,247,30,7,0,0,0,0,0,0,285,66,6,0,0,0,0,0,0,0,74,109,6,0,4,0,0,0,5,0,119,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,455,49,12,4,0,0,0,7,0,518,3,0,0,0,0,0,0,0,0,3,22,7,0,0,0,0,0,0,0,29,1025,62,18,3,0,0,0,6,0,1110,8915,633,144,96,3,3,9,112,8,9803,19157,479,137,6,0,0,6,22,27,19813,5036,733,324,0,0,0,4,3,10,6108,397,228,109,0,0,0,0,0,0,734,2468,282,119,10,0,0,0,12,3,2874,28,22,27,0,0,0,0,0,0,78,493,46,21,21,3,0,0,28,0,589,96,16,14,0,0,0,0,3,0,134
Southern Midlands (M),65010,32,0,0,0,0,0,0,0,0,32,72,0,0,0,0,0,0,0,0,73,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,41,0,0,0,0,0,0,0,0,44,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,150,0,0,0,0,0,0,0,3,154,823,0,0,0,3,0,3,6,0,838,838,0,0,0,0,0,10,11,6,855,62,0,0,0,0,0,3,0,0,64,6,0,0,0,0,0,0,0,0,13,164,0,0,0,0,0,3,3,0,171,16,0,0,0,0,0,0,0,0,16,38,0,0,0,0,0,3,3,0,42,19,0,0,0,0,0,0,0,0,19
Tasman (M),65210,24,0,0,0,0,0,0,0,0,28,19,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,61,0,0,0,0,0,0,0,0,67,461,0,0,3,0,3,3,10,7,472,225,0,0,3,0,4,3,7,3,237,38,0,0,0,0,0,0,0,0,43,3,0,5,0,0,0,0,0,0,7,77,0,0,0,0,0,0,3,0,85,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,11
Waratah/Wynyard (M),65410,95,0,0,0,0,0,0,0,0,98,193,0,0,0,0,0,0,0,0,193,69,8,3,0,0,0,0,0,0,78,42,9,0,0,0,0,0,0,0,54,50,7,0,0,0,0,0,0,0,52,3,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,166,21,3,0,0,0,0,0,3,198,3,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,17,469,22,3,0,0,0,0,3,3,499,1939,43,4,14,6,0,3,24,4,2018,1503,9,3,0,0,0,5,9,4,1526,306,62,9,0,0,0,0,0,0,378,164,85,3,0,0,0,0,0,0,248,329,46,0,0,0,0,3,3,0,377,45,39,0,0,0,0,0,0,0,84,39,7,0,10,0,0,0,13,0,62,27,5,0,0,0,0,0,0,0,37
West Coast (M),65610,47,0,0,0,0,0,0,0,0,53,45,0,0,0,0,0,0,0,0,51,27,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,47,0,6,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,9,155,8,6,0,0,0,0,0,3,170,661,20,5,0,0,0,0,3,5,688,355,16,6,0,0,0,0,0,3,378,155,12,12,0,0,0,0,0,0,179,14,0,0,0,0,0,0,0,0,18,135,6,8,0,0,0,0,0,0,148,3,0,0,0,0,0,0,0,0,7,76,0,11,0,0,0,0,0,0,92,17,0,3,0,0,0,0,0,0,23
West Tamar (M),65810,45,0,0,0,0,0,0,0,0,47,116,0,0,0,0,0,0,0,0,115,48,3,0,0,0,0,0,0,0,50,5,3,0,0,0,0,0,0,0,14,28,0,3,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,6,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,255,4,6,0,0,0,0,3,0,271,3440,32,18,9,30,0,7,46,10,3544,2969,13,11,0,7,3,3,8,10,3021,653,37,50,0,0,0,0,3,4,745,82,12,13,0,0,0,0,0,0,105,477,28,20,3,0,0,3,4,5,539,15,20,8,0,0,0,0,0,0,40,44,7,4,0,3,0,0,4,0,64,37,0,0,0,0,0,0,0,0,41
Nungarin (S),56860,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,43,10,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Alice Springs (T),70200,88,15,0,4,0,0,4,12,0,106,304,40,3,0,0,0,14,16,3,364,118,78,20,0,0,0,3,9,0,226,271,111,7,0,0,0,8,8,0,407,70,19,3,0,0,0,4,6,0,96,59,11,0,0,0,0,0,0,3,71,16,8,0,4,0,0,0,3,4,33,14,3,0,0,0,0,0,0,0,15,544,229,35,4,3,0,21,31,9,845,3,3,0,0,0,0,0,0,0,8,57,22,3,0,0,0,5,5,4,94,997,304,44,8,3,7,46,69,22,1427,917,128,12,110,6,8,49,169,3,1227,1900,464,28,11,0,4,76,92,6,2487,462,644,150,0,4,0,33,35,11,1295,88,126,16,0,0,0,8,8,0,239,299,178,31,11,3,4,30,49,12,565,19,20,0,0,0,0,0,0,0,40,205,178,22,17,11,3,36,61,7,477,32,21,0,0,0,0,3,3,0,65
Mosman Park (T),55740,0,3,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,9,0,0,0,0,0,0,26,898,133,61,0,0,0,0,0,0,1088,748,89,98,0,0,0,0,0,0,941,197,95,381,0,0,0,0,0,0,663,8,81,66,0,0,0,0,0,0,157,82,57,115,0,0,0,0,0,0,257,0,6,0,0,0,0,0,0,0,7,11,0,13,0,0,0,0,0,0,25,10,3,7,0,0,0,0,0,0,21
Mount Magnet (S),55810,6,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,3,31,44,0,0,6,0,0,0,7,0,50,20,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,6
Murchison (S),56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3
Murray (S),56230,21,0,0,0,3,0,0,3,0,20,66,0,0,0,0,0,0,0,0,66,36,3,0,0,0,0,0,0,0,39,4,3,0,0,0,0,0,0,0,11,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,6,0,0,0,0,0,0,0,79,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7,171,10,0,0,3,0,0,3,0,176,1787,164,3,69,48,3,0,116,10,2076,2213,19,5,3,3,10,0,13,5,2260,511,39,6,0,0,0,5,4,3,562,26,41,3,0,0,0,0,0,0,68,360,31,3,0,0,0,0,7,0,393,7,8,5,0,0,0,0,0,0,19,58,5,0,11,23,3,0,33,0,103,27,0,0,0,0,0,0,0,0,34
Nannup (S),56300,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,220,0,0,0,0,0,0,8,0,231,138,0,0,0,4,0,4,7,0,143,54,0,0,0,0,0,0,3,0,52,7,0,0,0,0,0,0,0,0,7,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3
Waroona (S),58820,4,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,0,0,0,0,0,0,41,514,7,6,0,0,0,0,3,4,537,498,4,4,3,0,3,0,10,0,515,88,15,4,0,0,0,0,0,0,110,11,0,14,0,0,0,0,0,0,20,100,6,9,0,0,0,3,3,0,116,0,0,0,0,0,0,0,0,0,3,17,0,0,3,0,0,0,3,0,17,13,0,0,0,0,0,0,0,3,18
Narembeen (S),56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,149,0,0,0,0,0,0,0,0,150,56,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,25,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,3
West Arthur (S),58890,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,157,0,0,0,0,0,0,0,0,160,53,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,41,0,0,0,0,0,0,0,0,40,4,3,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,17
Narrogin (S),56460,10,0,0,0,0,0,0,0,0,13,20,0,0,0,0,0,0,0,0,20,16,3,0,0,0,0,0,0,0,19,36,5,0,0,0,0,0,0,0,45,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,10,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,100,15,0,0,0,0,0,0,0,115,570,9,0,8,0,0,10,12,3,606,526,0,0,0,0,0,4,4,0,534,123,19,7,0,0,0,0,0,0,153,38,30,0,0,0,0,7,7,0,78,147,3,0,0,0,0,0,4,0,154,0,0,0,0,0,0,18,18,0,20,52,6,0,0,0,0,0,0,0,67,10,0,0,0,0,0,0,0,0,14
Nedlands (C),56580,6,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,5,0,0,0,0,0,0,32,2718,319,98,0,0,0,0,0,0,3138,1908,214,64,0,0,0,0,0,0,2192,567,164,102,0,0,0,0,0,0,839,46,70,27,0,0,0,0,0,0,137,287,49,39,0,0,0,0,0,0,374,3,27,18,0,0,0,0,0,0,42,85,17,5,0,0,0,0,0,0,107,20,17,5,0,0,0,0,0,0,40
Northam (S),56730,24,0,0,0,0,0,0,0,0,24,57,0,0,0,0,0,0,0,0,63,20,0,0,0,0,0,0,0,0,27,66,4,7,0,0,0,0,0,0,81,13,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,118,5,7,0,0,0,0,0,0,127,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,204,11,7,0,0,0,0,0,0,220,1249,3,8,13,16,0,0,29,7,1301,1330,3,4,0,4,0,0,5,8,1356,278,9,20,0,0,0,0,0,0,309,135,28,20,0,0,0,0,0,0,178,274,0,4,0,0,0,0,0,0,283,0,0,8,0,0,0,0,0,0,7,62,4,3,8,3,0,0,9,0,83,18,0,0,0,0,0,0,0,0,18
Sandstone (S),57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3
Serpentine-Jarrahdale (S),57700,20,0,0,0,0,0,0,0,0,20,141,0,0,0,0,0,0,0,0,142,18,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,209,0,0,0,0,0,0,0,0,218,1771,4,5,3,0,4,0,4,5,1797,5054,37,5,0,0,4,3,6,7,5116,533,17,0,0,0,0,0,0,0,555,5,0,0,0,0,0,0,0,0,5,421,5,0,0,0,0,0,0,3,436,7,6,0,0,0,0,0,0,0,11,55,0,0,0,0,0,0,0,0,64,30,0,0,0,0,0,0,0,0,31
Shark Bay (S),57770,6,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,34,69,0,4,35,0,0,3,37,4,121,30,0,0,3,0,0,0,4,0,43,23,7,9,0,0,0,0,0,0,38,15,11,0,0,0,0,0,0,0,29,20,3,3,3,0,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,3,3,61,8,0,0,0,0,0,0,4,0,15
South Perth (C),57840,10,5,0,0,0,0,0,0,0,18,17,3,3,0,0,0,0,0,0,22,10,22,11,0,0,0,0,0,0,39,44,16,12,0,0,0,0,0,0,66,4,9,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,48,26,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,0,10,98,64,30,0,0,0,0,0,0,190,3117,1522,353,0,0,0,0,0,13,5000,2823,1430,365,0,0,0,3,3,10,4627,874,1626,888,0,0,0,0,0,13,3404,308,183,126,0,0,0,0,0,0,625,536,767,314,0,0,0,0,0,10,1625,19,38,10,0,0,0,0,0,0,70,49,41,21,0,0,0,0,0,12,127,39,49,11,0,0,0,0,0,0,89
