lga_code16,fts_none_mng,fts_none_pro,fts_none_tectw,fts_none_copsw,fts_none_claw,fts_none_swks,fts_none_maopdv,fts_none_lab,fts_none_idns,fts_none_tot,fts_1_15_mng,fts_1_15_pro,fts_1_15_tectw,fts_1_15_copsw,fts_1_15_claw,fts_1_15_swks,fts_1_15_maopdv,fts_1_15_lab,fts_1_15_idns,fts_1_15_tot,fts_16_24_mng,fts_16_24_pro,fts_16_24_tectw,fts_16_24_copsw,fts_16_24_claw,fts_16_24_swks,fts_16_24_maopdv,fts_16_24_lab,fts_16_24_idns,fts_16_24_tot,fts_25_34_mng,fts_25_34_pro,fts_25_34_tectw,fts_25_34_copsw,fts_25_34_claw,fts_25_34_swks,fts_25_34_maopdv,fts_25_34_lab,fts_25_34_idns,fts_25_34_tot,fts_35_39_mng,fts_35_39_pro,fts_35_39_tectw,fts_35_39_copsw,fts_35_39_claw,fts_35_39_swks,fts_35_39_maopdv,fts_35_39_lab,fts_35_39_idns,fts_35_39_tot,fts_40_mng,fts_40_pro,fts_40_tectw,fts_40_copsw,fts_40_claw,fts_40_swks,fts_40_maopdv,fts_40_lab,fts_40_idns,fts_40_tot,fts_41_48_mng,fts_41_48_pro,fts_41_48_tectw,fts_41_48_copsw,fts_41_48_claw,fts_41_48_swks,fts_41_48_maopdv,fts_41_48_lab,fts_41_48_idns,fts_41_48_tot,fts_49mo_mng,fts_49mo_pro,fts_49mo_tectw,fts_49mo_copsw,fts_49mo_claw,fts_49mo_swks,fts_49mo_maopdv,fts_49mo_lab,fts_49mo_idns,fts_49mo_tot,fts_ns_mng,fts_ns_pro,fts_ns_tectw,fts_ns_copsw,fts_ns_claw,fts_ns_swks,fts_ns_maopdv,fts_ns_lab,fts_ns_idns,fts_ns_tot,fts_tot_mng,fts_tot_pro,fts_tot_tectw,fts_tot_copsw,fts_tot_claw,fts_tot_swks,fts_tot_maopdv,fts_tot_lab,fts_tot_inad_des_tot,fts_tot_tot,pts_none_mng,pts_none_pro,pts_none_tectw,pts_none_copsw,pts_none_claw,pts_none_swks,pts_none_maopdv,pts_none_lab,pts_none_idns,pts_none_tot,pts_1_15_mng,pts_1_15_pro,pts_1_15_tectw,pts_1_15_copsw,pts_1_15_claw,pts_1_15_swks,pts_1_15_maopdv,pts_1_15_lab,pts_1_15_idns,pts_1_15_tot,pts_16_24_mng,pts_16_24_pro,pts_16_24_tectw,pts_16_24_copsw,pts_16_24_claw,pts_16_24_swks,pts_16_24_maopdv,pts_16_24_lab,pts_16_24_idns,pts_16_24_tot,pts_25_34_mng,pts_25_34_pro,pts_25_34_tectw,pts_25_34_copsw,pts_25_34_claw,pts_25_34_swks,pts_25_34_maopdv,pts_25_34_lab,pts_25_34_idns,pts_25_34_tot,pts_35_39_mng,pts_35_39_pro,pts_35_39_tectw,pts_35_39_copsw,pts_35_39_claw,pts_35_39_swks,pts_35_39_maopdv,pts_35_39_lab,pts_35_39_idns,pts_35_39_tot,pts_40_mng,pts_40_pro,pts_40_tectw,pts_40_copsw,pts_40_claw,pts_40_swks,pts_40_maopdv,pts_40_lab,pts_40_idns,pts_40_tot,pts_41_48_mng,pts_41_48_pro,pts_41_48_tectw,pts_41_48_copsw,pts_41_48_claw,pts_41_48_swks,pts_41_48_maopdv,pts_41_48_lab,pts_41_48_idns,pts_41_48_tot,pts_49mo_mng,pts_49mo_pro,pts_49mo_tectw,pts_49mo_copsw,pts_49mo_claw,pts_49mo_swks,pts_49mo_maopdv,pts_49mo_lab,pts_49mo_idns,pts_49mo_tot,pts_ns_mng,pts_ns_pro,pts_ns_tectw,pts_ns_copsw,pts_ns_claw,pts_ns_swks,pts_ns_maopdv,pts_ns_lab,pts_ns_idns,pts_ns_tot,pts_tot_mng,pts_tot_pro,pts_tot_tectw,pts_tot_copsw,pts_tot_claw,pts_tot_swks,pts_tot_maopdv,pts_tot_lab,pts_tot_inad_des_tot,pts_tot_tot,lga_name16
37010,3,13,17,82,18,77,5,47,3,265,17,151,89,738,132,1548,72,650,18,3405,15,27,32,207,54,271,12,105,3,716,7,14,10,85,24,90,3,38,0,262,3,9,28,33,17,6,4,4,0,112,0,10,32,18,11,8,0,0,0,87,3,0,16,7,4,3,0,0,0,39,0,0,10,14,0,3,0,3,0,31,0,13,8,35,7,32,5,10,22,125,54,232,236,1213,262,2034,109,860,46,5050,3,0,12,5,0,3,0,0,0,33,3,9,9,59,10,58,3,26,0,174,4,9,7,40,14,49,4,15,0,150,3,11,22,42,20,39,3,10,0,152,8,21,102,69,54,18,4,9,0,285,4,27,83,15,21,6,3,3,0,162,9,13,38,17,7,3,8,4,0,97,6,8,19,15,7,0,3,0,0,66,0,3,3,0,0,4,0,0,7,19,39,101,296,267,138,185,28,70,7,1131,Townsville (C)
31000,30,93,51,374,144,479,33,233,21,1441,248,1933,710,6090,2046,9331,507,3976,199,25042,209,621,467,2224,1309,2720,325,1437,69,9374,118,266,130,877,504,865,67,312,15,3151,71,147,156,210,214,142,16,48,15,1025,37,111,121,83,125,42,14,27,3,564,23,63,75,41,51,29,8,10,3,310,28,48,56,49,43,26,4,16,7,284,15,46,45,196,54,221,19,102,209,905,785,3326,1805,10138,4500,13853,994,6168,538,42101,3,19,42,33,36,30,9,8,3,187,12,102,49,386,117,426,39,195,12,1355,34,113,97,367,223,342,47,223,12,1460,60,142,114,364,196,276,35,100,16,1302,82,282,492,269,471,129,31,44,19,1817,62,275,552,127,296,68,14,33,21,1453,45,153,292,51,100,41,14,17,6,721,48,144,207,58,53,28,11,14,7,564,7,9,26,29,8,30,10,13,44,168,353,1228,1873,1683,1505,1381,208,660,134,9027,Brisbane (C)
31900,0,0,0,0,0,8,0,8,0,23,3,3,4,25,10,108,5,41,5,206,0,0,0,7,0,5,0,3,0,14,3,0,0,3,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,11,5,3,14,42,11,139,5,59,10,283,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,6,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,12,0,8,17,0,3,0,3,0,0,28,0,3,17,0,0,0,0,0,0,20,0,0,11,0,0,0,0,0,0,15,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,10,44,18,7,0,3,10,3,95,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burke (S)
32080,3,5,0,26,3,50,4,19,4,114,22,67,30,349,68,1039,25,381,17,1997,9,9,21,109,18,152,14,46,3,388,11,12,6,51,16,38,3,19,0,162,0,3,19,16,12,9,0,3,0,65,3,3,9,7,0,0,0,3,0,27,0,3,5,0,3,0,0,0,0,14,0,0,9,3,0,3,0,0,0,19,0,0,4,11,0,17,0,7,21,66,51,112,106,575,131,1315,46,482,46,2857,0,3,3,3,0,0,0,0,0,11,0,0,7,37,3,41,5,13,0,113,0,9,11,37,11,32,4,14,0,118,0,10,6,42,13,27,7,7,0,110,5,11,79,24,31,14,3,10,0,178,5,11,54,15,11,3,0,3,0,106,4,8,25,7,6,0,0,0,0,56,0,4,15,4,3,0,0,3,0,34,0,0,5,4,0,0,0,0,7,20,15,59,208,175,87,137,18,45,12,757,Cairns (R)
32250,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Carpentaria (S)
32260,0,0,0,0,0,5,0,7,0,12,7,0,7,28,9,141,0,69,4,264,8,3,4,4,3,13,0,12,0,37,0,0,0,3,3,4,0,3,0,9,0,5,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,14,12,8,22,39,16,160,0,92,8,361,0,0,4,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,12,0,0,7,4,3,4,0,0,0,15,0,0,0,0,0,3,0,0,0,6,0,0,18,7,3,4,3,0,0,33,0,0,14,0,0,0,0,0,0,16,0,0,10,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,47,20,9,14,3,3,0,104,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,Boulia (S)
31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulloo (S)
31820,0,0,3,12,0,16,4,12,0,43,0,10,22,153,37,550,19,230,10,1022,0,3,5,26,10,56,4,19,0,127,0,0,3,14,10,22,3,14,0,63,0,5,10,15,3,5,0,4,0,43,0,0,7,0,0,0,0,3,0,12,0,0,3,7,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,13,0,3,6,29,3,19,58,226,64,670,28,284,16,1362,0,0,0,3,0,3,0,4,0,15,0,0,9,11,8,21,0,10,0,57,0,0,8,21,9,18,3,15,0,72,5,3,7,19,12,11,0,10,0,69,6,4,41,13,13,9,0,3,0,83,3,7,15,3,3,0,3,3,0,39,3,5,10,0,3,3,0,0,0,19,0,0,7,0,0,0,0,0,0,13,0,0,0,3,0,0,0,3,3,11,12,17,95,82,39,67,12,39,6,378,Bundaberg (R)
32270,0,0,0,3,0,5,3,5,0,24,0,3,26,37,9,142,4,72,0,293,0,0,7,5,3,12,0,4,0,34,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,0,10,5,10,54,47,11,172,12,90,3,403,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,0,4,0,8,0,0,4,0,0,7,0,3,0,16,0,0,4,5,3,4,0,4,0,21,0,0,17,3,9,3,3,0,0,34,0,3,10,3,3,0,0,0,0,23,0,7,8,3,0,0,3,0,0,19,3,3,16,0,3,0,3,3,0,34,0,0,0,0,3,0,0,0,0,4,8,11,55,20,24,16,13,15,0,158,Central Highlands (R) (Qld)
32310,3,0,3,0,0,8,0,6,0,17,0,4,3,16,3,50,0,30,0,107,0,0,3,6,0,7,0,4,0,17,0,0,3,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,3,7,19,22,8,62,3,45,3,172,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,11,10,3,3,0,0,0,35,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Cherbourg (S)
32450,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,4,0,14,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,7,0,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,17,Cloncurry (S)
32500,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,8,0,19,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,13,0,9,0,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,6,0,25,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,22,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,9,Weipa (T)
37310,0,0,0,3,3,7,0,3,0,18,3,4,29,48,12,175,4,76,0,343,3,3,6,5,4,21,0,12,0,55,0,0,0,4,0,0,0,3,0,13,0,0,10,3,4,0,0,0,0,17,0,0,4,3,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0,0,0,3,0,4,0,6,5,15,8,9,55,69,21,207,4,104,3,491,0,0,4,0,0,0,0,0,0,4,0,0,3,4,0,4,0,3,0,19,0,0,3,4,0,3,0,3,0,18,0,0,4,6,5,11,0,3,0,27,0,10,19,6,7,4,0,0,0,46,0,4,10,0,3,5,0,0,0,27,0,0,8,3,0,0,0,3,0,15,4,3,10,3,0,0,3,3,0,21,0,0,0,3,3,0,0,0,0,5,3,21,63,30,25,33,5,12,0,191,Western Downs (R)
37340,0,0,0,3,0,12,0,3,0,19,3,3,15,26,10,178,10,65,4,312,0,0,0,9,0,14,0,9,0,34,0,0,3,4,4,0,0,3,0,19,0,0,11,5,3,0,0,0,0,22,0,0,4,3,0,0,0,3,0,14,0,0,5,3,0,0,0,0,0,10,0,0,0,5,0,0,0,3,0,9,0,0,0,0,0,8,0,0,3,10,5,5,40,61,13,211,11,88,6,447,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,3,0,14,0,0,3,3,0,3,0,4,0,16,0,0,0,3,0,3,0,3,0,11,0,3,18,8,6,8,0,3,0,44,4,0,13,0,4,0,0,0,0,26,3,0,3,4,0,0,0,3,0,18,3,0,4,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,11,8,43,39,16,22,6,24,0,155,Whitsunday (R)
41140,0,0,0,0,0,3,0,3,0,5,0,0,3,23,6,31,3,44,0,105,0,0,0,0,0,6,0,3,0,15,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,5,25,8,43,3,51,4,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,0,0,0,0,11,0,0,3,3,0,0,0,4,0,13,0,0,3,0,3,0,0,0,0,7,0,0,5,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,27,11,6,3,0,6,0,55,Clare and Gilbert Valleys (DC)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Diamantina (S)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doomadgee (S)
32810,0,0,0,3,0,0,0,3,0,8,0,3,3,16,0,32,0,29,0,87,0,0,0,3,0,5,0,0,0,18,0,0,0,5,0,3,0,0,0,5,0,0,0,4,0,0,0,6,0,8,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,3,7,35,3,51,3,47,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,9,3,0,3,0,0,0,13,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,7,3,5,0,0,0,35,Douglas (S)
33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Etheridge (S)
33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,Flinders (S) (Qld)
33220,0,0,3,7,0,16,0,12,0,39,3,11,22,146,29,468,11,202,10,911,0,4,3,32,9,59,0,19,0,132,0,4,0,16,3,16,5,0,0,43,3,0,5,3,5,3,0,0,0,18,0,0,4,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,3,0,10,0,0,10,29,13,23,47,214,42,574,18,234,18,1191,0,0,3,3,0,0,0,0,0,6,3,0,8,14,3,19,0,3,0,47,3,4,3,6,4,18,0,9,0,52,0,3,10,17,0,21,0,6,0,61,3,4,28,14,10,3,0,0,0,60,3,7,29,6,0,4,0,0,0,40,0,3,6,4,3,0,0,0,0,20,0,0,7,0,0,0,0,3,0,11,0,0,4,0,0,0,0,0,0,3,7,25,89,60,24,60,3,24,0,305,Fraser Coast (R)
33360,0,0,0,12,0,26,0,14,4,50,5,4,12,86,14,342,10,192,3,663,0,3,8,16,4,43,3,16,0,91,3,0,5,7,7,6,0,3,0,35,0,5,8,7,4,0,0,0,0,20,0,3,10,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,13,0,0,0,18,12,18,41,128,32,429,20,223,14,902,0,0,3,3,0,0,0,0,0,10,0,3,0,17,0,22,3,7,0,59,0,6,4,5,4,12,3,14,0,40,0,3,3,14,3,12,0,9,0,44,4,5,45,8,10,8,3,9,0,97,3,7,28,6,5,4,0,0,0,60,0,0,34,5,5,3,0,0,0,47,0,3,23,3,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,14,27,142,65,32,69,7,40,0,395,Gladstone (R)
33430,5,12,21,122,28,188,12,88,4,487,71,347,210,1886,437,4130,187,1765,65,9100,53,90,112,596,195,956,89,431,17,2545,36,47,52,260,70,279,22,98,4,864,16,29,58,63,44,51,4,25,0,297,16,27,42,30,15,18,3,11,3,163,9,3,27,17,3,3,0,11,0,69,6,17,18,14,0,8,0,0,0,75,3,6,5,73,7,104,7,42,75,323,229,586,542,3060,813,5724,322,2464,177,13913,0,0,20,13,4,19,0,0,0,58,5,31,31,155,36,232,14,86,7,598,10,23,41,152,43,159,14,88,0,536,15,41,52,151,61,122,11,40,0,499,31,73,225,97,99,58,18,35,3,634,24,55,248,42,49,20,10,13,3,458,13,17,111,14,12,7,0,5,3,189,15,14,98,19,11,3,0,11,3,173,0,0,14,12,0,19,0,3,18,66,126,250,846,658,311,643,58,282,34,3215,Gold Coast (C)
