LGA_MAIN11,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P,LGA_NAME11
61510,3892,3855,7747,1496,722,2218,393,951,1344,162,151,313,219,144,363,2270,1968,4238,1472,1740,3212,9.6,7.3,8.6,58.3,51.1,54.7,52.7,47.3,50.0,36,32,68,31,32,63,126,200,326,148,213,361,1056,597,1653,4142,4019,8161,476,507,983,2971,2818,5789,1291,1370,2661,Derwent Valley (M)
37570,101,111,212,29,22,51,20,26,46,3,0,3,13,9,22,65,57,122,35,50,85,20.0,15.8,18.0,63.1,51.8,57.3,50.5,43.6,46.9,3,0,3,0,0,0,0,5,5,3,4,7,17,22,39,118,125,243,10,10,20,108,109,217,15,15,30,Wujal Wujal (S)
37600,786,796,1582,93,96,189,36,61,97,17,8,25,316,183,499,462,348,810,313,443,756,68.4,52.6,61.6,58.9,43.7,51.2,18.6,20.7,19.7,0,3,3,3,5,8,10,15,25,8,26,34,133,117,250,1095,1104,2199,67,68,135,934,967,1901,95,93,188,Yarrabah (S)
39399,265,188,453,120,36,156,15,31,46,20,16,36,5,4,9,160,87,247,56,68,124,3.1,4.6,3.6,60.2,46.8,54.6,58.3,44.6,52.7,3,4,7,0,0,0,14,11,25,18,8,26,75,29,104,175,138,313,49,28,77,111,105,216,108,61,169,
39499,6606,4879,11485,1534,714,2248,459,525,984,208,152,360,572,398,970,2773,1789,4562,2660,2549,5209,20.6,22.2,21.3,42.0,36.7,39.7,33.3,28.5,31.3,124,115,239,33,74,107,469,635,1104,330,391,721,1627,601,2228,1477,904,2381,4300,3768,8068,875,524,1399,4652,3960,8612,
42750,1844,1782,3626,727,378,1105,328,584,912,98,83,181,68,31,99,1221,1076,2297,525,624,1149,5.6,2.9,4.3,66.2,60.4,63.3,62.5,58.6,60.6,22,30,52,13,42,55,128,221,349,93,155,248,497,231,728,1836,1734,3570,298,315,613,1220,1135,2355,791,809,1600,Kangaroo Island (DC)
43080,442,397,839,234,84,318,33,110,143,19,16,35,8,5,13,294,215,509,124,163,287,2.7,2.3,2.6,66.5,54.3,60.7,64.7,53.0,59.2,0,3,3,0,6,6,6,40,46,16,22,38,73,50,123,459,430,889,48,43,91,363,342,705,117,95,212,Karoonda East Murray (DC)
51080,420,409,829,213,121,334,35,82,117,27,15,42,14,6,20,289,224,513,110,171,281,4.8,2.7,3.9,68.8,54.8,61.9,65.5,53.3,59.5,3,0,3,0,9,9,18,57,75,18,28,46,81,56,137,490,486,976,49,55,104,347,342,689,139,154,293,Broomehill-Tambellup (S)
61610,9326,10493,19819,3760,1963,5723,1070,2438,3508,347,355,702,479,347,826,5656,5103,10759,3218,4914,8132,8.5,6.8,7.7,60.6,48.6,54.3,55.5,45.3,50.1,86,80,166,59,113,172,485,818,1303,494,710,1204,2706,1696,4402,9593,10513,20106,1513,1710,3223,6512,7103,13615,3844,4372,8216,Devonport (C)
40250,874,930,1804,192,175,367,125,146,271,38,38,76,53,42,95,408,401,809,410,479,889,13.0,10.5,11.7,46.8,43.0,44.9,40.8,38.5,39.6,12,9,21,3,17,20,30,61,91,22,16,38,78,69,147,1056,1075,2131,97,118,215,834,870,1704,234,221,455,Anangu Pitjantjatjara (AC)
40310,8713,9047,17760,4633,2093,6726,971,2685,3656,312,288,600,212,196,408,6128,5262,11390,2297,3506,5803,3.5,3.7,3.6,70.3,58.2,64.1,67.9,56.0,61.8,133,98,231,102,172,274,616,949,1565,586,789,1375,2579,1460,4039,9113,9408,18521,1377,1354,2731,6238,6334,12572,3634,3812,7446,Barossa (DC)
40430,1057,1013,2070,407,149,556,79,242,321,30,19,49,28,19,47,544,429,973,459,546,1005,5.1,4.4,4.8,51.5,42.3,47.0,48.9,40.4,44.7,0,9,9,11,10,21,24,58,82,40,76,116,247,122,369,1066,1009,2075,134,140,274,771,720,1491,358,354,712,Barunga West (DC)
40520,4145,4344,8489,1641,904,2545,449,1018,1467,170,135,305,197,146,343,2457,2203,4660,1422,1884,3306,8.0,6.6,7.4,59.3,50.7,54.9,54.5,47.4,50.9,31,23,54,22,38,60,193,337,530,161,284,445,988,625,1613,4285,4332,8617,667,690,1357,3011,3044,6055,1558,1703,3261,Berri and Barmera (DC)
43790,4582,4557,9139,2100,945,3045,525,1224,1749,152,179,331,165,112,277,2942,2460,5402,1454,1931,3385,5.6,4.6,5.1,64.2,54.0,59.1,60.6,51.5,56.1,23,20,43,22,54,76,184,393,577,184,303,487,1042,673,1715,4803,4775,9578,609,618,1227,3480,3340,6820,1661,1761,3422,Loxton Waikerie (DC)
45400,380,369,749,197,85,282,46,98,144,13,14,27,6,3,9,262,200,462,106,162,268,2.3,1.5,1.9,68.9,54.2,61.7,67.4,53.4,60.5,4,0,4,0,11,11,10,33,43,13,38,51,98,52,150,390,375,765,43,37,80,297,296,593,116,104,220,Orroroo/Carrieton (DC)
62210,2606,2637,5243,1005,428,1433,238,571,809,100,86,186,152,96,248,1495,1181,2676,1007,1352,2359,10.2,8.1,9.3,57.4,44.8,51.0,51.5,41.1,46.3,22,22,44,9,21,30,92,161,253,107,136,243,733,385,1118,2718,2744,5462,398,435,833,1990,1920,3910,914,1049,1963,George Town (M)
40700,16553,18939,35492,7321,4328,11649,2454,5081,7535,512,606,1118,486,455,941,10773,10470,21243,5093,7638,12731,4.5,4.3,4.4,65.1,55.3,59.9,62.1,52.9,57.2,1752,1220,2972,434,733,1167,4351,4735,9086,1379,1969,3348,1997,1346,3343,16423,18343,34766,2616,3052,5668,11404,12761,24165,6838,7843,14681,Burnside (C)
41190,717,653,1370,417,143,560,73,200,273,32,27,59,5,7,12,527,377,904,178,256,434,0.9,1.9,1.3,73.5,57.8,66.0,72.8,56.7,65.2,3,3,6,3,12,15,18,65,83,27,54,81,184,106,290,771,718,1489,107,81,188,591,522,1113,232,215,447,Cleve (DC)
41830,695,689,1384,309,172,481,57,163,220,31,30,61,24,14,38,421,379,800,226,282,508,5.7,3.7,4.8,60.6,54.9,57.8,57.1,52.9,55.0,4,0,4,6,20,26,30,82,112,17,60,77,205,78,283,701,703,1404,101,86,187,510,483,993,251,274,525,Flinders Ranges (DC)
41960,528,504,1032,249,91,340,46,148,194,25,20,45,19,10,29,339,269,608,151,194,345,5.6,3.7,4.8,64.2,53.4,58.9,60.6,51.4,56.1,0,5,5,5,5,10,7,42,49,13,33,46,137,68,205,519,469,988,83,94,177,381,335,716,179,200,379,Franklin Harbour (DC)
43920,3391,3255,6646,1689,834,2523,362,835,1197,147,129,276,111,101,212,2309,1899,4208,914,1224,2138,4.8,5.3,5.0,68.1,58.3,63.3,64.8,55.2,60.1,19,24,43,9,26,35,88,173,261,130,217,347,949,549,1498,3640,3508,7148,402,407,809,2681,2556,5237,1123,1137,2260,Mallala (DC)
51330,35263,35526,70789,17070,9421,26491,5042,8951,13993,1382,1163,2545,1337,1176,2513,24831,20711,45542,8459,13302,21761,5.4,5.7,5.5,70.4,58.3,64.3,66.6,55.0,60.8,1889,1418,3307,490,769,1259,6050,6576,12626,2980,3532,6512,7084,3670,10754,33182,33820,67002,6971,6706,13677,20540,21708,42248,17235,16732,33967,Canning (C)
64810,5202,5382,10584,2294,1277,3571,595,1362,1957,198,221,419,225,193,418,3312,3053,6365,1629,2095,3724,6.8,6.3,6.6,63.7,56.7,60.1,59.4,53.1,56.2,49,63,112,40,93,133,263,474,737,294,421,715,1654,929,2583,5264,5334,10598,896,989,1885,3618,3551,7169,2143,2349,4492,Sorell (M)
42030,7992,8802,16794,3708,1960,5668,828,2213,3041,283,294,577,292,285,577,5111,4752,9863,2503,3667,6170,5.7,6.0,5.9,63.9,54.0,58.7,60.3,50.7,55.3,110,92,202,68,114,182,463,730,1193,470,735,1205,2240,1359,3599,8052,8659,16711,1308,1487,2795,5263,5551,10814,3527,4020,7547,Gawler (T)
42110,1711,1676,3387,772,309,1081,155,433,588,50,47,97,53,37,90,1030,826,1856,605,783,1388,5.1,4.5,4.8,60.2,49.3,54.8,57.1,47.1,52.2,10,16,26,8,19,27,54,131,185,69,119,188,435,275,710,1771,1755,3526,221,226,447,1293,1229,2522,607,637,1244,Goyder (DC)
42250,3316,2886,6202,1639,667,2306,378,973,1351,147,154,301,107,77,184,2271,1871,4142,926,896,1822,4.7,4.1,4.4,68.5,64.9,66.8,65.2,62.2,63.8,19,24,43,17,54,71,135,241,376,131,197,328,911,474,1385,3473,3250,6723,350,324,674,2530,2326,4856,1051,1030,2081,Grant (DC)
44620,9558,10440,19998,4664,2284,6948,1042,2784,3826,350,347,697,480,380,860,6536,5795,12331,2676,4277,6953,7.3,6.6,7.0,68.4,55.5,61.7,63.4,51.9,57.4,86,77,163,72,118,190,493,860,1353,371,614,985,2779,1765,4544,9926,10532,20458,1725,1977,3702,6356,6589,12945,4461,5114,9575,Mount Gambier (C)
42600,14239,16003,30242,6419,3870,10289,1888,3939,5827,490,543,1033,468,366,834,9265,8718,17983,4223,6546,10769,5.1,4.2,4.6,65.1,54.5,59.5,61.8,52.2,56.7,718,625,1343,229,467,696,2332,2766,5098,1346,1503,2849,3108,1734,4842,12835,14335,27170,2661,2805,5466,8354,9560,17914,6494,6891,13385,Holdfast Bay (C)
43220,451,429,880,274,113,387,36,123,159,19,18,37,4,0,4,333,254,587,92,140,232,1.2,0.0,0.7,73.7,59.5,66.8,72.8,59.5,66.3,0,3,3,3,7,10,14,43,57,17,25,42,96,60,156,484,455,939,44,44,88,376,357,733,115,116,231,Kimba (DC)
43360,961,960,1921,419,169,588,124,250,374,60,52,112,15,14,29,618,485,1103,295,435,730,2.4,2.9,2.6,64.3,50.5,57.4,62.7,49.1,55.9,4,13,17,4,15,19,31,77,108,33,62,95,222,118,340,982,941,1923,122,144,266,650,614,1264,391,433,824,Kingston (DC)
43650,5355,5314,10669,2939,1251,4190,589,1695,2284,205,227,432,150,160,310,3883,3333,7216,1279,1827,3106,3.9,4.8,4.3,72.5,62.7,67.6,69.7,59.7,64.7,63,38,101,44,86,130,337,503,840,325,484,809,1585,929,2514,5865,5683,11548,837,863,1700,3983,3822,7805,2291,2330,4621,Light (RegC)
43710,2051,1783,3834,948,417,1365,252,568,820,89,63,152,56,38,94,1345,1086,2431,646,656,1302,4.2,3.5,3.9,65.6,60.8,63.4,62.9,58.7,60.9,11,15,26,9,35,44,89,205,294,96,152,248,549,249,798,2095,1914,4009,313,306,619,1471,1319,2790,788,777,1565,Lower Eyre Peninsula (DC)
44000,25,30,55,3,7,10,4,3,7,3,3,6,0,0,0,10,13,23,14,15,29,0.0,0.0,0.0,41.7,40.6,41.1,41.7,40.6,41.1,0,0,0,0,3,3,3,0,3,0,0,0,3,0,3,27,26,53,7,11,18,21,24,45,14,10,24,Maralinga Tjarutja (AC)
44060,33129,36395,69524,15204,8989,24193,4327,9293,13620,1114,1343,2457,1251,1028,2279,21896,20653,42549,9897,14393,24290,5.7,5.0,5.4,66.1,56.7,61.2,62.3,53.9,57.9,1022,971,1993,451,760,1211,3886,5364,9250,2567,3165,5732,8735,4608,13343,32582,35049,67631,5485,5933,11418,22240,24126,46366,13698,14722,28420,Marion (C)
44210,3678,3215,6893,1358,558,1916,349,786,1135,116,92,208,124,87,211,1947,1523,3470,1494,1508,3002,6.4,5.7,6.1,52.9,47.4,50.3,49.6,44.7,47.3,17,15,32,16,36,52,105,211,316,136,199,335,1041,463,1504,3467,3227,6694,400,362,762,2565,2347,4912,1120,1071,2191,Mid Murray (DC)
44340,24803,27119,51922,11467,6471,17938,3755,7693,11448,789,1039,1828,781,661,1442,16792,15864,32656,7246,10505,17751,4.7,4.2,4.4,67.7,58.5,62.9,64.6,56.1,60.1,1886,1461,3347,639,1060,1699,5030,6195,11225,2313,2837,5150,4800,2561,7361,25655,27371,53026,3589,3975,7564,18220,19471,37691,9441,10336,19777,Mitcham (C)
44550,11129,12125,23254,5903,2962,8865,1550,3803,5353,407,514,921,374,337,711,8234,7616,15850,2536,4208,6744,4.5,4.4,4.5,74.0,62.8,68.2,70.6,60.0,65.1,260,254,514,172,300,472,1078,1675,2753,966,1257,2223,3222,1971,5193,11793,12572,24365,2085,2202,4287,7491,7864,15355,5452,6001,11453,Mount Barker (DC)
44830,1210,1185,2395,531,253,784,108,286,394,50,36,86,30,25,55,719,600,1319,423,528,951,4.2,4.2,4.2,59.4,50.6,55.1,56.9,48.5,52.8,5,10,15,10,25,35,47,118,165,47,103,150,317,157,474,1246,1201,2447,139,148,287,951,883,1834,369,400,769,Mount Remarkable (DC)
45040,8010,7945,15955,3191,1608,4799,860,1787,2647,324,252,576,329,297,626,4704,3944,8648,2869,3584,6453,7.0,7.5,7.2,58.7,49.6,54.2,54.6,45.9,50.3,44,43,87,36,75,111,269,433,702,268,452,720,1966,1248,3214,7484,7764,15248,1499,1451,2950,4900,5035,9935,3465,3616,7081,Murray Bridge (RC)
69499,566,410,976,117,60,177,49,40,89,20,14,34,67,46,113,253,160,413,207,218,425,26.5,28.7,27.4,44.7,38.9,42.3,32.9,27.7,30.7,14,14,28,0,6,6,40,50,90,21,43,64,116,49,165,115,83,198,363,327,690,61,38,99,395,354,749,
45090,3317,3180,6497,1775,746,2521,365,939,1304,247,171,418,93,56,149,2480,1912,4392,695,1135,1830,3.8,2.9,3.4,74.8,60.1,67.6,72.0,58.4,65.3,19,19,38,22,41,63,145,321,466,166,236,402,787,480,1267,3377,3254,6631,573,489,1062,2319,2256,4575,1374,1258,2632,Naracoorte and Lucindale (DC)
45120,1873,1796,3669,918,383,1301,175,496,671,62,61,123,47,30,77,1202,970,2172,607,781,1388,3.9,3.1,3.5,64.1,54.1,59.2,61.6,52.4,57.1,11,15,26,11,38,49,80,195,275,67,146,213,479,247,726,2008,1925,3933,195,203,398,1476,1394,2870,606,617,1223,Northern Areas (DC)
45290,14226,15803,30029,6272,4181,10453,2037,3811,5848,425,534,959,505,435,940,9239,8961,18200,4247,6220,10467,5.5,4.9,5.2,64.9,56.7,60.6,61.4,53.9,57.5,1127,941,2068,306,544,850,3094,3750,6844,1123,1497,2620,2186,1286,3472,12961,14336,27297,2774,3019,5793,8233,9405,17638,6750,7177,13927,Norwood Payneham St Peters (C)
45340,62489,65980,128469,29613,15082,44695,7917,18506,26423,2329,2459,4788,2640,2147,4787,42499,38194,80693,17554,25423,42977,6.2,5.6,5.9,68.0,57.9,62.8,63.8,54.6,59.1,988,901,1889,579,1035,1614,4470,6826,11296,4052,5669,9721,19397,11035,30432,65148,67226,132374,9462,10440,19902,44580,45671,90251,25249,27433,52682,Onkaparinga (C)
50490,14860,14531,29391,7459,4257,11716,1607,2863,4470,599,533,1132,519,426,945,10184,8079,18263,3363,5412,8775,5.1,5.3,5.2,68.5,55.6,62.1,65.0,52.7,58.9,424,398,822,160,225,385,1709,1985,3694,1069,1249,2318,3581,1638,5219,12806,12887,25693,3313,2996,6309,7455,7687,15142,7573,7181,14754,Belmont (C)
50560,666,627,1293,251,102,353,68,140,208,28,22,50,21,10,31,368,274,642,265,312,577,5.7,3.6,4.8,55.3,43.8,49.7,52.2,42.2,47.3,0,3,3,4,11,15,31,59,90,27,55,82,154,71,225,704,647,1351,68,74,142,508,444,952,213,239,452,Beverley (S)
50630,1185,666,1851,634,206,840,57,144,201,67,36,103,15,16,31,773,402,1175,109,199,308,1.9,4.0,2.6,65.3,60.5,63.5,64.0,58.0,61.9,17,3,20,3,10,13,74,78,152,48,53,101,327,103,430,733,581,1314,341,187,528,371,315,686,630,397,1027,Boddington (S)
50770,628,624,1252,284,133,417,79,150,229,50,37,87,18,15,33,431,335,766,179,269,448,4.2,4.5,4.3,68.6,53.7,61.2,65.8,51.3,58.5,3,3,6,3,6,9,37,77,114,35,54,89,156,102,258,672,676,1348,76,89,165,487,465,952,219,236,455,Boyup Brook (S)
50840,1671,1755,3426,751,317,1068,210,532,742,74,66,140,44,41,85,1079,956,2035,538,752,1290,4.1,4.3,4.2,64.5,54.5,59.4,61.9,52.2,56.9,33,20,53,13,30,43,112,200,312,91,196,287,511,243,754,1789,1860,3649,252,284,536,1236,1216,2452,673,797,1470,Bridgetown-Greenbushes (S)
50910,386,361,747,169,84,253,33,81,114,15,21,36,13,7,20,230,193,423,126,145,271,5.7,3.6,4.7,59.6,53.5,56.6,56.2,51.5,53.9,3,3,6,4,7,11,9,30,39,8,23,31,69,43,112,382,377,759,60,64,124,259,254,513,138,147,285,Brookton (S)
50980,5793,5581,11374,2820,2104,4924,548,1035,1583,287,257,544,212,139,351,3867,3535,7402,1228,1484,2712,5.5,3.9,4.7,66.7,63.3,65.1,63.1,60.8,62.0,65,117,182,63,129,192,434,820,1254,328,486,814,1631,748,2379,5103,4836,9939,1547,1711,3258,2851,2625,5476,3216,3400,6616,Broome (S)
45540,717,709,1426,168,90,258,71,160,231,16,9,25,31,23,54,286,282,568,384,393,777,10.8,8.2,9.5,39.8,39.7,39.8,35.5,36.5,36.0,4,5,9,5,4,9,19,31,50,14,41,55,133,79,212,751,712,1463,69,99,168,563,528,1091,214,240,454,Peterborough (DC)
45680,29852,31045,60897,12731,6151,18882,3016,6574,9590,1086,1031,2117,1797,1420,3217,18630,15176,33806,9594,14326,23920,9.6,9.4,9.5,62.4,48.9,55.5,56.4,44.3,50.2,166,145,311,102,166,268,857,1549,2406,1265,1719,2984,7662,5199,12861,30903,31100,62003,5837,6355,12192,19834,19679,39513,13652,14672,28324,Playford (C)
45890,46127,47286,93413,19183,11282,30465,5565,10109,15674,1506,1563,3069,2071,1496,3567,28325,24450,52775,15075,20394,35469,7.3,6.1,6.8,61.4,51.7,56.5,56.9,48.5,52.7,1437,1397,2834,448,786,1234,4744,5984,10728,2902,3488,6390,10118,5740,15858,43765,45204,88969,8372,8162,16534,28338,29784,58122,20351,20358,40709,Port Adelaide Enfield (C)
46090,5666,5479,11145,2288,1345,3633,470,1245,1715,209,185,394,225,129,354,3192,2904,6096,1930,2075,4005,7.0,4.4,5.8,56.3,53.0,54.7,52.4,50.6,51.5,37,42,79,25,78,103,191,392,583,206,280,486,1608,644,2252,5201,5321,10522,827,897,1724,3735,3685,7420,1835,2052,3887,Port Augusta (C)
46300,5425,5791,11216,2426,1242,3668,681,1557,2238,286,221,507,199,174,373,3592,3194,6786,1568,2359,3927,5.5,5.4,5.5,66.2,55.1,60.5,62.6,52.1,57.2,38,58,96,40,57,97,278,500,778,222,425,647,1584,940,2524,5421,5683,11104,1037,1165,2202,3563,3699,7262,2448,2722,5170,Port Lincoln (C)
46450,6733,7131,13864,2655,1178,3833,632,1704,2336,225,229,454,304,227,531,3816,3338,7154,2611,3501,6112,8.0,6.8,7.4,56.7,46.8,51.6,52.1,43.6,47.8,39,28,67,23,68,91,234,453,687,212,373,585,1819,982,2801,7046,7241,14287,1072,1193,2265,5117,5186,10303,2465,2749,5214,Port Pirie City and Dists (M)
56520,1527,1709,3236,687,383,1070,153,394,547,78,60,138,74,55,129,992,892,1884,449,746,1195,7.5,6.2,6.8,65.0,52.2,58.2,60.1,49.0,54.2,12,11,23,12,36,48,90,165,255,74,117,191,399,233,632,1547,1692,3239,353,380,733,998,1084,2082,747,814,1561,Narrogin (T)
46510,8172,8409,16581,4011,2456,6467,1211,2272,3483,251,346,597,288,211,499,5761,5285,11046,2034,2838,4872,5.0,4.0,4.5,70.5,62.8,66.6,67.0,60.3,63.6,562,464,1026,170,310,480,1596,1799,3395,663,758,1421,1454,859,2313,7908,8180,16088,1478,1472,2950,5314,5613,10927,3473,3482,6955,Prospect (C)
46670,3708,3779,7487,1572,821,2393,469,949,1418,153,142,295,147,98,245,2341,2010,4351,1097,1492,2589,6.3,4.9,5.6,63.1,53.2,58.1,59.2,50.6,54.8,23,30,53,18,36,54,139,222,361,156,246,402,812,531,1343,3753,3808,7561,543,524,1067,2721,2740,5461,1323,1335,2658,Renmark Paringa (DC)
46860,604,565,1169,262,114,376,88,173,261,41,33,74,14,7,21,405,327,732,154,212,366,3.5,2.1,2.9,66.9,58.0,62.6,64.6,56.7,60.8,7,5,12,5,6,11,34,61,95,23,51,74,161,90,251,580,543,1123,93,91,184,373,371,744,255,233,488,Robe (DC)
46970,2213,1414,3627,1571,639,2210,86,288,374,106,80,186,18,36,54,1781,1043,2824,75,293,368,1.0,3.5,1.9,80.5,73.8,77.9,79.7,71.3,76.4,33,36,69,21,21,42,186,181,367,98,110,208,790,279,1069,1550,1207,2757,794,599,1393,587,422,1009,1553,1197,2750,Roxby Downs (M)
47140,51177,52297,103474,23712,12382,36094,5552,11569,17121,1892,1843,3735,2447,2030,4477,33603,27824,61427,14933,22049,36982,7.3,7.3,7.3,65.7,53.2,59.4,60.9,49.3,55.0,822,629,1451,251,475,726,3039,4167,7206,2494,3392,5886,13282,7748,21030,52203,53175,105378,8193,8176,16369,35609,36009,71618,20487,21127,41614,Salisbury (C)
47290,882,816,1698,488,184,672,75,231,306,33,32,65,19,10,29,615,457,1072,227,332,559,3.1,2.2,2.7,69.9,55.9,63.2,67.7,54.7,61.5,0,5,5,9,3,12,37,82,119,40,59,99,182,117,299,917,887,1804,108,99,207,679,649,1328,285,280,565,Southern Mallee (DC)
47490,890,784,1674,421,169,590,95,229,324,33,47,80,35,22,57,584,467,1051,245,266,511,6.0,4.7,5.4,65.8,59.5,62.8,61.8,56.7,59.4,3,3,6,3,12,15,32,63,95,24,51,75,213,108,321,884,820,1704,124,128,252,628,536,1164,317,336,653,Streaky Bay (DC)
47630,2659,2485,5144,1487,579,2066,251,713,964,206,158,364,47,47,94,1991,1497,3488,606,922,1528,2.4,3.1,2.7,74.9,60.3,67.8,73.1,58.4,66.0,20,9,29,12,28,40,91,248,339,114,214,328,684,376,1060,2862,2659,5521,396,415,811,1955,1829,3784,1096,1045,2141,Tatiara (DC)
47700,37975,40299,78274,19490,10431,29921,4527,11378,15905,1297,1425,2722,1292,1104,2396,26606,24338,50944,10180,14714,24894,4.9,4.5,4.7,70.1,60.4,65.1,66.7,57.7,62.0,912,639,1551,419,676,1095,3595,4767,8362,3218,3719,6937,11200,5891,17091,40436,42138,82574,4574,4880,9454,29576,30613,60189,12979,13906,26885,Tea Tree Gully (C)
47800,2308,2164,4472,1077,421,1498,217,568,785,85,79,164,70,62,132,1449,1130,2579,682,900,1582,4.8,5.5,5.1,62.8,52.2,57.7,59.7,49.4,54.7,12,8,20,7,21,28,56,157,213,91,153,244,508,316,824,2335,2200,4535,273,303,576,1707,1571,3278,766,800,1566,The Coorong (DC)
47910,1071,1053,2124,513,187,700,104,295,399,52,33,85,24,22,46,693,537,1230,353,484,837,3.5,4.1,3.7,64.7,51.0,57.9,62.5,48.9,55.7,7,4,11,6,18,24,37,93,130,43,78,121,276,152,428,1101,1093,2194,158,152,310,798,754,1552,400,411,811,Tumby Bay (DC)
51120,370,370,740,199,91,290,23,83,106,26,15,41,11,13,24,259,202,461,97,149,246,4.2,6.4,5.2,69.4,54.7,62.1,66.5,51.2,58.9,0,0,0,0,4,4,9,39,48,13,32,45,83,42,125,406,401,807,59,53,112,299,269,568,130,138,268,Bruce Rock (S)
51190,12757,13090,25847,6227,2971,9198,1272,3192,4464,574,462,1036,450,425,875,8523,7050,15573,3332,5194,8526,5.3,6.0,5.6,66.8,53.9,60.3,63.3,50.6,56.9,178,146,324,113,194,307,950,1287,2237,655,986,1641,4173,2683,6856,11384,12010,23394,2658,2701,5359,7176,7611,14787,5949,6241,12190,Bunbury (C)
51260,11396,12387,23783,5155,2451,7606,1577,3481,5058,609,508,1117,344,350,694,7685,6790,14475,3081,5073,8154,4.5,5.2,4.8,67.4,54.8,60.9,64.4,52.0,57.9,150,122,272,104,218,322,946,1498,2444,743,1205,1948,3540,2022,5562,11141,11813,22954,2718,2914,5632,6509,6733,13242,6365,7060,13425,Busselton (S)
51310,9511,10305,19816,5066,2576,7642,1337,2913,4250,337,369,706,213,181,394,6953,6039,12992,2151,3850,6001,3.1,3.0,3.0,73.1,58.6,65.6,70.9,56.8,63.6,1041,744,1785,268,476,744,2859,3035,5894,818,1135,1953,1144,635,1779,9791,10248,20039,1777,1906,3683,6432,6954,13386,4460,4497,8957,Cambridge (T)
47980,14362,16546,30908,6961,4521,11482,2085,4340,6425,425,567,992,489,436,925,9960,9864,19824,3763,6061,9824,4.9,4.4,4.7,69.3,59.6,64.1,65.9,57.0,61.1,1405,1119,2524,422,689,1111,3574,4131,7705,1190,1539,2729,1938,1308,3246,13762,15641,29403,2679,3069,5748,9111,10466,19577,6398,7331,13729,Unley (C)
48050,5627,6380,12007,1494,752,2246,719,1307,2026,187,186,373,174,162,336,2574,2407,4981,2652,3542,6194,6.8,6.7,6.7,45.8,37.7,41.5,42.7,35.2,38.7,86,80,166,62,94,156,361,515,876,384,541,925,1593,869,2462,5143,5705,10848,945,1106,2051,3173,3529,6702,2658,3019,5677,Victor Harbor (C)
48130,2692,2602,5294,1222,473,1695,291,663,954,90,84,174,68,65,133,1671,1285,2956,900,1200,2100,4.1,5.1,4.5,62.1,49.4,55.8,59.6,46.9,53.3,16,17,33,7,21,28,98,200,298,93,182,275,619,337,956,2813,2731,5544,407,381,788,1949,1840,3789,1052,1088,2140,Wakefield (DC)
51400,5232,5378,10610,2968,1322,4290,493,1568,2061,284,240,524,145,145,290,3890,3275,7165,1031,1846,2877,3.7,4.4,4.0,74.4,60.9,67.5,71.6,58.2,64.8,98,58,156,66,112,178,419,737,1156,366,513,879,1782,984,2766,5465,5606,11071,1269,1328,2597,2981,3012,5993,3191,3372,6563,Capel (S)
