lga_code16,p_othsvs_h_0,p_othsvs_h_1_15,p_othsvs_h_16_24,p_othsvs_h_25_34,p_othsvs_h_35_39,p_othsvs_h_40,p_othsvs_h_41_48,p_othsvs_h_49_more,p_othsvs_h_ns,p_othsvs_h_tot,p_idns_h_0,p_idns_h_1_15,p_idns_h_16_24,p_idns_h_25_34,p_idns_h_35_39,p_idns_h_40,p_idns_h_41_48,p_idns_h_49_more,p_idns_h_ns,p_idns_h_tot,p_tot_h_0,p_tot_h_1_15,p_tot_h_16_24,p_tot_h_25_34,p_tot_h_35_39,p_tot_h_40,p_tot_h_41_48,p_tot_h_49_more,p_tot_h_ns,p_tot_h_tot,lga_name16
59370,0,4,5,0,0,0,3,12,0,29,5,11,0,3,3,4,3,9,5,47,33,178,115,149,103,133,83,225,16,1031,York (S)
60210,0,13,5,6,6,5,3,4,0,47,0,5,4,9,3,6,3,7,7,50,95,313,228,259,235,218,122,206,37,1707,Break O'Day (M)
60410,3,12,6,17,31,26,9,14,0,127,3,3,6,4,9,25,3,13,27,94,122,361,272,318,527,488,266,390,58,2806,Brighton (M)
60610,10,46,43,51,107,95,46,54,6,457,9,41,15,29,55,61,24,26,71,337,403,1278,1141,1358,2218,1576,893,1264,166,10292,Burnie (C)
60810,9,44,34,30,53,48,20,30,3,276,16,32,11,18,45,35,14,24,51,246,267,858,696,777,878,912,510,704,123,5723,Central Coast (M) (Tas.)
61010,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,6,11,22,29,63,73,61,89,124,55,154,24,666,Central Highlands (M) (Tas.)
61210,0,20,18,19,14,22,7,15,0,114,13,20,16,12,24,19,11,23,22,147,169,398,381,401,618,552,350,673,70,3618,Circular Head (M)
61410,20,102,86,104,102,91,55,46,9,610,19,56,36,47,74,67,32,42,94,465,621,2228,1757,2118,3142,2490,1234,1595,228,15410,Clarence (C)
61510,0,8,9,7,5,9,3,8,0,54,3,11,7,14,14,12,10,11,28,116,97,305,263,320,374,334,240,324,66,2325,Derwent Valley (M)
61610,17,76,46,61,144,82,46,68,5,552,20,55,29,39,62,70,27,43,96,438,579,1605,1272,1525,2333,1699,1038,1345,207,11591,Devonport (C)
61810,0,8,12,16,9,8,3,6,3,60,8,16,10,5,7,11,3,6,24,93,113,341,235,254,313,276,179,485,51,2248,Dorset (M)
62010,0,0,0,0,3,3,0,0,0,6,0,0,0,3,4,0,0,0,3,11,13,59,38,65,50,65,38,66,13,413,Flinders (M) (Tas.)
62210,0,9,3,8,5,11,3,4,0,36,5,14,8,9,10,20,16,15,22,115,96,219,240,250,417,429,404,355,52,2466,George Town (M)
70420,5,7,11,15,28,18,4,13,4,103,3,6,6,6,28,21,3,22,39,136,87,103,102,205,507,324,127,565,67,2097,Barkly (R)
70540,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,3,0,3,3,33,Belyuen (S)
70620,4,3,9,11,18,10,7,4,0,61,0,0,3,3,4,3,3,16,16,50,123,58,73,122,210,121,93,541,27,1375,Central Desert (R)
70700,0,0,0,0,0,0,0,4,0,9,0,3,0,7,4,3,0,6,5,29,18,38,38,43,101,137,38,147,18,574,Coomalie (S)
71000,32,122,119,158,395,359,184,272,28,1663,75,120,98,101,328,335,123,257,425,1863,1848,3074,3146,4000,11108,9144,4779,7900,984,45984,Darwin (C)
71300,3,16,30,38,53,40,3,19,6,216,9,0,3,9,21,3,8,12,92,158,136,133,207,286,431,394,234,637,137,2592,East Arnhem (R)
72200,12,17,10,12,34,42,15,32,9,167,10,19,11,6,19,18,5,26,33,153,192,250,202,302,990,813,476,1056,81,4368,Katherine (T)
72330,3,15,16,14,28,12,4,6,14,114,0,3,0,0,3,13,7,14,30,75,104,107,148,152,438,496,255,362,85,2132,MacDonnell (R)
