LGA_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
53360,0,0,0,4,3,7,3,0,3,0,0,0,0,0,0,365,266,631,53,38,91,11,0,11,9,7,16,31,27,58,30,7,37,67,94,161,573,442,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,5,4,9,8,4,12,0,0,0,3,0,3,0,0,0,3,0,3,21,36,57,85,78,163,10,8,18,700,568,1268,Exmouth (S)
51680,0,0,0,27,4,31,0,0,0,0,0,0,0,0,0,710,584,1294,40,50,90,43,3,46,10,3,13,0,0,0,20,7,27,47,23,70,897,674,1571,0,0,0,0,0,0,0,0,0,13,8,21,0,6,6,0,0,0,13,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,19,28,18,46,5,0,5,0,0,0,0,0,0,5,0,5,83,114,197,114,134,248,26,10,36,1153,950,2103,Chittering (S)
54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,42,100,5,0,5,8,3,11,0,0,0,3,0,3,15,0,15,24,22,46,113,67,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,53,38,91,8,11,19,3,0,3,182,116,298,Kent (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,31,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,8,19,27,37,29,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,3,3,6,0,0,0,44,38,82,Cue (S)
52450,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,188,145,333,19,6,25,17,0,17,0,0,0,0,0,0,14,0,14,43,30,73,287,184,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,3,0,3,3,0,3,39,25,64,21,38,59,3,3,6,353,254,607,Cunderdin (S)
52520,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,224,139,363,21,11,32,18,0,18,3,0,3,7,0,7,15,4,19,37,44,81,325,201,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,49,51,100,29,38,67,8,6,14,421,299,720,Dalwallinu (S)
53150,42,39,81,82,70,152,0,0,0,3,0,3,3,0,3,1133,983,2116,44,85,129,8,0,8,23,8,31,58,15,73,27,8,35,45,56,101,1468,1264,2732,28,26,54,0,0,0,0,0,0,14,7,21,3,7,10,11,3,14,56,43,99,0,0,0,0,0,0,3,6,9,3,4,7,4,0,4,10,10,20,15,4,19,81,57,138,4,6,10,0,0,0,0,0,0,4,6,10,91,140,231,167,261,428,13,14,27,1824,1742,3566,East Fremantle (T)
52170,208,136,344,36,35,71,0,0,0,0,3,3,5,0,5,1243,919,2162,41,77,118,7,0,7,24,0,24,73,18,91,24,10,34,43,38,81,1704,1236,2940,13,13,26,0,0,0,0,0,0,11,13,24,4,6,10,7,6,13,35,38,73,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,8,0,8,15,5,20,58,43,101,3,6,9,3,0,3,0,0,0,6,6,12,91,141,232,153,251,404,24,19,43,2036,1696,3732,Cottesloe (T)
52240,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,130,92,222,13,12,25,3,0,3,4,0,4,0,4,4,14,4,18,37,20,57,204,132,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,64,43,107,23,22,45,5,3,8,299,200,499,Cranbrook (S)
52310,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,124,108,232,0,9,9,4,0,4,0,0,0,3,0,3,8,0,8,18,7,25,164,124,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,36,33,69,26,33,59,7,0,7,238,193,431,Cuballing (S)
52590,0,0,0,29,3,32,0,0,0,0,0,0,0,0,0,432,320,752,55,50,105,15,0,15,0,3,3,19,9,28,32,9,41,63,52,115,645,446,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,8,5,13,12,5,17,0,0,0,0,0,0,0,0,0,0,0,0,85,76,161,80,82,162,5,9,14,827,618,1445,Dandaragan (S)
52660,3,4,7,160,32,192,3,0,3,0,0,0,3,3,6,2190,1839,4029,290,157,447,57,3,60,31,4,35,21,0,21,34,17,51,31,32,63,2823,2091,4914,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,24,3,27,11,3,14,0,0,0,35,6,41,35,5,40,70,17,87,0,0,0,3,0,3,3,0,3,6,0,6,78,150,228,350,430,780,47,44,91,3374,2732,6106,Dardanup (S)
52730,0,0,0,15,5,20,0,0,0,0,0,0,0,0,0,626,620,1246,44,62,106,13,3,16,11,0,11,17,0,17,14,4,18,77,54,131,817,748,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,10,7,17,14,7,21,0,0,0,0,0,0,0,0,0,0,0,0,161,122,283,161,187,348,12,13,25,1165,1077,2242,Denmark (S)
52800,0,0,0,63,33,96,0,0,0,0,0,0,0,0,0,525,393,918,156,142,298,19,0,19,8,0,8,26,26,52,60,17,77,413,359,772,1270,970,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,3,6,10,4,14,13,7,20,0,0,0,3,0,3,0,3,3,3,3,6,42,53,95,80,88,168,47,35,82,1455,1156,2611,Derby-West Kimberley (S)
52870,0,0,0,23,4,27,0,0,0,0,0,0,0,0,0,812,654,1466,86,57,143,27,0,27,10,3,13,4,3,7,27,9,36,60,39,99,1049,769,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,18,7,25,25,7,32,0,0,0,0,0,0,0,0,0,0,0,0,137,134,271,130,173,303,25,14,39,1366,1097,2463,Donnybrook-Balingup (S)
53430,255,287,542,234,244,478,3,0,3,0,0,0,11,10,21,3781,3371,7152,253,273,526,66,0,66,94,18,112,242,148,390,112,25,137,348,423,771,5399,4799,10198,153,123,276,0,0,0,0,0,0,63,81,144,14,19,33,42,19,61,272,242,514,0,0,0,0,0,0,11,19,30,7,13,20,7,8,15,25,40,65,71,28,99,368,310,678,29,27,56,11,5,16,6,0,6,46,32,78,291,375,666,653,893,1546,88,60,148,6845,6469,13314,Fremantle (C)
53520,3,3,6,168,34,202,7,0,7,0,3,3,24,24,48,5952,5311,11263,550,551,1101,192,3,195,129,22,151,166,46,212,191,40,231,273,272,545,7655,6309,13964,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,5,0,5,9,5,14,14,5,19,69,34,103,86,42,128,0,0,0,3,3,6,11,3,14,14,6,20,180,351,531,984,1026,2010,147,114,261,9066,7848,16914,Geraldton-Greenough (C)
53570,0,4,4,26,3,29,0,0,0,0,0,0,0,0,0,561,439,1000,72,81,153,55,3,58,7,0,7,0,7,7,41,18,59,77,55,132,839,610,1449,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,9,6,15,13,12,25,3,0,3,0,0,0,0,0,0,3,0,3,103,94,197,136,116,252,20,15,35,1114,847,1961,Gingin (S)
53640,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,194,116,310,13,11,24,16,0,16,0,0,0,0,0,0,18,7,25,43,33,76,289,167,456,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,59,52,111,10,21,31,9,4,13,371,247,618,Gnowangerup (S)
53920,0,0,0,27,18,45,4,0,4,0,0,0,3,0,3,148,105,253,80,49,129,4,0,4,0,0,0,3,4,7,12,12,24,187,197,384,468,385,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,8,0,8,6,4,10,14,4,18,0,0,0,5,3,8,0,0,0,5,3,8,20,17,37,24,34,58,15,9,24,546,452,998,Halls Creek (S)
53990,4,0,4,247,45,292,4,0,4,0,0,0,6,0,6,3930,3282,7212,467,294,761,85,0,85,48,7,55,29,13,42,73,27,100,94,88,182,4987,3756,8743,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,61,9,70,12,5,17,4,0,4,77,14,91,58,17,75,141,31,172,3,3,6,0,3,3,5,0,5,8,6,14,189,267,456,672,714,1386,90,80,170,6087,4854,10941,Harvey (S)
54280,3,3,6,308,80,388,3,3,6,3,0,3,51,61,112,5849,4427,10276,884,569,1453,174,10,184,109,24,133,124,43,167,86,25,111,310,331,641,7904,5576,13480,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,38,10,48,5,3,8,11,3,14,54,16,70,80,38,118,137,57,194,0,0,0,6,6,12,7,3,10,13,9,22,90,197,287,764,703,1467,154,104,258,9062,6646,15708,Kalgoorlie/Boulder (C)
54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,97,9,3,12,7,0,7,0,0,0,0,0,0,5,3,8,9,4,13,91,46,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,38,8,11,19,0,5,5,124,75,199,Koorda (S)
54760,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,101,72,173,10,0,10,9,0,9,0,0,0,0,0,0,16,4,20,37,21,58,176,100,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,60,58,118,21,26,47,3,4,7,263,188,451,Kulin (S)
54830,237,307,544,167,101,268,0,0,0,0,3,3,10,3,13,4528,3405,7933,474,344,818,134,3,137,82,0,82,22,3,25,126,23,149,69,84,153,5849,4276,10125,95,150,245,3,0,3,0,0,0,64,91,155,14,16,30,12,0,12,188,257,445,0,0,0,0,0,0,3,8,11,13,10,23,3,0,3,19,18,37,47,14,61,254,289,543,43,68,111,7,0,7,3,0,3,53,68,121,67,172,239,675,804,1479,128,95,223,7026,5704,12730,Kwinana (T)
52940,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,91,64,155,4,5,9,8,0,8,0,0,0,3,3,6,10,3,13,16,6,22,132,84,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,31,63,9,17,26,8,3,11,184,135,319,Dowerin (S)
53010,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,81,63,144,5,3,8,6,0,6,0,0,0,0,0,0,14,3,17,22,15,37,128,87,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,32,87,11,18,29,3,3,6,197,140,337,Dumbleyung (S)
53080,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,145,87,232,28,15,43,3,0,3,0,0,0,5,0,5,17,4,21,45,60,105,264,166,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9,5,0,5,14,0,14,3,0,3,3,0,3,0,0,0,6,0,6,3,14,17,27,20,47,5,0,5,319,200,519,Dundas (S)
53710,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,130,112,242,10,8,18,6,0,6,0,0,0,0,0,0,13,4,17,21,18,39,186,142,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,35,22,57,17,28,45,3,6,9,244,202,446,Goomalling (S)
54060,0,0,0,18,3,21,0,0,0,0,0,0,4,3,7,459,369,828,45,47,92,23,0,23,3,4,7,5,4,9,25,10,35,42,45,87,624,485,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21,14,7,21,0,0,0,0,0,0,3,0,3,3,0,3,54,68,122,114,125,239,13,6,19,822,691,1513,Irwin (S)
54130,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,143,97,240,11,12,23,12,0,12,3,0,3,0,0,0,12,6,18,39,28,67,224,143,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,68,153,17,25,42,7,6,13,336,242,578,Jerramungup (S)
54170,2067,1758,3825,541,307,848,12,3,15,4,4,8,73,30,103,28039,23309,51348,1992,2112,4104,757,17,774,395,39,434,397,56,453,730,127,857,648,627,1275,35655,28389,64044,1135,826,1961,3,3,6,3,0,3,776,701,1477,192,201,393,104,24,128,2213,1755,3968,3,0,3,3,0,3,15,39,54,18,44,62,18,4,22,57,87,144,316,144,460,2586,1986,4572,316,282,598,15,6,21,25,9,34,356,297,653,1162,1959,3121,3857,5791,9648,509,478,987,44125,38900,83025,Joondalup (C)
54900,0,0,0,6,5,11,0,0,0,0,0,0,3,0,3,217,149,366,14,6,20,17,3,20,3,0,3,5,6,11,24,4,28,54,48,102,343,221,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,97,73,170,22,38,60,7,0,7,475,332,807,Lake Grace (S)
62410,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,482,402,884,52,33,85,33,0,33,3,0,3,6,0,6,13,7,20,81,68,149,673,516,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,9,12,0,12,0,0,0,0,0,0,3,0,3,3,0,3,77,82,159,107,136,243,12,15,27,884,749,1633,Glamorgan/Spring Bay (M)
62610,0,3,3,396,558,954,0,0,0,0,0,0,63,38,101,6502,5482,11984,762,906,1668,158,6,164,92,20,112,107,27,134,74,23,97,278,215,493,8432,7278,15710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,62,85,33,55,88,9,12,21,65,129,194,60,56,116,125,185,310,4,0,4,5,8,13,3,0,3,12,8,20,159,250,409,904,1438,2342,171,154,325,9803,9313,19116,Glenorchy (C)
62810,8,4,12,558,637,1195,10,0,10,4,3,7,65,63,128,6497,5358,11855,591,1190,1781,70,3,73,108,34,142,371,131,502,95,38,133,1842,1938,3780,10219,9399,19618,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,11,25,36,15,32,47,26,16,42,52,73,125,106,87,193,163,160,323,6,0,6,12,15,27,13,11,24,31,26,57,506,582,1088,1200,1932,3132,133,121,254,12252,12220,24472,Hobart (C)
63010,3,3,6,57,43,100,0,0,0,0,0,0,0,0,0,2129,1750,3879,210,246,456,90,3,93,19,3,22,8,6,14,32,12,44,125,74,199,2673,2140,4813,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,11,24,7,4,11,0,3,3,20,18,38,24,12,36,44,33,77,0,0,0,0,3,3,3,0,3,3,3,6,210,207,417,324,459,783,56,32,88,3310,2874,6184,Huon Valley (M)
63210,0,0,0,5,3,8,3,0,3,0,0,0,0,0,0,864,713,1577,59,47,106,36,0,36,11,0,11,4,0,4,17,9,26,72,69,141,1071,841,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21,14,7,21,0,0,0,0,0,0,0,0,0,0,0,0,91,87,178,143,174,317,33,24,57,1352,1133,2485,Kentish (M)
63410,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,292,210,502,30,23,53,15,0,15,5,5,10,0,0,0,11,0,11,41,28,69,398,266,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,8,0,8,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,49,41,90,27,49,76,7,4,11,489,363,852,King Island (M)
55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25,6,0,6,6,3,9,0,0,0,0,0,0,3,0,3,29,27,56,59,40,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,6,4,10,3,0,3,74,47,121,Menzies (S)
55460,0,0,0,21,4,25,3,0,3,0,0,0,0,0,0,534,413,947,43,34,77,32,3,35,5,0,5,9,3,12,19,5,24,80,75,155,746,537,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,12,5,17,16,5,21,0,0,0,0,0,0,3,0,3,3,0,3,47,58,105,69,67,136,12,9,21,893,676,1569,Merredin (S)
53780,736,872,1608,536,447,983,5,0,5,3,0,3,80,14,94,19052,14110,33162,1514,1541,3055,514,18,532,227,22,249,258,49,307,429,95,524,320,307,627,23674,17475,41149,533,502,1035,0,0,0,3,0,3,299,339,638,52,101,153,36,8,44,923,950,1873,3,0,3,3,0,3,34,38,72,21,46,67,15,5,20,76,89,165,217,92,309,1216,1131,2347,169,206,375,13,8,21,10,0,10,192,214,406,438,764,1202,2255,2964,5219,431,317,748,28206,22865,51071,Gosnells (C)
54970,0,0,0,134,18,152,0,0,0,0,0,0,4,0,4,131,47,178,60,13,73,17,3,20,0,3,3,4,0,4,77,9,86,73,65,138,500,158,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,9,0,9,25,0,25,34,0,34,0,0,0,3,0,3,3,0,3,6,0,6,0,3,3,28,12,40,4,3,7,572,176,748,Laverton (S)
63610,3,0,3,310,372,682,0,0,0,4,4,8,14,6,20,5518,4581,10099,431,736,1167,120,3,123,68,15,83,81,14,95,66,24,90,183,190,373,6798,5945,12743,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,18,41,59,23,37,60,7,8,15,48,86,134,72,55,127,123,141,264,0,0,0,3,6,9,5,7,12,8,13,21,358,399,757,732,1378,2110,69,79,148,8088,7955,16043,Kingborough (M)
63810,0,0,0,20,9,29,0,0,0,0,0,0,0,3,3,1642,1318,2960,106,102,208,43,0,43,15,0,15,4,3,7,29,3,32,73,72,145,1932,1510,3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,18,6,24,21,6,27,0,0,0,3,0,3,0,0,0,3,0,3,106,130,236,208,323,531,45,34,79,2315,2003,4318,Latrobe (M)
64010,3,5,8,181,253,434,6,3,9,4,0,4,92,57,149,9973,8365,18338,914,1071,1985,177,7,184,136,21,157,155,28,183,111,39,150,829,820,1649,12581,10669,23250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,32,14,20,34,5,6,11,25,52,77,133,58,191,158,110,268,0,0,0,8,11,19,5,5,10,13,16,29,383,496,879,1285,2212,3497,197,182,379,14617,13685,28302,Launceston (C)
64210,0,0,0,30,43,73,0,0,0,0,0,0,7,4,11,3137,2657,5794,193,247,440,109,6,115,38,5,43,11,4,15,43,12,55,159,112,271,3727,3090,6817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,3,0,3,9,3,12,28,17,45,37,20,57,0,0,0,0,4,4,0,0,0,0,4,4,302,332,634,387,596,983,56,58,114,4509,4100,8609,Meander Valley (M)
54340,0,0,0,24,7,31,0,0,0,0,0,0,0,4,4,507,467,974,68,38,106,27,0,27,7,3,10,15,0,15,16,9,25,62,62,124,726,590,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,10,4,14,0,0,0,0,0,0,3,0,3,3,0,3,54,47,101,156,149,305,29,20,49,978,810,1788,Katanning (S)
54410,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,119,103,222,10,6,16,12,0,12,3,0,3,8,0,8,8,0,8,36,36,72,202,145,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,3,3,6,3,3,6,23,30,53,16,29,45,5,0,5,253,207,460,Kellerberrin (S)
55040,0,0,0,282,27,309,0,0,0,0,0,0,3,0,3,233,110,343,114,25,139,29,3,32,3,3,6,9,4,13,100,23,123,80,90,170,853,285,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,6,0,6,12,0,12,18,9,27,30,9,39,5,0,5,9,3,12,0,0,0,14,3,17,7,6,13,58,27,85,16,10,26,978,340,1318,Leonora (S)
55110,277,290,567,436,173,609,4,3,7,3,0,3,18,15,33,8826,7760,16586,1103,776,1879,290,7,297,125,14,139,107,39,146,402,87,489,291,299,590,11882,9463,21345,125,95,220,0,0,0,0,0,0,152,136,288,25,43,68,16,3,19,318,277,595,0,0,0,0,0,0,25,5,30,15,17,32,15,4,19,55,26,81,188,51,239,561,354,915,84,62,146,15,7,22,7,4,11,106,73,179,313,607,920,1961,1982,3943,253,175,428,15076,12654,27730,Mandurah (C)
55180,3,3,6,27,3,30,4,0,4,0,0,0,0,0,0,1353,1163,2516,129,121,250,47,3,50,20,0,20,14,3,17,40,10,50,161,138,299,1798,1444,3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,8,0,8,21,9,30,29,9,38,0,0,0,0,0,0,3,0,3,3,0,3,219,184,403,217,300,517,50,33,83,2316,1970,4286,Manjimup (S)
