lga_name_2016,lga_code_2016,m_lplfs_eft_dc_0_4,m_lplfs_eft_dc_5_9,m_lplfs_eft_dc_10_12,m_lplfs_eft_dc_13_14,m_lplfs_eft_dc_15_17,m_lplfs_eft_dc_18_20,m_lplfs_eft_dc_21_24,m_lplfs_eft_t,m_lplfs_ept_dc_0_4,m_lplfs_ept_dc_5_9,m_lplfs_ept_dc_10_12,m_lplfs_ept_dc_13_14,m_lplfs_ept_dc_15_17,m_lplfs_ept_dc_18_20,m_lplfs_ept_dc_21_24,m_lplfs_ept_t,m_lplfs_eaw_dc_0_4,m_lplfs_eaw_dc_5_9,m_lplfs_eaw_dc_10_12,m_lplfs_eaw_dc_13_14,m_lplfs_eaw_dc_15_17,m_lplfs_eaw_dc_18_20,m_lplfs_eaw_dc_21_24,m_lplfs_eaw_t,m_lplfs_hns_dc_0_4,m_lplfs_hns_dc_5_9,m_lplfs_hns_dc_10_12,m_lplfs_hns_dc_13_14,m_lplfs_hns_dc_15_17,m_lplfs_hns_dc_18_20,m_lplfs_hns_dc_21_24,m_lplfs_hns_t,m_lplfs_ew_t_dc_0_4,m_lplfs_ew_t_dc_5_9,m_lplfs_ew_t_dc_10_12,m_lplfs_ew_t_dc_13_14,m_lplfs_ew_t_dc_15_17,m_lplfs_ew_t_dc_18_20,m_lplfs_ew_t_dc_21_24,m_lplfs_ew_t_t,m_lplfs_ulftw_dc_0_4,m_lplfs_ulftw_dc_5_9,m_lplfs_ulftw_dc_10_12,m_lplfs_ulftw_dc_13_14,m_lplfs_ulftw_dc_15_17,m_lplfs_ulftw_dc_18_20,m_lplfs_ulftw_dc_21_24,m_lplfs_ulftw_t,m_lplfs_ulptw_dc_0_4,m_lplfs_ulptw_dc_5_9,m_lplfs_ulptw_dc_10_12,m_lplfs_ulptw_dc_13_14,m_lplfs_ulptw_dc_15_17,m_lplfs_ulptw_dc_18_20,m_lplfs_ulptw_dc_21_24,m_lplfs_ulptw_t,m_lplfs_u_t_dc_0_4,m_lplfs_u_t_dc_5_9,m_lplfs_u_t_dc_10_12,m_lplfs_u_t_dc_13_14,m_lplfs_u_t_dc_15_17,m_lplfs_u_t_dc_18_20,m_lplfs_u_t_dc_21_24,m_lplfs_u_t_t,m_lplfs_t_lf_dc_0_4,m_lplfs_t_lf_dc_5_9,m_lplfs_t_lf_dc_10_12,m_lplfs_t_lf_dc_13_14,m_lplfs_t_lf_dc_15_17,m_lplfs_t_lf_dc_18_20,m_lplfs_t_lf_dc_21_24,m_lplfs_t_lf_t,m_lplfs_nlf_dc_0_4,m_lplfs_nlf_dc_5_9,m_lplfs_nlf_dc_10_12,m_lplfs_nlf_dc_13_14,m_lplfs_nlf_dc_15_17,m_lplfs_nlf_dc_18_20,m_lplfs_nlf_dc_21_24,m_lplfs_nlf_t,m_lplfs_lfsns_dc_0_4,m_lplfs_lfsns_dc_5_9,m_lplfs_lfsns_dc_10_12,m_lplfs_lfsns_dc_13_14,m_lplfs_lfsns_dc_15_17,m_lplfs_lfsns_dc_18_20,m_lplfs_lfsns_dc_21_24,m_lplfs_lfsns_t,m_lplfs_t_dc_0_4,m_lplfs_t_dc_5_9,m_lplfs_t_dc_10_12,m_lplfs_t_dc_13_14,m_lplfs_t_dc_15_17,m_lplfs_t_dc_18_20,m_lplfs_t_dc_21_24,m_lplfs_t_t,f_lplfs_eft_dc_0_4,f_lplfs_eft_dc_5_9,f_lplfs_eft_dc_10_12,f_lplfs_eft_dc_13_14,f_lplfs_eft_dc_15_17,f_lplfs_eft_dc_18_20,f_lplfs_eft_dc_21_24,f_lplfs_eft_t,f_lplfs_ept_dc_0_4,f_lplfs_ept_dc_5_9,f_lplfs_ept_dc_10_12,f_lplfs_ept_dc_13_14,f_lplfs_ept_dc_15_17,f_lplfs_ept_dc_18_20,f_lplfs_ept_dc_21_24,f_lplfs_ept_t,f_lplfs_eaw_dc_0_4,f_lplfs_eaw_dc_5_9,f_lplfs_eaw_dc_10_12,f_lplfs_eaw_dc_13_14,f_lplfs_eaw_dc_15_17,f_lplfs_eaw_dc_18_20,f_lplfs_eaw_dc_21_24,f_lplfs_eaw_t,f_lplfs_hns_dc_0_4,f_lplfs_hns_dc_5_9,f_lplfs_hns_dc_10_12,f_lplfs_hns_dc_13_14,f_lplfs_hns_dc_15_17,f_lplfs_hns_dc_18_20,f_lplfs_hns_dc_21_24,f_lplfs_hns_t,f_lplfs_ew_t_dc_0_4,f_lplfs_ew_t_dc_5_9,f_lplfs_ew_t_dc_10_12,f_lplfs_ew_t_dc_13_14,f_lplfs_ew_t_dc_15_17,f_lplfs_ew_t_dc_18_20,f_lplfs_ew_t_dc_21_24,f_lplfs_ew_t_t,f_lplfs_ulftw_dc_0_4,f_lplfs_ulftw_dc_5_9,f_lplfs_ulftw_dc_10_12,f_lplfs_ulftw_dc_13_14,f_lplfs_ulftw_dc_15_17,f_lplfs_ulftw_dc_18_20,f_lplfs_ulftw_dc_21_24,f_lplfs_ulftw_t,f_lplfs_ulptw_dc_0_4,f_lplfs_ulptw_dc_5_9,f_lplfs_ulptw_dc_10_12,f_lplfs_ulptw_dc_13_14,f_lplfs_ulptw_dc_15_17,f_lplfs_ulptw_dc_18_20,f_lplfs_ulptw_dc_21_24,f_lplfs_ulptw_t,f_lplfs_u_t_dc_0_4,f_lplfs_u_t_dc_5_9,f_lplfs_u_t_dc_10_12,f_lplfs_u_t_dc_13_14,f_lplfs_u_t_dc_15_17,f_lplfs_u_t_dc_18_20,f_lplfs_u_t_dc_21_24,f_lplfs_u_t_t,f_lplfs_t_lf_dc_0_4,f_lplfs_t_lf_dc_5_9,f_lplfs_t_lf_dc_10_12,f_lplfs_t_lf_dc_13_14,f_lplfs_t_lf_dc_15_17,f_lplfs_t_lf_dc_18_20,f_lplfs_t_lf_dc_21_24,f_lplfs_t_lf_t,f_lplfs_nlf_dc_0_4,f_lplfs_nlf_dc_5_9,f_lplfs_nlf_dc_10_12,f_lplfs_nlf_dc_13_14,f_lplfs_nlf_dc_15_17,f_lplfs_nlf_dc_18_20,f_lplfs_nlf_dc_21_24,f_lplfs_nlf_t,f_lplfs_lfsns_dc_0_4,f_lplfs_lfsns_dc_5_9,f_lplfs_lfsns_dc_10_12,f_lplfs_lfsns_dc_13_14,f_lplfs_lfsns_dc_15_17,f_lplfs_lfsns_dc_18_20,f_lplfs_lfsns_dc_21_24,f_lplfs_lfsns_t,f_lplfs_t_dc_0_4,f_lplfs_t_dc_5_9,f_lplfs_t_dc_10_12,f_lplfs_t_dc_13_14,f_lplfs_t_dc_15_17,f_lplfs_t_dc_18_20,f_lplfs_t_dc_21_24,f_lplfs_t_t,t_lplfs_eft_dc_0_4,t_lplfs_eft_dc_5_9,t_lplfs_eft_dc_10_12,t_lplfs_eft_dc_13_14,t_lplfs_eft_dc_15_17,t_lplfs_eft_dc_18_20,t_lplfs_eft_dc_21_24,t_lplfs_eft_t
Franklin Harbour (DC),41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,7,4,3,0,0,0,0,15,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,9,3,0,0,0,0,27,0,0,0,0,0,0,0,0
Gawler (T),42030,9,18,13,8,26,10,5,87,0,7,5,3,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,16,24,16,11,26,10,5,108,0,3,4,0,4,0,0,11,0,3,7,0,0,0,0,10,0,3,7,3,4,0,0,19,16,31,25,15,33,10,5,124,5,3,0,6,6,3,0,26,0,0,0,0,0,0,0,0,25,30,25,19,41,12,5,155,15,47,34,28,64,20,8,222,49,100,79,50,69,26,9,391,13,3,3,4,9,3,0,32,0,9,7,0,0,0,0,11,80,159,122,84,142,50,20,653,13,18,10,9,16,3,0,64,17,19,16,4,3,0,0,58,26,32,26,13,17,3,0,117,105,185,148,96,162,54,20,772,162,142,62,45,52,12,3,471,0,0,0,0,0,0,0,3,271,334,203,140,212,58,29,1245,25,63,45,38,87,28,14,305
Goyder (DC),42110,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,3,3,3,0,0,14,0,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,9,3,4,7,0,0,28,0,0,3,0,0,0,0,6,3,8,4,4,13,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,4,17,3,0,38,0,0,0,0,3,0,0,9,3,0,0,0,0,0,0,3,4,0,3,0,3,0,0,11,6,10,14,3,18,3,0,48,21,9,6,5,5,0,0,47,0,0,0,0,0,0,0,0,26,15,20,8,19,3,0,95,0,4,4,0,3,3,0,16
Grant (DC),42250,0,0,3,4,3,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,18,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,6,3,0,0,22,3,3,3,4,3,0,0,18,0,0,0,0,0,0,0,0,3,11,3,5,12,0,0,35,3,3,3,7,5,0,4,31,9,17,10,9,12,0,3,61,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,27,12,13,23,3,3,95,0,0,0,0,0,0,0,3,6,3,0,3,0,0,0,6,6,0,0,3,0,0,0,11,14,32,17,15,27,3,3,112,13,10,9,8,6,0,0,43,0,3,0,0,0,0,0,3,29,45,18,23,31,6,3,158,3,3,8,10,15,7,4,43
Ashburton (S),50250,0,5,11,4,9,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,7,0,0,31,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,11,8,7,0,0,34,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,13,8,7,0,0,40,9,14,12,7,6,0,0,44,3,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,13,8,6,0,0,54,0,3,3,0,0,0,0,7,0,3,0,0,0,0,0,9,0,10,3,3,0,0,0,20,7,27,18,16,7,0,0,70,9,16,9,3,0,0,0,34,0,0,0,0,0,0,0,0,18,37,27,13,7,0,0,111,5,18,24,15,8,0,0,73
Flinders Ranges (DC),41830,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,3,3,3,0,0,7,0,5,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,4,0,3,8,3,9,0,0,30,8,9,8,0,0,0,0,23,0,0,0,0,0,0,0,0,9,15,13,7,9,0,0,51,0,4,3,3,3,0,0,12
Holdfast Bay (C),42600,9,21,18,8,24,8,8,97,10,9,4,4,0,4,3,32,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,13,32,23,18,26,16,9,132,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,4,0,0,3,0,0,3,0,6,13,32,27,14,25,19,9,140,9,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,19,36,23,20,30,14,9,155,9,53,38,36,60,27,23,255,43,71,50,40,50,21,22,300,9,4,4,0,7,5,0,18,0,0,0,0,3,0,0,5,59,131,89,86,117,53,45,586,0,7,9,3,0,0,0,17,3,11,3,3,3,0,0,25,8,19,8,4,6,0,0,43,67,144,96,91,123,53,51,626,60,45,19,29,18,6,6,181,0,0,0,0,0,0,0,3,120,192,118,120,148,64,56,810,19,73,56,48,86,41,29,349
Kangaroo Island (DC),42750,0,0,3,0,0,0,0,10,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,4,0,0,16,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,4,6,3,5,3,0,24,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,6,7,5,5,3,0,31,0,4,3,8,8,0,0,19,5,17,8,13,10,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,11,17,17,0,0,72,0,0,3,0,0,0,0,4,0,4,0,3,0,0,0,4,0,7,3,3,0,0,0,9,9,22,14,19,20,0,0,80,5,0,6,6,10,0,0,25,0,0,0,0,0,0,0,0,11,25,16,27,29,0,0,109,3,6,7,8,9,0,0,28
Karoonda East Murray (DC),43080,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,3,3,0,3,0,0,14,0,0,7,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,6,0,0,20,0,9,3,0,4,0,0,13,0,0,0,0,0,0,0,0,3,12,8,4,11,0,0,40,0,3,4,0,4,0,0,17
Kingston (DC) (SA),43360,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,19,0,0,0,0,4,0,0,3,0,12,0,3,6,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,8,3,0,30,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,3,8,3,9,12,3,0,35,8,9,3,0,8,0,0,28,0,0,0,0,3,0,0,3,9,21,6,12,15,0,0,62,0,3,4,0,4,0,0,9
Light (RegC),43650,0,7,8,4,13,10,0,40,0,0,3,3,3,0,0,8,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,10,9,11,7,0,48,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,12,10,10,15,7,0,57,6,4,3,4,5,0,0,19,0,0,0,0,0,0,0,0,7,19,16,12,21,7,0,75,5,18,20,10,14,7,0,78,18,40,35,20,32,6,0,146,0,4,4,0,3,0,0,13,0,0,0,0,0,0,0,3,22,66,61,35,49,16,3,250,0,12,7,0,4,0,0,30,3,9,10,3,3,0,0,26,3,16,18,5,6,0,0,54,29,85,78,40,58,16,3,303,42,36,18,16,21,4,0,142,0,0,0,0,0,0,0,3,65,124,96,56,82,19,6,444,4,31,26,18,26,13,0,123
Lower Eyre Peninsula (DC),43710,5,3,3,4,0,0,0,11,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,5,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,4,5,0,0,28,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3,7,6,4,3,3,0,30,3,4,7,7,4,0,0,26,3,12,10,7,9,3,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,15,15,11,13,7,0,69,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,17,15,16,12,7,0,77,17,12,3,3,7,0,0,43,0,0,0,0,0,0,0,0,26,31,21,19,17,8,0,121,5,11,10,11,4,0,0,38
Loxton Waikerie (DC),43790,0,11,6,5,8,0,0,32,0,7,6,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,13,14,0,0,52,0,0,0,0,3,0,0,7,0,3,3,0,0,0,0,9,0,4,0,0,3,0,0,12,3,22,15,9,12,0,0,63,0,4,3,3,0,0,0,6,0,0,0,0,0,0,0,0,3,21,16,13,14,0,0,76,7,15,16,10,16,0,0,66,14,43,22,21,29,5,0,137,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19,62,42,30,50,11,0,209,3,9,0,0,5,0,0,18,3,3,4,0,3,0,0,16,8,13,7,0,5,0,0,37,27,72,46,26,54,10,4,248,59,53,32,17,27,0,0,200,3,0,0,0,0,0,0,3,88,126,80,47,83,14,4,448,7,23,26,16,24,0,0,103
Mallala (DC),43920,0,9,6,4,10,0,4,31,0,0,3,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,13,3,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,13,3,4,41,0,5,3,0,0,0,0,6,5,0,0,3,3,0,0,12,4,17,9,6,13,3,4,59,4,13,11,5,15,10,4,64,9,29,12,7,12,3,0,72,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,8,40,24,21,28,12,7,138,0,0,0,0,4,0,0,5,0,7,0,4,0,0,0,9,0,7,0,7,4,0,0,18,10,48,21,22,37,12,7,155,36,36,28,12,12,0,0,118,0,0,0,0,0,0,0,0,50,77,51,33,43,12,7,279,4,21,15,5,23,11,4,93
Mount Barker (DC),44550,11,29,19,20,38,10,3,127,0,3,9,6,8,0,0,32,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,15,32,29,29,44,14,4,170,5,3,0,0,0,3,0,17,0,0,0,0,4,0,0,3,5,3,0,0,4,3,0,20,19,37,32,31,51,16,4,187,5,3,6,0,4,0,0,26,0,0,0,0,0,0,0,3,25,43,40,30,53,19,4,211,12,60,47,29,74,34,17,276,52,125,97,69,118,43,8,522,5,0,7,3,0,0,0,17,0,3,0,0,0,0,0,7,74,191,149,104,196,76,28,824,3,3,3,4,0,0,0,10,6,11,7,10,7,0,3,52,9,11,12,9,13,0,3,62,87,204,161,113,209,79,26,889,111,102,66,42,39,15,6,385,4,0,0,0,0,0,0,4,210,313,231,158,246,92,32,1280,19,90,73,53,113,44,17,407
Kimba (DC),43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,3,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,7,3,3,3,0,0,21,0,0,0,3,0,0,0,0
Maralinga Tjarutja (AC),44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion (C),44060,25,66,33,26,48,18,17,241,9,12,16,5,20,4,0,69,0,0,0,0,3,0,0,9,3,0,0,0,0,0,0,6,40,75,53,36,71,26,21,326,3,5,4,3,0,3,0,22,4,3,4,0,3,0,0,18,9,11,5,7,3,3,3,43,40,88,61,45,78,32,23,362,18,24,21,13,18,11,0,100,0,0,0,0,0,0,0,0,59,110,79,52,92,41,23,466,44,102,106,89,171,80,52,645,121,277,166,106,181,75,46,969,30,21,15,0,13,5,3,82,3,0,6,9,5,0,3,19,195,409,290,208,371,160,105,1724,8,20,14,7,18,7,0,70,12,34,29,10,18,7,0,118,19,52,45,23,33,11,0,185,207,463,331,225,399,169,100,1907,265,254,145,94,97,36,33,927,8,5,5,3,3,0,0,24,476,723,486,326,499,209,133,2853,71,166,134,122,218,98,71,887
Mid Murray (DC),44210,0,3,4,8,3,0,0,16,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,6,8,11,0,0,34,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,6,6,8,11,0,0,39,3,3,8,3,7,3,0,19,0,0,0,0,0,0,0,0,4,13,8,7,14,5,0,62,3,6,4,5,9,0,0,23,10,12,9,10,11,0,0,57,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,22,13,13,17,5,0,87,4,5,3,5,3,0,0,13,0,4,3,0,0,0,0,7,4,10,3,4,3,0,0,21,22,25,16,20,20,5,0,104,49,37,23,14,14,0,0,137,0,0,0,0,0,0,0,0,67,68,37,36,29,8,0,247,3,7,8,9,9,0,0,42
Mitcham (C),44340,12,33,46,26,47,18,8,195,3,10,10,5,6,5,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,51,54,33,54,29,17,247,3,3,3,0,0,3,0,13,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,13,16,54,59,34,55,30,17,263,0,8,9,5,7,10,4,51,0,0,0,0,0,0,0,0,21,67,61,43,69,39,27,312,26,75,71,73,120,80,57,498,72,155,119,85,124,58,34,654,3,0,0,3,11,3,3,35,0,0,0,0,0,3,0,3,101,233,192,166,258,140,103,1191,6,13,3,8,4,0,0,38,0,14,11,6,11,4,3,47,9,32,10,15,13,3,5,82,102,260,207,178,269,145,103,1274,88,79,54,37,44,29,19,358,3,3,0,0,6,0,0,11,197,342,263,216,321,181,125,1640,36,111,112,100,166,102,68,696
Mount Gambier (C),44620,8,25,23,18,24,3,0,105,0,9,12,5,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,32,25,26,7,3,132,3,3,5,3,3,0,0,20,0,0,0,0,0,0,0,0,3,8,5,3,3,0,0,18,15,37,32,27,31,7,3,152,7,15,10,8,13,0,0,48,0,4,0,0,0,0,0,3,19,55,45,33,40,5,3,200,13,40,45,40,60,9,5,198,64,152,84,72,70,13,7,455,8,3,0,0,3,0,0,22,3,6,0,0,3,0,0,13,88,194,126,109,137,17,11,685,3,12,9,9,3,4,0,48,14,12,13,3,5,0,0,49,21,29,18,17,13,9,0,96,109,227,145,122,146,26,15,784,186,138,79,57,50,9,3,520,11,3,4,3,0,0,0,20,304,368,219,184,196,37,15,1324,18,67,64,55,83,9,5,303
Mount Remarkable (DC),44830,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,9,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,13,0,4,4,0,0,0,0,12,0,7,3,3,3,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,8,6,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,5,0,0,28,9,4,0,3,3,0,0,20,0,0,0,0,0,0,0,0,9,14,5,9,7,0,0,43,0,4,4,0,0,0,0,16
Murray Bridge (RC),45040,4,13,9,13,13,3,0,56,0,3,3,3,0,0,0,13,0,0,0,0,5,0,0,7,0,3,0,0,0,0,0,3,5,22,17,16,15,3,0,76,0,0,5,0,11,0,0,15,3,0,0,0,0,0,0,5,3,0,6,3,6,0,0,19,6,19,25,15,27,3,0,95,8,22,4,8,3,5,0,44,0,0,0,0,0,0,0,0,16,40,24,24,27,7,0,140,7,32,14,20,33,9,6,133,41,97,60,36,49,10,0,291,7,3,3,0,3,0,3,18,0,3,3,3,3,0,0,10,54,136,82,61,89,21,8,453,10,13,13,9,8,0,0,58,10,20,12,0,12,4,0,59,24,36,29,9,12,7,0,117,78,174,114,64,102,25,11,570,162,141,59,38,48,11,0,452,0,5,0,0,0,0,0,12,244,316,170,101,150,39,11,1036,13,47,29,33,51,12,6,186
Orroroo/Carrieton (DC),45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,8,7,0,0,0,16,0,0,0,0,0,0,0,0
Naracoorte and Lucindale (DC),45090,0,10,3,5,12,3,0,27,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,14,3,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,3,7,13,3,0,42,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,9,8,7,13,3,0,45,9,10,4,5,7,0,0,40,12,28,17,22,15,6,0,97,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,18,40,22,31,22,3,0,139,0,0,0,3,0,0,0,7,0,4,0,3,0,0,0,5,0,3,0,3,0,0,0,8,17,48,25,33,22,3,0,152,21,23,18,4,3,0,0,77,0,3,0,0,0,0,0,6,41,77,41,42,26,10,0,232,9,15,7,8,19,4,0,66
