yr,land_area_ha,protected_areas_indig_protected_area_num,protected_areas_national_parks_num,protected_areas_nature_reserves_num,protected_areas_all_oth_protected_areas_num,protected_areas_tot_num,protected_areas_indig_protected_area_ha,protected_areas_national_parks_ha,protected_areas_nature_reserves_ha,protected_areas_all_oth_protected_areas_ha,protected_areas_tot_ha,protected_areas_indig_protected_area_pr100,protected_areas_national_parks_pr100,protected_areas_nature_reserves_pr100,protected_areas_all_oth_protected_areas_pr100,protected_areas_tot_pr100,solar_instl_small_scale_solar_panel_sys_instl_num,solar_instl_increase_instl_prev_yr_pr100,solar_instl_solar_water_heater_instl_num,solar_instl_increase_swh_instl_prev_yr_pr100,lga_code18,lga_name18,ogc_fid
2018,17489.7,,,,,,,,,,,,,,,,,,,,55110,Mandurah (C),2141
2017,,,,,,,,,,,,,,,,,13300.0,12.0,6616.0,5.4,55110,Mandurah (C),2142
2016,,,2.0,5.0,2.0,9.0,,4757.0,318.0,9.0,5083.0,,27.2,1.8,0.1,29.1,11877.0,10.8,6279.0,6.5,55110,Mandurah (C),2143
2015,,,,,,,,,,,,,,,,,10719.0,11.4,5895.0,6.6,55110,Mandurah (C),2144
2014,,,,,,,,,,,,,,,,,9622.0,,5531.0,,55110,Mandurah (C),2145
2014,,,,,,,,,,,,,,,,,58.0,,51.0,,56930,Peppermint Grove (S),155
2018,10270390.0,,,,,,,,,,,,,,,,,,,,44000,Maralinga Tjarutja (AC),156
2016,,,2.0,,52.0,54.0,,4152.0,,9139.0,13291.0,,1.2,,2.7,3.9,691.0,10.4,296.0,5.3,25990,Pyrenees (S),328
2015,,,,,,,,,,,,,,,,,626.0,15.3,281.0,4.9,25990,Pyrenees (S),329
2014,,,,,,,,,,,,,,,,,543.0,,268.0,,25990,Pyrenees (S),330
2018,6412101.0,,,,,,,,,,,,,,,,,,,,32250,Carpentaria (S),2146
2017,,,,,,,,,,,,,,,,,8.0,14.3,5.0,,44000,Maralinga Tjarutja (AC),157
2017,,,,,,,,,,,,,,,,,1735.0,17.5,934.0,4.8,51310,Cambridge (T),366
2016,,,,,,,,,,,,,,,,,1476.0,16.0,891.0,4.9,51310,Cambridge (T),367
2015,,,,,,,,,,,,,,,,,1272.0,12.0,849.0,5.9,51310,Cambridge (T),368
2014,,,,,,,,,,,,,,,,,1136.0,,802.0,,51310,Cambridge (T),369
2018,32429.6,,,,,,,,,,,,,,,,,,,,54200,Kalamunda (C),370
2017,,,,,,,,,,,,,,,,,7184.0,12.9,5948.0,5.2,54200,Kalamunda (C),371
2016,,,7.0,3.0,1.0,11.0,,9336.0,51.0,13.0,9400.0,,28.8,0.2,,29.0,6365.0,8.8,5655.0,5.6,54200,Kalamunda (C),372
2015,,,,,,,,,,,,,,,,,5852.0,9.0,5353.0,6.5,54200,Kalamunda (C),373
2014,,,,,,,,,,,,,,,,,5371.0,,5027.0,,54200,Kalamunda (C),374
2018,64320.1,,,,,,,,,,,,,,,,,,,,56090,Mundaring (S),375
2017,,,,,,,,,,,,,,,,,4505.0,11.7,4765.0,6.3,56090,Mundaring (S),376
2016,,,6.0,5.0,3.0,14.0,,8083.0,156.0,89.0,8327.0,,12.6,0.2,0.1,13.0,4034.0,10.4,4483.0,6.8,56090,Mundaring (S),377
2015,,,,,,,,,,,,,,,,,3654.0,10.7,4198.0,7.0,56090,Mundaring (S),378
2014,,,,,,,,,,,,,,,,,3302.0,,3924.0,,56090,Mundaring (S),379
2018,1964.5,,,,,,,,,,,,,,,,,,,,56580,Nedlands (C),380
2017,,,,,,,,,,,,,,,,,1337.0,20.6,688.0,5.2,56580,Nedlands (C),381
2016,,,,,,,,,,,,,,,,,1109.0,15.3,654.0,4.6,56580,Nedlands (C),382
2015,,,,,,,,,,,,,,,,,962.0,12.8,625.0,6.8,56580,Nedlands (C),383
2014,,,,,,,,,,,,,,,,,853.0,,585.0,,56580,Nedlands (C),384
2018,1371.9,,,,,,,,,,,,,,,,,,,,57080,Perth (C),385
2017,,,,,,,,,,,,,,,,,626.0,25.7,244.0,4.3,57080,Perth (C),386
2016,,,,,,,,,,,,,,,,,498.0,21.2,234.0,5.4,57080,Perth (C),387
2015,,,,,,,,,,,,,,,,,411.0,12.0,222.0,8.3,57080,Perth (C),388
2014,,,,,,,,,,,,,,,,,367.0,,205.0,,57080,Perth (C),389
2017,,,,,,,,,,,,,,,,,125.0,38.9,36.0,5.9,32250,Carpentaria (S),2147
2016,,,4.0,,3.0,7.0,,144804.0,,244896.0,389699.0,,2.3,,3.8,6.1,90.0,38.5,34.0,,32250,Carpentaria (S),2148
2015,,,,,,,,,,,,,,,,,65.0,20.4,34.0,,32250,Carpentaria (S),2149
2014,,,,,,,,,,,,,,,,,54.0,,34.0,,32250,Carpentaria (S),2150
2018,95813.2,,,,,,,,,,,,,,,,,,,,34590,Logan (C),2151
2017,,,,,,,,,,,,,,,,,39565.0,7.6,13986.0,3.8,34590,Logan (C),2152
2016,,,1.0,,16.0,17.0,,146.0,,2224.0,2370.0,,0.2,,2.3,2.5,36763.0,6.9,13473.0,4.5,34590,Logan (C),2153
2015,,,,,,,,,,,,,,,,,34376.0,9.2,12897.0,6.0,34590,Logan (C),2154
2014,,,,,,,,,,,,,,,,,31486.0,,12164.0,,34590,Logan (C),2155
2016,,1.0,,1.0,1.0,3.0,12.0,,14.0,2134621.0,2134646.0,,,,20.8,20.8,7.0,,5.0,25.0,44000,Maralinga Tjarutja (AC),158
2017,,,,,,,,,,,,,,,,,195.0,3.7,18.0,,45400,Orroroo/Carrieton (DC),411
2018,7791.0,,,,,,,,,,,,,,,,,,,,62810,Hobart (C),2156
2017,,,,,,,,,,,,,,,,,2381.0,6.6,848.0,1.7,62810,Hobart (C),2157
2016,,,1.0,,5.0,6.0,,1722.0,,101.0,1823.0,,22.1,,1.3,23.4,2233.0,6.2,834.0,2.1,62810,Hobart (C),2158
2015,,,,,,,,,,,,,,,,,2102.0,4.7,817.0,1.7,62810,Hobart (C),2159
2014,,,,,,,,,,,,,,,,,2008.0,,803.0,,62810,Hobart (C),2160
2018,128770.4,,,,,,,,,,,,,,,,,,,,14850,Lismore (C),2161
2017,,,,,,,,,,,,,,,,,5462.0,13.2,5244.0,3.2,14850,Lismore (C),2162
2016,,,2.0,6.0,,8.0,,7792.0,1276.0,,9068.0,,6.1,1.0,,7.0,4823.0,5.6,5082.0,3.8,14850,Lismore (C),2163
2015,,,,,,,,,,,,,,,,,4569.0,7.3,4895.0,3.8,14850,Lismore (C),2164
2015,,,,,,,,,,,,,,,,,7.0,16.7,4.0,,44000,Maralinga Tjarutja (AC),159
2016,,,,,3.0,3.0,,,,445.0,445.0,,,,0.1,0.1,188.0,5.6,18.0,,45400,Orroroo/Carrieton (DC),412
2014,,,,,,,,,,,,,,,,,4257.0,,4717.0,,14850,Lismore (C),2165
2018,31191.1,,,,,,,,,,,,,,,,,,,,11500,Campbelltown (C) (NSW),2166
2017,,,,,,,,,,,,,,,,,9222.0,9.2,3841.0,1.1,11500,Campbelltown (C) (NSW),2167
2016,,,2.0,,,2.0,,1189.0,,,1189.0,,3.8,,,3.8,8443.0,6.6,3799.0,1.8,11500,Campbelltown (C) (NSW),2168
2015,,,,,,,,,,,,,,,,,7917.0,9.2,3732.0,1.4,11500,Campbelltown (C) (NSW),2169
2014,,,,,,,,,,,,,,,,,7250.0,,3679.0,,11500,Campbelltown (C) (NSW),2170
2018,4119993.8,,,,,,,,,,,,,,,,,,,,33200,Flinders (S) (Qld),2171
2017,,,,,,,,,,,,,,,,,198.0,18.6,19.0,5.6,33200,Flinders (S) (Qld),2172
2014,,,,,,,,,,,,,,,,,6.0,,4.0,,44000,Maralinga Tjarutja (AC),160
2018,1075376.8,,,,,,,,,,,,,,,,,,,,17950,Warren (A),161
2017,,,,,,,,,,,,,,,,,385.0,14.2,100.0,,17950,Warren (A),162
2016,,,,1.0,,1.0,,,17506.0,,17506.0,,,1.6,,1.6,337.0,14.6,100.0,6.4,17950,Warren (A),163
2015,,,,,,,,,,,,,,,,,294.0,18.1,94.0,2.2,17950,Warren (A),164
2014,,,,,,,,,,,,,,,,,249.0,,92.0,,17950,Warren (A),165
2018,800040.3,,,,,,,,,,,,,,,,,,,,21270,Buloke (S),166
2017,,,,,,,,,,,,,,,,,694.0,15.7,250.0,2.0,21270,Buloke (S),167
2016,,,,,107.0,107.0,,,,17369.0,17369.0,,,,2.2,2.2,600.0,13.0,245.0,2.1,21270,Buloke (S),168
2015,,,,,,,,,,,,,,,,,531.0,11.1,240.0,2.6,21270,Buloke (S),169
2014,,,,,,,,,,,,,,,,,478.0,,234.0,,21270,Buloke (S),170
2018,4989.0,,,,,,,,,,,,,,,,,,,,10500,Bayside (A),171
2017,,,,,,,,,,,,,,,,,2885.0,9.9,936.0,2.9,10500,Bayside (A),172
2016,,,,,,,,,,,,,,,,,2625.0,7.7,910.0,1.7,10500,Bayside (A),173
2015,,,,,,,,,,,,,,,,,2438.0,9.9,895.0,2.2,10500,Bayside (A),174
2014,,,,,,,,,,,,,,,,,2219.0,,876.0,,10500,Bayside (A),175
2018,133370.3,,,,,,,,,,,,,,,,,,,,33430,Gold Coast (C),176
2017,,,,,,,,,,,,,,,,,58198.0,9.7,22279.0,3.6,33430,Gold Coast (C),177
2016,,1.0,7.0,1.0,23.0,32.0,99.0,13061.0,5.0,3087.0,16252.0,0.1,9.8,,2.3,12.2,53032.0,8.1,21512.0,4.0,33430,Gold Coast (C),178
2015,,,,,,,,,,,,,,,,,49059.0,10.0,20691.0,3.9,33430,Gold Coast (C),179
2014,,,,,,,,,,,,,,,,,44615.0,,19914.0,,33430,Gold Coast (C),180
2018,471012.8,,,,,,,,,,,,,,,,,,,,12900,Forbes (A),181
2017,,,,,,,,,,,,,,,,,684.0,10.1,118.0,3.5,12900,Forbes (A),182
2016,,,1.0,2.0,,3.0,,1966.0,646.0,,2612.0,,0.4,0.1,,0.6,621.0,8.9,114.0,1.8,12900,Forbes (A),183
2015,,,,,,,,,,,,,,,,,570.0,20.8,112.0,3.7,12900,Forbes (A),184
2014,,,,,,,,,,,,,,,,,472.0,,108.0,,12900,Forbes (A),185
2016,,,4.0,,3.0,7.0,,97956.0,,37600.0,135556.0,,2.4,,0.9,3.3,167.0,23.7,18.0,5.9,33200,Flinders (S) (Qld),2173
2015,,,,,,,,,,,,,,,,,135.0,33.7,17.0,,33200,Flinders (S) (Qld),2174
2014,,,,,,,,,,,,,,,,,101.0,,17.0,,33200,Flinders (S) (Qld),2175
2018,5983483.5,,,,,,,,,,,,,,,,,,,,32270,Central Highlands (R) (Qld),2176
2017,,,,,,,,,,,,,,,,,2324.0,12.9,1613.0,1.4,32270,Central Highlands (R) (Qld),2177
2016,,,10.0,,24.0,34.0,,308504.0,,174196.0,482699.0,,5.2,,2.9,8.1,2058.0,12.0,1590.0,1.5,32270,Central Highlands (R) (Qld),2178
2015,,,,,,,,,,,,,,,,,1838.0,10.5,1567.0,1.4,32270,Central Highlands (R) (Qld),2179
2014,,,,,,,,,,,,,,,,,1663.0,,1545.0,,32270,Central Highlands (R) (Qld),2180
2018,3160.0,,,,,,,,,,,,,,,,,,,,32330,Cherbourg (S),186
2015,,,,,,,,,,,,,,,,,178.0,5.3,18.0,,45400,Orroroo/Carrieton (DC),413
2018,333979.5,,,,,,,,,,,,,,,,,,,,43360,Kingston (DC) (SA),2181
2017,,,,,,,,,,,,,,,,,110.0,7.8,20.0,5.3,32330,Cherbourg (S),187
2014,,,,,,,,,,,,,,,,,169.0,,18.0,,45400,Orroroo/Carrieton (DC),414
2018,272469.4,,,,,,,,,,,,,,,,,,,,51120,Bruce Rock (S),415
2016,,,,,,,,,,,,,,,,,102.0,4.1,19.0,,32330,Cherbourg (S),188
2017,,,,,,,,,,,,,,,,,143.0,9.2,117.0,1.7,51120,Bruce Rock (S),416
2016,,,,24.0,2.0,26.0,,,5851.0,70.0,5921.0,,,2.2,,2.2,131.0,22.4,115.0,6.5,51120,Bruce Rock (S),417
2015,,,,,,,,,,,,,,,,,107.0,21.6,108.0,4.9,51120,Bruce Rock (S),418
2014,,,,,,,,,,,,,,,,,88.0,,103.0,,51120,Bruce Rock (S),419
2017,,,,,,,,,,,,,,,,,379.0,7.4,66.0,,43360,Kingston (DC) (SA),2182
2016,,,1.0,,45.0,46.0,,8748.0,,20116.0,28864.0,,2.6,,6.0,8.6,353.0,8.0,66.0,3.1,43360,Kingston (DC) (SA),2183
2015,,,,,,,,,,,,,,,,,327.0,8.6,64.0,4.9,43360,Kingston (DC) (SA),2184
2014,,,,,,,,,,,,,,,,,301.0,,61.0,,43360,Kingston (DC) (SA),2185
2018,2434.9,,,,,,,,,,,,,,,,,,,,40910,Campbelltown (C) (SA),2186
2017,,,,,,,,,,,,,,,,,5569.0,9.3,786.0,2.2,40910,Campbelltown (C) (SA),2187
2016,,,,,1.0,1.0,,,,116.0,116.0,,,,4.8,4.8,5097.0,6.1,769.0,3.4,40910,Campbelltown (C) (SA),2188
2015,,,,,,,,,,,,,,,,,4803.0,6.7,744.0,2.5,40910,Campbelltown (C) (SA),2189
2014,,,,,,,,,,,,,,,,,4502.0,,726.0,,40910,Campbelltown (C) (SA),2190
2018,798241.6,,,,,,,,,,,,,,,,,,,,61010,Central Highlands (M) (Tas.),2191
2017,,,,,,,,,,,,,,,,,117.0,9.3,20.0,,61010,Central Highlands (M) (Tas.),2192
2016,,,4.0,7.0,98.0,109.0,,156586.0,1470.0,139136.0,297192.0,,19.6,0.2,17.4,37.2,107.0,10.3,20.0,5.3,61010,Central Highlands (M) (Tas.),2193
2015,,,,,,,,,,,,,,,,,97.0,9.0,19.0,,61010,Central Highlands (M) (Tas.),2194
2014,,,,,,,,,,,,,,,,,89.0,,19.0,,61010,Central Highlands (M) (Tas.),2195
2015,,,,,,,,,,,,,,,,,1102.0,9.3,213.0,7.0,60810,Central Coast (M) (Tas.),2196
2014,,,,,,,,,,,,,,,,,1008.0,,199.0,,60810,Central Coast (M) (Tas.),2197
2018,93308.9,,,,,,,,,,,,,,,,,,,,60810,Central Coast (M) (Tas.),2198
2017,,,,,,,,,,,,,,,,,1336.0,7.5,231.0,5.5,60810,Central Coast (M) (Tas.),2199
2016,,,1.0,1.0,29.0,31.0,,61.0,115.0,9163.0,9339.0,,0.1,0.1,9.8,10.0,1243.0,12.8,219.0,2.8,60810,Central Coast (M) (Tas.),2200
2015,,,,,,,,,,,,,,,,,98.0,8.9,19.0,,32330,Cherbourg (S),189
2015,,,,,,,,,,,,,,,,,16.0,14.3,15.0,,30450,Barcoo (S),433
2014,,,,,,,,,,,,,,,,,14.0,,15.0,,30450,Barcoo (S),434
2018,861.7,,,,,,,,,,,,,,,,,,,,26080,Queenscliffe (B),435
2017,,,,,,,,,,,,,,,,,409.0,20.6,165.0,15.4,26080,Queenscliffe (B),436
2016,,,,,1.0,1.0,,,,4.0,4.0,,,,0.4,0.4,339.0,10.4,143.0,9.2,26080,Queenscliffe (B),437
2015,,,,,,,,,,,,,,,,,307.0,18.5,131.0,15.9,26080,Queenscliffe (B),438
2014,,,,,,,,,,,,,,,,,259.0,,113.0,,26080,Queenscliffe (B),439
2018,671514.2,,,,,,,,,,,,,,,,,,,,42110,Goyder (DC),440
2017,,,,,,,,,,,,,,,,,649.0,8.5,131.0,0.8,42110,Goyder (DC),441
2016,,,,,25.0,25.0,,,,13508.0,13508.0,,,,2.0,2.0,598.0,7.7,130.0,1.6,42110,Goyder (DC),442
2015,,,,,,,,,,,,,,,,,555.0,13.3,128.0,,42110,Goyder (DC),443
2014,,,,,,,,,,,,,,,,,490.0,,128.0,,42110,Goyder (DC),444
2018,176071.0,,,,,,,,,,,,,,,,,,,,46450,Port Pirie City and Dists (M),445
2017,,,,,,,,,,,,,,,,,2709.0,5.1,333.0,1.2,46450,Port Pirie City and Dists (M),446
2016,,,,,6.0,6.0,,,,3327.0,3327.0,,,,1.9,1.9,2577.0,6.8,329.0,2.2,46450,Port Pirie City and Dists (M),447
2015,,,,,,,,,,,,,,,,,2413.0,8.3,322.0,5.9,46450,Port Pirie City and Dists (M),448
2014,,,,,,,,,,,,,,,,,2229.0,,304.0,,46450,Port Pirie City and Dists (M),449
2018,526151.7,,,,,,,,,,,,,,,,,,,,15850,Narromine (A),450
2017,,,,,,,,,,,,,,,,,931.0,10.6,185.0,0.5,15850,Narromine (A),451
2016,,,1.0,,,1.0,,4384.0,,,4384.0,,0.8,,,0.8,842.0,20.6,184.0,1.1,15850,Narromine (A),452
2015,,,,,,,,,,,,,,,,,698.0,15.6,182.0,2.2,15850,Narromine (A),453
2014,,,,,,,,,,,,,,,,,604.0,,178.0,,15850,Narromine (A),454
2018,54209.5,,,,,,,,,,,,,,,,,,,,27260,Wyndham (C),455
2017,,,,,,,,,,,,,,,,,14708.0,9.8,26916.0,13.0,27260,Wyndham (C),456
2016,,,,,3.0,3.0,,,,56.0,56.0,,,,0.1,0.1,13393.0,8.6,23809.0,13.0,27260,Wyndham (C),457
2014,,,,,,,,,,,,,,,,,90.0,,19.0,,32330,Cherbourg (S),190
2018,984175.0,,,,,,,,,,,,,,,,,,,,57420,Ravensthorpe (S),191
2017,,,,,,,,,,,,,,,,,118.0,1.7,108.0,,57420,Ravensthorpe (S),192
2016,,,4.0,13.0,7.0,24.0,,164140.0,29801.0,1138.0,195079.0,,16.7,3.0,0.1,19.8,116.0,11.5,108.0,,57420,Ravensthorpe (S),193
2015,,,,,,,,,,,,,,,,,104.0,1.0,108.0,,57420,Ravensthorpe (S),194
2014,,,,,,,,,,,,,,,,,103.0,,108.0,,57420,Ravensthorpe (S),195
2018,141363.1,,,,,,,,,,,,,,,,,,,,64010,Launceston (C),196
2017,,,,,,,,,,,,,,,,,3376.0,10.5,779.0,3.6,64010,Launceston (C),197
2016,,,,1.0,58.0,59.0,,,108.0,8112.0,8220.0,,,0.1,5.7,5.8,3056.0,10.5,752.0,4.3,64010,Launceston (C),198
2015,,,,,,,,,,,,,,,,,2766.0,8.1,721.0,6.5,64010,Launceston (C),199
2014,,,,,,,,,,,,,,,,,2559.0,,677.0,,64010,Launceston (C),200
2018,182680.7,,,,,,,,,,,,,,,,,,,,40220,Alexandrina (DC),201
2017,,,,,,,,,,,,,,,,,6170.0,7.2,1336.0,2.5,40220,Alexandrina (DC),202
2016,,,2.0,,71.0,73.0,,1793.0,,3574.0,5368.0,,1.0,,2.0,2.9,5757.0,7.8,1304.0,3.2,40220,Alexandrina (DC),203
2015,,,,,,,,,,,,,,,,,5342.0,5.7,1264.0,3.4,40220,Alexandrina (DC),204
2014,,,,,,,,,,,,,,,,,5053.0,,1223.0,,40220,Alexandrina (DC),205
2018,710781.6,,,,,,,,,,,,,,,,,,,,36660,Southern Downs (R),206
2017,,,,,,,,,,,,,,,,,4742.0,8.5,1101.0,3.6,36660,Southern Downs (R),207
2016,,,3.0,,32.0,35.0,,39007.0,,7433.0,46440.0,,5.5,,1.1,6.5,4371.0,5.8,1063.0,3.2,36660,Southern Downs (R),208
2015,,,,,,,,,,,,,,,,,4131.0,6.8,1030.0,3.4,36660,Southern Downs (R),209
2014,,,,,,,,,,,,,,,,,3867.0,,996.0,,36660,Southern Downs (R),210
2018,130765.6,,,,,,,,,,,,,,,,,,,,17550,Tweed (A),211
2017,,,,,,,,,,,,,,,,,12259.0,15.1,7891.0,2.5,17550,Tweed (A),212
2016,,,7.0,14.0,1.0,22.0,,14115.0,5514.0,1680.0,21308.0,,10.8,4.2,1.3,16.3,10647.0,8.3,7700.0,2.8,17550,Tweed (A),213
2015,,,,,,,,,,,,,,,,,9832.0,9.0,7493.0,3.6,17550,Tweed (A),214
2018,1375.2,,,,,,,,,,,,,,,,,,,,42600,Holdfast Bay (C),226
2015,,,,,,,,,,,,,,,,,12329.0,14.7,21068.0,11.8,27260,Wyndham (C),458
2014,,,,,,,,,,,,,,,,,10750.0,,18849.0,,27260,Wyndham (C),459
2018,384385.4,,,,,,,,,,,,,,,,,,,,24250,Mansfield (S),460
2017,,,,,,,,,,,,,,,,,1044.0,14.2,533.0,7.0,24250,Mansfield (S),461
2016,,,6.0,,23.0,29.0,,48764.0,,7805.0,56570.0,,12.7,,2.0,14.7,914.0,11.6,498.0,9.2,24250,Mansfield (S),462
2017,,,,,,,,,,,,,,,,,3937.0,8.8,694.0,5.3,42600,Holdfast Bay (C),227
2015,,,,,,,,,,,,,,,,,819.0,13.3,456.0,8.1,24250,Mansfield (S),463
2014,,,,,,,,,,,,,,,,,723.0,,422.0,,24250,Mansfield (S),464
2018,117374.4,,,,,,,,,,,,,,,,,,,,11800,Coffs Harbour (C),2201
2017,,,,,,,,,,,,,,,,,6321.0,12.9,7346.0,3.2,11800,Coffs Harbour (C),2202
2016,,,,,,,,,,,,,,,,,3617.0,6.7,659.0,2.2,42600,Holdfast Bay (C),228
2017,,,,,,,,,,,,,,,,,3832.0,22.7,2937.0,6.3,57700,Serpentine-Jarrahdale (S),486
2016,,,3.0,9.0,6.0,18.0,,4355.0,1921.0,168.0,6444.0,,4.8,2.1,0.2,7.2,3123.0,20.2,2763.0,9.0,57700,Serpentine-Jarrahdale (S),487
2015,,,,,,,,,,,,,,,,,2599.0,19.7,2536.0,9.8,57700,Serpentine-Jarrahdale (S),488
2014,,,,,,,,,,,,,,,,,2172.0,,2310.0,,57700,Serpentine-Jarrahdale (S),489
2015,,,,,,,,,,,,,,,,,3390.0,5.6,645.0,3.2,42600,Holdfast Bay (C),229
2015,,,,,,,,,,,,,,,,,6584.0,9.3,3595.0,4.9,15900,Newcastle (C),523
2014,,,,,,,,,,,,,,,,,6026.0,,3426.0,,15900,Newcastle (C),524
2018,381786.5,,,,,,,,,,,,,,,,,,,,10470,Bathurst Regional (A),525
2017,,,,,,,,,,,,,,,,,2596.0,11.5,649.0,1.4,10470,Bathurst Regional (A),526
2014,,,,,,,,,,,,,,,,,3211.0,,625.0,,42600,Holdfast Bay (C),230
2018,440085.6,,,,,,,,,,,,,,,,,,,,42750,Kangaroo Island (DC),231
2017,,,,,,,,,,,,,,,,,879.0,7.1,192.0,2.1,42750,Kangaroo Island (DC),232
2016,,,1.0,,152.0,153.0,,34648.0,,116315.0,150963.0,,7.9,,26.4,34.3,821.0,9.9,188.0,1.6,42750,Kangaroo Island (DC),233
2015,,,,,,,,,,,,,,,,,747.0,6.6,185.0,1.6,42750,Kangaroo Island (DC),234
2018,143122.2,,,,,,,,,,,,,,,,,,,,56730,Northam (S),246
2016,,,,4.0,1.0,5.0,,,15037.0,1486.0,16523.0,,,3.9,0.4,4.3,2328.0,10.7,640.0,2.4,10470,Bathurst Regional (A),527
2015,,,,,,,,,,,,,,,,,2103.0,13.2,625.0,3.3,10470,Bathurst Regional (A),528
2014,,,,,,,,,,,,,,,,,1858.0,,605.0,,10470,Bathurst Regional (A),529
2018,205605.5,,,,,,,,,,,,,,,,,,,,70700,Coomalie (S),530
2017,,,,,,,,,,,,,,,,,1243.0,13.0,955.0,6.3,56730,Northam (S),247
2017,,,,,,,,,,,,,,,,,85.0,11.8,95.0,3.3,70700,Coomalie (S),531
2016,,,,,2.0,2.0,,,,11677.0,11677.0,,,,5.7,5.7,76.0,33.3,92.0,2.2,70700,Coomalie (S),532
2015,,,,,,,,,,,,,,,,,57.0,35.7,90.0,3.4,70700,Coomalie (S),533
2014,,,,,,,,,,,,,,,,,42.0,,87.0,,70700,Coomalie (S),534
2016,,,1.0,13.0,,14.0,,2626.0,4061.0,,6687.0,,1.8,2.8,,4.7,1100.0,13.2,898.0,5.6,56730,Northam (S),248
2018,343747.0,,,,,,,,,,,,,,,,,,,,21750,Colac-Otway (S),535
2017,,,,,,,,,,,,,,,,,1541.0,14.6,1177.0,4.5,21750,Colac-Otway (S),536
2016,,,1.0,,29.0,30.0,,73451.0,,2465.0,75916.0,,21.4,,0.7,22.1,1345.0,8.6,1126.0,4.3,21750,Colac-Otway (S),537
2015,,,,,,,,,,,,,,,,,1238.0,10.2,1080.0,5.8,21750,Colac-Otway (S),538
2015,,,,,,,,,,,,,,,,,972.0,13.8,850.0,5.6,56730,Northam (S),249
2014,,,,,,,,,,,,,,,,,1123.0,,1021.0,,21750,Colac-Otway (S),539
2016,,,6.0,9.0,4.0,19.0,,12384.0,1553.0,1629.0,15567.0,,10.6,1.3,1.4,13.3,5601.0,9.8,7115.0,3.8,11800,Coffs Harbour (C),2203
2015,,,,,,,,,,,,,,,,,5101.0,12.2,6857.0,3.0,11800,Coffs Harbour (C),2204
2014,,,,,,,,,,,,,,,,,4548.0,,6659.0,,11800,Coffs Harbour (C),2205
2014,,,,,,,,,,,,,,,,,854.0,,805.0,,56730,Northam (S),250
2018,571.7,,,,,,,,,,,,,,,,,,,,14100,Hunters Hill (A),251
2017,,,,,,,,,,,,,,,,,338.0,19.4,109.0,3.8,14100,Hunters Hill (A),252
2016,,,,,1.0,1.0,,,,5.0,5.0,,,,0.8,0.8,283.0,11.0,105.0,1.9,14100,Hunters Hill (A),253
2015,,,,,,,,,,,,,,,,,255.0,15.4,103.0,4.0,14100,Hunters Hill (A),254
2018,17998460.0,,,,,,,,,,,,,,,,,,,,54970,Laverton (S),261
2018,18521024.0,,,,,,,,,,,,,,,,,,,,73600,Roper Gulf (R),2206
2017,,,,,,,,,,,,,,,,,65.0,20.4,163.0,13.2,73600,Roper Gulf (R),2207
2016,,4.0,3.0,,5.0,12.0,1738918.0,830450.0,,1283183.0,3852551.0,9.4,4.5,,6.9,20.8,54.0,25.6,144.0,5.9,73600,Roper Gulf (R),2208
2015,,,,,,,,,,,,,,,,,43.0,10.3,136.0,1.5,73600,Roper Gulf (R),2209
2014,,,,,,,,,,,,,,,,,39.0,,134.0,,73600,Roper Gulf (R),2210
2018,72010.3,,,,,,,,,,,,,,,,,,,,63610,Kingborough (M),2211
2017,,,,,,,,,,,,,,,,,2657.0,7.0,846.0,2.7,63610,Kingborough (M),2212
2016,,1.0,3.0,3.0,79.0,86.0,13.0,8278.0,168.0,9674.0,18133.0,,11.5,0.2,13.4,25.2,2483.0,8.5,824.0,1.4,63610,Kingborough (M),2213
2015,,,,,,,,,,,,,,,,,2288.0,5.4,813.0,3.2,63610,Kingborough (M),2214
2014,,,,,,,,,,,,,,,,,2171.0,,788.0,,63610,Kingborough (M),2215
2018,8148.3,,,,,,,,,,,,,,,,,,,,24970,Monash (C),2216
2017,,,,,,,,,,,,,,,,,7404.0,7.6,4146.0,12.6,24970,Monash (C),2217
2016,,,,,,,,,,,,,,,,,6882.0,7.2,3683.0,12.5,24970,Monash (C),2218
2015,,,,,,,,,,,,,,,,,6420.0,12.5,3275.0,15.8,24970,Monash (C),2219
2014,,,,,,,,,,,,,,,,,5709.0,,2829.0,,24970,Monash (C),2220
2018,537343.4,,,,,,,,,,,,,,,,,,,,36580,Somerset (R),2221
2017,,,,,,,,,,,,,,,,,4417.0,8.2,1384.0,4.0,36580,Somerset (R),2222
2016,,,8.0,,19.0,27.0,,43307.0,,13515.0,56821.0,,8.1,,2.5,10.6,4081.0,6.6,1331.0,4.3,36580,Somerset (R),2223
2015,,,,,,,,,,,,,,,,,3828.0,9.3,1276.0,4.1,36580,Somerset (R),2224
2014,,,,,,,,,,,,,,,,,3502.0,,1226.0,,36580,Somerset (R),2225
2018,15883.8,,,,,,,,,,,,,,,,,,,,37600,Yarrabah (S),2226
2017,,,,,,,,,,,,,,,,,230.0,17.3,166.0,3.1,37600,Yarrabah (S),2227
2017,,,,,,,,,,,,,,,,,17.0,30.8,28.0,,54970,Laverton (S),262
2016,,1.0,1.0,,2.0,4.0,7.0,14.0,,46.0,68.0,0.1,0.1,,0.3,0.4,196.0,7.1,161.0,2.5,37600,Yarrabah (S),2228
2015,,,,,,,,,,,,,,,,,183.0,8.3,157.0,1.9,37600,Yarrabah (S),2229
