LGA_MAIN11,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
23350,154,139,293,461,488,949,100,111,211,60,67,127,621,666,1287,408,424,832,128,110,238,57,57,114,593,591,1184,26,27,53,14,15,29,68,37,105,58,138,196,0,5,5,166,222,388,23,66,89,14,34,48,3,12,15,39,72,111,0,0,0,79,184,263,5,4,9,15,36,51,0,0,0,20,40,60,571,407,978,2204,2249,4453,Indigo (S)
23430,1354,1214,2568,3211,3130,6341,1636,1511,3147,418,461,879,5265,5102,10367,2414,2220,4634,1253,1201,2454,723,725,1448,4390,4146,8536,442,374,816,202,258,460,546,183,729,425,599,1024,25,12,37,1640,1426,3066,1367,1764,3131,341,475,816,155,194,349,517,868,1385,14,15,29,2394,3316,5710,177,171,348,255,518,773,16,10,26,448,699,1147,4356,4176,8532,19847,20079,39926,Kingston (C)
23670,1297,1106,2403,4425,4164,8589,1149,1139,2288,530,497,1027,6104,5800,11904,3272,3459,6731,1357,1221,2578,856,867,1723,5485,5547,11032,507,496,1003,147,225,372,666,341,1007,441,668,1109,23,17,40,1784,1747,3531,1631,1965,3596,231,391,622,150,226,376,457,693,1150,31,24,55,2500,3299,5799,120,148,268,280,674,954,12,14,26,412,836,1248,3266,3194,6460,20848,21529,42377,Knox (C)
23810,578,486,1064,1986,1933,3919,744,688,1432,196,208,404,2926,2829,5755,1626,1544,3170,527,554,1081,313,329,642,2466,2427,4893,144,226,370,72,146,218,313,256,569,236,396,632,12,6,18,777,1030,1807,328,509,837,114,160,274,49,102,151,158,307,465,8,3,11,657,1081,1738,75,68,143,95,233,328,7,10,17,177,311,488,2557,2622,5179,10138,10786,20924,Latrobe (C)
23940,53,50,103,221,245,466,25,36,61,24,21,45,270,302,572,197,200,397,17,21,38,23,16,39,237,237,474,5,7,12,4,3,7,17,4,21,13,24,37,0,0,0,39,38,77,9,23,32,5,8,13,0,4,4,5,18,23,0,0,0,19,53,72,0,9,9,11,19,30,0,3,3,11,31,42,266,243,509,895,954,1849,Loddon (S)
24130,400,397,797,1373,1273,2646,584,538,1122,177,160,337,2134,1971,4105,793,832,1625,458,458,916,357,378,735,1608,1668,3276,76,76,152,23,31,54,198,72,270,138,184,322,8,3,11,443,366,809,222,332,554,26,93,119,23,52,75,144,283,427,4,4,8,419,764,1183,38,39,77,79,183,262,3,3,6,120,225,345,1058,1078,2136,6182,6469,12651,Macedon Ranges (S)
24210,965,873,1838,2772,2604,5376,1013,940,1953,465,459,924,4250,4003,8253,2051,1917,3968,910,831,1741,1105,1142,2247,4066,3890,7956,336,240,576,116,152,268,346,119,465,265,335,600,14,4,18,1077,850,1927,1967,2164,4131,300,392,692,157,187,344,412,614,1026,27,19,46,2863,3376,6239,107,111,218,223,467,690,6,15,21,336,593,929,2444,2604,5048,16001,16189,32190,Manningham (C)
24250,59,58,117,142,127,269,95,93,188,29,31,60,266,251,517,200,184,384,10,14,24,138,190,328,348,388,736,0,10,10,5,5,10,26,10,36,20,62,82,0,0,0,51,87,138,10,14,24,5,11,16,0,0,0,11,31,42,0,0,0,26,56,82,7,7,14,7,36,43,5,0,5,19,43,62,216,209,425,985,1092,2077,Mansfield (S)
24330,496,534,1030,1386,1282,2668,579,579,1158,156,136,292,2121,1997,4118,902,844,1746,471,502,973,185,182,367,1558,1528,3086,293,260,553,260,249,509,141,89,230,289,300,589,19,11,30,1002,909,1911,1263,1340,2603,614,549,1163,106,117,223,523,675,1198,21,8,29,2527,2689,5216,221,232,453,234,376,610,3,14,17,458,622,1080,3795,2909,6704,11957,11188,23145,Maribyrnong (C)
24410,1027,948,1975,3144,2805,5949,660,631,1291,504,520,1024,4308,3956,8264,2044,1986,4030,699,601,1300,774,795,1569,3517,3382,6899,337,351,688,137,169,306,512,209,721,380,446,826,22,7,29,1388,1182,2570,902,1170,2072,219,322,541,100,161,261,397,623,1020,5,13,18,1623,2289,3912,124,145,269,211,475,686,9,7,16,344,627,971,2258,2532,4790,14465,14916,29381,Maroondah (C)
24600,262,246,508,619,594,1213,151,168,319,184,165,349,954,927,1881,584,488,1072,114,149,263,362,423,785,1060,1060,2120,569,580,1149,312,340,652,98,86,184,274,300,574,9,6,15,1262,1312,2574,6306,7593,13899,1688,1776,3464,191,287,478,890,1125,2015,29,36,65,9104,10817,19921,290,408,698,267,461,728,6,6,12,563,875,1438,6207,5112,11319,19412,20349,39761,Melbourne (C)
24650,1202,1148,2350,3545,3250,6795,1304,1299,2603,629,617,1246,5478,5166,10644,2378,2345,4723,723,823,1546,598,578,1176,3699,3746,7445,298,258,556,99,149,248,388,167,555,267,384,651,25,8,33,1077,966,2043,621,915,1536,154,271,425,81,143,224,281,517,798,9,15,24,1146,1861,3007,101,181,282,233,498,731,6,11,17,340,690,1030,4321,3918,8239,17263,17495,34758,Melton (S)
24780,489,421,910,1634,1525,3159,380,389,769,167,177,344,2181,2091,4272,1529,1411,2940,311,350,661,103,105,208,1943,1866,3809,111,151,262,52,103,155,161,136,297,211,243,454,12,0,12,547,633,1180,90,214,304,33,111,144,20,46,66,88,184,272,0,5,5,231,560,791,53,53,106,78,136,214,0,3,3,131,192,323,1917,2018,3935,7439,7781,15220,Mildura (RC)
24850,331,281,612,1217,1151,2368,381,349,730,67,58,125,1665,1558,3223,809,840,1649,401,433,834,128,123,251,1338,1396,2734,68,88,156,24,57,81,147,74,221,86,186,272,3,6,9,328,411,739,109,176,285,26,66,92,14,32,46,72,151,223,3,3,6,224,428,652,83,38,121,36,119,155,5,4,9,124,161,285,1222,1228,2450,5232,5463,10695,Mitchell (S)
24900,231,204,435,637,567,1204,475,468,943,53,55,108,1165,1090,2255,576,626,1202,279,289,568,73,94,167,928,1009,1937,29,41,70,9,41,50,109,70,179,85,149,234,7,5,12,239,306,545,27,55,82,11,39,50,12,24,36,38,87,125,3,3,6,91,208,299,24,41,65,32,82,114,3,3,6,59,126,185,1091,1065,2156,3804,4008,7812,Moira (S)
24970,1300,1230,2530,4024,3610,7634,1232,1285,2517,497,552,1049,5753,5447,11200,3229,2792,6021,1134,1216,2350,1138,1109,2247,5501,5117,10618,748,519,1267,439,503,942,358,160,518,445,669,1114,23,21,44,2013,1872,3885,5360,5277,10637,1299,1093,2392,272,288,560,768,927,1695,59,54,113,7758,7639,15397,305,250,555,350,593,943,9,9,18,664,852,1516,4565,4291,8856,27554,26448,54002,Monash (C)
25060,850,803,1653,1729,1481,3210,1699,1673,3372,410,563,973,3838,3717,7555,1414,1262,2676,1120,1154,2274,626,703,1329,3160,3119,6279,304,275,579,173,214,387,297,129,426,301,352,653,16,6,22,1091,976,2067,1483,1876,3359,445,506,951,142,183,325,489,803,1292,14,16,30,2573,3384,5957,149,175,324,213,404,617,6,16,22,368,595,963,3586,3673,7259,15466,16267,31733,Moonee Valley (C)
25150,243,223,466,933,858,1791,243,235,478,142,125,267,1318,1218,2536,526,526,1052,320,312,632,268,284,552,1114,1122,2236,51,49,100,12,16,28,117,41,158,63,96,159,3,0,3,246,202,448,148,226,374,29,75,104,19,23,42,62,179,241,3,3,6,261,506,767,22,39,61,36,127,163,6,0,6,64,166,230,901,789,1690,4147,4226,8373,Moorabool (S)
25250,1176,1095,2271,2728,2411,5139,1416,1468,2884,453,520,973,4597,4399,8996,1947,1922,3869,921,953,1874,473,514,987,3341,3389,6730,583,457,1040,405,373,778,387,185,572,535,634,1169,26,22,48,1936,1671,3607,1967,2433,4400,1221,1362,2583,202,290,492,889,1515,2404,34,30,64,4313,5630,9943,384,285,669,362,613,975,19,16,35,765,914,1679,5857,5350,11207,21985,22448,44433,Moreland (C)
25340,1312,1223,2535,4522,4089,8611,816,789,1605,720,768,1488,6058,5646,11704,2502,2374,4876,902,882,1784,1144,1316,2460,4548,4572,9120,308,268,576,70,158,228,659,275,934,424,719,1143,24,13,37,1485,1433,2918,615,894,1509,116,274,390,70,126,196,290,610,900,13,10,23,1104,1914,3018,193,121,314,200,503,703,3,9,12,396,633,1029,4714,5423,10137,19617,20844,40461,Mornington Peninsula (S)
25430,135,128,263,482,460,942,73,70,143,97,81,178,652,611,1263,379,342,721,56,63,119,141,141,282,576,546,1122,17,28,45,8,28,36,49,32,81,56,134,190,5,3,8,135,225,360,40,63,103,28,64,92,3,8,11,57,129,186,4,0,4,132,264,396,13,14,27,26,76,102,3,0,3,42,90,132,1013,732,1745,2685,2596,5281,Mount Alexander (S)
25490,148,159,307,493,485,978,177,209,386,38,62,100,708,756,1464,389,381,770,170,188,358,43,33,76,602,602,1204,18,31,49,7,16,23,53,35,88,51,93,144,4,5,9,133,180,313,33,83,116,7,39,46,7,11,18,27,70,97,3,0,3,77,203,280,11,8,19,19,40,59,3,0,3,33,48,81,471,498,969,2172,2446,4618,Moyne (S)
25620,117,109,226,359,330,689,101,92,193,23,16,39,483,438,921,319,344,663,30,31,61,19,40,59,368,415,783,10,23,33,3,17,20,60,20,80,31,79,110,3,0,3,107,139,246,25,53,78,4,18,22,3,7,10,27,54,81,0,3,3,59,135,194,11,11,22,24,54,78,0,0,0,35,65,100,492,445,937,1661,1746,3407,Murrindindi (S)
25710,646,651,1297,2202,2048,4250,532,493,1025,288,257,545,3022,2798,5820,1565,1416,2981,548,668,1216,583,574,1157,2696,2658,5354,212,176,388,29,58,87,381,123,504,187,219,406,3,10,13,812,586,1398,745,945,1690,107,179,286,63,108,171,235,398,633,0,6,6,1150,1636,2786,40,58,98,108,278,386,3,3,6,151,339,490,1231,1243,2474,9708,9911,19619,Nillumbik (S)
22310,1372,1214,2586,2914,2677,5591,914,918,1832,1277,1260,2537,5105,4855,9960,1663,1308,2971,789,907,1696,1583,1568,3151,4035,3783,7818,398,295,693,218,270,488,244,118,362,322,477,799,18,11,29,1200,1171,2371,2312,2602,4914,696,719,1415,163,224,387,664,1055,1719,24,19,43,3859,4619,8478,212,164,376,280,488,768,7,15,22,499,667,1166,3791,3794,7585,19861,20103,39964,Glen Eira (C)
25810,85,65,150,415,403,818,57,55,112,3,3,6,475,461,936,313,303,616,71,72,143,20,10,30,404,385,789,8,15,23,3,9,12,28,26,54,27,49,76,3,0,3,69,99,168,11,23,34,7,18,25,4,11,15,19,50,69,0,0,0,41,102,143,10,7,17,21,30,51,3,3,6,34,40,74,371,356,727,1479,1508,2987,Northern Grampians (S)
25900,591,565,1156,1162,1112,2274,249,215,464,435,461,896,1846,1788,3634,364,315,679,219,262,481,594,544,1138,1177,1121,2298,160,182,342,174,184,358,86,102,188,332,432,764,7,5,12,759,905,1664,962,1217,2179,570,737,1307,120,151,271,876,1282,2158,12,6,18,2540,3393,5933,149,147,296,245,463,708,3,10,13,397,620,1017,4440,3707,8147,11750,12099,23849,Port Phillip (C)
25990,58,43,101,229,218,447,15,13,28,9,6,15,253,237,490,142,146,288,43,46,89,37,32,69,222,224,446,5,0,5,3,10,13,22,6,28,6,28,34,0,0,0,36,44,80,10,22,32,8,16,24,0,6,6,20,36,56,0,0,0,38,80,118,0,7,7,9,20,29,0,0,0,9,27,36,327,196,523,943,851,1794,Pyrenees (S)
26080,21,22,43,49,58,107,31,26,57,12,4,16,92,88,180,29,32,61,24,20,44,39,32,71,92,84,176,3,3,6,0,5,5,3,0,3,8,16,24,0,0,0,14,24,38,14,23,37,4,10,14,3,3,6,9,19,28,0,0,0,30,55,85,0,3,3,5,7,12,0,0,0,5,10,15,90,102,192,344,385,729,Queenscliffe (B)
26170,212,233,445,944,895,1839,117,119,236,55,63,118,1116,1077,2193,688,751,1439,165,169,334,57,73,130,910,993,1903,24,38,62,7,34,41,93,77,170,73,151,224,0,5,5,197,305,502,28,83,111,13,48,61,9,17,26,34,112,146,0,3,3,84,263,347,25,25,50,29,62,91,0,0,0,54,87,141,802,755,1557,3375,3713,7088,South Gippsland (S)
26260,161,142,303,438,400,838,117,125,242,131,116,247,686,641,1327,276,303,579,197,209,406,139,132,271,612,644,1256,24,24,48,5,19,24,69,50,119,41,104,145,0,4,4,139,201,340,16,38,54,12,26,38,8,5,13,36,79,115,0,0,0,72,148,220,15,22,37,28,43,71,0,0,0,43,65,108,410,408,818,2123,2249,4372,Southern Grampians (S)
26350,709,675,1384,1283,1242,2525,463,475,938,868,880,1748,2614,2597,5211,323,288,611,480,432,912,1253,1358,2611,2056,2078,4134,237,230,467,146,177,323,97,75,172,240,299,539,5,7,12,725,788,1513,2013,2373,4386,672,750,1422,182,229,411,733,1013,1746,19,20,39,3619,4385,8004,78,130,208,192,347,539,12,14,26,282,491,773,3638,3440,7078,13643,14454,28097,Stonnington (C)
26430,86,77,163,224,215,439,82,75,157,6,7,13,312,297,609,192,176,368,53,39,92,26,31,57,271,246,517,6,8,14,0,6,6,27,17,44,20,63,83,0,0,0,53,94,147,10,15,25,3,4,7,3,0,3,25,44,69,0,0,0,41,63,104,7,7,14,15,35,50,0,0,0,22,42,64,331,329,660,1116,1148,2264,Strathbogie (S)
26490,260,265,525,953,851,1804,210,208,418,114,100,214,1277,1159,2436,462,393,855,157,208,365,305,239,544,924,840,1764,42,53,95,23,32,55,91,34,125,87,128,215,3,0,3,246,247,493,157,210,367,30,87,117,13,29,42,80,146,226,5,4,9,285,476,761,24,18,42,43,78,121,0,0,0,67,96,163,768,738,1506,3827,3821,7648,Surf Coast (S)
26610,176,166,342,586,511,1097,253,258,511,32,42,74,871,811,1682,514,497,1011,166,189,355,17,14,31,697,700,1397,21,20,41,20,30,50,74,65,139,76,115,191,0,3,3,191,233,424,20,47,67,7,24,31,5,17,22,29,54,83,0,0,0,61,142,203,15,20,35,36,46,82,0,0,0,51,66,117,849,817,1666,2896,2935,5831,Swan Hill (RC)
26670,47,37,84,160,172,332,65,55,120,11,18,29,236,245,481,196,177,373,33,40,73,12,9,21,241,226,467,7,13,20,5,5,10,16,17,33,22,54,76,0,0,0,50,89,139,3,15,18,3,13,16,4,0,4,10,27,37,0,0,0,20,55,75,0,9,9,9,18,27,0,0,0,9,27,36,133,139,272,736,818,1554,Towong (S)
26700,192,195,387,668,636,1304,401,400,801,61,66,127,1130,1102,2232,478,519,997,376,383,759,59,65,124,913,967,1880,67,72,139,25,55,80,106,82,188,89,177,266,9,0,9,296,386,682,33,97,130,20,34,54,10,17,27,60,135,195,0,3,3,123,286,409,20,13,33,27,75,102,0,0,0,47,88,135,756,806,1562,3457,3830,7287,Wangaratta (RC)
26730,217,211,428,794,687,1481,480,535,1015,71,72,143,1345,1294,2639,710,653,1363,386,378,764,70,56,126,1166,1087,2253,67,119,186,23,85,108,133,85,218,152,240,392,8,11,19,383,540,923,206,372,578,60,122,182,12,44,56,56,143,199,3,0,3,337,681,1018,17,28,45,43,83,126,4,0,4,64,111,175,1148,1164,2312,4660,5088,9748,Warrnambool (C)
26810,306,333,639,1155,1030,2185,419,411,830,122,144,266,1696,1585,3281,814,767,1581,445,445,890,214,218,432,1473,1430,2903,66,81,147,13,67,80,171,103,274,108,225,333,5,5,10,363,481,844,50,147,197,16,73,89,25,27,52,78,181,259,3,5,8,172,433,605,36,35,71,50,83,133,3,7,10,89,125,214,2173,1324,3497,6272,5711,11983,Wellington (S)
26890,29,30,59,141,162,303,18,22,40,3,5,8,162,189,351,135,128,263,9,4,13,3,4,7,147,136,283,4,3,7,0,4,4,8,5,13,7,18,25,0,0,0,19,30,49,8,9,17,0,3,3,3,5,8,5,26,31,0,0,0,16,43,59,3,3,6,3,6,9,0,0,0,6,9,15,126,122,248,505,559,1064,West Wimmera (S)
26980,1502,1413,2915,4278,3730,8008,1152,1190,2342,456,592,1048,5886,5512,11398,2673,2563,5236,927,966,1893,1074,1246,2320,4674,4775,9449,608,467,1075,283,362,645,390,170,560,450,543,993,16,10,26,1747,1552,3299,3321,3859,7180,976,891,1867,237,290,527,751,1096,1847,30,22,52,5315,6158,11473,194,235,429,343,664,1007,9,14,23,546,913,1459,3956,4029,7985,23626,24352,47978,Whitehorse (C)
27070,1438,1301,2739,4225,4016,8241,1832,1772,3604,413,418,831,6470,6206,12676,3073,3072,6145,1597,1593,3190,460,466,926,5130,5131,10261,514,468,982,196,332,528,566,262,828,405,545,950,37,13,50,1718,1620,3338,1438,1822,3260,423,508,931,144,230,374,384,655,1039,18,17,35,2407,3232,5639,219,287,506,290,620,910,5,28,33,514,935,1449,5252,5052,10304,22929,23477,46406,Whittlesea (C)
27170,369,347,716,1056,939,1995,398,419,817,207,236,443,1661,1594,3255,728,691,1419,395,434,829,93,126,219,1216,1251,2467,206,128,334,76,103,179,205,134,339,225,357,582,6,4,10,718,726,1444,147,297,444,47,107,154,32,59,91,111,206,317,5,0,5,342,669,1011,172,51,223,52,128,180,3,4,7,227,183,410,1047,908,1955,5580,5678,11258,Wodonga (RC)
27260,1546,1427,2973,4858,4402,9260,1814,1879,3693,891,919,1810,7563,7200,14763,3116,2936,6052,1557,1779,3336,792,751,1543,5465,5466,10931,428,419,847,230,267,497,536,283,819,459,648,1107,28,15,43,1681,1632,3313,1158,1521,2679,396,584,980,131,244,375,589,926,1515,19,21,40,2293,3296,5589,370,408,778,382,965,1347,13,27,40,765,1400,2165,6159,5323,11482,25472,25744,51216,Wyndham (C)
27350,421,432,853,1123,1039,2162,298,308,606,130,168,298,1551,1515,3066,558,622,1180,237,236,473,239,283,522,1034,1141,2175,222,203,425,184,302,486,98,73,171,284,369,653,7,10,17,795,957,1752,1138,1441,2579,764,944,1708,110,171,281,869,1346,2215,15,21,36,2896,3923,6819,94,177,271,215,344,559,5,5,10,314,526,840,3419,3038,6457,10430,11532,21962,Yarra (C)
27450,1462,1357,2819,4817,4497,9314,809,900,1709,755,715,1470,6381,6112,12493,3216,3228,6444,990,1088,2078,1075,1123,2198,5281,5439,10720,416,437,853,106,203,309,907,368,1275,514,720,1234,22,16,38,1965,1744,3709,856,1269,2125,189,381,570,118,195,313,395,884,1279,3,5,8,1561,2734,4295,117,177,294,286,725,1011,13,11,24,416,913,1329,3878,3796,7674,20944,22095,43039,Yarra Ranges (S)
27630,58,47,105,218,188,406,49,50,99,4,0,4,271,238,509,232,259,491,6,0,6,3,0,3,241,259,500,9,3,12,0,5,5,21,6,27,3,19,22,0,0,0,33,33,66,7,24,31,3,11,14,4,6,10,10,36,46,0,0,0,24,77,101,9,12,21,12,18,30,0,0,0,21,30,51,241,250,491,889,934,1823,Yarriambiack (S)
29399,3,3,6,17,19,36,3,3,6,3,5,8,23,27,50,10,5,15,4,0,4,0,0,0,14,5,19,3,0,3,3,0,3,0,0,0,0,5,5,3,0,3,9,5,14,3,0,3,0,3,3,0,0,0,4,6,10,0,0,0,7,9,16,0,3,3,0,0,0,0,0,0,0,3,3,56,41,97,112,93,205,Unincorporated Vic
29499,39,29,68,117,113,230,8,13,21,14,12,26,139,138,277,64,61,125,3,7,10,7,9,16,74,77,151,22,36,58,23,26,49,29,25,54,15,21,36,3,3,6,92,111,203,70,120,190,55,63,118,3,10,13,22,47,69,3,0,3,153,240,393,26,33,59,15,31,46,3,3,6,44,67,111,1185,651,1836,1726,1313,3039,
30250,22,17,39,97,85,182,0,4,4,0,3,3,97,92,189,23,28,51,0,0,0,0,3,3,23,31,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,4,3,7,3,3,6,0,0,0,0,0,0,3,3,6,29,20,49,178,166,344,Aurukun (S)
30300,24,44,68,145,143,288,107,99,206,3,5,8,255,247,502,95,97,192,0,11,11,8,9,17,103,117,220,0,3,3,0,4,4,7,5,12,9,26,35,0,0,0,16,38,54,5,6,11,4,3,7,0,7,7,6,15,21,0,0,0,15,31,46,3,3,6,3,6,9,0,3,3,6,12,18,228,169,397,647,658,1305,Balonne (S)
30370,75,76,151,545,497,1042,143,142,285,114,93,207,802,732,1534,337,395,732,6,3,9,9,18,27,352,416,768,3,3,6,0,7,7,42,39,81,85,106,191,0,0,0,130,155,285,8,26,34,6,11,17,12,18,30,32,69,101,0,0,0,58,124,182,3,3,6,18,22,40,3,0,3,24,25,49,488,395,883,1929,1923,3852,Banana (S)
30410,15,25,40,123,148,271,20,16,36,4,0,4,147,164,311,75,63,138,0,0,0,0,5,5,75,68,143,3,0,3,0,3,3,7,10,17,3,15,18,0,0,0,13,28,41,3,5,8,3,3,6,0,7,7,4,11,15,3,0,3,13,26,39,5,0,5,3,6,9,0,0,0,8,6,14,118,106,224,389,423,812,Barcaldine (R)
30450,0,0,0,10,20,30,0,0,0,0,0,0,10,20,30,5,5,10,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,4,4,0,0,0,0,4,4,17,6,23,32,38,70,Barcoo (S)
30760,4,15,19,65,64,129,27,25,52,0,0,0,92,89,181,42,42,84,0,7,7,0,0,0,42,49,91,3,0,3,0,3,3,0,3,3,3,10,13,0,0,0,6,16,22,4,0,4,0,3,3,0,4,4,0,9,9,0,0,0,4,16,20,0,3,3,0,3,3,0,0,0,0,6,6,76,67,143,224,258,482,Blackall Tambo (R)
31950,3,0,3,15,13,28,0,0,0,0,0,0,15,13,28,0,0,0,7,0,7,0,3,3,7,3,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,68,43,111,93,71,164,Burke (S)
32070,878,868,1746,4403,4041,8444,2021,2010,4031,649,643,1292,7073,6694,13767,3056,3053,6109,1283,1197,2480,449,429,878,4788,4679,9467,156,153,309,172,341,513,252,271,523,448,998,1446,22,19,41,1050,1782,2832,516,928,1444,299,687,986,111,213,324,517,1140,1657,15,11,26,1458,2979,4437,80,141,221,256,546,802,5,12,17,341,699,1040,7895,7076,14971,23483,24777,48260,Cairns (R)
32250,10,12,22,69,59,128,3,4,7,12,7,19,84,70,154,14,18,32,5,0,5,4,3,7,23,21,44,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,10,10,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,6,6,12,0,0,0,3,4,7,0,0,0,3,4,7,165,167,332,291,290,581,Carpentaria (S)
32260,128,90,218,848,786,1634,315,282,597,34,27,61,1197,1095,2292,548,535,1083,234,264,498,25,25,50,807,824,1631,14,13,27,14,21,35,44,56,100,38,148,186,9,3,12,119,241,360,31,47,78,14,36,50,10,20,30,32,96,128,0,0,0,87,199,286,19,26,45,34,97,131,0,4,4,53,127,180,1152,972,2124,3543,3548,7091,Cassowary Coast (R)
32270,209,198,407,1109,992,2101,362,321,683,96,83,179,1567,1396,2963,505,469,974,249,227,476,26,46,72,780,742,1522,44,40,84,6,12,18,87,67,154,80,145,225,0,8,8,217,272,489,15,50,65,14,44,58,19,53,72,87,157,244,0,0,0,135,304,439,8,7,15,36,76,112,4,4,8,48,87,135,1710,1071,2781,4666,4070,8736,Central Highlands (R)
32310,68,66,134,384,357,741,122,116,238,93,84,177,599,557,1156,153,161,314,158,155,313,133,150,283,444,466,910,9,9,18,5,6,11,23,30,53,24,88,112,3,0,3,64,133,197,8,14,22,0,9,9,0,6,6,20,47,67,0,0,0,28,76,104,11,9,20,5,38,43,0,0,0,16,47,63,598,475,1073,1817,1820,3637,Charters Towers (R)
34420,15,15,30,56,78,134,0,0,0,0,0,0,56,78,134,27,11,38,4,0,4,0,0,0,31,11,42,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,117,117,234,Kowanyama (S)
34570,10,9,19,22,31,53,0,0,0,0,0,0,22,31,53,4,16,20,3,0,3,3,5,8,10,21,31,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,11,12,23,59,73,132,Lockhart River (S)
34580,190,181,371,1291,1176,2467,256,238,494,204,187,391,1751,1601,3352,866,842,1708,83,95,178,168,195,363,1117,1132,2249,29,30,59,19,33,52,79,82,161,66,165,231,3,6,9,196,316,512,187,574,761,101,159,260,13,46,59,50,158,208,0,3,3,351,940,1291,25,33,58,43,81,124,3,0,3,71,114,185,1513,1370,2883,5189,5654,10843,Lockyer Valley (R)
