LGA_MAIN11,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot,LGA_NAME11
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kowanyama (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,Lockhart River (S)
34580,0,0,3,3,4,3,0,0,0,3,3,3,9,10,0,41,0,0,3,3,6,12,18,41,12,7,10,7,4,5,0,128,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,10,0,0,0,5,6,0,5,0,0,3,0,0,0,0,0,19,6,47,150,385,240,117,69,63,25,16,17,18,7,3,71,1234,0,3,0,9,19,12,12,7,0,12,0,6,5,3,5,93,0,0,0,0,3,20,3,4,0,3,6,0,7,10,6,62,3,11,18,53,66,65,62,96,53,12,28,50,68,82,52,719,9,95,340,594,569,508,415,375,147,107,172,229,243,231,279,4313,Lockyer Valley (R)
34590,0,0,12,14,51,62,81,70,14,14,6,0,6,0,12,342,0,3,9,34,180,294,453,445,95,91,120,71,20,27,42,1884,0,0,24,167,93,32,102,16,3,3,3,0,0,0,10,453,0,0,5,32,64,62,45,31,6,12,27,7,26,6,16,339,0,0,0,5,14,191,151,87,34,48,43,100,63,30,57,823,0,0,0,11,17,29,24,17,9,12,7,0,3,0,9,138,34,338,1242,4111,3048,2310,1191,958,285,297,213,147,112,43,639,14968,0,8,15,56,89,75,95,99,22,34,30,35,47,18,18,641,0,0,0,0,103,330,179,55,46,32,25,27,29,11,45,882,3,103,333,956,1471,2503,2803,2084,606,845,631,766,801,311,656,14872,63,810,2998,7028,8305,12780,12867,8951,2523,3133,3279,2774,2438,1256,3406,72611,Logan (C)
34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,0,3,8,7,0,0,0,3,3,0,0,55,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,4,0,0,14,0,10,19,27,13,55,34,31,5,17,7,11,13,6,16,264,Longreach (R)
34770,0,0,0,3,7,10,0,3,0,0,0,0,3,0,0,26,0,3,0,11,26,19,97,306,191,139,174,145,62,43,29,1245,0,0,7,13,5,0,6,0,0,0,0,0,0,0,0,31,0,0,0,3,5,3,6,15,10,8,11,16,4,3,0,84,0,0,0,0,6,18,9,34,3,9,11,3,13,3,5,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,103,310,699,429,308,235,176,134,97,113,77,53,69,150,2974,0,3,11,18,26,24,11,32,0,8,12,12,39,9,19,224,0,0,0,0,0,4,5,5,0,0,7,7,10,0,9,47,5,14,84,153,166,160,148,279,101,107,158,131,82,51,69,1708,60,285,882,1353,1360,1440,1253,1475,797,708,975,820,669,545,625,13247,Mackay (R)
34800,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,3,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,10,0,0,3,11,4,9,8,11,3,6,6,3,6,6,3,79,McKinlay (S)
35010,0,0,8,32,73,42,38,59,11,6,10,3,0,0,8,290,6,0,22,68,163,291,704,842,230,270,519,261,136,64,87,3663,0,8,23,55,28,17,34,0,0,0,3,0,0,0,4,172,0,9,35,58,52,66,71,53,21,11,34,24,4,0,12,450,0,0,0,0,18,46,57,76,33,25,25,38,27,13,20,378,0,0,0,11,7,8,10,7,0,0,0,0,0,0,0,43,83,636,2168,5500,3470,2745,1990,2421,924,1085,953,668,496,181,961,24281,0,16,20,121,136,154,211,189,52,44,51,44,56,25,50,1169,0,3,3,0,50,81,53,33,8,6,18,19,20,6,40,340,9,157,411,875,1177,1330,1373,1015,306,356,393,251,260,156,353,8422,171,1332,4475,8709,8436,10746,10100,8662,2821,3427,3776,2571,2083,1297,3102,71708,Moreton Bay (R)
35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mornington (S)
35300,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,10,15,26,17,11,40,23,9,8,8,171,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,4,4,0,3,3,0,4,0,0,25,0,0,0,0,0,6,3,3,0,0,3,5,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,45,136,62,40,29,21,9,13,12,5,13,3,19,419,0,0,3,3,7,3,5,4,4,3,9,0,7,3,0,51,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,11,0,10,42,68,44,39,42,49,42,39,49,37,37,34,32,564,6,40,169,296,237,355,361,310,150,203,297,166,201,155,153,3099,Mount Isa (C)
35600,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,8,3,3,6,0,0,0,4,0,3,4,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,15,38,3,49,7,0,0,0,115,0,3,0,3,0,7,3,0,5,0,3,8,0,5,3,40,0,9,18,23,21,36,32,36,49,3,64,19,13,11,14,348,Murweh (S)
35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Napranum (S)
35760,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,4,0,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,38,67,47,10,9,4,0,3,3,0,3,0,18,215,0,0,0,0,9,0,3,3,0,0,0,0,0,3,0,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,7,15,22,27,14,3,4,3,10,4,10,23,15,160,4,18,79,117,114,99,95,47,15,27,33,31,53,43,57,832,North Burnett (R)
35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,10,Northern Peninsula Area (R)
34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mapoon (S)
34860,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,8,3,5,10,12,5,0,0,46,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,48,14,8,7,3,0,12,3,3,3,9,11,144,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,12,7,6,11,8,6,15,5,6,5,0,91,3,17,39,68,64,79,51,62,34,55,87,89,50,49,33,780,Maranoa (R)
35800,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,0,3,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,13,0,0,15,5,15,13,6,6,0,0,3,6,5,3,4,81,Paroo (S)
36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,Pormpuraaw (S)
36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,15,7,10,4,0,0,0,3,0,5,6,61,Quilpie (S)
36250,0,0,5,10,27,9,27,12,0,4,5,3,0,3,3,108,0,0,13,23,78,132,416,523,121,178,226,147,78,42,34,2011,0,3,12,31,12,4,7,0,0,0,0,0,0,0,0,69,0,4,7,9,24,23,24,34,10,4,16,3,13,0,12,183,0,0,0,0,8,18,34,38,3,8,8,9,10,3,7,146,0,0,0,10,5,12,18,8,0,0,0,0,0,0,3,56,56,295,906,2161,1478,1414,1112,1459,482,549,512,348,265,148,459,11644,0,8,12,48,77,67,68,77,19,9,19,18,21,24,18,485,0,0,0,0,32,33,21,16,7,5,0,12,0,0,10,136,6,112,258,400,502,530,508,429,125,86,116,92,67,58,140,3429,103,699,2181,3564,3510,4642,4620,4280,1203,1343,1561,1075,833,531,1262,31407,Redland (C)
36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,12,0,0,9,6,0,6,9,7,0,3,3,0,0,3,4,50,Richmond (S)
36360,0,0,0,0,10,8,0,0,4,3,7,0,0,7,4,43,0,3,6,13,18,37,64,120,37,41,93,50,23,13,9,527,0,3,5,7,3,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,6,4,10,11,10,8,14,20,26,12,5,126,0,0,0,0,4,15,13,20,10,7,9,5,8,3,6,100,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,18,103,356,630,424,272,175,180,39,71,46,36,24,16,143,2533,0,3,0,19,34,25,37,30,4,13,11,10,14,10,14,224,0,0,0,0,7,17,8,48,89,75,32,15,12,4,26,333,0,17,64,119,161,166,141,226,119,117,169,131,162,69,85,1746,34,211,706,1065,1202,1209,998,1088,507,566,677,509,482,301,542,10097,Rockhampton (R)
36510,0,0,0,0,5,5,4,0,0,0,0,3,0,0,0,17,0,0,3,9,19,15,24,28,3,13,17,5,5,0,3,144,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,12,0,0,4,7,0,0,3,0,0,0,3,0,3,0,3,23,0,0,0,0,3,4,8,3,0,0,3,3,3,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,68,205,570,375,272,174,159,37,33,41,41,26,16,115,2147,0,0,3,16,15,27,24,24,6,6,3,0,9,5,4,142,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,9,6,23,45,111,128,92,51,39,8,19,5,8,8,4,34,581,24,152,471,935,899,876,656,457,111,116,128,116,115,56,315,5427,Scenic Rim (R)
36580,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,3,3,8,6,7,6,3,0,3,0,0,0,5,44,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,3,0,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,134,329,164,100,53,56,9,12,12,7,3,3,55,978,0,0,0,5,8,7,8,0,0,5,0,0,0,0,0,33,0,0,0,0,3,20,8,9,0,0,0,0,6,0,4,50,3,6,19,48,44,41,29,18,5,6,8,3,5,3,9,247,8,64,268,504,396,435,248,177,81,42,63,39,74,50,159,2608,Somerset (R)
36630,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,9,10,5,12,19,10,5,14,4,0,3,0,91,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,3,3,0,0,3,0,0,3,3,0,0,0,15,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,181,383,180,97,35,22,16,13,0,4,8,3,66,1079,0,0,3,9,10,15,13,6,0,3,0,3,3,0,4,69,0,0,0,0,0,0,0,7,9,11,3,3,0,0,0,33,0,10,32,63,65,44,24,16,4,0,12,0,3,0,19,292,12,114,382,611,504,419,254,145,59,58,83,43,44,27,152,2907,South Burnett (R)
36660,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,12,0,0,0,4,7,7,9,8,6,10,7,6,0,3,0,67,0,0,3,15,3,3,0,0,0,0,0,0,0,0,3,27,0,0,0,3,0,0,0,0,5,5,0,0,0,0,5,18,0,0,0,0,3,0,4,3,0,0,0,3,0,0,6,19,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,14,67,182,349,195,96,57,34,6,4,11,6,7,0,57,1085,0,0,5,18,18,4,10,8,0,0,0,5,4,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,39,61,70,61,38,21,17,5,8,19,22,13,47,440,31,161,521,646,496,431,293,201,61,44,47,88,89,41,199,3349,Southern Downs (R)
35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palm Island (S)
36710,0,4,6,35,31,43,33,39,8,6,5,4,3,3,15,235,0,0,37,83,208,252,446,526,156,177,222,137,100,49,54,2447,0,12,41,37,10,6,13,0,0,0,0,0,0,0,0,119,0,3,18,36,25,35,15,14,10,13,10,21,8,4,4,216,0,0,0,3,25,32,82,70,29,36,35,36,20,10,20,398,0,0,3,10,3,3,10,4,0,3,3,0,0,0,4,43,146,770,2185,5012,3025,2394,2044,2726,952,1065,949,594,473,209,969,23513,4,10,39,129,191,167,249,254,39,61,79,64,64,44,56,1450,0,3,3,0,16,18,25,18,10,6,16,11,6,8,4,144,22,229,551,968,913,837,782,849,204,242,223,224,236,181,300,6761,264,1585,4933,8373,7452,8192,7748,7464,2118,2625,2574,1966,1672,1122,2692,60780,Sunshine Coast (R)
36810,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,15,0,3,5,7,22,17,16,10,7,8,5,8,3,4,3,118,0,0,7,12,3,0,0,0,0,0,0,0,0,0,3,25,0,0,3,0,3,3,0,0,0,0,0,0,6,0,0,15,0,0,0,3,0,14,13,8,0,3,4,10,0,0,3,58,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,14,108,229,468,272,159,132,80,20,15,16,10,39,8,104,1674,0,0,7,26,48,26,26,7,5,0,3,3,3,0,7,161,0,0,0,0,3,3,3,0,3,3,3,3,0,0,3,24,5,26,105,177,198,134,138,89,23,19,34,35,35,10,58,1086,48,263,1019,1278,933,786,579,346,117,96,147,135,168,75,357,6347,Tablelands (R)
36910,0,0,5,20,17,4,10,25,4,5,6,15,14,10,7,142,0,3,7,21,35,51,139,221,64,53,101,80,21,17,24,837,0,0,5,8,0,4,8,0,0,0,0,0,0,0,0,25,0,0,0,5,7,10,15,31,8,10,25,16,23,4,3,157,0,0,0,0,0,12,12,10,4,10,16,7,6,3,13,93,0,0,0,0,3,3,0,3,0,0,0,0,3,3,3,18,37,212,550,1175,606,375,257,188,82,81,62,67,54,15,189,3950,6,8,4,73,51,45,50,40,9,11,10,8,7,16,13,351,0,0,0,0,11,15,16,4,0,4,10,0,5,5,10,80,12,45,101,219,276,267,300,749,228,194,239,319,294,246,147,3636,74,399,1166,1969,1644,1773,1632,1972,676,645,889,937,751,517,739,15783,Toowoomba (R)
36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,0,6,4,0,0,0,3,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,25,17,9,8,0,6,0,4,0,3,7,82,0,6,8,21,50,36,25,20,3,15,0,13,15,13,19,244,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,3,0,0,0,3,0,15,Torres Strait Island (R)
