lga_name_2016,lga_code_2016,d_21_24_fpt_mpet,d_21_24_fpt_mpulftw,d_21_24_fpt_mpulptw,d_21_24_fpt_mput,d_21_24_fpt_mptlf,d_21_24_fpt_mpnlf,d_21_24_fpt_mplfsns,d_21_24_fpt_t,tdcf_fpeft_mpeft,tdcf_fpeft_mpept,tdcf_fpeft_mpeaw,tdcf_fpeft_mpehns,tdcf_fpeft_mpet,tdcf_fpeft_mpulftw,tdcf_fpeft_mpulptw,tdcf_fpeft_mput,tdcf_fpeft_mptlf,tdcf_fpeft_mpnlf,tdcf_fpeft_mplfsns,tdcf_fpeft_t,tdcf_fpept_mpeft,tdcf_fpept_mpept,tdcf_fpept_mpeaw,tdcf_fpept_mpehns,tdcf_fpept_mpet,tdcf_fpept_mpulftw,tdcf_fpept_mpulptw,tdcf_fpept_mput,tdcf_fpept_mptlf,tdcf_fpept_mpnlf,tdcf_fpept_mplfsns,tdcf_fpept_t,tdcf_fpeaw_mpeft,tdcf_fpeaw_mpept,tdcf_fpeaw_mpeaw,tdcf_fpeaw_mpehns,tdcf_fpeaw_mpet,tdcf_fpeaw_mpulftw,tdcf_fpeaw_mpulptw,tdcf_fpeaw_mput,tdcf_fpeaw_mptlf,tdcf_fpeaw_mpnlf,tdcf_fpeaw_mplfsns,tdcf_fpeaw_t,tdcf_fphns_mpeft,tdcf_fphns_mpept,tdcf_fphns_mpeaw,tdcf_fphns_mpehns,tdcf_fphns_mpet,tdcf_fphns_mpulftw,tdcf_fphns_mpulptw,tdcf_fphns_mput,tdcf_fphns_mptlf,tdcf_fphns_mpnlf,tdcf_fphns_mplfsns,tdcf_fphns_t,tdcf_fpet_mpeft,tdcf_fpet_mpept,tdcf_fpet_mpeaw,tdcf_fpet_mpehns,tdcf_fpet_mpet,tdcf_fpet_mpulftw,tdcf_fpet_mpulptw,tdcf_fpet_mput,tdcf_fpet_mptlf,tdcf_fpet_mpnlf,tdcf_fpet_mplfsns,tdcf_fpet_t,tdcf_fpulftw_mpeft,tdcf_fpulftw_mpept,tdcf_fpulftw_mpeaw,tdcf_fpulftw_mpehns,tdcf_fpulftw_mpet,tdcf_fpulftw_mpulftw,tdcf_fpulftw_mpulptw,tdcf_fpulftw_mput,tdcf_fpulftw_mptlf,tdcf_fpulftw_mpnlf,tdcf_fpulftw_mplfsns,tdcf_fpulftw_t,tdcf_fpulptw_mpeft,tdcf_fpulptw_mpept,tdcf_fpulptw_mpeaw,tdcf_fpulptw_mpehns,tdcf_fpulptw_mpet,tdcf_fpulptw_mpulftw,tdcf_fpulptw_mpulptw,tdcf_fpulptw_mput,tdcf_fpulptw_mptlf,tdcf_fpulptw_mpnlf,tdcf_fpulptw_mplfsns,tdcf_fpulptw_t,tdcf_fput_mpeft,tdcf_fput_mpept,tdcf_fput_mpeaw,tdcf_fput_mpehns,tdcf_fput_mpet,tdcf_fput_mpulftw,tdcf_fput_mpulptw,tdcf_fput_mput,tdcf_fput_mptlf,tdcf_fput_mpnlf,tdcf_fput_mplfsns,tdcf_fput_t,tdcf_fptlf_mpeft,tdcf_fptlf_mpept,tdcf_fptlf_mpeaw,tdcf_fptlf_mpehns,tdcf_fptlf_mpet,tdcf_fptlf_mpulftw,tdcf_fptlf_mpulptw,tdcf_fptlf_mput,tdcf_fptlf_mptlf,tdcf_fptlf_mpnlf,tdcf_fptlf_mplfsns,tdcf_fptlf_t,tdcf_fpnlf_mpeft,tdcf_fpnlf_mpept,tdcf_fpnlf_mpeaw,tdcf_fpnlf_mpehns,tdcf_fpnlf_mpet,tdcf_fpnlf_mpulftw,tdcf_fpnlf_mpulptw,tdcf_fpnlf_mput,tdcf_fpnlf_mptlf,tdcf_fpnlf_mpnlf,tdcf_fpnlf_mplfsns,tdcf_fpnlf_t,tdcf_fplfsns_mpeft,tdcf_fplfsns_mpept,tdcf_fplfsns_mpeaw,tdcf_fplfsns_mpehns,tdcf_fplfsns_mpet,tdcf_fplfsns_mpulftw,tdcf_fplfsns_mpulptw,tdcf_fplfsns_mput,tdcf_fplfsns_mptlf,tdcf_fplfsns_mpnlf,tdcf_fplfsns_mplfsns,tdcf_fplfsns_t,tdcf_fpt_mpeft,tdcf_fpt_mpept,tdcf_fpt_mpeaw,tdcf_fpt_mpehns,tdcf_fpt_mpet,tdcf_fpt_mpulftw,tdcf_fpt_mpulptw,tdcf_fpt_mput,tdcf_fpt_mptlf,tdcf_fpt_mpnlf,tdcf_fpt_mplfsns,tdcf_fpt_t
Marion (C),44060,366,13,11,19,385,73,0,455,2526,422,48,8,3002,82,15,97,3097,186,0,3291,4905,682,81,23,5692,100,24,125,5812,204,0,6023,464,74,82,3,622,16,7,16,637,27,0,661,58,13,3,60,126,0,0,0,126,3,7,139,7955,1188,205,90,9447,188,49,235,9684,422,9,10110,93,16,3,0,114,27,4,31,145,18,0,158,200,31,0,4,238,26,4,28,264,4,0,274,295,45,5,4,347,47,9,62,409,22,0,432,8248,1232,211,99,9794,243,60,300,10092,446,9,10546,1966,365,59,45,2428,116,18,140,2567,711,4,3280,7,0,0,4,20,0,0,0,20,3,23,46,10220,1603,271,150,12238,362,73,437,12672,1158,37,13871
Mid Murray (DC),44210,6,0,0,0,6,0,0,5,162,26,0,3,188,3,3,3,197,16,0,209,305,42,5,3,362,3,0,3,364,21,0,384,10,0,3,0,7,0,0,0,13,0,0,13,3,0,0,3,14,0,0,0,14,0,0,14,483,69,12,15,568,7,3,13,578,34,0,617,3,0,0,0,3,9,0,9,6,0,0,9,11,0,0,0,7,0,0,0,7,0,0,7,12,0,0,0,11,9,0,9,16,0,0,17,489,65,12,15,583,12,3,18,598,37,0,639,190,20,19,6,228,19,0,19,249,47,0,298,0,0,0,0,0,0,0,0,0,0,0,0,676,87,23,17,810,34,3,37,851,83,0,934
Mitcham (C),44340,470,14,3,15,488,47,0,538,2679,369,55,17,3111,79,14,87,3203,151,0,3351,4944,611,77,39,5669,88,7,100,5768,141,4,5911,408,82,73,11,564,5,3,9,576,21,0,599,42,3,0,30,73,0,0,0,73,4,3,77,8075,1060,200,91,9422,172,21,195,9615,318,3,9945,50,18,4,0,73,22,4,27,101,0,0,101,134,20,5,0,164,6,10,15,175,7,0,179,182,45,6,0,232,25,11,38,274,7,0,279,8258,1100,210,91,9657,198,39,236,9893,323,3,10221,1576,241,21,12,1845,53,16,72,1913,205,4,2131,3,6,3,5,15,0,0,0,15,0,4,18,9835,1349,231,108,11520,254,53,300,11825,536,9,12371
Mount Barker (DC),44550,106,0,3,4,107,12,0,121,1201,202,8,20,1432,29,10,37,1463,81,3,1546,2319,319,25,18,2687,40,9,43,2731,87,0,2822,239,22,47,0,310,3,0,3,315,6,0,327,26,0,0,21,49,4,0,4,50,4,0,50,3792,549,83,55,4477,67,16,90,4558,175,4,4743,35,9,7,3,46,9,0,9,58,3,0,57,74,10,0,0,88,4,0,5,92,3,0,98,105,14,8,3,134,18,0,16,145,5,0,156,3897,561,90,58,4602,84,16,105,4707,184,4,4900,1059,179,31,10,1272,21,9,28,1305,116,0,1414,3,3,0,3,5,0,0,0,5,0,5,9,4961,744,118,66,5887,105,24,133,6020,293,11,6325
Mount Gambier (C),44620,14,0,0,0,18,4,0,23,738,71,13,10,820,20,0,21,843,27,0,873,1467,156,20,8,1652,14,3,19,1671,64,3,1734,126,13,10,0,143,3,0,3,150,4,0,154,16,3,0,15,37,0,0,0,37,0,0,37,2343,244,39,27,2653,39,7,50,2704,94,3,2794,36,4,0,0,42,5,0,5,48,5,0,51,44,10,0,0,53,0,0,0,56,0,0,56,78,15,0,0,94,9,0,9,103,5,0,108,2425,255,39,33,2748,46,7,53,2805,103,4,2905,712,122,25,24,875,54,6,62,936,204,3,1139,0,7,0,5,19,0,0,0,19,0,3,26,3129,387,62,62,3644,101,10,117,3755,305,11,4069
Mount Remarkable (DC),44830,0,0,0,0,0,0,0,0,94,8,3,0,109,0,0,0,107,3,0,117,124,16,0,0,143,0,0,0,147,6,3,153,5,3,0,0,11,0,0,0,11,0,0,11,3,0,0,0,4,0,0,0,4,0,0,4,232,29,7,0,266,3,0,3,276,10,3,290,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,6,6,0,0,0,9,0,0,0,9,0,0,9,231,29,5,0,272,4,0,4,283,10,3,297,47,10,3,6,60,0,0,0,60,15,0,84,3,0,0,0,3,0,0,0,3,0,0,3,286,36,9,3,341,4,0,4,344,27,3,379
Murray Bridge (RC),45040,34,0,0,0,34,4,0,37,576,63,15,10,663,16,0,19,684,52,0,734,833,107,20,13,964,15,0,20,984,51,3,1036,53,18,16,0,90,0,0,0,90,0,0,86,12,5,3,5,26,0,0,0,26,3,0,32,1479,196,45,25,1748,35,3,37,1786,104,3,1894,21,6,0,5,37,13,0,13,45,4,0,53,32,12,3,0,43,10,0,10,54,9,0,60,58,20,4,5,77,24,0,24,99,10,0,112,1533,212,54,31,1827,54,3,61,1887,117,3,2006,452,121,13,19,605,42,12,49,650,180,0,838,3,6,0,0,9,0,0,0,9,0,15,25,1991,342,65,52,2448,95,8,108,2552,298,21,2868
Port Adelaide Enfield (C),45890,390,13,7,24,411,143,0,558,3131,580,53,21,3778,129,16,146,3922,284,0,4208,4989,951,52,18,6019,116,25,143,6157,334,6,6502,537,70,81,9,702,13,0,13,715,29,0,742,60,23,3,61,142,6,0,7,146,5,3,157,8717,1627,188,108,10641,260,44,305,10945,653,9,11612,208,53,4,3,272,87,3,92,364,40,8,413,280,64,0,10,361,56,7,63,426,44,0,467,495,122,7,15,631,143,16,155,792,86,8,874,9214,1742,194,125,11274,404,55,462,11737,738,15,12488,2912,817,77,109,3911,278,70,353,4263,1372,8,5641,55,8,0,14,68,6,0,6,78,9,32,124,12175,2563,264,248,15255,693,133,822,16079,2116,54,18247
Port Augusta (C),46090,4,0,0,0,4,0,0,6,287,46,13,7,351,21,3,21,373,28,0,405,522,53,13,3,593,19,0,19,608,33,0,641,47,11,12,3,68,3,0,3,69,0,0,72,3,0,0,11,14,0,0,0,14,0,0,14,863,110,35,24,1026,38,3,41,1072,59,0,1136,12,0,0,0,17,13,0,13,30,0,0,36,17,0,0,0,24,9,3,7,31,4,0,35,31,3,0,3,38,18,3,24,64,9,0,68,891,110,35,34,1064,59,4,64,1132,66,0,1204,235,37,4,6,286,48,0,48,331,88,6,426,0,3,0,0,5,0,0,0,6,0,15,23,1128,147,37,41,1351,108,4,113,1466,156,27,1647
Naracoorte and Lucindale (DC),45090,3,0,0,0,3,0,0,3,268,25,3,0,294,0,0,0,294,3,0,298,609,60,7,12,682,0,0,0,685,5,0,684,30,5,4,3,44,0,0,0,44,6,0,44,0,0,0,16,14,0,0,0,14,0,0,14,907,83,14,27,1031,0,0,0,1028,14,0,1047,7,0,0,0,7,5,0,5,6,0,0,6,9,0,0,0,16,3,4,6,16,4,0,25,13,0,0,0,19,5,4,9,23,4,0,31,920,83,16,27,1048,8,4,11,1057,12,0,1076,250,46,15,19,324,6,0,6,333,45,3,374,0,0,0,0,0,0,0,0,0,0,3,3,1168,134,27,43,1374,14,4,16,1389,55,7,1450
Northern Areas (DC),45120,0,0,0,0,0,0,0,0,105,12,0,0,123,0,0,0,121,0,0,130,322,28,0,9,354,3,0,3,351,11,0,362,36,0,3,0,46,0,0,0,46,6,0,48,4,0,0,3,7,0,0,0,7,0,0,7,472,38,4,10,527,4,0,4,527,20,0,546,0,0,0,0,3,3,0,3,3,0,0,3,3,3,0,0,4,0,0,0,4,0,0,4,0,3,0,0,4,3,0,3,13,0,0,13,474,45,4,10,535,4,0,4,537,20,0,561,109,8,6,0,121,6,0,6,124,31,3,153,0,3,0,0,3,0,0,0,3,0,0,3,579,52,12,10,657,12,0,12,664,48,3,712
Norwood Payneham St Peters (C),45290,176,5,0,4,185,21,0,205,1079,142,7,7,1242,42,9,50,1290,56,0,1341,1854,265,15,12,2151,34,13,44,2195,50,0,2247,150,17,34,0,202,0,0,0,202,6,0,202,13,15,0,9,36,0,0,0,36,3,0,36,3101,436,54,39,3627,81,20,96,3721,110,0,3835,53,23,0,0,80,24,0,24,101,5,0,108,64,19,0,0,84,3,0,9,91,0,0,90,118,48,0,0,160,27,0,26,188,11,0,202,3219,481,58,39,3791,108,21,126,3914,116,0,4031,696,103,12,14,818,34,7,39,855,101,0,952,3,0,0,4,11,0,0,0,11,3,3,22,3915,581,68,54,4614,137,29,168,4786,222,3,5007
Onkaparinga (C),45340,556,14,0,13,564,85,0,652,4585,728,55,31,5397,148,23,177,5575,451,0,6029,9667,1366,185,73,11285,174,39,210,11499,432,12,11945,836,143,133,8,1123,4,0,4,1127,36,0,1166,95,9,11,99,210,0,0,3,212,10,7,228,15183,2240,377,214,18019,338,61,396,18411,930,19,19361,170,24,3,0,196,45,3,47,246,27,0,277,435,62,12,10,517,31,14,48,562,34,0,602,609,83,18,10,722,73,20,90,809,64,0,876,15786,2325,397,229,18732,410,82,487,19223,991,19,20242,4464,778,171,120,5532,301,47,346,5876,901,4,6779,41,5,0,6,45,0,0,0,45,0,68,112,20285,3107,571,350,24316,711,126,835,25152,1893,89,27134
Port Lincoln (C),46300,0,0,0,0,0,0,0,0,308,40,3,3,355,8,3,8,363,21,0,381,819,113,21,7,961,8,0,10,973,24,0,999,51,6,15,0,77,0,0,0,77,0,0,75,19,0,0,4,24,6,0,6,29,3,0,30,1196,165,34,19,1415,23,3,22,1435,51,0,1485,11,0,0,0,13,0,0,0,13,3,0,18,7,3,0,0,14,0,3,3,21,4,0,22,17,3,0,0,29,0,3,3,34,7,0,38,1215,169,41,21,1441,23,6,26,1471,55,4,1525,284,63,5,3,364,23,7,29,390,70,3,463,0,0,0,0,4,0,0,0,4,0,3,8,1504,232,50,21,1808,42,12,56,1866,125,10,1998
Orroroo/Carrieton (DC),45400,0,0,0,0,0,0,0,0,16,6,0,0,24,0,0,0,24,0,0,24,45,12,0,0,59,0,0,0,59,0,0,59,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,4,0,0,0,4,0,0,4,62,18,0,4,86,0,0,0,86,0,0,86,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,62,18,0,4,86,0,0,0,86,3,0,86,21,7,0,0,31,0,0,0,31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,83,31,0,4,116,0,0,0,116,3,0,120
Peterborough (DC),45540,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,0,0,8,33,8,0,0,41,0,3,3,41,14,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,3,0,9,39,13,5,0,57,0,3,3,58,18,0,75,0,0,0,0,0,4,0,4,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,6,39,13,5,0,57,4,3,5,60,18,0,77,11,9,0,6,29,0,0,0,28,21,0,50,0,0,0,0,0,0,0,0,0,0,0,0,52,21,5,8,83,4,3,5,87,38,0,126
Playford (C),45680,193,5,0,8,197,72,0,271,1976,267,34,16,2293,62,13,77,2372,226,0,2596,3244,502,76,26,3846,106,34,145,3989,269,3,4258,378,54,61,6,502,8,4,8,512,30,0,536,36,11,3,56,100,11,0,11,112,12,17,135,5628,844,163,103,6741,187,52,239,6986,530,19,7532,122,37,8,7,179,99,8,105,285,49,0,337,195,29,0,5,229,62,14,75,302,42,3,347,318,64,8,6,403,161,21,182,583,97,3,686,5948,908,177,113,7147,352,73,426,7567,625,22,8215,3069,738,82,147,4033,428,103,530,4566,1863,15,6445,15,8,0,26,48,0,0,0,48,5,58,114,9032,1656,256,289,11233,776,179,954,12190,2499,87,14777
Port Pirie City and Dists (M),46450,5,0,0,0,5,0,0,6,351,52,8,0,404,8,0,13,418,18,0,434,771,87,5,9,871,15,4,21,887,33,0,922,97,23,16,0,133,0,0,3,139,10,0,146,13,0,0,11,25,0,0,0,25,0,0,25,1230,159,34,18,1440,26,3,35,1469,61,0,1534,15,3,0,0,22,8,0,8,30,4,0,31,39,0,0,0,36,9,0,9,43,3,0,48,55,4,0,0,59,13,0,13,71,10,0,79,1289,164,34,18,1500,41,3,43,1545,73,0,1613,354,59,11,15,444,33,19,53,490,194,0,684,3,5,0,0,7,0,0,0,7,0,9,24,1648,232,47,33,1953,72,22,95,2046,265,9,2321
Prospect (C),46510,121,3,0,9,124,13,0,133,855,102,10,0,965,22,4,26,992,34,0,1025,1398,187,11,9,1603,20,0,20,1623,27,10,1659,116,13,21,0,146,0,0,0,146,0,0,148,6,0,0,4,15,0,7,7,20,0,0,20,2375,302,41,14,2730,41,7,44,2782,66,10,2851,25,5,3,3,35,3,0,3,40,6,0,42,51,10,3,0,62,5,3,4,71,3,0,74,74,13,5,3,99,9,3,7,109,7,0,115,2449,316,43,13,2826,46,12,54,2885,71,10,2965,451,100,15,8,575,38,7,42,612,77,0,692,0,0,0,0,0,0,0,0,0,0,10,6,2905,418,61,19,3401,81,20,99,3503,151,13,3667
Renmark Paringa (DC),46670,12,0,0,0,12,0,0,12,253,40,11,0,302,3,4,4,308,15,0,322,443,48,14,6,515,0,0,0,516,19,0,535,26,0,6,0,31,0,0,0,31,0,0,34,3,0,0,6,9,0,0,0,9,0,0,13,729,93,23,16,862,3,4,6,869,37,0,902,3,3,0,0,8,0,4,0,10,9,0,19,23,4,0,0,24,3,0,3,26,0,0,26,24,7,0,0,33,3,4,7,35,9,0,43,748,100,23,16,889,7,3,13,903,43,0,950,239,33,5,3,284,11,10,24,305,61,3,371,3,0,0,0,3,0,0,0,3,0,0,7,997,138,34,18,1178,22,14,37,1215,107,5,1324
Robe (DC),46860,0,0,0,0,0,0,0,0,52,3,0,0,55,0,0,0,55,0,0,55,58,17,0,0,78,0,0,0,78,5,0,79,4,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,117,16,4,0,136,0,0,0,136,5,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,16,4,0,136,0,0,0,136,5,0,147,23,4,0,0,27,0,0,0,28,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,141,21,4,0,164,0,0,0,167,6,0,173
Roxby Downs (M),46970,0,0,0,0,0,0,0,0,196,8,4,0,213,8,0,8,217,4,0,228,287,19,10,0,314,4,0,4,314,9,0,325,36,0,11,0,47,0,0,0,47,0,0,47,0,0,3,4,10,0,0,0,10,0,0,10,519,32,25,10,577,11,0,11,591,21,0,607,10,3,0,0,13,3,0,3,19,0,0,19,37,0,0,0,37,0,0,0,37,0,0,37,52,3,0,0,50,3,0,3,53,0,0,53,565,29,25,10,631,16,0,16,644,21,0,662,189,11,8,18,221,0,0,0,221,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,753,45,31,22,848,16,0,16,865,18,0,881
Salisbury (C),47140,453,26,7,31,488,194,3,684,3595,547,59,42,4244,135,56,185,4428,363,0,4794,5787,955,89,38,6859,157,31,185,7042,390,12,7446,552,129,98,10,781,16,0,16,797,35,0,829,58,16,0,92,170,5,3,8,180,37,3,214,9988,1642,240,186,12053,307,82,390,12443,822,18,13284,243,76,9,3,335,118,3,120,455,52,0,511,343,116,3,3,469,65,14,74,547,36,0,584,584,190,18,9,804,184,13,199,1002,92,0,1093,10571,1838,257,190,12852,493,100,593,13448,911,18,14381,4531,1110,153,166,5956,475,105,584,6545,2541,31,9115,21,3,0,21,49,0,0,0,49,0,69,117,15125,2949,406,377,18863,976,203,1179,20041,3452,117,23613
Southern Mallee (DC),47290,0,0,0,0,0,0,0,0,50,12,0,0,57,0,0,0,57,0,0,65,156,11,0,9,173,4,0,4,175,0,0,175,11,0,3,0,16,0,0,0,16,0,0,16,0,0,0,5,5,0,0,0,5,0,0,5,219,16,5,15,255,4,0,4,257,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,4,223,16,5,15,255,4,0,4,256,5,0,264,41,0,0,3,43,0,0,0,43,9,4,62,0,0,0,3,3,0,0,0,3,0,0,3,260,16,5,19,304,4,0,4,306,16,4,325
Streaky Bay (DC),47490,0,0,0,0,0,0,0,0,59,4,0,0,61,5,0,5,68,5,0,71,131,21,0,0,155,0,3,3,155,7,0,162,13,5,5,0,16,0,0,0,16,4,0,25,0,0,0,4,7,0,0,0,7,0,0,7,203,28,5,4,240,5,3,3,245,15,0,258,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,5,6,0,0,6,3,0,0,0,3,5,0,5,6,0,0,6,202,28,5,4,246,5,3,10,256,15,0,266,65,14,4,0,83,0,0,0,87,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,270,40,13,4,326,5,3,10,342,16,0,356
Tatiara (DC),47630,3,0,0,0,3,0,0,3,255,12,0,5,265,0,0,0,267,4,0,275,502,36,0,3,546,0,0,0,546,9,3,561,36,0,15,0,52,0,0,0,52,0,0,52,6,0,0,3,11,0,0,0,11,0,0,11,803,47,18,17,879,0,0,0,881,19,3,902,3,0,0,0,3,3,0,3,4,0,0,3,15,0,0,0,17,0,0,0,17,0,0,17,22,0,0,0,23,3,0,3,23,0,0,21,820,48,18,17,896,0,0,3,904,24,3,922,201,13,13,4,224,4,0,4,232,12,0,248,3,0,0,0,3,0,0,0,3,0,0,4,1017,58,28,18,1123,8,0,10,1131,36,3,1173
Tea Tree Gully (C),47700,437,11,0,11,448,49,0,507,3513,400,67,25,4001,84,21,104,4100,219,0,4319,6644,652,71,58,7427,118,23,132,7567,184,3,7746,533,60,63,7,665,11,0,14,676,8,0,683,55,7,0,37,100,0,0,0,100,3,3,110,10750,1122,206,123,12189,212,44,254,12440,411,9,12861,127,25,8,3,167,22,13,27,192,15,0,205,259,36,5,5,310,14,7,27,333,12,0,341,390,63,12,9,473,35,18,56,527,19,0,552,11136,1180,216,130,12662,246,62,309,12973,434,9,13413,2602,377,51,41,3070,99,16,118,3191,346,14,3548,8,0,0,3,8,0,0,0,8,0,32,42,13745,1555,264,177,15743,347,81,427,16175,779,51,17002
The Coorong (DC),47800,0,0,0,0,0,0,0,0,119,14,0,0,137,0,0,0,137,3,0,140,290,26,6,3,327,0,0,0,330,19,0,345,14,0,3,0,20,0,0,0,20,0,0,20,0,0,0,9,10,0,0,0,10,0,0,10,431,46,11,6,489,0,0,0,491,22,0,514,3,0,0,0,4,0,0,0,4,4,0,14,7,5,0,0,12,0,0,0,11,0,0,11,11,8,0,0,16,0,0,0,15,4,0,23,441,53,11,6,508,0,0,3,513,25,0,537,159,18,0,5,191,12,0,10,197,58,5,259,0,0,0,0,0,0,0,0,0,0,3,3,599,74,11,13,698,11,3,15,712,79,7,799
Tumby Bay (DC),47910,0,0,0,0,0,0,0,0,58,3,3,0,70,0,0,0,70,0,0,71,166,23,0,3,192,0,3,4,191,4,3,195,12,0,4,0,19,0,0,0,19,0,0,19,4,0,0,3,5,0,0,0,5,0,0,5,237,27,13,9,281,0,3,4,284,7,3,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,27,13,9,280,0,3,4,289,7,3,290,73,4,0,0,79,4,0,4,85,3,0,84,0,0,0,0,0,0,0,0,0,0,0,0,313,30,10,11,364,6,3,6,372,4,3,380
Unley (C),47980,270,4,0,5,280,20,0,296,1359,181,5,5,1550,32,10,43,1595,80,0,1678,2456,333,23,3,2821,27,13,41,2856,74,3,2935,196,29,34,0,259,3,0,3,261,9,0,270,14,14,0,20,48,0,3,3,51,0,0,50,4024,560,70,30,4677,60,28,85,4763,165,3,4929,37,8,0,0,44,14,4,19,63,3,0,66,104,8,0,0,118,8,0,8,123,7,0,133,141,14,0,0,157,17,5,23,185,8,0,191,4164,573,71,31,4835,80,35,111,4954,173,3,5123,879,127,7,20,1031,41,4,45,1071,84,0,1153,5,0,0,0,8,0,0,0,8,0,11,11,5042,704,76,53,5877,112,37,155,6026,254,9,6290
Victor Harbor (C),48050,8,0,0,0,8,3,0,15,224,62,0,0,286,8,0,7,290,19,0,310,443,145,8,0,600,18,0,18,614,27,0,642,38,3,10,4,55,4,0,3,63,7,0,66,9,0,0,5,12,0,0,0,12,4,0,16,708,211,21,8,950,26,4,29,978,52,0,1025,5,3,0,0,3,4,0,4,11,0,0,11,22,3,0,3,25,3,0,3,24,9,0,36,19,3,0,3,29,11,0,11,35,9,0,44,726,213,21,13,978,38,4,35,1011,58,0,1071,192,90,19,9,311,9,3,17,321,99,0,421,0,0,0,0,0,0,0,0,0,0,6,8,920,306,42,18,1284,46,6,55,1338,157,6,1498
Wakefield (DC),48130,8,0,0,0,8,0,0,8,149,19,0,0,168,7,0,7,171,15,0,193,424,42,6,0,477,3,0,3,480,23,0,500,26,3,0,0,26,0,0,0,26,5,0,32,0,0,0,3,3,0,0,0,3,3,0,6,595,68,11,3,676,7,0,7,686,42,0,730,3,0,0,0,6,8,0,8,7,0,0,7,14,0,0,0,14,0,0,0,11,3,0,21,14,0,0,0,20,8,0,3,22,3,0,27,617,69,11,3,697,13,0,15,710,46,0,761,236,48,17,9,311,12,0,14,324,49,0,373,3,0,0,0,3,0,0,0,3,0,3,7,854,118,20,13,1007,26,0,27,1037,98,3,1142
Coolgardie (S),51960,0,0,0,0,0,0,0,0,71,3,3,0,83,0,0,0,85,17,0,98,141,10,14,5,168,0,0,0,166,3,4,169,15,0,3,0,20,0,0,0,20,3,0,23,3,0,0,6,6,0,0,0,6,0,0,7,231,16,20,13,280,3,0,3,278,24,4,304,0,0,0,0,0,4,0,4,4,0,0,4,13,0,3,0,13,0,0,0,13,4,0,14,13,0,3,0,13,4,0,4,20,4,0,20,239,16,20,13,290,6,0,6,297,28,4,326,174,9,24,10,212,20,0,20,234,31,0,269,0,0,0,0,0,0,0,0,3,0,0,3,420,29,42,22,502,28,0,28,533,54,7,594
Coorow (S),52030,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,13,24,7,3,0,38,5,0,5,38,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,3,0,52,5,0,5,57,0,0,53,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,38,13,3,0,58,5,0,5,63,0,0,58,17,4,3,0,24,3,0,3,27,16,0,43,0,0,0,0,0,0,0,0,0,0,3,3,56,20,6,3,85,4,0,8,92,20,3,107
West Torrens (C),48410,247,12,0,19,264,34,0,303,1594,264,20,10,1893,53,17,67,1961,104,3,2064,2904,475,48,17,3441,67,12,87,3523,130,0,3658,267,48,48,3,368,5,4,10,378,14,3,393,31,3,0,10,46,0,0,0,47,4,0,50,4791,794,112,45,5747,129,30,161,5906,247,4,6162,48,24,0,0,74,39,0,40,117,0,0,117,140,30,4,5,185,12,0,15,195,10,0,207,190,50,4,8,256,51,4,54,309,10,0,324,4985,844,117,53,6003,181,33,215,6216,262,4,6488,1233,296,45,26,1596,76,25,103,1699,295,4,2000,12,5,0,3,21,0,0,0,21,0,12,36,6231,1145,164,82,7618,263,56,316,7933,561,24,8520
