lga_name_2016,lga_code_2016,vfdif_sa2_nt_indst_nsp,vfdif_sa2_nt_totm,vfdif_sa2_nt_totf,vfdif_sa2_nt_totp,vfdif_sa2_act_indig_m,vfdif_sa2_act_indig_f,vfdif_sa2_act_indig_p,vfdif_sa2_act_nonind_m,vfdif_sa2_act_nonind_f,vfdif_sa2_act_nonind_p,vfdif_sa2_act_indst_nsm,vfdif_sa2_act_indst_nsf,vfdif_sa2_act_indst_nsp,vfdif_sa2_act_totm,vfdif_sa2_act_totf,vfdif_sa2_act_totp,vfdif_sa2_ot_indig_m,vfdif_sa2_ot_indig_f,vfdif_sa2_ot_indig_p,vfdif_sa2_ot_nonind_m,vfdif_sa2_ot_nonind_f,vfdif_sa2_ot_nonind_p,vfdif_sa2_ot_indst_nsm,vfdif_sa2_ot_indst_nsf,vfdif_sa2_ot_indst_nsp,vfdif_sa2_ot_totm,vfdif_sa2_ot_totf,vfdif_sa2_ot_totp,vfdif_sa2_t_indig_m,vfdif_sa2_t_indig_f,vfdif_sa2_t_indig_p,vfdif_sa2_t_nonind_m,vfdif_sa2_t_nonind_f,vfdif_sa2_t_nonind_p,vfdif_sa2_t_indst_nsm,vfdif_sa2_t_indst_nsf,vfdif_sa2_t_indst_nsp,vfdif_sa2_t_totm,vfdif_sa2_t_totf,vfdif_sa2_t_totp,vis_tot_vis_indig_m,vis_tot_vis_indig_f,vis_tot_vis_indig_p,vis_tot_vis_nonind_m,vis_tot_vis_nonind_f,vis_tot_vis_nonind_p,vis_tot_vis_indigstat_nsm,vis_tot_vis_indigstat_nsf,vis_tot_vis_indigstat_nsp,vis_tot_visitors_totm,vis_tot_visitors_totf,vis_tot_visitors_totp,lsah_eng_onl_indig_m,lsah_eng_onl_indig_f,lsah_eng_onl_indig_p,lsah_eng_onl_nonind_m,lsah_eng_onl_nonind_f,lsah_eng_onl_nonind_p,lsah_eng_on_ind_sta_nsm,lsah_eng_on_ind_sta_nsf,lsah_eng_on_ind_sta_nsp,lsah_eng_only_totm,lsah_eng_only_totf,lsah_eng_only_totp,lsah_aus_ind_lang_ind_m,lsah_aus_ind_lang_ind_f,lsah_aus_ind_lang_ind_p,lsah_aus_ind_lan_no_ind_m,lsah_aus_ind_lan_no_ind_f,lsah_aus_ind_lan_no_ind_p,lsh_aus_ind_lan_indst_nsm,lsh_aus_ind_lan_indst_nsf,lsh_aus_ind_lan_indst_nsp,lsh_austn_indig_lang_totm,lsh_austn_indig_lang_totf,lsh_austn_indig_lang_totp,saindl_se_nw_na_in_m,saindl_se_nw_na_in_f,saindl_se_nw_na_in_p,saindl_se_nw_na_no_in_m,saindl_se_nw_na_no_in_f,saindl_se_nw_na_no_in_p,saindl_se_nw_na_in_st_nsm,saindl_se_nw_na_in_st_nsf,saindl_se_nw_na_in_st_nsp,saindl_se_nw_na_totm,saindl_se_nw_na_totf,saindl_se_nw_na_totp,saindl_se_vw_wel_in_m,saindl_se_vw_wel_in_f,saindl_se_vw_wel_in_p,saindl_se_vw_we_no_in_m,saindl_se_vw_we_no_in_f,saindl_se_vw_we_no_in_p,saindl_se_vw_we_i_st_nsm,saindl_se_vw_we_i_st_nsf,saindl_se_vw_we_i_st_nsp,saindl_se_vw_we_totm,saindl_se_vw_we_totf,saindl_se_vw_we_totp,auabrigtrrl_indig_m,auabrigtrrl_indig_f,auabrigtrrl_indig_p,auabrigtrrl_no_ind_m,auabrigtrrl_no_ind_f,auabrigtrrl_no_ind_p,auabrigtrrl_indst_nsm,auabrigtrrl_indst_nsf,auabrigtrrl_indst_nsp,auabrigtrrl_totm,auabrigtrrl_totf,auabrigtrrl_totp,apaei_0_4_ind_m,apaei_0_4_ind_f,apaei_0_4_ind_p,apaei_0_4_no_ind_m,apaei_0_4_no_ind_f,apaei_0_4_no_ind_p,apaei_0_4_in_st_nsm,apaei_0_4_in_st_nsf,apaei_0_4_in_st_nsp,apaei_0_4_totm,apaei_0_4_totf,apaei_0_4_totp,apaei_5_14_ind_m,apaei_5_14_ind_f,apaei_5_14_ind_p,apaei_5_14_no_in_m,apaei_5_14_no_in_f,apaei_5_14_no_in_p,apaei_5_14_in_st_nsm,apaei_5_14_in_st_nsf,apaei_5_14_in_st_nsp,apaei_5_14_totm,apaei_5_14_totf,apaei_5_14_totp,apaei_15_19_ind_m,apaei_15_19_ind_f,apaei_15_19_ind_p,apaei_15_19_no_in_m,apaei_15_19_no_in_f,apaei_15_19_no_in_p,apaei_15_19_i_st_nsm,apaei_15_19_i_st_nsf,apaei_15_19_i_st_nsp,apaei_15_19_totm,apaei_15_19_totf,apaei_15_19_totp,apaei_20_24_ind_m,apaei_20_24_ind_f,apaei_20_24_ind_p,apaei_20_24_no_ind_m,apaei_20_24_no_ind_f,apaei_20_24_no_ind_p,apaei_20_24_in_st_nsm,apaei_20_24_in_st_nsf,apaei_20_24_in_st_nsp,apaei_20_24_totm,apaei_20_24_totf,apaei_20_24_totp,apaei_25ov_ind_m,apaei_25ov_ind_f,apaei_25ov_ind_p,apaei_25ov_no_ind_m,apaei_25ov_no_ind_f,apaei_25ov_no_ind_p,apaei_25ov_in_st_nsm,apaei_25ov_in_st_nsf,apaei_25ov_in_st_nsp,apaei_25ov_totm,apaei_25ov_totf,apaei_25ov_totp,hysc_y12_e_ind_m,hysc_y12_e_ind_f,hysc_y12_e_ind_p,hysc_y12_e_no_in_m,hysc_y12_e_no_in_f,hysc_y12_e_no_in_p,hysc_y12_e_in_st_nsm,hysc_y12_e_in_st_nsf,hysc_y12_e_in_st_nsp,hysc_y12_e_totm,hysc_y12_e_totf,hysc_y12_e_totp,hysc_y11_e_ind_m,hysc_y11_e_ind_f,hysc_y11_e_ind_p,hysc_y11_e_no_in_m,hysc_y11_e_no_in_f,hysc_y11_e_no_in_p,hysc_y11_e_in_s_nsm,hysc_y11_e_in_s_nsf,hysc_y11_e_in_s_nsp,hysc_y11_e_totm,hysc_y11_e_totf,hysc_y11_e_totp,hysc_y10_e_ind_m,hysc_y10_e_ind_f,hysc_y10_e_ind_p,hysc_y10_e_no_in_m
Mount Gambier (C),44620,0,3,6,5,0,0,0,8,0,11,3,0,0,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,22,28,50,568,490,1055,81,52,133,675,565,1238,22,28,49,597,514,1108,81,56,133,692,596,1287,271,286,555,10965,11522,22492,108,112,221,11345,11925,23266,7,8,14,0,0,0,0,0,0,12,8,19,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,0,0,0,0,0,0,12,8,19,9,3,9,0,0,0,0,0,0,9,3,9,3,7,12,136,125,259,5,0,7,143,137,279,78,61,140,1554,1509,3060,19,21,32,1651,1587,3233,25,12,35,523,598,1118,10,3,11,556,616,1170,0,5,7,115,172,285,0,3,3,114,181,300,3,9,16,190,464,654,0,8,8,197,482,671,28,68,93,3061,4006,7069,14,23,40,3104,4101,7197,37,42,82,2289,2252,4538,21,13,36,2347,2316,4659,42,37,83,2026
Mount Remarkable (DC),44830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,80,167,26,26,52,115,105,220,0,4,6,91,83,167,32,26,54,117,104,222,42,43,88,1269,1224,2494,21,13,40,1333,1278,2614,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,9,10,22,0,0,0,10,9,18,16,8,19,122,122,245,0,0,0,140,126,265,0,3,3,60,55,114,0,0,0,57,55,120,0,0,0,8,8,17,0,0,0,8,8,17,0,5,5,8,36,50,0,0,0,8,44,51,7,10,13,294,419,713,3,3,8,303,435,742,3,9,11,325,235,560,3,3,7,329,244,575,3,4,12,247
Murray Bridge (RC),45040,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,38,329,297,630,42,29,69,393,344,741,28,14,44,363,331,692,43,36,75,428,381,809,393,387,778,7898,8270,16168,113,100,214,8399,8759,17158,37,57,88,0,0,3,0,0,0,35,55,91,3,0,3,0,0,0,0,0,0,3,0,3,31,57,86,0,0,3,0,0,0,33,55,89,0,7,8,0,0,0,0,0,0,0,7,8,19,15,29,79,83,164,0,0,3,98,101,197,104,89,190,994,949,1941,23,8,29,1111,1046,2158,33,36,67,386,399,785,12,0,14,435,434,868,0,11,13,91,159,251,0,0,0,95,167,262,3,15,21,140,276,422,0,0,0,149,297,439,65,87,154,2425,2924,5346,23,26,51,2513,3035,5553,61,62,127,1599,1557,3159,19,14,25,1673,1636,3312,62,71,139,1729
Orroroo/Carrieton (DC),45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,45,18,16,32,42,33,81,0,0,0,28,22,55,16,16,32,48,38,86,0,8,12,399,390,791,6,7,10,406,403,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,7,8,50,42,90,0,0,0,53,46,97,0,0,0,15,14,23,0,0,0,15,14,23,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,4,12,12,0,0,0,4,12,12,0,3,3,94,135,232,3,3,3,98,144,243,0,0,0,97,62,158,0,0,0,97,63,161,0,0,0,71
Naracoorte and Lucindale (DC),45090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,184,131,314,24,7,33,210,141,346,6,0,6,197,136,338,22,7,29,224,146,376,57,61,118,3528,3372,6897,44,47,86,3622,3475,7103,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,48,42,93,0,0,3,54,47,95,16,15,24,532,454,995,6,4,8,555,472,1029,8,7,11,157,133,291,0,0,0,163,139,302,0,0,0,22,24,46,0,0,0,22,29,52,0,0,0,46,108,158,0,0,0,46,109,161,3,12,20,1074,1278,2358,13,9,23,1091,1309,2401,10,3,15,738,686,1421,9,12,26,754,707,1459,14,9,29,713
Northern Areas (DC),45120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,76,192,28,9,45,143,87,230,0,0,0,117,79,192,28,9,45,147,93,239,43,35,76,2085,2018,4094,21,19,42,2141,2069,4210,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,45,0,0,0,24,20,43,7,5,11,226,230,459,0,0,3,238,238,471,0,0,4,83,69,151,0,0,0,83,67,151,0,0,0,10,11,19,0,0,0,10,11,19,0,0,0,21,56,74,0,0,0,27,58,77,3,10,12,563,708,1274,3,10,11,571,724,1294,4,4,11,443,356,795,5,6,10,446,368,813,13,7,14,407
Norwood Payneham St Peters (C),45290,4,14,12,29,0,0,0,7,4,7,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,12,4,20,486,495,983,35,45,87,539,549,1087,16,4,22,517,532,1046,35,48,84,576,581,1153,97,99,199,11583,12402,23989,71,86,158,11752,12591,24346,3,6,9,0,0,0,0,0,0,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,4,3,5,3,0,4,0,0,0,0,0,0,3,0,4,0,3,4,182,186,372,3,3,3,186,191,376,27,17,45,1610,1497,3105,11,16,24,1650,1526,3173,8,11,18,898,758,1653,3,4,5,915,776,1683,3,4,7,736,832,1569,4,0,4,742,837,1582,8,3,13,890,1131,2017,9,6,14,905,1142,2045,28,42,75,9223,10139,19365,47,38,80,9300,10216,19516,7,18,26,1701,1705,3406,8,13,17,1718,1737,3452,12,8,25,1227
Onkaparinga (C),45340,0,16,18,35,0,0,0,5,11,11,0,0,0,6,11,17,0,0,0,0,0,0,0,0,0,0,0,0,59,59,120,1879,1824,3703,141,115,250,2083,1999,4077,63,64,129,2012,1964,3979,145,115,261,2223,2147,4366,1175,1265,2437,70502,73006,143509,629,725,1349,72307,74989,147295,27,42,69,3,11,9,0,0,0,36,52,86,0,4,4,0,0,0,0,0,0,0,4,4,25,35,60,3,9,10,0,0,0,29,41,73,12,17,30,0,0,0,0,0,0,13,17,32,32,40,73,816,806,1625,3,11,14,856,860,1721,333,298,626,9537,8972,18506,85,89,174,9947,9356,19311,109,104,215,3772,3809,7579,37,37,68,3913,3957,7869,22,42,63,1354,1671,3022,16,10,25,1383,1719,3105,24,68,93,1796,3288,5082,8,24,29,1832,3378,5206,224,309,530,27455,31751,59197,183,198,382,27859,32250,60111,151,201,354,13983,13097,27082,113,94,212,14248,13394,27642,192,188,381,12290
Peterborough (DC),45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,85,54,137,5,3,7,91,61,155,3,0,3,86,61,149,5,3,7,93,71,164,49,61,108,695,710,1401,16,7,20,754,772,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,0,0,7,5,10,11,20,29,60,48,107,0,0,0,69,67,138,4,0,4,25,21,48,0,0,0,32,28,54,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,14,21,31,0,0,0,12,21,36,3,8,13,146,179,323,4,0,4,149,193,335,4,11,16,126,149,270,3,0,3,132,157,290,5,4,12,169
Playford (C),45680,0,8,10,12,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,80,71,153,1369,1086,2460,202,192,393,1655,1355,3008,89,91,178,1496,1194,2693,204,194,403,1793,1482,3269,1411,1497,2911,34006,34604,68601,369,390,763,35791,36490,72276,39,38,78,7,3,9,0,0,0,43,46,84,4,0,7,0,0,0,0,0,0,4,0,7,36,36,67,7,3,9,0,0,0,38,39,73,4,0,7,0,0,0,0,0,0,4,0,7,58,52,112,561,488,1051,5,3,13,626,546,1175,331,334,660,5386,5132,10519,73,60,137,5791,5527,11322,106,102,213,1966,1945,3907,30,28,55,2100,2074,4175,13,33,44,653,887,1545,3,3,5,670,928,1596,24,64,90,1033,1884,2918,10,15,27,1065,1965,3029,221,295,513,11014,12638,23650,88,89,173,11315,13021,24338,192,230,422,6910,6444,13356,66,49,116,7167,6726,13890,222,243,469,6776
Port Adelaide Enfield (C),45890,6,17,23,47,0,0,0,9,4,15,0,0,0,12,4,14,0,0,0,0,0,0,0,0,0,0,0,0,98,71,167,1604,1401,3008,141,112,250,1844,1578,3425,111,74,183,1756,1519,3272,145,120,264,2004,1713,3717,1107,1267,2369,35518,36411,71928,303,356,656,36930,38027,74953,87,84,173,7,5,10,0,0,0,93,94,180,3,3,7,0,0,0,0,0,0,3,3,7,79,83,161,7,3,6,0,0,0,82,89,170,14,18,33,0,0,3,0,0,0,13,19,34,24,28,49,587,625,1213,3,10,10,616,658,1280,273,287,566,5642,5398,11036,61,34,93,5972,5721,11696,116,94,208,2568,2499,5068,24,26,44,2699,2616,5316,14,24,41,1716,1707,3418,13,8,23,1742,1743,3481,36,63,101,2308,3330,5640,17,22,46,2363,3424,5783,214,274,486,23963,25570,49535,141,124,258,24314,25969,50286,174,226,401,7430,6518,13940,41,55,92,7639,6799,14433,203,216,411,6596
Port Augusta (C),46090,0,3,0,8,0,0,0,0,4,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,108,105,210,450,384,831,131,86,209,682,572,1251,108,116,222,465,393,859,131,86,209,705,586,1293,946,1093,2038,4592,4685,9276,77,89,159,5617,5865,11479,74,77,147,0,0,0,0,0,0,78,77,148,10,4,12,0,0,0,0,0,0,10,4,12,61,72,134,0,0,0,0,0,0,68,72,132,8,19,26,0,0,0,0,0,0,8,19,26,30,42,73,46,46,90,0,5,5,71,92,165,221,217,441,539,496,1036,7,17,29,770,734,1503,55,55,112,162,177,339,6,4,10,221,230,459,5,8,11,34,43,74,0,0,0,43,55,91,14,18,36,56,121,181,0,0,0,71,143,211,91,179,267,1196,1572,2771,11,10,24,1301,1764,3065,156,218,368,1157,975,2135,19,16,33,1330,1208,2536,186,203,386,859
Port Lincoln (C),46300,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,37,439,298,738,78,33,109,541,344,885,32,20,46,468,326,789,80,31,111,575,369,946,346,349,692,5750,5925,11673,55,54,110,6149,6326,12475,11,11,17,0,0,0,0,0,0,11,11,17,0,0,0,0,0,0,0,0,0,0,0,0,11,8,16,0,0,0,0,0,0,11,8,16,3,3,8,0,0,0,0,0,0,3,3,8,10,3,15,76,56,130,0,0,3,87,62,148,82,67,155,713,696,1413,6,15,14,805,775,1577,25,23,51,256,260,518,3,4,4,286,287,573,0,6,9,17,59,82,0,0,0,23,68,92,3,12,15,86,206,292,0,0,5,89,218,313,47,56,100,1672,2188,3863,8,6,18,1731,2256,3980,44,54,102,1194,1142,2339,8,9,21,1255,1203,2458,47,62,112,1129
Port Pirie City and Dists (M),46450,0,3,6,9,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,20,48,579,339,915,82,37,112,681,399,1082,33,29,62,607,370,974,82,37,112,717,434,1155,270,322,595,7286,7497,14781,99,89,187,7656,7904,15561,3,10,10,0,0,0,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,0,0,0,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,12,11,24,71,60,137,0,0,0,80,71,156,79,91,172,885,865,1745,11,7,18,973,961,1937,22,33,55,368,370,739,4,0,4,392,403,801,0,8,8,39,85,125,0,0,0,39,88,126,0,10,10,94,201,299,0,3,3,94,217,308,25,41,63,1832,2266,4091,15,15,34,1872,2318,4188,31,43,70,1636,1502,3137,12,12,24,1674,1557,3233,48,59,107,1441
Prospect (C),46510,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,12,224,228,454,14,4,24,247,244,489,3,8,17,253,240,495,20,9,25,271,263,535,77,65,140,7015,7015,14031,39,34,71,7130,7115,14245,8,4,8,0,0,0,0,0,0,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,0,0,0,0,0,8,4,9,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,135,122,252,0,0,0,133,117,252,11,9,23,1115,1020,2135,9,4,13,1133,1029,2165,9,6,12,477,433,905,0,3,3,488,441,922,3,3,9,469,410,877,4,0,6,471,417,885,4,3,8,454,531,982,0,0,5,459,543,1004,23,22,51,5319,5445,10760,23,17,43,5363,5483,10850,22,9,34,1079,988,2073,4,9,11,1108,1011,2111,17,13,26,780
Renmark Paringa (DC),46670,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,292,203,495,63,27,94,363,237,598,3,4,12,317,214,526,63,27,93,386,246,630,113,119,237,3538,3621,7157,66,53,114,3713,3794,7509,5,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,41,39,79,3,0,3,43,40,87,43,31,75,481,446,930,3,7,16,534,491,1026,9,9,15,159,178,335,6,4,4,171,192,363,0,3,3,28,34,64,0,0,0,28,38,67,0,4,4,60,115,175,0,0,0,60,125,184,7,18,24,1084,1261,2339,21,8,27,1109,1284,2397,6,13,15,789,727,1513,12,11,21,804,752,1552,18,28,47,800
Robe (DC),46860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,67,158,18,20,41,107,93,195,0,0,0,84,67,158,18,20,41,107,93,195,8,7,10,617,589,1208,12,6,19,634,600,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,7,3,10,0,0,0,71,56,122,0,3,3,71,55,127,3,0,3,15,17,34,0,0,0,14,17,37,0,0,0,3,3,11,0,0,0,3,3,11,0,0,0,8,17,19,0,0,0,8,17,19,4,0,4,188,269,457,0,0,0,193,269,462,0,0,0,134,121,254,5,3,3,139,119,261,0,0,0,132
Roxby Downs (M),46970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,32,599,69,666,224,9,230,841,80,927,22,6,27,603,70,670,224,9,230,853,86,935,70,39,111,1741,1368,3109,15,17,37,1831,1428,3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,26,22,49,0,0,0,28,22,50,14,7,21,264,261,528,4,7,11,281,277,559,5,0,4,45,36,77,0,0,0,54,35,88,0,0,0,12,19,34,0,0,0,13,19,30,0,6,6,57,105,161,0,0,0,62,106,164,20,3,20,628,626,1256,4,4,8,652,634,1284,15,11,28,404,183,588,6,0,9,431,192,625,16,8,20,321
Salisbury (C),47140,3,20,9,27,0,0,0,11,3,13,0,0,0,11,3,13,0,0,0,0,0,0,0,0,0,0,0,0,94,86,182,1870,1438,3310,125,114,238,2095,1631,3728,104,88,196,1999,1581,3589,145,126,267,2244,1799,4049,1281,1291,2572,44603,44670,89279,415,405,824,46299,46370,92667,34,45,82,0,3,3,3,0,3,34,47,85,0,0,0,0,0,0,0,0,0,0,0,0,34,44,73,0,3,3,3,0,3,32,43,80,12,7,25,0,0,0,0,0,0,19,7,28,48,48,88,688,692,1383,8,3,9,734,747,1484,302,275,575,7870,7489,15363,80,56,136,8252,7825,16070,96,101,194,3140,3032,6177,21,37,55,3259,3171,6426,11,31,47,1543,1740,3291,5,3,13,1571,1784,3348,22,60,82,2123,3199,5314,11,17,32,2155,3277,5429,231,301,529,22577,23850,46427,145,133,277,22951,24279,47236,192,210,404,10279,9180,19453,80,66,143,10551,9459,20001,187,240,435,9546
Southern Mallee (DC),47290,0,5,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,48,41,91,6,8,13,59,45,104,5,3,6,59,43,101,6,8,13,65,47,116,25,15,43,863,836,1696,14,15,28,906,867,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,8,9,12,4,3,7,100,108,208,3,0,3,107,112,222,3,0,3,28,30,50,0,0,0,28,30,57,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,10,16,19,0,0,0,8,16,25,3,4,11,241,299,537,0,3,3,246,302,553,3,0,3,158,150,312,0,6,6,167,154,318,7,4,11,200
Streaky Bay (DC),47490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,98,95,190,29,24,58,136,121,254,3,0,7,105,95,200,29,24,58,134,120,256,8,9,18,983,862,1846,11,22,29,999,897,1900,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,0,0,0,13,16,27,5,4,6,126,127,255,0,8,6,129,133,266,0,0,0,25,23,50,0,0,0,25,23,47,0,0,0,3,10,11,0,0,0,3,10,11,0,0,0,16,22,33,0,0,0,16,21,33,0,4,4,275,311,590,0,3,6,282,318,596,6,3,5,183,150,334,0,0,0,188,153,343,0,0,0,199
Tatiara (DC),47630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,112,94,197,40,26,70,150,121,270,3,0,3,115,98,212,46,31,70,159,126,288,46,34,81,2846,2664,5511,37,43,81,2934,2740,5679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,30,24,54,0,3,3,32,26,57,14,5,16,388,390,782,3,8,8,411,403,814,7,3,5,133,128,262,5,0,3,137,130,269,0,0,0,21,25,43,0,0,0,21,25,43,0,0,0,30,70,105,0,0,0,30,76,107,11,3,14,811,988,1801,5,14,17,831,1002,1832,6,4,14,626,502,1124,8,3,9,636,516,1148,5,13,17,576
Tea Tree Gully (C),47700,0,7,6,16,0,0,0,3,0,9,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,26,23,45,981,897,1877,55,53,111,1058,974,2028,25,22,48,1049,968,2018,64,55,116,1136,1051,2184,443,455,899,39594,40891,80490,261,290,548,40302,41636,81943,8,5,12,0,0,0,0,0,0,5,5,19,0,0,0,0,0,0,0,0,0,3,0,3,6,5,13,0,0,0,0,0,0,6,5,13,6,3,12,0,0,0,0,0,0,6,3,12,20,13,34,479,441,920,0,4,5,504,454,960,98,96,189,5555,5162,10710,41,37,76,5689,5293,10979,31,34,66,2384,2399,4784,15,14,27,2434,2443,4876,11,11,24,1015,1135,2152,9,3,5,1033,1155,2185,17,35,54,1207,2042,3243,11,8,21,1230,2078,3311,97,131,229,18624,20363,38986,98,86,182,18821,20586,39399,74,79,156,8068,7638,15704,58,46,98,8202,7758,15967,83,66,147,6445
The Coorong (DC),47800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,130,77,206,14,8,19,146,95,240,5,18,30,141,77,223,14,8,19,163,105,270,102,117,222,2344,2193,4535,38,33,63,2487,2335,4826,46,53,103,0,0,0,0,0,0,46,53,101,3,0,3,0,0,0,0,0,0,3,0,3,49,54,96,0,0,0,0,0,0,49,56,101,0,4,5,0,0,0,0,0,0,0,7,12,0,7,9,29,24,51,0,0,0,28,32,58,40,27,68,258,243,500,11,7,17,313,275,591,9,19,28,94,86,174,4,0,3,103,104,205,0,0,0,3,14,12,0,0,0,3,12,13,0,6,9,15,68,84,0,0,0,14,71,91,11,33,37,553,697,1247,8,5,7,570,729,1302,25,26,51,452,395,847,7,4,13,484,432,915,38,24,62,511
Tumby Bay (DC),47910,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,160,119,277,41,11,55,204,131,336,0,4,3,170,120,290,43,11,53,212,138,348,24,23,46,1165,1201,2365,17,23,41,1211,1243,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,19,0,0,0,9,9,19,4,3,11,120,142,265,3,3,3,125,152,274,0,0,3,38,33,71,0,0,0,39,36,75,0,0,0,5,10,17,0,0,0,5,10,17,0,3,3,15,19,39,0,0,0,15,20,37,3,5,9,315,403,714,6,4,10,319,416,732,4,0,4,249,211,457,3,0,3,248,210,461,4,3,6,225
