LGA_MAIN11,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total,LGA_NAME11
53920,4,7,13,0,0,0,33,0,10,6,4,4,4,0,0,28,10,48,19,29,30,6,0,0,142,4,19,15,20,23,6,0,0,87,6,18,7,6,0,3,0,0,40,31,71,40,49,34,7,0,0,232,14,21,8,7,6,3,0,0,59,51,110,55,62,40,13,0,0,331,0,0,0,0,4,0,0,0,4,55,52,35,47,23,15,14,10,251,124,244,134,169,137,44,14,10,876,Halls Creek (S)
52170,119,151,122,57,28,4,581,4,38,50,59,45,9,0,0,205,125,452,401,396,353,173,48,17,1965,32,67,80,115,131,95,58,16,594,7,7,8,16,17,10,0,5,70,54,89,50,60,54,33,14,10,364,3,7,0,3,3,4,6,0,26,64,103,58,79,74,47,20,15,460,3,14,14,24,33,29,9,8,134,91,139,87,84,107,64,62,67,701,325,907,809,908,865,474,225,127,4640,Cottesloe (T)
52240,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,23,14,8,3,3,0,0,51,4,7,14,19,17,8,0,0,69,3,0,6,6,3,0,3,0,21,15,13,21,13,18,14,5,0,99,0,5,0,0,3,0,0,0,8,18,18,27,19,24,14,8,0,128,0,0,0,3,3,0,0,0,6,13,9,16,19,9,10,5,6,87,35,57,71,71,56,35,13,9,347,Cranbrook (S)
52310,0,4,6,0,0,0,10,0,0,4,4,0,0,0,0,8,0,6,15,13,5,3,0,3,45,0,3,8,9,15,8,3,0,46,0,3,0,3,3,3,3,0,15,8,19,22,27,21,7,4,0,108,3,0,3,0,0,3,0,0,9,11,22,25,30,24,13,7,0,132,0,0,0,0,0,7,0,0,7,3,6,6,8,6,8,8,3,48,14,37,58,68,56,39,18,6,296,Cuballing (S)
54170,1040,1014,630,191,58,8,3470,47,424,695,711,437,109,20,6,2449,1519,4035,4831,3957,2587,855,278,64,18126,855,1591,2840,3370,2578,1000,335,82,12651,199,289,458,507,465,202,73,19,2212,2711,3532,4277,5134,3830,1695,669,234,22082,393,282,235,273,202,62,25,6,1478,3303,4103,4970,5914,4497,1959,767,259,25772,188,246,439,540,607,376,195,70,2661,1201,851,974,1109,1018,679,743,370,6945,7160,11732,15789,16615,12354,5169,2396,859,72074,Joondalup (C)
54200,196,185,190,110,27,10,838,15,94,162,186,132,56,11,3,659,301,976,1076,854,753,391,179,36,4566,225,539,747,824,800,443,165,35,3778,73,105,156,164,161,89,34,11,793,938,1473,1602,1577,1264,719,298,56,7927,146,123,85,73,47,39,5,3,521,1157,1701,1843,1814,1472,847,337,70,9241,57,89,127,147,194,176,77,23,890,533,410,504,470,479,405,388,222,3411,2294,3923,4655,4480,4020,2428,1184,399,23383,Kalamunda (S)
58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,7,5,0,0,0,35,0,4,11,14,10,0,0,0,39,0,3,0,3,3,0,0,0,9,6,15,23,15,13,4,6,0,82,3,3,0,0,0,0,3,0,9,9,21,23,18,16,4,9,0,100,0,0,0,0,0,5,0,0,5,9,7,0,11,12,3,4,6,52,18,46,43,50,43,12,13,6,231,Three Springs (S)
65610,10,3,3,0,0,0,34,0,3,0,7,3,0,0,0,13,18,77,37,35,15,7,3,0,192,3,12,37,52,33,11,0,0,148,3,5,9,4,7,3,5,0,36,79,118,184,162,121,76,23,0,763,22,19,11,10,4,4,0,0,70,104,142,204,176,132,83,28,0,869,0,0,12,5,10,8,0,0,35,46,36,52,67,61,87,33,11,393,174,285,352,345,257,196,64,11,1684,West Coast (M)
65810,76,123,113,57,11,6,443,6,34,57,64,64,31,9,3,268,79,370,493,424,352,168,55,8,1949,41,126,295,326,321,197,65,24,1395,12,23,48,60,64,35,12,11,265,297,492,689,762,585,323,152,34,3334,79,63,47,41,34,9,4,0,277,388,578,784,863,683,367,168,45,3876,6,18,22,54,68,29,21,3,221,165,81,144,201,213,239,231,126,1400,693,1256,1871,2055,1814,1088,560,215,9552,West Tamar (M)
69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,11,6,4,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,8,4,9,5,0,0,0,30,0,0,0,0,0,0,0,0,0,4,8,4,9,5,0,0,0,30,0,0,0,0,3,3,0,0,6,3,3,8,0,3,3,0,0,20,13,20,15,15,11,6,0,0,80,
52380,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,6,0,0,0,3,0,0,0,0,3,0,3,0,7,9,8,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,10,9,8,0,0,30,0,0,0,3,6,0,0,0,9,7,8,11,12,13,3,3,0,57,10,11,11,28,34,11,3,0,108,Cue (S)
52450,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,8,10,17,14,14,9,0,0,0,64,0,4,12,8,17,12,0,0,53,3,3,4,3,7,0,0,0,20,19,40,23,29,22,18,6,0,157,17,8,3,0,0,0,0,0,28,39,51,30,32,29,18,6,0,205,0,0,0,4,9,3,5,0,21,9,9,12,8,10,12,13,9,82,58,85,72,70,74,45,24,9,437,Cunderdin (S)
52520,3,3,0,0,0,0,6,3,5,3,0,0,0,0,0,11,6,20,19,8,6,3,0,0,62,3,12,5,15,6,5,4,0,50,0,0,0,5,0,0,0,0,5,28,41,20,22,22,8,0,0,141,3,3,3,0,0,0,0,0,9,31,44,23,27,22,8,0,0,155,0,3,0,3,0,6,0,0,12,7,5,6,16,16,8,10,6,74,50,89,59,72,50,30,14,6,370,Dalwallinu (S)
52590,3,7,0,0,0,0,14,0,6,4,3,3,5,0,0,21,10,55,41,32,28,14,0,0,180,7,21,40,45,41,23,3,0,180,3,6,9,9,10,5,0,0,42,35,78,93,78,76,51,23,4,438,10,13,4,0,3,3,0,0,33,48,97,106,87,89,59,23,4,513,3,5,12,12,19,16,8,0,75,42,40,50,48,70,50,40,8,348,110,228,256,234,250,167,74,12,1331,Dandaragan (S)
52660,18,12,14,3,0,0,62,5,10,9,28,15,3,3,0,73,16,155,214,128,79,29,15,6,642,48,111,143,158,88,50,18,6,622,25,38,49,51,23,7,0,0,193,367,558,479,423,310,160,151,99,2547,48,41,41,20,13,3,6,0,172,440,637,569,494,346,170,157,99,2912,11,20,26,41,24,26,8,3,159,86,72,85,93,54,59,28,9,486,606,1020,1064,954,620,340,229,123,4956,Dardanup (S)
52730,21,32,25,33,3,3,120,0,8,26,31,22,15,3,0,105,6,82,118,139,112,94,27,4,582,3,24,63,93,112,83,30,6,414,7,4,18,21,20,17,4,0,91,60,106,136,183,127,79,26,7,724,10,10,8,11,6,3,0,0,48,77,120,162,215,153,99,30,7,863,3,7,11,14,34,23,10,6,108,33,22,32,68,59,42,44,11,311,122,266,433,592,517,389,147,37,2503,Denmark (S)
52800,16,13,7,3,0,0,61,0,25,15,20,13,0,0,0,73,28,118,92,59,37,6,4,0,344,12,55,66,49,38,4,0,0,224,16,14,14,6,8,0,0,0,58,89,147,132,133,88,30,9,0,628,33,36,20,12,7,3,0,0,111,138,197,166,151,103,33,9,0,797,8,9,8,7,14,6,0,0,52,418,848,515,275,132,46,13,6,2253,607,1271,878,574,344,98,26,6,3804,Derby-West Kimberley (S)
52870,14,4,15,9,5,0,50,0,3,13,15,23,3,0,0,57,0,49,91,80,76,64,8,3,371,11,24,66,86,93,41,8,3,332,6,10,12,12,9,8,3,3,63,80,107,157,198,156,78,23,6,805,20,10,7,14,10,7,0,0,68,106,127,176,224,175,93,26,9,936,10,6,14,23,38,13,8,0,112,29,36,42,61,71,48,35,15,337,156,248,416,493,491,271,90,30,2195,Donnybrook-Balingup (S)
54480,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,17,13,4,5,5,0,0,44,5,7,3,10,3,3,0,0,31,0,0,0,0,3,0,0,0,3,8,16,13,10,10,0,0,0,57,0,0,0,0,0,0,0,0,0,8,16,13,10,13,0,0,0,60,0,0,3,3,3,3,0,0,12,0,4,0,6,4,0,3,0,17,13,44,35,33,28,11,3,0,167,Kent (S)
54550,0,4,0,4,0,0,8,0,0,0,5,0,0,0,3,8,7,36,41,24,17,5,6,0,136,3,19,26,27,29,9,0,0,113,3,7,3,7,3,3,4,0,30,29,48,40,36,31,17,4,3,208,5,4,3,3,3,3,0,0,21,37,59,46,46,37,23,8,3,259,0,5,6,5,6,9,0,0,31,17,9,7,18,15,9,19,6,100,64,128,126,129,104,59,33,12,655,Kojonup (S)
54620,0,4,0,0,0,0,8,0,0,9,0,0,0,0,0,9,5,14,9,10,8,4,0,0,50,3,12,11,10,14,6,0,0,56,0,0,4,0,4,0,0,0,8,12,38,24,27,11,12,0,0,124,3,9,0,0,0,0,0,0,12,15,47,28,27,15,12,0,0,144,0,0,6,6,0,3,0,0,15,11,24,18,24,12,7,6,3,105,34,101,81,81,49,32,6,3,387,Kondinin (S)
53150,115,127,99,29,3,3,411,8,20,61,72,44,23,0,0,228,83,236,330,349,242,73,32,8,1353,16,62,107,163,100,82,32,5,567,6,11,7,10,18,6,4,0,62,60,86,108,133,99,47,30,5,568,13,7,13,13,6,3,0,0,55,79,104,128,156,123,56,34,5,685,0,16,15,20,28,14,9,0,102,68,42,65,67,59,45,68,61,475,254,515,821,954,695,322,178,82,3821,East Fremantle (T)
53220,35,23,7,3,3,0,116,3,33,12,11,7,0,0,0,66,82,321,187,100,42,10,0,0,742,35,164,145,115,48,8,0,0,515,23,47,18,28,11,0,0,0,127,299,831,683,480,208,20,0,0,2521,41,63,24,11,6,0,0,0,145,363,941,725,519,225,20,0,0,2793,4,21,24,20,13,3,0,0,85,385,705,560,426,205,28,8,0,2317,883,2219,1688,1214,547,72,11,0,6634,East Pilbara (S)
53290,17,19,15,3,0,0,67,0,25,36,31,20,8,0,0,120,37,195,216,138,97,48,11,3,745,24,79,156,164,105,74,29,6,637,23,24,43,31,29,9,13,0,172,223,369,408,389,236,117,47,15,1804,69,30,39,28,21,11,3,0,201,315,423,490,448,286,137,63,15,2177,10,19,32,37,43,40,17,6,204,179,128,151,176,141,170,145,71,1161,565,882,1098,1013,707,480,265,101,5111,Esperance (S)
53360,8,5,4,0,0,0,32,5,6,9,7,3,0,0,0,30,4,51,52,16,22,6,0,0,151,3,29,41,36,19,6,3,0,137,4,0,8,5,6,3,0,0,26,34,94,110,84,71,44,16,0,453,10,14,6,10,0,4,0,0,44,48,108,124,99,77,51,16,0,523,0,15,12,12,8,3,0,4,54,25,33,48,36,25,21,9,0,197,85,257,294,211,158,87,28,4,1124,Exmouth (S)
53430,366,336,282,117,21,0,1379,14,128,165,183,134,42,7,0,673,275,1294,1162,826,663,248,79,23,4570,113,347,383,442,414,189,62,13,1963,26,39,51,73,46,34,16,8,293,297,578,490,543,423,228,142,36,2737,45,51,38,34,19,10,0,0,197,368,668,579,650,488,272,158,44,3227,15,51,70,89,76,78,38,14,431,248,328,273,301,312,293,357,210,2322,1049,3057,2998,2827,2369,1239,722,304,14565,Fremantle (C)
53520,81,85,44,10,3,0,278,7,63,87,74,49,16,3,0,299,131,492,595,387,247,106,33,11,2002,119,272,422,437,338,130,43,16,1777,52,71,97,92,68,31,14,3,428,723,1084,1156,1082,761,345,131,31,5313,182,119,99,73,41,10,6,0,530,957,1274,1352,1247,870,386,151,34,6271,42,53,96,111,108,64,48,11,533,546,448,442,432,365,325,280,104,2942,1805,2654,3075,2773,2021,1037,561,176,14102,Geraldton-Greenough (C)
53570,3,9,7,3,3,0,25,0,0,6,6,10,0,0,0,22,7,42,53,37,41,31,14,0,225,12,31,52,46,68,33,3,3,248,0,6,10,7,20,6,3,0,52,44,84,137,132,151,122,27,3,700,9,11,13,9,7,3,0,3,55,53,101,160,148,178,131,30,6,807,3,12,12,13,29,19,3,3,94,62,34,81,46,88,52,46,8,417,137,220,367,305,421,269,99,20,1838,Gingin (S)
53640,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,7,0,14,24,9,6,3,0,0,56,0,8,13,19,20,7,0,0,67,4,5,10,0,0,0,0,0,19,13,29,21,25,24,11,0,0,123,11,0,0,0,5,0,0,0,16,28,34,31,25,29,11,0,0,158,0,0,0,4,6,3,0,0,13,13,7,12,19,12,3,0,0,66,41,69,84,79,73,27,0,0,373,Gnowangerup (S)
54760,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,4,0,21,22,11,3,3,0,0,60,0,10,11,13,13,0,0,3,50,0,0,0,3,3,0,0,0,6,3,19,17,12,8,8,3,0,70,0,0,4,0,3,0,0,0,7,3,19,21,15,14,8,3,0,83,0,3,3,0,3,6,0,0,15,0,0,6,3,9,3,7,0,28,3,57,63,42,45,20,10,3,243,Kulin (S)
54830,53,46,24,11,6,0,230,5,47,39,28,18,4,3,0,144,114,613,362,210,107,50,9,3,1468,127,376,338,238,154,47,28,3,1311,49,83,100,68,40,29,8,0,377,600,1130,866,717,491,263,121,24,4212,127,107,47,37,19,7,3,0,347,776,1320,1013,822,550,299,132,24,4936,33,74,89,72,65,61,21,10,425,588,674,611,406,318,246,190,68,3101,1643,3194,2505,1822,1236,718,389,108,11615,Kwinana (T)
52940,3,3,0,0,0,0,6,3,0,0,0,3,0,0,0,6,3,17,6,0,5,0,3,0,34,0,0,6,5,9,4,0,0,24,0,0,3,3,0,3,0,0,9,8,21,13,7,13,5,6,3,76,0,0,0,3,6,0,0,0,9,8,21,16,13,19,8,6,3,94,0,3,0,3,3,3,3,0,15,0,6,4,7,4,6,3,0,30,14,47,35,31,43,21,15,3,209,Dowerin (S)
53010,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,25,13,9,3,0,0,0,50,3,6,8,4,12,0,0,0,33,0,7,0,3,3,0,0,0,13,9,9,17,12,5,10,0,0,62,0,0,3,0,0,0,0,0,3,9,16,20,15,8,10,0,0,78,0,0,0,0,0,0,3,0,3,0,3,3,5,6,6,3,0,26,12,50,47,38,29,16,6,0,198,Dumbleyung (S)
53080,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,12,6,13,14,8,6,3,0,0,50,6,20,7,15,0,0,0,0,48,3,0,0,3,0,0,0,0,6,15,32,29,25,17,21,3,0,142,0,0,3,0,3,0,0,0,6,18,32,32,28,20,21,3,0,154,0,0,4,3,3,3,0,0,13,25,42,32,26,29,22,6,4,186,55,107,95,83,61,49,9,4,463,Dundas (S)
54280,94,54,21,7,0,0,318,13,87,72,56,33,0,0,3,264,179,707,516,302,146,34,6,0,1890,96,300,380,300,151,43,13,5,1288,44,78,71,56,38,11,0,0,298,728,1384,1129,897,511,148,43,6,4846,114,84,57,47,19,3,0,0,324,886,1546,1257,1000,568,162,43,6,5468,28,77,77,77,50,20,7,0,336,695,760,693,659,396,209,111,47,3570,1911,3605,3089,2448,1365,475,180,61,13134,Kalgoorlie/Boulder (C)
57280,50,22,21,3,0,0,148,3,50,37,27,11,0,0,0,128,76,457,265,138,67,12,0,0,1015,63,194,211,175,76,10,0,0,729,19,33,34,22,19,0,0,0,127,346,852,598,502,243,33,9,0,2583,50,58,34,11,13,3,0,0,169,415,943,666,535,275,36,9,0,2879,34,31,37,45,29,3,5,0,184,522,706,597,536,282,70,20,5,2738,1116,2430,1863,1478,761,134,34,5,7821,Port Hedland (T)
65210,8,11,17,7,3,0,46,0,0,5,5,8,9,0,0,27,3,9,18,32,40,17,6,3,128,6,6,16,28,34,28,7,3,128,0,8,3,7,8,9,0,0,35,19,54,56,93,94,54,28,6,404,6,12,3,3,4,3,0,0,31,25,74,62,103,106,66,28,6,470,0,3,4,6,10,5,6,0,34,16,13,25,30,50,42,29,12,217,50,105,138,215,265,174,79,24,1050,Tasman (M)
55810,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,3,13,6,6,4,0,0,0,32,0,4,8,0,0,3,3,0,18,0,0,3,0,0,0,0,0,3,4,15,21,21,11,9,0,0,81,3,0,3,3,0,0,0,0,9,7,15,27,24,11,9,0,0,93,0,3,6,0,3,0,0,0,12,16,10,23,23,16,13,3,0,104,26,45,76,56,34,25,6,0,268,Mount Magnet (S)
55880,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,17,9,4,3,3,0,0,39,0,3,6,7,0,0,0,0,16,0,0,7,5,0,0,0,0,12,6,10,12,7,11,3,0,0,49,6,0,3,0,0,0,0,0,9,12,10,22,12,11,3,0,0,70,0,0,0,0,4,0,0,0,4,0,4,0,8,6,3,0,3,24,15,34,40,31,24,9,0,3,156,Mount Marshall (S)
53710,0,4,4,0,0,0,8,0,3,3,3,0,0,0,0,9,3,18,13,7,3,0,0,0,44,0,3,15,6,12,3,0,3,42,0,7,3,3,0,0,0,0,13,6,26,18,26,29,10,6,0,121,7,3,0,0,0,0,0,0,10,13,36,21,29,29,10,6,0,144,0,0,0,0,0,4,0,0,4,4,3,6,9,9,9,10,4,54,20,63,58,58,57,26,16,7,305,Goomalling (S)
58820,5,0,9,3,0,0,17,0,3,3,5,6,0,0,0,17,6,32,35,27,17,17,3,4,141,9,12,34,23,34,21,6,0,139,7,6,8,6,7,6,3,0,43,77,120,113,137,94,50,19,3,613,15,0,6,10,3,3,0,0,37,99,126,127,153,104,59,22,3,693,0,0,10,8,15,17,7,0,57,26,22,24,36,21,41,24,13,207,140,195,238,252,206,158,62,20,1271,Waroona (S)
58890,0,6,0,0,0,0,6,0,0,3,0,3,0,0,0,6,3,15,20,6,3,3,0,0,50,0,9,7,16,6,3,3,0,44,0,0,6,0,0,0,4,0,10,9,16,20,33,9,6,0,0,93,3,3,0,0,0,0,0,0,6,12,19,26,33,9,6,4,0,109,0,0,3,6,3,0,0,0,12,3,0,7,7,6,12,8,0,43,18,43,66,74,30,24,15,0,270,West Arthur (S)
69499,0,10,3,0,0,0,28,0,0,3,0,0,3,0,0,6,3,35,9,12,25,6,0,0,90,0,10,15,13,17,6,3,0,64,3,3,3,3,3,3,0,0,18,18,31,30,27,17,11,0,0,134,3,6,3,0,3,0,0,0,15,24,40,36,30,23,14,0,0,167,0,3,7,0,0,0,0,0,10,29,46,31,23,25,15,7,0,176,56,149,101,88,93,44,10,0,541,
53780,512,274,138,69,17,0,1664,30,198,219,164,136,33,11,0,791,716,2994,2038,1181,690,328,96,25,8068,636,1504,1520,1256,848,388,123,23,6298,165,262,310,261,203,122,29,9,1361,2175,3316,3046,2814,2317,1263,525,110,15566,322,297,220,155,93,22,14,0,1123,2662,3875,3576,3230,2613,1407,568,119,18050,112,262,270,317,282,197,93,13,1546,1403,1453,1225,974,866,591,556,273,7341,5585,10914,9360,7396,5573,3013,1464,453,43758,Gosnells (C)
55040,5,3,3,0,0,0,23,0,7,5,0,0,0,0,0,12,30,56,43,25,3,3,0,0,160,9,27,24,31,7,0,3,0,101,3,6,6,6,0,0,0,0,21,44,125,89,93,43,4,0,4,402,7,11,3,3,3,3,0,0,30,54,142,98,102,46,7,0,4,453,0,11,5,0,5,0,0,0,21,117,196,117,103,38,12,6,0,589,213,448,297,264,102,22,9,4,1359,Leonora (S)
60610,40,59,30,18,0,3,193,3,17,41,45,27,8,3,3,147,59,279,223,224,151,71,17,12,1036,30,124,169,217,167,115,50,8,880,26,33,48,50,40,21,8,0,226,409,558,593,559,430,232,89,34,2904,95,86,43,42,19,13,3,0,301,530,677,684,651,489,266,100,34,3431,7,26,25,32,32,25,15,0,162,186,110,177,189,192,257,266,157,1534,815,1276,1359,1417,1088,760,451,217,7383,Burnie (C)
62810,741,765,659,277,99,29,3335,54,251,381,402,310,80,35,10,1523,953,2595,2085,1798,1496,589,264,121,9901,220,450,593,685,731,415,214,78,3386,50,46,62,95,108,69,30,15,475,588,833,774,768,588,351,213,63,4178,137,98,42,64,29,19,14,12,415,775,977,878,927,725,439,257,90,5068,33,40,55,83,86,50,45,23,415,586,450,373,452,477,381,420,326,3465,2687,5462,5106,5112,4484,2231,1334,677,27093,Hobart (C)
70200,174,204,131,38,3,0,719,10,100,142,128,84,9,3,3,479,133,803,647,517,363,86,11,3,2563,61,318,351,377,275,76,25,0,1483,25,30,53,37,41,14,4,0,204,407,798,799,727,429,130,35,9,3334,90,83,55,35,13,5,0,0,281,522,911,907,799,483,149,39,9,3819,16,39,50,50,42,10,5,0,212,504,572,525,476,350,188,91,53,2759,1253,2905,2796,2551,1728,556,177,68,12034,Alice Springs (T)
56790,3,6,3,3,0,0,15,0,3,4,4,3,3,0,0,17,0,30,47,26,28,14,5,3,153,5,11,30,45,32,26,10,0,159,0,8,13,6,5,3,0,0,35,24,48,95,100,97,67,19,0,450,14,10,6,7,8,3,0,0,48,38,66,114,113,110,73,19,0,533,4,6,10,8,19,12,7,0,66,33,17,30,55,50,44,35,18,282,80,133,238,257,245,175,76,21,1225,Northampton (S)
54340,8,6,3,0,0,0,23,3,9,11,3,8,0,0,0,34,9,64,49,36,23,7,8,0,196,7,19,40,30,23,12,3,0,134,0,12,13,4,0,0,5,0,34,66,103,103,121,74,37,9,0,513,21,9,9,14,6,0,0,0,59,87,124,125,139,80,37,14,0,606,6,3,8,6,9,7,5,0,44,51,44,41,50,60,46,33,28,353,163,269,282,270,206,109,63,28,1390,Katanning (S)
54410,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,3,13,12,7,6,3,3,3,50,0,3,10,11,16,3,0,0,43,3,3,0,0,3,6,0,0,15,9,20,18,41,17,17,6,0,128,3,7,4,0,0,0,0,0,14,15,30,22,41,20,23,6,0,157,0,0,3,3,0,4,3,0,13,15,3,7,11,14,16,7,4,77,33,52,54,77,56,49,19,7,347,Kellerberrin (S)
54970,3,0,3,0,0,0,12,0,3,0,0,0,0,0,0,3,8,28,15,12,10,3,0,0,76,6,8,14,8,7,3,0,0,46,0,4,0,5,0,0,0,0,9,30,60,66,59,29,9,0,0,253,6,5,3,0,5,0,0,0,19,36,69,69,64,34,9,0,0,281,0,6,3,6,3,3,0,0,21,22,21,39,33,18,7,3,0,143,72,141,143,123,75,25,3,0,582,Laverton (S)
55110,138,135,88,54,25,3,531,3,63,121,141,107,48,14,3,500,190,778,869,736,576,377,174,27,3727,230,503,782,850,741,587,244,55,3992,86,146,157,199,184,150,54,13,989,1308,1850,2035,2177,1732,1350,619,119,11190,247,176,128,96,74,40,19,6,786,1641,2172,2320,2472,1990,1540,692,138,12965,79,110,167,201,254,260,147,49,1267,793,620,741,716,807,922,1033,489,6121,2939,4331,5138,5251,4563,3788,2329,764,29103,Mandurah (C)
55180,20,14,17,6,3,3,71,0,14,17,23,18,9,3,0,84,19,97,124,103,101,42,10,0,496,17,33,96,117,101,45,20,3,432,7,13,24,42,24,7,0,4,121,152,158,251,287,197,118,40,10,1213,35,18,22,20,16,7,0,0,118,194,189,297,349,237,132,40,14,1452,7,10,15,30,29,24,9,3,127,63,51,84,112,104,105,64,24,607,300,402,653,748,607,363,149,47,3269,Manjimup (S)
55250,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,7,13,35,16,16,9,0,0,0,89,5,9,11,6,10,6,0,0,47,3,0,6,6,3,0,0,0,18,14,58,24,37,19,4,0,0,156,3,3,4,4,3,0,0,0,17,20,61,34,47,25,4,0,0,191,0,0,0,4,6,0,0,0,10,51,69,56,52,27,13,7,0,275,89,183,117,129,77,23,7,0,625,Meekatharra (S)
55320,1041,1079,798,316,89,7,4115,55,344,574,570,434,139,52,6,2174,1630,3896,3799,3304,2441,1052,458,135,16715,550,969,1483,1915,1648,906,507,158,8136,86,144,213,275,247,156,87,35,1243,1055,1434,1599,1921,1501,861,596,190,9157,167,106,110,113,88,38,22,10,654,1308,1684,1922,2309,1836,1055,705,235,11054,100,174,222,336,347,263,235,113,1790,810,574,673,691,685,616,840,627,5516,4519,8360,9714,10204,8189,4347,2886,1281,49500,Melville (C)
55390,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,6,0,3,3,0,6,0,0,0,12,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,7,0,6,7,0,0,0,23,0,0,0,3,0,0,0,0,3,3,7,0,9,7,0,0,0,26,0,0,0,0,0,0,0,0,0,3,6,7,10,6,3,0,0,35,6,19,13,25,19,6,0,0,88,Menzies (S)
55460,6,7,3,0,0,0,23,0,8,8,3,3,7,0,0,29,23,59,47,29,24,7,0,0,189,10,22,32,31,24,7,3,3,132,3,10,10,6,9,3,3,0,44,53,79,73,90,62,23,12,4,396,18,15,9,3,0,0,0,0,45,74,104,92,99,71,26,15,4,485,3,6,6,3,6,6,6,0,36,35,25,39,45,22,16,14,9,205,145,231,230,217,153,69,38,16,1099,Merredin (S)
