lga_name_2016,lga_code_2016,d_10_12_fpnlf_mpet,d_10_12_fpnlf_mpulftw,d_10_12_fpnlf_mpulptw,d_10_12_fpnlf_mput,d_10_12_fpnlf_mptlf,d_10_12_fpnlf_mpnlf,d_10_12_fpnlf_mplfsns,d_10_12_fpnlf_t,d_10_12_fplfsns_mpeft,d_10_12_fplfsns_mpept,d_10_12_fplfsns_mpeaw,d_10_12_fplfsns_mpehns,d_10_12_fplfsns_mpet,d_10_12_fplfsns_mpulftw,d_10_12_fplfsns_mpulptw,d_10_12_fplfsns_mput,d_10_12_fplfsns_mptlf,d_10_12_fplfsns_mpnlf,d_10_12_fplfsns_mplfsns,d_10_12_fplfsns_t,d_10_12_fpt_mpeft,d_10_12_fpt_mpept,d_10_12_fpt_mpeaw,d_10_12_fpt_mpehns,d_10_12_fpt_mpet,d_10_12_fpt_mpulftw,d_10_12_fpt_mpulptw,d_10_12_fpt_mput,d_10_12_fpt_mptlf,d_10_12_fpt_mpnlf,d_10_12_fpt_mplfsns,d_10_12_fpt_t,d_13_14_fpeft_mpeft,d_13_14_fpeft_mpept,d_13_14_fpeft_mpeaw,d_13_14_fpeft_mpehns,d_13_14_fpeft_mpet,d_13_14_fpeft_mpulftw,d_13_14_fpeft_mpulptw,d_13_14_fpeft_mput,d_13_14_fpeft_mptlf,d_13_14_fpeft_mpnlf,d_13_14_fpeft_mplfsns,d_13_14_fpeft_t,d_13_14_fpept_mpeft,d_13_14_fpept_mpept,d_13_14_fpept_mpeaw,d_13_14_fpept_mpehns,d_13_14_fpept_mpet,d_13_14_fpept_mpulftw,d_13_14_fpept_mpulptw,d_13_14_fpept_mput,d_13_14_fpept_mptlf,d_13_14_fpept_mpnlf,d_13_14_fpept_mplfsns,d_13_14_fpept_t,d_13_14_fpeaw_mpeft,d_13_14_fpeaw_mpept,d_13_14_fpeaw_mpeaw,d_13_14_fpeaw_mpehns,d_13_14_fpeaw_mpet,d_13_14_fpeaw_mpulftw,d_13_14_fpeaw_mpulptw,d_13_14_fpeaw_mput,d_13_14_fpeaw_mptlf,d_13_14_fpeaw_mpnlf,d_13_14_fpeaw_mplfsns,d_13_14_fpeaw_t,d_13_14_fphns_mpeft,d_13_14_fphns_mpept,d_13_14_fphns_mpeaw,d_13_14_fphns_mpehns,d_13_14_fphns_mpet,d_13_14_fphns_mpulftw,d_13_14_fphns_mpulptw,d_13_14_fphns_mput,d_13_14_fphns_mptlf,d_13_14_fphns_mpnlf,d_13_14_fphns_mplfsns,d_13_14_fphns_t,d_13_14_fpet_mpeft,d_13_14_fpet_mpept,d_13_14_fpet_mpeaw,d_13_14_fpet_mpehns,d_13_14_fpet_mpet,d_13_14_fpet_mpulftw,d_13_14_fpet_mpulptw,d_13_14_fpet_mput,d_13_14_fpet_mptlf,d_13_14_fpet_mpnlf,d_13_14_fpet_mplfsns,d_13_14_fpet_t,d_13_14_fpulftw_mpeft,d_13_14_fpulftw_mpept,d_13_14_fpulftw_mpeaw,d_13_14_fpulftw_mpehns,d_13_14_fpulftw_mpet,d_13_14_fpulftw_mpulftw,d_13_14_fpulftw_mpulptw,d_13_14_fpulftw_mput,d_13_14_fpulftw_mptlf,d_13_14_fpulftw_mpnlf,d_13_14_fpulftw_mplfsns,d_13_14_fpulftw_t,d_13_14_fpulptw_mpeft,d_13_14_fpulptw_mpept,d_13_14_fpulptw_mpeaw,d_13_14_fpulptw_mpehns,d_13_14_fpulptw_mpet,d_13_14_fpulptw_mpulftw,d_13_14_fpulptw_mpulptw,d_13_14_fpulptw_mput,d_13_14_fpulptw_mptlf,d_13_14_fpulptw_mpnlf,d_13_14_fpulptw_mplfsns,d_13_14_fpulptw_t,d_13_14_fput_mpeft,d_13_14_fput_mpept,d_13_14_fput_mpeaw,d_13_14_fput_mpehns,d_13_14_fput_mpet,d_13_14_fput_mpulftw,d_13_14_fput_mpulptw,d_13_14_fput_mput,d_13_14_fput_mptlf,d_13_14_fput_mpnlf,d_13_14_fput_mplfsns,d_13_14_fput_t,d_13_14_fptlf_mpeft,d_13_14_fptlf_mpept,d_13_14_fptlf_mpeaw,d_13_14_fptlf_mpehns,d_13_14_fptlf_mpet,d_13_14_fptlf_mpulftw,d_13_14_fptlf_mpulptw,d_13_14_fptlf_mput,d_13_14_fptlf_mptlf,d_13_14_fptlf_mpnlf,d_13_14_fptlf_mplfsns,d_13_14_fp_t,d_13_14_fpnlf_mpeft,d_13_14_fpnlf_mpept,d_13_14_fpnlf_mpeaw,d_13_14_fpnlf_mpehns,d_13_14_fpnlf_mpet,d_13_14_fpnlf_mpulftw,d_13_14_fpnlf_mpulptw,d_13_14_fpnlf_mput,d_13_14_fpnlf_mptlf,d_13_14_fpnlf_mpnlf,d_13_14_fpnlf_mplfsns,d_13_14_fpnlf_t,d_13_14_fplfsns_mpeft,d_13_14_fplfsns_mpept,d_13_14_fplfsns_mpeaw,d_13_14_fplfsns_mpehns,d_13_14_fplfsns_mpet,d_13_14_fplfsns_mpulftw,d_13_14_fplfsns_mpulptw,d_13_14_fplfsns_mput,d_13_14_fplfsns_mptlf,d_13_14_fplfsns_mpnlf,d_13_14_fplfsns_mplfsns,d_13_14_fplfsns_t,d_13_14_fpt_mpeft,d_13_14_fpt_mpept,d_13_14_fpt_mpeaw,d_13_14_fpt_mpehns,d_13_14_fpt_mpet,d_13_14_fpt_mpulftw,d_13_14_fpt_mpulptw,d_13_14_fpt_mput,d_13_14_fpt_mptlf,d_13_14_fpt_mpnlf,d_13_14_fpt_mplfsns,d_13_14_fpt_t,d_15_17_fpeft_mpeft,d_15_17_fpeft_mpept,d_15_17_fpeft_mpeaw,d_15_17_fpeft_mpehns,d_15_17_fpeft_mpet,d_15_17_fpeft_mpulftw,d_15_17_fpeft_mpulptw,d_15_17_fpeft_mput,d_15_17_fpeft_mptlf,d_15_17_fpeft_mpnlf,d_15_17_fpeft_mplfsns,d_15_17_fpeft_t,d_15_17_fpept_mpeft,d_15_17_fpept_mpept,d_15_17_fpept_mpeaw,d_15_17_fpept_mpehns,d_15_17_fpept_mpet,d_15_17_fpept_mpulftw,d_15_17_fpept_mpulptw,d_15_17_fpept_mput,d_15_17_fpept_mptlf,d_15_17_fpept_mpnlf,d_15_17_fpept_mplfsns,d_15_17_fpept_t
Kimba (DC),43220,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,3,33,0,0,0,33,3,0,32,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,10,0,0,0,10,0,0,10,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,17,0,0,0,17,0,0,14,10,0,0,0,10,0,0,0,10,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3
Maralinga Tjarutja (AC),44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion (C),44060,258,16,3,15,273,80,0,352,0,0,0,3,3,0,0,0,3,0,0,7,1415,207,28,24,1674,50,12,67,1740,143,4,1889,261,32,9,0,297,9,3,8,311,12,0,323,444,63,12,0,519,18,3,23,542,14,0,557,11,3,0,0,11,0,0,0,11,3,0,19,6,0,0,8,15,0,0,0,15,0,0,15,721,96,13,7,849,19,8,32,876,33,0,906,5,0,0,0,9,3,0,3,14,0,0,11,19,9,0,3,28,3,0,3,31,0,0,33,26,7,0,3,37,6,0,7,42,3,0,48,749,105,13,10,883,24,6,32,921,30,0,951,122,18,5,9,155,12,0,13,168,50,0,217,0,0,0,0,0,0,0,0,0,0,0,0,878,124,19,16,1038,40,6,49,1082,80,0,1167,458,65,7,0,530,20,0,20,548,26,0,576,566,89,11,4,667,13,3,11,685,31,0,716
Mid Murray (DC),44210,29,0,0,0,33,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,124,11,8,5,145,3,0,7,149,17,0,165,18,3,0,0,25,0,0,0,25,0,0,25,27,4,0,0,31,0,0,0,38,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,46,9,0,0,64,0,0,0,64,6,0,66,0,0,0,0,0,3,0,3,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,3,0,3,6,0,0,6,50,9,0,0,62,0,0,0,65,6,0,69,18,3,3,0,25,0,0,0,25,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,72,15,4,3,90,0,0,0,94,6,0,97,37,0,0,0,41,3,0,3,39,3,0,44,54,11,0,0,62,0,0,0,62,4,0,64
Mitcham (C),44340,217,10,0,11,231,27,0,257,0,0,0,0,7,0,0,0,7,0,0,7,1479,187,28,19,1720,42,9,53,1771,71,0,1837,364,31,5,0,400,7,0,7,410,3,0,412,465,64,3,0,530,10,0,9,544,10,0,553,9,0,4,0,16,0,0,0,18,3,0,23,3,0,0,0,8,0,0,0,8,0,0,12,845,95,14,7,955,18,0,23,978,15,3,1001,11,0,0,0,14,0,0,0,14,0,0,14,18,0,0,0,18,0,0,0,18,0,0,18,32,3,0,0,30,0,0,0,30,0,0,30,873,100,11,7,991,18,0,23,1009,15,3,1032,109,15,0,3,125,5,0,5,132,17,0,152,0,0,0,0,3,0,0,0,3,0,0,3,982,116,11,8,1123,22,0,23,1144,37,3,1183,493,52,12,0,561,17,0,17,575,21,0,599,620,100,14,3,731,13,3,19,748,20,0,769
Mount Gambier (C),44620,114,4,0,4,115,26,0,139,0,0,0,0,3,0,0,0,3,0,0,3,499,79,11,10,600,15,0,19,615,39,0,653,108,9,7,0,120,4,0,4,128,7,0,127,162,10,3,0,176,3,0,3,178,8,0,183,6,3,0,0,8,0,0,0,8,0,0,8,3,0,0,3,7,0,0,0,7,0,0,7,279,19,5,3,308,6,0,6,320,7,0,325,6,0,0,0,6,0,0,0,8,0,0,10,5,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,12,0,0,0,9,0,0,13,286,21,5,3,325,4,0,4,327,8,0,336,46,14,0,0,65,3,0,3,65,15,0,80,0,3,0,0,4,0,0,0,4,0,0,4,339,38,8,7,390,7,0,7,399,24,0,425,156,11,0,0,170,0,0,0,173,3,0,178,185,22,0,0,201,5,0,5,207,6,0,219
Mount Remarkable (DC),44830,3,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,51,8,0,0,60,0,0,0,60,7,0,63,16,0,0,0,16,0,0,0,21,0,0,21,7,0,0,0,14,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,30,0,0,0,32,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,30,3,0,3,32,0,0,31,3,0,0,0,4,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,36,3,0,3,35,3,0,44,25,0,0,0,26,3,0,3,26,3,0,31,16,3,0,0,20,0,0,0,20,0,3,29
Murray Bridge (RC),45040,76,0,0,0,76,43,0,119,0,0,0,0,0,0,0,0,0,0,0,0,300,52,9,7,370,13,0,13,383,55,3,442,78,4,0,0,84,0,0,0,87,10,0,93,86,12,3,0,103,0,0,0,101,10,0,111,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,5,0,0,0,5,4,0,5,171,19,6,3,198,3,0,3,196,17,0,212,0,3,0,0,3,0,0,0,4,0,0,4,0,0,3,0,7,0,0,0,7,0,0,6,3,4,3,0,8,0,0,0,6,0,0,8,173,21,8,3,203,3,0,3,205,15,0,225,38,6,0,0,48,0,0,0,48,9,0,52,0,0,0,0,0,0,0,0,0,0,0,5,205,31,10,3,254,3,0,3,254,25,0,284,127,15,0,0,137,8,0,8,144,11,0,153,124,19,3,0,147,0,0,0,152,9,0,160
Orroroo/Carrieton (DC),45400,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,24,0,0,0,24,0,0,24,3,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,0,0,11,0,0,0,11,3,0,12,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,19,0,0,0,19,3,0,18,7,0,0,0,7,0,0,0,7,0,0,7,6,0,0,0,6,0,0,0,6,0,0,6
Naracoorte and Lucindale (DC),45090,35,0,0,0,37,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,196,23,3,6,223,6,0,3,226,12,0,237,38,0,0,0,41,0,0,0,41,0,0,41,60,6,0,0,66,0,0,0,66,0,0,66,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,93,13,0,3,111,0,0,0,111,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,13,0,3,110,0,0,0,110,0,0,113,11,3,0,0,13,0,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,108,14,3,3,125,0,0,0,125,4,0,132,49,3,0,0,51,0,0,0,51,0,0,51,78,13,0,3,91,0,0,0,91,0,0,89
Northern Areas (DC),45120,8,0,0,0,8,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,80,9,0,0,88,3,0,3,95,9,0,103,22,0,0,0,25,0,0,0,25,0,0,28,29,0,0,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,59,0,0,0,59,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,59,0,0,0,59,4,0,60,6,0,0,0,6,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,60,6,0,0,64,0,0,0,64,4,0,68,15,3,0,0,25,0,0,0,25,0,0,25,45,6,0,0,46,0,0,0,49,3,0,53
Norwood Payneham St Peters (C),45290,91,5,0,6,100,6,0,104,0,0,0,4,4,0,0,0,4,0,3,7,560,70,10,12,649,20,7,29,674,29,4,701,124,16,5,0,141,3,0,3,141,6,0,148,177,22,0,0,203,8,0,8,208,0,0,205,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,300,42,5,0,348,7,0,11,353,8,0,363,9,0,0,0,9,0,0,0,8,0,0,8,7,0,0,0,5,0,0,0,5,0,0,5,15,0,0,0,14,0,0,0,18,0,0,18,311,41,5,0,363,11,0,10,374,8,0,374,39,5,0,0,45,0,0,0,43,9,0,57,0,0,0,0,0,0,0,0,0,0,0,0,352,50,3,0,400,9,0,9,418,18,0,435,174,22,0,0,200,3,0,3,204,6,0,206,216,34,0,3,253,3,3,7,260,3,0,263
Onkaparinga (C),45340,712,43,5,49,758,148,0,910,12,0,0,0,13,0,0,0,13,0,10,19,3005,473,64,60,3601,120,24,139,3747,298,13,4054,571,91,9,6,675,16,4,20,694,55,0,748,922,152,14,3,1098,17,3,24,1115,50,0,1167,26,3,4,0,36,0,0,0,36,0,0,36,5,0,0,14,25,0,0,0,25,3,0,24,1526,255,28,21,1821,38,5,44,1866,110,0,1973,15,0,0,0,21,3,0,4,23,6,0,31,37,6,3,0,43,0,0,5,52,5,0,55,50,4,3,0,63,7,3,14,75,5,0,80,1579,259,32,23,1888,43,10,50,1936,118,0,2055,310,54,14,7,379,20,0,28,403,85,0,489,0,0,0,0,7,0,0,0,7,0,6,11,1885,313,42,31,2273,68,10,81,2346,199,10,2560,948,134,16,3,1101,31,4,33,1130,70,0,1195,1270,179,34,12,1503,26,5,32,1531,78,0,1616
Peterborough (DC),45540,4,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,13,0,0,3,14,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,7,4,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,7,0,0,0,8,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,10,0,0,0,9,3,0,12,5,0,0,0,5,0,0,0,5,0,0,5,3,3,0,0,9,0,0,0,7,0,0,12
Playford (C),45680,484,50,13,65,546,289,0,835,0,0,0,4,6,0,0,0,6,0,5,11,1250,236,32,42,1558,114,26,142,1699,393,7,2095,229,28,5,3,258,5,3,9,274,25,0,296,295,46,5,0,347,9,4,15,359,30,0,383,15,3,3,3,20,0,0,0,24,6,0,32,0,0,0,3,7,0,0,0,7,0,3,10,535,76,14,11,635,23,6,24,660,54,3,720,18,0,0,3,19,9,0,6,31,3,0,35,19,0,0,0,17,3,0,4,21,3,0,25,32,3,0,3,35,12,3,13,49,6,0,59,564,74,14,14,673,33,7,37,711,67,3,780,201,69,7,17,297,28,15,40,340,172,3,510,0,0,0,3,4,0,0,0,4,0,0,7,771,146,24,28,974,60,19,84,1054,234,5,1298,349,43,4,0,394,13,3,16,408,25,0,437,402,63,5,4,477,15,0,15,491,42,0,528
Port Adelaide Enfield (C),45890,419,24,4,30,453,186,5,641,4,0,0,0,7,0,0,0,6,0,3,15,1604,321,24,22,1979,106,14,126,2102,283,7,2395,324,57,6,0,387,16,4,18,405,25,0,431,416,70,10,0,499,13,0,15,512,40,0,549,10,0,7,0,15,0,0,0,14,0,0,14,6,0,0,6,13,0,0,0,13,0,0,13,755,133,14,8,908,26,7,32,942,63,0,1005,13,9,0,0,24,8,0,8,30,3,0,33,14,8,0,0,19,4,0,4,27,3,0,30,33,12,0,0,46,9,0,9,56,7,0,62,787,141,17,11,958,35,7,40,1000,71,0,1071,174,45,0,12,228,16,13,21,257,123,0,380,4,0,0,0,4,3,0,3,11,0,4,16,966,189,17,19,1193,53,14,71,1264,197,4,1465,504,75,6,3,589,26,0,27,622,46,0,669,504,107,9,5,618,18,3,24,640,54,0,696
Port Augusta (C),46090,31,5,0,5,38,20,0,57,0,0,0,0,0,0,0,0,0,0,4,6,187,28,3,6,225,12,0,18,239,41,3,278,37,11,5,0,51,0,0,0,52,3,0,52,53,0,0,0,51,7,0,7,59,3,0,65,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,4,0,0,0,4,0,0,4,82,13,3,3,106,5,0,5,117,11,0,122,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,4,3,0,7,5,0,0,6,89,13,3,3,107,10,0,12,120,8,0,131,13,3,0,3,18,3,0,3,16,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,101,16,3,4,127,11,0,15,138,17,0,162,56,7,0,0,59,3,0,5,72,5,0,76,68,4,0,3,78,0,0,0,81,3,0,77
Port Lincoln (C),46300,47,5,0,5,47,9,0,55,0,0,0,0,0,0,0,0,0,0,0,0,228,35,12,3,280,7,0,7,284,19,0,308,51,10,0,0,60,3,0,3,57,3,0,61,94,14,0,0,113,3,0,3,118,3,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,24,3,3,175,8,0,8,177,3,0,182,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,6,0,0,4,152,27,3,3,177,8,0,5,185,3,0,190,12,3,3,0,19,0,0,0,19,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,161,28,7,3,196,8,0,5,203,11,0,208,53,8,0,0,63,0,0,0,68,4,0,72,129,17,3,0,144,0,0,0,148,5,0,154
Port Pirie City and Dists (M),46450,68,0,0,3,66,33,0,103,0,3,0,0,3,0,0,0,3,0,3,5,270,38,11,0,322,7,0,8,334,46,3,382,41,10,0,0,47,0,0,0,50,0,0,53,88,11,0,0,100,0,0,0,105,0,0,106,8,0,0,0,8,0,0,0,8,0,0,11,3,0,0,3,4,0,0,0,4,0,0,4,140,20,4,3,165,0,0,0,169,0,0,171,4,0,0,0,4,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,6,0,0,0,6,0,0,9,145,20,4,3,171,7,0,7,174,3,0,177,25,7,0,0,35,7,0,3,37,25,0,65,0,0,0,0,0,0,0,0,0,0,0,0,170,27,4,4,203,12,0,13,214,33,0,245,94,12,0,0,104,5,0,6,111,8,0,115,128,9,0,0,135,0,0,0,140,6,0,147
Prospect (C),46510,44,7,0,7,53,8,0,61,0,0,0,0,0,0,0,0,0,0,0,0,458,51,4,0,515,16,3,16,531,20,0,557,95,5,0,0,96,3,0,0,104,5,0,106,129,9,3,0,142,0,0,0,146,0,0,145,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,230,13,3,0,244,0,3,6,251,3,0,255,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,4,233,13,3,3,251,0,3,6,253,6,0,259,25,0,4,0,32,0,0,0,29,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,261,15,4,3,283,3,3,6,283,12,0,301,150,9,0,0,165,0,0,0,165,3,0,172,138,26,0,0,174,0,0,0,171,6,0,174
Renmark Paringa (DC),46670,39,3,3,3,44,9,0,54,0,0,0,0,0,0,0,0,0,0,0,0,168,20,7,3,196,3,3,3,199,16,0,216,42,3,3,0,51,0,0,0,51,3,0,50,58,7,0,0,62,0,0,0,61,3,0,68,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,8,6,0,112,0,0,0,115,5,0,123,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,104,8,6,0,118,0,0,3,118,8,0,124,13,0,0,0,17,0,0,3,20,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,116,7,6,0,130,5,3,3,136,15,0,153,66,13,4,0,77,0,4,4,81,3,0,84,59,15,0,0,76,0,0,0,76,4,0,84
Robe (DC),46860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,0,31,0,0,0,31,0,0,31,10,0,0,0,10,0,0,0,10,0,0,10,4,3,0,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,15,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,15,0,0,0,15,0,0,20,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,21,0,0,0,21,0,0,23,7,0,0,0,7,0,0,0,7,0,0,7,5,0,0,0,6,0,0,0,6,0,0,6
Roxby Downs (M),46970,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,115,9,5,0,128,3,0,3,127,3,0,131,23,0,0,0,24,3,0,3,26,0,0,26,21,3,0,0,28,0,0,0,28,0,0,23,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,3,3,0,54,3,0,3,52,0,0,56,0,3,0,0,3,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,7,3,0,0,7,0,0,0,10,0,0,10,51,8,3,0,60,5,0,5,61,0,0,63,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,57,8,5,0,62,5,0,5,69,0,0,68,26,0,3,0,32,0,0,0,32,0,0,29,11,0,0,0,11,0,0,0,11,0,0,11
Salisbury (C),47140,691,62,15,77,773,360,0,1134,7,3,0,0,11,0,0,0,11,0,10,17,2108,404,46,58,2608,157,24,180,2789,495,19,3307,405,55,4,4,466,9,6,20,485,46,0,529,517,91,6,3,623,18,3,17,639,50,0,691,15,3,3,0,17,0,0,0,17,3,0,21,0,0,0,7,9,0,0,0,9,4,0,11,938,150,13,14,1118,31,9,38,1152,102,0,1251,16,12,0,0,36,13,0,13,46,3,0,45,29,15,0,0,40,7,0,7,51,7,0,54,50,25,3,0,80,17,0,17,95,5,0,100,988,177,22,10,1193,45,9,50,1248,105,0,1356,334,62,14,13,424,26,6,36,455,251,3,709,0,0,0,3,3,0,0,0,3,0,3,7,1322,240,33,24,1616,74,16,86,1706,354,7,2067,564,85,9,7,667,22,9,28,700,56,0,757,664,106,16,9,791,24,3,25,823,55,3,884
Southern Mallee (DC),47290,8,0,0,0,8,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,5,60,0,0,0,60,6,0,66,5,3,0,0,10,0,0,0,10,0,0,10,26,0,0,0,24,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,3,39,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,3,39,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,3,40,0,0,0,36,0,0,40,14,3,0,0,15,0,0,0,15,0,0,15,12,0,0,0,18,0,0,0,18,0,0,18
Streaky Bay (DC),47490,5,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,41,12,0,0,50,3,0,4,57,0,0,56,10,0,0,0,14,0,0,0,14,0,0,14,23,3,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,38,0,0,0,38,0,0,38,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,41,0,0,0,41,0,0,41,7,0,0,0,7,0,0,0,8,0,0,11,10,3,0,0,18,0,0,0,18,0,0,16
