lga_code_2016,australia_m,australia_f,australia_p,canada_m,canada_f,canada_p,china_excl_sars_taiwan_m,china_excl_sars_taiwan_f,china_excl_sars_taiwan_p,croatia_m,croatia_f,croatia_p,egypt_m,egypt_f,egypt_p,fiji_m,fiji_f,fiji_p,germany_m,germany_f,germany_p,greece_m,greece_f,greece_p,hong_kong_sar_china_m,hong_kong_sar_china_f,hong_kong_sar_china_p,india_m,india_f,india_p,indonesia_m,indonesia_f,indonesia_p,iran_m,iran_f,iran_p,iraq_m,iraq_f,iraq_p,ireland_m,ireland_f,ireland_p,italy_m,italy_f,italy_p,japan_m,japan_f,japan_p,korea_republic_south_m,korea_republic_south_f,korea_republic_south_p,lebanon_m,lebanon_f,lebanon_p,malaysia_m,malaysia_f,malaysia_p,malta_m,malta_f,malta_p,netherlands_m,netherlands_f,netherlands_p,new_zealand_m,new_zealand_f,new_zealand_p,pakistan_m,pakistan_f,pakistan_p,philippines_m,philippines_f,philippines_p,poland_m,poland_f,poland_p,singapore_m,singapore_f,singapore_p,south_africa_m,south_africa_f,south_africa_p,sri_lanka_m,sri_lanka_f,sri_lanka_p,thailand_m,thailand_f,thailand_p,tfyrom_m,tfyrom_f,tfyrom_p,turkey_m,turkey_f,turkey_p,united_kingdom_ci_im_m,united_kingdom_ci_im_f,united_kingdom_ci_im_p,united_states_america_m,united_states_america_f,united_states_america_p,vietnam_m,vietnam_f,vietnam_p,zimbabwe_m,zimbabwe_f,zimbabwe_p,born_elsewhere_m,born_elsewhere_f,born_elsewhere_p,country_birth_not_stated_m,country_birth_not_stated_f,country_birth_not_stated_p,os_visitors_m,os_visitors_f,os_visitors_p,tot_m,tot_f,tot_p,lga_name16
54060,1435,1419,2856,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,9,14,20,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,6,11,11,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,52,54,105,0,0,0,0,10,10,0,0,0,0,0,3,3,3,10,0,0,0,0,10,16,0,0,0,0,0,0,126,144,269,0,3,5,0,0,0,3,0,4,12,12,25,165,137,301,9,6,12,1841,1844,3693,Irwin (S)
54130,459,358,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,30,26,59,0,0,0,0,4,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,14,24,35,0,0,0,0,0,0,0,0,0,3,8,7,88,67,157,0,4,3,610,502,1104,Jerramungup (S)
54170,43648,44892,88531,203,254,450,401,515,917,102,86,188,126,128,256,19,29,43,426,466,899,69,62,134,111,152,260,653,631,1287,100,239,336,167,167,338,20,21,39,1129,1133,2261,457,337,797,71,168,242,56,87,145,19,30,45,382,528,915,23,28,52,314,297,614,2163,2069,4232,60,40,99,208,444,655,248,352,595,300,440,746,2631,2827,5455,86,77,157,88,270,356,69,53,127,24,12,32,13583,13601,27186,322,308,628,141,206,344,622,657,1276,2508,2879,5388,2599,2806,5407,446,742,1183,74583,78025,152604,Joondalup (C)
54200,18167,18472,36640,41,47,89,107,176,275,18,25,43,12,8,24,13,11,26,133,166,297,10,7,17,32,39,72,534,479,1014,60,110,170,9,13,29,3,3,7,197,197,392,202,211,415,10,37,53,14,21,34,9,13,29,139,229,369,4,18,25,132,142,277,1091,1047,2133,29,29,53,296,419,714,39,43,81,124,139,257,308,336,650,65,63,122,34,117,150,3,0,4,10,11,18,2919,3035,5955,79,87,167,28,36,67,157,161,316,951,1054,2001,1507,1531,3036,150,208,360,27639,28748,56382,Kalamunda (S)
52380,126,102,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,9,22,0,0,0,0,0,0,3,0,3,4,3,7,57,24,87,3,5,6,229,155,386,Cue (S)
52450,620,466,1081,0,3,3,5,0,5,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,13,30,0,0,0,48,39,89,0,0,0,0,0,0,3,13,15,0,0,0,0,0,0,0,0,0,0,0,0,26,36,62,0,0,3,0,0,0,0,0,7,7,3,8,88,71,151,0,3,3,820,662,1485,Cunderdin (S)
52520,550,460,1010,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,25,26,53,0,0,0,45,41,91,0,0,0,0,0,0,6,12,20,0,0,0,0,4,4,0,0,0,0,0,0,22,24,42,0,0,0,0,0,0,3,4,8,7,7,16,77,67,144,9,11,24,771,665,1438,Dalwallinu (S)
52590,1364,1165,2537,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,4,0,4,3,3,3,7,0,7,0,3,0,0,0,0,0,0,0,4,3,7,10,3,12,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,9,11,15,54,47,99,0,3,3,3,12,14,0,0,0,0,0,0,16,12,35,4,0,4,0,12,9,0,0,0,0,0,0,88,73,160,0,0,0,0,3,0,3,4,6,50,23,66,195,175,372,49,36,83,1869,1596,3461,Dandaragan (S)
52660,5067,5350,10422,12,7,21,3,9,15,0,0,3,4,0,4,0,0,0,20,21,41,0,0,0,3,0,5,36,39,78,0,6,6,3,3,10,3,4,4,24,22,43,18,14,30,4,3,4,19,11,27,3,3,4,9,9,17,0,0,0,27,35,59,244,210,446,5,3,9,30,57,88,7,4,13,8,14,24,91,92,185,3,4,9,4,11,18,0,0,0,0,0,0,370,442,809,17,20,41,0,4,3,33,34,72,70,79,152,431,427,862,15,36,53,6591,6992,13583,Dardanup (S)
52730,1919,1934,3849,3,12,13,0,6,6,0,3,3,0,0,0,0,0,0,17,31,50,0,0,0,3,0,3,7,8,14,0,9,7,0,0,0,0,0,0,10,6,16,5,0,8,3,3,8,0,0,0,0,0,0,3,6,9,0,3,3,22,28,43,51,70,120,0,0,0,0,6,12,8,7,13,0,0,3,32,35,64,6,3,6,0,0,3,0,0,0,0,3,3,358,339,701,13,24,40,9,5,9,12,10,22,43,63,102,298,310,608,18,11,28,2852,2928,5774,Denmark (S)
52800,4007,3856,7862,5,11,16,0,9,7,0,0,0,3,0,6,3,3,6,24,20,36,0,0,0,0,3,3,24,31,59,3,4,10,0,0,4,0,0,0,12,8,15,6,9,16,0,3,0,0,3,4,0,0,0,3,3,5,0,0,3,5,14,15,88,99,180,0,0,3,17,18,31,3,3,8,5,0,4,16,11,26,4,10,13,0,9,9,0,0,0,0,0,0,122,120,244,9,14,18,0,0,4,11,5,14,52,51,103,418,450,869,81,94,179,4932,4842,9769,Derby-West Kimberley (S)
52870,2009,2046,4059,0,3,5,0,10,12,3,0,3,0,0,0,0,0,3,11,13,24,0,0,0,0,0,0,3,10,10,0,0,3,0,0,0,0,0,0,11,8,13,30,25,53,3,3,9,0,6,8,0,0,0,11,3,14,0,0,0,16,12,26,60,57,112,0,5,5,5,13,19,3,5,14,3,5,4,22,20,34,0,0,0,0,4,4,0,0,0,0,0,0,229,260,487,6,11,14,4,9,7,6,7,8,47,50,97,276,301,577,28,35,65,2784,2900,5688,Donnybrook-Balingup (S)
54830,11416,10762,22175,43,30,70,110,140,255,49,43,90,5,3,7,24,23,45,62,78,142,0,3,5,28,22,50,679,603,1282,41,76,121,32,27,55,12,13,21,85,56,139,60,43,106,9,35,43,54,55,107,5,0,11,115,152,268,12,5,17,50,55,100,1024,924,1948,57,44,102,811,913,1730,22,32,60,93,99,199,268,285,550,65,64,128,22,90,113,3,7,10,7,3,10,1658,1667,3329,58,41,98,43,45,89,103,130,236,806,810,1615,1380,1343,2727,121,204,324,19444,18925,38376,Kwinana (C)
54900,543,434,978,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,21,14,35,0,0,0,7,0,6,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,14,26,40,0,0,0,0,0,0,0,0,3,4,7,7,68,55,115,7,7,17,681,559,1243,Lake Grace (S)
52940,302,272,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,33,0,0,0,0,0,0,0,0,0,0,5,3,28,26,55,0,0,3,352,338,687,Dowerin (S)
53010,267,242,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,3,14,0,0,0,0,3,5,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,10,23,0,0,0,0,0,0,0,0,0,3,3,5,45,33,76,0,7,8,350,312,661,Dumbleyung (S)
53080,513,330,843,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,8,3,11,0,3,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,3,4,41,26,76,3,0,3,3,4,12,0,0,0,0,0,0,8,3,10,0,0,4,0,3,4,0,0,0,0,0,0,46,34,72,3,0,3,0,0,0,0,0,3,20,8,25,276,162,442,5,9,14,948,611,1555,Dundas (S)
65610,1857,1631,3490,4,3,8,3,3,3,0,0,0,0,0,0,0,0,0,11,7,20,0,0,0,0,0,0,12,4,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,19,27,33,57,0,0,0,3,14,13,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,76,56,130,7,3,7,0,5,4,3,4,3,33,28,59,242,206,453,11,3,15,2314,2015,4325,West Coast (M)
53150,2393,2643,5030,5,12,17,0,6,8,8,3,15,4,0,7,4,0,3,15,24,42,0,0,0,0,5,7,12,19,32,4,5,12,4,3,11,0,0,0,30,43,73,51,65,115,8,10,17,3,3,7,0,0,0,12,7,22,0,0,0,22,14,34,82,88,174,0,0,0,0,8,12,0,5,8,5,12,15,32,26,59,0,3,3,3,9,13,0,0,0,0,0,0,372,365,742,28,35,60,4,7,13,13,10,16,88,102,187,212,240,457,25,45,71,3456,3827,7282,East Fremantle (T)
53220,6893,2918,9809,16,5,24,13,8,20,10,3,11,8,0,9,18,5,27,27,11,45,0,0,0,6,3,13,88,20,114,24,20,36,9,0,9,3,0,3,68,27,94,10,0,9,3,3,5,12,3,15,4,0,3,40,13,56,4,0,4,14,9,27,943,355,1293,0,0,0,144,97,236,16,0,16,23,0,24,144,30,175,19,3,18,11,44,51,9,4,7,0,0,0,644,125,774,33,5,40,15,0,13,113,16,133,303,92,392,3423,858,4285,93,43,138,13190,4739,17932,East Pilbara (S)
53290,5303,5231,10537,6,10,18,8,8,14,3,0,3,0,0,0,5,0,5,20,27,53,0,0,0,8,6,16,21,17,38,3,12,8,0,0,3,0,0,0,18,23,33,8,11,15,0,0,0,7,4,8,0,0,0,4,5,9,0,0,0,23,22,40,194,200,395,0,0,0,18,39,57,5,3,5,3,6,10,80,77,154,3,3,11,3,15,21,0,0,0,0,0,0,292,320,609,14,14,25,5,3,7,19,18,36,57,83,147,951,861,1813,29,37,66,7098,7068,14169,Esperance (S)
53360,1877,1711,3589,3,11,11,6,0,3,0,0,0,3,0,3,0,0,0,20,28,48,3,0,3,0,8,8,0,3,4,0,0,0,0,0,0,0,0,0,3,3,10,14,13,26,0,0,3,0,0,3,0,0,0,3,6,10,0,0,3,29,14,44,43,40,88,0,0,0,19,17,36,6,5,8,0,4,3,17,15,24,3,4,8,0,3,3,0,0,0,0,0,0,190,187,374,21,17,37,0,3,4,8,7,16,50,28,81,273,244,515,80,132,217,2676,2496,5173,Exmouth (S)
53430,8374,9142,17513,57,86,143,25,50,76,77,79,157,12,12,20,0,4,8,96,119,211,13,17,32,17,13,33,87,61,143,15,38,51,25,21,50,8,6,12,148,125,272,394,490,883,20,58,75,15,23,42,0,0,3,44,58,106,3,9,6,54,64,118,349,324,677,13,6,20,63,96,158,40,56,95,40,62,93,130,143,271,20,16,30,11,48,53,4,7,8,8,0,4,1548,1471,3023,102,113,216,8,17,30,32,32,71,665,786,1449,1244,1358,2604,221,304,525,13968,15326,29294,Fremantle (C)
53570,1703,1594,3299,3,3,8,0,3,4,0,3,3,0,0,0,0,0,0,19,18,32,3,0,3,7,9,13,6,4,11,0,6,6,0,0,0,0,0,0,17,10,27,26,6,30,0,0,7,4,5,3,0,0,0,14,9,20,4,0,3,13,11,22,59,67,129,0,0,0,45,47,90,3,3,10,0,0,3,16,24,42,0,4,3,0,7,9,3,0,3,0,0,0,237,250,481,11,9,20,10,9,21,8,4,15,80,109,194,285,265,547,68,101,173,2651,2573,5224,Gingin (S)
53640,483,404,889,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,26,26,46,0,0,0,21,14,35,0,0,0,0,0,0,5,3,9,0,0,0,0,0,3,0,0,0,0,0,0,20,29,47,3,0,8,0,0,0,0,0,0,6,13,11,79,54,131,5,3,6,647,557,1200,Gnowangerup (S)
65810,8628,9020,17645,15,22,30,25,44,67,0,0,0,3,0,6,3,4,12,45,69,116,7,6,14,9,16,25,39,38,70,6,3,10,8,11,20,0,0,0,18,14,30,23,15,43,5,9,12,7,12,22,0,3,3,11,21,28,5,0,7,81,83,172,141,137,282,6,3,5,12,41,49,14,11,26,9,22,30,50,42,98,7,3,11,9,14,22,0,0,0,6,3,6,676,694,1367,27,35,58,3,10,14,7,7,13,137,148,285,685,716,1398,34,36,68,10773,11311,22088,West Tamar (M)
54280,10453,9479,19933,18,25,40,114,55,169,19,9,29,3,3,11,56,45,100,36,41,73,5,5,9,3,3,6,196,166,361,20,37,62,24,12,33,3,3,6,80,65,148,32,17,45,5,4,11,11,10,22,3,0,3,24,20,42,3,0,0,20,13,41,1267,1109,2378,19,16,34,267,360,625,13,16,27,19,12,24,280,297,578,23,24,48,24,94,113,3,0,0,7,3,9,531,465,995,24,29,54,10,11,22,157,148,304,391,381,772,1919,1468,3383,84,108,190,16172,14564,30734,Kalgoorlie/Boulder (C)
54310,9125,6926,16050,19,26,43,123,48,175,8,3,11,3,0,3,13,11,30,34,28,61,3,0,6,9,6,13,155,108,260,19,42,55,10,0,10,0,5,3,100,47,144,17,11,29,3,19,25,3,16,19,0,0,0,28,21,49,3,3,4,28,23,53,745,506,1252,22,17,40,272,278,548,9,12,16,17,9,34,179,132,312,35,13,46,29,93,116,10,9,21,3,0,3,655,391,1046,27,17,49,17,14,36,60,44,106,308,239,548,2597,1158,3756,162,121,285,14868,10396,25261,Karratha (C)
55950,230,205,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,15,26,0,3,3,0,0,0,0,0,0,0,0,3,17,22,39,0,0,0,281,263,538,Mukinbudin (S)
53710,403,394,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,25,45,0,0,3,0,0,0,0,0,3,3,3,8,61,62,123,0,3,3,508,506,1009,Goomalling (S)
53780,30610,29263,59867,61,47,107,1520,1748,3266,53,37,95,98,93,194,51,54,103,191,161,349,14,13,22,179,170,345,3061,2760,5823,651,860,1508,182,129,308,226,214,438,218,218,431,285,269,559,25,94,119,227,234,455,84,58,142,1697,1946,3642,23,24,43,213,223,433,2038,1803,3839,507,392,897,1299,1575,2873,84,96,182,783,899,1684,801,887,1692,679,511,1188,227,413,643,10,9,15,78,61,131,4386,4382,8764,155,115,265,215,301,512,226,229,455,4598,4307,8907,2986,2920,5913,544,866,1410,59277,58371,117642,Gosnells (C)
53800,14451,14826,29274,23,31,57,15,39,61,4,4,14,8,4,14,14,23,34,65,82,144,12,4,15,10,3,13,103,114,211,27,35,59,3,0,4,0,0,0,52,61,112,69,71,139,4,9,8,7,3,5,0,0,0,30,36,69,9,3,16,56,48,108,353,341,697,23,16,39,194,294,493,3,11,15,15,25,33,244,274,524,25,16,48,20,83,104,8,5,14,0,0,3,906,978,1887,33,44,74,29,50,78,55,65,112,252,260,511,1628,1644,3271,102,179,275,18852,19685,38535,Greater Geraldton (C)
53920,1490,1509,3002,0,0,0,3,3,8,0,0,0,0,0,0,3,0,3,3,3,9,3,0,3,0,0,3,10,7,23,4,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,35,33,69,3,0,8,5,9,11,0,0,0,0,0,0,9,3,10,3,0,5,0,0,0,0,0,0,0,0,0,44,38,84,4,5,11,0,0,0,7,0,7,23,11,39,260,251,511,76,58,133,1988,1972,3956,Halls Creek (S)
54340,1364,1302,2671,0,3,3,15,12,24,0,0,0,3,0,4,0,0,0,5,0,3,0,0,0,0,0,0,14,14,28,4,11,16,0,0,0,0,0,0,0,0,3,8,6,20,0,0,0,3,0,5,0,0,0,11,10,15,0,0,0,9,4,15,74,66,143,6,3,6,8,18,27,0,0,3,3,10,14,12,24,37,7,0,7,33,38,72,0,0,0,0,0,0,52,67,123,3,3,11,0,0,3,4,0,3,169,101,270,308,290,593,15,16,27,2129,2012,4141,Katanning (S)
54410,473,466,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,6,7,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,12,10,20,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,55,0,0,0,0,0,0,6,0,7,3,7,16,65,61,126,3,0,3,601,600,1201,Kellerberrin (S)
54480,237,176,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,0,0,0,0,0,0,0,0,0,0,0,3,44,31,78,3,0,3,306,232,538,Kent (S)
54550,768,721,1486,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,47,91,0,0,0,15,14,32,3,0,5,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,33,40,69,0,3,3,0,0,0,0,0,0,10,6,15,101,107,209,10,6,15,998,957,1954,Kojonup (S)
54620,459,318,776,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,3,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,14,42,0,0,0,4,4,9,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,29,17,51,0,0,0,0,0,0,5,0,5,14,11,26,78,39,114,11,4,15,645,427,1075,Kondinin (S)
54690,172,161,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,3,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,0,0,0,0,0,0,0,0,0,0,0,0,17,15,30,0,0,0,210,194,402,Koorda (S)
54760,317,287,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,17,29,0,0,0,0,0,0,0,3,3,0,4,8,31,25,55,0,0,0,378,350,731,Kulin (S)
54970,1089,342,1430,3,3,5,3,0,6,0,0,0,0,0,0,4,0,4,6,0,5,0,0,0,0,0,0,8,0,14,3,0,3,3,0,3,0,0,0,11,3,13,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,192,44,234,0,0,0,11,0,15,0,0,0,3,0,3,15,0,16,0,0,0,0,4,5,0,0,0,0,0,0,121,18,144,3,0,4,3,0,3,17,0,17,59,8,61,466,83,542,15,0,15,2058,522,2575,Laverton (S)
70200,8560,8974,17530,25,40,62,22,41,67,0,0,0,4,3,4,58,49,100,58,88,141,8,3,13,25,30,49,348,320,671,12,20,27,5,7,14,0,0,0,52,32,83,33,34,73,11,26,34,20,27,46,3,0,4,17,31,42,6,3,5,41,47,87,417,476,892,20,10,33,208,286,489,6,8,18,17,14,31,62,83,140,56,52,102,20,39,62,4,0,8,4,0,3,462,462,918,372,297,667,32,46,75,94,93,187,445,449,896,1751,1848,3598,411,546,955,13662,14474,28139,Alice Springs (T)
55040,1004,414,1422,3,0,4,0,0,0,0,0,0,0,0,0,3,0,9,7,3,12,0,0,0,0,0,0,9,0,9,0,0,3,0,0,0,0,0,0,13,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,4,5,5,127,54,182,0,0,0,10,10,21,0,0,0,3,0,3,28,8,33,0,0,0,4,3,11,0,0,0,0,0,0,80,22,105,0,4,7,0,0,0,14,0,18,43,4,49,685,184,866,22,8,31,2073,742,2813,Leonora (S)
55110,24627,26507,51138,61,72,135,61,120,179,26,22,52,20,13,36,13,13,26,128,200,331,7,9,22,23,27,51,287,275,566,44,122,167,56,52,107,3,0,4,226,215,443,133,76,208,9,45,52,40,57,91,0,0,0,83,114,194,17,12,32,193,219,417,1464,1548,3013,31,31,61,285,534,819,37,46,87,52,78,137,590,673,1263,63,64,133,65,208,271,3,3,6,7,0,3,4978,5442,10423,133,112,240,21,54,72,132,161,289,688,846,1532,2356,2623,4979,162,254,413,37133,40868,78003,Mandurah (C)
55180,3468,3341,6804,6,7,14,3,4,12,0,0,0,0,0,0,0,3,8,16,22,36,11,9,18,0,5,4,14,14,29,0,3,6,0,0,0,0,0,0,8,10,17,54,44,98,0,3,3,0,3,6,0,0,0,4,10,17,5,0,5,22,15,33,69,81,147,0,0,0,12,32,45,0,5,8,3,8,10,19,29,48,5,4,3,0,9,16,15,10,23,0,0,0,285,311,594,12,7,21,5,0,4,4,5,11,97,73,170,514,499,1011,94,85,179,4755,4645,9402,Manjimup (S)
55250,654,320,972,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,3,12,0,0,0,3,0,4,5,0,8,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,6,79,22,95,0,0,0,4,5,7,0,0,0,0,0,0,12,0,13,3,0,5,0,0,0,0,0,0,0,0,0,52,27,82,4,0,3,0,0,0,8,0,8,28,9,43,374,164,540,19,10,32,1267,580,1850,Meekatharra (S)
55320,28446,30554,59001,114,172,292,742,981,1721,87,104,198,59,58,121,19,25,46,189,257,445,44,36,80,325,332,658,857,874,1736,604,819,1423,257,266,529,52,61,112,331,301,636,466,423,894,93,186,282,255,273,531,25,41,71,1425,1718,3143,11,13,29,177,196,377,879,882,1763,53,31,85,230,337,569,80,103,179,685,862,1544,792,810,1609,235,232,469,79,165,245,8,15,25,19,17,34,4188,4227,8416,265,228,487,121,173,295,191,221,411,1851,2157,4003,2067,2411,4481,519,787,1308,46864,51373,98236,Melville (C)
58760,48059,49381,97443,136,165,303,383,528,909,191,179,371,189,174,366,31,38,70,317,403,716,80,62,138,145,156,303,1630,1573,3202,142,255,394,195,184,380,233,180,409,758,760,1521,514,441,960,29,137,162,71,111,188,48,37,81,576,653,1224,46,45,91,235,247,479,3465,3344,6809,158,127,283,907,1210,2118,247,301,547,340,398,737,2814,3018,5833,147,126,274,221,465,686,432,420,855,27,13,38,14156,14741,28899,253,225,479,1573,1788,3360,686,751,1435,5372,5773,11144,5201,5559,10765,560,873,1434,90566,94853,185421,Wanneroo (C)
58820,1426,1414,2837,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,9,10,16,0,0,0,0,0,0,7,4,6,0,3,3,0,0,0,0,0,0,3,6,7,40,30,70,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,9,17,46,46,94,0,0,0,17,16,35,0,0,4,0,3,3,9,7,20,0,0,0,0,11,12,0,0,0,0,0,0,126,168,297,3,3,5,0,0,0,8,8,9,18,22,39,251,246,502,3,5,7,1979,2025,4003,Waroona (S)
55390,400,188,586,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,49,11,62,0,0,0,15,0,19,0,0,0,0,0,3,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,43,6,49,0,0,0,0,0,0,5,0,5,16,4,15,129,23,154,0,0,0,706,235,941,Menzies (S)
55460,1316,1239,2555,0,0,0,103,5,105,0,0,0,0,0,0,0,0,0,3,11,10,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,4,3,10,13,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,50,35,86,0,0,0,19,29,48,3,3,4,3,0,4,18,14,29,0,0,0,0,3,3,0,0,0,0,0,0,73,74,141,3,3,3,0,0,0,4,3,10,20,13,34,136,127,262,53,12,59,1826,1581,3405,Merredin (S)
