lga_code_2016,separate_house_nofb_0_i_b,separate_house_nofb_1,separate_house_nofb_2,separate_house_nofb_3,separate_house_nofb_4,separate_house_nofb_5,separate_house_nofb_6_or_m,separate_house_nofb_ns,separate_house_total,se_d_r_or_t_h_t_1_s_nofb_0_ib,se_d_r_or_t_h_t_1_st_nofb_1,se_d_r_or_t_h_t_1_st_nofb_2,se_d_r_or_t_h_t_1_st_nofb_3,se_d_r_or_t_h_t_1_st_nofb_4,se_d_r_or_t_h_t_1_st_nofb_5,se_d_r_or_t_h_t_1_st_nofb_6_m,se_d_r_or_t_h_t_1_st_nofb_ns,se_d_r_or_t_h_t_1_st_total,se_d_r_or_t_h_t_2_s_nofb_0_ib,se_d_r_or_t_h_t_2_sts_nofb_1,se_d_r_or_t_h_t_2_sts_nofb_2,se_d_r_or_t_h_t_2_sts_nofb_3,se_d_r_or_t_h_t_2_sts_nofb_4,se_d_r_or_t_h_t_2_sts_nofb_5,se_d_r_or_t_h_t_2_st_nofb_6_m,se_d_r_or_t_h_t_2_sts_nofb_ns,se_d_r_or_t_h_t_2_sts_total,se_d_r_or_t_h_t_tot_nofb_0_ib,se_d_r_or_t_h_t_tot_nofb_1,se_d_r_or_t_h_t_tot_nofb_2,se_d_r_or_t_h_t_tot_nofb_3,se_d_r_or_t_h_t_tot_nofb_4,se_d_r_or_t_h_t_tot_nofb_5,se_d_r_or_t_h_t_tot_nofb_6_m,se_d_r_or_t_h_t_tot_nofb_ns,se_d_r_or_t_h_t_tot_total,flt_at_1_or2_st_bl_nofb_0_ib,flt_at_in_1_or2_s_b_nofb_1,flt_at_in_1_or2_s_b_nofb_2,flt_at_in_1_or2_s_b_nofb_3,flt_at_in_1_or2_s_b_nofb_4,flt_at_in_1_or2_s_b_nofb_5,flt_at_in_1_or2_s_b_nob_6_m,flt_at_in_1_or2_s_b_nob_ns,flt_at_in_1_or2_s_b_total,flt_apt_3_st_bl_nob_0_ib,flt_apt_in_3_st_bl_nofb_1,flt_apt_in_3_st_bl_nofb_2,flt_apt_in_3_st_bl_nofb_3,flt_apt_in_3_st_bl_nofb_4,flt_apt_in_3_st_bl_nofb_5,flt_apt_in_3_s_bl_nofb_6_m,flt_apt_in_3_st_bl_nofb_ns,flt_apt_in_3_st_bl_total,flt_apt_4_or_m_s_b_nofb_0_ib,flt_apt_4_or_m_s_b_nofb_1,flt_apt_4_or_m_s_b_nofb_2,flt_apt_4_or_m_s_b_nofb_3,flt_apt_4_or_m_s_b_nofb_4,flt_apt_4_or_m_s_b_nofb_5,flt_apt_4_or_m_s_b_nofb_6_m,flt_apt_4_or_m_s_b_nofb_ns,flt_apt_4_or_m_s_b_total,flt_apt_at_to_a_h_nofb_0_ib,flt_apt_at_to_a_hse_nofb_1,flt_apt_at_to_a_hse_nofb_2,flt_apt_at_to_a_hse_nofb_3,flt_apt_at_to_a_hse_nofb_4,flt_apt_at_to_a_hse_nofb_5,flt_apt_at_to_a_hs_nofb_6_m,flt_apt_at_to_a_hs_nofb_ns,flt_apt_at_to_a_hse_total,flt_apart_tot_nofb_0_i_b,flt_apart_tot_nofb_1,flt_apart_tot_nofb_2,flt_apart_tot_nofb_3,flt_apart_tot_nofb_4,flt_apart_tot_nofb_5,flt_apart_tot_nofb_6_or_m,flt_apart_tot_nofb_ns,flt_apart_tot_total,other_dwelling_nofb_0_i_b,other_dwelling_nofb_1,other_dwelling_nofb_2,other_dwelling_nofb_3,other_dwelling_nofb_4,other_dwelling_nofb_5,other_dwelling_nofb_6_or_m,other_dwelling_nofb_ns,other_dwelling_total,dweling_structu_ns_nofb_0_i_b,dweling_structur_ns_nofb_1,dweling_structur_ns_nofb_2,dweling_structur_ns_nofb_3,dweling_structur_ns_nofb_4,dweling_structur_ns_nofb_5,dwelig_struct_ns_nofb_6_or_m,dweling_structur_ns_nofb_ns,dweling_structur_ns_total,total_nofb_0_i_b,total_nofb_1,total_nofb_2,total_nofb_3,total_nofb_4,total_nofb_5,total_nofb_6_or_m,total_nofb_ns,total_total,lga_name16
21750,11,119,949,4121,1719,214,55,547,7732,4,122,295,87,4,0,0,101,603,0,4,16,18,4,0,0,8,41,4,125,307,98,4,0,0,103,641,0,18,25,17,0,0,0,15,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,25,17,0,0,0,13,72,6,38,21,18,4,0,0,75,162,0,5,12,21,9,0,0,7,52,22,305,1303,4277,1735,220,54,741,8659,Colac-Otway (S)
21830,13,85,737,3104,1411,210,51,477,6082,0,36,51,5,0,0,0,12,114,0,0,0,3,0,0,0,3,8,0,36,54,7,0,0,0,19,116,0,32,64,23,4,0,0,25,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,32,64,23,9,0,0,30,150,6,10,12,7,8,0,0,23,73,0,0,9,24,12,3,4,9,67,18,165,877,3163,1434,208,53,561,6483,Corangamite (S)
21890,39,398,6237,17262,6227,1137,262,2239,33812,20,976,4893,2061,213,33,10,764,8968,27,666,2448,2226,343,35,17,467,6223,45,1639,7343,4288,558,66,25,1232,15186,29,1907,2321,297,35,6,8,670,5273,64,510,590,105,8,0,0,237,1516,34,588,1086,73,3,0,0,251,2035,0,0,0,0,0,0,0,3,8,128,3008,4000,476,40,6,8,1152,8829,3,44,159,77,15,6,0,74,387,3,24,65,47,16,9,0,39,204,222,5118,17803,22155,6863,1221,296,4734,58412,Darebin (C)
22110,44,409,2611,8556,3668,522,94,1465,17367,0,85,340,114,19,3,3,106,667,0,13,21,24,4,0,0,10,72,0,98,360,136,21,4,3,117,736,0,61,171,54,3,0,0,63,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,4,3,0,61,171,54,3,0,0,66,364,44,119,113,46,6,0,4,117,449,4,13,39,59,25,3,3,75,232,91,701,3299,8858,3724,533,103,1842,19152,East Gippsland (S)
22170,53,238,2729,21999,11518,1802,315,2513,41178,24,708,3578,1926,247,19,12,657,7168,7,50,574,993,146,15,0,155,1946,35,754,4156,2920,391,33,12,813,9116,56,285,603,129,5,0,4,326,1402,0,13,107,18,0,0,0,20,157,6,18,39,3,0,0,0,49,117,0,3,3,0,0,0,0,0,9,62,319,744,149,5,3,4,392,1680,38,181,146,40,15,0,0,234,648,8,9,21,16,10,0,0,10,75,202,1506,7791,25134,11937,1839,334,3961,52700,Frankston (C)
22250,5,61,559,2173,1006,118,35,319,4282,0,0,4,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,11,0,35,63,6,0,0,0,32,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,63,6,0,0,0,32,136,10,22,11,6,0,0,0,21,77,0,0,0,4,5,0,0,3,12,15,121,631,2198,1013,121,37,380,4513,Gannawarra (S)
22830,35,201,2199,10904,5418,647,103,1731,21243,10,343,1286,283,51,6,0,276,2259,0,8,42,31,9,3,0,27,120,10,352,1328,313,63,5,3,302,2377,0,48,63,10,0,0,0,59,184,0,10,13,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,74,10,0,0,0,63,212,40,152,79,26,9,0,0,208,514,0,10,7,19,13,3,0,17,61,83,776,3688,11270,5504,654,106,2327,24406,Greater Shepparton (C)
22910,15,224,1207,2722,1007,176,32,572,5957,3,35,30,9,0,0,0,37,123,0,3,4,3,0,0,0,0,12,3,38,31,17,0,0,3,41,135,0,23,19,3,0,0,0,11,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,23,19,3,0,0,0,13,64,4,29,55,173,66,13,5,27,366,4,13,17,46,12,0,3,21,112,28,329,1329,2953,1093,191,44,677,6637,Hepburn (S)
22980,8,35,364,1175,400,60,15,140,2204,0,8,27,51,17,0,0,10,108,0,0,0,0,0,0,0,0,8,0,9,25,48,17,0,0,10,115,0,40,34,0,0,0,0,10,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,0,0,0,0,10,89,0,9,0,3,0,0,0,4,21,0,0,9,4,4,3,3,3,28,14,92,434,1237,424,60,21,171,2454,Hindmarsh (S)
23110,22,144,2595,13390,4225,657,107,1224,22369,12,271,2083,1689,373,38,4,351,4830,7,63,788,2273,721,78,7,250,4191,21,339,2875,3960,1097,111,17,601,9017,8,408,1002,267,8,5,3,239,1942,0,95,95,8,0,0,0,35,230,7,87,164,33,0,0,0,58,350,0,0,0,0,0,0,0,0,3,21,582,1261,304,11,5,3,336,2522,11,27,48,32,8,3,0,45,168,4,10,20,51,12,0,3,16,115,80,1105,6798,17735,5352,776,132,2224,34195,Hobsons Bay (C)
23190,12,77,735,3751,1908,205,32,380,7092,3,98,233,78,7,0,0,57,473,0,0,0,13,4,0,0,0,11,3,98,230,90,11,0,0,57,484,3,60,271,57,3,0,0,40,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,271,57,3,0,0,42,429,9,9,10,5,3,0,0,3,31,7,7,9,16,4,3,0,6,44,23,238,1251,3914,1930,209,38,484,8084,Horsham (RC)
23270,94,214,1762,27499,18173,2544,465,3270,54020,20,213,1502,1727,290,15,8,400,4170,3,39,632,1030,139,8,4,235,2085,22,249,2137,2760,433,25,12,635,6261,10,174,924,785,43,8,0,213,2152,0,0,0,0,0,0,0,0,3,5,29,37,22,3,0,0,33,126,0,3,3,0,0,0,0,0,4,19,203,960,806,41,8,0,244,2288,14,121,63,101,21,3,3,151,482,0,11,22,49,12,4,4,50,167,154,800,4943,31220,18684,2578,479,4351,63210,Hume (C)
23350,12,88,673,2824,1556,238,48,342,5781,0,10,57,24,4,0,0,11,107,0,0,0,0,0,0,0,0,0,0,10,57,24,4,0,0,11,107,0,41,128,41,0,0,0,27,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,128,41,0,0,0,27,243,10,31,15,8,3,3,3,17,95,0,0,8,21,11,3,0,3,47,16,175,883,2918,1577,242,48,405,6267,Indigo (S)
23430,36,179,2817,17207,10563,1989,314,1587,34698,22,627,5140,2993,263,25,6,676,9754,8,75,1041,3124,762,100,13,266,5385,34,697,6181,6115,1025,122,22,944,15138,35,928,3422,1293,88,14,7,723,6511,5,148,602,54,12,0,0,129,952,0,221,484,40,3,6,0,65,817,0,3,0,3,0,0,0,3,15,42,1308,4513,1391,99,14,7,911,8289,21,125,142,44,12,3,0,77,417,4,17,60,64,21,6,3,44,221,133,2327,13711,24825,11728,2128,349,3573,58769,Kingston (C) (Vic.)
23670,37,259,2790,22390,15777,3137,532,1809,46739,8,297,2442,1367,297,56,4,353,4828,0,31,597,1042,170,33,8,113,1992,9,335,3041,2403,467,88,15,469,6822,20,173,468,190,3,3,0,101,964,3,71,165,12,0,0,0,31,280,0,59,77,4,0,0,0,37,177,0,4,0,0,0,0,0,0,5,19,310,714,210,3,0,4,170,1434,12,69,72,74,48,9,0,63,339,4,16,25,26,15,0,4,17,105,84,986,6631,25107,16310,3242,559,2527,55442,Knox (C)
23810,33,218,2639,14542,6024,799,130,2051,26438,29,407,886,199,22,0,6,213,1758,0,12,50,40,3,0,0,31,131,29,413,933,233,18,3,6,246,1891,14,390,877,115,4,0,3,273,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,395,877,115,4,0,3,273,1672,5,43,36,17,0,0,0,33,135,3,23,26,16,11,0,3,57,146,86,1086,4513,14921,6062,798,144,2664,30280,Latrobe (C) (Vic.)
23940,12,90,524,1432,579,90,18,360,3097,0,6,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,11,3,22,15,0,0,0,0,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,15,0,0,0,0,19,63,18,24,7,9,3,0,3,18,93,3,5,11,21,9,0,0,4,55,35,151,566,1461,587,90,16,408,3319,Loddon (S)
24130,20,153,1208,6633,5457,966,184,1045,15659,0,110,325,202,24,0,0,74,741,0,0,7,12,0,0,0,9,20,0,110,334,207,24,0,0,86,761,0,7,96,45,3,0,0,17,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,100,46,3,0,0,17,170,0,31,22,13,3,0,3,25,98,0,3,9,21,16,3,0,20,75,22,305,1666,6927,5500,972,186,1190,16764,Macedon Ranges (S)
24210,19,165,1414,12163,13091,3050,624,1237,31764,8,110,1119,1195,158,21,7,247,2853,5,16,396,1983,1121,140,6,170,3837,9,130,1513,3176,1282,159,6,419,6692,9,126,448,458,36,0,0,85,1155,0,91,320,49,8,0,0,51,519,9,256,682,127,6,0,0,99,1192,0,0,0,0,3,0,0,0,6,15,475,1451,641,46,0,0,231,2866,5,13,11,7,5,0,0,17,59,0,4,14,23,25,9,4,90,166,58,786,4403,16005,14443,3210,640,1998,41541,Manningham (C)
24250,8,86,589,1445,793,132,31,268,3354,0,3,33,15,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,3,33,15,0,0,0,0,47,0,5,14,4,0,0,0,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,4,0,0,0,23,45,8,12,9,3,0,0,5,29,65,0,0,3,12,3,0,0,8,30,16,109,651,1474,793,131,38,330,3537,Mansfield (S)
24330,31,164,3725,8070,2699,515,95,1056,16360,15,479,1264,615,81,8,3,252,2721,13,78,1274,2618,708,108,28,357,5175,24,557,2536,3230,787,125,27,606,7894,30,1002,1865,206,25,3,8,412,3549,27,407,967,144,3,0,0,201,1744,99,904,1251,108,9,0,26,320,2710,0,5,21,7,0,0,0,5,39,154,2319,4101,461,32,3,40,940,8043,6,44,89,60,24,4,4,72,299,8,22,49,29,3,6,3,30,135,222,3108,10503,11855,3553,642,164,2699,32735,Maribyrnong (C)
24410,38,355,5963,16858,9808,1736,273,1467,36506,18,268,1390,543,110,18,6,301,2655,0,30,326,512,51,7,0,65,991,18,301,1721,1057,162,28,6,361,3644,0,30,225,134,24,4,0,68,485,0,48,303,11,0,0,0,53,413,0,16,112,23,0,0,0,13,160,0,0,0,0,0,0,0,0,0,3,91,635,165,29,4,0,140,1060,3,3,7,13,3,0,0,19,47,0,3,28,38,5,3,0,25,110,60,749,8355,18127,10009,1769,277,2011,41362,Maroondah (C)
24600,4,70,467,706,281,81,36,201,1856,14,260,1208,713,140,27,5,194,2557,20,198,1454,2163,761,195,42,410,5246,32,454,2665,2874,903,217,45,606,7797,47,497,757,305,54,3,21,252,1948,146,1495,2550,548,46,4,9,724,5524,1714,14038,21825,4122,287,26,46,5671,47724,0,5,12,3,0,0,0,4,21,1908,16042,25141,4978,385,35,73,6644,55214,17,22,35,24,11,0,0,370,480,8,110,179,41,15,7,9,81,454,1970,16703,28490,8626,1593,344,165,7906,65795,Melbourne (C)
24650,47,137,1226,16345,15830,1909,310,2543,38356,12,125,1021,1393,536,33,10,271,3396,8,7,141,979,215,41,6,154,1552,12,138,1162,2378,749,72,13,427,4946,0,30,63,100,12,0,0,36,235,0,3,37,8,0,0,0,14,63,0,0,80,5,0,0,0,25,115,0,4,0,0,0,0,0,3,8,0,36,179,112,12,0,0,75,418,16,85,6,19,0,0,0,46,171,0,3,14,35,24,6,0,12,91,83,400,2589,18887,16613,1986,322,3102,43981,Melton (C)
24780,32,203,1816,9561,4120,503,93,1417,17741,7,124,892,545,20,0,0,223,1808,0,0,23,35,3,0,0,8,77,7,125,912,586,26,0,0,238,1891,16,256,715,88,3,0,3,247,1321,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,257,715,88,3,0,3,245,1323,63,147,87,46,13,3,7,181,535,6,14,44,43,23,3,3,34,164,118,740,3572,10319,4186,512,100,2112,21649,Mildura (RC)
24850,27,112,1031,6071,4545,644,118,1162,13721,4,50,200,133,9,0,0,70,461,0,0,11,33,0,0,0,3,46,4,50,210,168,9,0,0,71,507,0,88,206,56,0,0,0,59,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,206,57,4,0,0,59,414,11,54,22,7,0,0,0,63,165,0,7,3,28,13,0,3,7,66,50,316,1475,6328,4572,652,126,1355,14864,Mitchell (S)
24900,18,116,1130,5452,2546,351,68,839,10523,0,29,207,58,5,0,0,46,341,0,0,10,9,0,0,0,3,29,0,29,220,70,9,3,0,50,369,3,122,296,39,3,0,0,62,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,123,299,39,4,0,0,65,536,16,43,31,19,8,3,0,55,173,7,26,41,31,13,0,0,12,132,56,333,1711,5608,2584,361,72,1019,11733,Moira (S)
24970,43,231,3275,20675,15435,3647,754,2153,46211,9,291,2402,1990,463,76,20,460,5702,12,48,575,2434,960,121,47,243,4437,19,341,2976,4421,1422,203,68,702,10146,26,370,2300,2289,474,43,13,333,5863,14,259,614,84,7,4,3,113,1103,22,613,545,11,6,0,3,96,1297,0,0,3,3,0,0,0,3,6,72,1248,3466,2385,493,47,22,541,8270,0,3,15,12,3,0,0,13,57,5,28,44,56,38,10,3,35,224,143,1844,9780,27553,17393,3904,846,3452,64913,Monash (C)
25060,17,137,2752,13139,6926,1411,234,1269,25887,9,168,1989,1716,209,19,8,315,4428,10,196,1175,2629,701,80,10,311,5111,12,361,3166,4344,906,102,18,630,9539,10,644,2052,676,24,4,0,345,3756,59,1061,1615,104,10,0,0,566,3418,20,552,1728,347,12,0,0,392,3037,0,5,3,0,0,0,0,6,14,91,2255,5397,1129,43,5,3,1305,10226,9,27,71,58,24,3,0,23,211,0,20,33,49,18,0,3,32,159,131,2801,11416,18717,7915,1517,256,3262,46010,Moonee Valley (C)
25150,16,109,817,4974,3534,454,123,731,10750,3,74,280,178,99,7,0,77,718,0,5,20,41,3,0,0,17,87,3,81,301,218,99,7,0,96,806,3,62,41,12,4,0,0,19,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,41,12,3,0,0,19,146,10,23,17,16,12,3,0,16,88,3,3,3,15,12,0,0,16,54,29,271,1187,5235,3662,462,121,877,11849,Moorabool (S)
25250,31,339,6160,19286,6675,1056,238,2109,35894,20,569,4689,1719,181,25,20,607,7828,26,285,3886,3783,520,48,22,701,9271,49,854,8573,5498,698,73,41,1312,17098,67,1576,2677,409,27,0,11,522,5290,54,449,860,72,9,0,0,189,1627,80,1495,2048,154,14,5,0,379,4173,0,7,17,10,0,0,0,6,30,202,3521,5596,641,50,8,15,1092,11123,12,42,116,74,25,6,3,54,325,3,32,61,76,30,6,7,28,239,295,4786,20512,25576,7477,1149,299,4590,64688,Moreland (C)
25340,64,394,5338,24448,14624,2846,536,3091,51346,6,239,2269,1629,128,10,3,375,4658,0,19,311,857,176,16,0,106,1489,6,260,2582,2486,309,28,4,486,6147,6,237,1457,783,40,3,3,237,2761,0,17,33,9,0,0,0,4,59,0,0,3,12,0,3,0,0,23,0,0,0,0,0,0,0,0,8,6,263,1490,804,43,5,5,237,2846,33,174,201,34,9,0,0,139,587,6,17,49,62,31,4,0,19,175,112,1102,9661,27826,15003,2886,551,3966,61110,Mornington Peninsula (S)
17150,36,292,2396,18513,20053,5919,1035,1486,49718,37,199,730,1221,189,18,4,198,2606,6,363,1633,4940,729,74,14,467,8238,48,565,2360,6167,923,93,17,667,10843,18,1313,1556,590,49,5,5,416,3945,11,733,6553,1070,22,0,7,710,9103,59,460,3152,772,14,3,0,419,4877,0,5,8,0,0,0,0,6,23,84,2508,11260,2432,93,6,10,1549,17950,28,116,138,60,15,4,0,82,442,7,20,45,52,32,0,3,51,209,197,3508,16197,27215,21113,6032,1069,3836,79167,Sutherland Shire (A)
17200,11,90,299,693,402,139,36,185,1851,12,479,1659,947,212,35,14,316,3667,130,1155,4158,5084,2059,411,159,1527,14688,148,1633,5819,6031,2272,446,173,1837,18355,226,1103,834,270,35,13,26,618,3128,713,3332,3929,781,90,14,21,1393,10270,3096,21564,23973,5323,352,63,110,8026,62521,4,5,13,3,0,0,0,6,36,4039,26008,28741,6379,482,94,164,10047,75958,37,136,111,83,17,7,5,727,1122,33,136,138,63,23,8,17,294,716,4262,28006,35115,13242,3195,689,398,13092,98001,Sydney (C)
17310,29,244,1660,8769,6437,1185,227,1585,20136,15,195,922,235,24,0,0,229,1627,0,70,195,55,7,0,0,52,392,17,272,1122,292,27,3,0,286,2020,8,112,213,42,3,3,0,87,472,0,0,19,0,0,0,0,3,21,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,8,113,253,42,3,4,0,90,516,25,63,50,225,46,6,0,212,637,6,19,22,53,25,4,5,31,160,79,709,3111,9381,6542,1199,236,2204,23459,Tamworth Regional (A)
17350,4,30,287,1045,627,99,26,126,2246,0,10,23,11,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,10,23,11,0,0,0,3,44,3,50,44,13,0,0,0,17,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,44,13,0,0,0,17,123,0,11,5,3,7,0,0,12,34,0,0,0,3,6,3,0,4,14,7,105,358,1075,636,100,31,151,2463,Temora (A)
17400,38,127,502,1148,550,118,36,290,2805,4,14,18,13,3,0,0,7,61,0,0,0,0,0,0,0,0,0,4,14,18,13,3,0,0,7,61,0,12,21,3,0,0,0,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,3,0,0,0,12,45,10,29,7,8,3,0,3,62,126,3,3,0,10,0,0,0,4,22,51,183,555,1183,552,121,36,371,3050,Tenterfield (A)
22410,16,111,907,4107,1550,220,49,601,7553,4,40,108,23,3,0,0,27,203,0,0,17,0,0,0,0,0,19,4,40,125,23,3,0,0,26,222,3,54,158,27,0,0,0,42,278,0,0,0,6,0,0,0,5,5,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,54,165,33,0,0,0,42,294,18,24,18,15,8,3,0,44,122,0,0,15,10,7,0,4,8,50,37,229,1226,4189,1563,220,54,717,8250,Glenelg (S)
22490,17,110,640,3211,2585,386,80,427,7447,0,0,8,7,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,0,18,0,9,8,8,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,0,0,0,3,25,5,7,4,8,8,0,0,11,42,0,0,3,8,4,0,0,3,21,18,126,664,3241,2593,392,80,441,7558,Golden Plains (S)
17100,9,43,367,1756,1673,1019,349,263,5482,13,14,48,54,16,0,0,15,156,4,18,174,333,117,3,3,71,719,17,31,218,386,135,9,3,85,879,15,190,653,133,23,6,5,169,1192,6,174,1501,314,26,6,0,191,2216,10,308,2132,489,30,38,0,488,3497,0,0,0,0,0,0,0,0,3,31,679,4292,934,76,43,5,851,6910,3,12,57,44,3,0,0,23,143,0,15,50,21,8,3,0,21,123,62,781,4986,3141,1900,1085,358,1237,13543,Strathfield (A)
22310,11,161,3386,12297,7940,1960,414,1130,27299,30,349,4180,2827,269,26,10,481,8172,3,103,941,2562,1055,104,20,304,5091,33,456,5116,5389,1323,128,30,782,13264,37,3382,4578,1219,174,16,16,804,10225,5,469,1625,136,11,0,0,210,2458,3,261,663,49,0,0,3,91,1081,0,5,8,5,0,0,0,0,20,50,4116,6873,1406,189,13,17,1110,13782,3,39,84,39,9,4,0,23,203,0,23,32,59,28,3,3,33,189,101,4798,15496,19201,9489,2107,457,3081,54727,Glen Eira (C)
22620,49,454,4546,19604,10389,1307,244,2575,39166,20,429,1659,559,46,6,7,392,3115,0,31,133,196,22,3,0,51,433,18,459,1788,756,71,6,7,440,3543,3,93,261,104,13,0,0,111,580,0,38,27,3,3,0,0,57,123,0,14,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,3,147,283,110,12,0,0,170,723,40,100,68,29,7,0,0,78,330,8,22,37,60,36,8,3,49,215,119,1184,6718,20556,10517,1317,248,3319,43969,Greater Bendigo (C)
22670,96,331,3170,19589,8474,1787,390,2321,36174,23,649,3434,1342,138,14,9,603,6211,6,13,788,1096,263,17,3,227,2424,28,661,4219,2436,398,33,20,834,8630,24,766,2704,685,79,9,11,532,4804,12,90,304,30,0,3,0,78,510,0,120,179,10,0,0,0,55,366,0,3,5,0,4,0,0,0,15,37,977,3184,732,84,8,11,663,5695,41,134,35,101,42,3,3,167,534,0,26,38,29,12,4,0,33,139,207,2130,10655,22882,9007,1840,428,4020,51171,Greater Dandenong (C)
22750,106,743,8458,40826,19825,2688,579,4499,77722,38,1479,4133,1662,222,25,12,730,8304,7,145,587,804,162,17,3,157,1874,48,1624,4716,2468,385,41,16,886,10183,25,616,1073,324,29,6,3,335,2420,3,29,68,7,0,0,0,40,151,0,48,107,41,7,3,3,27,230,0,0,3,0,0,0,0,0,8,28,699,1254,375,30,8,8,405,2811,36,169,181,101,83,15,10,196,796,3,19,67,112,52,8,0,43,304,217,3260,14666,43880,20377,2758,606,6034,91802,Greater Geelong (C)
25430,31,237,1610,3402,1345,209,49,571,7451,6,62,148,29,3,0,0,40,285,0,0,3,0,0,0,0,0,11,6,60,152,32,3,0,0,40,290,5,24,22,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,24,22,0,0,0,0,6,65,8,21,8,7,3,0,0,14,67,0,5,20,19,17,0,0,8,67,48,348,1806,3464,1365,214,51,639,7933,Mount Alexander (S)
25490,8,90,714,2820,1645,279,79,469,6106,0,20,33,16,0,0,0,8,79,0,0,0,15,0,0,0,0,18,0,20,31,23,3,3,0,10,96,0,4,14,3,0,0,5,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,0,0,5,4,31,7,17,24,10,3,0,4,30,97,0,0,13,18,7,3,0,6,49,17,134,789,2877,1664,287,86,516,6372,Moyne (S)
25620,19,135,768,2468,1208,178,39,484,5291,0,7,76,18,0,0,0,33,142,0,0,0,0,0,0,0,0,0,0,7,76,18,6,0,0,33,142,0,10,39,7,0,0,0,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,14,39,7,0,0,0,5,57,21,45,38,13,4,0,0,81,200,0,0,20,24,11,0,0,6,63,38,203,931,2522,1224,179,40,607,5753,Murrindindi (S)
25710,20,173,1012,7654,7517,1683,295,755,19102,6,68,146,80,14,0,0,31,354,0,3,91,208,34,5,0,22,368,6,68,243,288,51,5,0,54,720,0,26,228,210,19,0,0,35,513,0,3,13,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,236,212,23,0,0,35,540,0,3,3,3,3,0,0,3,17,0,3,9,22,17,3,0,7,59,27,272,1503,8174,7603,1696,299,856,20438,Nillumbik (S)
