lga_code16,fts_nni_mng,fts_nni_pro,fts_nni_tectw,fts_nni_copsw,fts_nni_claw,fts_nni_swks,fts_nni_maopdv,fts_nni_lab,fts_nni_idns,fts_nni_tot,fts_1_149_mng,fts_1_149_pro,fts_1_149_tectw,fts_1_149_copsw,fts_1_149_claw,fts_1_149_swks,fts_1_149_maopdv,fts_1_149_lab,fts_1_149_idns,fts_1_149_tot,fts_150_299_mng,fts_150_299_pro,fts_150_299_tectw,fts_150_299_copsw,fts_150_299_claw,fts_150_299_swks,fts_150_299_maopdv,fts_150_299_lab,fts_150_299_idns,fts_150_299_tot,fts_300_399_mng,fts_300_399_pro,fts_300_399_tectw,fts_300_399_copsw,fts_300_399_claw,fts_300_399_swks,fts_300_399_maopdv,fts_300_399_lab,fts_300_399_idns,fts_300_399_tot,fts_400_499_mng,fts_400_499_pro,fts_400_499_tectw,fts_400_499_copsw,fts_400_499_claw,fts_400_499_swks,fts_400_499_maopdv,fts_400_499_lab,fts_400_499_idns,fts_400_499_tot,fts_500_649_mng,fts_500_649_pro,fts_500_649_tectw,fts_500_649_copsw,fts_500_649_claw,fts_500_649_swks,fts_500_649_maopdv,fts_500_649_lab,fts_500_649_idns,fts_500_649_tot,fts_650_799_mng,fts_650_799_pro,fts_650_799_tectw,fts_650_799_copsw,fts_650_799_claw,fts_650_799_swks,fts_650_799_maopdv,fts_650_799_lab,fts_650_799_idns,fts_650_799_tot,fts_800_999_mng,fts_800_999_pro,fts_800_999_tectw,fts_800_999_copsw,fts_800_999_claw,fts_800_999_swks,fts_800_999_maopdv,fts_800_999_lab,fts_800_999_idns,fts_800_999_tot,fts_1000_1249_mng,fts_1000_1249_pro,fts_1000_1249_tectw,fts_1000_1249_copsw,fts_1000_1249_claw,fts_1000_1249_swks,fts_1000_1249_maopdv,fts_1000_1249_lab,fts_1000_1249_idns,fts_1000_1249_tot,fts_1250_1499_mng,fts_1250_1499_pro,fts_1250_1499_tectw,fts_1250_1499_copsw,fts_1250_1499_claw,fts_1250_1499_swks,fts_1250_1499_maopdv,fts_1250_1499_lab,fts_1250_1499_idns,fts_1250_1499_tot,fts_1500_1749_mng,fts_1500_1749_pro,fts_1500_1749_tectw,fts_1500_1749_copsw,fts_1500_1749_claw,fts_1500_1749_swks,fts_1500_1749_maopdv,fts_1500_1749_lab,fts_1500_1749_idns,fts_1500_1749_tot,fts_1750_1999_mng,fts_1750_1999_pro,fts_1750_1999_tectw,fts_1750_1999_copsw,fts_1750_1999_claw,fts_1750_1999_swks,fts_1750_1999_maopdv,fts_1750_1999_lab,fts_1750_1999_idns,fts_1750_1999_tot,fts_2000_2999_mng,fts_2000_2999_pro,fts_2000_2999_tectw,fts_2000_2999_copsw,fts_2000_2999_claw,fts_2000_2999_swks,fts_2000_2999_maopdv,fts_2000_2999_lab,fts_2000_2999_idns,fts_2000_2999_tot,fts_3000mo_mng,fts_3000mo_pro,fts_3000mo_tectw,fts_3000mo_copsw,fts_3000mo_claw,fts_3000mo_swks,fts_3000mo_maopdv,fts_3000mo_lab,fts_3000mo_idns,fts_3000mo_tot,fts_pins_mng,fts_pins_pro,fts_pins_tectw,fts_pins_copsw,fts_pins_claw,fts_pins_swks,fts_pins_maopdv,fts_pins_lab,fts_pins_idns,fts_pins_tot,fts_tot_mng,fts_tot_pro,fts_tot_tectw,fts_tot_copsw,fts_tot_claw,fts_tot_swks,fts_tot_maopdv,fts_tot_lab,fts_tot_idns,fts_tot_tot,pts_nni_mng,pts_nni_pro,pts_nni_tectw,pts_nni_copsw,pts_nni_claw,pts_nni_swks,pts_nni_maopdv,pts_nni_lab,pts_nni_idns,pts_nni_tot,pts_1_149_mng,pts_1_149_pro,pts_1_149_tectw,pts_1_149_copsw,pts_1_149_claw,pts_1_149_swks,pts_1_149_maopdv,pts_1_149_lab,pts_1_149_idns,pts_1_149_tot,pts_150_299_mng,pts_150_299_pro,pts_150_299_tectw,pts_150_299_copsw,pts_150_299_claw,pts_150_299_swks,pts_150_299_maopdv,pts_150_299_lab,pts_150_299_idns,pts_150_299_tot,pts_300_399_mng,pts_300_399_pro,pts_300_399_tectw,pts_300_399_copsw,pts_300_399_claw,pts_300_399_swks,pts_300_399_maopdv,pts_300_399_lab,pts_300_399_idns,pts_300_399_tot,lga_name16
17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warren (A)
18020,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,9,0,7,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,20,0,21,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,Warrumbungle Shire (A)
18050,0,0,0,11,3,27,0,3,0,44,3,56,8,143,35,291,5,65,0,613,11,29,14,90,43,224,4,39,3,454,7,10,24,64,27,146,5,37,7,321,7,16,16,57,15,133,0,43,6,292,8,6,14,49,20,89,3,22,3,214,4,3,5,26,9,47,0,6,3,101,4,6,3,5,3,16,0,3,0,36,3,3,3,0,0,11,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,20,50,143,88,456,157,983,22,219,18,2134,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,5,0,22,0,0,4,9,3,17,0,6,0,36,0,0,7,7,3,27,0,9,0,56,Waverley (A)
18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,18,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,17,0,6,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Weddin (A)
18200,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,19,0,0,0,30,0,0,0,6,0,3,0,0,0,14,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,14,0,32,0,7,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Wentworth (A)
18230,0,0,0,4,0,12,0,3,3,20,4,3,8,89,7,281,0,118,3,512,0,3,4,32,0,83,3,24,3,147,0,0,0,9,3,7,0,3,0,27,3,0,6,12,3,5,0,5,0,35,0,3,5,16,0,4,0,0,0,29,0,0,7,6,3,3,0,3,0,21,3,0,3,8,0,0,0,0,0,17,0,0,3,3,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,14,9,21,37,167,26,409,8,160,10,846,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,4,0,11,0,0,0,6,0,10,0,8,0,21,0,0,16,4,3,13,0,3,0,47,Western Plains Regional (A)
18250,0,8,0,10,7,16,0,4,4,56,10,117,18,227,64,475,10,130,5,1058,13,91,37,199,91,402,15,67,12,925,6,59,20,107,53,220,10,60,3,548,7,43,11,76,48,174,13,45,10,426,12,29,23,56,39,92,3,21,7,289,5,16,15,31,16,34,0,9,0,134,12,18,5,17,10,16,3,6,3,85,7,13,3,5,5,4,0,4,0,43,4,8,3,7,0,0,0,0,0,20,0,0,0,0,3,3,0,0,0,10,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,7,16,0,0,10,55,80,407,144,750,352,1457,55,355,54,3654,0,0,3,3,3,0,0,0,0,8,0,3,3,17,4,7,3,3,0,37,0,5,8,25,7,33,0,4,3,87,0,12,18,21,9,41,5,9,0,115,Willoughby (C)
18350,0,0,0,3,0,17,0,6,4,29,0,9,3,119,6,267,3,186,6,590,0,8,5,45,9,69,0,30,3,162,0,0,8,25,0,32,3,17,0,83,4,0,3,21,0,18,0,0,0,48,0,6,4,15,0,3,0,5,0,36,0,0,0,7,0,5,0,3,0,17,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,6,0,20,12,23,22,238,17,416,6,256,8,997,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,7,0,16,0,0,0,8,4,6,0,8,0,31,0,4,17,11,0,4,0,11,0,47,Wingecarribee (A)
18400,0,0,0,3,0,7,0,4,3,12,0,8,12,52,7,116,4,116,4,313,3,3,5,27,0,33,7,24,0,102,5,3,0,9,0,5,0,6,3,37,3,0,0,12,3,7,0,4,0,28,0,0,0,5,0,3,0,6,0,19,3,0,6,0,3,0,0,7,0,20,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,11,25,26,107,12,175,16,162,9,544,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,6,0,0,3,3,0,5,0,0,0,15,0,0,17,10,3,0,0,4,0,35,Wollondilly (A)
18450,4,4,3,27,7,36,4,27,7,118,9,100,32,434,77,988,60,513,21,2241,17,85,34,355,94,421,37,181,14,1235,15,63,23,235,67,195,30,95,3,721,5,39,36,143,46,126,10,56,3,467,10,48,22,113,42,81,11,29,4,361,13,30,16,43,19,22,3,14,3,158,7,22,5,27,11,3,0,4,0,79,0,15,3,5,10,3,0,0,0,39,0,7,0,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,16,4,37,0,7,9,80,91,400,167,1419,373,1918,154,938,74,5525,0,3,0,0,3,0,0,0,0,5,3,10,3,24,8,29,3,13,0,89,0,6,21,44,5,37,4,20,3,140,3,6,46,37,11,18,0,16,3,136,Wollongong (C)
18500,0,5,0,11,3,3,0,3,5,29,0,42,8,117,29,68,3,24,0,288,5,38,7,152,38,64,6,21,0,329,4,16,15,79,18,38,0,25,3,198,0,13,17,57,11,36,4,20,0,171,3,9,12,43,14,35,0,11,0,127,3,6,0,29,13,13,3,6,3,72,7,3,8,12,5,6,0,0,0,37,0,0,3,11,4,0,0,0,0,23,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,5,0,4,3,23,27,137,67,525,130,267,22,115,14,1302,0,0,0,3,0,0,0,0,0,3,0,0,0,9,3,3,0,0,0,14,0,3,0,13,0,4,0,6,0,28,0,0,0,14,3,12,0,7,0,43,Woollahra (A)
18710,0,0,0,3,0,3,0,3,0,10,0,3,0,31,0,44,0,40,0,126,0,3,3,10,3,12,0,10,0,44,3,0,0,11,0,6,0,9,0,27,0,0,0,6,0,3,0,0,0,9,3,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,6,66,3,71,0,71,5,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unincorporated NSW
20110,0,0,0,3,0,0,0,6,0,8,0,0,0,33,0,76,0,48,0,165,0,0,3,5,0,12,0,3,0,18,0,0,0,4,0,3,3,0,0,16,0,0,0,8,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,13,3,4,12,53,3,94,7,69,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,4,0,0,0,0,3,0,9,0,0,5,0,0,3,0,0,0,12,Alpine (S)
20260,0,0,0,0,0,7,0,0,0,15,5,0,0,11,3,66,0,29,0,116,0,0,0,7,3,15,0,11,0,37,0,0,0,5,0,0,0,0,0,6,0,0,3,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,3,3,6,25,5,94,3,47,5,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,Ararat (RC)
20570,0,0,5,18,4,35,0,9,3,70,7,30,27,277,30,731,5,332,14,1448,12,27,13,192,30,290,7,100,7,691,3,24,8,115,14,118,11,43,3,339,5,16,19,90,17,48,6,27,3,228,7,14,14,53,17,44,5,13,8,175,0,7,16,23,8,12,0,3,0,63,3,3,0,10,3,4,0,0,0,23,0,3,0,5,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,0,27,0,13,6,50,42,120,105,797,123,1306,34,540,45,3110,0,0,0,0,0,0,0,0,3,5,0,0,6,10,3,13,0,8,0,45,0,5,7,14,3,19,0,9,0,62,0,5,20,12,3,21,0,12,0,72,Ballarat (C)
20660,0,0,0,12,0,15,0,9,3,50,12,50,22,269,58,656,9,240,7,1326,11,26,13,201,53,307,19,87,4,719,6,17,11,96,28,103,5,36,0,309,4,9,19,65,17,60,3,30,5,208,6,9,12,31,13,38,0,17,0,134,5,4,18,12,6,12,0,4,0,66,4,8,12,7,4,7,0,0,0,36,0,5,7,5,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,23,0,4,4,55,56,134,118,717,196,1229,36,430,29,2943,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,11,3,5,0,39,0,0,3,19,4,20,3,8,3,59,0,3,17,10,3,10,0,4,0,50,Banyule (C)
20740,0,0,3,0,0,9,0,0,3,19,4,0,9,54,4,175,5,77,3,333,0,0,0,24,0,31,3,13,0,73,0,0,3,13,0,13,0,6,0,37,0,0,9,10,0,9,0,3,0,24,0,3,3,3,3,0,0,0,0,16,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,26,5,7,33,116,13,254,8,105,5,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,6,0,0,3,0,0,0,15,0,0,6,0,0,3,0,0,0,19,Bass Coast (S)
20830,0,0,0,0,0,4,0,18,3,35,12,6,9,98,16,196,0,182,6,526,0,3,3,54,12,54,0,44,0,175,0,5,7,20,7,28,0,12,0,73,0,0,4,10,5,9,0,6,0,36,0,0,3,8,4,0,0,7,0,30,0,0,0,4,0,0,0,4,0,15,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,14,0,28,20,19,31,207,35,316,6,285,13,930,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,7,0,3,0,17,0,0,3,6,3,7,0,4,0,27,0,0,12,11,4,10,0,3,0,36,Baw Baw (S)
20910,0,4,0,21,0,10,5,9,0,58,12,50,10,421,58,351,13,144,8,1064,7,25,12,221,59,193,10,48,0,570,6,13,12,107,30,77,3,43,4,299,3,6,9,63,19,32,3,31,3,171,6,7,8,50,9,33,0,14,0,131,0,0,0,17,7,5,0,3,0,44,0,0,3,13,3,10,3,0,0,28,0,3,0,3,3,0,0,0,0,14,0,0,0,5,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,4,3,0,14,5,10,0,3,0,39,40,119,70,939,194,732,36,293,26,2437,0,0,3,0,0,0,0,0,0,3,3,3,3,11,0,11,0,3,0,37,0,3,11,20,0,18,0,3,0,62,0,0,13,15,4,14,0,7,0,53,Bayside (C)
21010,0,0,0,0,0,0,0,0,0,3,0,0,10,26,0,57,0,32,0,129,0,0,0,5,0,16,0,13,0,38,0,0,0,4,0,5,0,4,0,8,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,3,3,16,41,3,84,0,53,4,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,Benalla (RC)
21110,7,5,3,33,12,35,0,12,7,107,20,163,34,702,128,683,24,256,22,2043,16,106,40,432,130,446,30,135,14,1346,12,43,38,237,95,194,8,90,11,727,15,40,28,141,55,133,9,71,5,492,16,36,24,86,47,69,4,26,3,321,4,29,9,47,16,27,3,7,0,143,6,12,10,17,9,6,0,5,0,64,0,3,4,12,0,7,0,0,3,36,0,4,0,0,0,3,0,3,0,9,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,11,0,3,0,34,14,35,0,5,5,101,95,456,188,1745,508,1646,84,617,75,5421,0,0,0,8,0,0,0,0,0,9,0,3,3,25,5,6,0,5,3,50,0,9,14,37,17,28,3,15,0,123,0,0,23,24,6,21,3,11,0,93,Boroondara (C)
21180,0,5,3,7,3,43,0,12,7,85,20,65,11,213,49,851,13,320,21,1559,20,37,21,150,49,424,34,151,11,901,14,18,26,69,49,181,40,83,8,478,12,14,22,43,33,93,31,57,4,295,16,11,18,30,21,45,16,47,3,197,3,0,4,8,11,10,9,13,7,71,8,3,12,0,6,9,3,9,0,49,0,5,3,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,4,0,4,0,41,0,10,16,81,93,165,130,530,217,1692,155,712,66,3757,0,0,0,3,0,3,0,0,0,7,0,3,0,6,4,30,0,11,3,61,3,3,15,12,7,35,0,9,0,91,4,10,31,17,5,18,4,19,4,114,Brimbank (C)
21270,0,0,0,3,0,0,0,4,0,10,0,0,0,10,3,25,0,35,0,77,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,3,25,0,44,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,Buloke (S)
21370,3,0,0,3,0,14,0,13,0,35,0,6,11,68,15,237,3,121,3,459,3,3,7,20,3,54,4,23,4,117,0,0,0,7,0,17,0,10,0,33,0,0,4,3,0,9,0,0,0,20,0,0,3,3,4,4,0,3,0,21,0,0,6,4,0,3,0,0,0,13,0,0,0,3,3,0,0,0,0,4,0,4,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,8,0,23,11,19,28,119,31,346,11,174,9,735,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,3,3,0,0,0,0,0,8,0,0,14,4,0,4,0,4,0,26,Campaspe (S)
21450,0,0,7,6,0,16,3,12,0,40,12,14,18,147,38,482,24,291,8,1026,9,4,7,68,17,194,9,79,0,393,0,5,3,36,9,66,5,21,3,148,6,3,3,16,4,36,0,16,0,88,3,3,4,22,0,19,3,7,0,72,0,0,0,10,0,3,0,6,0,17,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,6,4,43,25,40,51,322,74,834,50,435,20,1843,0,0,3,0,0,0,0,0,0,5,0,0,3,9,0,15,0,13,0,36,0,0,6,15,0,16,4,4,0,49,0,3,18,10,0,12,0,3,0,54,Cardinia (S)
21610,0,7,12,13,7,45,3,29,5,128,20,67,42,423,83,1470,24,623,27,2779,17,35,33,232,50,701,31,196,12,1314,12,11,18,117,23,266,18,77,7,558,8,10,29,71,18,159,7,62,3,373,13,9,14,54,23,90,3,28,3,228,12,8,7,24,9,33,3,20,0,118,4,6,3,14,4,16,3,4,0,51,0,3,3,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,14,0,50,0,21,7,98,93,157,160,975,222,2843,96,1059,58,5669,0,0,3,4,5,3,0,0,0,10,0,0,3,29,4,39,0,16,0,89,5,0,15,33,11,59,4,23,0,156,3,7,45,33,10,50,4,17,0,165,Casey (C)
21670,0,0,3,0,0,7,0,0,0,7,0,0,3,16,3,75,0,27,0,129,0,0,3,3,3,21,0,9,0,40,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,14,28,11,113,0,44,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,0,0,4,Central Goldfields (S)
