yr,priv_hlth_taxpayers_report_having_priv_hlth_insur_num,core_activity_need_asst_p_need_asst_core_activ_pr100,lga_code18,lga_name18,ogc_fid
2016,15090.0,7.2,11720,Cessnock (C),1267
2016,11750.0,2.9,72800,Palmerston (C),1291
2015,11277.0,,72800,Palmerston (C),1292
2014,10358.0,,72800,Palmerston (C),1293
2013,9348.0,,72800,Palmerston (C),1294
2012,8925.0,,72800,Palmerston (C),1295
2011,8313.0,2.5,72800,Palmerston (C),1296
2016,53.0,1.9,30900,Boulia (S),1297
2015,99.0,,30900,Boulia (S),1298
2014,98.0,,30900,Boulia (S),1299
2013,95.0,,30900,Boulia (S),1300
2012,106.0,,30900,Boulia (S),1301
2011,103.0,2.9,30900,Boulia (S),1302
2016,2524.0,6.6,10650,Berrigan (A),1303
2015,2678.0,,10650,Berrigan (A),1304
2014,2604.0,,10650,Berrigan (A),1305
2013,2294.0,,10650,Berrigan (A),1306
2012,2389.0,,10650,Berrigan (A),1307
2011,2348.0,6.2,10650,Berrigan (A),1308
2016,,7.3,70540,Belyuen (S),1309
2016,24.0,4.7,55390,Menzies (S),1341
2015,11844.0,,54280,Kalgoorlie/Boulder (C),1548
2015,29.0,,55390,Menzies (S),1342
2014,11545.0,,54280,Kalgoorlie/Boulder (C),1549
2014,27.0,,55390,Menzies (S),1343
2013,11246.0,,54280,Kalgoorlie/Boulder (C),1550
2013,30.0,,55390,Menzies (S),1344
2012,10548.0,,54280,Kalgoorlie/Boulder (C),1551
2012,25.0,,55390,Menzies (S),1345
2011,9763.0,2.3,54280,Kalgoorlie/Boulder (C),1552
2016,4038.0,5.0,25430,Mount Alexander (S),1553
2015,3995.0,,25430,Mount Alexander (S),1554
2014,3870.0,,25430,Mount Alexander (S),1555
2013,3571.0,,25430,Mount Alexander (S),1556
2012,3524.0,,25430,Mount Alexander (S),1557
2011,3385.0,4.7,25430,Mount Alexander (S),1558
2016,1265.0,5.4,12000,Coolamon (A),1559
2015,1501.0,,12000,Coolamon (A),1560
2014,1436.0,,12000,Coolamon (A),1561
2013,1359.0,,12000,Coolamon (A),1562
2012,1385.0,,12000,Coolamon (A),1563
2011,27.0,3.4,55390,Menzies (S),1346
2016,691.0,2.8,52520,Dalwallinu (S),1347
2015,674.0,,52520,Dalwallinu (S),1348
2014,633.0,,52520,Dalwallinu (S),1349
2013,628.0,,52520,Dalwallinu (S),1350
2012,648.0,,52520,Dalwallinu (S),1351
2011,618.0,3.8,52520,Dalwallinu (S),1352
2016,3147.0,6.4,32310,Charters Towers (R),1353
2015,3341.0,,32310,Charters Towers (R),1354
2014,3282.0,,32310,Charters Towers (R),1355
2013,3256.0,,32310,Charters Towers (R),1356
2012,3304.0,,32310,Charters Towers (R),1357
2011,3141.0,5.8,32310,Charters Towers (R),1358
2016,28335.0,3.3,25710,Nillumbik (S),1359
2015,28093.0,,25710,Nillumbik (S),1360
2014,27352.0,,25710,Nillumbik (S),1361
2013,26192.0,,25710,Nillumbik (S),1362
2012,26355.0,,25710,Nillumbik (S),1363
2011,25631.0,2.4,25710,Nillumbik (S),1364
2016,982.0,7.1,12150,Coonamble (A),1365
2015,1082.0,,12150,Coonamble (A),1366
2014,1015.0,,12150,Coonamble (A),1367
2013,952.0,,12150,Coonamble (A),1368
2012,954.0,,12150,Coonamble (A),1369
2011,921.0,6.5,12150,Coonamble (A),1370
2016,12364.0,5.7,50080,Albany (C),1371
2015,11718.0,,50080,Albany (C),1372
2014,10894.0,,50080,Albany (C),1373
2013,10001.0,,50080,Albany (C),1374
2012,9591.0,,50080,Albany (C),1375
2011,9150.0,5.2,50080,Albany (C),1376
2016,5191.0,8.0,61610,Devonport (C),1377
2015,5130.0,,61610,Devonport (C),1378
2014,4892.0,,61610,Devonport (C),1379
2013,4538.0,,61610,Devonport (C),1380
2012,4514.0,,61610,Devonport (C),1381
2011,4443.0,6.8,61610,Devonport (C),1382
2016,1599.0,4.0,11750,Cobar (A),1383
2015,1541.0,,11750,Cobar (A),1384
2014,1469.0,,11750,Cobar (A),1385
2013,1344.0,,11750,Cobar (A),1386
2012,1303.0,,11750,Cobar (A),1387
2016,210.0,4.1,55670,Morawa (S),1413
2015,234.0,,55670,Morawa (S),1414
2011,1371.0,5.2,12000,Coolamon (A),1564
2016,7123.0,6.1,32260,Cassowary Coast (R),1565
2015,7290.0,,32260,Cassowary Coast (R),1566
2014,7266.0,,32260,Cassowary Coast (R),1567
2013,6936.0,,32260,Cassowary Coast (R),1568
2014,246.0,,55670,Morawa (S),1415
2013,257.0,,55670,Morawa (S),1416
2012,7203.0,,32260,Cassowary Coast (R),1569
2011,6912.0,5.1,32260,Cassowary Coast (R),1570
2012,241.0,,55670,Morawa (S),1417
2011,244.0,4.9,55670,Morawa (S),1418
2016,1597.0,5.6,57210,Plantagenet (S),1419
2015,1530.0,,57210,Plantagenet (S),1420
2014,1487.0,,57210,Plantagenet (S),1421
2013,1371.0,,57210,Plantagenet (S),1422
2012,1356.0,,57210,Plantagenet (S),1423
2011,1333.0,4.6,57210,Plantagenet (S),1424
2016,460.0,3.0,59170,Williams (S),1541
2012,383.0,,56300,Nannup (S),1623
2011,348.0,5.1,56300,Nannup (S),1624
2016,8741.0,4.3,37340,Whitsunday (R),1625
2015,8920.0,,37340,Whitsunday (R),1626
2014,8765.0,,37340,Whitsunday (R),1627
2013,8435.0,,37340,Whitsunday (R),1628
2012,8364.0,,37340,Whitsunday (R),1629
2011,7763.0,3.8,37340,Whitsunday (R),1630
2016,1351.0,6.8,45120,Northern Areas (DC),1631
2015,1481.0,,45120,Northern Areas (DC),1632
2014,1430.0,,45120,Northern Areas (DC),1633
2013,1363.0,,45120,Northern Areas (DC),1634
2012,1422.0,,45120,Northern Areas (DC),1635
2011,1368.0,6.2,45120,Northern Areas (DC),1636
2016,1719.0,5.3,14300,Junee (A),1637
2015,1689.0,,14300,Junee (A),1638
2014,1611.0,,14300,Junee (A),1639
2013,1510.0,,14300,Junee (A),1640
2012,1533.0,,14300,Junee (A),1641
2011,1438.0,4.5,14300,Junee (A),1642
2015,497.0,,59170,Williams (S),1542
2016,32.0,4.3,40250,Anangu Pitjantjatjara (AC),1643
2014,452.0,,59170,Williams (S),1543
2015,22.0,,40250,Anangu Pitjantjatjara (AC),1644
2013,442.0,,59170,Williams (S),1544
2014,27.0,,40250,Anangu Pitjantjatjara (AC),1645
2012,472.0,,59170,Williams (S),1545
2013,25.0,,40250,Anangu Pitjantjatjara (AC),1646
2011,475.0,2.7,59170,Williams (S),1546
2016,11966.0,2.6,54280,Kalgoorlie/Boulder (C),1547
2016,81.0,3.9,56860,Nungarin (S),1571
2012,20.0,,40250,Anangu Pitjantjatjara (AC),1647
2015,76.0,,56860,Nungarin (S),1572
2011,26.0,4.8,40250,Anangu Pitjantjatjara (AC),1648
2016,2143.0,6.4,46670,Renmark Paringa (DC),1649
2015,2173.0,,46670,Renmark Paringa (DC),1650
2014,2161.0,,46670,Renmark Paringa (DC),1651
2013,2024.0,,46670,Renmark Paringa (DC),1652
2012,2021.0,,46670,Renmark Paringa (DC),1653
2011,1970.0,5.9,46670,Renmark Paringa (DC),1654
2016,38806.0,4.2,11520,Canada Bay (A),1655
2015,37380.0,,11520,Canada Bay (A),1656
2014,35498.0,,11520,Canada Bay (A),1657
2013,33168.0,,11520,Canada Bay (A),1658
2012,31962.0,,11520,Canada Bay (A),1659
2011,30465.0,3.9,11520,Canada Bay (A),1660
2016,4005.0,5.5,13550,Gunnedah (A),1661
2015,3888.0,,13550,Gunnedah (A),1662
2014,3694.0,,13550,Gunnedah (A),1663
2013,3254.0,,13550,Gunnedah (A),1664
2014,73.0,,56860,Nungarin (S),1573
2012,3096.0,,13550,Gunnedah (A),1665
2011,2948.0,4.8,13550,Gunnedah (A),1666
2015,4130.0,,53150,East Fremantle (T),1752
2013,71.0,,56860,Nungarin (S),1574
2016,805.0,1.7,32450,Cloncurry (S),1727
2015,799.0,,32450,Cloncurry (S),1728
2014,785.0,,32450,Cloncurry (S),1729
2013,723.0,,32450,Cloncurry (S),1730
2012,704.0,,32450,Cloncurry (S),1731
2011,671.0,1.9,32450,Cloncurry (S),1732
2016,1629.0,7.0,15800,Narrandera (A),1733
2015,1704.0,,15800,Narrandera (A),1734
2014,1697.0,,15800,Narrandera (A),1735
2013,1550.0,,15800,Narrandera (A),1736
2012,1630.0,,15800,Narrandera (A),1737
2011,1603.0,6.9,15800,Narrandera (A),1738
2016,28368.0,5.5,10900,Blue Mountains (C),1739
2015,27543.0,,10900,Blue Mountains (C),1740
2014,26460.0,,10900,Blue Mountains (C),1741
2013,24977.0,,10900,Blue Mountains (C),1742
2012,24672.0,,10900,Blue Mountains (C),1743
2011,24212.0,4.5,10900,Blue Mountains (C),1744
2016,23184.0,4.7,24330,Maribyrnong (C),1745
2015,21815.0,,24330,Maribyrnong (C),1746
2014,20089.0,,24330,Maribyrnong (C),1747
2013,18127.0,,24330,Maribyrnong (C),1748
2012,17107.0,,24330,Maribyrnong (C),1749
2011,15857.0,4.6,24330,Maribyrnong (C),1750
2016,2012.0,4.7,10800,Bland (A),1775
2015,2076.0,,10800,Bland (A),1776
2014,2011.0,,10800,Bland (A),1777
2013,1835.0,,10800,Bland (A),1778
2012,1849.0,,10800,Bland (A),1779
2011,1741.0,4.9,10800,Bland (A),1780
2016,407.0,5.1,57350,Quairading (S),1781
2015,391.0,,57350,Quairading (S),1782
2014,393.0,,57350,Quairading (S),1783
2013,427.0,,57350,Quairading (S),1784
2012,430.0,,57350,Quairading (S),1785
2011,429.0,5.5,57350,Quairading (S),1786
2016,16603.0,4.1,24130,Macedon Ranges (S),1787
2015,16118.0,,24130,Macedon Ranges (S),1788
2014,15403.0,,24130,Macedon Ranges (S),1789
2013,14378.0,,24130,Macedon Ranges (S),1790
2012,14035.0,,24130,Macedon Ranges (S),1791
2011,13435.0,3.8,24130,Macedon Ranges (S),1792
2012,76.0,,56860,Nungarin (S),1575
2016,4200.0,2.9,53150,East Fremantle (T),1751
2013,3251.0,,64610,Northern Midlands (M),1844
2012,3205.0,,64610,Northern Midlands (M),1845
2011,3123.0,5.6,64610,Northern Midlands (M),1846
2016,891.0,7.0,65610,West Coast (M),1847
2015,897.0,,65610,West Coast (M),1848
2014,916.0,,65610,West Coast (M),1849
2013,881.0,,65610,West Coast (M),1850
2012,920.0,,65610,West Coast (M),1851
2011,70.0,3.9,56860,Nungarin (S),1576
2016,35909.0,3.4,18250,Willoughby (C),1577
2015,35223.0,,18250,Willoughby (C),1578
2014,33655.0,,18250,Willoughby (C),1579
2013,31915.0,,18250,Willoughby (C),1580
2012,31422.0,,18250,Willoughby (C),1581
2011,30454.0,3.0,18250,Willoughby (C),1582
2016,10638.0,6.0,10550,Bega Valley (A),1583
2015,9808.0,,10550,Bega Valley (A),1584
2014,9218.0,,10550,Bega Valley (A),1585
2013,8124.0,,10550,Bega Valley (A),1586
2012,7905.0,,10550,Bega Valley (A),1587
2011,7760.0,5.7,10550,Bega Valley (A),1588
2016,1652.0,6.0,61810,Dorset (M),1589
2015,1635.0,,61810,Dorset (M),1590
2014,1597.0,,61810,Dorset (M),1591
2013,1457.0,,61810,Dorset (M),1592
2012,1472.0,,61810,Dorset (M),1593
2011,1441.0,6.0,61810,Dorset (M),1594
2016,1189.0,5.0,26890,West Wimmera (S),1595
2015,1193.0,,26890,West Wimmera (S),1596
2014,1118.0,,26890,West Wimmera (S),1597
2013,1062.0,,26890,West Wimmera (S),1598
2012,1091.0,,26890,West Wimmera (S),1599
2011,1054.0,5.7,26890,West Wimmera (S),1600
2016,188.0,3.5,53920,Halls Creek (S),1601
2015,179.0,,53920,Halls Creek (S),1602
2014,166.0,,53920,Halls Creek (S),1603
2013,151.0,,53920,Halls Creek (S),1604
2012,152.0,,53920,Halls Creek (S),1605
2011,158.0,4.8,53920,Halls Creek (S),1606
2016,86715.0,3.8,21110,Boroondara (C),1607
2015,84564.0,,21110,Boroondara (C),1608
2014,81755.0,,21110,Boroondara (C),1609
2013,78443.0,,21110,Boroondara (C),1610
2012,77381.0,,21110,Boroondara (C),1611
2011,75068.0,3.7,21110,Boroondara (C),1612
2016,509.0,5.9,30760,Blackall-Tambo (R),1613
2015,565.0,,30760,Blackall-Tambo (R),1614
2014,588.0,,30760,Blackall-Tambo (R),1615
2013,583.0,,30760,Blackall-Tambo (R),1616
2012,541.0,,30760,Blackall-Tambo (R),1617
2011,508.0,4.5,30760,Blackall-Tambo (R),1618
2016,437.0,4.4,56300,Nannup (S),1619
2015,403.0,,56300,Nannup (S),1620
2014,396.0,,56300,Nannup (S),1621
2013,394.0,,56300,Nannup (S),1622
2016,61.0,3.6,72330,MacDonnell (R),1667
2011,887.0,5.5,65610,West Coast (M),1852
2016,2622.0,6.5,22250,Gannawarra (S),1853
2015,2650.0,,22250,Gannawarra (S),1854
2014,2598.0,,22250,Gannawarra (S),1855
2013,2446.0,,22250,Gannawarra (S),1856
2012,2474.0,,22250,Gannawarra (S),1857
2011,2401.0,6.2,22250,Gannawarra (S),1858
2016,926.0,3.9,10950,Bogan (A),1859
2015,933.0,,10950,Bogan (A),1860
2014,880.0,,10950,Bogan (A),1861
2013,729.0,,10950,Bogan (A),1862
2012,745.0,,10950,Bogan (A),1863
2011,717.0,3.6,10950,Bogan (A),1864
2015,84.0,,72330,MacDonnell (R),1668
2016,18151.0,5.6,18350,Wingecarribee (A),1865
2015,17458.0,,18350,Wingecarribee (A),1866
2014,16453.0,,18350,Wingecarribee (A),1867
2013,15352.0,,18350,Wingecarribee (A),1868
2012,15205.0,,18350,Wingecarribee (A),1869
2011,14687.0,5.2,18350,Wingecarribee (A),1870
2016,19642.0,6.7,16900,Shellharbour (C),1871
2015,18766.0,,16900,Shellharbour (C),1872
2014,17405.0,,16900,Shellharbour (C),1873
2013,15921.0,,16900,Shellharbour (C),1874
2012,15737.0,,16900,Shellharbour (C),1875
2011,15033.0,5.9,16900,Shellharbour (C),1876
2014,89.0,,72330,MacDonnell (R),1669
2016,12898.0,5.7,16150,Orange (C),1877
2015,12513.0,,16150,Orange (C),1878
2014,11843.0,,16150,Orange (C),1879
2013,11264.0,,16150,Orange (C),1880
2012,11140.0,,16150,Orange (C),1881
2011,10856.0,4.9,16150,Orange (C),1882
2016,553.0,3.8,53640,Gnowangerup (S),1883
2015,587.0,,53640,Gnowangerup (S),1884
2014,561.0,,53640,Gnowangerup (S),1885
2013,541.0,,53640,Gnowangerup (S),1886
2012,555.0,,53640,Gnowangerup (S),1887
2011,549.0,3.9,53640,Gnowangerup (S),1888
2016,3818.0,8.0,41560,Copper Coast (DC),1889
2013,75.0,,72330,MacDonnell (R),1670
2015,3777.0,,41560,Copper Coast (DC),1890
2014,3557.0,,41560,Copper Coast (DC),1891
2013,3247.0,,41560,Copper Coast (DC),1892
2012,3164.0,,41560,Copper Coast (DC),1893
2011,3094.0,8.0,41560,Copper Coast (DC),1894
2012,73.0,,72330,MacDonnell (R),1671
2011,343.0,9.0,50910,Brookton (S),1938
2016,251.0,3.4,55880,Mount Marshall (S),1939
2015,251.0,,55880,Mount Marshall (S),1940
2014,229.0,,55880,Mount Marshall (S),1941
2013,224.0,,55880,Mount Marshall (S),1942
2012,224.0,,55880,Mount Marshall (S),1943
2011,228.0,2.7,55880,Mount Marshall (S),1944
2013,370.0,,99399,Unincorp. Other Territories,1945
2012,350.0,,99399,Unincorp. Other Territories,1946
2011,309.0,2.1,99399,Unincorp. Other Territories,1947
2016,305.0,3.3,99399,Unincorp. Other Territories,1948
2015,424.0,,99399,Unincorp. Other Territories,1949
2011,60.0,3.1,72330,MacDonnell (R),1672
2016,26989.0,5.8,15050,Maitland (C),1673
2015,26044.0,,15050,Maitland (C),1674
2014,24727.0,,15050,Maitland (C),1675
2013,23056.0,,15050,Maitland (C),1676
2012,22197.0,,15050,Maitland (C),1677
2011,20782.0,5.1,15050,Maitland (C),1678
2016,6869.0,5.5,26170,South Gippsland (S),1679
2015,6829.0,,26170,South Gippsland (S),1680
2014,6589.0,,26170,South Gippsland (S),1681
2013,6206.0,,26170,South Gippsland (S),1682
2012,6255.0,,26170,South Gippsland (S),1683
2011,5911.0,5.3,26170,South Gippsland (S),1684
2016,71.0,2.0,31750,Bulloo (S),1685
2014,416.0,,99399,Unincorp. Other Territories,1950
2016,4642.0,6.5,14200,Inverell (A),1951
2015,4456.0,,14200,Inverell (A),1952
2014,4307.0,,14200,Inverell (A),1953
2013,3621.0,,14200,Inverell (A),1954
2012,3555.0,,14200,Inverell (A),1955
2011,3422.0,5.7,14200,Inverell (A),1956
2015,82.0,,31750,Bulloo (S),1686
2014,16856.0,,17310,Tamworth Regional (A),1977
2013,15360.0,,17310,Tamworth Regional (A),1978
2012,14427.0,,17310,Tamworth Regional (A),1979
2011,13819.0,5.3,17310,Tamworth Regional (A),1980
2016,396.0,8.1,54410,Kellerberrin (S),1981
2015,422.0,,54410,Kellerberrin (S),1982
2014,390.0,,54410,Kellerberrin (S),1983
2013,375.0,,54410,Kellerberrin (S),1984
2012,351.0,,54410,Kellerberrin (S),1985
2011,351.0,7.1,54410,Kellerberrin (S),1986
2016,48813.0,5.0,20660,Banyule (C),1987
2015,47474.0,,20660,Banyule (C),1988
2014,45919.0,,20660,Banyule (C),1989
2013,43930.0,,20660,Banyule (C),1990
2012,43855.0,,20660,Banyule (C),1991
2011,42820.0,4.8,20660,Banyule (C),1992
2016,42469.0,4.4,32080,Cairns (R),1993
2015,41736.0,,32080,Cairns (R),1994
2014,40493.0,,32080,Cairns (R),1995
2013,38457.0,,32080,Cairns (R),1996
2012,38047.0,,32080,Cairns (R),1997
2011,36163.0,3.8,32080,Cairns (R),1998
2016,16454.0,5.8,45290,Norwood Payneham St Peters (C),1999
2015,15813.0,,45290,Norwood Payneham St Peters (C),2000
2014,15251.0,,45290,Norwood Payneham St Peters (C),2001
2013,14662.0,,45290,Norwood Payneham St Peters (C),2002
2012,14393.0,,45290,Norwood Payneham St Peters (C),2003
2014,71.0,,31750,Bulloo (S),1687
2011,14041.0,5.7,45290,Norwood Payneham St Peters (C),2004
2016,1334.0,3.9,55460,Merredin (S),2005
2015,1268.0,,55460,Merredin (S),2006
2014,1161.0,,55460,Merredin (S),2007
2013,1122.0,,55460,Merredin (S),2008
2012,1122.0,,55460,Merredin (S),2009
2011,1114.0,3.7,55460,Merredin (S),2010
2016,38048.0,2.1,15950,North Sydney (A),2011
2015,36932.0,,15950,North Sydney (A),2012
2014,35202.0,,15950,North Sydney (A),2013
2013,33507.0,,15950,North Sydney (A),2014
2012,32584.0,,15950,North Sydney (A),2015
2011,31734.0,1.9,15950,North Sydney (A),2016
2013,67.0,,31750,Bulloo (S),1688
2013,2026.0,,20260,Ararat (RC),2050
2012,2064.0,,20260,Ararat (RC),2051
2011,2026.0,6.6,20260,Ararat (RC),2052
2012,66.0,,31750,Bulloo (S),1689
2015,2558.0,,18020,Warrumbungle Shire (A),2060
2014,2442.0,,18020,Warrumbungle Shire (A),2061
2013,2285.0,,18020,Warrumbungle Shire (A),2062
2012,2276.0,,18020,Warrumbungle Shire (A),2063
2011,2235.0,7.0,18020,Warrumbungle Shire (A),2064
2011,59.0,1.0,31750,Bulloo (S),1690
2016,9042.0,6.4,21370,Campaspe (S),1691
2015,8862.0,,21370,Campaspe (S),1692
2014,8393.0,,21370,Campaspe (S),1693
2013,7697.0,,21370,Campaspe (S),1694
2012,8159.0,,21370,Campaspe (S),1695
2011,7765.0,5.9,21370,Campaspe (S),1696
2016,7025.0,5.7,26700,Wangaratta (RC),2077
2015,6905.0,,26700,Wangaratta (RC),2078
2014,6627.0,,26700,Wangaratta (RC),2079
2013,6119.0,,26700,Wangaratta (RC),2080
2012,6401.0,,26700,Wangaratta (RC),2081
2011,6233.0,5.5,26700,Wangaratta (RC),2082
2016,385.0,3.1,43220,Kimba (DC),1697
2012,2518.0,,32810,Douglas (S),2105
2011,2334.0,3.9,32810,Douglas (S),2106
2016,2023.0,4.5,52730,Denmark (S),2107
2015,1976.0,,52730,Denmark (S),2108
2014,1859.0,,52730,Denmark (S),2109
2013,1674.0,,52730,Denmark (S),2110
2012,1580.0,,52730,Denmark (S),2111
2011,1492.0,4.5,52730,Denmark (S),2112
2015,441.0,,43220,Kimba (DC),1698
2011,366522.0,3.6,31000,Brisbane (C),2144
2016,6520.0,6.7,24900,Moira (S),2145
2015,6305.0,,24900,Moira (S),2146
2014,5919.0,,24900,Moira (S),2147
2013,5482.0,,24900,Moira (S),2148
2012,5679.0,,24900,Moira (S),2149
2011,5439.0,6.5,24900,Moira (S),2150
2016,827.0,2.8,41010,Ceduna (DC),2151
2015,831.0,,41010,Ceduna (DC),2152
2014,781.0,,41010,Ceduna (DC),2153
2013,722.0,,41010,Ceduna (DC),2154
2012,758.0,,41010,Ceduna (DC),2155
2011,718.0,4.2,41010,Ceduna (DC),2156
2016,7439.0,2.3,72300,Litchfield (M),2157
2015,7312.0,,72300,Litchfield (M),2158
2014,6750.0,,72300,Litchfield (M),2159
2013,6048.0,,72300,Litchfield (M),2160
2012,5733.0,,72300,Litchfield (M),2161
2014,453.0,,43220,Kimba (DC),1699
2011,5353.0,2.3,72300,Litchfield (M),2162
2016,1599.0,1.0,46970,Roxby Downs (M),2163
2015,1725.0,,46970,Roxby Downs (M),2164
2014,1721.0,,46970,Roxby Downs (M),2165
2013,419.0,,43220,Kimba (DC),1700
2013,1638.0,,46970,Roxby Downs (M),2166
2012,1626.0,,46970,Roxby Downs (M),2167
2011,1437.0,0.7,46970,Roxby Downs (M),2168
2012,451.0,,43220,Kimba (DC),1701
2011,418.0,1.7,43220,Kimba (DC),1702
2016,2230.0,7.3,14550,Kyogle (A),1703
2015,2196.0,,14550,Kyogle (A),1704
2014,2054.0,,14550,Kyogle (A),1705
2013,1863.0,,14550,Kyogle (A),1706
2012,1837.0,,14550,Kyogle (A),1707
2011,1774.0,6.6,14550,Kyogle (A),1708
2016,43031.0,6.0,21890,Darebin (C),1709
2015,40799.0,,21890,Darebin (C),1710
2014,38587.0,,21890,Darebin (C),1711
2013,35889.0,,21890,Darebin (C),1712
2012,34419.0,,21890,Darebin (C),1713
2011,32690.0,5.9,21890,Darebin (C),1714
2016,13118.0,4.2,17100,Strathfield (A),1715
2015,12451.0,,17100,Strathfield (A),1716
2014,11839.0,,17100,Strathfield (A),1717
2013,10828.0,,17100,Strathfield (A),1718
2012,10548.0,,17100,Strathfield (A),1719
2011,10162.0,4.0,17100,Strathfield (A),1720
2016,2479.0,7.6,25810,Northern Grampians (S),1721
2015,2494.0,,25810,Northern Grampians (S),1722
2014,2403.0,,25810,Northern Grampians (S),1723
2013,2207.0,,25810,Northern Grampians (S),1724
2012,2238.0,,25810,Northern Grampians (S),1725
2011,2129.0,7.9,25810,Northern Grampians (S),1726
2014,3871.0,,53150,East Fremantle (T),1753
2013,3780.0,,53150,East Fremantle (T),1754
2012,3593.0,,53150,East Fremantle (T),1755
2011,3466.0,3.6,53150,East Fremantle (T),1756
2016,17500.0,5.2,35740,Noosa (S),1757
2015,16974.0,,35740,Noosa (S),1758
2014,15999.0,,35740,Noosa (S),1759
2013,14847.0,,35740,Noosa (S),1760
2012,14349.0,,35740,Noosa (S),1761
2011,13866.0,5.1,35740,Noosa (S),1762
2016,36732.0,5.4,22170,Frankston (C),1763
2015,35443.0,,22170,Frankston (C),1764
2014,33617.0,,22170,Frankston (C),1765
2013,31366.0,,22170,Frankston (C),1766
2012,31012.0,,22170,Frankston (C),1767
2011,29671.0,4.5,22170,Frankston (C),1768
2016,8970.0,4.6,14400,Kiama (A),1769
2015,8728.0,,14400,Kiama (A),1770
2014,8250.0,,14400,Kiama (A),1771
2013,7795.0,,14400,Kiama (A),1772
2012,7787.0,,14400,Kiama (A),1773
2011,7535.0,4.6,14400,Kiama (A),1774
2016,278.0,10.0,45540,Peterborough (DC),1793
2015,295.0,,45540,Peterborough (DC),1794
2014,278.0,,45540,Peterborough (DC),1795
2013,258.0,,45540,Peterborough (DC),1796
2012,287.0,,45540,Peterborough (DC),1797
2011,295.0,10.5,45540,Peterborough (DC),1798
2016,4642.0,2.9,55740,Mosman Park (T),1799
2016,39.0,3.6,52380,Cue (S),2169
2015,4774.0,,55740,Mosman Park (T),1800
2015,44.0,,52380,Cue (S),2170
2014,4558.0,,55740,Mosman Park (T),1801
2014,53.0,,52380,Cue (S),2171
2013,4252.0,,55740,Mosman Park (T),1802
2013,51.0,,52380,Cue (S),2172
2012,4207.0,,55740,Mosman Park (T),1803
2012,47.0,,52380,Cue (S),2173
2011,3975.0,4.4,55740,Mosman Park (T),1804
2016,62820.0,4.7,26980,Whitehorse (C),1805
2015,62615.0,,26980,Whitehorse (C),1806
2014,60613.0,,26980,Whitehorse (C),1807
2013,57628.0,,26980,Whitehorse (C),1808
2012,56175.0,,26980,Whitehorse (C),1809
2011,54676.0,4.3,26980,Whitehorse (C),1810
2016,604.0,4.3,10300,Balranald (A),1811
2015,558.0,,10300,Balranald (A),1812
2014,566.0,,10300,Balranald (A),1813
2013,525.0,,10300,Balranald (A),1814
2012,492.0,,10300,Balranald (A),1815
2011,508.0,4.8,10300,Balranald (A),1816
2016,16675.0,3.1,15350,Mosman (A),1817
2015,16265.0,,15350,Mosman (A),1818
2014,15797.0,,15350,Mosman (A),1819
2013,15112.0,,15350,Mosman (A),1820
2012,15024.0,,15350,Mosman (A),1821
2011,14483.0,2.9,15350,Mosman (A),1822
2016,677.0,3.8,47490,Streaky Bay (DC),1823
2015,661.0,,47490,Streaky Bay (DC),1824
2014,642.0,,47490,Streaky Bay (DC),1825
2013,603.0,,47490,Streaky Bay (DC),1826
2012,575.0,,47490,Streaky Bay (DC),1827
2011,553.0,4.4,47490,Streaky Bay (DC),1828
2016,3352.0,5.2,14750,Leeton (A),1829
2015,3262.0,,14750,Leeton (A),1830
2014,3148.0,,14750,Leeton (A),1831
2013,2856.0,,14750,Leeton (A),1832
2012,2916.0,,14750,Leeton (A),1833
2011,2862.0,4.9,14750,Leeton (A),1834
2016,26681.0,4.9,24650,Melton (C),1835
2015,25503.0,,24650,Melton (C),1836
2014,23468.0,,24650,Melton (C),1837
2013,21214.0,,24650,Melton (C),1838
2012,20536.0,,24650,Melton (C),1839
2011,19335.0,4.1,24650,Melton (C),1840
2016,3628.0,5.9,64610,Northern Midlands (M),1841
2015,3624.0,,64610,Northern Midlands (M),1842
2014,3438.0,,64610,Northern Midlands (M),1843
2016,239.0,1.6,54480,Kent (S),1895
2014,23136.0,,16950,Shoalhaven (C),2201
2013,21190.0,,16950,Shoalhaven (C),2202
2012,21137.0,,16950,Shoalhaven (C),2203
2011,20814.0,6.9,16950,Shoalhaven (C),2204
2016,4039.0,4.6,33610,Goondiwindi (R),2205
2015,3956.0,,33610,Goondiwindi (R),2206
2014,3919.0,,33610,Goondiwindi (R),2207
2013,3725.0,,33610,Goondiwindi (R),2208
2012,3766.0,,33610,Goondiwindi (R),2209
2011,3571.0,4.2,33610,Goondiwindi (R),2210
2016,29.0,3.9,30250,Aurukun (S),2211
2014,24.0,,30250,Aurukun (S),2212
2013,23.0,,30250,Aurukun (S),2213
2012,24.0,,30250,Aurukun (S),2214
2011,21.0,3.1,30250,Aurukun (S),2215
2015,228.0,,54480,Kent (S),1896
2012,254.0,,19399,Unincorporated NSW,2226
2011,227.0,3.1,19399,Unincorporated NSW,2227
2016,2290.0,6.8,13010,Glen Innes Severn (A),2228
2015,2289.0,,13010,Glen Innes Severn (A),2229
2014,2207.0,,13010,Glen Innes Severn (A),2230
2013,1965.0,,13010,Glen Innes Severn (A),2231
2012,1868.0,,13010,Glen Innes Severn (A),2232
2011,1839.0,7.1,13010,Glen Innes Severn (A),2233
2016,6695.0,5.1,50350,Bassendean (T),2234
