LGA_MAIN11,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P,LGA_NAME11
14850,4377,8663,58,340,515,2334,130,601,2357,9421,3060,12696,186,764,368,1183,712,2212,1266,4159,4326,16855,23,113,209,749,76,262,1096,2905,1404,4029,68,215,251,503,654,1373,973,2091,2377,6120,164,345,11244,31983,Lismore (C)
14870,2207,4370,41,249,213,964,96,401,1052,4231,1402,5845,94,380,127,409,419,1318,640,2107,2042,7952,12,50,62,228,39,145,431,1178,544,1601,18,59,79,163,323,688,420,910,964,2511,94,192,5307,15025,Lithgow (C)
14900,11058,22406,614,3575,3069,14804,945,4504,13033,52614,17661,75497,1709,7554,1957,6985,5094,17239,8760,31778,26421,107275,146,709,667,2507,381,1442,3119,9021,4313,13679,439,1529,698,1681,3028,7025,4165,10235,8478,23914,606,1339,46563,154934,Liverpool (C)
14920,946,1862,19,98,76,324,28,131,408,1630,531,2183,26,96,69,203,119,361,214,660,745,2843,3,10,15,64,9,34,168,492,195,600,5,16,32,59,114,239,151,314,346,914,39,77,2076,5696,Liverpool Plains (A)
14950,361,714,6,51,40,179,17,59,189,787,252,1076,13,55,27,74,56,156,96,285,348,1361,0,0,5,23,5,22,27,76,37,121,5,7,10,22,38,78,53,107,90,228,12,23,811,2326,Lockhart (A)
15050,6678,13262,163,917,804,3728,288,1296,4697,18641,5952,24582,418,1704,661,2205,1589,5042,2668,8951,8620,33533,49,220,245,899,125,451,1381,3838,1800,5408,134,418,246,538,1016,2193,1396,3149,3196,8557,221,468,18715,55820,Maitland (C)
15150,4411,8605,50,232,432,1916,41,193,3081,11772,3604,14113,195,729,451,1528,563,1751,1209,4008,4813,18121,3,21,70,234,14,31,410,1021,497,1307,46,141,174,387,396,817,616,1345,1113,2652,137,284,10474,29662,Manly (A)
15200,7798,15436,46,281,427,1940,105,449,4712,17266,5290,19936,260,1122,497,1669,1239,4059,1996,6850,7286,26786,24,115,141,497,81,298,1070,2598,1316,3508,105,345,361,782,1164,2535,1630,3662,2946,7170,592,1250,18622,50642,Marrickville (A)
15270,2586,5092,46,219,267,1242,92,432,1329,5279,1734,7172,81,325,166,525,426,1279,673,2129,2407,9301,6,38,61,207,41,134,436,1168,544,1547,16,51,75,152,270,551,361,754,905,2301,73,151,5971,16845,Mid-Western Regional (A)
15300,1223,2434,25,136,127,540,54,269,853,3390,1059,4335,37,160,81,233,208,657,326,1050,1385,5385,9,45,35,140,43,169,334,976,421,1330,18,55,31,65,181,402,230,522,651,1852,62,134,3321,9805,Moree Plains (A)
15350,2932,5752,30,143,353,1560,43,158,1935,7444,2361,9305,154,609,367,1246,356,1077,877,2932,3238,12237,5,29,56,193,12,20,267,632,340,874,50,153,126,294,253,509,429,956,769,1830,102,211,7041,20030,Mosman (A)
15500,1019,2013,15,74,78,378,18,79,364,1422,475,1953,31,128,51,155,106,331,188,614,663,2567,3,6,20,53,11,34,102,294,136,387,3,10,16,26,65,141,84,177,220,564,18,37,1920,5181,Murray (A)
15550,248,485,0,16,21,96,7,37,147,593,175,742,7,24,13,34,46,152,66,210,241,952,3,5,3,18,4,11,56,169,66,203,4,10,10,15,24,53,38,78,104,281,9,21,602,1739,Murrumbidgee (A)
15650,1483,2950,30,167,181,861,68,313,1061,4250,1340,5591,60,262,106,334,285,892,451,1488,1791,7079,10,47,48,173,22,91,337,945,417,1256,24,85,45,94,175,346,244,525,661,1781,68,130,4003,11940,Muswellbrook (A)
15700,2503,4972,24,117,197,937,48,215,808,3282,1077,4551,50,199,119,379,293,874,462,1452,1539,6003,13,57,88,337,52,188,444,1294,597,1876,25,84,92,186,280,592,397,862,994,2738,79,166,5115,13879,Nambucca (A)
15750,1429,2821,25,138,128,572,59,260,839,3396,1051,4366,66,255,93,270,222,699,381,1224,1432,5590,8,36,47,174,24,76,246,738,325,1024,14,27,35,79,152,329,201,435,526,1459,48,99,3435,9969,Narrabri (A)
15800,615,1205,8,59,97,443,17,75,303,1241,425,1818,21,71,55,163,105,326,181,560,606,2378,0,9,8,39,9,23,150,440,167,511,3,16,16,35,76,154,95,205,262,716,24,55,1507,4354,Narrandera (A)
15850,703,1377,17,82,68,300,20,99,375,1574,480,2055,18,80,51,145,115,342,184,567,664,2622,0,4,20,86,21,72,196,617,237,779,4,26,23,46,85,164,112,236,349,1015,27,62,1743,5076,Narromine (A)
15900,14704,29104,195,1041,1326,5980,429,1920,8674,33244,10624,42185,720,2937,1312,4331,2712,8474,4744,15742,15368,57927,55,254,420,1415,255,858,2705,7038,3435,9565,256,784,738,1592,2593,5472,3587,7848,7022,17413,813,1658,37907,106102,Newcastle (C)
15950,8888,17340,16,82,249,1069,40,155,3292,11625,3597,12931,139,541,506,1662,581,1707,1226,3910,4823,16841,3,23,70,201,7,23,507,1164,587,1411,64,180,284,594,563,1138,911,1912,1498,3323,444,908,15653,38412,North Sydney (A)
16100,606,1191,7,39,46,215,25,95,323,1329,401,1678,26,103,44,141,100,294,170,538,571,2216,5,22,18,57,6,25,77,233,106,337,3,12,10,16,63,137,76,165,182,502,4,13,1363,3922,Oberon (A)
16150,3568,7031,82,476,434,2014,151,705,2425,9636,3092,12831,173,706,263,820,663,2051,1099,3577,4191,16408,27,125,129,489,90,337,840,2379,1086,3330,49,157,143,299,520,1107,712,1563,1798,4893,143,300,9700,28632,Orange (C)
16180,1641,3223,34,200,218,989,58,252,1012,4005,1322,5446,100,433,180,577,291,880,571,1890,1893,7336,4,16,24,86,10,37,174,466,212,605,16,59,35,65,99,201,150,325,362,930,21,46,3917,11535,Palerang (A)
16200,1527,2993,37,223,173,829,51,219,853,3537,1114,4808,61,229,114,348,236,727,411,1304,1525,6112,9,45,54,187,29,102,342,964,434,1298,13,45,60,124,192,410,265,579,699,1877,43,86,3794,11068,Parkes (A)
16250,14035,28337,379,2266,1862,8887,478,2309,12110,46201,14829,59663,1173,5265,1676,5845,3694,12187,6543,23297,21372,82960,93,450,433,1662,223,793,2093,5755,2842,8660,324,1076,804,1875,2606,5849,3734,8800,6576,17460,984,2144,42967,130901,Parramatta (C)
16350,14293,28754,572,3249,2325,11076,946,4400,11846,47199,15689,65924,1505,6464,1448,4983,5396,17724,8349,29171,24038,95095,160,754,602,2189,436,1609,3780,10429,4978,14981,381,1258,744,1699,3193,7103,4318,10060,9296,25041,733,1517,48360,150407,Penrith (C)
16370,5783,11421,102,498,789,3510,161,709,4290,16832,5342,21549,507,2039,753,2535,1354,4204,2614,8778,7956,30327,17,74,138,465,45,130,579,1467,779,2136,103,324,255,571,751,1588,1109,2483,1888,4619,135,282,15762,46649,Pittwater (A)
16380,10052,19892,106,573,781,3537,197,854,3843,15231,4927,20195,279,1088,605,1916,1195,3662,2079,6666,7006,26861,42,187,268,933,137,453,1468,3887,1915,5460,107,320,365,772,977,2011,1449,3103,3364,8563,210,425,20632,55741,Port Macquarie-Hastings (A)
16400,7726,15299,128,688,688,3190,281,1284,3745,14994,4842,20156,315,1303,551,1822,1369,4272,2235,7397,7077,27553,39,186,237,849,138,466,1338,3689,1752,5190,105,319,240,532,884,1852,1229,2703,2981,7893,171,355,17955,51100,Port Stephens (A)
16470,3453,6859,82,447,463,2148,117,526,2708,10471,3370,13592,258,1060,332,1109,832,2642,1422,4811,4792,18403,19,95,112,377,68,227,673,1748,872,2447,58,180,136,293,564,1226,758,1699,1630,4146,173,361,10048,29769,Queanbeyan (C)
16550,11534,22910,103,546,1077,4829,195,865,7836,29403,9211,35643,663,2717,1228,4193,2309,7381,4200,14291,13411,49934,24,103,215,704,95,331,1501,3689,1835,4827,202,619,637,1435,1875,4022,2714,6076,4549,10903,1050,2233,30544,85980,Randwick (C)
16610,2534,5044,42,229,261,1235,74,381,1176,4770,1553,6615,75,302,163,538,401,1221,639,2061,2192,8676,22,82,93,328,43,187,555,1657,713,2254,33,101,82,185,341,718,456,1004,1169,3258,85,173,5980,17151,Richmond Valley (A)
16650,9121,18436,190,1100,1058,4979,272,1265,6392,24419,7912,31763,630,2754,859,2974,2650,8580,4139,14308,12051,46071,47,221,230,813,132,500,1230,3294,1639,4828,160,561,431,1002,1799,3979,2390,5542,4029,10370,643,1393,25844,76270,Rockdale (C)
16700,9549,19096,104,542,1109,4880,208,919,7277,27462,8698,33803,753,3168,1336,4662,2443,7937,4532,15767,13230,49570,25,103,179,598,85,305,1008,2485,1297,3491,189,581,496,1159,1593,3471,2278,5211,3575,8702,611,1280,26965,78648,Ryde (C)
16900,6096,12188,180,972,875,4043,301,1423,4018,15989,5374,22427,491,2067,579,1973,1784,5651,2854,9691,8228,32118,36,169,261,950,158,590,1426,3911,1881,5620,123,389,300,667,1043,2252,1466,3308,3347,8928,222,463,17893,53697,Shellharbour (C)
16950,12127,23982,159,917,932,4248,331,1484,4515,17848,5937,24497,397,1635,741,2362,1644,5048,2782,9045,8719,33542,62,254,359,1246,185,628,1967,5383,2573,7511,136,432,402,849,1299,2687,1837,3968,4410,11479,279,585,25535,69588,Shoalhaven (C)
17000,2199,4346,63,359,297,1380,113,503,1652,6555,2125,8797,158,646,168,557,552,1765,878,2968,3003,11765,5,29,58,213,43,154,370,1029,476,1425,39,119,52,129,265,566,356,814,832,2239,55,112,6089,18462,Singleton (A)
17050,711,1398,13,65,82,365,10,53,464,1775,569,2258,21,85,54,159,93,282,168,526,737,2784,3,16,13,48,7,16,76,189,99,269,5,15,29,55,51,112,85,182,184,451,16,32,1648,4665,Snowy River (A)
17400,875,1712,3,8,54,259,16,68,342,1429,415,1764,19,75,39,112,120,364,178,551,593,2315,7,30,23,94,11,47,124,393,165,564,4,12,24,48,98,210,126,270,291,834,32,63,1791,4924,Tenterfield (A)
17420,14265,28452,436,2449,3065,14012,595,2691,13487,53628,17583,72780,2065,8718,3058,10799,5260,16998,10383,36515,27966,109295,64,310,361,1260,118,401,1571,4197,2114,6168,292,942,647,1537,1902,4223,2841,6702,4955,12870,456,985,47642,151602,The Hills Shire (A)
11250,2102,4145,23,127,151,681,93,413,834,3268,1101,4489,60,242,106,322,372,1108,538,1672,1639,6161,9,60,69,248,53,183,520,1417,651,1908,22,65,68,143,306,652,396,860,1047,2768,66,144,4854,13218,Broken Hill (C)
12050,1169,2312,14,70,131,606,34,165,547,2188,726,3029,39,160,93,276,146,422,278,858,1004,3887,3,34,30,107,8,31,191,492,232,664,11,23,26,51,135,277,172,351,404,1015,27,51,2604,7265,Cooma-Monaro (A)
12150,442,881,8,39,48,204,21,84,174,713,251,1040,10,46,21,59,75,226,106,331,357,1371,4,26,12,35,21,85,112,366,149,512,4,18,8,18,73,155,85,191,234,703,28,54,1061,3009,Coonamble (A)
12200,1007,1966,15,70,78,367,18,89,395,1589,506,2115,20,84,69,217,104,321,193,622,699,2737,6,16,21,67,10,45,140,393,177,521,6,21,31,62,88,181,125,264,302,785,21,48,2029,5536,Cootamundra (A)
12300,1567,3090,19,97,124,591,41,177,621,2479,805,3344,44,167,75,235,156,479,275,881,1080,4225,6,34,31,111,18,61,182,503,237,709,11,35,30,65,104,216,145,316,382,1025,27,57,3056,8397,Corowa Shire (A)
12350,1507,2988,33,179,152,707,50,219,612,2503,847,3608,41,156,102,317,216,666,359,1139,1206,4747,4,13,39,148,18,80,211,623,272,864,6,22,30,72,146,324,182,418,454,1282,38,80,3205,9097,Cowra (A)
12500,838,1645,11,61,87,394,23,108,365,1469,486,2032,28,102,54,152,99,299,181,553,667,2585,4,24,29,113,22,93,155,399,210,629,14,36,31,68,99,212,144,316,354,945,27,55,1886,5230,Deniliquin (A)
12600,3803,7489,83,465,443,1999,174,784,2426,9763,3126,13011,151,621,302,929,710,2163,1163,3713,4289,16724,41,182,160,606,104,383,968,2725,1273,3896,63,194,147,322,487,1026,697,1542,1970,5438,158,318,10220,29969,Dubbo (C)
12700,1043,2063,20,122,94,435,33,143,494,1967,641,2667,61,240,90,295,193,600,344,1135,985,3802,3,9,29,95,10,40,133,355,175,499,11,32,38,76,99,206,148,314,323,813,17,36,2368,6714,Dungog (A)
12750,5326,10482,55,298,312,1432,105,489,1563,6191,2035,8410,112,448,266,814,581,1758,959,3020,2994,11430,19,111,133,460,50,191,746,2063,948,2825,52,147,131,285,459,939,642,1371,1590,4196,97,199,10007,26307,Eurobodalla (A)
12850,11569,23800,633,3756,2825,13904,962,4716,10688,43957,15108,66333,2041,9249,2225,8051,6479,22184,10745,39484,25853,105817,200,959,860,3343,461,1738,3901,11427,5422,17467,565,2006,1060,2613,4180,9974,5805,14593,11227,32060,1065,2377,49714,164054,Fairfield (C)
12900,1094,2170,16,74,110,495,35,168,508,2106,669,2843,25,100,66,189,136,409,227,698,896,3541,9,29,36,136,14,61,197,557,256,783,4,10,27,53,127,275,158,338,414,1121,36,83,2440,6915,Forbes (A)
12950,530,1029,4,30,56,247,15,61,231,922,306,1260,16,69,31,94,82,233,129,396,435,1656,4,25,10,36,8,26,109,323,131,410,3,18,14,27,52,109,69,154,200,564,15,40,1180,3289,Gilgandra (A)
13010,1138,2242,10,64,86,373,17,77,434,1768,547,2282,17,86,66,195,133,388,216,669,763,2951,6,24,33,112,10,32,181,538,230,706,15,41,36,79,105,213,156,333,386,1039,43,83,2330,6315,Glen Innes Severn (A)
13050,745,1457,9,51,50,209,13,60,236,942,308,1262,19,76,42,129,84,262,145,467,453,1729,0,6,20,68,3,27,74,200,97,301,0,4,16,31,52,111,68,146,165,447,20,37,1383,3670,Gloucester (A)
13100,16729,33174,333,1811,1880,8639,536,2375,9695,38247,12444,51072,1038,4275,1640,5459,3528,11112,6206,20846,18650,71918,113,478,580,2000,307,1050,2900,7760,3900,11288,358,1117,795,1717,2793,5899,3946,8733,7846,20021,551,1134,43776,126247,Gosford (C)
13310,2955,5814,73,411,270,1285,106,494,1522,5994,1971,8184,122,504,216,673,579,1789,917,2966,2888,11150,21,73,97,322,41,148,623,1680,782,2223,30,91,113,235,394,830,537,1156,1319,3379,106,217,7268,20560,Goulburn Mulwaree (A)
13320,5334,10501,33,169,290,1328,98,427,1430,5664,1851,7588,114,441,220,690,552,1664,886,2795,2737,10383,17,73,133,481,51,197,695,1913,896,2664,33,99,131,282,506,1042,670,1423,1566,4087,104,220,9741,25191,Great Lakes (A)
13340,1130,2220,28,153,142,682,44,195,591,2470,805,3500,44,163,96,299,213,639,353,1101,1158,4601,9,39,29,113,14,64,145,390,197,606,14,30,28,66,98,211,140,307,337,913,25,46,2650,7780,Greater Hume Shire (A)
13380,6105,12105,78,445,481,2236,159,716,2217,9031,2935,12428,175,708,370,1147,813,2506,1358,4361,4293,16789,31,137,187,656,99,352,1108,3122,1425,4267,52,155,218,467,685,1460,955,2082,2380,6349,141,285,12919,35528,Greater Taree (C)
13450,2320,4627,70,379,299,1414,112,539,1657,6839,2138,9171,134,565,145,460,575,1874,854,2899,2992,12070,21,112,50,158,42,149,399,1131,512,1550,30,99,59,127,296,659,385,885,897,2435,101,215,6310,19347,Griffith (C)
13500,449,885,16,70,48,233,10,52,232,976,306,1331,16,65,19,58,76,234,111,357,417,1688,3,8,7,36,5,23,57,167,72,234,5,9,5,11,45,91,55,111,127,345,12,29,1005,2947,Gundagai (A)
13550,1282,2565,38,203,148,663,60,272,708,2870,954,4008,49,206,76,232,239,719,364,1157,1318,5165,3,11,35,117,26,90,269,767,333,985,14,48,30,65,155,348,199,461,532,1446,46,95,3178,9271,Gunnedah (A)
13650,501,998,21,112,47,222,25,132,253,1032,346,1498,6,31,27,78,91,267,124,376,470,1874,3,13,15,52,6,37,82,252,106,354,3,17,14,22,52,110,69,149,175,503,19,36,1165,3411,Guyra (A)
13660,673,1327,7,42,57,256,19,73,309,1230,392,1601,16,61,33,101,95,283,144,445,536,2046,3,7,14,43,7,36,72,191,96,277,3,5,8,18,61,119,72,142,168,419,18,22,1395,3814,Gwydir (A)
13700,493,971,9,61,53,243,7,38,193,775,262,1117,13,43,15,51,62,175,90,269,352,1386,0,5,9,28,3,10,63,183,75,226,3,7,5,20,49,89,57,116,132,342,12,30,989,2729,Harden (A)
13800,5410,10786,211,1172,802,3798,357,1684,4131,16476,5501,23130,511,2145,533,1790,1672,5419,2716,9354,8217,32484,33,168,198,703,142,493,1124,3026,1497,4390,129,419,226,501,979,2149,1334,3069,2831,7459,163,346,16621,51075,Hawkesbury (C)
13850,328,641,8,35,42,175,11,52,166,652,227,914,10,31,23,61,56,172,89,264,316,1178,0,17,10,38,0,9,63,180,73,244,10,18,6,19,43,83,59,120,132,364,8,26,784,2209,Hay (A)
13950,7781,15784,270,1595,1152,5592,355,1723,7509,29077,9286,37987,728,3282,929,3302,2432,8119,4089,14703,13375,52690,72,349,310,1142,160,599,1630,4524,2172,6614,211,741,433,1002,1816,4116,2460,5859,4632,12473,600,1295,26388,82242,Holroyd (C)
14000,13576,27031,328,1783,2611,11717,406,1796,11864,46079,15209,61375,1677,7062,3012,10485,4246,13640,8935,31187,24144,92562,58,254,376,1229,94,294,1392,3619,1920,5396,315,998,836,1980,2026,4410,3177,7388,5097,12784,548,1160,43365,133537,Hornsby (A)
14100,1162,2296,28,155,173,785,15,57,886,3552,1102,4549,129,524,189,648,295,920,613,2092,1715,6641,0,4,15,51,10,28,113,265,138,348,22,76,56,125,149,308,227,509,365,857,34,75,3276,9869,Hunters Hill (A)
14150,7148,14441,165,964,955,4362,249,1126,5423,20758,6792,27210,661,2832,1070,3721,2199,7168,3930,13721,10722,40931,36,164,200,702,86,282,996,2698,1318,3846,168,544,427,995,1395,3065,1990,4604,3308,8450,442,942,21620,64764,Hurstville (C)
14200,1874,3719,23,136,209,1002,42,180,919,3722,1193,5040,59,239,103,304,307,933,469,1476,1662,6516,13,48,62,228,28,133,378,1116,481,1525,9,34,55,112,198,423,262,569,743,2094,55,114,4334,12443,Inverell (A)
14250,175,339,4,19,30,107,3,24,84,345,121,495,8,25,12,39,27,86,47,150,168,645,0,0,4,9,0,4,16,52,20,65,3,5,0,3,13,26,16,34,36,99,5,12,384,1095,Jerilderie (A)
14300,543,1080,14,88,56,257,17,87,322,1349,409,1781,30,118,45,140,103,316,178,574,587,2355,3,7,19,73,0,0,110,319,132,399,4,11,17,33,71,147,92,191,224,590,14,23,1368,4048,Junee (A)
14350,3283,6513,52,278,275,1348,100,456,1210,4957,1637,7039,98,385,205,620,489,1496,792,2501,2429,9540,19,82,132,479,77,335,823,2449,1051,3345,34,106,134,281,467,999,635,1386,1686,4731,111,233,7509,21017,Kempsey (A)
14400,2540,4994,44,251,245,1100,68,295,1143,4565,1500,6211,172,726,259,863,502,1548,933,3137,2433,9348,9,41,67,230,17,60,266,701,359,1032,30,90,91,206,244,498,365,794,724,1826,41,88,5738,16256,Kiama (A)
14450,5054,10172,102,561,775,3512,140,633,3927,14959,4944,19665,462,1956,826,2890,1604,5110,2892,9956,7836,29621,17,78,144,513,57,189,614,1576,832,2356,98,321,287,669,921,2029,1306,3019,2138,5375,331,707,15359,45875,Kogarah (C)
10050,4936,9718,84,471,532,2435,151,692,2838,11139,3605,14737,217,887,426,1359,745,2313,1388,4559,4993,19296,28,116,155,553,81,318,1021,2765,1285,3752,78,258,241,519,606,1264,925,2041,2210,5793,178,360,12317,35167,Albury (C)
10110,2322,4572,47,282,270,1252,72,306,1245,4935,1634,6775,100,403,227,737,328,999,655,2139,2289,8914,19,90,82,287,42,144,522,1429,665,1950,21,61,105,224,258,539,384,824,1049,2774,86,176,5746,16436,Armidale Dumaresq (A)
10750,20467,41483,1002,5912,4249,20512,1573,7553,22815,90619,29639,124596,2423,10591,3072,10846,7956,26453,13451,47890,43090,172486,306,1552,1124,4354,823,3179,6240,18201,8493,27286,639,2161,1188,2772,5341,12159,7168,17092,15661,44378,1249,2706,80467,261053,Blacktown (C)
10800,730,1425,13,59,84,391,21,107,364,1580,482,2137,18,71,57,175,93,275,168,521,650,2658,0,5,12,49,6,19,89,234,107,307,3,15,20,40,57,115,80,170,187,477,13,28,1580,4588,Bland (A)
10850,745,1461,18,97,89,432,23,119,454,1866,584,2514,36,164,49,153,133,407,218,724,802,3238,4,15,17,69,10,49,115,319,146,452,6,15,26,55,103,211,135,281,281,733,25,57,1853,5489,Blayney (A)
10900,7810,15421,183,1013,952,4383,242,1116,4836,19046,6213,25558,506,2109,864,2816,1636,5110,3006,10035,9219,35593,37,173,263,891,95,313,1247,3284,1642,4661,141,406,358,752,1036,2177,1535,3335,3177,7996,180,373,20386,59383,Blue Mountains (C)
10950,275,540,5,18,29,127,15,71,192,779,241,995,10,34,17,55,49,139,76,228,317,1223,0,5,5,34,10,29,65,191,80,259,0,3,0,3,48,88,48,94,128,353,11,20,731,2136,Bogan (A)
11000,322,622,3,9,34,135,5,28,144,569,186,741,4,23,15,48,34,101,53,172,239,913,3,5,6,19,0,7,38,112,47,143,3,5,10,18,34,70,47,93,94,236,5,15,660,1786,Bombala (A)
11050,293,577,4,25,27,131,14,44,128,556,173,756,10,34,24,76,38,110,72,220,245,976,0,8,3,8,0,5,43,133,46,154,3,3,11,28,31,63,45,94,91,248,7,18,636,1819,Boorowa (A)
11100,3251,6552,59,319,437,1947,149,648,2683,10193,3328,13107,235,996,396,1368,1044,3412,1675,5776,5003,18883,16,61,89,309,58,211,622,1609,785,2190,75,249,192,449,775,1733,1042,2431,1827,4621,290,631,10371,30687,Botany Bay (C)
11150,242,478,5,23,19,74,11,59,170,686,205,842,5,18,12,34,36,110,53,162,258,1004,5,17,8,18,4,22,69,215,86,272,0,0,9,17,29,70,38,87,124,359,17,39,641,1880,Bourke (A)
11200,120,239,7,37,14,55,3,34,93,374,117,500,8,28,3,14,24,74,35,116,152,616,4,9,12,48,0,12,69,221,85,290,0,3,5,6,32,83,37,92,122,382,22,43,416,1280,Brewarrina (A)
11520,8025,15925,97,501,765,3414,158,701,5355,19965,6375,24581,473,1972,861,2984,1836,5875,3170,10831,9545,35412,14,51,148,505,48,158,767,1896,977,2610,144,437,341,773,1084,2368,1569,3578,2546,6188,442,925,20558,58450,Canada Bay (A)
14500,9661,19063,209,1090,2249,10180,196,827,8066,32259,10720,44356,1152,4728,2563,8923,2618,8090,6333,21741,17053,66097,24,89,295,995,34,120,757,1980,1110,3184,199,623,572,1370,1099,2359,1870,4352,2980,7536,343,732,30037,93428,Ku-ring-gai (A)
14550,1118,2208,16,72,121,577,30,154,463,1885,630,2688,29,116,80,254,161,472,270,842,900,3530,9,47,30,117,12,36,210,582,261,782,8,33,54,121,131,272,193,426,454,1208,38,76,2510,7022,Kyogle (A)
14600,750,1480,16,98,50,223,24,103,427,1714,517,2138,21,84,50,143,111,352,182,579,699,2717,0,10,21,72,23,79,132,379,176,540,5,19,19,35,80,172,104,226,280,766,37,83,1766,5046,Lachlan (A)
14650,21127,41991,425,2298,2137,9739,818,3669,10991,43091,14371,58797,1225,5036,1879,6361,4784,14982,7888,26379,22259,85176,150,667,641,2227,409,1436,3667,9923,4867,14253,346,1042,821,1826,3167,6764,4334,9632,9201,23885,674,1397,53261,152449,Lake Macquarie (C)
10650,1145,2247,18,109,100,466,20,91,381,1554,519,2220,41,154,62,187,121,359,224,700,743,2920,3,8,23,66,7,39,131,364,164,477,7,26,35,64,66,136,108,226,272,703,28,54,2188,5924,Berrigan (A)
14700,3108,6143,42,206,393,1771,50,215,2511,9555,2996,11747,209,865,468,1632,484,1484,1161,3981,4157,15728,8,26,52,168,14,49,314,743,388,986,45,138,154,349,355,720,554,1207,942,2193,190,393,8397,24457,Lane Cove (A)
14750,1022,2035,16,98,134,656,53,233,647,2659,850,3646,39,156,91,285,226,678,356,1119,1206,4765,7,33,40,124,20,82,228,664,295,903,19,54,33,72,122,269,174,395,469,1298,38,78,2735,8176,Leeton (A)
14800,5830,11408,26,135,279,1229,42,176,4117,14915,4464,16455,158,621,401,1275,656,2013,1215,3909,5679,20364,3,15,72,244,39,108,607,1436,721,1803,49,161,240,495,679,1420,968,2076,1689,3879,334,699,13532,36350,Leichhardt (A)
17450,462,895,14,53,39,185,6,41,175,730,234,1009,7,29,33,97,44,135,84,261,318,1270,3,3,9,36,3,6,47,150,62,195,0,3,10,15,35,69,45,87,107,282,6,19,893,2466,Tumbarumba (A)
17500,1249,2469,24,128,124,554,44,221,676,2747,868,3650,55,206,91,286,218,674,364,1166,1232,4816,0,13,27,85,21,74,203,559,251,731,14,40,38,77,135,276,187,393,438,1124,33,69,2952,8478,Tumut Shire (A)
17550,10444,20650,127,682,846,3960,282,1270,4458,17484,5713,23396,350,1423,692,2253,1483,4564,2525,8240,8238,31636,60,259,310,1094,130,460,1873,5090,2373,6903,143,456,439,954,1367,2880,1949,4290,4322,11193,293,605,23297,64084,Tweed (A)
17620,1575,3119,30,162,160,729,40,157,950,3754,1180,4802,50,190,94,276,249,768,393,1234,1573,6036,8,28,43,171,19,69,229,630,299,898,19,54,48,96,154,326,221,476,520,1374,32,66,3700,10595,Upper Hunter Shire (A)
17640,964,1886,14,73,96,433,19,96,407,1647,536,2249,44,165,61,193,142,439,247,797,783,3046,3,11,23,70,9,36,89,237,124,354,7,22,17,41,97,202,121,265,245,619,30,61,2022,5612,Upper Lachlan Shire (A)
17650,709,1385,16,73,75,364,11,60,381,1537,483,2034,34,148,67,206,125,367,226,721,709,2755,0,6,24,100,8,30,95,265,127,401,4,18,28,52,60,130,92,200,219,601,25,50,1662,4791,Uralla (A)
17700,158,311,0,0,16,76,4,20,64,268,84,364,9,32,6,16,16,50,31,98,115,462,0,0,3,14,3,7,15,52,21,73,0,3,0,0,13,22,13,25,34,98,4,7,311,878,Urana (A)
17750,5940,11699,129,757,695,3306,212,924,3788,15196,4824,20183,270,1113,488,1584,956,2949,1714,5646,6538,25829,30,134,197,721,126,479,1248,3415,1601,4749,77,233,218,475,745,1583,1040,2291,2641,7040,268,549,15387,45117,Wagga Wagga (C)
17800,566,1126,10,35,55,244,12,53,200,800,277,1132,13,63,40,120,68,207,121,390,398,1522,0,4,6,16,11,24,48,149,65,193,3,12,8,16,38,71,49,99,114,292,6,18,1084,2958,Wakool (A)
