lga_name_2016,lga_code_2016,sme_usl_ad_5_yr_ago_as_2016_m,sme_usl_ad_5_yr_ago_as_2016_f,sme_usl_ad_5_yr_ago_as_2016_p,dif_usl_ad_5_yr_ago_sme_sa2_m,dif_usl_ad_5_yr_ago_sme_sa2_f,dif_usl_ad_5_yr_ago_sme_sa2_p,dif_us_ad_5_ago_dif_sa2_nsw_m,dif_us_ad_5_ago_dif_sa2_nsw_f,dif_us_ad_5_ago_dif_sa2_nsw_p,dif_us_ad_5_ago_dif_sa2_vic_m,dif_us_ad_5_ago_dif_sa2_vic_f,dif_us_ad_5_ago_dif_sa2_vic_p,dif_us_ad_5_ago_dif_sa2_qld_m,dif_us_ad_5_ago_dif_sa2_qld_f,dif_us_ad_5_ago_dif_sa2_qld_p,dif_us_ad_5_ago_dif_sa2_sa_m,dif_us_ad_5_ago_dif_sa2_sa_f,dif_us_ad_5_ago_dif_sa2_sa_p,dif_us_ad_5_ago_dif_sa2_wa_m,dif_us_ad_5_ago_dif_sa2_wa_f,dif_us_ad_5_ago_dif_sa2_wa_p,dif_us_ad_5_ago_dif_sa2_tas_m,dif_us_ad_5_ago_dif_sa2_tas_f,dif_us_ad_5_ago_dif_sa2_tas_p,dif_us_ad_5_ago_dif_sa2_nt_m,dif_us_ad_5_ago_dif_sa2_nt_f,dif_us_ad_5_ago_dif_sa2_nt_p,dif_us_ad_5_ago_dif_sa2_act_m,dif_us_ad_5_ago_dif_sa2_act_f,dif_us_ad_5_ago_dif_sa2_act_p,dif_us_ad_5_ago_dif_sa2_ot_m,dif_us_ad_5_ago_dif_sa2_ot_f,dif_us_ad_5_ago_dif_sa2_ot_p,dif_us_ad_5_ago_dif_sa2_tot_m,dif_us_ad_5_ago_dif_sa2_tot_f,dif_us_ad_5_ago_dif_sa2_tot_p,difnt_usl_add_5_yr_ago_os_m,difnt_usl_add_5_yr_ago_os_f,difnt_usl_add_5_yr_ago_os_p,difnt_usl_add_5_yr_ago_ns_m,difnt_usl_add_5_yr_ago_ns_f,difnt_usl_add_5_yr_ago_ns_p,difnt_usl_add_5_yr_ago_tot_m,difnt_usl_add_5_yr_ago_tot_f,difnt_usl_add_5_yr_ago_tot_p,n_stated_m,n_stated_f,n_stated_p,tot_m,tot_f,tot_p
Bruce Rock (S),51120,283,248,530,44,43,93,0,4,4,0,0,0,3,0,8,0,0,0,70,71,142,0,0,0,0,0,0,0,0,0,0,0,0,74,72,149,11,16,25,3,0,6,134,137,266,40,36,70,457,421,871
Bunbury (C),51190,7425,7742,15171,908,992,1904,87,89,174,99,93,198,135,137,274,34,48,86,3490,4016,7501,14,27,45,37,35,74,8,0,13,0,4,4,3913,4448,8362,712,782,1491,103,118,221,5627,6342,11975,1632,1275,2909,14691,15368,30056
Busselton (C),51260,7738,7952,15690,2918,3207,6130,108,117,227,103,113,219,107,128,241,48,48,99,3637,3974,7615,33,26,54,35,27,63,13,11,24,3,3,10,4086,4454,8539,475,542,1017,114,137,252,7595,8349,15936,1399,1423,2816,16732,17718,34446
Cambridge (T),51310,6626,7112,13733,663,667,1330,119,118,230,121,144,270,67,76,147,45,30,72,2933,2975,5912,12,11,21,20,16,30,14,20,34,0,0,3,3331,3387,6719,951,1043,2000,50,40,85,4999,5142,10143,703,686,1395,12327,12938,25261
Chittering (S),51680,1421,1369,2791,87,96,182,11,13,19,7,11,15,19,23,41,3,6,8,772,757,1529,4,3,8,12,9,17,3,0,6,0,0,0,829,817,1647,47,45,96,15,6,19,974,969,1945,250,212,465,2644,2558,5199
Dalwallinu (S),52520,381,298,678,92,66,156,4,3,7,3,0,3,0,3,4,0,4,3,99,118,216,0,0,0,0,0,3,0,0,0,0,0,0,106,132,240,53,51,106,0,0,3,258,243,501,79,61,139,722,605,1329
Claremont (T),51750,2030,2348,4379,270,264,534,52,61,113,49,54,96,37,29,64,9,15,23,1383,1332,2710,0,3,3,6,5,8,9,12,20,0,0,0,1545,1499,3038,465,464,932,29,22,52,2303,2246,4553,323,406,730,4662,4996,9659
Cockburn (C),51820,24603,25278,49879,2024,2154,4178,387,379,771,342,355,689,362,363,724,118,130,251,12409,13020,25429,70,66,133,86,88,174,48,43,92,13,4,19,13835,14441,28282,3683,3828,7514,311,269,581,19858,20696,40553,3313,3142,6455,47773,49122,96887
Collie (S),51890,2569,2436,5003,580,623,1206,12,13,23,15,7,24,27,41,64,6,4,10,458,511,974,3,5,4,6,10,14,0,0,0,0,0,0,524,580,1107,47,44,88,15,24,38,1163,1268,2437,428,415,841,4160,4118,8280
Dandaragan (S),52590,817,696,1513,165,159,325,9,4,10,3,3,7,17,11,30,9,11,17,378,345,718,0,0,3,4,9,10,0,0,0,0,0,0,417,383,804,41,30,74,6,8,15,632,585,1213,149,154,306,1600,1430,3027
Dardanup (S),52660,3477,3423,6903,588,647,1237,29,34,62,39,45,77,41,58,100,8,20,27,1457,1632,3088,27,19,43,13,18,26,0,0,3,0,4,4,1619,1822,3439,185,190,381,38,46,82,2430,2702,5134,488,450,940,6400,6580,12977
Denmark (S),52730,1434,1430,2864,338,370,706,8,9,19,14,12,24,30,30,63,3,3,7,562,596,1159,3,5,7,14,11,24,3,3,4,0,0,0,636,669,1302,49,56,98,9,15,24,1034,1104,2139,295,285,578,2762,2823,5583
Derby-West Kimberley (S),52800,1843,1808,3644,451,499,953,39,34,74,38,49,91,44,51,102,18,17,32,444,490,938,8,3,9,34,31,67,0,4,3,0,0,0,628,677,1311,81,103,190,72,67,135,1236,1349,2587,434,333,775,3515,3491,7002
Donnybrook-Balingup (S),52870,1647,1622,3273,262,284,542,8,4,13,3,9,15,13,24,29,3,0,5,459,519,976,3,4,8,9,0,12,0,0,0,0,0,3,499,563,1061,48,57,101,0,19,21,811,916,1728,277,279,553,2739,2816,5550
Corrigin (S),52100,316,282,596,57,46,105,3,3,6,0,0,0,3,4,12,0,0,0,90,100,186,0,0,0,0,0,0,0,0,0,0,0,0,96,109,210,12,6,19,0,0,0,169,163,335,78,61,141,565,501,1068
Cottesloe (T),52170,1784,1836,3618,271,258,526,71,75,142,56,53,113,38,37,72,10,4,12,729,772,1497,0,0,0,7,5,11,3,9,10,0,0,0,910,953,1862,306,348,655,21,38,60,1509,1601,3106,258,257,521,3551,3699,7249
Cranbrook (S),52240,300,267,570,45,48,94,0,0,0,0,0,0,0,3,8,0,0,0,93,103,197,0,0,0,0,0,0,0,0,0,0,0,0,104,103,208,8,17,27,0,3,5,162,169,331,66,64,129,530,498,1023
Cuballing (S),52310,272,236,508,6,11,18,0,0,0,3,0,3,0,0,0,4,3,4,78,67,150,0,0,0,5,4,7,0,0,0,0,0,0,89,78,164,5,4,14,3,0,5,106,95,206,69,45,112,451,374,825
Cue (S),52380,48,27,74,12,9,21,0,0,0,0,0,0,0,0,0,0,0,0,16,17,28,0,0,0,0,0,0,0,0,0,0,0,0,19,15,30,0,3,3,0,0,3,29,27,55,30,15,47,103,72,175
Cunderdin (S),52450,381,319,695,83,71,147,0,0,0,0,3,3,0,0,0,0,0,0,191,109,293,0,0,0,0,0,3,0,0,0,0,0,0,195,113,306,46,45,88,0,3,10,320,231,548,65,56,125,762,602,1367
Dowerin (S),52940,193,183,371,45,39,76,0,3,4,0,0,0,0,0,0,0,0,3,48,50,100,0,0,0,0,0,3,0,0,0,0,0,0,55,56,115,0,3,11,3,3,6,100,103,205,23,24,47,315,309,625
Dumbleyung (S),53010,202,178,384,21,15,43,0,0,0,0,0,3,0,0,0,0,0,0,39,53,97,0,3,4,0,0,0,0,0,0,0,0,0,42,57,103,6,4,10,7,5,9,71,84,159,40,38,76,316,295,612
Dundas (S),53080,170,145,316,38,39,72,9,0,9,5,3,7,5,11,13,13,3,18,62,55,116,0,0,0,0,0,0,0,0,0,0,0,0,97,72,164,16,11,30,4,6,11,156,128,281,87,61,148,408,337,747
Kalamunda (S),54200,15713,16006,31723,1627,1704,3329,121,125,246,124,133,261,150,164,316,36,34,75,5900,6156,12058,21,19,34,33,31,69,14,15,31,3,3,4,6405,6689,13094,1065,1240,2304,123,110,231,9219,9742,18959,1713,1528,3243,26644,27283,53926
East Fremantle (T),53150,1799,1988,3790,171,150,321,36,37,74,37,52,84,27,21,46,3,4,7,826,904,1730,5,10,12,10,10,15,0,5,3,0,0,0,948,1042,1985,188,215,405,22,22,37,1319,1427,2750,243,256,495,3363,3672,7032
East Pilbara (S),53220,2016,1063,3081,415,361,775,146,76,216,101,64,166,234,114,350,44,18,68,1839,795,2632,27,12,35,47,15,58,4,0,4,0,0,0,2434,1097,3530,291,195,489,62,36,94,3203,1690,4890,1519,503,2018,6732,3251,9988
Esperance (S),53290,3466,3401,6867,1087,1115,2203,42,34,74,45,52,96,30,37,73,38,33,73,909,960,1875,13,14,27,24,19,46,0,3,4,3,3,3,1109,1155,2267,119,148,263,32,42,74,2351,2452,4801,872,788,1659,6684,6640,13327
Exmouth (S),53360,574,477,1046,203,180,383,20,22,38,19,20,45,26,24,54,15,10,22,264,261,531,5,0,3,19,22,38,0,0,0,0,0,3,369,365,728,44,47,98,6,7,13,619,599,1222,140,119,257,1331,1200,2524
Fremantle (C),53430,6362,6907,13266,702,725,1425,153,185,338,133,176,309,127,125,254,38,33,75,3260,3541,6804,17,34,55,22,27,50,25,21,45,4,3,4,3783,4156,7936,975,1007,1985,118,106,222,5578,5991,11566,1287,1262,2555,13226,14165,27389
Gingin (S),53570,1451,1295,2746,174,186,360,11,5,14,6,10,13,10,4,18,3,0,3,504,495,1002,0,0,0,8,13,21,0,0,0,0,0,0,540,530,1073,110,139,250,13,3,19,843,857,1700,276,246,520,2567,2399,4967
Gnowangerup (S),53640,334,301,634,65,49,113,0,3,4,5,0,3,4,0,6,3,3,5,92,81,176,0,0,0,0,0,0,0,0,0,0,0,0,101,91,198,31,24,60,0,0,3,200,172,370,79,42,122,613,516,1127
Kalgoorlie/Boulder (C),54280,6172,5601,11771,1376,1320,2691,212,171,383,223,196,423,259,249,507,162,120,281,3010,2877,5894,122,111,240,45,45,88,11,7,20,3,3,8,4046,3790,7840,965,976,1937,113,93,206,6495,6177,12673,1685,1357,3045,14354,13142,27493
Karratha (C),54310,2681,2003,4686,1960,1676,3630,261,183,442,199,158,354,427,368,795,111,93,199,2504,2227,4728,62,45,109,118,92,209,10,3,13,3,3,4,3684,3163,6848,673,612,1282,83,82,163,6398,5531,11927,1828,998,2821,10900,8535,19441
Goomalling (S),53710,308,299,606,36,52,84,0,0,0,0,0,0,3,0,3,0,0,0,66,73,140,0,0,0,0,0,0,0,0,0,0,0,0,73,79,150,0,3,6,3,0,3,108,127,237,62,51,115,487,477,960
Gosnells (C),53780,29416,29124,58541,2580,2586,5162,371,313,681,366,331,699,310,292,595,224,185,411,12194,11924,24124,60,51,108,77,72,143,29,30,55,27,17,39,13654,13202,26857,5415,5615,11029,349,269,616,21989,21668,43663,4172,2993,7164,55573,53791,109366
Greater Geraldton (C),53800,9137,9122,18259,1679,1812,3494,108,122,228,77,92,172,113,114,226,48,56,104,3933,4368,8299,15,18,34,53,49,101,10,17,25,4,0,3,4361,4828,9185,543,620,1167,125,112,232,6709,7371,14087,2030,1687,3714,17879,18181,36060
Halls Creek (S),53920,798,876,1673,111,114,225,15,12,24,19,13,35,19,16,35,6,10,11,102,117,218,5,10,15,15,18,37,0,0,0,0,0,0,181,191,372,39,42,84,147,123,270,483,467,954,166,167,336,1452,1511,2963
Harvey (S),53990,6262,6219,12484,1423,1433,2861,67,71,140,72,83,159,96,109,204,41,35,74,2721,2818,5540,25,29,48,51,49,98,3,0,3,0,0,0,3072,3191,6267,443,488,933,88,67,150,5025,5182,10212,1038,1007,2043,12333,12411,24738
Irwin (S),54060,1007,938,1943,237,244,479,10,5,19,0,13,14,14,15,27,0,0,0,288,311,594,5,3,7,3,0,4,0,0,0,0,0,0,323,345,663,18,26,40,8,3,16,582,619,1203,143,127,271,1726,1680,3414
Jerramungup (S),54130,314,246,561,65,42,105,0,5,4,3,6,6,3,0,0,7,3,6,86,79,158,0,0,0,0,0,3,0,0,0,0,0,0,97,92,190,13,16,29,0,0,0,176,150,321,80,68,142,568,463,1032
Joondalup (C),54170,43659,44907,88563,2830,2874,5698,446,452,898,430,446,876,448,435,879,126,114,238,15269,15719,30992,60,74,135,72,75,148,51,53,109,4,8,17,16911,17372,34281,4988,5107,10099,350,361,715,25079,25713,50791,3307,3021,6332,72044,73641,145682
Katanning (S),54340,1051,1053,2101,276,238,520,10,0,15,5,13,19,10,12,19,6,7,7,236,237,464,5,3,9,0,0,0,0,0,0,0,0,0,270,266,536,97,73,173,14,12,23,659,590,1246,281,272,550,1988,1915,3899
Kellerberrin (S),54410,352,358,707,67,71,138,0,3,3,3,3,5,3,3,3,0,0,0,72,73,141,0,0,0,0,0,0,0,0,0,0,0,0,79,77,155,7,9,16,3,0,3,158,155,319,74,65,143,587,581,1164
Kwinana (C),54830,7397,7286,14681,771,854,1620,169,127,293,130,114,241,163,170,330,68,67,136,5526,5612,11141,34,26,62,49,30,80,21,18,33,3,4,8,6147,6174,12321,1314,1559,2880,154,104,256,8385,8689,17078,2424,1338,3764,18211,17311,35530
Lake Grace (S),54900,382,328,713,55,49,103,4,3,10,0,0,0,4,8,11,3,0,3,75,82,165,0,0,3,0,0,0,3,4,10,0,0,0,91,105,196,15,22,35,0,3,3,167,173,337,53,64,118,607,560,1170
Kent (S),54480,182,135,318,22,23,46,0,5,6,3,3,4,0,0,0,0,4,3,31,21,51,0,0,0,0,0,0,0,0,0,0,0,0,36,31,66,3,5,5,0,0,0,66,63,126,42,24,65,287,219,502
Kojonup (S),54550,596,583,1184,102,100,207,0,3,3,0,3,3,3,4,8,0,0,0,92,96,193,0,0,0,0,0,0,0,0,0,0,0,0,104,107,210,22,21,42,3,3,7,222,228,459,96,101,194,918,915,1829
Merredin (S),55460,881,811,1696,188,180,367,10,8,16,5,7,19,17,7,21,3,3,10,250,250,501,6,3,10,0,4,7,0,0,0,0,0,0,293,292,581,145,58,201,12,14,19,635,534,1172,151,121,277,1668,1472,3143
Kondinin (S),54620,241,214,456,57,54,115,0,0,0,5,0,5,3,0,3,3,0,3,81,46,123,4,0,4,0,0,0,0,0,0,0,0,0,94,42,138,8,15,22,4,0,3,164,121,282,41,32,74,442,362,807
Koorda (S),54690,134,116,258,13,20,32,0,3,3,0,0,0,0,0,0,0,0,0,35,31,67,0,0,0,0,0,0,0,0,0,0,0,0,35,39,73,0,0,0,0,0,0,50,52,104,16,11,27,207,183,386
Kulin (S),54760,252,234,483,38,33,69,3,4,9,0,0,0,0,0,3,0,0,0,39,33,75,0,0,0,0,0,0,0,0,0,0,0,0,45,46,93,3,3,8,0,0,3,92,80,173,32,26,57,370,336,708
Laverton (S),54970,238,133,374,34,40,73,13,7,18,14,3,24,25,13,34,6,3,13,214,72,284,10,0,11,3,0,3,0,0,0,0,0,0,284,97,381,42,16,59,4,5,13,363,160,524,162,45,208,767,340,1105
Leonora (S),55040,221,125,346,58,69,128,27,11,36,16,5,18,21,8,27,14,0,14,220,122,346,3,0,3,5,3,6,0,0,0,0,0,0,294,150,443,21,31,48,7,0,8,378,251,633,228,101,325,833,479,1308
Mandurah (C),55110,16494,17204,33699,2880,3169,6048,349,340,688,300,339,637,436,458,896,139,144,283,10758,11974,22736,99,116,218,151,140,289,22,19,44,7,0,10,12258,13533,25786,2010,2274,4284,276,287,563,17421,19262,36678,2905,2860,5766,36818,39322,76146
Manjimup (S),55180,2763,2578,5340,460,536,997,9,14,23,15,16,29,12,12,29,18,3,20,616,671,1281,3,6,12,7,3,10,0,0,0,0,0,0,675,720,1394,81,77,152,11,12,22,1231,1342,2574,418,427,849,4418,4349,8760
Meekatharra (S),55250,206,156,359,36,40,73,10,3,9,10,4,10,16,0,15,10,8,11,147,64,207,3,0,3,3,5,10,4,0,4,0,0,0,189,85,276,14,19,33,7,7,13,248,152,397,142,99,237,587,404,995
Melville (C),55320,25207,27655,52865,2239,2366,4612,329,357,681,360,378,736,318,340,659,100,111,206,10239,10950,21188,32,34,64,69,79,141,36,47,77,8,6,14,11484,12295,23775,3225,3401,6626,181,178,362,17128,18240,35370,2405,2522,4929,44747,48423,93165
Mukinbudin (S),55950,169,146,314,21,16,37,0,0,0,0,0,4,0,3,3,0,0,0,48,45,88,0,0,0,0,0,0,0,0,0,0,0,0,49,48,94,4,5,16,0,0,0,72,71,149,21,22,43,272,240,507
Menzies (S),55390,137,101,232,7,4,9,4,3,9,5,0,4,10,0,9,6,0,3,76,26,95,0,0,0,0,0,4,0,0,0,0,0,0,91,38,128,13,7,18,4,3,7,118,52,170,47,14,64,298,168,463
Mingenew (S),55530,145,98,244,30,29,54,0,3,0,0,0,0,4,0,4,0,0,0,30,26,56,0,0,0,0,0,0,0,0,0,0,0,0,32,29,61,3,3,6,0,0,3,70,57,128,23,23,52,239,185,423
Mundaring (S),56090,10481,10618,21099,904,937,1840,63,72,136,67,78,143,78,81,155,30,40,66,3790,3912,7705,17,16,33,31,37,61,7,11,17,0,0,0,4083,4238,8319,403,457,864,94,90,184,5489,5723,11212,2941,1008,3951,18914,17346,36260
Morawa (S),55670,176,157,330,53,42,95,0,0,0,0,0,0,4,3,6,0,0,0,92,78,173,0,0,0,0,0,0,3,0,0,0,0,0,96,91,188,10,6,16,10,0,10,163,134,306,33,35,64,372,327,696
Moora (S),55600,708,621,1326,113,142,257,9,3,7,3,6,7,9,3,8,0,0,3,168,169,339,0,0,0,4,3,8,0,0,0,0,0,0,190,190,378,25,29,52,9,6,19,335,362,704,120,121,241,1170,1102,2275
Ngaanyatjarraku (S),56620,426,469,898,69,56,122,3,9,8,8,6,9,0,12,11,14,18,25,36,37,73,0,0,0,15,14,30,0,0,0,0,0,0,76,91,165,3,5,13,111,105,216,254,253,512,29,35,66,713,759,1474
Nungarin (S),56860,70,62,131,9,8,15,0,0,0,0,0,0,0,0,0,0,0,0,28,30,58,0,0,0,0,0,0,0,0,0,0,0,0,29,30,59,0,3,3,3,0,8,42,37,76,19,11,27,124,111,238
Peppermint Grove (S),56930,374,440,810,45,65,116,7,10,18,8,9,18,0,0,3,0,0,0,129,249,377,0,0,0,0,0,0,0,0,0,0,0,0,146,269,419,44,85,130,0,0,0,247,425,665,50,62,109,668,921,1589
Mosman Park (T),55740,1818,2090,3914,321,362,678,56,72,125,45,46,87,22,32,52,15,9,27,783,1018,1799,3,3,7,3,9,12,6,4,11,0,0,0,928,1186,2116,412,479,888,25,25,51,1682,2053,3736,348,364,714,3853,4504,8358
Mount Magnet (S),55810,111,71,182,24,32,56,3,3,5,0,0,3,0,0,0,0,0,0,40,32,70,0,0,0,0,0,0,0,0,0,0,0,0,46,39,86,9,7,21,0,0,5,80,77,159,65,52,116,251,201,457
Mount Marshall (S),55880,163,136,302,16,18,34,0,4,4,0,0,0,0,0,0,0,0,0,39,37,73,0,0,0,0,0,6,0,0,0,0,0,0,47,45,87,7,4,14,3,4,3,68,68,134,24,17,42,262,220,481
Murchison (S),56160,32,31,60,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,16,15,28,0,0,0,0,0,0,0,0,0,0,0,0,16,12,27,0,3,3,0,0,0,23,21,41,30,15,44,82,64,145
Murray (S),56230,4035,3844,7883,572,638,1209,53,55,108,48,42,92,61,79,145,11,10,20,2093,2332,4426,8,13,17,17,24,47,4,5,12,0,0,0,2298,2572,4866,119,159,281,61,46,106,3048,3412,6462,773,653,1432,7859,7914,15771
Nannup (S),56300,386,344,737,36,50,83,3,3,9,0,0,0,3,0,5,0,3,3,149,137,288,3,0,3,0,0,0,0,0,0,0,0,0,156,147,306,4,13,19,4,0,4,202,208,415,65,54,121,657,610,1267
Quairading (S),57350,268,268,534,41,47,84,0,0,0,0,0,8,3,3,4,0,0,0,83,92,175,0,0,0,0,0,0,0,0,0,0,0,0,92,101,189,8,4,14,3,0,3,142,152,289,69,65,132,476,486,959
Ravensthorpe (S),57420,422,348,767,91,80,169,8,14,19,3,5,7,9,6,21,11,3,10,185,158,342,3,0,3,0,0,0,0,0,0,0,0,0,216,182,398,33,30,63,3,3,6,347,290,642,127,98,219,895,736,1634
Rockingham (C),57490,25609,25980,51584,4477,4713,9184,810,732,1539,650,599,1247,798,741,1538,213,238,446,15188,16288,31480,168,175,347,209,206,418,68,52,116,8,7,18,18122,19029,37157,3649,3998,7649,386,313,691,26633,28053,54682,5015,4419,9429,57250,58448,115696
Southern Midlands (M),65010,2052,1851,3907,189,199,396,15,35,53,19,25,47,33,31,68,6,3,10,20,15,40,355,358,713,3,0,8,0,0,0,0,0,0,449,475,927,8,9,19,4,0,3,651,688,1339,253,240,496,2959,2775,5738
Narembeen (S),56370,235,207,441,49,53,103,0,3,7,0,0,0,0,0,0,0,4,3,44,50,94,0,0,0,0,0,0,0,0,0,0,0,0,46,58,101,11,18,32,3,5,6,114,135,243,31,34,66,375,373,750
Tasman (M),65210,736,657,1392,85,82,167,18,16,34,13,15,32,20,16,41,3,3,3,10,8,19,125,134,258,0,0,0,0,3,3,0,0,0,198,197,392,17,21,38,3,5,12,296,311,604,148,148,290,1176,1109,2291
Waratah/Wynyard (M),65410,3859,3930,7786,605,659,1259,62,67,128,65,69,140,121,130,255,28,32,59,61,63,116,943,999,1941,10,9,20,8,9,15,0,0,0,1291,1382,2676,37,44,85,31,24,56,1969,2104,4076,506,488,992,6332,6525,12849
West Coast (M),65610,1193,1034,2227,231,250,482,50,41,90,44,36,77,81,71,159,26,23,43,47,36,86,120,144,257,6,13,15,0,0,0,0,0,3,370,359,734,21,27,49,14,15,28,640,658,1296,189,177,366,2025,1873,3892
West Tamar (M),65810,6236,6423,12659,615,703,1315,184,175,360,186,198,379,179,198,378,47,53,97,131,136,269,1983,2167,4145,26,32,58,10,5,16,0,0,3,2747,2964,5712,129,151,273,49,55,97,3539,3868,7410,705,748,1456,10486,11037,21525
Narrogin (S),56460,1252,1291,2541,278,274,549,3,7,11,13,7,21,9,16,26,0,5,9,413,456,864,7,0,6,9,11,23,0,0,3,0,0,0,454,512,966,52,73,123,14,19,32,791,875,1662,310,310,628,2357,2481,4830
Nedlands (C),56580,5160,5617,10777,783,728,1510,156,144,301,125,118,243,120,111,234,59,63,118,2128,2097,4231,3,4,10,19,15,30,18,12,30,0,0,0,2635,2561,5198,795,753,1548,57,49,103,4261,4099,8362,487,489,978,9912,10208,20116
Roper Gulf (R),73600,2251,2228,4478,80,80,161,37,20,57,29,39,75,69,40,111,21,20,37,25,15,32,4,4,12,152,132,292,0,3,3,0,0,0,331,277,613,31,32,65,53,50,102,499,452,947,242,175,415,2990,2856,5844
Tiwi Islands (R),74050,949,959,1905,43,34,81,6,13,21,10,15,26,12,19,28,5,4,8,4,6,10,0,0,0,43,41,84,0,0,0,0,0,0,90,91,179,15,14,26,12,6,14,154,151,304,47,35,87,1151,1140,2295
Victoria Daly (R),74550,773,768,1541,51,34,84,28,23,52,13,18,29,61,47,102,8,11,23,43,33,78,0,0,0,87,75,159,0,0,3,0,0,0,245,205,453,7,15,21,10,12,23,313,271,581,214,183,394,1291,1227,2517
Northam (S),56730,2694,2728,5426,571,614,1180,20,23,42,24,27,53,23,42,62,22,19,39,860,914,1781,8,8,14,12,8,19,0,3,5,0,0,0,963,1047,2015,106,138,244,40,23,69,1681,1823,3505,993,521,1521,5374,5078,10451
Northampton (S),56790,969,870,1838,135,139,277,7,9,17,5,6,16,14,16,33,6,11,16,280,281,557,3,0,5,3,5,11,0,0,0,0,0,0,326,326,649,10,24,30,7,4,11,482,486,968,202,160,359,1652,1517,3168
Sandstone (S),57630,32,18,44,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,11,4,13,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,0,0,0,0,0,0,14,8,22,8,4,15,55,34,89
Serpentine-Jarrahdale (S),57700,5430,5227,10658,639,689,1328,56,43,103,67,58,121,59,58,120,28,27,53,4401,4589,8989,15,20,28,16,26,43,4,6,15,0,0,0,4650,4825,9469,450,554,1007,94,82,171,5829,6155,11982,1143,725,1862,12403,12105,24509
Shark Bay (S),57770,208,155,362,48,39,91,10,10,14,3,3,3,11,9,22,4,3,7,106,102,208,0,4,7,0,6,8,0,0,4,0,6,3,136,136,269,22,24,47,3,0,4,210,204,418,57,45,95,474,403,873
South Perth (C),57840,8603,9509,18113,1103,1171,2270,206,191,398,218,208,426,144,163,310,66,71,135,5230,5254,10480,34,23,58,33,45,82,16,19,35,4,0,9,5957,5971,11932,2261,2225,4487,153,133,287,9479,9502,18978,1429,1495,2929,19505,20507,40017
Stirling (C),57910,46516,50229,96746,4778,4888,9669,826,852,1677,810,817,1624,663,633,1298,272,258,528,24194,25319,49518,121,132,250,154,125,278,102,108,212,3,3,6,27145,28245,55386,9944,10207,20152,648,561,1216,42520,43899,86421,6826,7185,14010,95864,101317,197179
Subiaco (C),57980,3385,3695,7088,625,648,1272,158,155,317,155,185,339,93,94,192,32,48,78,2102,2210,4314,12,15,26,12,11,30,20,12,28,0,0,0,2591,2734,5320,1607,1576,3187,59,61,122,4888,5009,9900,640,731,1368,8911,9433,18347
Swan (C),58050,30368,30478,60853,3531,3780,7309,420,399,820,368,352,717,460,481,937,176,161,335,17371,17702,35075,68,74,148,129,113,241,46,46,95,3,3,8,19051,19330,38380,3508,3929,7436,398,346,751,26492,27388,53878,4432,4643,9070,61293,62506,123795
Tammin (S),58190,109,94,205,15,12,25,0,0,0,0,0,3,0,4,4,0,0,0,42,37,74,0,0,0,0,0,0,0,0,0,0,0,0,39,43,84,3,3,4,3,3,3,63,56,119,28,26,52,202,174,376
Three Springs (S),58260,155,137,289,44,41,84,0,0,0,0,0,0,5,3,8,0,0,0,42,51,92,0,0,0,0,0,0,0,0,0,0,0,0,46,57,98,10,14,19,0,3,4,101,110,212,20,23,44,275,271,545
West Arnhem (R),74660,2040,1982,4025,93,69,160,24,29,53,37,36,73,66,47,113,14,11,23,17,15,33,5,4,9,168,154,325,4,0,6,0,0,0,328,307,634,36,50,83,41,61,98,489,480,976,313,258,564,2841,2720,5567
West Daly (R),74680,1107,1178,2288,29,30,59,8,10,17,15,17,33,13,13,28,0,3,4,5,0,8,3,3,5,56,34,91,0,0,0,0,0,0,92,88,181,14,7,27,27,31,59,161,156,318,95,103,201,1366,1440,2804
Unincorporated NT,79399,1074,796,1873,311,292,610,167,141,310,127,131,258,371,310,687,75,66,141,109,98,211,20,24,46,327,314,640,12,4,10,3,0,4,1219,1088,2310,199,211,413,24,30,53,1753,1628,3384,710,452,1168,3545,2878,6419
No usual address (NT),79499,231,159,395,48,34,79,98,92,188,78,91,176,126,124,242,48,31,82,60,69,135,5,8,16,121,106,223,0,11,13,0,0,0,541,528,1074,71,95,166,9,3,13,666,657,1326,389,307,691,1286,1118,2406
Perenjori (S),57000,193,127,318,15,10,28,4,0,4,5,0,9,3,0,5,3,6,6,82,32,113,0,0,0,0,0,0,0,0,0,0,0,0,96,37,136,18,6,26,3,0,3,129,57,185,59,19,78,379,206,582
Perth (C),57080,2039,1759,3798,603,496,1101,240,197,434,191,196,385,226,176,398,73,56,130,2601,2259,4859,22,22,47,25,22,45,31,26,62,3,8,7,3417,2959,6373,3056,3066,6121,99,70,168,7173,6592,13766,1923,1636,3565,11139,9983,21128
Pingelly (S),57140,316,316,635,56,60,116,0,0,0,0,0,3,0,0,0,0,0,0,94,84,183,0,0,0,0,0,0,0,0,0,0,0,0,99,83,185,0,3,3,8,3,6,164,149,306,74,70,149,551,539,1090
Plantagenet (S),57210,1316,1324,2638,255,251,511,8,6,10,12,6,22,9,11,27,9,12,20,474,453,926,0,0,0,6,8,13,0,0,0,0,0,0,520,495,1016,56,33,93,15,15,34,845,801,1650,321,215,538,2484,2339,4829
