yr,num_bsns_num_non_emply_bsns_num,num_bsns_1_4_emplys_num,num_bsns_5_19_emplys_num,num_bsns_20_pls_emplys_num,num_bsns_tot_num_bsns_num,bsns_entries_num_non_emply_bsns_entries_num,bsns_entries_1_4_emplys_num,bsns_entries_5_19_emplys_num,bsns_entries_20_pls_emplys_num,bsns_entries_tot_num_bsns_entries_num,bsns_exits_num_non_emply_bsns_exits_num,bsns_exits_1_4_emplys_num,bsns_exits_5_19_emplys_num,bsns_exits_20_pls_emplys_num,bsns_exits_tot_num_bsns_exits_num,num_bsns_by_industry_agri_frsty_fish_num,num_bsns_by_industry_mining_num,num_bsns_by_industry_manu_num,num_bsns_by_industry_elec_gas_water_wst_num,num_bsns_by_industry_cons_num,num_bsns_by_industry_whsl_trade_num,num_bsns_by_industry_rtl_trade_num,num_bsns_by_industry_accom_food_num,num_bsns_by_industry_trns_pstl_whse_num,num_bsns_by_industry_info_med_coms_num,num_bsns_by_industry_fin_insur_num,num_bsns_by_industry_rent_hiring_rlst_num,num_bsns_by_industry_pro_sci_tech_num,num_bsns_by_industry_admt_supp_num,num_bsns_by_industry_pub_admt_safety_num,num_bsns_by_industry_edu_training_num,num_bsns_by_industry_hlth_care_soc_asst_num,num_bsns_by_industry_arts_rec_num,num_bsns_by_industry_oth_num,num_bsns_by_industry_currly_unk_num,num_bsns_by_industry_tot_num,bld_approvals_priv_sector_houses_num,bld_approvals_priv_sector_dwl_excluding_houses_num,bld_approvals_tot_priv_sector_dwl_units_num,bld_approvals_tot_dwl_units_num,bld_approvals_value_priv_sector_houses_audm,bld_approvals_value_priv_sector_dwl_excluding_houses_audm,bld_approvals_value_tot_priv_sectors_dwl_units_audm,bld_approvals_value_tot_resial_bld_audm,bld_approvals_value_tot_non_resial_bld_audm,bld_approvals_value_tot_bld_audm,resial_property_prices_houses_num_trfs_num,resial_property_prices_houses_med_sale_price_aud,resial_property_prices_attached_dwl_num_trfs_num,resial_property_prices_attached_dwl_med_sale_price_aud,avg_hsld_net_worth_avg_hsld_net_worth_aud,patents_trademarks_patent_applicants_num,patents_trademarks_trademark_applicants_num,p_inslv_tot_debt_ent_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_non_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_p_inslv_num,slct_caus_p_inslv_bsns_rel_inslv_caus_economic_cond_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_exc_use_credit_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_unemp_loss_inc_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_managers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_pros_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_tech_trades_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_cmty_p_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_clrc_admt_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_sales_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_mach_ops_drivers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_labourers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_debt_oth_unk_occ_num,regd_mtr_vhcls_num_by_type_vehicle_pax_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_campervans_num,regd_mtr_vhcls_num_by_type_vehicle_light_comc_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_light_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_heavy_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_articulated_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_nfc_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_buses_num,regd_mtr_vhcls_num_by_type_vehicle_motorcycles_num,regd_mtr_vhcls_num_by_type_fuel_petrol_num,regd_mtr_vhcls_num_by_type_fuel_diesel_num,regd_mtr_vhcls_num_by_type_fuel_lpg_dual_oth_num,regd_mtr_vhcls_num_by_type_fuel_electric_num,regd_mtr_vhcls_yr_manu_less_5_yrs_num,regd_mtr_vhcls_yr_manu_5_10_yrs_num,regd_mtr_vhcls_yr_manu_ov_10_yrs_num,regd_mtr_vhcls_yr_manu_tot_regd_mtr_vhcls_num,tourist_accom_est_est_15_pls_rooms_num,empy_by_industry_agri_frsty_fish_pr100,empy_by_industry_mining_pr100,empy_by_industry_manu_pr100,empy_by_industry_elec_gas_water_wst_pr100,empy_by_industry_cons_pr100,empy_by_industry_whsl_trade_pr100,empy_by_industry_rtl_trade_pr100,empy_by_industry_accom_food_pr100,empy_by_industry_trns_pstl_whse_pr100,empy_by_industry_info_med_coms_pr100,empy_by_industry_fin_insur_pr100,empy_by_industry_rent_hiring_rlst_pr100,empy_by_industry_pro_sci_tech_pr100,empy_by_industry_admt_supp_pr100,empy_by_industry_pub_admt_safety_pr100,empy_by_industry_edu_training_pr100,empy_by_industry_hlth_care_soc_asst_pr100,empy_by_industry_arts_rec_pr100,empy_by_industry_oth_pr100,empy_by_industry_tot_empy_num,gcc_code16,gcc_name16,ogc_fid
2014,13077.0,5666.0,2740.0,541.0,22023.0,,,,,,,,,,,5049.0,78.0,967.0,65.0,3194.0,564.0,1686.0,1120.0,1187.0,99.0,1275.0,2155.0,1545.0,514.0,53.0,157.0,952.0,205.0,995.0,170.0,22023.0,1059.0,237.0,1296.0,1337.0,295.0,34.0,328.0,349.0,175.0,524.0,4954.0,247500.0,782.0,220000.0,559216.0,27.0,233.0,74.0,400.0,474.0,32.0,97.0,175.0,30.0,35.0,73.0,42.0,44.0,52.0,40.0,67.0,90.0,171940.0,2946.0,60656.0,1783.0,5742.0,1315.0,172.0,1483.0,11475.0,198115.0,57157.0,2122.0,34.0,41082.0,61182.0,155370.0,257634.0,101.0,,,,,,,,,,,,,,,,,,,,,6RTAS,Rest of Tas.,92
2015,12975.0,5704.0,2630.0,552.0,21854.0,1362.0,621.0,102.0,13.0,2098.0,1716.0,424.0,160.0,17.0,2317.0,4935.0,88.0,975.0,53.0,3164.0,558.0,1614.0,1134.0,1174.0,96.0,1316.0,2144.0,1543.0,513.0,57.0,155.0,982.0,210.0,1003.0,152.0,21854.0,1351.0,249.0,1600.0,1605.0,369.0,41.0,409.0,426.0,238.0,664.0,4798.0,259000.0,740.0,225000.0,,28.0,205.0,78.0,390.0,468.0,31.0,115.0,162.0,36.0,23.0,67.0,51.0,47.0,42.0,45.0,78.0,79.0,174133.0,2970.0,62289.0,1866.0,5825.0,1361.0,189.0,1511.0,11729.0,198210.0,61615.0,1907.0,46.0,40641.0,60919.0,160338.0,261898.0,103.0,,,,,,,,,,,,,,,,,,,,,6RTAS,Rest of Tas.,93
2016,13062.0,5744.0,2600.0,560.0,21963.0,1487.0,630.0,107.0,9.0,2229.0,1617.0,460.0,135.0,15.0,2223.0,4895.0,79.0,969.0,49.0,3187.0,556.0,1571.0,1166.0,1169.0,95.0,1356.0,2164.0,1557.0,525.0,53.0,159.0,1001.0,225.0,1000.0,157.0,21963.0,1232.0,193.0,1425.0,1429.0,361.0,33.0,394.0,414.0,221.0,635.0,5292.0,260000.0,792.0,218250.0,498268.0,,,76.0,385.0,461.0,29.0,93.0,163.0,36.0,27.0,65.0,46.0,41.0,43.0,50.0,70.0,82.0,175868.0,2915.0,63748.0,1950.0,5870.0,1437.0,179.0,1587.0,11944.0,197328.0,66298.0,1763.0,57.0,44023.0,58821.0,162692.0,265536.0,101.0,8.1,1.6,8.2,1.3,7.7,2.6,11.0,7.5,4.8,0.9,1.7,1.2,3.7,3.0,5.4,8.6,13.6,1.5,3.8,117405.0,6RTAS,Rest of Tas.,94
2017,13263.0,5725.0,2612.0,599.0,22198.0,1588.0,614.0,93.0,11.0,2305.0,1565.0,411.0,131.0,11.0,2119.0,4859.0,84.0,964.0,57.0,3178.0,546.0,1569.0,1189.0,1171.0,110.0,1403.0,2213.0,1605.0,549.0,53.0,176.0,1053.0,219.0,1042.0,169.0,22198.0,1031.0,157.0,1188.0,1204.0,313.0,28.0,341.0,359.0,248.0,607.0,,,,,,,,62.0,385.0,447.0,21.0,128.0,132.0,34.0,27.0,48.0,59.0,41.0,37.0,49.0,86.0,66.0,179869.0,2981.0,65654.0,2052.0,5955.0,1518.0,167.0,1591.0,12418.0,199778.0,73676.0,2062.0,129.0,45081.0,58275.0,168892.0,272248.0,,,,,,,,,,,,,,,,,,,,,,6RTAS,Rest of Tas.,95
2018,13465.0,5819.0,2541.0,580.0,22402.0,1593.0,603.0,116.0,18.0,2324.0,1651.0,452.0,121.0,15.0,2240.0,4832.0,87.0,988.0,58.0,3297.0,540.0,1532.0,1216.0,1176.0,111.0,1439.0,2213.0,1622.0,560.0,62.0,166.0,1074.0,232.0,1008.0,176.0,22402.0,1290.0,89.0,1379.0,1419.0,379.0,18.0,397.0,419.0,248.0,667.0,,,,,,,,66.0,444.0,505.0,20.0,138.0,168.0,28.0,26.0,65.0,52.0,39.0,50.0,48.0,107.0,85.0,182903.0,3075.0,67793.0,2193.0,6084.0,1617.0,202.0,1641.0,12694.0,200483.0,79094.0,1803.0,116.0,45285.0,59146.0,173513.0,277912.0,,,,,,,,,,,,,,,,,,,,,,6RTAS,Rest of Tas.,96
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,2.2,4.2,1.5,9.1,2.7,8.5,6.0,5.5,1.2,1.7,1.7,5.6,3.2,21.6,7.8,9.3,2.0,3.7,63045.0,7GDAR,Greater Darwin,97
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,7GDAR,Greater Darwin,98
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.0,1257.0,1883.0,1973.0,252.0,512.0,764.0,807.0,,,,,,,,17.0,102.0,29.0,102.0,131.0,10.0,34.0,34.0,14.0,21.0,25.0,11.0,16.0,11.0,9.0,11.0,10.0,66148.0,163.0,27052.0,439.0,2648.0,779.0,231.0,1905.0,4590.0,72801.0,30290.0,859.0,6.0,32192.0,32676.0,39065.0,103933.0,38.0,,,,,,,,,,,,,,,,,,,,,7GDAR,Greater Darwin,99
2014,6286.0,2483.0,1195.0,419.0,10387.0,,,,,,,,,,,499.0,65.0,380.0,24.0,2451.0,249.0,564.0,441.0,658.0,60.0,654.0,1365.0,1049.0,408.0,52.0,130.0,514.0,126.0,569.0,133.0,10387.0,682.0,1093.0,1775.0,1878.0,295.0,251.0,546.0,600.0,584.0,1184.0,1554.0,595000.0,1448.0,476000.0,701989.0,8.0,104.0,20.0,86.0,106.0,10.0,31.0,20.0,12.0,15.0,18.0,12.0,18.0,6.0,9.0,8.0,4.0,67266.0,136.0,28654.0,442.0,2763.0,772.0,222.0,2030.0,4927.0,73431.0,32955.0,782.0,3.0,34022.0,33005.0,40104.0,107131.0,37.0,,,,,,,,,,,,,,,,,,,,,7GDAR,Greater Darwin,100
2015,6263.0,2475.0,1253.0,429.0,10423.0,1046.0,378.0,61.0,15.0,1498.0,1092.0,273.0,65.0,8.0,1436.0,466.0,65.0,369.0,21.0,2438.0,239.0,544.0,467.0,674.0,68.0,686.0,1446.0,1033.0,415.0,42.0,122.0,533.0,131.0,564.0,100.0,10423.0,685.0,815.0,1500.0,1660.0,292.0,218.0,510.0,592.0,722.0,1314.0,1321.0,575000.0,1329.0,450000.0,,19.0,202.0,19.0,128.0,147.0,6.0,47.0,46.0,22.0,15.0,25.0,16.0,18.0,12.0,14.0,16.0,9.0,68584.0,142.0,29559.0,457.0,2837.0,776.0,241.0,1997.0,5177.0,73875.0,35171.0,656.0,25.0,34517.0,33579.0,41668.0,109764.0,44.0,,,,,,,,,,,,,,,,,,,,,7GDAR,Greater Darwin,101
2016,6185.0,2576.0,1251.0,436.0,10441.0,1035.0,401.0,54.0,16.0,1509.0,1109.0,232.0,69.0,17.0,1427.0,445.0,59.0,374.0,20.0,2415.0,235.0,522.0,481.0,667.0,56.0,700.0,1448.0,1040.0,443.0,53.0,134.0,550.0,127.0,574.0,96.0,10441.0,659.0,710.0,1369.0,1426.0,278.0,176.0,454.0,493.0,520.0,1012.0,927.0,575000.0,899.0,460000.0,773268.0,,,30.0,161.0,191.0,9.0,68.0,44.0,14.0,15.0,40.0,38.0,33.0,13.0,10.0,14.0,11.0,70350.0,143.0,30402.0,446.0,2919.0,769.0,247.0,2000.0,5052.0,74273.0,37419.0,592.0,29.0,35149.0,33584.0,43597.0,112330.0,48.0,1.1,2.1,2.8,1.8,12.0,2.0,7.4,6.6,4.8,1.1,1.3,1.7,6.5,3.0,18.6,8.0,9.4,2.0,3.3,71357.0,7GDAR,Greater Darwin,102
2017,6300.0,2584.0,1270.0,407.0,10563.0,1058.0,432.0,59.0,8.0,1548.0,1043.0,276.0,69.0,17.0,1401.0,426.0,54.0,372.0,23.0,2362.0,239.0,525.0,496.0,688.0,57.0,745.0,1457.0,1075.0,466.0,53.0,133.0,580.0,137.0,576.0,99.0,10563.0,495.0,120.0,615.0,668.0,203.0,29.0,231.0,267.0,,,,,,,,,,44.0,169.0,213.0,15.0,68.0,54.0,26.0,26.0,25.0,39.0,30.0,10.0,18.0,25.0,14.0,69903.0,138.0,30040.0,462.0,2792.0,671.0,223.0,1977.0,4776.0,72721.0,38957.0,613.0,21.0,33380.0,33270.0,44310.0,110960.0,,,,,,,,,,,,,,,,,,,,,,7GDAR,Greater Darwin,103
2018,6321.0,2578.0,1252.0,377.0,10530.0,1013.0,345.0,59.0,5.0,1423.0,1069.0,275.0,58.0,21.0,1421.0,422.0,57.0,376.0,28.0,2267.0,233.0,542.0,485.0,722.0,57.0,747.0,1422.0,1088.0,477.0,57.0,133.0,598.0,133.0,596.0,92.0,10530.0,458.0,49.0,507.0,525.0,194.0,13.0,207.0,242.0,339.0,580.0,,,,,,,,38.0,205.0,249.0,11.0,70.0,55.0,30.0,20.0,49.0,28.0,40.0,21.0,22.0,11.0,14.0,74092.0,137.0,30733.0,520.0,2801.0,645.0,250.0,2065.0,4742.0,75243.0,41465.0,533.0,25.0,33237.0,34663.0,48205.0,116103.0,,,,,,,,,,,,,,,,,,,,,,7GDAR,Greater Darwin,104
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.7,3.6,1.0,6.5,1.1,7.4,6.5,3.3,0.7,0.6,1.0,3.7,2.8,19.9,11.0,11.4,2.8,6.7,34772.0,7RNTE,Rest of NT,105
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,7RNTE,Rest of NT,106
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,91.0,165.0,217.0,25.0,38.0,64.0,78.0,,,,,,,,10.0,30.0,10.0,65.0,75.0,3.0,25.0,24.0,11.0,8.0,9.0,12.0,15.0,4.0,4.0,8.0,4.0,24441.0,97.0,12678.0,165.0,1638.0,431.0,104.0,1844.0,2031.0,25543.0,17507.0,375.0,,10051.0,13018.0,20385.0,43454.0,54.0,,,,,,,,,,,,,,,,,,,,,7RNTE,Rest of NT,107
2014,2081.0,810.0,628.0,182.0,3697.0,,,,,,,,,,,434.0,20.0,94.0,14.0,659.0,84.0,344.0,249.0,244.0,26.0,181.0,463.0,229.0,148.0,17.0,48.0,148.0,53.0,199.0,50.0,3697.0,70.0,137.0,207.0,260.0,26.0,22.0,48.0,75.0,116.0,191.0,543.0,410000.0,189.0,336000.0,614515.0,3.0,21.0,10.0,61.0,71.0,6.0,13.0,29.0,7.0,4.0,10.0,14.0,10.0,5.0,6.0,8.0,5.0,24128.0,105.0,12998.0,170.0,1621.0,453.0,114.0,1700.0,1992.0,24907.0,18059.0,339.0,3.0,10325.0,12537.0,20441.0,43303.0,52.0,,,,,,,,,,,,,,,,,,,,,7RNTE,Rest of NT,108
2015,2004.0,846.0,603.0,178.0,3633.0,266.0,115.0,19.0,3.0,410.0,353.0,60.0,37.0,4.0,460.0,441.0,16.0,93.0,10.0,629.0,85.0,317.0,239.0,240.0,31.0,188.0,459.0,235.0,144.0,21.0,46.0,146.0,43.0,195.0,48.0,3633.0,76.0,69.0,145.0,154.0,27.0,14.0,41.0,54.0,162.0,216.0,437.0,429000.0,198.0,351000.0,,5.0,25.0,8.0,68.0,76.0,,26.0,30.0,6.0,11.0,11.0,15.0,4.0,6.0,9.0,11.0,,24153.0,97.0,13212.0,160.0,1647.0,440.0,118.0,1705.0,1964.0,24493.0,18687.0,332.0,3.0,10099.0,12347.0,21108.0,43554.0,53.0,,,,,,,,,,,,,,,,,,,,,7RNTE,Rest of NT,109
2016,2026.0,891.0,571.0,192.0,3675.0,305.0,147.0,21.0,5.0,481.0,309.0,68.0,29.0,4.0,407.0,458.0,20.0,92.0,12.0,626.0,82.0,305.0,253.0,245.0,27.0,189.0,453.0,243.0,150.0,15.0,48.0,148.0,50.0,215.0,49.0,3675.0,86.0,60.0,146.0,277.0,30.0,12.0,41.0,140.0,153.0,292.0,283.0,442500.0,185.0,320000.0,614935.0,,,9.0,56.0,65.0,3.0,21.0,19.0,7.0,16.0,7.0,13.0,12.0,4.0,3.0,,,24419.0,100.0,13398.0,162.0,1666.0,451.0,112.0,1741.0,1880.0,24191.0,19422.0,309.0,6.0,9998.0,12051.0,21845.0,43894.0,53.0,4.1,3.3,1.3,1.1,5.7,1.0,7.0,7.1,3.5,0.8,0.6,1.0,3.3,3.0,17.2,12.3,14.9,2.3,5.9,30752.0,7RNTE,Rest of NT,110
2017,2054.0,874.0,573.0,197.0,3694.0,279.0,114.0,18.0,3.0,413.0,317.0,63.0,29.0,5.0,416.0,456.0,19.0,95.0,9.0,619.0,87.0,313.0,248.0,256.0,26.0,189.0,450.0,242.0,166.0,20.0,51.0,155.0,51.0,214.0,48.0,3694.0,52.0,37.0,89.0,244.0,25.0,10.0,35.0,142.0,,,,,,,,,,14.0,83.0,97.0,3.0,36.0,22.0,8.0,10.0,12.0,19.0,18.0,10.0,9.0,4.0,7.0,23874.0,86.0,13246.0,168.0,1722.0,445.0,109.0,1614.0,1852.0,23362.0,20576.0,309.0,10.0,9359.0,12053.0,21741.0,43153.0,,,,,,,,,,,,,,,,,,,,,,7RNTE,Rest of NT,111
2018,2085.0,914.0,564.0,196.0,3759.0,348.0,126.0,21.0,9.0,502.0,336.0,72.0,22.0,7.0,435.0,458.0,23.0,91.0,9.0,632.0,86.0,319.0,244.0,263.0,26.0,175.0,468.0,249.0,169.0,19.0,50.0,153.0,56.0,217.0,50.0,3759.0,68.0,25.0,93.0,248.0,29.0,10.0,40.0,126.0,155.0,281.0,,,,,,,,13.0,99.0,111.0,4.0,31.0,29.0,7.0,21.0,13.0,19.0,21.0,6.0,5.0,13.0,7.0,25582.0,106.0,13582.0,200.0,1781.0,466.0,103.0,1684.0,1868.0,24155.0,22072.0,300.0,9.0,9520.0,12259.0,23468.0,45253.0,,,,,,,,,,,,,,,,,,,,,,7RNTE,Rest of NT,112
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,2.1,0.8,6.1,1.2,7.6,5.8,2.2,1.9,1.8,1.2,9.8,2.4,32.7,8.8,9.2,1.7,3.2,195620.0,8ACTE,Australian Capital Territory,113
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,8ACTE,Australian Capital Territory,114
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.0,2079.0,3759.0,3802.0,657.0,498.0,1154.0,1198.0,683.0,1882.0,,,,,,228.0,905.0,57.0,333.0,390.0,14.0,110.0,103.0,40.0,44.0,57.0,42.0,97.0,32.0,13.0,33.0,30.0,228665.0,498.0,27456.0,985.0,1770.0,178.0,130.0,1047.0,12904.0,237186.0,29964.0,5363.0,848.0,68375.0,85512.0,119771.0,273658.0,50.0,,,,,,,,,,,,,,,,,,,,,8ACTE,Australian Capital Territory,115
2014,14406.0,7122.0,2917.0,757.0,25204.0,,,,,,,,,,,432.0,21.0,583.0,53.0,4959.0,451.0,1494.0,1314.0,1236.0,260.0,1839.0,2643.0,4629.0,1178.0,114.0,471.0,1752.0,369.0,1049.0,352.0,25204.0,1713.0,2801.0,4514.0,4636.0,635.0,619.0,1254.0,1311.0,708.0,2019.0,4920.0,520000.0,3098.0,419900.0,,229.0,778.0,59.0,318.0,377.0,16.0,102.0,108.0,32.0,44.0,61.0,43.0,88.0,28.0,13.0,23.0,45.0,232650.0,476.0,28537.0,1053.0,1768.0,151.0,121.0,1019.0,12829.0,237707.0,34435.0,4939.0,1184.0,71323.0,84957.0,122248.0,278528.0,49.0,,,,,,,,,,,,,,,,,,,,,8ACTE,Australian Capital Territory,116
2015,14490.0,7345.0,2852.0,740.0,25426.0,2351.0,1159.0,139.0,13.0,3659.0,2373.0,780.0,193.0,34.0,3376.0,422.0,23.0,590.0,53.0,4910.0,433.0,1491.0,1374.0,1199.0,265.0,1975.0,2695.0,4760.0,1156.0,115.0,458.0,1804.0,371.0,1060.0,291.0,25426.0,1275.0,2906.0,4181.0,4261.0,527.0,663.0,1190.0,1240.0,692.0,1932.0,4269.0,570000.0,3811.0,421500.0,,214.0,823.0,51.0,340.0,391.0,6.0,134.0,87.0,32.0,40.0,71.0,47.0,89.0,31.0,28.0,27.0,25.0,236742.0,499.0,29475.0,1077.0,1778.0,159.0,131.0,992.0,12984.0,238763.0,38927.0,4488.0,1434.0,71901.0,86708.0,125177.0,283786.0,58.0,,,,,,,,,,,,,,,,,,,,,8ACTE,Australian Capital Territory,117
2016,14905.0,7635.0,2788.0,752.0,26077.0,2671.0,1283.0,155.0,22.0,4130.0,2379.0,750.0,232.0,37.0,3402.0,423.0,25.0,601.0,54.0,5070.0,447.0,1436.0,1422.0,1285.0,279.0,2045.0,2755.0,4799.0,1124.0,128.0,486.0,1927.0,391.0,1098.0,283.0,26077.0,1093.0,3265.0,4358.0,4677.0,462.0,817.0,1280.0,1376.0,1164.0,2540.0,4326.0,610000.0,3943.0,430000.0,,,,46.0,321.0,367.0,12.0,124.0,95.0,34.0,31.0,54.0,49.0,66.0,31.0,24.0,40.0,38.0,241600.0,501.0,30229.0,1158.0,1777.0,164.0,129.0,1029.0,13054.0,240314.0,43407.0,3923.0,1738.0,74864.0,86474.0,128212.0,289550.0,56.0,0.3,0.1,1.6,0.7,5.8,1.0,7.1,6.5,2.3,1.8,1.5,1.3,9.4,2.5,30.8,9.6,10.4,1.7,3.0,205419.0,8ACTE,Australian Capital Territory,118
2017,15787.0,7861.0,2813.0,805.0,27264.0,3102.0,1309.0,148.0,18.0,4579.0,2395.0,743.0,185.0,28.0,3345.0,399.0,24.0,600.0,50.0,5310.0,447.0,1449.0,1465.0,1583.0,304.0,2131.0,2836.0,5004.0,1173.0,132.0,510.0,2039.0,393.0,1132.0,278.0,27264.0,1031.0,4443.0,5474.0,5524.0,455.0,1163.0,1618.0,1654.0,888.0,2543.0,,,,,,,,72.0,331.0,403.0,21.0,126.0,97.0,50.0,53.0,56.0,47.0,79.0,34.0,23.0,29.0,32.0,247808.0,504.0,31133.0,1278.0,1847.0,168.0,138.0,1011.0,13132.0,243787.0,48606.0,3512.0,2141.0,75809.0,88766.0,132456.0,297031.0,,,,,,,,,,,,,,,,,,,,,,8ACTE,Australian Capital Territory,119
2018,16735.0,8252.0,2708.0,752.0,28450.0,3420.0,1322.0,139.0,19.0,4904.0,2683.0,788.0,159.0,37.0,3661.0,354.0,27.0,588.0,63.0,5499.0,445.0,1465.0,1474.0,1964.0,322.0,2246.0,2891.0,5166.0,1256.0,143.0,541.0,2175.0,379.0,1172.0,275.0,28450.0,1162.0,4347.0,5509.0,5664.0,500.0,1176.0,1676.0,1746.0,1320.0,3066.0,,,,,,,,59.0,354.0,411.0,10.0,141.0,91.0,41.0,46.0,61.0,57.0,81.0,39.0,31.0,26.0,31.0,253618.0,505.0,32325.0,1408.0,1790.0,191.0,133.0,1032.0,13111.0,246550.0,52996.0,3061.0,2463.0,76099.0,92482.0,135430.0,304020.0,,,,,,,,,,,,,,,,,,,,,,8ACTE,Australian Capital Territory,120
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,2.0,87.0,2.0,7.0,,,1.0,22.0,307.0,73.0,13.0,,74.0,123.0,199.0,396.0,,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,121
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,2.0,56.0,2.0,6.0,,,1.0,22.0,286.0,57.0,12.0,,58.0,85.0,198.0,341.0,,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,122
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,,,,,,,273.0,2.0,66.0,2.0,3.0,,,1.0,21.0,302.0,63.0,11.0,,69.0,98.0,208.0,375.0,,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,123
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0,5.0,67.0,2.0,3.0,,,1.0,22.0,305.0,77.0,16.0,,89.0,95.0,214.0,398.0,,1.6,6.9,2.0,1.9,6.6,1.0,8.6,11.7,4.8,0.7,0.8,1.3,2.2,5.4,20.0,7.4,5.1,3.4,2.7,2151.0,9OTER,Other Territories,124
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,2.0,81.0,2.0,4.0,,,1.0,23.0,311.0,89.0,12.0,,86.0,107.0,222.0,415.0,,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,125
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,302.0,2.0,84.0,2.0,4.0,0.0,0.0,1.0,24.0,311.0,100.0,8.0,0.0,80.0,110.0,226.0,409.0,,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,126
